sl_100_5400_20260706 Coordinates.csv
2026/07/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:06 2024,
Start: 2026/07/06 07:47:00.00, Stop: 2026/07/06 09:17:00.00,
TIME_UNITS,STARLINK-31471 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-2279 - X-Coordinate,STARLINK-4635 - X-Coordinate,STARLINK-31742 - X-Coordinate,STARLINK-2391 - X-Coordinate,STARLINK-6362 - X-Coordinate,STARLINK-31143 - X-Coordinate,STARLINK-3518 - X-Coordinate,STARLINK-3642 - X-Coordinate,STARLINK-2509 - X-Coordinate,STARLINK-2702 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-1397 - X-Coordinate,STARLINK-31299 - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-5133 - X-Coordinate,STARLINK-31956 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-3341 - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-31188 - X-Coordinate,STARLINK-1096 - X-Coordinate,STARLINK-30521 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-31739 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-4190 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-5880 - X-Coordinate,STARLINK-1273 - X-Coordinate,STARLINK-5846 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-5074 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-1854 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-6346 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-3240 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-4351 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-31259 - X-Coordinate,STARLINK-32272 - X-Coordinate,STARLINK-30616 - X-Coordinate,STARLINK-6136 - X-Coordinate,STARLINK-5373 - X-Coordinate,STARLINK-5757 - X-Coordinate,STARLINK-5668 - X-Coordinate,STARLINK-31840 - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-6038 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-5689 - X-Coordinate,STARLINK-6178 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-6179 - X-Coordinate,STARLINK-11138 [DTC] - X-Coordinate,STARLINK-30389 - X-Coordinate,STARLINK-31070 - X-Coordinate,STARLINK-31711 - X-Coordinate,STARLINK-1907 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-31751 - X-Coordinate,STARLINK-3621 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-1191 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-6045 - X-Coordinate,STARLINK-31140 - X-Coordinate,STARLINK-5129 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31471 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-2279 - Y-Coordinate,STARLINK-4635 - Y-Coordinate,STARLINK-31742 - Y-Coordinate,STARLINK-2391 - Y-Coordinate,STARLINK-6362 - Y-Coordinate,STARLINK-31143 - Y-Coordinate,STARLINK-3518 - Y-Coordinate,STARLINK-3642 - Y-Coordinate,STARLINK-2509 - Y-Coordinate,STARLINK-2702 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-1397 - Y-Coordinate,STARLINK-31299 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-5133 - Y-Coordinate,STARLINK-31956 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-3341 - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-31188 - Y-Coordinate,STARLINK-1096 - Y-Coordinate,STARLINK-30521 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-31739 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-4190 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-5880 - Y-Coordinate,STARLINK-1273 - Y-Coordinate,STARLINK-5846 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-5074 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-1854 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-6346 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-3240 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-4351 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-31259 - Y-Coordinate,STARLINK-32272 - Y-Coordinate,STARLINK-30616 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,STARLINK-5373 - Y-Coordinate,STARLINK-5757 - Y-Coordinate,STARLINK-5668 - Y-Coordinate,STARLINK-31840 - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-6038 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-5689 - Y-Coordinate,STARLINK-6178 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-6179 - Y-Coordinate,STARLINK-11138 [DTC] - Y-Coordinate,STARLINK-30389 - Y-Coordinate,STARLINK-31070 - Y-Coordinate,STARLINK-31711 - Y-Coordinate,STARLINK-1907 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-31751 - Y-Coordinate,STARLINK-3621 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-1191 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-6045 - Y-Coordinate,STARLINK-31140 - Y-Coordinate,STARLINK-5129 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31471 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-2279 - Z-Coordinate,STARLINK-4635 - Z-Coordinate,STARLINK-31742 - Z-Coordinate,STARLINK-2391 - Z-Coordinate,STARLINK-6362 - Z-Coordinate,STARLINK-31143 - Z-Coordinate,STARLINK-3518 - Z-Coordinate,STARLINK-3642 - Z-Coordinate,STARLINK-2509 - Z-Coordinate,STARLINK-2702 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-1397 - Z-Coordinate,STARLINK-31299 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-5133 - Z-Coordinate,STARLINK-31956 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-3341 - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-31188 - Z-Coordinate,STARLINK-1096 - Z-Coordinate,STARLINK-30521 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-31739 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-4190 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-5880 - Z-Coordinate,STARLINK-1273 - Z-Coordinate,STARLINK-5846 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-5074 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-1854 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-6346 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-3240 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-4351 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-31259 - Z-Coordinate,STARLINK-32272 - Z-Coordinate,STARLINK-30616 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,STARLINK-5373 - Z-Coordinate,STARLINK-5757 - Z-Coordinate,STARLINK-5668 - Z-Coordinate,STARLINK-31840 - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-6038 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-5689 - Z-Coordinate,STARLINK-6178 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-6179 - Z-Coordinate,STARLINK-11138 [DTC] - Z-Coordinate,STARLINK-30389 - Z-Coordinate,STARLINK-31070 - Z-Coordinate,STARLINK-31711 - Z-Coordinate,STARLINK-1907 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-31751 - Z-Coordinate,STARLINK-3621 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-1191 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-6045 - Z-Coordinate,STARLINK-31140 - Z-Coordinate,STARLINK-5129 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2919.1576,3212.1436,520.6585,-5685.2023,4136.7154,-3540.6397,-1244.2639,5653.1901,3613.4117,-4214.5310,-1345.8551,1662.5678,-5194.2676,3954.8290,-6497.6203,-4793.3801,-6725.9057,5427.0931,-6715.9022,-3651.6257,1396.3856,5560.8864,6549.3715,-230.5329,1568.0330,-3054.1158,1055.3730,-1693.7041,97.7710,-5813.5491,4767.1458,-6841.7163,-5327.4032,2936.5260,-4277.6672,-6331.0379,-5701.8201,5678.6815,5371.7362,5376.0404,-3605.8499,4067.4035,3968.4570,4777.2358,3912.7911,2432.4402,-2470.4897,1831.3070,-5602.7773,1168.9610,-4692.7031,5727.5901,1874.3822,6618.0387,4550.3606,-4037.0975,-6169.4542,2984.7195,-5351.4508,-3160.2436,5913.4070,1712.0470,593.3582,1795.3836,-2795.1438,5990.9971,2706.1861,4735.9566,-4021.4316,6325.3045,6276.8116,-6731.8728,-3852.6581,1667.1463,-3869.0137,5425.3471,6791.1350,4307.9545,1427.2974,-5238.2366,-4403.3711,4760.9547,2946.4067,-3638.5477,-258.4713,3399.3787,2375.2015,-6544.9348,-5913.0632,-1911.7376,-1800.3907,5618.2969,696.8762,3911.5062,4811.7716,-276.3817,-1699.9462,3448.8543,-6623.9455,3072.9707,-282985.2338,-264675.6157,-273602.8378,-275444.3988,-267957.8741,-270370.9186,-267221.2882,-270988.2554,-270005107.7907,-269944098.2465,-269964490.6193,-269976121.0308,-270151.4984,-269986976.6815,-5711.8760,-2604.2587,-4260.2215,2893.2391,-2821.4215,3577.9910,-6678.0115,-3588.0108,4833.3365,-3340.3541,-4189.7879,5520.6536,140.2485,2932.0866,-2053.7426,4877.7635,-1316.5883,-828.7970,-938.8942,-4841.4777,4330.9916,1843.2831,1773.3965,-6269.5805,-2203.6523,4699.3025,4125.0144,4867.8204,-4137.9775,566.1691,4332.1624,154.7305,-3388.0788,4205.9661,-2535.8963,1059.7520,-3923.8397,3648.1519,-1298.8148,-2045.0337,2552.8506,1959.8274,3169.2906,-78.5820,2367.1624,4872.3656,761.9148,-5798.2353,384.7746,-4933.6656,3194.3228,-3615.0514,5035.7968,298.9077,341.7528,5327.7153,3156.1827,-4803.8750,-598.9650,-5746.5216,3055.4542,-4066.3182,-6797.2795,-6653.1114,5065.5781,-3028.6356,5782.4527,-3810.9689,-3250.3308,-1163.0530,2181.4899,1365.7720,3182.4406,6671.5689,-1549.6658,3691.6461,-883.9851,1985.8571,-4206.9236,-2996.6633,5355.9944,-4962.2868,-5041.7819,4328.1570,4891.2041,3790.1010,5416.0488,93.6744,2892.1830,-6261.3378,-3998.2647,3702.1072,-5156.1993,4553.9768,2854.1916,-4717.5733,-1986.9031,1292.4617,1981.1420,-3588.6352,-279300.0844,-269325.7917,-280804.9665,-278024.3648,-282245.2176,-280698.7587,-272882.5442,-276986.5869,111259791.9436,111265682.9477,111253880.6726,111265720.9082,-275771.7004,111266479.7466,-2010.4864,-5449.3365,-5364.6201,2669.6883,-4627.9580,4622.8656,1387.6522,1766.5867,3369.7901,4330.6930,5289.9855,3801.1548,-4595.9366,-4854.3558,363.6730,-1059.6734,881.6077,4072.1139,-1354.9009,3088.5300,-5175.6565,-3681.1354,689.4321,-2950.1443,-6406.1506,4035.7179,-5397.5758,4453.7284,5530.5515,-3534.6530,-1286.8204,-1135.3334,-2839.0340,4655.8785,4793.1547,-2206.4630,-491.2883,-1224.3570,-4058.3562,-3827.3313,-5246.7789,-5237.4291,4705.6822,-5011.2058,5223.2694,4045.1036,-6451.5877,3275.6497,-4087.9635,4710.8652,3638.8308,1047.1420,4375.2148,-1982.7095,-5191.0942,1743.6089,-434.7518,4000.9831,-4376.6323,1952.2747,-1656.6829,-5177.9508,312.0818,698.1450,3824.7390,-1753.4591,2670.6904,2821.7310,4582.7047,-2559.8624,1469.4134,819.6324,4780.2129,695.3567,-5287.4462,-2192.4147,1085.1085,-5076.3915,5190.9935,-3415.0823,-192.0838,720.4941,3701.5262,-4018.8597,4505.3697,-4713.8824,3462.8791,1797.7548,1649.7453,-2288.7062,-5335.9534,-1089.3755,4547.9909,3218.8017,4120.2057,5044.7481,6436.7632,5883.0813,325.3953,-5052.8560,4188.0016,4565.9949,2301.2471,7788.5620,7880.1375,-2636.1078,-4326.8637,2018.7618,111832133.0915,111848744.2439,111834444.6980,111834818.0444,2996.6358,111838760.0621,
300.000,1543.4324,1547.2838,-1623.3572,-4214.1071,2852.3042,-1508.4564,-2637.0416,4321.4348,4104.4289,-5707.8325,-3038.7522,3240.4789,-5226.6955,5502.4857,-6699.7880,-3317.2767,-6847.1487,5426.2723,-6893.4781,-4503.3074,2974.7598,4961.7737,6760.6801,-1901.9765,541.1384,-1123.0254,3124.6239,210.0358,-2055.2353,-4753.2445,5599.4747,-6721.4588,-6361.0902,4659.6491,-5710.7814,-6344.8512,-6187.0643,6315.5650,5607.9416,5399.3635,-1771.9128,5338.6016,5032.3890,3739.7874,3064.3560,3815.2694,-2574.0826,159.5838,-4659.3725,-974.0016,-2888.2718,4547.0579,3507.5507,6846.3520,3791.5881,-3120.3112,-5912.9498,932.3516,-4867.2131,-3879.4285,6020.5972,64.1189,-650.5805,216.1689,-758.0362,4672.3200,4276.0306,4189.6093,-4221.1501,5157.0114,6160.9081,-5947.0602,-1883.2167,2711.6112,-4874.6224,6324.3181,6032.1016,5282.7306,-740.7568,-6373.6775,-3012.6109,3521.9470,1093.6143,-2405.0957,1438.9008,4751.7638,3661.2293,-5713.7147,-4655.8325,-3219.2065,-3339.4740,5975.0285,-853.3735,5277.2039,6017.2205,-2158.6818,-2594.6031,2429.1808,-6034.4731,998.3021,-276850.3118,-258662.4194,-267790.4924,-269502.4003,-262019.4773,-264415.1219,-261368.4340,-265027.6850,-272367441.2579,-272306239.6995,-272326495.4100,-272338669.8890,-264238.1111,-272349260.1569,-6521.8538,-4019.2514,-3854.9008,3641.5920,-4529.2392,4013.0947,-5780.4661,-4231.5974,3107.3613,-2494.9134,-2824.9578,5650.7566,2207.2121,1879.9604,-539.1227,5541.1256,-113.7509,-2773.2318,265.3438,-3086.4101,2865.9316,87.8616,265.3373,-6470.5491,-4008.5596,4580.9676,3864.9722,5672.0779,-4052.5998,2286.3704,3383.3406,1660.8503,-2472.7964,3011.3717,-1362.9953,2367.7686,-2441.7645,2606.1809,-2940.0677,-3627.3968,3718.3164,416.6115,1297.1404,-1926.6117,573.0185,3264.2418,2864.8148,-5197.6887,2238.7783,-5126.0510,3800.3466,-4322.1728,3669.3706,-941.3562,-1669.9547,6165.1747,2532.6054,-5097.3665,1470.3494,-4395.6111,1352.9911,-5245.8481,-6467.1509,-6572.4381,5207.2656,-4106.2545,5293.7050,-5114.5080,-1213.4352,-2296.9077,492.6872,2447.1429,3859.3868,5869.9837,304.9063,2768.9244,-2315.5924,3060.9619,-4031.5168,-1643.1219,6012.4371,-5415.8977,-4823.3828,5772.7228,5620.6881,2119.3217,3880.2542,1359.3489,3691.9842,-5048.6995,-2468.5168,2100.2281,-6022.9963,4009.2050,2632.4263,-5174.3198,34.1277,-578.9582,3053.9330,-4055.1507,-285282.3273,-274798.5478,-286393.6329,-283623.9102,-287910.4906,-286387.3320,-278573.6139,-282912.4857,105338575.8202,105345453.6094,105333354.5678,105345165.2880,-281418.5745,105345343.5787,-503.4604,-5314.5092,-5450.3275,4095.1325,-4224.2319,5320.8731,2770.7985,3367.6919,4609.0294,2982.6364,5488.9164,2299.4061,-3990.6456,-3739.7788,-1187.9135,-2489.8390,-936.0709,3099.7083,456.0696,4060.4962,-5516.8997,-4822.3042,-868.4874,-1600.9105,-5655.3565,5042.4818,-4749.8768,3767.5354,5203.4577,-4335.5390,564.7407,405.5448,-1152.5737,4150.3351,3640.6981,-433.6626,-1981.1633,595.7425,-2628.6384,-2326.4009,-5484.5995,-4374.9273,4575.5420,-5499.6463,6201.7189,4560.2616,-5784.6711,4542.4204,-4639.8052,4547.6816,4759.9254,2754.1318,4716.2755,-202.3541,-5532.5247,-52.1938,-2620.2788,4596.8431,-4722.1068,3524.3159,-2998.0746,-4329.7197,2092.6218,2169.3737,4516.6366,-3075.6427,1269.6310,1111.5667,5332.0025,-4007.0005,2844.3330,2543.7207,5418.8709,2436.1834,-4633.5188,-432.8707,2510.9648,-3312.4859,5465.9092,-2178.1540,-1705.0930,2458.6042,4828.7212,-3000.5319,3264.2751,-4589.8349,4299.4974,3398.8932,3272.9856,-3500.5283,-5518.8676,-2521.7613,3282.3585,1583.4962,2276.0896,4045.7259,6445.5394,6475.5825,-1479.4180,-5515.1517,4294.9839,4719.7635,2540.7392,7789.5714,8143.6057,-2290.0906,-4329.1467,2587.5143,111834200.2229,111850397.4799,111835985.1628,111836339.2337,3139.4540,111840605.3445,
600.000,7.8225,-234.3059,-3615.6227,-2317.7391,1314.9102,679.2484,-3800.9248,2548.4202,4238.2787,-6629.4593,-4467.3427,4476.4347,-4790.7182,6510.2249,-6223.1013,-1504.4700,-6286.5298,4903.1422,-6383.8716,-4933.3095,4301.9005,3911.3113,6283.9353,-3375.7812,-471.7886,942.6031,4872.8136,2067.1485,-3999.3595,-3236.0712,5783.1318,-5949.4615,-6760.0029,5945.1920,-6584.4790,-5691.0728,-6086.8912,6310.0643,5292.7594,4903.5404,211.8712,6106.4527,5644.6556,2382.2005,1973.5764,4843.5059,-2492.4652,-1566.1549,-3301.6367,-3014.6680,-769.8961,2887.8637,4835.0187,6392.4849,2712.5316,-1891.4646,-4998.8828,-1216.1764,-3955.9601,-4239.0614,5545.6801,-1550.6623,-1851.1672,-1403.4532,1363.3213,2897.6519,5421.5071,3195.4624,-4060.7554,3484.5533,5428.0760,-4568.0883,264.7874,3512.9513,-5395.6474,6592.3362,4689.9631,5658.9387,-2842.2422,-6893.8280,-1318.3730,1913.7666,-895.2062,-967.6056,2945.0798,5678.1623,4620.3867,-4288.6897,-2898.3801,-4248.9198,-4592.1976,5739.0987,-2286.9145,6084.5814,6602.9361,-3800.4011,-3304.2303,1235.0306,-4841.1950,-1169.8302,-270586.5301,-252539.8379,-261857.6731,-263441.2101,-255962.8557,-258339.4826,-255396.2521,-258878.2755,-274599933.2958,-274538563.9406,-274558682.7409,-274571427.8561,-258206.7079,-274581705.2723,-6634.5025,-5066.4059,-3120.5433,4073.8277,-5793.7550,4096.6115,-4324.2060,-4491.6849,1062.1661,-1434.2136,-1222.3641,5235.2432,4049.0363,682.5135,1041.6139,5684.6158,1110.9373,-4422.0003,1448.3720,-1012.9521,1155.4542,-1713.0718,-1278.1810,-6051.8889,-5437.1409,4058.5316,3268.2033,5924.1570,-3622.8019,3809.1130,2034.4637,3009.9979,-1324.5762,1562.4431,-94.3185,3421.3463,-709.2780,1291.6735,-4259.9601,-4830.3378,4560.6583,-1126.4934,-676.4404,-3622.1950,-1323.9998,1339.3468,4665.9653,-4113.4053,3907.0326,-4863.5552,4054.3592,-4615.6425,1977.9170,-2085.5640,-3543.3756,6387.2399,1666.9385,-4940.7382,3414.6703,-2582.4465,-505.8968,-5907.6688,-5471.0590,-5860.5386,4887.9860,-4816.4859,4298.8021,-5850.6388,952.5683,-3248.1005,-1270.0687,3313.8357,4214.2373,4478.5946,2090.7257,1575.2403,-3546.9706,3842.3166,-3503.4463,-151.1761,6098.3725,-5351.0367,-4173.0050,6663.2462,5746.5524,274.1256,1967.1692,2520.5004,4139.4405,-3351.6740,-735.4117,266.1992,-6309.5888,3063.0252,2172.2020,-5154.4676,2016.4698,-2437.7997,3839.6131,-4182.1581,-291128.9319,-280141.4278,-291852.7530,-289093.9738,-293446.2716,-291944.0689,-284141.1723,-288592.1655,99367250.7394,99375123.4127,99362730.3910,99374490.7299,-286938.6276,99374100.7524,1062.6791,-4589.5698,-4938.7456,5079.1760,-3346.2588,5426.2606,3857.2641,4607.0243,5351.0921,1311.8407,5089.0296,548.8651,-2959.4689,-2222.0618,-2606.2484,-3652.2391,-2652.6086,1781.6681,2217.7610,4573.5891,-5259.2011,-5445.6279,-2328.8008,-80.1844,-4306.6014,5504.4075,-3582.1299,2657.0320,4315.1439,-4651.6963,2345.3181,1903.0142,657.9043,3200.4415,2094.8478,1388.5956,-3259.6175,2349.9157,-908.1512,-573.8288,-5118.4362,-3041.3797,3954.8267,-5399.1917,6521.7017,4555.6589,-4505.3200,5318.0892,-4698.8789,3896.3419,5328.9602,4155.8609,4552.8126,1599.8305,-5278.4370,-1842.3747,-4527.0030,4700.4715,-4564.5872,4704.1464,-4008.5517,-2991.9930,3638.7698,3407.5360,4726.4330,-4069.6769,-268.0263,-730.1345,5506.2743,-5024.0373,3897.3815,3993.5475,5474.7426,3913.6510,-3439.6660,1373.3223,3667.9768,-1196.3812,5131.8588,-708.0980,-3035.9277,3931.2346,5435.7160,-1661.6646,1629.3140,-3976.6152,4660.3742,4612.6025,4522.8876,-4338.4840,-5106.4273,-3670.3804,1662.5169,-230.3511,190.2232,2610.7636,5772.2989,6380.6329,-3125.1767,-5385.3269,4401.7442,4872.5052,2781.3688,7785.4358,8403.4652,-1938.0716,-4326.0500,3199.3928,111836269.9889,111852050.0147,111837526.3629,111837871.2022,3282.2697,111842450.3653,
