sl_100_5400_20260103 Coordinates.csv
2026/01/03 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:08 2024,
Start: 2026/01/03 07:47:00.00, Stop: 2026/01/03 09:17:00.00,
TIME_UNITS,STARLINK-31373 - X-Coordinate,STARLINK-31005 - X-Coordinate,STARLINK-30908 - X-Coordinate,STARLINK-31967 - X-Coordinate,STARLINK-4078 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-2147 - X-Coordinate,STARLINK-11223 [DTC] - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-2507 - X-Coordinate,STARLINK-1801 - X-Coordinate,STARLINK-31617 - X-Coordinate,STARLINK-1587 - X-Coordinate,STARLINK-32096 - X-Coordinate,STARLINK-5004 - X-Coordinate,STARLINK-31624 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-31883 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-31789 - X-Coordinate,STARLINK-31382 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-1670 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-30243 - X-Coordinate,STARLINK-1570 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-31679 - X-Coordinate,STARLINK-4350 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-1308 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-5834 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-5072 - X-Coordinate,STARLINK-5830 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-6351 - X-Coordinate,STARLINK-31506 - X-Coordinate,STARLINK-3144 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-1503 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-3107 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-5667 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-2617 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-3970 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-30442 - X-Coordinate,STARLINK-6032 - X-Coordinate,STARLINK-5858 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-4031 - X-Coordinate,STARLINK-2440 - X-Coordinate,STARLINK-4671 - X-Coordinate,STARLINK-2691 - X-Coordinate,STARLINK-5689 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-6262 - X-Coordinate,STARLINK-5281 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-2736 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-32200 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,STARLINK-11188 [DTC] - X-Coordinate,STARLINK-4810 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31373 - Y-Coordinate,STARLINK-31005 - Y-Coordinate,STARLINK-30908 - Y-Coordinate,STARLINK-31967 - Y-Coordinate,STARLINK-4078 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-2147 - Y-Coordinate,STARLINK-11223 [DTC] - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-2507 - Y-Coordinate,STARLINK-1801 - Y-Coordinate,STARLINK-31617 - Y-Coordinate,STARLINK-1587 - Y-Coordinate,STARLINK-32096 - Y-Coordinate,STARLINK-5004 - Y-Coordinate,STARLINK-31624 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-31883 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-31789 - Y-Coordinate,STARLINK-31382 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-1670 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-30243 - Y-Coordinate,STARLINK-1570 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-31679 - Y-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-1308 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-5834 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-5072 - Y-Coordinate,STARLINK-5830 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-31506 - Y-Coordinate,STARLINK-3144 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-1503 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-3107 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-5667 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-2617 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-3970 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-30442 - Y-Coordinate,STARLINK-6032 - Y-Coordinate,STARLINK-5858 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-4031 - Y-Coordinate,STARLINK-2440 - Y-Coordinate,STARLINK-4671 - Y-Coordinate,STARLINK-2691 - Y-Coordinate,STARLINK-5689 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-6262 - Y-Coordinate,STARLINK-5281 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-2736 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-32200 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,STARLINK-11188 [DTC] - Y-Coordinate,STARLINK-4810 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31373 - Z-Coordinate,STARLINK-31005 - Z-Coordinate,STARLINK-30908 - Z-Coordinate,STARLINK-31967 - Z-Coordinate,STARLINK-4078 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-2147 - Z-Coordinate,STARLINK-11223 [DTC] - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-2507 - Z-Coordinate,STARLINK-1801 - Z-Coordinate,STARLINK-31617 - Z-Coordinate,STARLINK-1587 - Z-Coordinate,STARLINK-32096 - Z-Coordinate,STARLINK-5004 - Z-Coordinate,STARLINK-31624 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-31883 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-31789 - Z-Coordinate,STARLINK-31382 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-1670 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-30243 - Z-Coordinate,STARLINK-1570 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-31679 - Z-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-1308 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-5834 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-5072 - Z-Coordinate,STARLINK-5830 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-31506 - Z-Coordinate,STARLINK-3144 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-1503 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-3107 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-5667 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-2617 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-3970 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-30442 - Z-Coordinate,STARLINK-6032 - Z-Coordinate,STARLINK-5858 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-4031 - Z-Coordinate,STARLINK-2440 - Z-Coordinate,STARLINK-4671 - Z-Coordinate,STARLINK-2691 - Z-Coordinate,STARLINK-5689 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-6262 - Z-Coordinate,STARLINK-5281 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-2736 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-32200 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,STARLINK-11188 [DTC] - Z-Coordinate,STARLINK-4810 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1802.0964,-5038.3561,4500.9826,-4483.8385,1845.7095,6825.5549,-1106.6393,3563.0684,5180.9531,2116.7538,3376.5245,-4216.5020,1050.0400,2868.4892,-3519.7796,-5905.5407,-702.6816,2436.5654,5806.3261,-1385.6635,-530.9645,6179.3313,5923.4990,4402.3604,-2075.6635,5497.6385,6720.8901,4009.2863,5592.4517,-878.7014,-4973.4140,-4421.4253,2624.5610,-249.5822,-5821.3842,4698.5295,-1791.6379,-2653.6588,-4392.0157,3356.1168,-1887.1442,3694.0268,-2096.8655,6096.6161,1578.9564,-1056.2765,1241.1975,4895.3782,-6864.9050,5339.7213,-1603.4398,-1269.1188,2286.6025,4701.3201,3738.1328,4528.3243,-4463.7918,5877.2531,-4398.8083,3085.2715,890.7738,945.2025,265.8417,-6587.9430,1055.3737,-5769.5706,4892.6539,1638.6596,4430.9796,-2814.4523,2448.0785,3091.1204,1346.6485,-1886.3103,2375.3517,-1398.0544,2627.2686,-5429.1879,-3431.1646,6662.7027,-3338.2924,-3590.2446,5436.8641,2333.0297,-2476.3913,2384.8943,2935.4227,-125.3247,4644.7988,3900.7957,4935.1171,-5562.3193,254.8630,2013.4275,-1757.1590,-3262.8932,4177.0444,4711.5194,-2178.7373,5954.8896,151826.7606,124843.1379,146728.7272,149491.4013,142089.2123,144811.4017,141231.6257,143959.3086,-133721049.5700,-133739258.3103,-133705917.2623,-133707330.1993,144308.5233,-133703386.4048,3881.4505,4243.0053,-4109.4490,-4697.0681,3742.6608,-248.0236,-2156.3095,3600.5586,-2407.5881,-5888.4467,2649.3184,-273.7292,4645.6629,-3271.9666,-5788.4538,-3389.8539,-4865.0491,4719.1215,-3147.2201,6622.7367,6872.4950,771.9120,431.8036,4800.7266,4313.0943,-1604.3065,-1008.8154,-1395.2502,3829.1289,-5586.7097,-457.9477,4637.7168,5715.0888,-6900.3591,1426.3530,410.0308,6071.4154,3063.6129,5250.9094,5438.6660,6540.4728,1437.2323,5002.7280,-2040.4473,-5917.1205,6103.6536,-6181.5052,1394.4283,1074.9130,-922.3503,6050.3709,5005.5923,-5992.5541,4625.3154,-5224.0240,-2717.1866,-5245.7764,3569.3635,3039.3468,176.3691,927.3949,2938.5302,-6121.2741,-2151.3188,5792.9104,2237.4136,3250.0489,-6577.0938,-1538.5812,-6263.0710,-4865.3200,-4514.7070,-4491.3343,-4678.5693,-6013.5339,6553.8991,-4867.5310,-3946.7686,-4574.0738,-1319.9937,5503.9443,4802.3336,3446.1489,-6303.5754,3844.7126,-5243.7367,4608.8528,2634.9269,1858.3338,1831.1791,2569.1699,3959.0009,-6086.1153,-1289.5443,-4333.6421,2640.7963,262.3615,2085.1144,4698.4052,-712.8271,-296095.4665,-286845.0381,-282175.5189,-285475.0660,-281272.0004,-282944.8000,-290647.1529,-288758.6965,302082340.6534,302080303.5265,302081994.0649,302080615.8757,-287704.2349,302073298.1151,5319.0959,-2168.7307,3296.0753,2152.7012,-5517.8763,23.6373,6504.5501,4710.9827,-3730.5567,-2958.9858,-5093.4921,-5479.5280,4986.3685,5367.3302,-1406.5143,-431.8471,-4801.8354,-4291.4579,-1988.3894,854.9469,512.7244,-3020.2453,-3587.4859,-2096.1923,-5002.3048,-3677.2207,-254.6434,-5478.3082,1368.5301,-4021.1648,-4651.4426,-2606.5791,2651.5345,797.8828,3430.6796,-5062.1169,-2828.0467,-5366.4249,-1048.4138,-2583.7528,374.4128,5689.5231,-4297.2172,2577.2752,3189.9930,3145.9037,2884.2389,4673.6226,151.6734,-4353.7052,-2924.0498,-4630.8015,-2431.0858,-2097.6082,2532.3336,-4425.9586,648.5804,940.9487,-4415.8611,-6228.8852,6805.3230,-6233.9287,3275.4418,88.9927,3649.4328,3094.1920,3675.2555,1471.5334,5084.6060,819.4760,4256.2829,4253.2290,5068.6695,-4608.5521,2442.1277,1778.9727,-4183.4063,1798.8683,-3903.2395,-1421.6191,2562.7966,-3421.2130,2181.8310,567.4365,-5161.9802,3850.3137,-4313.3444,6405.7524,4743.2474,-5412.4886,3920.0263,1201.0945,-3274.5170,-6526.3621,5020.3508,5486.4094,5210.4535,-4338.1173,-4280.8799,-3435.6942,168987.3653,165510.7768,164689.5306,171129.2558,170400.3003,159750.0855,158828.9449,164378.9960,-143980147.3767,-144001455.8927,-143958210.2653,-143967894.7650,165831.8921,-143975286.7529,
300.000,3797.7709,-3430.8057,2675.6289,-5556.8291,3592.0873,6416.5982,-2789.1947,4965.8838,4698.7714,993.2671,4951.2761,-3832.4630,2961.3118,856.6269,-4576.9307,-6274.2526,-2536.6474,4313.2086,4468.5114,215.5539,678.7047,5327.8487,6375.1747,5473.0885,-682.4982,5293.2776,6206.3058,2334.5822,6297.0253,-2625.7391,-4907.2958,-3702.3949,3967.6371,-857.8547,-4412.9839,5417.2372,49.0677,-969.0205,-3065.8146,4631.8108,-316.1939,4915.3039,-163.7984,5779.6725,-53.9835,-106.6054,-572.1765,4304.1820,-6467.1888,5241.6471,-19.8897,735.4740,1180.7050,4992.1953,2112.0603,2692.8387,-5054.3322,5583.2558,-3435.4216,1783.4321,676.4862,2118.4736,-1430.6659,-6710.9771,2683.7504,-4338.1817,6158.1453,-9.2372,2890.9862,-3862.7959,493.7558,1637.5780,-750.6681,-3695.4982,1287.5053,273.4046,541.6821,-6383.5291,-3971.3904,6343.8884,-2063.6837,-1785.3599,5381.1638,1006.9950,-344.7017,850.2527,4720.9829,1892.7294,5880.0678,5037.6129,6082.1606,-4629.4498,-1199.3200,596.9743,-3697.1478,-1555.0898,4613.7615,5965.4622,-166.9797,4697.9451,158170.8350,130849.6377,152831.0447,155455.9174,148046.7175,150760.2499,147284.0798,150306.1084,-140281787.9618,-140299968.4148,-140267249.0061,-140268785.9326,150294.4734,-140264143.9520,3304.6879,4971.7124,-4805.9411,-3976.8523,2452.6687,-1737.7997,-734.3608,1992.9247,-4205.3752,-6725.9945,1326.2412,1867.1850,4819.9719,-4098.5790,-5170.7162,-1860.1742,-5226.0170,4007.7155,-3871.1759,6408.3991,6756.7319,-719.2650,-1311.4763,4091.4661,5629.0626,-3446.4809,-2455.8261,-245.1624,2828.9087,-4473.3851,1702.3952,5773.1126,5478.1381,-6284.8826,2561.6704,-1390.3398,5733.6891,4433.3068,5571.0365,5030.6211,6541.9565,2601.0052,4566.8956,-3639.3683,-5254.3804,5003.2181,-5676.3594,-583.3462,1638.2560,-2904.6995,5421.3173,5564.5073,-6720.2466,3117.0986,-5222.4593,-3558.9860,-4071.2730,3916.3792,4802.0075,-1580.4418,3107.1467,1093.6272,-6499.0518,-622.9898,4606.7993,3519.8633,1937.4159,-6325.4712,-3017.9951,-5651.6769,-4557.2202,-5836.0394,-4091.4156,-3477.8635,-6756.6812,6195.9762,-5098.1420,-2733.6561,-2750.1470,-2807.3810,6516.1412,4786.0257,1860.1284,-6245.0388,4135.2393,-6299.4843,3776.3930,1726.5311,493.5367,101.4969,1037.5143,5150.7765,-5075.3121,-2962.1794,-4151.4770,3993.1003,-1791.6907,839.0408,4340.6193,-2009.0831,-292905.8714,-284155.4695,-279160.4417,-282470.5457,-278202.0684,-279839.8144,-287562.2224,-285430.3470,299092595.5812,299089871.3463,299092528.7011,299090954.5122,-284654.4101,299083647.8726,4613.0135,-3407.5792,4211.5721,378.9351,-5379.4396,1557.4016,6314.3465,4385.1428,-2604.1250,-1289.4605,-4252.6929,-5449.8898,3946.5284,5496.2844,398.6688,-1936.8197,-3668.9894,-3456.8579,-3554.3920,2316.5456,-1299.9140,-4359.9393,-2402.5899,-317.0841,-3971.2679,-2531.9716,1295.4634,-6520.6585,-437.7622,-4609.6636,-4427.2941,-889.1364,928.6515,2837.2637,4650.7608,-4071.8351,-3898.5068,-4962.8117,-2747.2347,-857.0224,1884.5848,4146.5538,-5197.2719,1161.2193,4476.7775,4816.0982,3937.7067,5373.0770,-1953.5075,-3521.3270,-4283.5963,-4074.6202,-685.1322,-3643.1805,3988.9243,-5250.2612,2389.4332,-1301.7442,-3635.9383,-6532.2760,6154.2434,-6534.8646,2001.4026,1609.1033,4421.5425,4079.1748,2520.7609,2841.6345,5511.7219,-993.2666,5171.7936,3362.2583,5510.4496,-4575.4106,702.3165,3096.2152,-4670.4619,294.2283,-4960.0192,108.2599,1144.6088,-4644.5719,3707.6167,2335.9189,-5508.2671,2761.2433,-3450.7026,6436.4888,3568.9991,-4740.0956,2876.7756,-337.9318,-4543.2060,-6259.3287,4024.2590,5418.8354,4492.9270,-3011.2049,-5127.0190,-4655.5360,168985.4156,165460.1821,164742.2518,170962.4893,170498.1452,159905.6176,158635.8091,164144.1653,-143978668.4438,-143999863.7613,-143956539.0330,-143966323.3821,165796.3842,-143973568.6399,
600.000,5403.4958,-1481.2721,586.8662,-6055.8029,5016.0335,5355.0657,-4240.2192,5912.3777,3761.7794,-214.3793,5994.1121,-3129.8648,4555.4743,-1218.3613,-5182.1772,-6015.2177,-4088.9438,5749.6068,2673.0492,1816.1968,1835.4179,3972.9919,6223.7622,5978.0216,737.5810,4566.7745,5050.1738,363.5230,6377.2115,-4152.5563,-4386.3336,-2623.6550,4891.5693,-1416.4891,-2575.9072,5632.3673,1910.9237,777.6476,-1415.3765,5434.7325,1304.5558,5570.0251,1814.6028,4908.7729,-1720.9156,913.0878,-2358.3806,3338.1945,-5408.9296,4671.5158,1604.5498,2648.6405,-38.1331,4823.6535,248.1640,597.0503,-5164.3010,4692.4870,-2174.4984,369.1873,302.5513,3152.1095,-2973.0446,-6187.7606,4087.7964,-2492.7182,6829.4338,-1680.2829,1101.9411,-4536.6983,-1535.6566,55.7141,-2792.6074,-5154.7273,79.3357,1944.2894,-1601.0130,-6722.6818,-4174.7748,5410.9091,-599.7535,221.4389,4793.1283,-452.2647,1819.0475,-741.7971,6054.7188,3752.0264,6540.9334,5711.7541,6615.5997,-3245.5421,-2580.1635,-814.3967,-5248.9048,267.6892,4590.1754,6584.1006,1888.9972,2991.7159,164445.8132,136799.3769,158866.9717,161355.4309,153939.7198,156642.1781,153271.4477,156573.9420,-146775719.1929,-146793856.5330,-146761784.6378,-146763426.4583,156216.0678,-146758097.9973,2439.9824,5250.7846,-5076.9481,-2851.2964,970.5119,-3066.3016,696.4033,223.9219,-5565.2616,-6895.2471,-98.0846,3832.8665,4551.5071,-4576.0568,-4035.5179,-125.5560,-5091.0901,2923.2961,-4246.4462,5547.9522,5968.2512,-2182.0849,-2909.0452,2963.7018,6406.3964,-4921.7338,-3662.5480,851.1343,1542.8509,-2958.5063,3686.3056,6329.1852,4680.8080,-5031.6626,3492.9331,-3021.7072,4868.4951,5363.8970,5362.7546,4123.3651,5881.2475,3530.2501,3730.0611,-4876.3967,-4099.2501,3418.1669,-4647.2053,-2532.7639,2060.6867,-4595.4904,4281.3350,5619.3071,-6760.2016,1278.9253,-4735.6565,-4102.7610,-2476.1810,3822.7672,6103.6507,-3230.9981,4944.4070,-817.4920,-6261.4965,980.4471,2996.9252,4497.9315,461.0246,-5474.7622,-4248.3698,-4472.7495,-3848.6878,-6603.5453,-3343.2854,-1963.4382,-6825.4738,5252.6507,-4881.1019,-1260.2144,-649.7189,-4024.1694,6894.4245,4339.1495,50.3216,-5526.6147,4074.7605,-6753.5021,2615.9340,719.9504,-883.0097,-1599.3431,-573.7646,5845.5180,-3584.3200,-4385.6073,-3591.5546,4995.1394,-3624.9167,-463.2043,3567.0090,-3155.2340,-289577.9707,-281340.1314,-276023.6544,-279343.6130,-275010.7921,-276614.5088,-284349.0441,-281906.4763,295960378.3968,295956971.0935,295960564.3846,295958773.5141,-281480.0901,295951524.3636,3391.4689,-4282.3872,4676.0223,-1437.0480,-4663.3248,2916.6056,5454.0417,3587.8415,-1185.3661,518.8786,-2900.0638,-4835.4002,2478.3984,5033.0208,2160.8254,-3224.5184,-2133.2553,-2235.3455,-4734.6534,3517.4803,-2972.2428,-5231.6191,-961.1071,1497.3344,-2513.9054,-1100.3207,2698.5297,-6867.8130,-2196.8832,-4707.1498,-3707.5919,924.2065,-898.3633,4575.1362,5367.9619,-2643.6125,-4552.3665,-3979.8050,-4151.3655,963.1078,3182.4238,2161.2287,-5539.7203,-379.4714,5279.1917,5974.8070,4570.1177,5493.3926,-3851.2626,-2315.2393,-5180.8249,-3083.5190,1136.5995,-4797.3688,5013.5904,-5504.0663,3872.6644,-3405.6996,-2467.4401,-6146.0461,4845.7834,-6146.7400,514.5671,2956.6316,4719.9684,4625.2700,1096.1867,3907.8772,5346.8783,-2698.9489,5530.0979,2111.4640,5357.1491,-4031.9510,-1113.3588,4082.0867,-4659.1931,-1241.7058,-5485.1700,1626.5529,-396.3140,-5365.7018,4812.6003,3832.9654,-5257.6784,1376.3827,-2223.4389,5780.1212,2007.0341,-3558.2344,1508.5663,-1840.7904,-5323.1866,-5330.3970,2584.8925,4767.0569,3240.7969,-1333.1651,-5372.8481,-5373.7729,168982.4930,165409.4817,164796.8540,170790.4489,170592.2279,160066.8936,158448.0855,164028.3311,-143977186.8855,-143998270.1886,-143954876.3936,-143964771.0830,165760.7503,-143971850.2075,
