sl_100_86400_20260601 Coordinates.csv
2026/06/01 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:42 2024,
Start: 2026/06/01 07:47:00.00, Stop: 2026/06/02 07:47:00.00,
TIME_UNITS,STARLINK-31066 - X-Coordinate,STARLINK-32200 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-2734 - X-Coordinate,STARLINK-31480 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-3620 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-5168 - X-Coordinate,STARLINK-5064 - X-Coordinate,STARLINK-1547 - X-Coordinate,STARLINK-4191 - X-Coordinate,STARLINK-32010 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-1028 - X-Coordinate,STARLINK-4759 - X-Coordinate,STARLINK-1553 - X-Coordinate,STARLINK-4053 - X-Coordinate,STARLINK-5268 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-5407 - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-31682 - X-Coordinate,STARLINK-5646 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-3293 - X-Coordinate,STARLINK-1910 - X-Coordinate,STARLINK-2019 - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-1162 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-3888 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-1096 - X-Coordinate,STARLINK-31613 - X-Coordinate,STARLINK-3117 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-5310 - X-Coordinate,STARLINK-1434 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-3673 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-3325 - X-Coordinate,STARLINK-3642 - X-Coordinate,STARLINK-30317 - X-Coordinate,STARLINK-5113 - X-Coordinate,STARLINK-31742 - X-Coordinate,STARLINK-3146 - X-Coordinate,STARLINK-30396 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-31585 - X-Coordinate,STARLINK-1609 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-3991 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-1362 - X-Coordinate,STARLINK-1462 - X-Coordinate,STARLINK-6305 - X-Coordinate,STARLINK-4590 - X-Coordinate,STARLINK-2568 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-31092 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-4313 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-3790 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-30608 - X-Coordinate,STARLINK-32003 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-6100 - X-Coordinate,STARLINK-30999 - X-Coordinate,STARLINK-4666 - X-Coordinate,STARLINK-1750 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-5284 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-2562 - X-Coordinate,STARLINK-31838 - X-Coordinate,STARLINK-30430 - X-Coordinate,STARLINK-30446 - X-Coordinate,STARLINK-3970 - X-Coordinate,STARLINK-31254 - X-Coordinate,STARLINK-3329 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31066 - Y-Coordinate,STARLINK-32200 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-2734 - Y-Coordinate,STARLINK-31480 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-3620 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-5168 - Y-Coordinate,STARLINK-5064 - Y-Coordinate,STARLINK-1547 - Y-Coordinate,STARLINK-4191 - Y-Coordinate,STARLINK-32010 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-1028 - Y-Coordinate,STARLINK-4759 - Y-Coordinate,STARLINK-1553 - Y-Coordinate,STARLINK-4053 - Y-Coordinate,STARLINK-5268 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-5407 - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-31682 - Y-Coordinate,STARLINK-5646 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-3293 - Y-Coordinate,STARLINK-1910 - Y-Coordinate,STARLINK-2019 - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-1162 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-3888 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-1096 - Y-Coordinate,STARLINK-31613 - Y-Coordinate,STARLINK-3117 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-5310 - Y-Coordinate,STARLINK-1434 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-3673 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-3325 - Y-Coordinate,STARLINK-3642 - Y-Coordinate,STARLINK-30317 - Y-Coordinate,STARLINK-5113 - Y-Coordinate,STARLINK-31742 - Y-Coordinate,STARLINK-3146 - Y-Coordinate,STARLINK-30396 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-31585 - Y-Coordinate,STARLINK-1609 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-3991 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-1362 - Y-Coordinate,STARLINK-1462 - Y-Coordinate,STARLINK-6305 - Y-Coordinate,STARLINK-4590 - Y-Coordinate,STARLINK-2568 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-31092 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-4313 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-3790 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-30608 - Y-Coordinate,STARLINK-32003 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,STARLINK-30999 - Y-Coordinate,STARLINK-4666 - Y-Coordinate,STARLINK-1750 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-5284 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-2562 - Y-Coordinate,STARLINK-31838 - Y-Coordinate,STARLINK-30430 - Y-Coordinate,STARLINK-30446 - Y-Coordinate,STARLINK-3970 - Y-Coordinate,STARLINK-31254 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31066 - Z-Coordinate,STARLINK-32200 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-2734 - Z-Coordinate,STARLINK-31480 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-3620 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-5168 - Z-Coordinate,STARLINK-5064 - Z-Coordinate,STARLINK-1547 - Z-Coordinate,STARLINK-4191 - Z-Coordinate,STARLINK-32010 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-1028 - Z-Coordinate,STARLINK-4759 - Z-Coordinate,STARLINK-1553 - Z-Coordinate,STARLINK-4053 - Z-Coordinate,STARLINK-5268 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-5407 - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-31682 - Z-Coordinate,STARLINK-5646 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-3293 - Z-Coordinate,STARLINK-1910 - Z-Coordinate,STARLINK-2019 - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-1162 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-3888 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-1096 - Z-Coordinate,STARLINK-31613 - Z-Coordinate,STARLINK-3117 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-5310 - Z-Coordinate,STARLINK-1434 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-3673 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-3325 - Z-Coordinate,STARLINK-3642 - Z-Coordinate,STARLINK-30317 - Z-Coordinate,STARLINK-5113 - Z-Coordinate,STARLINK-31742 - Z-Coordinate,STARLINK-3146 - Z-Coordinate,STARLINK-30396 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-31585 - Z-Coordinate,STARLINK-1609 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-3991 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-1362 - Z-Coordinate,STARLINK-1462 - Z-Coordinate,STARLINK-6305 - Z-Coordinate,STARLINK-4590 - Z-Coordinate,STARLINK-2568 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-31092 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-4313 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-3790 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-30608 - Z-Coordinate,STARLINK-32003 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,STARLINK-30999 - Z-Coordinate,STARLINK-4666 - Z-Coordinate,STARLINK-1750 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-5284 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-2562 - Z-Coordinate,STARLINK-31838 - Z-Coordinate,STARLINK-30430 - Z-Coordinate,STARLINK-30446 - Z-Coordinate,STARLINK-3970 - Z-Coordinate,STARLINK-31254 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1058.7370,1617.9083,4371.2662,-4788.8663,2193.9733,3966.8404,-5931.6821,3335.7254,701.4264,-1862.6005,2879.4358,23.3676,-267.3099,-5148.4369,-1116.3778,-3329.7232,6204.2869,491.5294,6141.4884,4589.7504,-4237.4367,5408.9813,-6227.8308,-1698.4133,-5541.2847,-3263.4644,0.0000,-6044.6320,4564.2411,1814.0718,-27.8475,3030.8673,-1955.0989,-4100.2224,-6315.5742,-5379.4867,1245.8171,-180.8712,-5313.4419,-5778.6160,-2278.3913,-99.3283,-3358.7671,4992.4182,-2067.1387,-3658.0399,0.0000,4733.8569,-4766.9490,5940.4702,-6094.3095,2334.0962,2233.5883,1927.0927,4480.7461,-5463.1288,4432.3583,118.2146,-1744.7260,-5435.8498,-1061.7887,6255.9871,-4420.6663,-1514.7154,-432.5803,4878.2497,0.0000,2478.9802,-4197.2608,-4027.4271,-6469.4045,4753.2538,417.9526,-2140.5193,604.8044,5803.8232,728.3555,2049.4899,5844.9311,4189.1860,-4997.3953,-2746.1346,6243.0035,2203.8364,2203.5349,-1880.2265,-6178.9270,-2947.6829,2532.5455,1050.1655,6185.4039,79.3316,4792.6237,-5423.2862,-1378.8747,111.9124,4899.3234,325.8852,-620.1675,-824.2342,88333.7970,118592.0223,95517.9915,95491.7624,99284.8792,98125.3979,105192.9794,100119.0514,-270729367.5118,-270683813.4019,-270706939.6158,-270719035.0504,101115.2504,-270714751.2808,5579.4554,-6232.7061,-3015.7862,3680.4665,-6086.3060,-1285.3719,-2890.8889,-5810.9834,4096.9401,-5825.8579,4247.9336,4178.2641,-5113.5527,4239.3777,-6783.4499,3638.5586,-2946.0660,6147.5922,2782.9483,467.5349,195.2623,-4303.1429,-2207.9743,4674.2593,3726.9897,-4270.0667,0.0000,1425.1050,-78.5127,-5527.6838,5377.8977,-5957.7530,5402.7859,876.5373,2273.1787,2761.7912,4171.6049,4858.1825,-2647.1899,63.6896,-3845.1921,6465.2431,2735.6744,-3462.4308,-5371.1296,-4041.1615,0.0000,-614.6072,1042.5605,-19.6917,2634.3469,4692.1844,-4121.5503,-4691.9910,-4397.0139,-604.9945,2820.2560,4794.0503,5815.0035,3412.3421,-4248.0853,-2786.2216,-654.1009,-6145.8219,-5321.9538,-4710.9929,0.0000,5234.2586,-1984.1812,899.6635,-1619.1362,4648.5232,5092.1136,6452.6276,-6114.1714,3676.6204,-4456.7682,3717.0188,2433.9058,-592.3844,1744.8418,-5300.1736,1329.0291,3625.2704,6375.9215,-5882.9033,-813.3203,5759.3185,-3296.3358,-5008.5687,2318.1498,-2393.8728,-1760.2566,3648.4023,5874.6767,4983.5633,-3009.1033,-6021.3762,6773.1348,-4979.3048,-331206.3889,-354268.8561,-347007.8845,-343479.5599,-351178.0903,-348495.2294,-343878.4684,-344661.3733,164191617.8257,164178641.1295,164176358.5976,164194362.7506,-344602.1276,164199629.4345,-3981.3715,-1441.6146,-4428.6416,-3250.9787,-2112.3418,-5525.8284,-1902.7761,1621.1674,5521.7235,-3224.7231,4620.0992,5491.5808,-4648.2164,1937.5378,-208.4110,4839.6470,-183.1939,3097.9605,1449.8319,-5001.4950,5359.6502,234.6719,2024.1630,4794.3619,1863.8827,4345.3181,0.0000,3082.3821,5195.1306,3726.7924,-4108.9806,-1055.6989,-3876.2755,5488.0453,1033.9615,-3370.9482,5353.7446,-4937.5704,-2878.4114,3615.5527,5262.4681,2205.7642,-5459.0548,-3321.3687,-3868.5179,-4253.8881,0.0000,4981.4223,-4654.0659,3530.2603,1911.0715,-4403.7002,5070.1143,4543.2179,2892.5760,4205.9624,4375.0677,-4962.5125,-3318.7085,2311.1203,-5348.6267,1069.4626,5265.0187,2309.8159,-4407.7625,1062.2493,0.0000,3782.2988,5116.4258,5444.5706,-1769.0155,-1653.4740,4597.9225,1287.6672,3208.5655,-957.2265,-5235.8650,-5466.6422,-2804.1720,5456.4860,4298.3483,-3538.9034,2502.3038,-5471.0723,1507.9982,3092.9540,-2436.0776,2473.1865,-5519.6925,-4678.3471,2082.5046,6523.7363,-4698.6379,-2254.0905,3044.7174,-4681.4773,3857.3232,3381.9833,728.8427,4716.0049,-186416.8800,-189800.9238,-190922.5836,-185250.6003,-185309.0430,-195858.3088,-197405.3477,-191589.6999,80243278.9933,80271086.9563,80260380.9206,80264011.7589,-190140.2126,80255092.5654,
3600.000,-1712.4425,1196.0930,-223.6851,3927.6202,1718.4450,-3038.2346,6550.9991,-290.8546,-4703.1143,3680.3052,-4338.8803,-3933.6390,2832.9874,4756.7701,2615.7460,-999.7742,-3822.8755,-2878.2729,-4852.1739,-6062.9531,2773.7908,-3320.4445,4570.8989,-2567.9582,2374.7936,4222.3462,0.0000,5769.2724,-2683.7880,1848.8578,-3731.9896,-598.0674,-2055.6272,2510.4879,4453.0705,5090.6624,-4835.2405,-3618.0103,6042.1210,6385.1414,5686.8074,-2478.1084,-1144.3566,-1172.0947,4629.4300,6030.5493,0.0000,-5637.3091,5128.5686,-3066.1102,2957.6449,-5111.8166,2194.3472,2638.1167,-754.8848,6340.8309,-6661.6020,-3932.9894,-1622.1676,3740.3462,4750.8482,-3630.9504,6010.4502,3501.2600,2801.1931,-2951.5749,0.0000,-4781.0121,6618.1669,3274.3928,6549.9858,-5147.8488,-3844.9347,-151.4899,-1417.1008,-2332.3293,3557.2563,-5251.5489,-6867.6465,-4332.7644,1842.5546,5289.9992,-6527.9437,-5753.2219,-3436.2152,4350.7616,2947.7236,1609.8224,725.2138,2981.8397,-6741.0478,3940.6621,-2759.9132,4393.3362,-680.0743,-3943.0273,-1335.6648,1387.3009,-1285.1193,3537.9263,167835.2751,203329.9751,178024.0440,179231.3732,182434.9438,181465.5808,187224.1127,185184.8289,-303994349.7079,-303941446.9665,-303963506.2198,-303976472.2661,184052.9374,-303978769.1828,-6650.7877,5199.9071,4236.7089,-5475.4241,4744.4582,5144.8117,468.3792,4754.0085,-3398.3774,5746.6520,-119.4943,-4613.9248,6226.9518,-4060.7318,4957.1232,-4358.3895,3824.2712,-3089.7367,55.4095,2774.0199,-4600.6737,4691.0960,-679.6162,-3625.0654,-4793.8064,100.7427,0.0000,-3836.2644,4021.0203,3710.8577,-2046.7998,5641.8732,-4715.7469,-4829.0441,-3645.0895,-4603.2355,-1633.3910,-2741.0507,102.6689,-2220.2605,3128.3959,-6115.9735,-2408.6797,4043.3620,2237.6101,3356.2986,0.0000,3631.6442,-4358.1990,2811.7426,-3608.3344,-4536.0335,4138.6917,5170.0432,4230.4630,-2427.9961,113.7855,-2413.5766,-3861.4399,-5446.4784,1855.9755,4296.3037,-2442.7511,2197.7600,6298.1172,5209.3568,0.0000,-1857.8718,-218.3841,-5094.6347,-752.4777,-981.0229,-2109.5598,-6491.7142,1648.7342,-3509.5511,3338.0451,-847.0452,-247.7184,4407.5243,-5157.3131,4479.8386,401.6630,-2243.5581,-5294.0227,5349.4542,-2748.8207,-6487.2919,5802.3283,5013.5475,-162.6231,3574.6351,5192.1067,-4883.7763,-6471.5857,-2124.9042,4973.2839,6727.3913,-5609.1107,5830.5230,-299384.9166,-313875.0872,-309406.1886,-306799.5038,-315107.1353,-312606.4292,-307812.6741,-307766.8621,88464644.6931,88459187.3536,88451989.2084,88463004.2156,-308302.9952,88472581.5263,926.9450,-3885.0276,5444.4029,-1267.8711,4553.6939,3475.4472,-2006.7701,-4992.0470,-3778.0347,-1096.1445,-5385.1861,-3320.5772,968.7391,3008.7015,-3990.0844,-5283.9896,4237.7110,-5469.6833,-4908.5609,1328.0226,-4245.8920,3838.4011,-5147.6284,-5305.7483,-4418.9488,-5484.5617,0.0000,388.9012,-4962.6535,-5539.4937,5247.3172,-3691.5849,4629.4493,-4272.5253,3599.7047,-883.0803,-4663.3182,5219.5263,-2651.0124,912.3714,-2387.8486,1771.0701,6421.2796,5483.1905,4637.6482,319.0624,0.0000,-1664.8964,373.0032,-5529.8207,-5104.3420,292.7937,-5090.0608,-3578.4533,-5424.8471,-1385.8282,-1566.3689,5114.9974,5492.3531,1692.5614,4648.8181,-4057.2555,-2398.5991,-5328.8942,590.1706,3352.9286,0.0000,-4654.4078,-2008.7484,-3186.5844,-2034.3412,4401.7470,-5306.1567,2387.5151,-6590.8181,5500.5279,4882.8174,4408.8290,-829.3619,-3105.7413,-4076.3978,212.5638,2062.7471,3108.6358,2818.5454,466.8992,5333.0796,1823.0214,3662.5454,3730.2966,1589.9494,-4493.9956,3665.5025,-2153.1895,1836.6045,5153.7016,-4642.3156,827.7165,3693.2514,-1153.8951,-186700.4472,-190108.4562,-189853.0606,-187413.4702,-184183.7111,-193154.9990,-198948.9763,-188924.9747,80296831.5115,80321293.1908,80308997.0702,80315564.4525,-190258.6308,80307397.2338,
7200.000,3586.1171,-4349.1207,-3469.6546,-799.1567,-5486.7320,1843.2625,-4448.4320,-3744.2001,6509.8331,-4117.3944,5348.0104,5643.1005,-3841.9307,-1408.9276,-4072.9064,4476.9326,-661.2377,5353.2612,2453.8777,4317.5473,-1204.2726,-751.5188,-2028.9004,5932.2720,1702.8966,-4908.6625,0.0000,-3263.9153,1052.4071,-5470.0101,6344.1985,-3204.1247,5456.7954,-1070.0679,235.4605,-2412.1007,6826.5622,6464.7733,-1995.4387,-3416.5800,-6391.8774,4374.3337,4950.2610,-3026.5817,-6355.1930,-5631.0672,0.0000,4314.1087,-2269.4126,-65.1218,1385.7439,5131.0824,-5436.2262,-5533.5337,-3559.2621,-4962.4140,5861.5762,6602.1006,5217.7800,113.4750,-6834.3180,-348.9459,-5352.2405,-4972.4609,-3747.6803,-1077.5389,0.0000,6205.2590,-6252.4482,-1793.4584,-4038.5652,4339.1718,6407.0632,2985.4250,-1065.1807,-1307.6402,-6377.8367,6783.6396,5243.0931,3391.7456,1280.9560,-5790.4253,3631.3774,6767.1192,3996.8291,-5200.3685,1198.5102,946.5496,-2714.1257,-5601.9126,4830.5462,-5406.9971,620.4565,-1044.3180,2966.3207,6560.4835,-2152.8869,-2765.2510,3686.2527,-4419.0267,237259.0200,275265.7326,249315.5883,252396.6787,253939.4945,253692.9973,257733.2542,254283.2353,-316509481.0973,-316451527.6758,-316471893.1361,-316483687.5728,255266.5577,-316492979.8790,5292.7809,-276.7860,-5146.7327,4751.7094,-2041.9649,-6628.4259,2638.2737,-2749.0364,2321.2341,-2947.7222,-3413.3717,3863.9768,-4700.9620,2737.2083,-834.8654,4685.4601,-4167.5004,-469.2881,-3846.5932,-4035.0175,6735.7372,-4078.1880,4298.6042,2544.8251,5168.8788,3683.3167,0.0000,4920.2960,-6638.3241,-1719.2684,-1146.1545,-2586.9951,3419.3555,6821.6221,4101.8518,4604.6810,-360.5291,904.8821,3439.7875,3473.4071,-1694.8895,2775.9624,3106.9705,-4528.6449,962.5015,-1271.7685,0.0000,-4648.9953,4740.4289,-5602.3216,4499.1979,2090.4655,-3827.6509,-3981.8742,-3800.9129,4251.0967,-2600.7935,366.0619,1596.1301,5181.1987,34.8279,-5198.4225,3894.6120,2624.4046,-4589.7424,-3999.7585,0.0000,-1568.4075,1759.8287,6450.4573,3313.6475,-3456.7118,-569.7687,4229.8024,3272.1880,-482.8468,-2226.0763,-1203.9522,-2219.7651,-5898.6201,6655.6308,-2037.1234,-2600.8395,841.1073,1636.0828,-2587.8914,5794.5153,4666.3435,-6329.1006,-4047.2662,-2477.9655,-4384.2327,-6894.1178,4453.5974,3136.3306,-419.7738,-6058.3305,-4422.0097,1829.6367,-4280.7278,-248849.2916,-253579.9386,-252098.1791,-250406.0834,-259240.2246,-255477.1328,-252616.6797,-253444.0549,6712855.7445,6717434.0127,6706146.1321,6712941.6673,-252430.3703,6721255.2135,2670.3002,4942.7683,-3046.9528,4867.0886,-3471.9424,714.1236,4504.4839,5084.5884,-338.1665,4692.5200,2731.6802,-985.2168,3292.7089,-6233.5762,5467.0937,2408.3811,-5430.3383,4325.9440,5163.0843,3355.5304,50.7801,-5542.1217,5008.6607,2469.3398,4288.1557,3181.9631,0.0000,-3649.8358,1647.7801,3853.1614,-2055.5569,5357.9893,-2562.1055,352.3448,-5414.7598,4556.7306,988.5107,-2321.6295,5250.8945,-4779.3227,-2021.2927,-4461.8959,-3790.7252,-4277.4866,-2601.7909,3789.0208,0.0000,-2742.2996,4211.5129,4042.4580,5048.4292,4005.2342,1882.7357,-121.6802,4540.3124,-2305.9828,-2393.7195,-1969.8750,-4256.5346,-4444.9326,-1020.4846,4562.5756,-2004.5501,3708.7747,3563.4636,-5481.1662,0.0000,2627.2414,-2384.4036,-1406.0056,4494.9101,-4021.5819,2429.7840,-4599.1780,6013.6726,-6799.5256,-1463.7588,-621.0973,3926.3703,-1227.9038,788.6043,3220.3789,-5210.4304,1161.6189,-5406.3019,-3751.1256,-3127.2060,-5042.2378,509.2459,-522.4858,-4311.9860,-134.6152,-434.4991,5170.4415,-5211.8777,-1882.2183,2572.5270,-4552.5309,-5470.4890,-3162.8320,-187003.1232,-190402.4750,-188877.5283,-190437.5363,-183531.2662,-189600.2832,-199779.3318,-191415.2068,80351036.1213,80371362.9047,80357527.5640,80364891.2267,-190362.3479,80359669.7348,
