sl_100_86400_20261021 Coordinates.csv
2026/10/21 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:57 2024,
Start: 2026/10/21 07:47:00.00, Stop: 2026/10/22 07:47:00.00,
TIME_UNITS,STARLINK-2117 - X-Coordinate,STARLINK-4589 - X-Coordinate,STARLINK-30252 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-1605 - X-Coordinate,STARLINK-1996 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-6082 - X-Coordinate,STARLINK-4634 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-30098 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-31324 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-31722 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-30985 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-3133 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-6141 - X-Coordinate,STARLINK-3624 - X-Coordinate,STARLINK-4796 - X-Coordinate,STARLINK-6072 - X-Coordinate,STARLINK-30307 - X-Coordinate,STARLINK-3100 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-3795 - X-Coordinate,STARLINK-4782 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-4549 - X-Coordinate,STARLINK-31692 - X-Coordinate,STARLINK-2335 - X-Coordinate,STARLINK-3715 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-5999 - X-Coordinate,STARLINK-30862 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-30155 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-3687 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-5986 - X-Coordinate,STARLINK-30924 - X-Coordinate,STARLINK-31982 - X-Coordinate,STARLINK-3724 - X-Coordinate,STARLINK-2133 - X-Coordinate,STARLINK-31870 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-5598 - X-Coordinate,STARLINK-1622 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-3776 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-3728 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-2446 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-31501 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-5557 - X-Coordinate,STARLINK-31227 - X-Coordinate,STARLINK-3110 - X-Coordinate,STARLINK-31845 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-1928 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-2481 - X-Coordinate,STARLINK-2647 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-31127 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-31391 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-4589 - Y-Coordinate,STARLINK-30252 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-1605 - Y-Coordinate,STARLINK-1996 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-6082 - Y-Coordinate,STARLINK-4634 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-30098 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-31324 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-31722 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-30985 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-3133 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-6141 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,STARLINK-4796 - Y-Coordinate,STARLINK-6072 - Y-Coordinate,STARLINK-30307 - Y-Coordinate,STARLINK-3100 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-3795 - Y-Coordinate,STARLINK-4782 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-4549 - Y-Coordinate,STARLINK-31692 - Y-Coordinate,STARLINK-2335 - Y-Coordinate,STARLINK-3715 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,STARLINK-30862 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-30155 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-3687 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-5986 - Y-Coordinate,STARLINK-30924 - Y-Coordinate,STARLINK-31982 - Y-Coordinate,STARLINK-3724 - Y-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-31870 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-5598 - Y-Coordinate,STARLINK-1622 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-3776 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-3728 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-2446 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-31501 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-5557 - Y-Coordinate,STARLINK-31227 - Y-Coordinate,STARLINK-3110 - Y-Coordinate,STARLINK-31845 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-1928 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-2481 - Y-Coordinate,STARLINK-2647 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-31127 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-4589 - Z-Coordinate,STARLINK-30252 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-1605 - Z-Coordinate,STARLINK-1996 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-6082 - Z-Coordinate,STARLINK-4634 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-30098 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-31324 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-31722 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-30985 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-3133 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-6141 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,STARLINK-4796 - Z-Coordinate,STARLINK-6072 - Z-Coordinate,STARLINK-30307 - Z-Coordinate,STARLINK-3100 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-3795 - Z-Coordinate,STARLINK-4782 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-4549 - Z-Coordinate,STARLINK-31692 - Z-Coordinate,STARLINK-2335 - Z-Coordinate,STARLINK-3715 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,STARLINK-30862 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-30155 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-3687 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-5986 - Z-Coordinate,STARLINK-30924 - Z-Coordinate,STARLINK-31982 - Z-Coordinate,STARLINK-3724 - Z-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-31870 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-5598 - Z-Coordinate,STARLINK-1622 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-3776 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-3728 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-2446 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-31501 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-5557 - Z-Coordinate,STARLINK-31227 - Z-Coordinate,STARLINK-3110 - Z-Coordinate,STARLINK-31845 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-1928 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-2481 - Z-Coordinate,STARLINK-2647 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-31127 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4443.6945,6310.4336,-3826.1311,5558.7628,106.7313,1967.8839,337.3642,1079.2138,1981.7182,-1907.3562,6169.4388,4551.1272,-20.0508,1412.0125,5179.4555,-4519.0036,-35.6791,4090.1831,6097.1782,-5754.0518,-5293.9302,5051.6628,2445.3133,6795.9234,-5231.6325,-2417.5271,-3317.3166,6026.9850,1651.9037,78.3119,3565.4906,-4021.6175,1471.5859,1873.7777,2176.1500,-4462.6849,-992.4815,-5841.8716,-2747.3441,3557.0974,5139.4937,0.0000,150.8830,2645.4902,4930.6226,-3823.1501,2087.4128,-5893.5881,-3615.9542,-3288.7288,6238.3126,-3211.4229,5403.3450,-5207.9378,-1731.9055,3614.4995,4846.5440,3011.7612,-4427.2517,2237.7966,-6319.0055,-3359.1943,-6597.9594,-4380.4896,-2393.1654,5451.2773,4621.4677,-4434.5308,5856.9859,-2114.2121,-5300.7262,-823.9356,-4687.9548,-5395.9196,-2593.4509,4621.4995,2354.0241,-1528.2350,-407.8713,4544.6045,4974.7868,-1395.0198,3982.5055,-4600.9587,2706.5596,-4917.9296,3893.8287,-2614.8582,3492.9186,2994.9190,-5579.4646,5088.0791,2122.0963,4482.0679,726.4972,-1378.2150,-293.0636,4643.5034,2236.2834,4458.0571,386899.0239,379838.8257,388742.9439,386776.8510,388982.3396,388089.7298,379758.9846,381804.8263,-211940774.7046,-211936142.8100,-211930974.3467,-211920715.3002,383235.1696,-211926273.6602,1625.7270,1741.5194,-5680.2528,-4124.7173,4827.0213,6530.7097,4141.1435,-4043.4050,3618.0205,5897.1879,-409.1055,5191.9081,-5742.9006,5575.0868,4591.7950,-3281.5669,-6823.1408,4480.4299,-2284.3238,-1385.5721,-1470.2760,4524.7498,-5108.9513,-858.7796,2107.5684,3437.2827,4157.3598,707.9605,-6486.7467,-5354.0408,-5616.7348,-1568.3517,4697.2462,4966.9732,-973.4570,2422.9423,-4037.7845,2000.5101,-4960.3506,-4267.8983,1638.6410,0.0000,6250.0774,4453.6678,1499.8305,3340.2758,4773.2531,-3457.2908,-4661.9640,5039.8258,-823.8184,-5275.3405,-1331.6803,-3681.0331,-4419.7456,3862.1381,-1554.5880,-827.5755,-3727.8753,6354.7878,-2482.4616,-5999.2988,-1510.2181,3198.9474,554.1767,1837.0801,-753.7735,-2916.7506,329.2222,5376.4524,-1445.3523,-6618.2214,-3183.5744,2217.6817,3705.4801,-3705.7649,5977.9235,-5267.1551,5103.2486,-3744.7130,1311.7737,4977.4454,-3172.3213,5122.7471,-4361.2358,-4746.8239,-5605.6414,-3234.1021,3423.3701,2716.1157,2698.3693,389.1441,5465.2965,-3124.8645,-4319.0402,-6728.3816,4509.5473,3965.6406,6537.3205,4351.0933,-39237.5255,-1923.4558,-23947.2978,-25855.9375,-17520.4426,-20044.2367,-19212.9430,-21046.3878,-39557169.4833,-39501943.8394,-39540903.5245,-39538497.6716,-21260.6327,-39548865.3054,-5037.2415,-2232.0800,1091.6358,455.9422,-4840.1721,1141.7827,5519.2026,-5503.0771,5506.0441,3068.4263,-3131.9673,-103.1981,-3503.0586,3483.7613,107.8029,4099.5979,620.0405,-3158.0030,-2293.2954,3547.3231,4033.8657,1334.1358,3960.4191,382.4932,-4051.2429,5393.4644,-4449.7951,3317.4780,1877.2901,-4399.3306,-1869.4155,5387.1322,4895.0557,-4453.0947,-6530.8416,-4718.5763,-5521.7258,3104.1935,-3790.9280,4009.5982,4313.0717,0.0000,-2564.8446,4563.8134,4598.7320,-4728.7298,4457.3727,-1215.5304,3619.0122,-3430.2612,2895.8391,3095.2144,-4115.1547,-2751.0922,-4895.9603,4436.6233,-4707.6685,6200.0045,3659.0515,1165.0812,-1070.3705,647.3844,-858.7473,-4157.3732,-6503.2953,3643.7910,5119.9762,-4417.8448,3651.3012,-3833.3631,4022.0365,1590.2048,-3953.9768,3701.3139,-5235.6551,-3607.0768,-2416.7469,4062.4186,-4491.6976,3616.8185,-4521.5135,-4600.4162,4498.6015,954.6027,4627.2591,1007.8374,364.0209,5516.3446,-4747.5831,5330.2222,-2901.7408,4571.8972,3662.1635,-4160.0870,5342.3071,-934.4299,5219.3867,-3060.5056,520.8031,2723.6404,-81105.1767,-84885.8427,-84739.1059,-79836.7439,-79276.1131,-89679.2027,-91816.1625,-83283.4740,70964314.9696,70945737.7953,70932891.6371,70959115.7482,-84320.3815,70952561.6334,
3600.000,-3758.4630,-6560.9639,5177.9557,-2974.1385,-3167.9834,-3192.4461,-4392.9735,3126.2501,-5656.4654,-1393.0219,-6278.0544,-4813.6253,2449.0028,-3901.3989,-5104.6228,5185.6276,2482.6555,-5758.9783,-2815.2847,6869.1734,4282.0498,-6024.1357,-8.2352,-4741.7463,1258.3601,-495.2517,-588.4511,-3525.0424,-203.3507,3237.6413,-2008.6954,6157.1916,-2612.3569,-5003.8041,-614.7055,2458.5846,4962.8074,5700.2520,5740.3440,823.8490,-6898.4541,0.0000,-2243.8290,-5355.3290,-6836.8506,945.1828,-5319.2322,3490.0698,4115.8453,-681.1112,-6104.2339,3970.3830,-5900.0905,1092.1859,5107.1691,-6117.7855,-3026.5118,637.3220,5058.5946,-3557.1456,5967.1048,4011.5574,5187.5885,297.1587,3052.1794,-3414.1922,-422.2204,6691.9068,-3148.5840,660.7564,6548.4594,2422.4321,4027.9215,1632.8479,597.8301,-3305.1330,-3939.9903,4871.1139,-4128.2793,-3957.8609,-3146.6121,-621.7886,-1492.9713,3742.1887,345.1388,5312.6542,-1095.8672,5887.0710,-6428.9025,-6194.2740,1613.8123,-4234.8540,-3772.4097,-113.6647,2507.5726,2729.8024,-2855.7057,-6101.1990,-3960.6810,-6290.5003,385181.7190,368991.7149,381143.1063,378981.2515,382150.6959,381044.7417,373786.1954,378047.4137,-194418810.3624,-194425551.1187,-194410790.5325,-194404959.8098,376398.8867,-194404252.1207,2765.1921,-173.8901,3860.0862,5070.5331,-5952.8032,-5279.5798,-3827.6200,4585.4946,-1678.8730,-4031.6514,2908.4990,-2925.2927,6086.0993,-1212.6718,-2285.7538,-751.3365,5562.4389,-3388.0075,3485.4269,-248.3052,-3088.5711,-2416.7674,6861.5237,3194.0471,655.9776,-6244.0091,-5446.9858,2279.1860,3910.6043,5852.3092,6099.9388,-1441.1431,-6427.2570,-2256.7100,5046.2362,-5696.7493,2585.5034,-3732.8406,3669.6489,5174.4194,122.8358,0.0000,-5901.6219,-4285.3283,462.7834,-5979.3179,-1736.4158,4494.5253,706.1341,-5020.2049,3210.9229,1505.6220,3606.8951,2427.5229,4366.1020,-3152.6315,5105.0427,3727.8763,-659.3132,-4764.5909,522.4971,3421.8004,-1667.0251,-5331.3218,-4640.2210,2299.1624,2471.1601,1595.1407,2701.2548,-6892.7771,-1764.2969,5697.0507,-956.7082,-3810.0197,-6501.4351,6086.8155,-5183.4094,2063.8653,-3959.8341,5646.5361,3016.0013,-6826.1839,6366.4380,-4425.1101,6429.2513,2975.4152,5069.5149,977.3788,-2091.9390,735.0887,-3840.6638,3930.9265,-1765.4915,4197.5958,5882.2971,4445.2121,-5874.5727,-2617.8849,-4819.0692,-2236.8057,60017.6631,93511.4995,71943.6903,71501.2528,79804.5866,77488.5372,77488.1797,76081.3951,-93104728.4502,-93054647.5869,-93095905.5956,-93084969.7326,75767.2725,-93097350.7231,5084.2855,-2175.4278,2520.0763,-3690.2397,1091.6997,3121.5722,-3732.6630,4107.2057,-3560.3105,-5451.2697,-383.2614,-3996.5416,-1481.6781,-5352.3148,-4083.7224,-4544.9919,3127.5702,-1455.7355,5240.4026,672.0144,-4321.3511,2370.9072,-871.8877,-3798.3780,6786.3223,-2761.2518,4238.3565,-5505.8040,-5748.2983,1797.8239,-2548.6690,-2797.0914,-453.3183,4215.2055,4725.4496,3077.8747,4040.7845,1180.5239,234.9326,-4429.1484,-450.9557,0.0000,-2408.0847,-859.7694,-934.5641,3376.2609,-3981.3801,-3981.1530,-5528.9712,4710.8282,661.0645,-5457.2198,124.0902,6395.7669,1143.1315,-641.5461,3570.4703,-5837.2627,-4580.3815,3368.5217,-3371.3760,-4464.2108,4098.2793,4253.1691,4162.0947,-5435.4288,-6480.3180,537.9537,-5535.6645,-235.1292,-677.9506,2942.4056,5518.8959,-5537.5093,2266.0318,310.1421,-2169.4823,-4322.4372,3680.5983,540.5922,5269.8023,903.5454,-1874.1457,3838.4502,-2550.7517,3261.7660,-4457.0327,-3503.0304,830.7027,-2447.3302,5417.5226,-3702.1447,-5526.3601,5420.1419,-2643.0026,4555.3082,-2270.5770,-1604.1919,3008.2401,1297.5437,-79805.7562,-83536.8958,-82006.3493,-80430.4876,-76610.3118,-85200.8201,-91595.9729,-83476.4743,70928745.2007,70907268.8310,70897262.3979,70918736.2992,-82782.0282,70916456.6975,
7200.000,2949.1688,4055.8254,-5164.0516,-997.4312,4229.0161,3963.6137,6261.7559,-5450.0949,6845.3579,5016.8495,3950.8484,3962.6232,-3720.7714,5445.4684,3825.9341,-5012.4178,-4654.6766,4666.0664,-1483.4134,-4854.9597,-2337.0979,5047.3282,-2230.3953,754.0049,4122.4507,2353.8015,3750.6432,669.7157,-2946.2774,-4963.9476,-1071.4702,-5970.9212,2306.0391,6773.7525,349.8839,-317.2664,-6801.2568,-2846.1886,-5823.3363,-4506.2881,5569.3415,0.0000,3731.0745,5517.7374,5726.9636,1503.0976,6721.7520,261.1704,-4478.4358,4469.1942,3563.4201,-4593.2315,3814.1179,2067.6320,-5433.4949,5791.1946,977.7287,-2514.9376,-4586.9449,4083.2716,-3206.6812,-4175.9910,-1898.6479,3257.3107,-3555.7112,1054.2488,-2882.7086,-5839.1963,249.1944,1122.0515,-4560.7372,-3754.5367,-3232.1415,2247.4262,959.6299,826.3179,4166.4973,-6579.7537,6549.4562,1455.9974,1308.4492,2066.4513,-1262.6022,-217.4081,-2700.7413,-4126.8204,-3156.7106,-6841.2218,5716.0680,5385.1064,2892.9824,2444.2561,5295.7822,-3855.3916,-4035.5142,-4282.2561,4218.9102,4543.1178,4954.5159,5073.9369,358205.4287,334599.3244,348920.8905,345853.6387,350945.1302,348107.0498,343710.2268,343872.4937,-163625428.9986,-163641401.8011,-163615193.2778,-163616588.7139,345379.3890,-163610311.2517,-5946.7485,-2084.9486,-266.1020,-5003.8591,4117.0143,1535.6134,2906.1394,-4247.6716,16.5586,1738.6109,-4363.6008,-1212.9974,-2252.6338,-3083.0949,-1668.3728,4240.1821,-1876.0705,154.6725,-4698.3307,2001.7153,6263.6670,-1111.0299,-5928.8438,-5077.9822,-567.8046,6147.7573,5643.5942,-5407.2426,-525.7021,-4442.8306,-4264.0268,3099.6691,4960.4139,-374.2457,-6939.1891,6907.6489,-1217.9601,4146.1591,-622.8417,-4872.0548,-1717.5657,0.0000,1802.2517,2382.4390,-1962.3831,6769.7419,-1178.9035,-1439.8427,3407.9401,4289.8366,-4548.2171,2758.9669,-4229.7368,2078.0176,-2225.0390,1177.6792,-6855.2493,-6139.0654,4569.8518,431.2745,2595.0997,934.1347,4969.5168,5882.3626,5942.3316,-5982.0577,-4877.6993,270.9453,-5680.4421,5441.6453,3927.7203,-1851.7898,4939.2643,5260.5893,6515.6699,-6112.5268,1535.9273,1202.7573,1855.1720,-5148.6799,-6328.8075,5692.2847,-6299.9926,2593.9802,-6266.6078,760.2277,-2974.7558,709.2361,-116.1954,-2896.5346,4708.4592,-6403.6335,-2085.6057,-4855.1887,-5342.4987,-478.2505,5042.1338,-561.0921,1138.4865,-1368.5155,155983.5970,183253.3510,163292.2759,164881.0264,172232.2896,169081.8753,169855.1407,167204.5014,-140274478.9723,-140232235.1242,-140272937.3158,-140259291.5190,167991.3703,-140267833.2703,-1921.0895,5186.4857,-4627.0256,4692.3023,3435.1737,-5462.2906,-412.7074,-132.9140,-764.2622,4427.1916,3646.5465,5512.2632,5116.4139,2465.7442,5512.5296,2221.4083,-4671.4538,4986.3717,-4838.8488,-4489.0496,1338.4681,-4596.6054,-2782.2243,4541.0531,-5564.4460,-1878.5949,-1463.7414,4254.8209,6264.7726,1890.3898,5318.4099,-1586.5392,-4290.1599,-1399.2725,-194.0138,429.8229,-16.0277,-4751.7452,3482.7966,1716.5368,-3722.9458,0.0000,5325.0525,-3415.5385,-3344.9889,1.0810,716.8775,6771.7695,4026.0538,-3098.0950,-3830.9853,4355.9232,3918.1185,-6295.7030,3454.0980,-3586.2655,-269.6778,2057.7916,2234.0770,-5472.1699,5485.1969,5411.0073,-4277.3374,-1225.6609,580.3880,3078.3150,4002.5307,3661.1977,3922.5752,4132.5147,-3199.5848,-5436.8040,-3593.9049,3871.2301,2100.8150,3157.5213,5221.8808,1363.4502,-42.8230,-4386.9299,-2265.0130,3332.6971,-2233.6714,-6452.5660,-1142.6135,-5496.5101,5274.4664,-724.9663,3696.1388,-2741.8222,-4037.4125,214.2982,3920.3068,-2953.8380,-1736.6929,-5433.7351,-2139.3209,5057.6705,-4712.6512,-4324.1390,-78530.0914,-82173.9430,-79474.2281,-81809.9444,-74418.7629,-79972.0192,-90680.1436,-80744.5560,70892381.3632,70868846.0638,70862901.3185,70877795.4198,-81236.4304,70880353.5229,
