sl_100_86400_20260522 Coordinates.csv
2026/05/22 07:47:00.0000 UTC

Generated: Tue Oct  8 16:23:57 2024,
Start: 2026/05/22 07:47:00.00, Stop: 2026/05/23 07:47:00.00,
TIME_UNITS,STARLINK-32265 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-3865 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-2294 - X-Coordinate,STARLINK-32147 - X-Coordinate,STARLINK-31458 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-3920 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-4079 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-5743 - X-Coordinate,STARLINK-2582 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-6152 - X-Coordinate,STARLINK-4671 - X-Coordinate,STARLINK-5959 - X-Coordinate,STARLINK-1014 - X-Coordinate,STARLINK-3137 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-1493 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-6343 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-3260 - X-Coordinate,STARLINK-3297 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-30295 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-31226 - X-Coordinate,STARLINK-1356 - X-Coordinate,STARLINK-31684 - X-Coordinate,STARLINK-30862 - X-Coordinate,STARLINK-1470 - X-Coordinate,STARLINK-1726 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-31633 - X-Coordinate,STARLINK-30100 - X-Coordinate,STARLINK-30501 - X-Coordinate,STARLINK-31015 - X-Coordinate,STARLINK-2347 - X-Coordinate,STARLINK-4501 - X-Coordinate,STARLINK-5940 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-30067 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-5196 - X-Coordinate,STARLINK-31453 - X-Coordinate,STARLINK-3079 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-1714 - X-Coordinate,STARLINK-11171 [DTC] - X-Coordinate,STARLINK-2602 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-31946 - X-Coordinate,STARLINK-5074 - X-Coordinate,STARLINK-30468 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-31527 - X-Coordinate,STARLINK-31910 - X-Coordinate,STARLINK-3004 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-32233 - X-Coordinate,STARLINK-5183 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-5776 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-2048 - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-6331 - X-Coordinate,STARLINK-2661 - X-Coordinate,STARLINK-1059 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-6106 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-3865 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-2294 - Y-Coordinate,STARLINK-32147 - Y-Coordinate,STARLINK-31458 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-3920 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-4079 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-5743 - Y-Coordinate,STARLINK-2582 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-6152 - Y-Coordinate,STARLINK-4671 - Y-Coordinate,STARLINK-5959 - Y-Coordinate,STARLINK-1014 - Y-Coordinate,STARLINK-3137 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-1493 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-3260 - Y-Coordinate,STARLINK-3297 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-30295 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-31226 - Y-Coordinate,STARLINK-1356 - Y-Coordinate,STARLINK-31684 - Y-Coordinate,STARLINK-30862 - Y-Coordinate,STARLINK-1470 - Y-Coordinate,STARLINK-1726 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-30100 - Y-Coordinate,STARLINK-30501 - Y-Coordinate,STARLINK-31015 - Y-Coordinate,STARLINK-2347 - Y-Coordinate,STARLINK-4501 - Y-Coordinate,STARLINK-5940 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-30067 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-5196 - Y-Coordinate,STARLINK-31453 - Y-Coordinate,STARLINK-3079 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-1714 - Y-Coordinate,STARLINK-11171 [DTC] - Y-Coordinate,STARLINK-2602 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-31946 - Y-Coordinate,STARLINK-5074 - Y-Coordinate,STARLINK-30468 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-31527 - Y-Coordinate,STARLINK-31910 - Y-Coordinate,STARLINK-3004 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-32233 - Y-Coordinate,STARLINK-5183 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-5776 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-2048 - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-6331 - Y-Coordinate,STARLINK-2661 - Y-Coordinate,STARLINK-1059 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-3865 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-2294 - Z-Coordinate,STARLINK-32147 - Z-Coordinate,STARLINK-31458 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-3920 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-4079 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-5743 - Z-Coordinate,STARLINK-2582 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-6152 - Z-Coordinate,STARLINK-4671 - Z-Coordinate,STARLINK-5959 - Z-Coordinate,STARLINK-1014 - Z-Coordinate,STARLINK-3137 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-1493 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-3260 - Z-Coordinate,STARLINK-3297 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-30295 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-31226 - Z-Coordinate,STARLINK-1356 - Z-Coordinate,STARLINK-31684 - Z-Coordinate,STARLINK-30862 - Z-Coordinate,STARLINK-1470 - Z-Coordinate,STARLINK-1726 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-30100 - Z-Coordinate,STARLINK-30501 - Z-Coordinate,STARLINK-31015 - Z-Coordinate,STARLINK-2347 - Z-Coordinate,STARLINK-4501 - Z-Coordinate,STARLINK-5940 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-30067 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-5196 - Z-Coordinate,STARLINK-31453 - Z-Coordinate,STARLINK-3079 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-1714 - Z-Coordinate,STARLINK-11171 [DTC] - Z-Coordinate,STARLINK-2602 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-31946 - Z-Coordinate,STARLINK-5074 - Z-Coordinate,STARLINK-30468 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-31527 - Z-Coordinate,STARLINK-31910 - Z-Coordinate,STARLINK-3004 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-32233 - Z-Coordinate,STARLINK-5183 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-5776 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-2048 - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-6331 - Z-Coordinate,STARLINK-2661 - Z-Coordinate,STARLINK-1059 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3147.0423,4267.8316,-2328.6765,-4117.0178,-3912.5727,4264.7192,4297.4612,-3189.0680,-2079.9885,4693.0238,560.0335,-6875.7895,0.0000,3855.7103,4349.4006,2533.9202,5308.9500,6259.2012,-3662.2642,3394.4545,-5216.6172,-4120.9127,2552.5550,5936.3073,-3275.7439,545.9926,1040.1259,-5646.2638,34.0837,3480.4719,-245.3208,346.0378,-2044.2141,-4649.8628,-4700.6882,4279.2144,-5037.1193,3211.6680,-4640.7460,-4476.7289,5456.9331,2196.3742,3740.0142,6678.9592,-2214.0317,-5451.8037,-1796.9348,1810.2949,2221.4318,4335.4960,3564.1204,-6251.4879,-4308.3178,92.9458,-4985.4178,232.2616,-1777.7414,-2462.5152,-823.4012,-2729.6932,4647.6930,228.1002,4771.1724,-611.3004,-2227.7682,5842.1273,-6340.1602,4946.6620,6242.5566,-2314.7499,4283.5295,-5563.8798,-4334.5525,4595.5087,-3975.1926,-3481.3369,-5969.6749,3979.6714,4589.8458,2621.5840,-3906.0719,-3533.3810,-239.2745,-1833.5759,-852.6102,5723.0307,5123.1164,-1135.4842,-1328.0835,-3667.7615,-4453.5041,-4038.0133,-2749.6089,-6558.3175,5636.0984,0.0000,755.3734,-3177.0451,-1061.1646,6140.7248,275268.0285,301978.4599,280484.1799,281043.8622,283472.6575,282778.3806,290540.5564,286555.1221,-268098809.5884,-268058449.2728,-268081040.2445,-268086212.9677,286390.6838,-268090342.3624,4441.0178,1619.9332,-5669.7747,-2954.0761,-5287.2521,-189.5957,-2802.7632,5921.4944,-4322.1868,-2323.9307,5094.7760,-882.7880,0.0000,2197.3852,5025.9903,3834.7258,-3736.3258,-879.9782,-2194.8476,-5194.4550,2376.7667,5129.5792,-4741.2949,-3545.7806,3411.1422,-5989.3254,-3841.9471,-3643.1143,5035.4174,2402.1608,-5989.2331,4201.6577,-3718.6887,3901.1133,4358.1354,3364.8288,1009.4630,6050.1163,4489.0045,-1180.4686,-1890.1153,-5522.1881,5742.1130,1325.2425,-6435.0810,488.8764,-5410.7131,-5448.9169,5807.5314,422.9105,5927.0136,-1186.3068,-4208.7364,-5836.2244,896.5081,-6626.9052,-5228.8109,5242.0183,-5023.1118,3684.1447,2645.2730,6483.7799,-3151.7858,-5908.8675,-3987.2221,-1203.5754,2044.5491,-1001.5254,1662.8118,4005.6267,5153.3286,-461.3732,2263.2845,2077.8291,3202.4695,4430.4502,1478.3036,-4187.3361,-2432.2625,-4092.9524,1773.8064,-5807.3543,6155.0242,-3711.8490,-6840.9398,2165.5942,-2502.2992,6541.5787,5957.7075,5611.4585,-3256.2183,956.3318,4659.2096,1692.9827,-3749.6199,0.0000,-6434.7378,-5623.0141,-5558.4700,-2706.0345,229344.5558,207131.9721,213124.5456,216656.4220,208429.0302,211297.8244,214629.1504,214118.7783,180194089.3980,180141353.0475,180159158.2432,180163235.4993,214603.3853,180175858.5805,-4185.9648,5178.0690,-3210.8212,4718.5480,2118.8807,-5440.6308,-4307.8833,-1041.4534,4973.4291,4538.9075,-4624.5113,191.6010,0.0000,-5286.9530,1870.7414,-5168.0173,2360.7161,2829.1738,5428.3844,3074.3229,3891.7083,-2102.0426,-4354.9441,15.1311,-5041.1355,3424.3560,5317.5425,1759.2148,-4577.7389,-5479.5476,-3522.0081,-5266.7854,5412.2944,3285.5097,-2654.4983,4267.9177,-4635.8483,-942.0904,2474.9208,5126.9628,3773.9879,3393.4178,712.8795,-557.8671,1264.3098,4047.1229,-3827.5647,3843.8568,2755.3020,5361.5876,22.2770,-2571.8398,-3221.5843,-3759.6801,4705.9027,-2048.5063,4146.8277,-3787.2329,-4714.8645,-5166.4008,4285.0180,-2398.4568,-3930.4010,3569.8499,5189.9556,3541.0145,1449.9654,-4728.0828,2380.6759,-5149.5362,-1224.1213,-3591.7036,4805.6451,4697.2343,4682.5605,-4024.2468,2935.1054,-3865.1328,-4587.1870,-4920.9879,-5341.5305,583.5711,-3201.4961,5528.2180,-293.7208,3205.9038,3939.3778,-1935.8737,3230.3335,-1776.3463,-4124.5546,-5504.1741,4149.1025,1476.0508,1306.2834,0.0000,2388.0991,-2531.3275,3978.4370,-1748.4283,114495.9472,112221.5627,110172.2616,115901.0634,115789.4978,105234.8416,103734.0539,112730.0573,66806117.7125,66804131.6463,66786420.5258,66805003.3637,110981.7820,66802467.5143,
3600.000,-4195.0631,-3921.9174,3669.8659,6150.0573,4157.9881,-3047.3468,-3382.2035,-418.8811,4530.9438,-3482.3405,-3208.1396,5772.2804,0.0000,-4499.9692,-4336.1436,-5814.6376,-4346.0028,-6076.3308,4928.2790,-1496.2965,1958.9739,2692.6585,134.6259,-3728.7558,-1032.3901,2958.5654,4007.9222,3697.1250,-2908.3644,-5130.1775,3409.2037,-4580.3560,5307.8698,701.1997,1127.4343,-5304.5837,5772.0502,-3874.5851,3567.8606,3559.6996,-1741.7444,1741.1464,-4214.2170,-5836.9375,3394.5262,5496.8901,4857.6147,1924.1813,-4049.6744,-5604.0362,-4188.8199,6594.0938,5003.2820,3361.5086,4112.1674,2513.3187,3897.2744,1068.7143,4539.5186,885.1765,-6718.2791,-1817.8301,-3633.5162,3727.5118,4810.4620,-2010.4120,4717.1556,-5674.3307,-6563.0116,-2070.7515,-5014.1131,1885.9884,272.6323,-5809.7348,1673.2575,2471.3531,5274.9781,-4555.8984,-3134.1841,-963.8672,3067.5817,4851.0941,1328.1156,5444.5699,2350.4363,-6788.9477,-1820.6858,-1364.6411,-251.4656,388.0260,4035.7800,2744.5143,-91.6900,5486.9379,-2612.0611,0.0000,821.8379,5174.5725,3505.5370,-4864.3377,209112.9340,241617.3958,217876.5462,219506.5464,221261.5864,220711.0723,227219.0126,223544.0589,-305593653.6191,-305544651.9825,-305572477.1846,-305575391.2356,224005.8917,-305584716.9226,-53.6224,2794.8861,2064.7837,-313.5230,1923.3936,4345.1923,5763.6533,-5325.3628,669.0565,5565.8334,-6042.4980,-1547.8585,0.0000,2220.5679,-1744.5205,-3103.9037,4978.1288,3243.1500,-1928.2201,6751.4686,-4773.1879,-5919.1707,6713.2166,4195.0553,-4530.4616,4122.7160,4560.5558,1502.3534,-6130.9266,1553.5516,3771.4485,-4518.5180,714.0518,-4140.5140,-5012.0648,660.2972,-3683.0847,-3389.1968,-5622.2216,-3132.3226,3771.5566,3725.9682,-3018.7840,1448.3562,5234.3719,-3959.5496,4826.9655,3690.1164,-5089.8472,2986.6617,-3781.6454,-1367.1693,-157.8763,3854.6542,-4656.6550,4660.9928,1548.8803,-6823.9029,4287.3266,-6531.0744,199.8214,-6365.1384,5845.0925,3469.7577,456.4080,1845.2341,-4207.0196,3781.7118,-48.1864,-4294.6329,-3083.4814,-3714.7442,-4548.6574,1791.2968,-6105.3325,-6463.1404,-4199.0063,5148.8923,5708.1048,6675.7617,-5592.8767,2700.2049,-1792.1528,1695.7887,5203.6121,-732.9129,4843.3227,-4463.3895,-6825.1373,-5358.3960,-1098.1661,-5019.9654,-6753.2627,-3632.5289,4164.3143,0.0000,6559.5344,4482.6703,2232.7904,4543.0306,290503.0534,275727.1474,279798.6870,282220.3703,273486.5373,276132.9834,279881.9353,280212.3198,104598683.2188,104555846.7751,104571320.1856,104572910.2896,279923.9084,104581498.8145,5420.9084,-4963.5676,5475.3380,-3187.9305,-5184.0340,4415.6854,-421.6263,4206.2606,-5190.7701,-2246.7558,880.8994,-3527.1858,0.0000,4723.2990,-5092.3899,2069.6457,2013.9889,743.4531,-4457.4750,429.5072,-4639.7652,-2328.4426,1671.1967,-4044.6433,5100.1655,-4718.9559,-2715.1871,-5697.3483,462.5856,4360.8027,4725.5277,2012.0930,-4334.6861,-5488.9704,4648.6073,-4406.4403,961.2634,4603.3539,1867.9597,-5041.1738,-5520.0113,-5480.1675,-4546.1777,-3246.3500,2993.8836,-722.6423,446.2130,-5528.6129,1991.7034,-2749.3533,3987.6073,-1307.9436,4636.3375,4678.7425,-3056.9160,4471.6638,-5500.4712,-354.5912,3005.5694,2042.3254,-1374.2866,-2004.8861,844.5304,-4715.4168,-4962.0207,-6391.2151,2548.6849,1116.5850,2080.1324,5000.9565,-3430.4506,5154.6588,-5137.6261,-3266.2064,-2837.3852,8.1709,992.9931,-1014.9189,2350.0116,1502.7630,2476.0541,-3972.0808,6562.5250,-3918.9596,-3877.1511,1067.3064,-4624.5984,5089.7008,1045.7378,4371.5759,5458.0484,3826.1312,-960.4259,2175.7868,-4842.6694,0.0000,1996.5567,-1111.2025,-5543.4565,-1947.6438,112973.5766,110756.7700,110051.0339,112553.9132,115731.1126,106737.8198,100989.1963,107992.0141,66868604.6321,66861346.1132,66843985.7640,66860269.2219,109670.8745,66862107.5348,
7200.000,4829.1250,3310.0879,-5005.8454,-6321.7260,-4097.9586,1830.9852,-26.0297,4537.2505,-6167.8763,1504.1109,4118.1655,-2860.0379,0.0000,4466.4696,3860.7712,6307.9635,1046.5525,3481.7494,-5169.1502,-1109.7430,1325.8778,485.3086,-2326.1404,-456.3087,4276.1010,-5957.7561,-5510.1283,-1455.2399,3967.6051,5598.3801,-6080.0464,5496.8605,-6715.3711,3583.0131,2897.0318,5324.7152,-4132.0428,4222.2842,-485.1331,-2574.6753,-2039.0805,-5586.8856,4062.0644,2498.3996,-4005.3201,-2887.3546,-5644.8889,-5536.2352,4201.0554,4982.1031,4142.5582,-3959.1311,-4569.5031,-6168.8243,-2392.6880,-5254.9119,-5700.5440,877.5151,-6362.7020,709.8382,5821.7845,3178.6045,1346.9037,-6216.4853,-6341.0761,-2241.9274,-539.8688,4087.9512,3933.9992,5215.7077,3878.2227,1840.6181,2992.9495,5296.4248,579.8820,-403.0174,-1796.5479,2584.7779,1098.2595,-637.9523,-1440.0060,-4859.8064,823.4602,-6913.2901,-3927.8617,4885.7419,-1464.2586,4506.3367,2066.6916,3526.2051,-3414.8303,-1368.0435,2639.3355,-2206.5218,-1878.6275,0.0000,-2664.8319,-5414.8056,-5762.4855,1546.2236,130041.1051,165881.7191,141287.2135,144600.1836,144658.8529,145024.5915,149509.5722,147882.1377,-322227574.8518,-322173135.3062,-322206773.9777,-322209108.8230,147113.5778,-322218707.2352,-3910.6003,-5852.6044,1994.0944,2827.2910,2496.8478,-6635.6277,-4725.7151,2960.8682,2271.6404,-6623.3737,4357.9151,4196.1709,0.0000,-5137.3789,-2683.2738,1617.0805,-4500.4227,-4567.3793,4542.6648,-5761.5104,6300.6586,4458.8940,-6191.8024,-4141.6577,5068.5115,-1686.8831,-2632.0747,2559.1137,3813.5482,-4026.3941,-1142.3289,2538.5593,1477.4647,4168.9839,4989.9935,-4037.0083,4459.9787,-963.8051,4680.9531,6165.1564,-5447.6700,-1550.9329,-1444.1914,-4341.6148,-1551.5526,5296.1913,-2185.6975,-1788.7600,1195.4002,-4521.3830,-389.9400,3635.4116,4347.8862,-1489.6333,6474.7002,-1643.8911,1970.5685,5382.6864,-2707.6581,6443.0249,-2612.1559,3376.3585,-6226.9967,-630.5001,2230.6278,-3669.3534,4977.8972,-4576.4234,-2246.7060,4193.1149,-1300.9658,6217.7340,5878.3144,-4410.2888,6870.9067,5638.1886,5079.2563,-3723.3541,-6709.2823,-6268.1526,6341.0170,1939.9998,-3263.9539,-62.2129,-1299.4508,-1376.4879,-6296.2411,1351.0505,4641.2577,4111.2671,5062.7396,6742.2267,5551.4963,4768.5179,-4102.7068,0.0000,-3774.4676,-1486.2885,1087.9544,-5086.5984,333110.1920,327331.1196,328925.9902,330136.4667,321158.8703,324891.1187,327065.9877,327773.0035,21878063.3493,21847160.1732,21858707.9489,21860577.3030,327650.1935,21861966.0854,-2922.8974,1589.6109,-4342.3157,-304.5395,4966.0400,-626.1487,4733.4654,-4121.1570,2146.9218,-1419.9761,3402.2853,4712.5206,0.0000,-1125.0696,5049.3524,2305.2819,-5145.8694,-3882.9968,665.3312,-3693.4234,2565.9901,5239.0964,2029.3752,5506.4923,-1942.3437,3092.6932,-2635.9871,6283.3618,3988.2855,-545.3959,-3170.8653,2961.0466,354.3140,4169.9071,-3854.1991,1804.7308,3284.8442,-5394.3321,-5077.4741,1777.9555,3707.9910,3632.4275,5364.7430,4635.3659,-5436.4820,-3171.8745,3228.5918,3726.8153,-5223.0180,-1610.8106,-5530.5544,4254.7393,-2624.3563,-2813.2735,-511.7378,-4227.5097,3366.1028,4242.5373,503.3686,2363.6479,-2518.8674,5117.7806,2729.2320,3000.8353,1639.7124,5440.2289,-4632.3237,3169.7035,-5195.1109,-1762.3958,5434.5179,-1415.9958,1884.2345,-304.1652,-746.5283,3981.8426,-4181.1527,5252.1548,1313.1386,2832.8164,2137.2760,4372.0462,-6073.9796,-173.0504,5509.7121,-4699.2526,2504.4838,-5072.9414,-4691.1912,-4334.4184,-3187.0325,352.6217,-2963.4878,-4531.3292,5204.3556,0.0000,-5142.1731,4058.2521,3670.3012,4438.9732,111407.4825,109269.4467,109817.0335,108314.3300,115174.4095,109072.6469,98932.8115,110002.6970,66930641.8801,66918535.5316,66902240.3296,66916045.4188,108349.0762,66921718.6497,
