sl_100_86400_20260828 Coordinates.csv
2026/08/28 07:47:00.0000 UTC

Generated: Tue Oct  8 16:23:13 2024,
Start: 2026/08/28 07:47:00.00, Stop: 2026/08/29 07:47:00.00,
TIME_UNITS,STARLINK-1363 - X-Coordinate,STARLINK-30546 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-5671 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-5383 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-4005 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-3970 - X-Coordinate,STARLINK-5193 - X-Coordinate,STARLINK-2626 - X-Coordinate,STARLINK-5736 - X-Coordinate,STARLINK-5583 - X-Coordinate,STARLINK-2616 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-5100 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-30226 - X-Coordinate,STARLINK-5916 - X-Coordinate,STARLINK-4493 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-30773 - X-Coordinate,STARLINK-4556 - X-Coordinate,STARLINK-6253 - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-1030 - X-Coordinate,STARLINK-32345 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-31290 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-32267 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-31705 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-4784 - X-Coordinate,STARLINK-30345 - X-Coordinate,STARLINK-3102 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-5249 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-1567 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-3758 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-4554 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-2139 - X-Coordinate,STARLINK-2096 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-1166 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-4070 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-3935 - X-Coordinate,STARLINK-31742 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-4617 - X-Coordinate,STARLINK-3987 - X-Coordinate,STARLINK-30708 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-31581 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-5638 - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-1732 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-31249 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-3850 - X-Coordinate,STARLINK-30277 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-3250 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1363 - Y-Coordinate,STARLINK-30546 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-5671 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-5383 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-4005 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-3970 - Y-Coordinate,STARLINK-5193 - Y-Coordinate,STARLINK-2626 - Y-Coordinate,STARLINK-5736 - Y-Coordinate,STARLINK-5583 - Y-Coordinate,STARLINK-2616 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-5100 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-30226 - Y-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-4493 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-4556 - Y-Coordinate,STARLINK-6253 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-1030 - Y-Coordinate,STARLINK-32345 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-31290 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-32267 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-31705 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,STARLINK-30345 - Y-Coordinate,STARLINK-3102 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-5249 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-1567 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-3758 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-4554 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-2139 - Y-Coordinate,STARLINK-2096 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-1166 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-4070 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-3935 - Y-Coordinate,STARLINK-31742 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-3987 - Y-Coordinate,STARLINK-30708 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-31581 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-5638 - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-1732 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-31249 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-3850 - Y-Coordinate,STARLINK-30277 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-3250 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1363 - Z-Coordinate,STARLINK-30546 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-5671 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-5383 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-4005 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-3970 - Z-Coordinate,STARLINK-5193 - Z-Coordinate,STARLINK-2626 - Z-Coordinate,STARLINK-5736 - Z-Coordinate,STARLINK-5583 - Z-Coordinate,STARLINK-2616 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-5100 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-30226 - Z-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-4493 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-4556 - Z-Coordinate,STARLINK-6253 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-1030 - Z-Coordinate,STARLINK-32345 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-31290 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-32267 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-31705 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,STARLINK-30345 - Z-Coordinate,STARLINK-3102 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-5249 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-1567 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-3758 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-4554 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-2139 - Z-Coordinate,STARLINK-2096 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-1166 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-4070 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-3935 - Z-Coordinate,STARLINK-31742 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-3987 - Z-Coordinate,STARLINK-30708 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-31581 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-5638 - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-1732 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-31249 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-3850 - Z-Coordinate,STARLINK-30277 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-3250 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4189.5184,1741.2078,2942.5234,-4731.3602,-1080.5838,5133.8030,-5353.1751,-4209.4576,6678.7614,3936.4563,-3451.9677,-699.3210,-5118.2786,-1248.9499,-3113.9551,-3966.1330,-3032.6511,-1959.0659,-2589.0700,5758.9096,796.7517,6088.9995,5565.5185,-4618.4806,-3038.6977,5691.0136,-1004.4305,-6329.0519,4758.6950,2046.6930,-5027.6465,986.2664,2864.0652,-3389.1535,-4439.0374,-2161.0277,5140.7584,-2224.3977,106.6716,1695.9003,2105.6678,-2724.6394,-178.3354,1206.7429,-4065.4713,-5030.8048,6064.7644,-955.7292,19.9589,-6706.9228,6200.1615,1330.2153,-6759.9461,0.0000,3726.4745,-3532.9610,229.5263,5094.1207,4820.5917,-4050.0527,736.4160,-481.2156,-3474.0576,3119.2616,-3286.5699,-4583.1747,-4125.1813,6253.2699,5254.3072,2173.7361,-1553.8132,-6224.5588,-613.9301,6236.6481,44.1218,1509.4510,4638.2126,6205.9233,-5041.2489,-1890.6158,757.4326,1331.9726,3661.6146,-4121.9493,6578.3644,-777.6292,-1590.6426,1396.5421,-3002.9247,-5047.1947,0.0000,872.8336,-1902.7535,-4742.9788,-3926.2708,-1263.9781,3238.0486,-6455.2226,-1796.2792,-6443.5862,149555.6939,173669.7802,164809.6548,161786.4504,169746.5235,167119.2431,162831.8248,163411.8839,-253598410.4634,-253607525.4622,-253614292.0680,-253610612.9169,163297.8614,-253616288.9185,-502.0859,-4819.7273,3338.0368,3046.6617,4044.0651,-3682.4750,-1779.0258,-2831.6043,-570.5241,-3883.4948,-88.6200,-4482.0496,2818.5230,-4259.5078,-3782.8418,828.1632,6113.1046,-1360.2483,-6317.4513,-1772.0725,-5033.4968,-2126.5753,-1059.9673,-4666.4443,3573.6376,1697.8778,-6874.8956,-2829.8007,4733.8830,3611.0127,96.0461,6324.9957,-4184.2872,-133.2215,5197.2808,3895.4624,-4009.3107,-4500.9920,-5097.4360,5146.8589,4686.2446,4551.3992,-5604.7306,4632.3902,-1774.0565,4396.9836,2988.1519,-5120.5610,-6953.4861,1657.7967,-3013.8071,-4740.6722,-944.0060,0.0000,5292.1226,-4727.8688,5333.5995,177.5488,4906.5926,-3846.6770,-5834.3786,4187.0561,-3297.8792,-5336.4967,-5695.9260,-2490.1680,4206.3261,-1902.1585,-1835.3924,6144.8389,4707.4911,-1703.7913,6003.5751,-2486.2809,-6835.2563,6374.4456,-2568.9766,-2933.0367,-3792.8580,-4213.8703,-1432.5149,-3915.8154,-2451.7089,1551.9098,100.0102,-6419.1643,3821.3157,-4601.9571,-4599.2433,-4182.4744,0.0000,4015.6476,-4720.0097,4718.5194,2302.4308,-3990.5729,-6059.8183,-1810.2931,3970.6331,-1816.2130,-355154.2955,-332539.1375,-355295.7707,-354945.9106,-351664.4670,-352545.5027,-345320.6818,-350270.7972,39117615.8657,39124741.6861,39103814.3217,39104353.2285,-349368.6673,39109168.0489,-5415.1661,4708.2246,5285.9802,4027.4733,-5487.7058,2857.0678,-4006.9037,-4697.0900,-1694.0282,4096.4143,6023.9735,5182.5963,-3432.4546,-5313.0091,4853.3711,-5348.2665,1208.3352,-6532.9198,-1152.2201,3357.5430,-4700.4002,2469.0994,3974.8128,-2260.0028,5065.4345,3559.6194,-151.4177,-473.2028,-1507.5718,-5524.7196,-4658.5746,-2606.3473,4717.3056,-6070.2584,-1081.2055,-5160.1263,-1729.4853,-4746.2871,4696.9103,-3951.6039,4494.8885,-4301.5516,4092.8090,4968.6298,-5190.0383,1827.4423,1425.1986,4568.6432,101.6106,-161.8004,465.2868,4608.3923,159.2950,0.0000,-2198.8425,3552.5098,4383.2174,4593.6920,-851.8568,-4117.9819,3624.3252,5475.9212,4970.0879,-3146.1796,-2000.8529,-4575.3617,-3692.9755,-2247.7961,3871.7178,-2007.2386,-4730.1664,2421.1514,3158.8187,1706.5465,-914.1523,-2191.7374,4460.9327,-805.0770,-2823.9747,-5048.9687,6738.2806,-5526.0146,5086.8354,-5209.4054,-1793.5164,2474.6065,5526.5161,-5010.8953,-4237.1512,-2046.0729,0.0000,5454.8164,-4696.4184,-1749.2868,5192.1426,5511.5364,-851.8213,1468.0627,5140.4343,-1699.5340,-53452.5413,-56798.7978,-57786.1859,-52586.3565,-52261.0368,-62724.6930,-64636.8841,-58749.1965,111326152.3651,111355421.8682,111348108.7001,111340966.6034,-57226.7185,111331288.1033,
3600.000,-4294.9339,1617.2166,-4919.9895,1152.5629,-2611.6194,-1613.3184,6915.2393,4082.2338,-4121.6558,-4562.6053,6265.7780,4076.3520,3677.1622,4778.1857,6042.0854,2108.1311,-1.3911,4629.0374,3697.5003,-2177.9678,3209.2790,-2783.7267,-5551.9123,5089.2292,1591.2027,-6886.5144,1084.6965,5106.8868,-5188.0933,-5515.2258,6170.2656,-2912.9390,414.0401,6229.9739,2671.2780,-487.5372,-3102.2037,4385.1020,3805.7594,-5182.6861,-5716.1153,1075.7271,1719.4095,-4296.8287,6450.6700,1745.0672,-4894.9484,4450.7737,279.0375,4874.8941,-3792.7417,1316.1886,5383.2146,0.0000,-4099.9234,4104.0954,-2536.2986,-2498.2664,-5331.8919,4155.0572,2456.3238,-3255.9292,4499.1372,-1128.3397,3940.3224,5422.4673,4651.3535,-3103.2359,-930.2503,-4290.6571,-763.5033,4221.2588,-2259.3374,-5256.8451,1605.7200,-3079.0290,-3389.0605,-4534.7949,6215.5918,4802.4926,-5510.5553,2602.8501,852.7341,3753.3330,-4178.3947,3389.6401,-2317.3820,-1368.1262,5184.7073,5835.2208,0.0000,-5129.5168,5325.1717,3304.8244,3348.1912,5072.4971,-735.7633,5120.6195,-1362.0841,6352.1567,234014.0614,252386.3378,246086.4551,244099.1106,252618.6855,250092.9559,245692.9283,245436.4704,-255047155.0743,-255057600.8795,-255055864.0272,-255053983.1976,245930.6899,-255063935.2729,4518.9808,6091.0027,564.3282,-5081.3366,-5510.1218,4850.9823,132.2728,-1568.7916,2402.7096,5070.9870,-1641.8019,5144.0427,-5668.7224,4330.5916,3041.3166,-5502.5976,-5573.1317,-2077.1184,4952.2027,3554.7960,4956.2878,3446.9813,4035.4927,1247.5879,-6461.8656,716.9624,4999.4607,1992.9570,-1299.7224,-1199.7426,-2871.4216,-3265.0900,6166.0366,-1651.1243,-5527.2691,-6553.4125,5039.7623,629.8417,4497.0290,-1234.4265,-3222.0769,-6739.1870,1783.0062,-5155.1474,-1122.9181,-5057.5639,-197.9200,4778.6823,5288.5812,-2928.3753,3806.5954,6612.0231,-1932.0293,0.0000,-1485.6416,637.7818,-6406.0793,3618.3539,-2022.5617,-254.8500,3345.6017,-5155.5329,-1011.8170,6833.5938,2237.6729,-1496.0709,-5028.4259,3280.7035,4051.1234,-2743.5881,-6743.1128,-1298.5902,-6391.9936,3686.8365,5777.6455,-3320.8373,5707.8720,3916.7459,2589.0027,413.4995,1810.4997,5236.4297,5087.5239,-5341.9636,2997.2600,3899.3644,-5207.6894,6784.0862,1126.8157,2593.6737,0.0000,-2560.0220,2574.1524,-5474.5368,-5638.8383,3143.1070,5166.4187,-1481.7001,-6410.3946,154.2402,-307707.5720,-278261.3157,-303280.3550,-301842.3393,-299285.1416,-299914.1001,-294025.4094,-296220.0551,-27906301.5775,-27893857.0297,-27916519.4407,-27913553.0463,-297173.0179,-27914968.1654,2854.4168,-2965.9877,-4835.4318,-4566.9691,3216.8645,-4695.2183,-32.2491,5339.1858,4989.7591,950.2325,-2523.3209,-2118.6870,-483.0790,2500.6097,-1379.9837,3191.2946,-4127.8542,4746.0521,-3128.2216,-5507.2486,3619.1977,-5308.3496,-926.1514,4543.0243,-1868.1839,-247.7890,4696.1951,-4273.2118,4316.7421,3970.6094,773.7597,5335.6535,-3144.5422,2597.5674,-3200.0453,1788.2145,-3236.4412,5285.5633,-3670.7641,4059.0992,-1906.4530,57.5964,-6491.8778,-1634.6535,1908.1600,-4408.9230,-4882.8539,-2337.4268,4500.2382,-3929.3133,-4352.5183,-373.2448,-3730.1737,0.0000,5250.2829,-5508.3243,-567.7269,-5281.3896,3926.9738,5536.4766,-5534.5736,-3275.0637,-5152.4013,-348.6107,5155.2169,4049.0305,-1188.5018,5217.8949,-5367.2806,4526.1523,900.6788,-5302.9486,706.1313,2591.7068,-3411.8405,5201.1361,-2006.7549,-3450.7190,-1563.6733,4840.2053,-3815.9146,3652.2805,-4340.4305,1950.4308,4468.3230,-4618.6197,-3916.7050,556.4897,4455.3897,-2527.5723,0.0000,-3734.4325,3586.0702,-2638.4971,-2188.2080,-3529.1298,4535.8635,-4331.1615,-1607.8425,-2713.6768,-51677.8279,-55334.7350,-54932.8718,-53028.7807,-49431.9352,-58172.2161,-64338.4787,-54109.4201,111303234.8572,111334469.0669,111328461.8949,111319757.7529,-55569.4632,111311025.6055,
7200.000,3094.7329,-3904.0477,5893.8274,2245.9353,4412.4030,-2335.2432,-5399.7527,-3767.1070,273.9565,2311.9581,-6256.6130,-5172.4678,-119.9594,-5851.2486,-6082.5928,56.6211,3669.5971,-6122.4619,-4083.7178,-1751.9694,-5718.5624,-1424.8235,3545.3335,-4835.2827,27.3241,5444.1366,-2241.0676,-2206.2204,4505.4515,6879.8739,-4271.3264,5032.5097,-2908.9553,-6293.8960,894.7773,2279.9456,-1547.5898,-5904.4734,-6178.9811,6193.9226,6462.8610,1111.1745,-4356.0202,5134.0986,-5560.9171,2379.4872,2669.1586,-6030.7917,-1948.8074,-862.6560,-498.2906,-3036.6389,-1809.0468,0.0000,4005.6645,-4445.3454,3576.7068,98.0030,4762.2898,-4172.0736,-5634.9537,5021.2903,-4967.8772,-1354.6091,-4304.3130,-5179.8118,-2564.0970,-1076.5789,-3116.4958,5517.1806,2374.4225,-1443.1652,4209.1630,1761.2082,-3524.9571,4798.0485,1343.2015,559.3386,-4826.3693,-6279.9491,6784.7820,-4649.6273,-3834.9888,-1926.9853,388.7342,-5687.7587,4519.5252,843.6542,-6318.2183,-4230.6017,0.0000,6734.8295,-6907.9477,122.1883,-1886.3785,-6614.0544,-3012.6371,-2309.6242,3154.2712,-3646.5784,304371.3879,314905.0528,311528.0593,310600.7664,319529.2540,315491.4372,313227.9231,313841.4251,-239087314.5348,-239101596.7778,-239091728.5845,-239094089.6849,312801.4992,-239103087.1899,-5887.9292,-5748.6007,-3361.0695,6138.8555,5180.8053,-5378.8059,1554.5950,5166.9782,-4596.8217,-3601.9787,1753.8592,-3908.9512,5469.5075,-3195.5908,-1286.7978,6434.3251,3747.2553,3286.4314,-1197.4663,-5262.1279,-3898.0243,-4786.4920,-5298.8079,2789.5720,6431.1658,-2817.3303,-804.5418,1008.7256,-3030.1938,-581.8601,3926.8305,-592.3124,-6282.7377,1767.4429,4136.0678,5709.1846,-3737.8715,2597.5464,-3128.0499,-2528.4971,701.5592,5255.5947,1862.5047,3702.4962,2806.5591,4892.8026,-3619.0692,-3159.4853,-1382.0309,4065.3724,-4188.1157,-4324.9328,4790.4286,0.0000,-3265.8305,3592.7018,4673.8583,-6459.9870,-2013.5221,4174.0785,-640.1673,4657.0259,4339.3509,-5754.7711,2360.4577,4480.4710,3607.3713,-4753.6097,-5460.8952,-1691.1059,5349.8470,4810.9426,3518.2514,-4062.7702,-2212.1427,-788.0233,-6594.7571,-4136.4112,165.7900,2459.6303,413.0158,-5062.1858,-5536.6141,5925.3639,-5667.8086,-514.7634,5229.0117,-5458.3491,2051.6243,868.0760,0.0000,937.0109,-344.9944,4375.2789,6269.8974,-1975.7897,-3053.6492,4929.4208,4951.5235,2339.5683,-240306.2389,-205903.0977,-231635.3496,-228309.9917,-227695.2119,-227471.9648,-223411.0396,-226723.9437,-93011419.5346,-92993944.2085,-93014981.3823,-93011450.0616,-225860.8337,-93019772.7501,1669.7484,-479.5498,1347.2334,2280.4236,1114.8051,3700.0904,4021.1712,-2622.1020,-5158.7161,-5398.3163,-2471.2016,-2356.7194,3984.6518,1839.3422,-3007.9097,1872.4100,4523.9917,-236.9898,5449.6332,4100.6908,-343.4257,4766.2251,-2711.5674,-4128.8187,-2539.1318,-3234.6525,-6531.2505,6503.3619,-4230.6728,92.6689,3631.7807,-4700.5279,-357.9186,2357.2558,5463.5061,2934.8701,5385.1802,-2468.3552,426.1211,-430.5551,-2104.9831,4200.0270,5072.8014,-2771.7641,2776.5144,4282.7239,5239.2440,-1326.2253,-6533.7217,5511.7954,5464.3722,-4211.2778,4505.4737,0.0000,-4475.9384,3845.5642,-3634.8515,2322.9490,-4617.8588,-3646.7315,3945.3710,-993.6403,2052.9881,3613.6883,-4812.4962,-1092.5134,5352.6936,-4901.7343,2538.6381,-3638.3044,3544.1430,4716.2820,-4047.3931,-5334.8066,5487.3733,-4907.4397,-1679.4556,5496.9742,4931.2664,-1139.6443,-1404.3710,562.3355,-207.4487,2757.3119,-3774.9780,3910.1910,-184.3849,4200.7698,-1991.3891,5325.5154,0.0000,-728.5997,-266.2450,5341.9611,-2224.6160,-631.5661,-5437.0624,4170.9179,-3327.1610,5367.4324,-49954.8319,-53867.7138,-52245.3228,-54296.4142,-47081.8628,-52829.6639,-63343.0357,-55072.1337,111280796.6327,111313098.4214,111307438.5222,111296460.8186,-53907.3681,111290737.8454,
