sl_5_86400_20261107 Coordinates.csv
2026/11/07 07:47:00.0000 UTC

Generated: Tue Oct  8 16:59:27 2024,
Start: 2026/11/07 07:47:00.00, Stop: 2026/11/08 07:47:00.00,
TIME_UNITS,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-5666 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4111.6181,5066.0706,-4260.7075,-2598.8537,5243.8585,-300561.7314,-321711.3392,-304861.5976,-306182.9942,-306434.3282,-306587.3791,-314794.9123,-312101.0191,-188255880.3612,-188279921.7310,-188268301.6025,-188275578.6200,-310890.3300,-188271691.5110,75.6502,-1975.9255,1316.8387,2460.6726,677.6098,212623.5513,239465.9969,221452.7690,219166.2390,227788.4888,225139.2424,223534.1147,221864.8480,-63308969.1368,-63290045.8649,-63292105.3211,-63315825.6264,222567.7520,-63313330.7926,-5340.0233,4103.7218,5253.4517,5940.7707,-4465.6607,-82966.2894,-84419.3080,-84760.1735,-79950.8805,-79321.3156,-89702.4445,-91907.5921,-85455.8269,56570135.6422,56551048.5432,56593041.9266,56576414.5210,-84385.6383,56582316.1213,
3600.000,-2974.3855,-840.3047,4326.2214,-2105.1364,-6061.9523,-344812.2959,-370928.0686,-351056.9250,-352969.5434,-352268.2840,-352703.2369,-359629.7437,-355789.2066,-165375972.6111,-165404124.0984,-165396517.1058,-165389067.6888,-356645.9003,-165392529.4314,4837.1956,4122.5347,-4849.9562,-2578.5855,2695.8531,131926.2774,151313.9409,134853.4763,133913.3231,142773.1545,140247.6177,138174.6864,138232.0242,-109916709.8536,-109902460.3543,-109897086.1167,-109927584.2330,137265.8986,-109920498.2621,3611.8591,-5370.2499,-2318.8644,-6100.4095,1949.8390,-84903.2934,-86141.7746,-85088.2202,-83614.7612,-79730.2546,-88270.7405,-94736.3594,-84618.4652,56537177.7640,56516822.1711,56555953.0166,56548201.4961,-85908.3737,56548531.1879,
7200.000,1169.1328,-3023.2296,-3011.1938,5401.7167,4843.8456,-368156.7566,-396395.3468,-374832.6848,-378209.4417,-375346.7301,-377233.3811,-381615.8814,-379809.9680,-131205825.6175,-131236178.5014,-131235162.6760,-131215639.3367,-379489.9014,-131223371.3972,-6510.5855,-5542.8792,5825.8497,3463.4730,-4607.2153,42572.0180,53701.6738,39677.0751,40435.2023,48909.5434,45035.1056,44579.9824,42337.1177,-148993040.0560,-148984079.9333,-148974428.1470,-148998367.5522,43257.1912,-148996736.0836,1253.9872,2569.2392,-2142.5786,2639.6442,1767.1122,-86861.5966,-87855.0348,-85628.7058,-88051.8469,-80612.2803,-86102.8244,-96870.5205,-88899.7570,56504964.9432,56482920.0618,56518604.6220,56520954.0198,-87423.7490,56514756.0395,
10800.000,1839.9961,4616.8954,-177.4143,-5561.2855,-1490.8989,-369143.5135,-396503.7351,-374630.6745,-380682.0750,-374115.4706,-379029.9993,-379575.3446,-378012.7675,-88085298.9543,-88115861.0339,-88122401.5787,-88098990.8968,-377984.4155,-88103806.8622,4069.5844,4529.9338,-4529.4605,-3436.8042,5132.5206,-50277.3850,-47064.3464,-58029.0318,-52870.6295,-47759.4325,-55939.5368,-51307.8676,-52582.3878,-177871416.4494,-177867658.3717,-177857468.1116,-177870211.0736,-53420.0630,-177875558.7687,-5047.7472,2146.9575,5190.9325,2337.5451,-4397.3136,-88835.7969,-89557.3112,-86642.7746,-90234.1683,-81952.5363,-87577.0816,-98351.1382,-87318.8958,56473396.0194,56449389.7848,56481136.3541,56490626.7654,-88931.6403,56480990.6958,
14400.000,-5092.1007,-4289.2359,4179.6176,3395.8679,-2678.6718,-347565.4625,-371294.7344,-350398.3428,-356406.0414,-348627.9000,-354078.9167,-353779.9114,-351916.9629,-38964734.6123,-38993690.9867,-39007115.0039,-38986060.1429,-352255.2115,-38983914.4826,72.0853,-646.1826,2489.2585,998.3572,-4738.8811,-141430.1369,-144475.4289,-152002.4133,-143396.5505,-141031.0525,-150976.4666,-143501.0772,-146959.3809,-194583350.0297,-194583982.5784,-194576898.1161,-194580021.8898,-146564.0910,-194588393.8675,4397.1259,-5266.1322,-4895.1140,-5978.6003,4258.1554,-90805.4941,-91246.6724,-88262.6468,-89206.5848,-83761.0145,-92875.1192,-99182.1351,-92132.1338,56442328.7672,56416289.0578,56443672.5918,56457255.9311,-90431.9247,56447235.1760,
18000.000,6031.1338,3249.4157,-6711.9624,-1185.6561,5718.9475,-304224.8417,-322458.3924,-303643.4238,-308785.0727,-300521.2248,-305372.3443,-305906.2561,-304407.8300,12796944.8238,12770954.4936,12752739.5787,12768571.4693,-303981.5055,12777570.6925,-2994.7149,-4066.6372,-722.7966,3137.9226,3604.7545,-226318.8278,-232246.2539,-236162.5427,-226044.0960,-224959.4435,-234750.8455,-226314.9928,-230090.9162,-197992576.3228,-197996149.9669,-197995103.3489,-197992563.9056,-230207.8145,-197998774.0740,78.2069,4396.0861,1407.7150,6068.1514,-1471.1105,-92662.2762,-92920.9242,-90456.1510,-88493.7767,-86076.0159,-97365.7086,-99331.5540,-90172.1234,56411589.1081,56383688.4360,56406329.1938,56421490.2133,-91924.4799,56413489.4997,
21600.000,-3000.6219,-1884.0591,6153.7542,355.4595,-6392.0160,-237217.2438,-253222.8875,-237376.7041,-241525.7645,-232904.6251,-237235.6118,-238876.3593,-236002.9627,63661950.1487,63639586.3189,63619671.4042,63630666.4099,-236286.0255,63642922.0463,4007.4140,6548.1589,-922.3419,-6425.5771,-1386.8908,-301235.1696,-304725.8226,-305034.5630,-294567.6359,-294279.4180,-302909.8502,-294709.5156,-298589.9131,-187872281.6861,-187876916.0993,-187883642.4378,-187879272.9465,-299001.3451,-187879616.6836,-4512.3364,-233.4232,2970.4477,-2620.8279,-2258.6561,-93401.8294,-94577.4592,-93035.3134,-88344.4928,-88975.1674,-100931.5263,-98725.3248,-95127.6135,56380982.3853,56351674.3693,56369219.3162,56383957.4106,-93409.1848,56379753.6863,
25200.000,-2277.8073,-467.6112,-2937.7282,-231.4155,4860.2951,-148914.9758,-168143.4281,-155922.4652,-159058.5128,-150195.8326,-154428.7320,-156531.3694,-153597.4437,110155434.6602,110136502.2695,110118409.6929,110127302.4027,-153532.6039,110137214.1141,-3920.4633,-5410.6075,3059.2539,6508.4821,-1843.6113,-351219.4232,-357266.6507,-354152.8469,-344200.1441,-344863.7786,-351541.8319,-344624.7550,-349158.2620,-164920144.6197,-164923850.0999,-164938589.5078,-164934131.8432,-348554.2795,-164928335.4154,4969.2855,-4129.6089,-5443.7983,-2410.6860,4553.2951,-93481.3776,-96213.0341,-95706.7019,-88707.6385,-92593.1961,-103714.1014,-97247.4149,-93196.3481,56350305.9715,56320351.8530,56332458.7539,56345408.7384,-94885.9191,56346027.7552,
28800.000,5922.2068,3723.7705,-858.2290,-812.4044,-2326.2644,-53173.4558,-72804.5257,-64605.7942,-66714.4820,-58228.3509,-62358.3846,-62831.3502,-61483.0834,149102868.2916,149086309.3599,149073346.6700,149083201.4552,-61044.4473,149085717.3568,3013.8472,1957.6240,-5258.6472,-3418.4243,5134.4467,-375012.6994,-386527.7730,-380387.3074,-371596.7683,-374424.2194,-377847.4777,-373467.7162,-374876.0327,-130710205.5119,-130711286.1075,-130732704.3180,-130726232.6740,-375715.8861,-130718779.5485,-1101.3591,5356.6978,4371.8826,5979.4889,-4015.0642,-94113.6205,-97823.4129,-98150.0327,-89543.1311,-96983.4944,-105801.3580,-95032.7973,-97886.8609,56319362.3928,56289844.1338,56296171.1551,56307249.5552,-96354.5636,56312311.7258,
