sl_100_5400_20260714 Coordinates.csv
2026/07/14 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:08 2024,
Start: 2026/07/14 07:47:00.00, Stop: 2026/07/14 09:17:00.00,
TIME_UNITS,STARLINK-5639 - X-Coordinate,STARLINK-5520 - X-Coordinate,STARLINK-3346 - X-Coordinate,STARLINK-4439 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-6368 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-4793 - X-Coordinate,STARLINK-3542 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-30155 - X-Coordinate,STARLINK-31768 - X-Coordinate,STARLINK-1604 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-31571 - X-Coordinate,STARLINK-31220 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-1058 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-31175 - X-Coordinate,STARLINK-31157 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-31452 - X-Coordinate,STARLINK-5365 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-32012 - X-Coordinate,STARLINK-2243 - X-Coordinate,STARLINK-4079 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-2655 - X-Coordinate,STARLINK-30927 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-1304 - X-Coordinate,STARLINK-5164 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-3298 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-6245 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-31363 - X-Coordinate,STARLINK-1857 - X-Coordinate,STARLINK-31460 - X-Coordinate,STARLINK-30434 - X-Coordinate,STARLINK-6331 - X-Coordinate,STARLINK-2284 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-30952 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-5449 - X-Coordinate,STARLINK-1084 - X-Coordinate,STARLINK-30890 - X-Coordinate,STARLINK-32178 - X-Coordinate,STARLINK-5458 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-30839 - X-Coordinate,STARLINK-5691 - X-Coordinate,STARLINK-6092 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-3699 - X-Coordinate,STARLINK-2746 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-30231 - X-Coordinate,STARLINK-1849 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-1364 - X-Coordinate,STARLINK-30315 - X-Coordinate,STARLINK-31096 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-2113 - X-Coordinate,STARLINK-5395 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-2057 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5639 - Y-Coordinate,STARLINK-5520 - Y-Coordinate,STARLINK-3346 - Y-Coordinate,STARLINK-4439 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-6368 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-4793 - Y-Coordinate,STARLINK-3542 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-30155 - Y-Coordinate,STARLINK-31768 - Y-Coordinate,STARLINK-1604 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-31571 - Y-Coordinate,STARLINK-31220 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-1058 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-31175 - Y-Coordinate,STARLINK-31157 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-31452 - Y-Coordinate,STARLINK-5365 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-32012 - Y-Coordinate,STARLINK-2243 - Y-Coordinate,STARLINK-4079 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-2655 - Y-Coordinate,STARLINK-30927 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-1304 - Y-Coordinate,STARLINK-5164 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-3298 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-6245 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-31363 - Y-Coordinate,STARLINK-1857 - Y-Coordinate,STARLINK-31460 - Y-Coordinate,STARLINK-30434 - Y-Coordinate,STARLINK-6331 - Y-Coordinate,STARLINK-2284 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-30952 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-5449 - Y-Coordinate,STARLINK-1084 - Y-Coordinate,STARLINK-30890 - Y-Coordinate,STARLINK-32178 - Y-Coordinate,STARLINK-5458 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-30839 - Y-Coordinate,STARLINK-5691 - Y-Coordinate,STARLINK-6092 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-3699 - Y-Coordinate,STARLINK-2746 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-30231 - Y-Coordinate,STARLINK-1849 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-1364 - Y-Coordinate,STARLINK-30315 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-2113 - Y-Coordinate,STARLINK-5395 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-2057 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5639 - Z-Coordinate,STARLINK-5520 - Z-Coordinate,STARLINK-3346 - Z-Coordinate,STARLINK-4439 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-6368 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-4793 - Z-Coordinate,STARLINK-3542 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-30155 - Z-Coordinate,STARLINK-31768 - Z-Coordinate,STARLINK-1604 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-31571 - Z-Coordinate,STARLINK-31220 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-1058 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-31175 - Z-Coordinate,STARLINK-31157 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-31452 - Z-Coordinate,STARLINK-5365 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-32012 - Z-Coordinate,STARLINK-2243 - Z-Coordinate,STARLINK-4079 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-2655 - Z-Coordinate,STARLINK-30927 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-1304 - Z-Coordinate,STARLINK-5164 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-3298 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-6245 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-31363 - Z-Coordinate,STARLINK-1857 - Z-Coordinate,STARLINK-31460 - Z-Coordinate,STARLINK-30434 - Z-Coordinate,STARLINK-6331 - Z-Coordinate,STARLINK-2284 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-30952 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-5449 - Z-Coordinate,STARLINK-1084 - Z-Coordinate,STARLINK-30890 - Z-Coordinate,STARLINK-32178 - Z-Coordinate,STARLINK-5458 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-30839 - Z-Coordinate,STARLINK-5691 - Z-Coordinate,STARLINK-6092 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-3699 - Z-Coordinate,STARLINK-2746 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-30231 - Z-Coordinate,STARLINK-1849 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-1364 - Z-Coordinate,STARLINK-30315 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-2113 - Z-Coordinate,STARLINK-5395 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-2057 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2998.9147,4261.2702,3611.0143,911.7548,-6484.0247,-1965.9753,-4591.0782,-3864.9231,-3984.3206,-6058.7713,-944.2080,-5178.3392,-4790.5248,-4183.5856,-3769.1433,-1884.1309,1967.8615,-5223.8454,-518.8569,2096.9647,859.6550,3179.7228,-2609.7022,2461.8677,-5395.9608,5663.2864,-4102.2616,-2946.4298,-3011.2860,0.0000,-5902.9640,1528.6164,-6061.1280,-5972.8409,-3112.2039,-6223.5938,6160.8197,-4182.8774,3455.8791,4873.8379,3494.8319,1580.6531,1523.2624,-3737.6534,-2079.2204,-4105.2641,993.8900,2521.1982,-6856.3756,-2182.6108,-6150.8849,-1696.7795,-4068.4972,-3019.7791,2946.3664,2733.1739,2872.7161,5629.6854,-5101.0147,853.8450,1346.7885,-1329.0195,-3561.8708,-5445.8074,-1181.4418,204.5762,4814.5826,2241.2799,6092.9379,-5843.2476,-197.2726,1275.7322,-671.7014,-5162.3759,3543.9818,5046.5746,-4785.1534,-5209.4632,6462.6426,-6627.7993,5003.3110,5548.3248,3105.5433,-3935.8214,3599.9006,-5268.0708,5051.5114,5446.1686,-6719.3202,5281.5641,6004.6176,4892.9601,-4741.8433,3727.4987,-403.0354,5403.1276,-1778.6439,-639.0034,-5070.1016,-6200.9051,-142948.7275,-123407.8697,-145393.2608,-147548.9459,-139559.0983,-142149.0705,-140101.7138,-142413.2095,-268342801.7504,-268317973.5802,-268333871.2533,-268355814.5434,-142606.6894,-268348544.8830,-4626.2886,3699.7904,-4478.7367,534.6999,-2379.0153,-5196.3315,-4989.2661,-4490.7586,4669.0913,-2708.8061,-4988.0872,-4413.5572,-2871.4275,504.9859,1768.2928,-6250.7289,5294.1406,-4524.9613,-6227.8819,-3578.8976,6872.0130,-3959.9022,4374.2210,-5776.3672,2495.2552,3713.4157,-1453.1133,-3397.0462,-932.8550,0.0000,1004.4016,6502.8749,2834.8007,-1538.8865,-3999.6101,2637.5737,-1766.0030,-494.9363,3754.7172,1615.9921,-2329.4699,-6684.2083,4620.6977,-3832.9533,-1442.3788,4261.9859,6837.4700,4421.0075,69.5827,6259.3749,-1768.7280,-6643.3765,2884.0858,4386.2975,-2761.5795,-6309.9341,5092.6083,-3539.1502,-3501.8164,5134.4395,-3879.3682,-6599.7706,-3607.4843,-4140.8052,-6728.0317,6864.3069,-4724.9062,3536.2041,-822.9732,140.1313,6788.3324,6022.6453,4847.1038,2030.0204,5153.8565,-233.5711,-3772.0091,-2900.6041,-1362.7511,-1291.3189,-1286.5636,3323.4441,3735.4303,1638.5085,-1684.5783,1951.4340,4713.1007,3542.0902,-862.7879,4439.7862,-933.0112,-1487.5598,-4868.4628,2721.5352,-5716.3654,600.3495,-4334.0166,-4434.6841,892.6118,202.2687,289464.0897,293759.5943,287765.0146,290247.3742,287073.8196,288283.4489,296454.6853,292264.4983,100026611.1985,100047761.1748,100030624.2176,100040686.4707,293197.0343,100042226.6322,-4211.3734,4017.9651,-3823.5492,6840.2729,53.6352,-4125.5295,914.6255,-3386.7875,-3184.3647,1584.8392,-4729.8205,1284.1546,-4053.9528,-5472.8737,-5412.5322,-2292.3214,4004.6374,504.2975,-2738.0969,-5385.6056,156.6341,4545.2663,4592.0637,2752.4642,-3339.7963,-1383.0054,5363.4285,5287.5063,6176.8989,0.0000,-3356.2858,-1864.8306,1326.0373,3143.5144,-4696.5563,-1252.9072,-2412.5341,5469.9061,-4698.9574,-4616.9108,-5500.6070,-555.0997,4792.3255,-4232.6868,-6471.2842,3548.0497,-32.6763,4698.6665,860.4439,-2019.2788,-2674.6714,925.2017,-4647.1949,4418.0043,5321.4813,-708.9231,3722.6579,1944.9414,-2902.3133,4334.3364,5477.7493,1647.9263,4719.9095,614.8583,722.0233,959.6979,-1586.6408,5495.5406,-3176.9656,-3690.9624,1274.7780,-3143.7579,4740.6496,4145.2317,2794.5442,4704.2569,3149.8352,-3519.3277,2089.8229,1723.2028,4608.0282,2482.7737,-4906.4194,-5455.1815,5278.5192,-3946.7651,-407.6719,2393.4269,930.3969,385.3692,3274.7018,4664.9010,1347.4693,5140.6923,3859.6838,4299.9973,-5063.0171,5268.0145,-4635.0937,-2640.2429,151912.8965,151991.9246,151963.7689,157410.2685,157531.7366,147024.8810,145303.5170,154195.9844,115383773.0150,115415803.9610,115408826.8037,115399661.2363,152639.9787,115395628.6140,
300.000,1532.3014,5728.7966,2832.8484,746.8750,-6588.5399,-3620.3055,-5411.8016,-5400.4993,-2234.4302,-5881.9139,-2996.5137,-5964.1688,-6101.4866,-3418.7330,-2407.3833,-3198.0014,3835.0973,-5865.9869,-2187.5337,320.6173,2007.0599,1205.5524,-543.6162,823.4285,-3839.6120,5767.1940,-5109.0576,-2703.6159,-4429.1392,0.0000,-4732.3737,2890.3727,-5369.4467,-5556.4199,-4850.2635,-5129.8869,4902.1910,-4584.9069,4964.6163,6015.9546,1932.9193,360.9234,2904.5855,-5318.8802,-3744.9135,-3447.8581,2128.9744,4319.7764,-6278.1476,-1060.4356,-5810.8772,-3121.5017,-2621.6252,-1010.2306,1489.6138,1568.2497,4038.8502,6095.7686,-5347.4573,2575.5800,-746.2972,-2715.8340,-4888.3686,-5775.8823,-2583.6196,1703.0490,3259.3545,3802.0884,6365.6630,-6369.8376,1051.0785,2699.3836,1263.3850,-3708.7397,4854.5665,3855.6866,-5995.1458,-6358.8561,5399.2631,-6253.3054,3974.8218,6537.3883,4869.8761,-2611.0724,2448.5802,-5311.7922,5546.9689,6463.6783,-6286.7563,5716.3827,4725.4080,4267.1321,-5804.2935,4101.6910,-1924.7889,4880.0775,-3167.1054,-2650.3089,-3674.0789,-5158.0237,-148627.2945,-129573.5404,-151612.3050,-153638.4151,-145643.5996,-148213.0346,-146267.2833,-148349.9711,-270460531.6826,-270435492.1599,-270450968.4063,-270473204.7561,-148718.4317,-270466199.0875,-5910.0733,2487.3617,-5856.1191,2751.6673,-1137.5435,-5238.0855,-4088.4859,-3578.0684,4771.7504,-1250.7295,-4400.6715,-3481.7572,-1884.2483,2543.5168,3483.9643,-5038.8763,4935.4257,-3099.3947,-6320.6842,-4753.8371,6425.2130,-4873.7991,5033.1178,-5388.4852,3734.1382,2299.3406,338.9849,-1411.6786,-2169.4189,0.0000,2600.6316,5453.1378,4203.7776,345.1204,-3462.0990,3515.0524,-2781.5000,1575.1881,2277.4241,229.2539,-3841.5344,-6763.7723,3024.6443,-3179.0427,-131.2669,5639.1386,6330.5562,3301.4739,1276.7053,6842.4189,44.5659,-6145.2946,4490.0181,4380.0660,-4364.1674,-6639.2097,3435.7065,-3287.0507,-1608.5765,5498.3222,-4439.2580,-5630.6895,-1918.8427,-2864.5895,-5971.9529,6698.1985,-5364.7858,2018.3361,-2234.5711,1597.2349,6156.9315,6183.5236,4012.5186,3541.5652,4711.7188,-1926.7189,-2978.3922,-1924.0334,-2760.6853,361.5730,-3181.4369,2043.8326,3065.2496,3362.8837,-3571.9113,3573.4416,3527.3594,2298.5087,431.7497,3229.9206,-2170.9169,-3495.7781,-3782.2302,609.1459,-6199.0123,-1452.5572,-2711.0266,-4588.6958,2392.6694,1528.9253,286718.7044,291099.3144,284799.1898,287287.5358,284048.0853,285237.4475,293391.5053,289688.0283,94144041.4339,94165844.4525,94148305.6173,94157493.4825,290186.1388,94159633.4685,-3292.9685,3001.7244,-2321.7639,6308.4913,-1738.7919,-2708.3053,-910.4089,-2144.2573,-4478.9241,3219.7184,-4449.0253,-523.3899,-2615.7702,-5436.3934,-5356.3388,-3502.9176,2982.8380,1993.7173,-1342.9137,-4848.3543,-1642.0882,4608.9380,4626.1879,4154.8012,-4220.6493,-3040.3045,4637.1980,6233.8499,4879.8903,0.0000,-4238.7189,-3166.1826,-220.4017,4112.3001,-3496.1837,-2933.3546,-3890.7981,4916.1477,-4275.6798,-3381.1130,-5422.6599,1257.4058,5389.0127,-2857.7665,-5850.5509,1986.4758,1762.0969,4293.2319,2584.7776,-244.5828,-3789.0968,-621.1325,-4408.0966,5258.4536,4834.5423,1107.2532,4462.3470,-282.9451,-3940.7747,3006.9512,5159.0436,2988.6277,4517.5220,2363.4997,2194.9636,-584.4745,-2938.3063,5403.6696,-1538.3371,-2156.3704,2950.3350,-1498.8718,5358.0176,4652.5725,1093.2947,5390.4359,1504.7958,-1946.6836,3345.3188,3050.0443,4690.5461,1052.5096,-3815.2041,-5459.5950,4991.2892,-2478.3971,-2168.9270,950.2168,2649.3662,2149.2613,4536.7781,4183.4023,-186.5504,5524.7002,2372.9676,4702.1952,-5495.7177,4445.7539,-5363.3693,-4066.4199,151837.5452,151912.6142,151996.8919,157204.1253,157587.8562,147164.6327,145094.9087,154296.1335,115384948.3772,115416908.2911,115409843.8413,115401437.9017,152575.9906,115396871.0258,
600.000,-52.8270,6644.4424,1797.5939,412.2679,-6042.2392,-4896.6422,-5682.9075,-6381.5450,-240.7838,-5116.5287,-4765.6783,-6162.0809,-6801.5937,-2371.8070,-846.7850,-4234.0829,5319.1780,-5952.2783,-3621.9308,-1450.3137,2974.1993,-873.1238,1563.2547,-933.7478,-1901.9722,5320.5593,-5645.0368,-2266.0720,-5328.2254,0.0000,-3109.6177,4002.9950,-4129.1457,-4629.6249,-6098.0713,-3508.3930,3143.0649,-4581.5458,6016.0419,6571.7077,223.9591,-909.2855,4039.9381,-6342.5962,-5072.8078,-2466.6672,3071.2635,5714.0946,-5076.2717,164.0659,-4934.8966,-4247.3878,-943.0643,1115.5933,-83.1516,234.9710,4855.5853,5894.1448,-5088.3339,4000.6254,-2741.5065,-3867.9341,-5772.3451,-5536.8747,-3749.3514,3042.1059,1374.6371,5025.6607,6014.1338,-6272.9199,2227.4843,3839.5289,3101.9673,-1919.7177,5660.2945,2321.6650,-6588.5087,-6875.6390,3816.6143,-5296.1654,2599.5677,6890.3150,6145.7880,-1077.5884,1072.9641,-4836.7272,5509.8957,6850.6551,-5213.7445,5597.4784,2988.5321,3267.0792,-6304.2229,4130.3557,-3232.0888,3926.1734,-4291.2018,-4380.6962,-1949.4045,-3576.0921,-154256.1308,-135683.0707,-157765.7914,-159663.5948,-151664.7780,-154212.4262,-152367.6150,-154269.4593,-272449325.9590,-272424091.6721,-272439139.1548,-272461594.1983,-154766.7033,-272454916.8436,-6633.9028,1062.4076,-6643.7119,4665.3342,235.8744,-4784.0785,-2759.4788,-2321.6450,4446.2872,367.4345,-3431.0766,-2199.9682,-738.0554,4349.2261,4877.3169,-3340.3299,4124.0091,-1359.4798,-5775.9860,-5472.0021,5340.1912,-5332.4438,5231.8962,-4483.1748,4633.2069,631.3342,2060.9659,737.5145,-3227.1644,0.0000,3973.8302,3879.1065,5145.9426,2221.7188,-2618.4658,4068.8777,-3556.8647,3467.5045,614.8919,-1144.9363,-5016.0478,-6164.7273,1148.3838,-2227.9805,1128.1105,6444.4707,5188.5333,1900.7006,2385.6549,6747.5156,1879.7842,-5045.8268,5663.3148,3997.1527,-5516.4969,-6310.3511,1457.2921,-2679.2519,463.1602,5305.6799,-4600.3038,-4117.9286,-74.5244,-1277.0455,-4618.8487,5882.5865,-5509.4345,345.3223,-3408.8639,2873.5584,4917.2771,5736.8179,2812.6055,4747.0338,3797.0606,-3472.6169,-1897.5118,-778.4934,-3922.3837,2005.7472,-4789.9982,575.8962,2132.1374,4792.0622,-5079.0286,4813.6998,1974.8646,840.4021,1711.3799,1679.9740,-3241.3748,-5167.0295,-2327.3704,-1559.6553,-6078.4197,-3383.5951,-851.4780,-4334.4402,3706.9119,2736.8574,283897.3072,288309.5147,281709.0157,284203.1439,280897.6336,282069.3146,290197.8588,287026.3597,88216692.1726,88239160.0384,88221233.5909,88229549.4663,287047.8637,88232264.5508,-2022.9596,1663.8475,-568.7312,5101.7790,-3343.1048,-999.6161,-2634.1178,-661.1090,-5291.4341,4493.1451,-3694.0066,-2274.7299,-893.7914,-4813.5311,-4702.2394,-4336.8634,1640.8999,3269.1898,203.1405,-3762.4199,-3264.6991,4154.7052,4149.9658,5097.7575,-4627.7540,-4369.5968,3410.3981,6518.0090,3063.0369,0.0000,-4654.7907,-4129.3786,-1742.0959,4639.4038,-1918.1017,-4291.9613,-4937.8490,3831.0802,-3396.2386,-1779.3356,-4763.1822,2932.6743,5384.2498,-1162.3242,-4609.9959,209.3539,3366.1166,3428.0279,4029.5592,1556.3380,-4499.1866,-2100.6056,-3673.7601,5534.1360,3771.5559,2803.7165,4724.7977,-2480.5531,-4539.7336,1335.2501,4268.9528,4009.0553,3831.3882,3851.8503,3426.1574,-2066.1480,-3975.3448,4729.2561,265.9319,-388.8893,4306.8060,307.9707,5373.2225,4661.1419,-729.1832,5493.7906,-306.4597,-164.7565,4241.9001,4055.2751,4269.9056,-490.6463,-2311.0770,-4879.1846,4091.5661,-736.9203,-3696.9527,-595.0995,4072.6927,3680.6552,5307.5953,3252.9763,-1700.5882,5313.0045,629.8697,4601.7587,-5333.3234,3145.3182,-5518.0343,-5020.8005,151769.4208,151833.2274,152030.9994,156992.7215,157640.2565,147310.2790,144891.5582,154272.7540,115386128.8702,115418010.8589,115410856.5047,115403186.9938,152511.8846,115398113.1773,
