sl_100_86400_20260320 Coordinates.csv
2026/03/20 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:57 2024,
Start: 2026/03/20 07:47:00.00, Stop: 2026/03/21 07:47:00.00,
TIME_UNITS,STARLINK-30594 - X-Coordinate,STARLINK-4387 - X-Coordinate,STARLINK-4070 - X-Coordinate,STARLINK-5028 - X-Coordinate,STARLINK-31124 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-31151 - X-Coordinate,STARLINK-30155 - X-Coordinate,STARLINK-30868 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-1667 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-1635 - X-Coordinate,STARLINK-1161 - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-4191 - X-Coordinate,STARLINK-4561 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-3079 - X-Coordinate,STARLINK-1169 - X-Coordinate,STARLINK-31663 - X-Coordinate,STARLINK-5724 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-3518 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-3680 - X-Coordinate,STARLINK-3551 - X-Coordinate,STARLINK-5281 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-5978 - X-Coordinate,STARLINK-1577 - X-Coordinate,STARLINK-5850 - X-Coordinate,STARLINK-31217 - X-Coordinate,STARLINK-3724 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-31524 - X-Coordinate,STARLINK-5133 - X-Coordinate,STARLINK-1061 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-31677 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-4457 - X-Coordinate,STARLINK-2240 - X-Coordinate,STARLINK-3361 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-31727 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-5669 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-3302 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-31555 - X-Coordinate,STARLINK-1917 - X-Coordinate,STARLINK-3352 - X-Coordinate,STARLINK-5188 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-31005 - X-Coordinate,STARLINK-11265 [DTC] - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-3894 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-31157 - X-Coordinate,STARLINK-2763 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-31092 - X-Coordinate,STARLINK-3871 - X-Coordinate,STARLINK-5448 - X-Coordinate,STARLINK-3246 - X-Coordinate,STARLINK-2358 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-3987 - X-Coordinate,STARLINK-4568 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-1057 - X-Coordinate,STARLINK-2651 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-2063 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-2416 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-2089 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30594 - Y-Coordinate,STARLINK-4387 - Y-Coordinate,STARLINK-4070 - Y-Coordinate,STARLINK-5028 - Y-Coordinate,STARLINK-31124 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-31151 - Y-Coordinate,STARLINK-30155 - Y-Coordinate,STARLINK-30868 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-1667 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-1635 - Y-Coordinate,STARLINK-1161 - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-4191 - Y-Coordinate,STARLINK-4561 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-3079 - Y-Coordinate,STARLINK-1169 - Y-Coordinate,STARLINK-31663 - Y-Coordinate,STARLINK-5724 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-3518 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-3680 - Y-Coordinate,STARLINK-3551 - Y-Coordinate,STARLINK-5281 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-5978 - Y-Coordinate,STARLINK-1577 - Y-Coordinate,STARLINK-5850 - Y-Coordinate,STARLINK-31217 - Y-Coordinate,STARLINK-3724 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-31524 - Y-Coordinate,STARLINK-5133 - Y-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-31677 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-4457 - Y-Coordinate,STARLINK-2240 - Y-Coordinate,STARLINK-3361 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-31727 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-5669 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-3302 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-31555 - Y-Coordinate,STARLINK-1917 - Y-Coordinate,STARLINK-3352 - Y-Coordinate,STARLINK-5188 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-31005 - Y-Coordinate,STARLINK-11265 [DTC] - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-3894 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-31157 - Y-Coordinate,STARLINK-2763 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-31092 - Y-Coordinate,STARLINK-3871 - Y-Coordinate,STARLINK-5448 - Y-Coordinate,STARLINK-3246 - Y-Coordinate,STARLINK-2358 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-3987 - Y-Coordinate,STARLINK-4568 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-1057 - Y-Coordinate,STARLINK-2651 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-2063 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30594 - Z-Coordinate,STARLINK-4387 - Z-Coordinate,STARLINK-4070 - Z-Coordinate,STARLINK-5028 - Z-Coordinate,STARLINK-31124 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-31151 - Z-Coordinate,STARLINK-30155 - Z-Coordinate,STARLINK-30868 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-1667 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-1635 - Z-Coordinate,STARLINK-1161 - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-4191 - Z-Coordinate,STARLINK-4561 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-3079 - Z-Coordinate,STARLINK-1169 - Z-Coordinate,STARLINK-31663 - Z-Coordinate,STARLINK-5724 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-3518 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-3680 - Z-Coordinate,STARLINK-3551 - Z-Coordinate,STARLINK-5281 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-5978 - Z-Coordinate,STARLINK-1577 - Z-Coordinate,STARLINK-5850 - Z-Coordinate,STARLINK-31217 - Z-Coordinate,STARLINK-3724 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-31524 - Z-Coordinate,STARLINK-5133 - Z-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-31677 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-4457 - Z-Coordinate,STARLINK-2240 - Z-Coordinate,STARLINK-3361 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-31727 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-5669 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-3302 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-31555 - Z-Coordinate,STARLINK-1917 - Z-Coordinate,STARLINK-3352 - Z-Coordinate,STARLINK-5188 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-31005 - Z-Coordinate,STARLINK-11265 [DTC] - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-3894 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-31157 - Z-Coordinate,STARLINK-2763 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-31092 - Z-Coordinate,STARLINK-3871 - Z-Coordinate,STARLINK-5448 - Z-Coordinate,STARLINK-3246 - Z-Coordinate,STARLINK-2358 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-3987 - Z-Coordinate,STARLINK-4568 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-1057 - Z-Coordinate,STARLINK-2651 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-2063 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6457.5450,-464.1490,-4457.7817,6625.8886,1795.9794,6059.0252,5759.4261,-5423.0959,2752.5325,-6398.9221,-2376.2961,5450.7535,4181.8342,4079.7437,-723.1168,6798.5413,-3797.3362,3049.9825,5042.6329,-4013.7648,3242.0810,-5689.4416,6908.9154,4249.3671,6481.4120,0.0000,3773.7903,4873.9312,-4323.9101,-1119.3057,4122.1986,-2070.9031,-295.4110,298.0171,-2476.1480,3897.8400,5448.2617,-3960.1523,4117.2529,-5029.1530,531.1539,1678.4414,5572.8446,-792.8039,-4309.4933,983.6815,-3205.6673,-4116.4849,-2206.3050,-4951.3781,4475.2050,2867.9706,4497.6134,-5551.2431,-4432.4514,5943.9962,5297.9854,6621.0680,3494.7250,4400.2604,-393.7426,0.0000,-6751.7706,-6120.7229,5722.0680,3402.6543,2215.0287,4835.6749,-4101.8197,-5523.6585,829.4977,3451.4402,-4701.4981,-3621.6959,418.2739,-2967.5100,-2741.8068,987.5263,2527.5112,724.5336,824.4330,-2160.1517,5648.1067,-949.7530,-3307.6299,-396.4532,5953.7402,-1542.1356,4209.3690,4692.4960,4612.8477,-1952.3582,-2321.2181,-4307.6706,-3142.6808,-4638.4909,1532.0022,-3947.5899,-4159.7110,1681.5017,-57966.0249,-76648.3750,-72599.7710,-68964.3156,-75020.8819,-72768.1916,-66211.3301,-67666.8087,-215834090.8566,-215832126.9642,-215831639.8653,-215824966.0391,-68216.4596,-215817365.2408,1336.8570,6548.1740,-3837.0708,1395.2413,5432.3727,-1461.0565,-3675.8180,-3913.1320,-3802.8582,-981.5468,-4854.5935,-233.6883,-261.8149,-619.2090,4068.7174,-409.9615,-2077.8725,-6167.1213,-4741.3982,-1760.6333,5487.6947,-3747.6842,222.3737,2623.2123,2011.5799,0.0000,5316.7055,460.5456,3939.2302,-4022.6589,436.8948,-1309.4991,6606.4257,-6329.9769,4998.4710,3581.3929,3264.4147,-3060.0755,1257.2697,1395.8740,6683.6684,-4303.8721,-132.2267,4631.8948,-4480.2682,-5391.4894,3045.8867,-4545.5964,-5242.7994,1994.1873,4877.3865,5807.4621,-1249.1461,1861.8243,625.8994,-1973.1748,3679.4464,1673.4671,3204.3556,-2508.1467,6533.8819,0.0000,-1324.7791,-143.2824,-245.8448,3098.3874,-6391.4397,-4644.8789,2065.6646,-282.1236,4383.3559,5806.2937,4256.5137,1788.0268,4423.0183,6244.7886,5547.5675,-5151.5240,-4844.9835,-5584.6355,-6576.4547,-3928.5222,-783.3477,-4217.5476,5821.2737,6495.6996,2758.1047,3893.7117,-4578.2131,-4950.0928,3253.8573,5378.4015,3881.8510,5269.8195,-4804.8550,5003.3985,-6693.4947,2793.8532,3304.2859,-6624.1643,364117.8547,344184.6257,362228.6969,363676.5968,357639.1978,359708.3875,354346.2033,358185.5033,266865484.0455,266843480.0760,266866858.5312,266872241.2581,358034.8040,266872271.8828,-1871.4657,-2245.9209,3621.0196,-1409.0204,3700.8103,-3080.8015,-1162.7831,-1829.4755,-4980.3343,2121.8415,4207.1158,4235.0500,-5502.7668,-5479.2513,-5250.8865,-375.4168,-5399.6014,666.7334,410.6518,5336.0089,-2612.7399,-301.4166,489.1591,-4651.8000,-1336.8602,0.0000,2341.1473,4889.3158,3681.9107,-5510.6790,-5495.3634,-6511.0109,-1794.0413,2818.5807,3906.2936,4397.0570,2722.5484,4434.3564,-5414.4362,4526.1514,-1709.7398,-5027.4754,3902.2054,-5071.5571,3029.7923,4233.3513,-5268.5425,3199.8531,3767.7351,4412.5325,-1985.6606,2123.4325,-5017.0765,-3723.1083,-5268.5223,-2677.4535,-2565.4762,54.4938,5015.3046,4573.8773,-2259.7656,0.0000,696.7342,3225.9207,3699.7859,-5167.3948,-1424.6718,1188.5340,5114.1249,4140.0621,5260.9708,1544.7700,-2804.6453,-5363.3355,-5302.4518,118.8332,-3126.1744,4440.1008,4137.3861,3999.0477,-1740.0661,-5265.3254,3886.8467,5381.9249,1370.4856,2324.7129,2157.8111,-5491.3517,-3030.2368,-1328.1278,-3830.4799,-3895.9487,-5200.3264,-854.2704,3880.8930,1214.5147,-619.7626,-4937.5160,-4432.8933,-1081.7337,63438.6411,58998.9253,59191.7144,65246.9096,64859.4140,54255.0931,53015.3830,58453.6398,-43972065.5375,-43991102.1460,-43947274.5857,-43954154.1000,60154.4820,-43962496.8588,
3600.000,-6269.6869,1644.8721,6239.9943,-4823.1477,-4760.9899,-2488.5094,-3955.7416,6401.8024,2005.8774,6315.5135,4181.0013,-2523.1589,-4396.9402,-3130.3507,-4548.7266,-4772.3338,6289.4741,-1129.4224,-2744.3051,6324.5227,-3940.3457,5840.3600,-5433.9007,-6078.5357,-4934.8798,0.0000,-5550.5411,-6413.6735,269.2893,5022.1988,-4634.3118,5405.3713,-1486.0683,2016.6081,-352.2803,-4170.6251,-6423.5510,5551.0331,-5980.6239,5563.2047,-2375.4658,995.0342,-3139.6462,-3404.5431,5027.7922,1987.5587,6477.5157,5712.5724,3984.4759,4144.8486,-5400.8859,-4607.4505,-1162.0830,5150.4979,2170.6604,-2346.8627,-1233.4883,-5618.5858,-6407.4730,-2374.3701,-1956.9636,0.0000,5212.0060,3986.9689,-6314.5520,-6390.8478,385.5417,-1163.5128,437.9168,2876.6115,-4313.9059,-5041.8299,3200.4096,1396.8701,-4348.3272,748.7205,636.5384,3321.0539,-947.0150,1179.8585,2352.6538,4895.9700,-6271.5903,4631.1185,1301.7511,-2038.8047,-4540.6087,-1928.9310,-3211.5007,-2509.1917,-4980.3938,-1815.1468,40.2275,2185.9050,5246.4364,2584.7014,376.5083,3360.7716,-35.7130,639.3464,-147127.1864,-160660.9586,-158905.5245,-155679.2343,-162488.8485,-160435.9520,-154002.8271,-155665.1406,-277588907.5339,-277579696.9635,-277587009.1739,-277580986.7866,-155535.6993,-277572994.2297,480.4054,-2637.0843,2917.0314,975.5654,-1891.4740,1791.6034,5115.8921,1899.7081,4295.0883,-1687.1106,646.6594,3350.0466,4177.7458,4891.6773,-3360.9835,2982.6029,-623.9012,5829.9365,5568.3021,-996.2670,-1812.0177,706.5697,2160.1921,1297.4233,485.3677,0.0000,-3934.1659,2112.5546,-4139.4156,3329.1958,3708.3986,-1141.3559,-6071.9932,6598.4821,-6790.7988,867.0831,-1965.0395,-1857.4021,1958.9854,-4023.2698,-4161.2090,6587.6222,4163.5579,-3201.4347,675.9096,6479.5986,-2301.2484,3763.4405,1026.1306,-5232.0848,-3561.1716,-2117.5588,4617.4877,-4617.8394,-4424.1339,4394.7588,-2550.2978,1298.0103,-1915.0457,6008.6741,-4117.7427,0.0000,-804.4734,-3130.9243,2454.2114,-1609.7074,4887.5799,5177.6790,-4812.9146,-3024.1087,-4851.0513,-4250.4138,-6099.7061,-6001.8898,-2470.1679,-5508.8677,-6891.0745,4447.0903,6793.4982,6808.8139,4659.4157,467.7166,2882.1842,4319.6584,-5893.3410,-4018.2637,345.5901,-5774.7722,5986.1204,3522.3983,1367.7883,-3741.2710,-6549.6830,-5437.5701,4532.3181,-5952.9134,5843.9854,-5836.4281,-4241.6453,5059.6538,339609.8719,315065.2906,334328.3464,334261.2676,328512.8033,330380.2956,326324.9301,328646.5267,201863673.7742,201841018.3391,201857181.8983,201862130.1720,329197.2387,201869877.0995,-2734.8154,6187.4518,557.7149,4850.0194,-4505.9950,6227.7505,-2498.6670,-1869.5720,4923.0920,1920.1380,-5397.3483,-5497.6778,3309.6257,3634.2955,3541.8556,3849.5961,2803.7829,3531.4525,3078.1039,-2610.2854,5340.1868,-3452.7425,-3726.9649,2804.6966,4812.4525,0.0000,1308.6851,-1539.4469,-5537.4503,3376.5525,3471.7928,4205.6755,-2808.6128,722.3712,-453.7842,-5415.3005,1627.0089,-3251.1598,2856.2306,-818.5403,4980.8708,1473.7364,-4382.7857,5082.5635,-4711.9511,-1455.0384,211.4484,1039.8312,-5450.7196,-1875.6189,-2430.4910,-4562.2677,4916.3815,496.9487,4836.1571,4632.8575,6322.5570,-3662.3260,-1738.3669,-2222.7509,5201.1695,0.0000,-4478.7471,-4724.0686,794.7484,2090.2779,4863.1690,-4272.2960,-4900.1375,-5515.4381,-2357.4318,2122.5691,-793.1298,2644.3420,4766.6520,-4116.4196,-389.6075,-4068.4298,17.3107,23.6860,4429.0329,4848.7613,216.9908,-2770.8863,3200.6325,-5247.0434,-5200.1214,3245.7760,-1300.3222,5429.9966,4445.0460,5521.7420,2129.1561,-3572.5337,103.2741,2423.6301,-3642.6529,1532.3736,5454.3942,4665.3863,65437.4441,60561.5511,62063.0234,64948.4403,67859.2539,58712.3670,53229.9006,63562.8338,-43896416.7145,-43914919.4400,-43872411.0386,-43878805.8904,61850.6801,-43885206.6265,
7200.000,3094.4710,486.0133,-5302.8913,1750.2612,6304.2775,-1896.3434,353.1840,-5199.7383,-5320.0901,-3089.8136,-5408.7140,-290.6692,3595.4902,1767.0312,6319.7803,667.5180,-6358.5306,-2172.6788,-1021.7756,-6147.6267,4447.9081,-3772.5355,2234.1390,5429.4950,2163.2630,0.0000,5473.7574,5372.3980,3875.4252,-6499.8955,3914.5723,-6717.4573,3379.0803,-3787.0957,2894.0639,4131.7527,4757.1608,-4321.8177,5717.7240,-3763.1595,4590.9182,-2644.9912,197.2343,6375.8341,-4984.6844,-3904.7601,-4762.8207,-5011.0919,-5252.3817,-2189.4875,4440.3710,5301.5335,-1486.9319,-2917.1648,-330.1441,-1900.2224,-2004.8774,2389.2286,6368.9251,-201.7609,4776.1586,0.0000,-2048.8745,-1248.2543,3378.6642,6529.9708,-3909.3532,-3456.4895,2355.7770,-266.3802,5449.6462,5203.8497,-337.3415,835.4291,6748.7871,2730.9600,1783.3217,-6169.8204,-1139.2241,-2582.6692,-5409.6971,-6441.0338,3998.8481,-5890.7544,2251.9414,4874.0497,2365.7011,3759.2591,482.1536,-1824.5396,4127.5298,5470.6276,1594.5920,1770.5353,-5147.8881,898.1863,-3119.1143,-1712.3019,3768.9904,-3834.6960,-227876.7234,-234946.7709,-234808.6802,-231837.9972,-239611.0620,-236362.6584,-232080.8391,-232943.2735,-320401460.6844,-320385539.2331,-320396270.0793,-320389240.4886,-232760.8578,-320385905.5987,-2878.6646,-2465.7720,-513.7342,-4123.8655,-1772.7236,-3343.2938,-5149.2198,1212.9060,-4092.1835,4068.5353,3167.2723,-6075.0643,-5827.8231,-6580.8878,1486.9993,-5138.0661,2255.7304,-3544.4586,-4979.9360,2611.1323,-2646.2615,3345.2006,-4592.3684,-3969.7029,-3890.7278,0.0000,799.8058,-3375.3013,4176.2284,-2177.3376,-5590.4097,1723.0863,2513.1337,-4361.6306,5177.2835,-4723.1742,-676.1970,5010.9813,-3594.5426,4683.0351,365.0897,-5435.8905,-6642.1938,1874.6926,3333.0387,-5277.4087,-304.7454,-1066.8415,3085.3738,6321.5517,168.3928,-2412.5528,-6551.4287,5521.0821,6767.5837,-5792.5065,-1918.0005,-4502.1844,268.0966,-6588.5070,785.2104,0.0000,3734.3213,5956.3403,-3594.8777,62.9852,-2220.9085,-4224.7132,6314.0612,6004.6477,3698.1427,787.1437,5722.9785,6177.8911,829.7581,3140.8245,5610.8382,-2891.4983,-5319.1385,-4969.9294,-1359.9284,2088.4227,-3748.0172,-3233.0444,3456.5545,643.4266,-4213.3710,5690.9457,-4953.2212,-1994.5419,-5151.8930,2003.5001,6282.4108,3709.6320,-2288.7284,5107.0478,-2725.5756,6064.3838,4912.9376,-2108.3525,293245.7763,265999.2607,285101.3833,283022.0470,278494.5219,280037.6934,277094.5796,280076.3140,123085465.9915,123064110.7594,123071576.3636,123077974.1650,279465.3256,123090794.4001,5385.9400,-6469.2805,-4406.4823,-5271.7448,1892.6518,-5798.1071,4613.9208,4410.0515,-1323.6410,-4514.9920,2766.1577,3275.2593,944.9806,745.3606,1547.7586,-4441.2269,1520.7127,-5526.9597,-4721.2534,-1784.3593,-4546.7144,4582.2691,4675.5004,1137.0417,-5296.5747,0.0000,-4181.2847,-2780.0967,3912.1667,871.5875,861.0489,501.4564,5394.4896,-3852.1158,-3358.3410,2829.0287,-4974.4668,-1010.7068,1474.8556,-3427.1305,-5165.4306,3156.9255,1477.6023,-1903.1148,3444.6222,-2231.8967,4931.5301,-4656.7255,3078.9009,-1823.3379,5282.0134,3535.8016,-1336.1973,3007.2369,-1365.0275,-3039.0360,-6365.0100,4535.1626,-2667.0489,-1789.0348,-4953.6220,0.0000,5440.0036,3296.0274,-4718.6865,2272.4314,-5253.4771,4065.1242,1378.3606,3408.2274,-2078.3762,-4515.3448,3886.7012,2470.3119,-1260.3050,5513.4732,3645.5496,932.9805,-4183.4292,-4054.0318,-3984.9223,-1397.6483,-4205.5298,-1617.0401,-5454.5529,4851.8392,4930.4554,1063.6197,4794.3026,-6407.8391,-1717.7504,-3737.8681,2325.3100,5482.2894,-4047.1270,-4605.1634,5501.3620,2824.4340,-3085.9740,-5361.9525,67343.3630,62141.8880,64870.9701,63739.1673,70362.7675,64031.2039,54142.0581,61876.4831,-43820033.3470,-43838504.5470,-43798139.3445,-43805165.9500,63540.4235,-43807907.8391,
