sl_100_5400_20260817 Coordinates.csv
2026/08/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:29 2024,
Start: 2026/08/17 07:47:00.00, Stop: 2026/08/17 09:17:00.00,
TIME_UNITS,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-30342 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-4012 - X-Coordinate,STARLINK-2500 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-3633 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-3240 - X-Coordinate,STARLINK-6055 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-31392 - X-Coordinate,STARLINK-3057 - X-Coordinate,STARLINK-5020 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-30947 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-5077 - X-Coordinate,STARLINK-2273 - X-Coordinate,STARLINK-4801 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-5268 - X-Coordinate,STARLINK-4505 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-3620 - X-Coordinate,STARLINK-31499 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-4493 - X-Coordinate,STARLINK-4328 - X-Coordinate,STARLINK-2461 - X-Coordinate,STARLINK-1699 - X-Coordinate,STARLINK-30823 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-31329 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-30335 - X-Coordinate,STARLINK-30423 - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-2615 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-2610 - X-Coordinate,STARLINK-32232 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-3276 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-5153 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-6376 - X-Coordinate,STARLINK-31478 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-3279 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-6332 - X-Coordinate,STARLINK-2322 - X-Coordinate,STARLINK-30928 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-3912 - X-Coordinate,STARLINK-5394 - X-Coordinate,STARLINK-6350 - X-Coordinate,STARLINK-4007 - X-Coordinate,STARLINK-4107 - X-Coordinate,STARLINK-5028 - X-Coordinate,STARLINK-30111 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-30485 - X-Coordinate,STARLINK-31906 - X-Coordinate,STARLINK-2524 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-1970 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-5757 - X-Coordinate,STARLINK-4672 - X-Coordinate,STARLINK-30259 - X-Coordinate,STARLINK-2102 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-30568 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-31097 - X-Coordinate,STARLINK-3235 - X-Coordinate,STARLINK-30258 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-30342 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-4012 - Y-Coordinate,STARLINK-2500 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-3633 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-3240 - Y-Coordinate,STARLINK-6055 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-31392 - Y-Coordinate,STARLINK-3057 - Y-Coordinate,STARLINK-5020 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-30947 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-5077 - Y-Coordinate,STARLINK-2273 - Y-Coordinate,STARLINK-4801 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-5268 - Y-Coordinate,STARLINK-4505 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-3620 - Y-Coordinate,STARLINK-31499 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-4493 - Y-Coordinate,STARLINK-4328 - Y-Coordinate,STARLINK-2461 - Y-Coordinate,STARLINK-1699 - Y-Coordinate,STARLINK-30823 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-31329 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-30335 - Y-Coordinate,STARLINK-30423 - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-2615 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-2610 - Y-Coordinate,STARLINK-32232 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-3276 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-5153 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-6376 - Y-Coordinate,STARLINK-31478 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-6332 - Y-Coordinate,STARLINK-2322 - Y-Coordinate,STARLINK-30928 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-3912 - Y-Coordinate,STARLINK-5394 - Y-Coordinate,STARLINK-6350 - Y-Coordinate,STARLINK-4007 - Y-Coordinate,STARLINK-4107 - Y-Coordinate,STARLINK-5028 - Y-Coordinate,STARLINK-30111 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-30485 - Y-Coordinate,STARLINK-31906 - Y-Coordinate,STARLINK-2524 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-1970 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-5757 - Y-Coordinate,STARLINK-4672 - Y-Coordinate,STARLINK-30259 - Y-Coordinate,STARLINK-2102 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-30568 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-31097 - Y-Coordinate,STARLINK-3235 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-30342 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-4012 - Z-Coordinate,STARLINK-2500 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-3633 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-3240 - Z-Coordinate,STARLINK-6055 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-31392 - Z-Coordinate,STARLINK-3057 - Z-Coordinate,STARLINK-5020 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-30947 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-5077 - Z-Coordinate,STARLINK-2273 - Z-Coordinate,STARLINK-4801 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-5268 - Z-Coordinate,STARLINK-4505 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-3620 - Z-Coordinate,STARLINK-31499 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-4493 - Z-Coordinate,STARLINK-4328 - Z-Coordinate,STARLINK-2461 - Z-Coordinate,STARLINK-1699 - Z-Coordinate,STARLINK-30823 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-31329 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-30335 - Z-Coordinate,STARLINK-30423 - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-2615 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-2610 - Z-Coordinate,STARLINK-32232 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-3276 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-5153 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-6376 - Z-Coordinate,STARLINK-31478 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-6332 - Z-Coordinate,STARLINK-2322 - Z-Coordinate,STARLINK-30928 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-3912 - Z-Coordinate,STARLINK-5394 - Z-Coordinate,STARLINK-6350 - Z-Coordinate,STARLINK-4007 - Z-Coordinate,STARLINK-4107 - Z-Coordinate,STARLINK-5028 - Z-Coordinate,STARLINK-30111 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-30485 - Z-Coordinate,STARLINK-31906 - Z-Coordinate,STARLINK-2524 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-1970 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-5757 - Z-Coordinate,STARLINK-4672 - Z-Coordinate,STARLINK-30259 - Z-Coordinate,STARLINK-2102 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-30568 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-31097 - Z-Coordinate,STARLINK-3235 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5140.0379,4644.9902,0.0000,-1060.6597,1454.2844,-6312.3672,-2116.4449,-1631.2886,2096.8240,2603.6516,-2766.6195,3188.5654,4375.1104,-2996.2547,6236.9724,-2861.8662,-2528.1213,-3086.0700,3293.3299,5145.5601,-5722.7489,-6792.5777,2871.7121,-6423.7346,566.0895,-5927.0869,-1711.0578,421.9795,6389.5321,-1717.5127,4086.8555,-2702.2102,-6260.7623,4928.5071,-6378.1122,-6393.3507,-4106.4198,-1671.8519,0.0000,-5791.5702,-5000.0422,-4001.1355,-6658.4724,-2173.4381,4435.9186,4562.3641,5827.3167,-2928.9421,-1944.8232,-4774.3662,376.7727,-122.6533,-2156.0799,-4476.2845,-174.9291,4382.5644,-3771.2984,-4778.1340,272.6040,2053.1497,4629.6513,1399.8108,-4358.9542,-5750.6870,6216.6930,838.7810,4683.2332,3725.4912,3093.6939,1430.7077,-1480.7530,-4997.7219,-3810.3303,-5339.6032,-4533.2028,2414.8434,6534.6413,-2329.9154,-722.9492,663.0122,4435.0089,-2447.9084,6138.5976,-4496.8911,-1665.1376,-4134.9414,-3060.3766,-4661.8276,-4011.9562,-5840.5958,-1769.2027,5177.6508,4883.8962,-2296.2647,6208.0257,-852.9977,-3140.6256,-6783.8758,6064.4357,-2973.6435,155464.1377,185218.7647,172219.8997,169254.8014,177689.2929,174920.3528,172098.7323,171028.3405,-258112338.2675,-258094013.4690,-258085012.8658,-258112618.8257,171790.1087,-258110323.4207,3662.0314,-3349.0005,0.0000,-5736.6062,-5580.5603,-757.6632,4111.1601,-6523.8278,-4155.9544,-6066.1908,-3496.5862,2834.6506,1955.6767,-4091.4249,645.4797,4198.8822,-5251.0973,4072.5662,-3832.3628,-3976.9989,3287.2783,-1187.0464,-3603.4669,-1495.0846,-6734.0271,-2638.5141,6589.8118,-6891.2537,1201.7311,-87.6017,-2943.3820,6358.5815,1646.1516,-4866.3804,-2452.1801,-2488.8217,-1577.0171,6333.8153,0.0000,-735.1757,-903.5035,3215.9547,1518.9012,3609.3062,3179.2086,-5203.7142,-1946.1690,3353.0148,-3737.3613,-4848.5137,4325.6401,-6104.8987,-4259.4767,4865.8021,-4532.9953,4160.8971,2270.9713,4656.2849,4487.2253,-6377.2672,3551.0059,5015.8740,2310.0520,1169.6748,2926.5302,-5452.5851,3658.0201,-2274.8219,-4267.2728,-3965.1500,-6038.1790,-871.0550,3583.8214,569.2842,-4994.2658,-6191.9780,1256.1471,6337.6191,-4313.2202,6906.1563,-3662.9465,-6332.2055,-1773.5357,-81.4878,4735.2842,-914.3357,-5367.5290,2009.1612,-2795.6774,-1534.7266,-6690.7099,3906.9281,-1580.2871,3872.4508,-2169.5008,-5641.0171,5919.2114,422.4138,3315.9278,5256.6703,331817.1549,353853.0310,333202.9030,334115.7063,335830.6569,335454.0827,343373.5596,340731.8069,54107372.1161,54132275.5320,54128300.2346,54129167.9227,339301.9270,54125020.3383,-2340.4399,-3688.1195,0.0000,3733.5148,-3782.7171,2756.0476,-5137.5574,1641.6062,-5103.1838,-2056.4104,-5325.4498,5422.7873,5031.2703,4715.6781,-2970.9733,4533.3842,3791.0957,4357.3962,4705.1589,2414.7764,-2136.1548,-729.3054,-4960.2278,-1733.5635,1534.2191,-2412.6849,557.4173,312.9028,-2351.4721,6711.0834,4686.0712,144.8368,2153.2196,343.3085,651.2958,-832.9516,-5359.5756,-2203.5149,0.0000,-3724.9848,-4552.9319,-4336.5705,657.8812,-5486.6721,4266.8369,-143.8215,3051.8933,-5283.8976,-5482.8247,-1316.0430,-5301.2682,3202.0533,-4829.6833,-2111.7428,-5103.2030,-3363.2298,-5266.0537,1752.9775,-5272.7895,-1771.8619,3731.8459,4203.2359,4806.2208,-3669.4010,-747.4470,-4171.3756,3547.8304,5325.6556,4503.9605,-5483.9714,-3011.0689,4726.0121,-4560.5454,-4353.9115,1730.2607,1894.9500,-1956.5331,880.4922,5304.7731,-344.0493,3862.5126,-610.3835,-2649.0203,5201.7299,4673.3070,5442.0604,-2911.0562,-4724.1983,4874.2109,3192.3280,-461.6917,-2408.9506,4646.8922,5242.4054,-2164.5723,3922.8593,151.4512,1322.2326,-230.2129,-3413.5731,-81787.6790,-85309.2196,-86309.7264,-81048.6661,-80774.7192,-91248.8246,-93113.5209,-86435.4465,115737391.8122,115715730.2229,115749938.7811,115741090.0647,-85721.2846,115747484.4441,
300.000,6113.3528,4244.8038,0.0000,-2705.5389,175.5471,-6741.9858,25.0023,-2850.1169,-40.8993,1525.9738,-4368.2594,4113.6619,5845.4681,-4620.2962,6672.4427,-817.5159,-3574.4255,-1030.3185,2418.2733,3524.4466,-4276.5371,-6566.9251,2824.9762,-5945.0586,-1026.5280,-5621.0823,-409.0634,-801.6502,5740.1277,284.0972,3600.4427,-1482.3036,-5073.4108,3697.3645,-6329.6647,-6709.6817,-5238.0162,-501.2450,0.0000,-6342.3251,-5417.3945,-3467.0307,-6134.9038,-444.5505,5787.7106,3238.5411,4389.3650,-1713.3258,-3867.8692,-5822.3600,2422.7236,-1511.6023,-3318.3143,-2800.6231,-2088.3428,5700.7293,-2046.4572,-3997.3292,2250.9036,355.6618,5989.5816,3160.0961,-2564.1655,-4359.6572,6591.4269,-592.2112,6026.9527,2026.7249,1064.2881,-725.1612,-2886.5117,-5171.6724,-1968.9078,-5811.2048,-5517.6045,940.5148,6118.9025,-710.0848,-2611.3073,1239.2480,3516.0078,-3779.5144,4843.3534,-5012.2995,446.1991,-4031.8424,-4108.5521,-3669.5665,-4181.9979,-6647.0589,-3104.0799,6171.7216,3787.2359,-845.4709,4963.2583,-2733.7443,-1610.6230,-6712.4140,6386.4973,-1006.5477,148410.2842,177738.3804,164883.2790,162024.3651,170497.7559,167756.2927,164862.3336,163781.9050,-259230254.4078,-259212308.8199,-259202938.5370,-259231236.4563,164568.1767,-259228221.4371,2754.7947,-4870.6260,0.0000,-4548.3357,-6507.0382,840.5788,4150.2522,-6308.7549,-4153.3881,-6736.1653,-3805.2728,860.5151,1543.2632,-2709.6049,-983.1143,4945.2363,-5660.9236,4805.4170,-5434.2333,-4769.6436,4289.6329,378.4375,-5161.4633,-78.0722,-6210.3438,-1072.3110,6410.2643,-6537.8226,-245.1415,-1182.4530,-4709.7224,6545.2746,2678.2827,-5745.2459,-1129.5593,-1321.6569,-2650.8578,6877.1632,0.0000,1013.9385,1152.6405,4905.4672,2942.7448,4815.4112,1747.6506,-5955.9776,-2933.7568,4971.8744,-2858.2592,-3750.6811,4514.3162,-5011.6814,-2477.5793,5387.8894,-3526.7355,3496.2674,3595.1067,5624.3699,4824.5665,-6193.2033,2316.9214,3746.5291,3393.1086,2391.9366,1775.8019,-6309.2189,2463.4348,-3636.3039,-4959.5862,-4247.0079,-6128.7602,1258.8563,4687.3693,2221.2875,-4250.5868,-5895.9873,-426.0592,6353.0952,-3228.3976,6393.1461,-5286.3064,-5590.5815,-2790.3053,1855.0770,5186.5666,1264.6448,-3768.8662,3895.0220,-699.1850,-315.9128,-5888.0422,3052.9432,-3437.7078,5263.3894,-3423.4077,-5681.5501,6280.9646,1637.3082,2129.6933,5361.5969,334934.4195,357665.7092,336736.7204,337721.5522,339382.3416,339002.8537,346849.5857,343967.0694,48459100.3784,48484247.5892,48480781.3225,48480509.4871,342851.4045,48476832.4805,-571.2077,-2153.2206,0.0000,4466.5795,-2275.4074,1370.1107,-5526.8794,-153.3485,-5518.7794,-281.1534,-3830.6704,5472.5064,3429.2688,4390.0132,-1626.3743,4609.0639,1883.4534,4575.7773,3510.3264,3596.1033,-3382.2073,-2196.9909,-3348.5122,-3342.1591,2894.1113,-3895.7497,2317.6040,2085.9548,-3847.2529,6820.1645,3494.2275,-1655.1542,3687.4727,-1195.8875,2397.0427,984.7252,-3688.8590,-443.9422,0.0000,-2587.9027,-3983.6253,-3010.6128,-895.1105,-4945.9618,3384.6989,1389.0772,4376.4128,-4480.8344,-4967.3384,219.2831,-4549.8751,4484.2796,-5382.3390,-3363.0473,-5461.0569,-1758.1890,-5476.8886,-43.2100,-4433.9953,-3090.9401,2597.6364,4555.7232,5416.2810,-4814.5286,1069.5197,-2768.2685,2351.6948,5485.0677,4725.5845,-5410.7382,-1344.1401,4443.6289,-4723.8764,-3012.3544,-59.2635,3476.6171,-3239.9559,2339.8257,5479.2953,-2420.9104,2778.0167,947.1503,-4075.7398,4329.6329,4465.9044,5449.6336,-3946.6524,-4410.1778,5448.0281,1553.3005,-1954.5405,-665.4979,4667.0357,4399.6924,-3404.2585,2864.1846,1689.1116,-486.6652,1573.1685,-4286.4482,-81922.5889,-85454.8989,-86341.3171,-81322.4225,-80786.6958,-91172.5276,-93385.5290,-86969.2708,115736458.5482,115714651.3201,115748544.2793,115740192.0188,-85850.9851,115746399.3808,
600.000,6421.9995,3423.8684,0.0000,-4123.5768,-1095.7282,-6521.8634,2169.7203,-3787.7747,-2182.0426,299.1620,-5502.5210,4684.4761,6720.1970,-5817.9875,6468.7187,1295.7590,-4238.5465,1123.6418,1341.7497,1554.8377,-2412.4611,-5711.9141,2511.7728,-4866.4156,-2545.7476,-4787.2953,960.6037,-1968.8661,4540.0966,2298.8505,2789.8226,-97.3658,-3360.3322,2099.9360,-5648.4037,-6359.1920,-5771.8943,714.4423,0.0000,-6290.5348,-5318.5335,-2590.6420,-4994.6833,1288.5506,6589.3744,1588.8466,2508.0763,-374.5113,-5420.9704,-6306.0669,4203.2427,-2795.8161,-4189.8245,-840.6440,-3821.1105,6444.2113,-149.3544,-2815.2741,3984.5669,-1400.4991,6769.8486,4611.7244,-533.4362,-2553.4712,6312.5264,-1935.7095,6784.2141,161.5653,-1057.2252,-2799.1851,-3990.9983,-4887.4999,41.3987,-5726.7484,-5964.7596,-660.0686,5127.5563,1002.7879,-4269.4910,1721.3285,2282.6765,-4732.9143,3070.0952,-5063.2796,2499.3463,-3587.4020,-4779.1954,-2362.8481,-3996.7690,-6769.1498,-4157.2069,6548.8034,2361.8610,645.8719,3237.6116,-4332.8350,107.6329,-5974.6152,6080.6297,1073.0557,141295.3668,170178.8612,157473.5243,154719.7783,163231.4154,160516.7734,157555.8253,156540.1643,-260224584.9096,-260207022.5247,-260197305.1229,-260226227.3465,157272.9557,-260222537.4576,1555.3557,-5872.7573,0.0000,-2942.9552,-6786.3652,2344.7682,3839.4661,-5467.2696,-3799.5806,-6733.6657,-3771.9717,-1173.3419,1019.5118,-1101.1323,-2502.2799,5229.2053,-5511.9416,5070.4931,-6495.1285,-5134.9688,4909.7241,1927.4075,-6139.0724,1381.7631,-5093.4835,633.2177,5576.2432,-5534.5005,-1706.2947,-2064.1689,-5993.0470,6086.6724,3475.2301,-6075.7737,332.8319,-11.7292,-3479.6983,6733.7920,0.0000,2643.9472,3073.4284,6053.6027,4080.3525,5583.2638,177.2742,-6136.4504,-3672.4247,6113.6722,-1749.7582,-2286.7682,4290.8284,-3436.0380,-461.0429,5419.3402,-2209.3191,2502.0760,4606.0924,6028.6160,4730.2974,-5426.1392,882.8619,2106.0419,4193.1502,3429.3000,436.4035,-6550.9543,1051.8100,-4682.7016,-5216.6919,-4168.2820,-5615.0094,3257.6646,5379.5826,3626.6495,-3092.2706,-5034.6379,-2093.9127,5728.3335,-1870.5316,5228.0059,-6394.2938,-4272.8937,-3576.1583,3577.7146,5160.8745,3319.4791,-1789.6170,5418.1931,1472.6639,917.6693,-4512.7101,1902.0853,-4984.3183,6155.2393,-4377.3529,-5192.4835,5974.8526,2695.2675,715.4479,4987.3414,337902.3467,361319.4720,340120.5103,341176.6420,342782.3955,342402.9056,350170.3933,346960.8567,42787816.5984,42813194.3412,42810250.8295,42808781.8583,346247.1523,42805633.7620,1264.8441,-375.2685,0.0000,4720.9021,-520.6375,-162.6846,-5321.2457,-1931.8461,-5339.1339,1524.4547,-1928.5846,4930.1544,1463.3162,3593.8235,-108.0066,4165.4664,-223.9509,4257.5024,1935.8466,4393.3466,-4267.2469,-3429.7236,-1352.6606,-4575.5906,3943.6977,-4960.5574,3818.2617,3633.4041,-4928.5167,6201.7426,1920.3560,-3276.3577,4807.7217,-2607.1986,3878.2564,2695.8340,-1623.8727,1363.6276,0.0000,-1172.8933,-2967.7014,-1331.1697,-2349.3058,-3873.6659,2139.9221,2772.4060,5217.9504,-3194.1699,-3917.2604,1731.0671,-3295.2566,5279.1706,-5324.4742,-4255.9730,-5209.3821,36.5448,-5085.8043,-1834.7312,-3120.6203,-4079.0682,1184.7858,4367.8716,5436.8891,-5443.0533,2770.7767,-1066.7178,902.7262,5047.4543,4442.4857,-4756.1703,468.3399,3686.6959,-4384.2291,-1345.6757,-1842.5519,4682.6598,-4177.4091,3534.7050,5054.5741,-4240.3330,1395.8825,2397.8755,-5064.0436,2983.9515,3765.9593,4866.5354,-4541.3712,-3625.2969,5433.2833,-259.3918,-3238.5334,1149.6747,4186.8389,3082.7064,-4278.4895,1498.0166,3026.7225,-2243.3154,3206.6778,-4702.2693,-82057.7230,-85600.5473,-86371.9209,-81601.2618,-80802.2138,-91090.1419,-93652.1357,-87413.8620,115735529.5741,115713574.7755,115747149.0845,115739343.7281,-85980.6322,115745314.1125,
