sl_100_5400_20260804 Coordinates.csv
2026/08/04 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:54 2024,
Start: 2026/08/04 07:47:00.00, Stop: 2026/08/04 09:17:00.00,
TIME_UNITS,STARLINK-1216 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-31770 - X-Coordinate,STARLINK-1623 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-30962 - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-1559 - X-Coordinate,STARLINK-5414 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-3781 - X-Coordinate,STARLINK-31098 - X-Coordinate,STARLINK-30550 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-30163 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-32267 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-6239 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-4160 - X-Coordinate,STARLINK-30920 - X-Coordinate,STARLINK-31206 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-5545 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-3331 - X-Coordinate,STARLINK-3057 - X-Coordinate,STARLINK-31146 - X-Coordinate,STARLINK-2337 - X-Coordinate,STARLINK-2431 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-6369 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-30546 - X-Coordinate,STARLINK-4793 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-2267 - X-Coordinate,STARLINK-31162 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-5225 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-31557 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-5016 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-30833 - X-Coordinate,STARLINK-4618 - X-Coordinate,STARLINK-1826 - X-Coordinate,STARLINK-1755 - X-Coordinate,STARLINK-6287 - X-Coordinate,STARLINK-30210 - X-Coordinate,STARLINK-2064 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-30943 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-31803 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-5473 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-11204 [DTC] - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-5029 - X-Coordinate,STARLINK-5889 - X-Coordinate,STARLINK-4462 - X-Coordinate,STARLINK-3448 - X-Coordinate,STARLINK-30147 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-4370 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-31770 - Y-Coordinate,STARLINK-1623 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-30962 - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-1559 - Y-Coordinate,STARLINK-5414 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-3781 - Y-Coordinate,STARLINK-31098 - Y-Coordinate,STARLINK-30550 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-30163 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-32267 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-6239 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-4160 - Y-Coordinate,STARLINK-30920 - Y-Coordinate,STARLINK-31206 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-5545 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-3331 - Y-Coordinate,STARLINK-3057 - Y-Coordinate,STARLINK-31146 - Y-Coordinate,STARLINK-2337 - Y-Coordinate,STARLINK-2431 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-6369 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-30546 - Y-Coordinate,STARLINK-4793 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-2267 - Y-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-5225 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-31557 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-5016 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-30833 - Y-Coordinate,STARLINK-4618 - Y-Coordinate,STARLINK-1826 - Y-Coordinate,STARLINK-1755 - Y-Coordinate,STARLINK-6287 - Y-Coordinate,STARLINK-30210 - Y-Coordinate,STARLINK-2064 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-30943 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-31803 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-5473 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-11204 [DTC] - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-5029 - Y-Coordinate,STARLINK-5889 - Y-Coordinate,STARLINK-4462 - Y-Coordinate,STARLINK-3448 - Y-Coordinate,STARLINK-30147 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-31770 - Z-Coordinate,STARLINK-1623 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-30962 - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-1559 - Z-Coordinate,STARLINK-5414 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-3781 - Z-Coordinate,STARLINK-31098 - Z-Coordinate,STARLINK-30550 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-30163 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-32267 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-6239 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-4160 - Z-Coordinate,STARLINK-30920 - Z-Coordinate,STARLINK-31206 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-5545 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-3331 - Z-Coordinate,STARLINK-3057 - Z-Coordinate,STARLINK-31146 - Z-Coordinate,STARLINK-2337 - Z-Coordinate,STARLINK-2431 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-6369 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-30546 - Z-Coordinate,STARLINK-4793 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-2267 - Z-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-5225 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-31557 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-5016 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-30833 - Z-Coordinate,STARLINK-4618 - Z-Coordinate,STARLINK-1826 - Z-Coordinate,STARLINK-1755 - Z-Coordinate,STARLINK-6287 - Z-Coordinate,STARLINK-30210 - Z-Coordinate,STARLINK-2064 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-30943 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-31803 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-5473 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-11204 [DTC] - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-5029 - Z-Coordinate,STARLINK-5889 - Z-Coordinate,STARLINK-4462 - Z-Coordinate,STARLINK-3448 - Z-Coordinate,STARLINK-30147 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5079.2779,5016.9152,-5758.7396,5142.4779,3346.7866,-3949.0128,-2455.0083,1184.1271,2588.3029,-3048.8438,-3429.1392,6066.2890,-1447.7755,4270.0736,4895.5388,-4813.7908,-1050.3738,353.7329,1200.1853,4415.0520,-88.3338,-4243.6713,-2532.6315,2893.4146,2446.6739,6609.1364,6015.1466,3097.9383,-888.7801,150.6112,2929.5473,5884.2979,689.8829,-1747.4815,-5561.8192,-912.6911,-4168.1736,6056.3595,2705.5482,-5177.4261,6596.9642,-4143.9648,4879.8572,-18.9886,-1507.7604,-1707.7215,-2372.7874,-4652.0721,-4803.0375,-6162.9074,-2488.7178,-2722.1593,563.1181,3127.7212,6215.0758,-1799.9729,-2231.8731,-1706.4265,5076.8591,-4160.1401,6428.6822,-5268.5346,-2760.8523,4374.4655,0.0000,-5055.9150,5933.3958,3404.6357,0.0000,4220.4971,-5428.7078,2991.7645,-4881.6637,556.1011,-5358.8655,-5494.5642,-2124.1582,2318.6742,3817.6110,2105.2902,-1861.4852,4621.2156,5375.0225,-3658.8864,-1442.9604,3615.2192,-2250.8424,0.0000,-6401.9109,5323.4561,-4991.9596,-5187.8879,-3152.2604,3409.8466,-619.2587,4248.2424,4386.3073,1640.3953,6101.5763,-3557.3523,-234390.9314,-208164.4026,-223633.2366,-226405.0463,-217803.1224,-220610.7045,-221616.2312,-222537.0314,-262613148.1411,-262555641.6268,-262591540.9215,-262601282.2021,-222807.8888,-262599208.9678,4496.1903,2868.0436,599.3347,4073.7339,-4512.7488,-3496.8895,5714.0948,-6551.0556,6384.7288,-5030.8880,3752.4139,1086.4575,5653.0304,-4704.7460,-3224.5911,3272.3366,-5213.5820,-6920.7428,6710.0355,2510.0327,-5118.2881,-538.9784,-6215.5861,-5955.8407,-6366.1069,-2098.0613,-3216.9385,2761.4952,-4844.5825,5548.8727,-6141.1781,-2747.2385,5072.3443,4231.0751,620.9156,4971.2729,-2933.7937,3141.6406,2411.8922,-37.6981,-1042.1784,-2521.1926,1194.1183,-6294.5532,-5620.1379,-6650.7862,4903.5348,1541.5720,-54.8863,-2806.6484,-3519.2921,4198.0527,4588.3453,4124.2939,-1423.4834,6673.2650,-3898.2471,-5723.4198,814.9642,525.5768,2000.2143,-855.1741,-5943.4470,-3049.8560,0.0000,-903.7832,-3231.5738,-4060.6722,0.0000,-696.5256,-523.6076,-4015.7173,3770.9392,-4392.9544,-243.5398,3699.1695,-5226.5858,-4671.5677,3545.3629,3826.7579,3757.4106,1288.5127,-4373.0720,5231.5847,4906.6190,-3037.9606,-977.8406,0.0000,1084.1649,-2545.1722,908.5128,-4473.2147,-1122.3444,6001.8569,-2334.5285,-1832.4056,-2638.6983,-5319.8094,-1239.1411,2664.5607,-308281.4283,-297173.5982,-304948.3239,-303400.5727,-303558.4846,-303330.8358,-294977.6740,-300670.1574,71572770.1267,71582798.0052,71568871.6952,71556372.4542,-298893.4688,71562651.6876,1383.2612,-3871.5242,3797.9929,-1868.8204,3823.7285,-4467.6871,3029.2762,1913.4684,-776.6987,-3433.1415,4708.3012,-3118.3791,3736.3998,2688.8579,-3655.5361,-3747.0695,-4349.4717,-157.5632,-287.1779,4424.9443,4769.5838,5304.4385,-1508.2090,1642.9462,208.2470,-98.8671,-233.5505,-5513.3767,-4827.1194,3982.5953,-52.5175,2442.7643,-4643.5665,5222.3174,3896.2188,-4574.2492,-4574.7925,-1098.1644,-5939.7343,-4601.6362,-1035.6194,4916.1754,4739.8066,-2894.6462,-3763.4150,-1071.2699,4325.9689,4845.5841,4966.0731,1472.1085,5389.5724,4662.1128,5180.3872,4562.0756,2191.8061,-378.2985,-5257.6612,-3443.5184,4615.3904,5350.8375,1621.3835,-4390.8412,1544.3708,-4438.7773,0.0000,-4664.0071,-1462.2547,-4469.6959,0.0000,-5449.2680,-4241.1735,4679.2597,3093.0679,5307.6211,-4379.0724,1989.6581,-4026.1536,-4529.3940,4404.9990,-5107.3475,-5497.2874,4966.5692,-277.4693,-2320.9863,4566.2167,-5046.3271,-6503.7447,0.0000,-1300.0431,3523.5827,4692.4190,-388.5846,-6092.8177,-54.2361,6511.2236,-5146.0684,-4503.4021,4082.0859,-3063.5550,5325.4444,76117.9830,72964.5551,73811.2969,79142.8304,79360.2321,68872.7262,67061.9530,74576.0783,118305403.1695,118288808.6262,118274638.5416,118302396.1434,74433.0750,118294416.9414,
300.000,-3741.5565,6133.4180,-5895.3445,6167.8541,1419.9484,-4198.0608,-777.1471,-491.1513,3794.7834,-4725.7266,-1789.5896,5282.0757,221.6411,3531.4812,3148.1367,-3064.7016,-2434.1049,-855.6663,2316.7292,5804.6563,-2203.7947,-4823.1504,-3417.1263,1420.9540,898.2364,5818.8869,5044.1709,4396.3544,-2457.8656,1692.4111,1414.3909,5039.9778,2768.8198,-104.3183,-4500.7637,997.4363,-5663.7081,6561.2128,4559.8851,-5836.3659,6323.0586,-5594.2223,5911.3916,-1696.5625,-3059.0300,-2157.8296,-718.1609,-4689.0893,-3789.7281,-6785.8526,-4332.6208,-792.9480,1722.7259,4846.4385,5033.4193,-527.6858,-4155.8499,-3201.4689,4235.9203,-3297.2312,6905.0298,-6163.2318,-3919.4448,5588.7773,0.0000,-5429.1630,5378.1892,1423.9855,0.0000,4114.5402,-4441.4600,915.9280,-4404.9153,-1547.5947,-4293.7599,-4000.1708,-3575.1918,300.7118,5407.9332,4061.5346,246.2617,5685.2600,4220.3511,-2048.7072,546.5066,2866.7630,-2549.5553,0.0000,-5479.6091,5187.5946,-5322.5019,-5847.0212,-4810.5634,4274.0882,-2760.3898,3988.9115,4080.3235,-442.0067,4916.8219,-5058.3013,-227668.5989,-201915.9942,-217361.0001,-220013.5057,-211384.8062,-214166.1144,-215259.0083,-216000.6116,-264110507.7400,-264053522.1174,-264089519.5127,-264098049.5372,-216419.9017,-264096649.7629,4966.0194,2615.6702,2446.2480,2887.6828,-4503.3583,-1493.6605,5310.7605,-6118.7727,5354.5585,-4380.1287,5102.2729,-471.7802,6419.2454,-5847.7674,-3840.2767,4303.9085,-3758.3760,-6678.5115,6076.0761,1372.6375,-4886.3238,1455.5936,-5073.5308,-5814.4380,-6536.2003,-3411.1129,-4403.3546,1037.5981,-3459.2120,6119.7892,-6465.3942,-1872.7635,4796.8413,3120.3685,2418.0343,4171.7129,-1921.5145,2041.3618,2247.0203,1622.9109,-2244.1078,-1299.7516,-323.6813,-5437.8565,-4308.6965,-5843.3968,5985.1978,3415.0214,1803.0148,-1414.3641,-2566.5140,5164.9487,5664.2724,3630.8037,-2501.9836,6561.4722,-3327.0312,-5816.0372,-1055.4892,2547.6077,541.2966,624.3433,-5470.4065,-3252.9757,0.0000,1156.7728,-4326.7967,-4867.7779,0.0000,-2778.6935,1188.4821,-4173.6763,5115.7863,-3867.5338,1448.3314,4597.6415,-3744.0388,-4411.7280,2784.6230,3266.1131,4293.4158,-296.0644,-5354.2878,5230.5963,5553.0812,-4819.0454,1204.4734,0.0000,2213.9203,-4065.3337,2697.5771,-3055.3213,-136.5198,5098.9882,-2069.7692,-3778.7364,-4402.3472,-5108.2108,-2736.7103,3047.9203,-313143.7281,-301564.4588,-309549.3001,-307952.8415,-308171.5062,-307953.7429,-299654.5828,-305156.8855,65822533.7032,65833497.9222,65818839.3808,65806005.8292,-303502.0901,65812429.4343,3039.6107,-1977.5085,2688.7154,-357.0085,4885.3970,-5284.8563,4361.3213,3204.9449,-2239.3959,-2204.6401,4333.1609,-4425.8238,2603.7299,980.7062,-4803.4359,-4473.6190,-5210.9709,1639.3091,-2070.3312,3134.0681,4498.9831,4590.7203,-3149.5494,3268.6288,1730.8055,-1618.0583,1313.2653,-5216.4165,-5436.3835,2528.2213,-1587.1751,4381.1026,-4133.8897,6201.9672,4514.5539,-5298.6891,-3336.1988,718.6192,-4750.7348,-3357.9763,797.1041,3839.2417,3561.1148,-3945.0351,-4484.1874,-3083.5381,3473.4863,3724.6809,5487.4196,-55.9611,4720.9084,4412.4768,3631.6885,3311.1960,3718.5719,-2145.2916,-4413.0093,-1853.7103,5354.3322,5371.3015,101.5913,-3063.1454,-281.8174,-2511.7675,0.0000,-4161.4439,341.8274,-4726.5842,0.0000,-4830.9287,-5157.1263,5357.2468,1439.7406,5515.8345,-5236.4719,3265.9489,-4609.3516,-5306.8893,3095.1838,-4241.8434,-5413.5126,3911.1990,1259.4891,-3821.3510,3986.4423,-4039.2248,-6353.2948,0.0000,-2990.0703,1955.6583,3490.6719,-1894.1896,-5015.2295,-1844.9078,6028.3852,-4206.0413,-3231.7593,4620.7889,-4061.6922,3643.9152,76215.4065,73085.2517,74038.8152,79129.2923,79608.6872,69207.6809,67048.6039,75170.0066,118305261.0702,118288351.8128,118274361.2126,118302404.4188,74562.8988,118294159.6833,
600.000,-2014.6905,6620.2508,-5478.8057,6562.2968,-676.3115,-4089.4434,1012.2048,-2145.6737,4654.6872,-5910.5277,-8.7045,3999.3186,1847.3077,2449.2142,1083.1464,-1026.0149,-3624.2705,-1998.9868,3216.7163,6575.0964,-4110.9983,-4947.8588,-3991.6251,-228.9203,-757.4555,4461.3068,3552.9357,5299.0960,-3829.8193,3034.9680,-259.9326,3620.0321,4572.5617,1604.0490,-3011.8770,2839.8344,-6583.0222,6413.6601,5946.5596,-5942.1373,5370.7378,-6499.6333,6373.5631,-3242.3817,-4351.4958,-2428.9060,976.7591,-4293.8571,-2448.8934,-6750.5566,-5757.1705,1192.1524,2665.3893,6072.1668,3312.6328,819.9310,-5666.5624,-4358.5787,3021.7681,-2147.1628,6709.9186,-6459.5409,-4657.2195,6210.6254,0.0000,-5314.7776,4284.0179,-681.7136,0.0000,3656.1849,-3051.8746,-1261.4574,-3501.0201,-3515.9747,-2843.9067,-2107.6030,-4719.1293,-1769.2440,6435.0196,5575.9643,2312.2555,6206.9242,2648.6233,-196.1614,2459.2024,1878.6012,-2673.1573,0.0000,-3934.9818,4543.3538,-5154.8478,-5934.5121,-6004.8242,4729.1595,-4625.3877,3380.6294,3385.5636,-2496.2014,3272.2852,-6032.1604,-220844.0667,-195576.8286,-210992.5996,-213526.9357,-204872.2968,-207627.2393,-208803.7862,-209407.7635,-265481969.8152,-265425526.2102,-265461607.7297,-265468910.3045,-209936.6796,-265468193.2050,4972.5899,2122.9190,4038.5293,1410.0531,-4075.0755,666.1932,4415.6832,-5107.0821,3800.7206,-3300.8668,5984.7091,-2024.6807,6574.6904,-6400.1330,-4127.9227,4959.8619,-1950.3093,-5776.6237,4809.0649,123.7565,-4237.8759,3272.3277,-3411.9780,-5092.7169,-6046.7245,-4408.9833,-5152.4960,-749.6131,-1765.9113,6074.9827,-6132.8443,-849.3610,4092.4594,1754.3009,4001.3658,2989.5034,-750.4210,729.5097,1917.3187,3093.8673,-3215.1989,9.5877,-1774.0526,-4073.4740,-2601.8755,-4435.6402,6511.0952,4927.5311,3519.4041,115.6075,-1409.5100,5646.8997,6188.0082,2810.8888,-3355.0104,5806.5691,-2475.2596,-5337.5056,-2857.9039,4327.5228,-969.2174,2010.7853,-4404.4679,-3070.8205,0.0000,3089.1170,-4993.4734,-5248.0305,0.0000,-4577.8150,2825.3444,-3966.8979,5939.6579,-3017.8509,3041.2402,5077.9133,-1920.8919,-3768.7548,1771.1535,2401.1112,4462.1025,-1814.1504,-5825.7069,4715.5621,5675.7953,-6121.6613,3251.0696,0.0000,3128.2006,-5159.3413,4194.1290,-1318.9302,801.2132,3676.0841,-1674.8136,-5340.6995,-5696.1914,-4438.1440,-4006.6149,3054.3947,-317858.0316,-305824.3234,-314010.1565,-312365.5371,-312645.5851,-312434.7692,-304197.1375,-309380.1929,60041030.2592,60052916.6618,60037513.2825,60024416.0626,-307974.1684,60030936.3370,4369.1087,126.1758,1290.8452,1194.9396,5393.4169,-5533.1507,5223.9992,4152.3896,-3462.5565,-727.2741,3494.2868,-5255.2402,1192.1482,-833.9339,-5433.0949,-4720.2497,-5501.2563,3260.4056,-3621.2252,1478.2578,3760.6206,3361.2637,-4446.2771,4527.1838,3058.8078,-2964.2680,2712.5865,-4354.9466,-5456.5254,791.4774,-2942.2866,5851.9572,-3178.3072,6523.7682,4626.1011,-5428.7759,-1727.5812,2457.6166,-3059.8367,-1754.1745,2537.6734,2347.5295,1997.6584,-4573.0411,-4725.4120,-4768.4653,2253.3808,2198.7946,5417.1867,-1578.0551,3541.4965,3672.0215,1696.7921,1701.3950,4812.9224,-3681.7227,-3093.2460,-62.0189,5515.9503,4784.3161,-1429.1308,-1404.6467,-2075.1471,-316.5041,0.0000,-3215.0652,2108.9265,-4478.6652,0.0000,-3695.5380,-5517.0038,5443.5510,-369.7928,5130.4013,-5533.1278,4190.0899,-4699.9250,-5511.9590,1438.4283,-2879.0850,-4747.4069,2433.0832,2661.5513,-4887.9136,2966.3830,-2596.2881,-5531.2245,0.0000,-4313.7740,173.0428,1912.4464,-3190.8579,-3406.3724,-3435.6469,4906.5742,-2814.0068,-1596.7722,4659.4396,-4627.0161,1573.8621,76312.5599,73206.1033,74267.2814,79110.5657,79853.4940,69548.6114,67040.5634,75719.2148,118305113.7171,118287894.9634,118274090.8173,118302385.3809,74692.6725,118293902.1911,
