sl_100_5400_20261027 Coordinates.csv
2026/10/27 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:41 2024,
Start: 2026/10/27 07:47:00.00, Stop: 2026/10/27 09:17:00.00,
TIME_UNITS,STARLINK-3120 - X-Coordinate,STARLINK-11131 [DTC] - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-2452 - X-Coordinate,STARLINK-31580 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-4786 - X-Coordinate,STARLINK-6258 - X-Coordinate,STARLINK-5742 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-31118 - X-Coordinate,STARLINK-5534 - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-2491 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-1039 - X-Coordinate,STARLINK-5419 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-2409 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-31746 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-4796 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-32254 - X-Coordinate,STARLINK-3732 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-1928 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-3735 - X-Coordinate,STARLINK-5470 - X-Coordinate,STARLINK-1213 - X-Coordinate,STARLINK-31561 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-32105 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-1063 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-6250 - X-Coordinate,STARLINK-30777 - X-Coordinate,STARLINK-3986 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-5607 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-6228 - X-Coordinate,STARLINK-2667 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-1047 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-31299 - X-Coordinate,STARLINK-5888 - X-Coordinate,STARLINK-4018 - X-Coordinate,STARLINK-3400 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-5088 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-31687 - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-30326 - X-Coordinate,STARLINK-31658 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-2426 - X-Coordinate,STARLINK-2467 - X-Coordinate,STARLINK-1117 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-30802 - X-Coordinate,STARLINK-31786 - X-Coordinate,STARLINK-30922 - X-Coordinate,STARLINK-32220 - X-Coordinate,STARLINK-2684 - X-Coordinate,STARLINK-5918 - X-Coordinate,STARLINK-6089 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-11131 [DTC] - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-2452 - Y-Coordinate,STARLINK-31580 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-4786 - Y-Coordinate,STARLINK-6258 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-31118 - Y-Coordinate,STARLINK-5534 - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-2491 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-1039 - Y-Coordinate,STARLINK-5419 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-2409 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-31746 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-4796 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-32254 - Y-Coordinate,STARLINK-3732 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-1928 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-3735 - Y-Coordinate,STARLINK-5470 - Y-Coordinate,STARLINK-1213 - Y-Coordinate,STARLINK-31561 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-32105 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-1063 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-6250 - Y-Coordinate,STARLINK-30777 - Y-Coordinate,STARLINK-3986 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-6228 - Y-Coordinate,STARLINK-2667 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-1047 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-31299 - Y-Coordinate,STARLINK-5888 - Y-Coordinate,STARLINK-4018 - Y-Coordinate,STARLINK-3400 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-5088 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-31687 - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-30326 - Y-Coordinate,STARLINK-31658 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-2426 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,STARLINK-1117 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-30802 - Y-Coordinate,STARLINK-31786 - Y-Coordinate,STARLINK-30922 - Y-Coordinate,STARLINK-32220 - Y-Coordinate,STARLINK-2684 - Y-Coordinate,STARLINK-5918 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-11131 [DTC] - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-2452 - Z-Coordinate,STARLINK-31580 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-4786 - Z-Coordinate,STARLINK-6258 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-31118 - Z-Coordinate,STARLINK-5534 - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-2491 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-1039 - Z-Coordinate,STARLINK-5419 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-2409 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-31746 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-4796 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-32254 - Z-Coordinate,STARLINK-3732 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-1928 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-3735 - Z-Coordinate,STARLINK-5470 - Z-Coordinate,STARLINK-1213 - Z-Coordinate,STARLINK-31561 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-32105 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-1063 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-6250 - Z-Coordinate,STARLINK-30777 - Z-Coordinate,STARLINK-3986 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-6228 - Z-Coordinate,STARLINK-2667 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-1047 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-31299 - Z-Coordinate,STARLINK-5888 - Z-Coordinate,STARLINK-4018 - Z-Coordinate,STARLINK-3400 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-5088 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-31687 - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-30326 - Z-Coordinate,STARLINK-31658 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-2426 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,STARLINK-1117 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-30802 - Z-Coordinate,STARLINK-31786 - Z-Coordinate,STARLINK-30922 - Z-Coordinate,STARLINK-32220 - Z-Coordinate,STARLINK-2684 - Z-Coordinate,STARLINK-5918 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2252.6514,359.9437,-5010.7612,5277.8605,-3836.7989,411.2177,-1493.1302,255.2121,-6457.3011,6395.2197,5955.9379,-5059.3062,-2701.6522,-3314.7213,0.0000,2834.3664,4529.7660,6638.2546,-5666.3569,2294.8701,127.5952,-490.7773,-4262.8835,-6655.8363,4228.4902,-5826.4564,4203.7702,6705.6683,-1493.3593,1489.0372,2941.5048,-540.0635,-4025.4618,0.0000,3669.1248,6574.8759,1788.9818,3976.8066,3734.1778,4976.1307,899.7559,-6551.1219,-6179.4882,-3152.1371,-5163.4057,-2517.0635,5976.3956,-4315.8947,5041.7793,-3018.7382,0.0000,-429.9041,-4340.0147,-3333.3297,-1037.6714,-6329.6013,-3366.4943,5392.3607,-1646.6538,2224.5384,6331.1761,-884.0037,-4082.8396,5097.3599,-4101.4324,4572.9533,748.9968,-2651.2575,1381.4352,-1175.1755,4315.8796,232.1253,-1989.0644,-3179.1911,-4822.7845,5441.3211,-4338.2101,3226.2040,3714.6736,2698.8648,5544.4064,-624.6938,-3736.1695,-3876.8515,-3822.4492,-3944.1187,5456.7718,0.0000,3413.3921,2420.2148,-5874.4573,6359.0918,4300.2363,-179.4652,2129.8916,-6565.8604,3274.6993,-5302.8887,-1333.3259,-2567.4426,104390.8397,90841.7696,104064.5621,102319.5554,103658.5691,103024.6924,94655.4854,97228.2860,-204251224.7962,-204266673.3798,-204251955.9978,-204247292.7204,98321.9672,-204251178.6207,5589.7384,6113.4228,-2100.5190,588.7359,4172.6685,5358.5078,5844.4652,2896.8893,2505.0735,-2193.3133,-3203.5737,-2544.7578,-5589.2965,3473.1590,0.0000,1954.5668,5168.6523,-1652.9048,3386.4555,6212.6023,5905.8796,3860.3122,-2517.4398,-1465.5099,-428.4105,301.3292,5021.5490,451.2321,2087.0634,-4864.7226,-4641.5471,5129.2417,3199.4242,0.0000,3738.4218,-2082.7201,-4043.1697,4334.1369,-3558.9994,4689.1266,-4803.0688,2099.7573,-2448.2144,692.8656,3370.6261,3330.1309,2129.1419,2404.8840,-285.3996,-6037.5950,0.0000,5015.0015,3208.6394,4638.4008,6001.6506,-866.3741,-2806.3070,-119.5526,5518.8618,-5752.2798,-487.0188,-5724.0138,-5277.1823,1110.8339,-3921.8258,-2471.7525,-3840.6172,-662.2130,-4564.5512,3989.9050,2658.2328,-5766.3644,-5585.1110,-4534.1104,857.9596,3317.8525,-3346.9620,2775.8277,5705.9232,-5993.0537,-333.7507,-6315.6938,3579.5247,-5474.1107,-5580.4083,-1744.9951,1605.8040,0.0000,2474.9751,-4871.3612,3529.2003,1834.5025,-2203.9101,6212.6947,4415.4187,-466.5130,-2558.8213,3950.7003,-5910.0994,4632.6717,-325817.4799,-304976.4061,-325741.2570,-327806.1477,-319286.9212,-321882.8661,-321925.3595,-323411.9285,-48215546.7686,-48151429.2651,-48173886.2676,-48184111.5135,-323599.0969,-48195481.3318,-3451.6067,2512.2987,4308.3157,4405.0593,-3784.2778,-4335.3121,-3363.8023,6291.8384,179.0365,-1430.5934,-1363.8813,-4017.3141,2954.1821,-4934.4985,0.0000,6023.7443,54.7797,-968.1026,-2045.3214,1601.7120,-3566.4591,-5768.2218,-4828.0856,-1343.0893,5433.2868,3687.7936,2157.2635,-1540.3889,-6464.0536,-4595.9356,-4231.8483,-4546.4887,4497.3526,0.0000,4477.6415,450.8445,-5309.5620,3660.7805,-4637.3278,949.9578,-4889.6082,834.5492,-1493.7192,6147.6964,-3128.7584,-5520.6768,2790.0015,4834.4479,-4721.3539,1495.2419,0.0000,-4600.2322,-4330.6488,3647.6697,-3294.1167,2377.3016,-5339.9512,4192.9158,-3831.8537,3156.7959,2485.2660,-3817.3519,1800.1698,4478.0390,3938.4375,-4559.8223,-5744.8697,-6386.3222,4979.6330,-5529.0463,-4719.2264,-3634.7275,-3370.6297,-4159.5028,-4897.4701,2439.5041,-4266.6354,5439.2031,-242.4329,-2225.1602,4145.2475,2736.8744,-4588.9620,1404.1875,977.8187,-5406.9437,3950.4506,0.0000,5242.2566,4185.3510,883.3272,1652.1253,-4932.5944,2875.3507,-4810.7737,-1882.6003,5435.0075,-1933.0617,3411.2605,-4468.9677,138861.7553,139267.0855,138906.7466,143777.2537,144359.4307,133964.9126,131805.3581,140711.0181,65784691.9686,65783093.1690,65767482.2386,65786646.0171,139310.2706,65780850.5251,
300.000,3741.0578,1713.7203,-5092.8856,6097.4537,-3136.2813,2045.9966,-262.3147,1922.2067,-5642.8276,5294.5100,4765.8929,-5690.0178,-4091.4206,-2419.5394,0.0000,2405.5229,5216.9475,5772.6578,-5180.8419,3213.7293,1564.4727,1019.4882,-4251.1862,-6385.3249,3452.1653,-6315.0248,4636.8950,6845.2324,660.4556,-492.7118,873.7562,1510.4305,-2265.8898,0.0000,5293.3648,5770.6576,137.5896,4724.4462,2326.7129,5383.4429,-730.5044,-5950.9465,-5961.9181,-1367.9310,-3525.2144,-838.2033,5740.5330,-4011.8272,3838.9927,-3806.3613,0.0000,1685.9500,-2451.4749,-1308.7350,243.7888,-5744.6530,-4934.9545,5992.4944,-398.6485,747.9910,5378.9588,-2579.9110,-4888.3146,4336.2700,-4332.0443,4357.9480,-846.4548,-4158.0763,-694.7007,882.3778,5279.6314,-1204.4540,-3747.8784,-3819.1779,-3469.1119,5594.4357,-2750.5955,4757.3816,4566.1519,926.9777,5723.4685,-1863.3226,-3054.5206,-5111.7196,-5003.8205,-5047.0805,5180.4251,0.0000,4881.2353,1294.4481,-4757.2267,5968.5810,2534.1660,1220.5723,3283.2186,-6747.4968,1592.6492,-4680.0493,-1797.5970,-468.7168,111019.6677,97243.0821,110777.0869,109009.1674,110415.4484,109787.8283,101469.2193,103640.6557,-203146396.4775,-203162885.2988,-203147800.2177,-203143055.3744,105070.1207,-203146435.1446,5544.7022,6351.9080,16.6835,-948.9456,5606.4892,5878.1139,6671.6241,1455.6645,3787.7219,-3442.5589,-3965.7635,-3432.4393,-5378.3888,5155.1569,0.0000,-161.9110,4124.1788,-2691.0017,4563.2165,5060.7153,4762.3683,2402.9172,-428.1065,159.2787,-2466.1521,1775.3500,3523.6937,-769.7388,2566.2192,-4292.5872,-5037.9617,5438.7120,4466.7600,0.0000,3056.5550,-3088.8193,-5223.8262,2461.5332,-5095.2579,3398.2119,-5736.7960,3482.1485,-1009.1013,1944.3632,3961.2919,4637.6957,276.5494,4243.0532,-1967.4766,-4839.4835,0.0000,5164.5657,3831.8236,4998.3986,6711.7398,864.3504,-1489.3105,-1710.0266,6497.7405,-6635.7568,-2066.3234,-4592.7637,-3760.6687,-776.2734,-2021.4698,-4235.2286,-2480.6038,-1918.9401,-4120.5740,4567.8773,753.9264,-6378.3322,-5286.4797,-2687.3778,2461.3235,1488.8267,-2703.7788,1352.1411,4802.1688,-5948.7343,-2260.4840,-5203.1549,5228.9506,-4565.7406,-4621.0174,4.8208,-441.2707,0.0000,983.7703,-6134.8188,4279.7026,403.6407,-3357.5163,5229.6595,2660.7831,1088.0407,-3959.5815,5051.5476,-4460.3598,5048.0022,-323251.9610,-302946.5577,-323678.2581,-325619.9767,-317086.6223,-319657.9047,-319788.9632,-321402.1042,-52664578.4316,-52600788.2665,-52623202.6417,-52632932.6497,-321427.1541,-52644561.9677,-1865.8671,751.7017,4705.5489,3090.7030,-2273.6677,-2988.4767,-1763.5767,6497.2754,-1354.7251,-2808.3982,-3028.6996,-2006.6398,1276.7198,-3868.3347,0.0000,6504.1408,-1741.7032,-2681.4647,-272.9108,3234.4410,-4743.1991,-6450.8062,-5437.8385,-2732.5566,5438.9526,2152.8920,3687.0601,266.7694,-6430.9610,-5323.4178,-4686.2098,-3925.6337,4645.2962,0.0000,3185.9460,2213.0576,-4520.0740,4428.0946,-4090.7124,2664.1319,-3786.6583,-711.2072,-3140.7657,6522.1902,-4438.9137,-5068.9357,3870.9334,3702.1541,-5402.8508,3139.9659,0.0000,-4120.6997,-5215.5332,4383.8219,-1681.4975,3563.3173,-4599.0142,2804.7185,-2337.4168,1853.6937,3643.4207,-4513.3967,3113.7863,5276.6405,4983.4252,-3298.3165,-6438.7001,-5222.5515,5483.0225,-5121.4011,-4417.8749,-2090.3033,-2123.2703,-5115.0812,-5467.4512,3609.7152,-5775.5810,4821.6610,1573.5554,-3451.6741,3192.1078,4146.3769,-3339.5579,-135.2221,-577.2862,-4729.0669,4573.6557,0.0000,4525.8065,2796.6005,2601.5543,3273.4916,-5476.3564,4246.2453,-5414.5216,-374.7468,5347.7228,-150.2625,5017.5753,-4724.5817,138909.9859,139334.9248,139091.1704,143713.9246,144556.6343,134260.1059,131752.2206,140451.5692,65781967.9952,65779919.4485,65764273.9562,65783339.6933,139394.7257,65777878.9554,
600.000,4847.1235,2863.8295,-4727.8832,6325.0197,-2134.6523,3450.2871,975.0153,3450.5835,-4275.7744,3673.8653,3087.6600,-5686.8186,-5056.3892,-1324.4147,0.0000,1815.4216,5390.3629,4327.8130,-4180.0523,3834.8736,2893.1171,2490.9887,-3878.3578,-5511.6744,2388.8312,-6184.0004,4642.7874,6295.9357,2727.9607,-2453.9598,-1278.8646,3394.0396,-301.5885,0.0000,6381.2819,4384.5350,-1487.5163,5056.8233,729.5197,5275.0507,-2253.5493,-4770.5780,-5143.4166,508.3299,-1528.4768,881.8811,4976.4933,-3349.3014,2296.4030,-4249.0709,0.0000,3617.8799,-321.9685,859.1617,1482.5855,-4592.1380,-6034.1868,5993.0617,863.1701,-783.5347,3891.4838,-4061.2447,-5243.7487,3185.4769,-4185.8536,3743.9799,-2416.8166,-5174.8702,-2723.1764,2829.2552,5765.8159,-2493.9908,-5112.5308,-4139.7978,-1812.8863,5208.1057,-909.1921,5842.7084,4956.3940,-957.0829,5373.5258,-2961.9638,-2106.7402,-5834.0094,-5682.2569,-5686.6974,4441.6578,0.0000,5849.7369,68.7896,-3152.9444,4976.4097,540.8348,2540.4819,4161.0661,-6249.1059,-211.4793,-3586.6083,-2146.0316,1671.3021,117575.4823,103599.5497,117438.3052,115647.4622,117122.0539,116497.4198,108237.3201,110123.3448,-201944672.5265,-201962193.9598,-201946736.1651,-201941934.6886,111770.3713,-201944793.8256,4969.7117,5870.5074,2138.3197,-2361.5196,6450.1090,5831.9209,6835.0046,-69.7529,4714.7697,-4382.1895,-4363.4279,-3970.2522,-4633.0654,6321.7841,0.0000,-2283.5799,2648.7538,-3490.9289,5282.0909,3375.9404,3167.3371,759.3944,1715.3589,1792.3177,-4278.9121,3050.4476,1654.7822,-1916.3724,2868.9097,-3336.5681,-4993.0613,5242.4048,5320.4990,0.0000,2103.7019,-3811.1301,-5916.3524,350.7734,-6157.1835,1747.6735,-6125.0669,4532.8816,565.5973,3071.1236,4208.0789,5525.5532,-1627.3403,5648.1753,-3499.4677,-3149.4024,0.0000,4826.7907,4134.6812,4882.4648,6760.3418,2536.5080,-71.0620,-3097.6590,6836.0240,-6878.6863,-3468.3497,-3044.6378,-1865.8981,-2620.8419,93.8827,-5563.3131,-929.5641,-3028.6117,-3322.5072,4746.3949,-1198.8707,-6337.6546,-4465.7389,-575.9519,3869.1651,-511.1724,-1700.7215,-159.2455,3387.1616,-5354.4758,-3950.7606,-3583.9036,6354.4186,-3197.8444,-3189.5198,1715.9510,-2463.5940,0.0000,-568.1653,-6778.5076,4629.9313,-1102.5145,-4233.4804,3729.9877,660.7339,2529.2748,-5000.2754,5642.0155,-2559.0125,5020.0374,-320549.1513,-300783.3550,-321473.0554,-323292.8480,-314746.2944,-317293.0341,-317509.3695,-319265.6762,-57088343.2949,-57024905.9861,-57047275.6648,-57056526.1291,-319114.5833,-57068378.9397,-81.3435,-1101.2034,4600.4751,1441.2350,-506.9238,-1317.9873,27.6623,6009.9868,-2743.2413,-3882.9536,-4364.9566,217.9927,-540.8043,-2379.9274,0.0000,6292.9673,-3346.9823,-4105.1385,1529.0034,4502.5907,-5406.4758,-6453.8811,-5463.1334,-3831.4174,4855.6113,384.6452,4815.8053,2044.8406,-5719.4399,-5463.8134,-4640.6894,-2874.6284,4274.8294,0.0000,1547.5497,3735.9506,-3242.8482,4721.2094,-3107.4946,4089.2644,-2275.3498,-2180.7587,-4434.1556,6204.7981,-5271.3041,-4073.4293,4537.4123,2170.8288,-5503.1443,4445.6881,0.0000,-3178.5116,-5540.8608,4618.7124,111.8696,4348.3736,-3361.6313,1103.2716,-591.0896,351.8870,4392.0559,-4728.1157,4090.8635,5497.7020,5490.1531,-1681.2250,-6452.2122,-3504.6003,5391.6278,-4163.8561,-3643.0103,-310.9011,-637.1582,-5523.1225,-5452.7130,4375.0422,-6671.8894,3683.5763,3211.9016,-4310.1400,1897.4217,5108.2470,-1730.3239,-1659.6761,-2067.9112,-3542.5925,4706.5907,0.0000,3281.1001,1099.7670,4038.3219,4527.1442,-5428.9805,5146.1269,-5424.3696,1174.7743,4667.0638,1648.9189,6092.1875,-4474.9816,138958.9956,139402.6642,139276.0691,143645.3730,144750.1606,134561.2817,131704.2716,140109.7091,65779242.2037,65776745.6821,65761068.9190,65780024.4302,139479.0776,65774907.4165,
