sl_20_86400_20261122 Coordinates.csv
2026/11/22 07:47:00.0000 UTC

Generated: Tue Oct  8 17:00:23 2024,
Start: 2026/11/22 07:47:00.00, Stop: 2026/11/23 07:47:00.00,
TIME_UNITS,STARLINK-6121 - X-Coordinate,STARLINK-1465 - X-Coordinate,STARLINK-6256 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-1967 - X-Coordinate,STARLINK-30840 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-31337 - X-Coordinate,STARLINK-31996 - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-4366 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-4180 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,STARLINK-6256 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-1967 - Y-Coordinate,STARLINK-30840 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-31337 - Y-Coordinate,STARLINK-31996 - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-4366 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,STARLINK-6256 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-1967 - Z-Coordinate,STARLINK-30840 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-31337 - Z-Coordinate,STARLINK-31996 - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-4366 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5262.5532,6404.9819,-1001.7880,5370.2081,-6218.7863,-3879.4939,4552.9295,-4327.9230,-2216.9034,5781.3418,-697.7649,-1952.6626,3762.0092,4570.5219,-5560.5272,-1717.5807,-5309.6622,-5937.7800,4927.6740,3148.0959,322192.5339,311155.1023,324725.8821,324029.9887,321582.3506,322094.7695,314593.1681,317166.4427,-162595890.3062,-162575806.8820,-162576291.0527,-162577136.8270,318603.9470,-162577811.3369,-1306.4168,1620.0660,5459.6933,-201.5489,-2012.9471,-5604.4286,4377.4253,4194.8831,3545.3133,-409.6047,-6250.2617,-6618.2822,1579.4069,4670.3196,4072.7097,-3649.4875,2595.3068,2787.9870,4761.9425,6043.5999,-174501.6494,-146881.0348,-160834.2605,-163293.9478,-155019.9634,-157595.8949,-161272.1746,-162214.7940,-81626264.8744,-81637657.3467,-81645732.0365,-81638463.7342,-161207.0543,-81631887.6058,-4333.2270,-2053.1392,4142.0322,4159.0586,-2306.3359,407.8878,2807.4072,-3469.6093,-5518.9517,3787.9555,2896.8544,364.1832,5435.8771,2286.0005,-841.7128,5378.7085,-3622.1909,-2278.0050,722.8822,-1211.7514,100373.4547,95328.7199,96459.7885,101184.7793,101880.5435,91517.5838,89249.3723,96925.9885,45194172.6751,45204955.4675,45179858.7202,45183176.7963,96794.4715,45186496.9777,
3600.000,-2810.3071,-4501.0897,-2952.7072,-3109.9860,5040.4944,5029.8671,-4279.4157,4753.3043,-1005.0528,-6105.3150,2338.9911,3129.3979,-5408.8784,-5598.9487,3429.4845,5889.4310,1917.8378,3107.2407,-4778.9033,-3823.6560,356610.8447,338804.4422,354185.5400,352585.6935,351016.5841,351211.0678,345075.0025,349295.4023,-135842782.1264,-135825007.4108,-135816201.4018,-135816314.2323,348184.9788,-135823666.4287,4573.1605,1083.5890,-4357.2109,4396.8224,-1309.7576,2531.6910,-698.6479,-4851.7701,-5866.5303,3221.3468,6372.7572,4858.4176,2581.8368,-3525.2288,-3129.1254,1292.9939,-4712.1849,146.9454,-2000.6133,-3274.3751,-88662.3539,-64663.6262,-77301.7231,-78609.5873,-69864.4912,-72411.5975,-76184.1059,-74866.0035,-120947982.3461,-120955938.1437,-120965931.1838,-120957225.5479,-76308.5422,-120953174.7025,4384.4812,5129.0968,-4516.4954,-4160.0660,4561.0986,-3872.3373,-5391.5752,-1471.2101,3525.3414,-616.1046,1368.7432,3772.7634,-3228.2302,2035.4986,5154.1420,-3000.1973,4693.1411,6195.6856,-4548.2068,4740.0450,101951.7108,96610.1532,99056.0013,100438.4641,104385.5551,95887.9870,89358.4219,98383.7073,45162317.7555,45178749.4306,45157022.9076,45160948.7800,98198.1345,45157316.7446,
7200.000,298.4166,1675.9042,6005.6787,328.0747,-2917.4905,-4751.2811,3701.8936,-2466.5143,2903.7862,4163.3823,-3392.3242,-4063.1714,4787.3270,4642.6990,1039.7680,-6349.6233,1589.4207,2354.6392,3639.6608,4267.7150,368307.7221,345278.1195,360960.4034,357490.8729,358157.4811,357282.3694,353191.8946,355003.4845,-99820492.8501,-99806387.2130,-99789601.6085,-99793896.1234,355587.5688,-99800621.3513,-6690.8632,-4459.8604,2721.4998,-6732.9672,4814.2234,2054.0316,-3611.9848,3429.0353,6249.4161,-4689.7670,-3646.9336,-827.6685,-4600.0254,399.7181,2301.3688,906.5710,6087.2954,-783.5503,-2314.9721,-1058.1154,3509.2833,21916.0325,10766.5454,10730.8150,19648.9340,15368.3173,13872.0256,11531.4817,-151982558.0896,-151988735.3475,-151994669.0387,-151983681.5149,13121.8518,-151986858.5904,-1817.5975,-5017.0586,2127.6321,898.2946,-4047.5720,4442.7692,4582.2846,5508.0577,631.2763,-2953.8938,-4818.6301,-5530.6698,-1501.0204,-5126.6436,-6475.1589,-2047.1732,-2910.4793,-6485.8875,5365.0263,-5347.6600,103454.4767,97911.5899,101412.2693,98914.1629,106400.7051,100962.8181,90143.6381,99114.3611,45130154.2887,45151387.7356,45134240.2499,45136693.2752,99591.7589,45128151.8406,
10800.000,1900.4207,611.2856,-6729.1427,2343.9212,644.6489,3427.0388,-2889.3231,-1918.1601,-3726.0657,-406.6769,4413.4870,4804.6002,-1184.6289,-3009.4536,-5103.6014,2699.1354,-3969.3219,-6118.4252,-2443.6841,-4419.1329,356290.1252,330213.1221,344784.1383,337626.3170,342731.8259,340052.1885,338337.2365,340512.0474,-56995803.8511,-56985841.9772,-56965276.5297,-56975032.0005,340428.6957,-56975649.0794,6407.9447,6662.0169,-620.9636,5606.3287,-6818.2424,-5647.5197,6214.9205,-2000.3749,-3812.3123,5067.3458,-560.3381,-3248.3288,4400.5877,3648.1595,-2535.0287,-3193.6330,-5639.1135,-1479.6992,5863.1268,4631.2093,95986.1044,107509.8500,97724.3342,101278.2999,107866.1337,98635.6899,103048.1755,103061.1590,-172613122.9212,-172619690.1561,-172617552.6847,-172608546.9603,101397.3399,-172616269.0823,-1864.0156,1749.6008,1536.3073,3045.9031,1043.6129,-1740.2078,-924.2390,-6379.4548,-4419.0322,4698.7687,5300.7867,3746.7034,5043.3735,5050.2313,3955.4069,5264.9635,-673.6088,2919.5772,-2677.8377,2621.8868,104891.2160,99245.4881,103270.4435,99711.9504,107940.5313,102277.0197,91564.2128,101727.9824,45097876.4800,45123106.7401,45110471.7248,45109271.1402,100975.1818,45099002.2773,
14400.000,-3836.3579,-2094.4405,5024.6383,-4678.6022,1579.1827,-875.0082,1036.4298,5739.9850,4231.7263,-3568.1117,-5050.3373,-4405.1514,-3636.3808,1565.9860,6279.8440,2069.0860,4955.4162,5355.6349,908.1169,3356.1069,321167.7947,294605.1639,306863.5707,298917.7886,305857.7446,303135.8463,301476.7392,304145.1936,-10299209.6890,-10292909.9222,-10273592.3636,-10286054.1201,303757.1877,-10279312.1923,-3733.4760,-6057.1045,-2116.4849,-1727.0013,6232.0950,6381.7088,-5970.8603,1720.1919,-428.3954,-4737.0517,3993.4603,5303.3691,-3308.6031,-6476.4088,2840.2441,5110.7258,2959.9032,3740.2867,-6592.9835,-5803.2921,182665.0503,186866.2387,178087.1492,184943.3184,189215.0133,178186.0304,185510.0856,181547.0463,-181434961.0673,-181444163.3484,-181433019.3064,-181429827.1822,182928.2150,-181436958.1444,4402.6880,2590.7049,-4285.8482,-4630.6055,2577.1809,-2278.2346,-3337.4990,3506.5228,5451.4209,-3591.0017,-2559.1817,397.6390,-4710.1836,-1889.9474,851.4276,-3868.3584,3823.3266,2337.6676,-1792.5675,1709.9533,106268.6248,100633.8333,104503.1297,103620.2535,108994.7007,99853.4344,93616.3975,101321.4704,45065686.9329,45094109.6381,45085063.2574,45079185.8506,102348.2413,45069868.0667,
18000.000,5439.1615,3455.3737,-2032.0422,5770.6113,-3876.9007,-2624.2731,2099.8121,-6570.9183,-4526.2229,5985.9985,4123.5779,1899.4714,6499.9112,9.1468,-4385.4406,-4690.2914,-5020.3727,-1365.2522,1559.6325,-403.3906,265119.1652,240784.0427,249742.7644,242267.4305,249989.4687,247808.5318,245096.2419,247241.1123,37075605.4106,37079621.2815,37093605.3103,37083251.8355,247980.7536,37094778.4723,-26.9377,2742.0840,4936.3612,-2494.5818,-3388.8204,-4317.7794,3635.6761,-1801.5390,4201.3572,3478.8875,-5278.5809,-5054.8381,1882.1308,6477.3528,-1404.2953,-4732.1969,1103.0291,-2708.7463,4399.3151,4769.0972,257788.3802,255162.3155,246869.6892,255378.6145,258545.0266,247835.1300,255847.6940,253692.4656,-177851195.3529,-177864974.7797,-177846447.4316,-177850184.2252,252575.7733,-177852314.9195,-4312.5739,-5330.8879,4411.1988,2586.8202,-4642.9768,4582.1706,5485.8658,1366.9742,-3128.4401,270.5610,-1772.7644,-4316.6493,712.9495,-2455.5380,-5203.3603,-960.9922,-4652.1981,-6247.5800,5060.8306,-5002.2639,107591.5882,102121.9619,105147.7863,107176.1607,109524.5672,98233.2295,96332.3464,104946.7089,45033783.5295,45064556.3647,45057888.4770,45047030.8804,103710.7758,45040749.2205,
21600.000,-5930.7258,-4847.3873,-849.7175,-4450.4626,5746.0354,5762.4402,-5395.2492,4238.5156,3680.9517,-6066.9572,-1076.0578,2176.2070,-5619.8793,-2272.7616,1465.4789,4464.8120,4345.3710,-1893.0220,-4604.6414,-3560.4566,191749.6753,172430.9725,177104.6894,170507.4325,178770.9096,176789.5065,173080.7370,177546.7043,81890201.3782,81894039.8441,81900316.5861,81897177.2312,176707.2168,81908378.4066,3212.1142,1404.3414,-6622.6021,4929.6725,-218.3395,1082.2737,-971.1226,500.2223,-5748.2918,-975.2375,4666.6667,3610.8005,356.8525,-3864.4934,-2065.8155,1044.3000,-4712.7984,-1730.6186,-1039.5848,-2890.2945,316342.0950,308274.1706,299855.5017,308927.9142,311410.9311,301965.6418,309451.0623,305396.6018,-162113207.7269,-162132882.7790,-162109968.7930,-162118331.3383,305975.9205,-162113916.4593,1612.6276,4721.1142,-1870.7045,1458.0715,3856.5191,-3509.7403,-4219.8074,-5489.9524,-1154.3130,3193.9046,4995.6844,5462.7030,3810.7067,5268.8818,6453.5574,4918.3628,2618.7211,6441.0978,-5024.7232,5173.9848,108863.7397,103832.4506,105396.6418,110149.0609,109452.1887,97517.1411,99786.4067,103613.6850,45002346.6156,45034569.5674,45029146.5376,45013435.0951,105062.6246,45011645.7503,
25200.000,4497.2124,5356.0334,2994.5562,576.2681,-6173.6765,-6570.8375,6839.5845,-851.9977,-965.7545,4400.0144,-3087.5621,-5757.9718,2132.5733,4915.1864,308.4065,-2889.8146,-2674.5372,1777.1885,6483.3728,6458.3473,105851.1920,95053.3036,93541.4739,88054.3552,96792.6638,94399.1869,90600.5132,93648.0102,121082783.7512,121089015.9530,121086925.8000,121094594.5243,94510.4698,121099959.6325,-4870.7259,-4214.4688,5979.3429,-5173.7696,3063.4604,1853.0258,-981.8990,2592.1062,4980.4470,-2525.6717,-3412.6632,-2152.5002,-3540.7212,417.7193,5712.0770,4021.0851,6312.4939,6070.0491,-1625.1375,1246.2508,354404.3134,342004.1282,333807.6750,342616.2351,344222.4382,336701.7332,342821.0991,340036.1802,-135303047.9598,-135329069.1834,-135305067.4224,-135312024.9829,339812.0997,-135303885.2932,2036.6125,-1178.7788,-1829.0936,-4383.2736,-732.0926,-188.8348,289.2613,6379.1689,4699.1076,-4725.8384,-5181.0102,-3154.9215,-5410.8063,-4863.7953,-3946.5134,-4565.9791,998.0809,-2863.3010,1668.8708,-2156.1242,110087.8080,106271.5695,105545.1358,112591.2047,108643.0664,97563.7217,104094.3542,107983.3739,44971527.3215,45004243.1984,44999142.1484,44979401.6056,106403.6276,44982557.6681,
28800.000,-1112.2580,-3729.2032,-4438.3726,3994.2273,4324.5771,4176.0544,-5255.8531,-1271.8898,-2995.4047,-2075.1568,6192.5399,6776.2175,1372.2807,-6418.9672,-636.5454,968.5683,-267.2866,574.3324,-5533.7640,-6547.9041,13078.5140,10709.9825,4302.6668,98.3070,9019.0868,5896.2062,4383.5179,7154.1496,151977428.8761,151988752.1915,151978977.4783,151996496.6906,6636.3779,151993866.0644,5182.5057,4919.5749,-2991.7745,3903.5977,-4600.0926,-3905.4743,2387.8479,-5816.2334,-3210.7808,5690.7092,2206.1704,659.1225,6040.8887,2152.2177,-6852.3216,-6658.2884,-5637.2796,-6474.4712,3032.6433,313.3736,369419.3941,350441.8852,346638.4043,354562.6374,353933.0840,349621.6087,353705.1549,352219.8755,-99259053.4249,-99290861.8050,-99268654.1960,-99264892.9840,352020.5131,-99260490.1429,-4481.5226,-3124.4665,4394.5182,3872.1658,-2861.4947,3722.4941,3798.4590,-3594.5777,-5353.4293,3355.4579,2177.8188,-1190.8227,2807.8979,1451.2137,-925.7449,167.6913,-4025.2111,-2443.7156,2761.7203,-2222.6915,111265.8410,108857.7314,105912.6985,114542.5306,107055.2088,98285.4853,109105.5158,106039.7697,44941437.7763,44973649.9219,44968173.2542,44947274.5601,107733.6257,44953484.9855,
