sl_100_5400_20260809 Coordinates.csv
2026/08/09 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:41 2024,
Start: 2026/08/09 07:47:00.00, Stop: 2026/08/09 09:17:00.00,
TIME_UNITS,STARLINK-31822 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-3964 - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-5145 - X-Coordinate,STARLINK-2621 - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-30845 - X-Coordinate,STARLINK-3811 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-3665 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-5038 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-4642 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-2107 - X-Coordinate,STARLINK-5746 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-31916 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-30905 - X-Coordinate,STARLINK-1869 - X-Coordinate,STARLINK-4501 - X-Coordinate,STARLINK-3940 - X-Coordinate,STARLINK-3252 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-2142 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-3150 - X-Coordinate,STARLINK-4431 - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-3794 - X-Coordinate,STARLINK-32013 - X-Coordinate,STARLINK-2571 - X-Coordinate,STARLINK-1726 - X-Coordinate,STARLINK-31445 - X-Coordinate,STARLINK-3986 - X-Coordinate,STARLINK-3707 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-3193 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-3004 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-30831 - X-Coordinate,STARLINK-1058 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-31453 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-6223 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-5007 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-6351 - X-Coordinate,STARLINK-5962 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-31157 - X-Coordinate,STARLINK-1636 - X-Coordinate,STARLINK-5964 - X-Coordinate,STARLINK-5387 - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-1755 - X-Coordinate,STARLINK-31709 - X-Coordinate,STARLINK-1231 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-5095 - X-Coordinate,STARLINK-1323 - X-Coordinate,STARLINK-6186 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-5145 - Y-Coordinate,STARLINK-2621 - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-30845 - Y-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-3665 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-5038 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-4642 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-2107 - Y-Coordinate,STARLINK-5746 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-31916 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-30905 - Y-Coordinate,STARLINK-1869 - Y-Coordinate,STARLINK-4501 - Y-Coordinate,STARLINK-3940 - Y-Coordinate,STARLINK-3252 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-2142 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-3150 - Y-Coordinate,STARLINK-4431 - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-3794 - Y-Coordinate,STARLINK-32013 - Y-Coordinate,STARLINK-2571 - Y-Coordinate,STARLINK-1726 - Y-Coordinate,STARLINK-31445 - Y-Coordinate,STARLINK-3986 - Y-Coordinate,STARLINK-3707 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-3193 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-3004 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-30831 - Y-Coordinate,STARLINK-1058 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-31453 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-6223 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-5007 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-5962 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-31157 - Y-Coordinate,STARLINK-1636 - Y-Coordinate,STARLINK-5964 - Y-Coordinate,STARLINK-5387 - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-1755 - Y-Coordinate,STARLINK-31709 - Y-Coordinate,STARLINK-1231 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-5095 - Y-Coordinate,STARLINK-1323 - Y-Coordinate,STARLINK-6186 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-5145 - Z-Coordinate,STARLINK-2621 - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-30845 - Z-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-3665 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-5038 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-4642 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-2107 - Z-Coordinate,STARLINK-5746 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-31916 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-30905 - Z-Coordinate,STARLINK-1869 - Z-Coordinate,STARLINK-4501 - Z-Coordinate,STARLINK-3940 - Z-Coordinate,STARLINK-3252 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-2142 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-3150 - Z-Coordinate,STARLINK-4431 - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-3794 - Z-Coordinate,STARLINK-32013 - Z-Coordinate,STARLINK-2571 - Z-Coordinate,STARLINK-1726 - Z-Coordinate,STARLINK-31445 - Z-Coordinate,STARLINK-3986 - Z-Coordinate,STARLINK-3707 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-3193 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-3004 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-30831 - Z-Coordinate,STARLINK-1058 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-31453 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-6223 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-5007 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-5962 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-31157 - Z-Coordinate,STARLINK-1636 - Z-Coordinate,STARLINK-5964 - Z-Coordinate,STARLINK-5387 - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-1755 - Z-Coordinate,STARLINK-31709 - Z-Coordinate,STARLINK-1231 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-5095 - Z-Coordinate,STARLINK-1323 - Z-Coordinate,STARLINK-6186 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3187.4803,3213.0604,-3439.6331,255.6881,-4181.2762,6657.8755,-2535.0153,4377.6292,867.1672,-6192.6672,6870.1772,3850.8906,-4540.6036,-791.8923,4752.2545,-457.7573,-6343.4169,2583.6932,1517.0075,6351.2104,-1904.6872,-5198.0143,-3890.1466,-4460.8213,1381.1288,-4850.4994,-1443.1592,3873.7175,-4014.3952,-1506.4163,2100.9964,5221.3305,1980.3043,-2144.3498,-668.5355,5790.4276,5815.6321,2890.5587,-1913.9138,4015.9102,-4494.2753,4469.7167,-5591.7268,5728.7127,-6387.1849,6143.0751,-5957.4602,-4706.6876,894.0189,1292.7602,1124.8279,-4640.1352,5987.6841,1534.2819,3317.6600,-4162.9729,3292.0917,-3278.1998,-900.2375,-4027.3136,-4097.8565,-4573.5214,-6585.5675,-776.5877,2878.6458,5260.6945,-465.3335,-43.0208,-4249.7993,-4451.6987,-4380.3492,1566.1469,1525.9002,598.1917,-1239.1317,6910.8744,-2264.0545,5574.7607,5152.7035,-4269.3120,-3635.8906,-2905.2922,-1467.2371,6386.0404,1818.9677,-3899.9526,6128.3641,3498.7804,6577.1395,5266.4130,-4273.9987,6445.8628,-6696.8345,4283.8988,-5766.3361,5582.8411,4280.4593,4990.7930,-4696.0625,5130.8657,-324725.8954,-299545.4100,-310295.6998,-313156.7973,-304570.7357,-307383.0391,-309101.8527,-309632.2141,-260984637.2051,-260965690.6096,-260945342.3610,-260952260.3436,-309953.5675,-260965021.4625,5234.5799,967.5581,5918.9405,6838.8025,-1787.6262,1203.9247,-6415.2057,1943.7756,3199.6554,-3023.8042,-419.5247,5659.9196,-802.8867,5401.4866,-903.2434,-6283.0022,-1642.2980,-5230.1350,6695.8989,-273.2530,-2165.9111,351.5147,5346.8429,2382.7454,3986.6489,3201.4864,-3913.3672,3354.9900,3400.7680,5330.6592,-4606.5670,-92.5019,-5252.0127,6103.9840,5839.1469,3486.3762,2593.1279,3210.5669,-4913.8607,-1047.9661,4938.6195,-3764.8535,-1649.9118,2529.2800,920.3625,-3179.9680,1039.6435,-3320.5270,1114.9929,-6280.7625,-5417.9493,3408.8179,-689.0854,-5162.9301,2712.4573,5197.9681,-3757.8447,-2847.3041,4660.0635,5237.1680,-806.5599,2620.2683,1747.1793,-5319.2869,-6276.4022,-113.4353,-4604.7819,4166.3948,2961.0517,5020.4423,2603.2163,6758.3605,-4326.7716,-5027.3307,6570.8599,-9.1412,4873.1865,139.1351,-4617.7303,-3851.0959,4580.3679,-4437.5372,-5286.1174,-329.3647,-4794.6846,-3321.7075,-2114.6480,4885.4890,918.7021,1411.1777,2730.1428,-1688.3296,-1438.9533,4508.8045,-3650.4655,3824.3408,1025.7614,996.3249,-1941.1372,-3765.4209,84737.6793,85017.3639,79503.6099,80808.7818,81378.0226,81372.1342,89606.0656,86239.7580,64869654.7951,64869356.2640,64879414.7860,64873937.0863,85606.1010,64873964.2141,-3015.5469,6059.2276,925.3827,978.1642,5236.9569,1421.3486,-59.1552,4883.7469,6096.0338,574.0928,-733.7761,-921.6862,-5153.4611,4235.5917,4900.3258,2871.4778,2190.3527,3677.2296,141.1155,2698.6428,-6405.1911,4548.1822,-2165.0303,4690.3719,-5486.4949,-3742.1024,-5215.8265,-4676.3428,-4388.5757,4092.7831,4711.4150,-4402.5141,4051.3834,2470.5451,3565.5158,-1553.9987,-1738.6523,5391.0238,-4448.0092,5513.4558,-1588.8731,3696.4115,3696.2811,2231.8032,-2466.3542,667.3890,3338.2882,3816.2868,6775.9357,-2333.5734,4122.4308,-3745.4493,-3351.1493,-4115.9117,-5329.5862,-1269.1415,-4654.0275,5334.5318,5021.3670,2095.6609,-5503.0875,4483.3821,1302.9126,-4392.7255,427.3041,4323.9969,5037.2855,-5517.3236,-4642.1832,1201.6352,-4708.7006,0.9032,-4952.7991,-4707.5148,-1849.9452,364.7837,-4344.6133,-3965.0567,395.2346,3827.2996,-3294.3789,4453.0668,4235.0500,-2711.4122,4648.8442,4665.7442,-2400.6612,3294.4185,754.2980,-4280.3330,4720.6928,1849.6835,904.3545,3025.7798,-51.8829,1397.0547,-5330.5895,-4711.7570,-4656.0441,-2768.3977,174687.7454,169284.1047,170300.9267,175606.6836,175842.5370,165361.2452,163531.4452,172591.3992,117687941.0518,117658759.0000,117669432.4720,117688442.4908,170910.5377,117684195.1044,
300.000,4199.1204,4619.1779,-2347.3063,1449.2516,-5238.3645,6187.3540,-3531.1844,5660.9863,1977.8378,-6547.1803,6285.2441,4787.7266,-3954.3696,961.0700,5019.4701,-1808.0539,-6881.7593,754.3040,2896.6492,5317.2242,-2456.6690,-4474.5637,-2764.6528,-4226.2517,3214.0257,-4525.6015,-3497.1945,4927.2214,-2176.2128,-192.4186,53.4763,4519.0250,322.1005,-692.2148,922.2712,6582.6242,6432.8246,4619.8616,-3048.6652,3148.3454,-2890.2361,2623.9151,-6542.8216,6479.4703,-6494.3887,5361.7873,-6205.1956,-6031.7790,693.4029,-249.5594,-938.1966,-2834.9895,6322.4765,206.7574,4103.3509,-2759.9843,1506.2572,-4876.6123,1127.5841,-2856.0961,-4099.8680,-2999.2776,-6151.8517,-414.5834,1695.5907,5870.3074,-2391.2854,2098.4907,-2418.3843,-2895.1827,-3224.2404,2941.9645,-613.6597,-1018.3144,144.7627,6469.8212,-1084.3138,6218.7387,3973.1201,-5691.2179,-2830.9592,-4695.1443,-3152.2372,6528.5834,-137.2681,-4930.1024,5969.4996,5087.8561,6181.6142,6023.2992,-2897.4788,5351.7730,-6387.8409,4574.5332,-6103.6674,6294.1354,3998.4252,5302.2057,-5935.7307,4352.4224,-326509.1558,-301432.2640,-312133.0925,-314879.4611,-306261.6848,-309047.0314,-310848.0761,-311527.5482,-262336413.0105,-262317745.0952,-262297564.7628,-262304043.9336,-311675.1004,-262316862.5705,3591.5961,2148.4800,6437.4290,6199.0522,-2874.7492,-137.7469,-5663.7511,530.4056,1333.6700,-1858.4962,-1891.6608,4895.1609,1258.7313,4492.1794,-2778.0827,-6579.2432,-469.5689,-4875.9604,5997.5947,-1574.3858,-47.5997,2379.2931,4954.5361,4190.6867,2816.1034,4728.5830,-3451.7459,1477.2189,4516.1529,6346.9108,-4320.7089,-2132.4473,-6206.5854,6813.7450,4896.6276,2179.1204,1468.0511,2078.2525,-3243.8896,-3040.5108,5487.9782,-4600.2409,-414.4608,1429.6933,2235.9472,-3482.3103,2497.9833,-2457.3800,3276.7835,-6761.6710,-5024.1889,3948.1023,-2128.4118,-6211.2941,671.7864,5445.7325,-4974.2878,-1552.5842,4022.7468,6286.8038,1367.8393,4077.7553,3200.4112,-6478.8292,-6564.9600,-1746.4578,-4966.1195,4130.8668,2837.3317,5585.6101,4376.0647,6096.7906,-4020.6489,-5866.5569,6024.9751,-1213.0298,6125.6611,-1363.3735,-5563.4585,-3151.3466,5851.5884,-3491.0130,-4017.5975,-1967.5803,-5548.3759,-1427.4135,-3420.3899,4122.7236,-388.8668,-407.6676,4378.0934,-2706.6422,-130.1738,2808.1188,-2434.5223,2826.7387,-1123.6370,-1100.9547,-613.0706,-5224.4780,77836.7644,78640.6721,73015.4681,74378.7614,74889.4665,74876.2542,83048.5570,80171.5910,59156600.6508,59156205.6431,59166925.4021,59161517.1769,79119.3628,59160983.2309,-4016.4975,4696.3212,-892.2378,2689.8257,3525.6172,3076.8358,1734.5559,3806.5934,6515.8670,-1235.5527,-2201.8944,896.5950,-5531.3790,5159.7693,3811.4359,1185.7338,430.1823,4815.1849,1664.3695,4112.8132,-6580.8249,4705.3460,-4028.5850,3490.0608,-5444.1778,-2219.4496,-4522.5310,-4655.4526,-4670.1283,2673.4228,5398.7240,-4656.5346,3051.5891,1038.3103,4733.3149,-30.8269,89.6869,4699.3609,-5270.4319,5336.2540,-2941.9197,4444.1915,2168.9302,447.4509,-727.8028,2718.7092,1734.2656,2313.3155,6062.8207,-874.0899,4634.5302,-4853.9412,-1742.9604,-2704.3291,-5429.4202,-2950.3999,-4427.8574,4597.6624,5502.6479,616.8843,-5389.2271,4717.2725,-232.1964,-2456.0420,-1382.3713,2984.3890,4054.7422,-5131.2564,-5871.8060,2618.0187,-4311.7374,-1523.6807,-5389.2256,-3511.2495,-3438.6110,2129.3302,-3006.1409,-2504.1642,-1145.8618,2327.1875,-1667.3713,3707.3643,4684.0507,-1318.2145,4137.1040,4654.6570,-660.0343,2026.0299,2505.4455,-3405.5394,4521.4500,3438.9119,2624.2738,4358.6712,-1850.5032,-409.0076,-5526.0543,-4333.1984,-3446.7487,-1384.9089,174684.9533,169270.6155,170383.2180,175447.4465,175945.1644,165551.0504,163372.9051,172371.1557,117687600.9214,117658409.8402,117668626.2188,117687506.0294,170894.8729,117683606.6929,
600.000,4824.8170,5486.7696,-1011.5032,2528.8154,-5698.7275,5112.5410,-4191.3356,6381.5483,2963.6097,-6255.9134,5090.1832,5253.6144,-3034.0198,2659.7820,4818.7379,-2966.6300,-6733.3888,-1181.6333,4002.8470,3766.3562,-2851.0123,-3357.0590,-1321.5533,-3606.0115,4760.8086,-3771.3649,-5164.5112,5544.0136,-138.7647,1111.7198,-2020.3956,3400.6223,-1341.5709,817.1592,2464.1211,6736.7096,6312.4648,5907.3033,-3935.3459,2023.6806,-982.4617,525.1046,-6844.4986,6502.9032,-5955.5233,4020.4568,-5844.6429,-6752.3830,332.4799,-1758.0014,-2927.3957,-736.8646,6031.8285,-1112.5349,4526.6297,-1042.5526,-403.8784,-6004.8182,3070.1404,-1413.5722,-3754.9734,-1160.9914,-5122.1134,26.6633,329.6452,5889.7970,-4047.7821,4024.9470,-323.2855,-1027.4151,-1795.4706,4047.6542,-2704.3488,-2501.2124,1549.8828,5387.2116,170.1866,6237.0776,2400.4873,-6538.8729,-1735.8368,-6033.1482,-4565.7989,6047.6395,-2056.9604,-5521.8919,5219.3243,6159.4802,5110.4575,6218.2102,-1276.4219,3723.9922,-5450.5554,4456.8714,-5820.5500,6379.6994,3381.0328,5140.8224,-6592.1932,3165.0851,-328143.8657,-303187.2524,-313834.1922,-316466.9288,-307818.2098,-310576.7896,-312455.6944,-313314.3561,-263563135.9127,-263544741.8723,-263524753.4989,-263530816.1654,-313260.9749,-263543653.3997,1585.9919,3150.8820,6317.4804,4944.0421,-3690.4394,-1498.4737,-4336.6488,-897.6644,-627.1362,-495.5257,-3200.8399,3634.2747,3218.9493,3177.2467,-4350.7132,-6228.3606,745.0639,-4078.4570,4696.9523,-2762.9199,2054.8412,4193.1177,4098.2758,5565.8286,1419.6355,5771.8761,-2662.8828,-520.3449,5220.2019,6733.2430,-3663.7238,-3975.7835,-6571.8275,6861.7549,3489.6855,660.8823,173.4718,789.3573,-1269.2992,-4750.1117,5513.6500,-5029.8525,838.1652,175.1715,3320.4349,-3463.3479,3690.5731,-1375.3872,5078.4984,-6554.7582,-4178.4913,4142.4992,-3336.6834,-6611.3649,-1416.5403,5143.7699,-5719.2756,-149.0420,3041.7487,6724.8121,3403.2406,5174.9225,4346.0327,-6934.5789,-6207.1641,-3170.2441,-4857.7757,3742.8607,2501.9995,5600.7186,5742.1394,4842.7795,-3346.2103,-6145.0596,4901.7828,-2320.4908,6773.8426,-2700.5558,-5977.4227,-2162.8309,6478.6075,-2241.2484,-2390.1615,-3404.9836,-5795.3663,583.0365,-4378.7981,2964.8239,-1682.4263,-2162.3191,5626.3597,-3494.6264,1219.8719,810.8909,-948.6664,1543.1103,-3172.6463,-3078.2387,739.7527,-6172.4608,70898.4213,72222.0723,66496.4214,67917.2134,68368.6573,68351.0712,76454.5640,73984.4427,53415447.4758,53414942.8206,53426318.5421,53420996.5050,72598.0735,53419900.4175,-4568.8541,2831.0171,-2613.3740,4110.9404,1438.1019,4400.1338,3339.5673,2306.3225,6243.5419,-2912.0063,-3433.3459,2617.6988,-5314.7090,5527.4570,2307.0863,-627.4236,-1376.5233,5430.3817,3004.1148,5081.9900,-6082.0728,4356.2279,-5466.2971,1911.1370,-4818.0534,-457.0365,-3290.2890,-4138.3676,-4435.0776,962.5970,5505.6122,-4390.6793,1724.0375,-505.4211,5382.3783,1495.6272,1906.8976,3500.8522,-5522.1667,4581.9864,-3970.8399,4713.2601,406.6280,-1391.0677,1089.5465,4480.9238,-57.2808,560.4634,4701.7772,683.5769,4644.4865,-5429.7500,54.8817,-983.2458,-4926.0707,-4294.6169,-3706.6637,3358.3799,5390.8756,-927.9900,-4694.2509,4444.4422,-1742.5111,-257.4852,-3043.2088,1308.4819,2621.6357,-4192.9574,-6481.3993,3739.4571,-3455.0807,-2885.5387,-5203.6904,-1936.2206,-4660.4639,3664.4981,-1342.7910,-764.4692,-2564.2051,575.4177,156.2980,2564.1861,4632.0700,215.4150,3181.2358,4145.5804,1151.9086,533.3176,3957.7211,-2166.2943,3838.3496,4657.2619,4060.2222,5222.1969,-3441.7299,-2170.8905,-5126.9409,-3492.1770,-1862.2108,146.4527,174681.5717,169257.6386,170466.3551,175282.9426,176044.0684,165746.7584,163219.5910,172043.2612,117687258.7597,117658066.2031,117667823.3728,117686563.1141,170879.0797,117683018.0561,
