sl_100_5400_20261129 Coordinates.csv
2026/11/29 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:59 2024,
Start: 2026/11/29 07:47:00.00, Stop: 2026/11/29 09:17:00.00,
TIME_UNITS,STARLINK-3326 - X-Coordinate,STARLINK-3748 - X-Coordinate,STARLINK-32222 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-1998 - X-Coordinate,STARLINK-5741 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-1170 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-31731 - X-Coordinate,STARLINK-31548 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-30387 - X-Coordinate,STARLINK-31026 - X-Coordinate,STARLINK-30245 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-1896 - X-Coordinate,STARLINK-30839 - X-Coordinate,STARLINK-2351 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-30359 - X-Coordinate,STARLINK-31702 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-3654 - X-Coordinate,STARLINK-2735 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-1400 - X-Coordinate,STARLINK-1775 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-3811 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-4405 - X-Coordinate,STARLINK-1308 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-3556 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-2713 - X-Coordinate,STARLINK-1777 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-31536 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-4473 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-1267 - X-Coordinate,STARLINK-3805 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-2590 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-30346 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-30810 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-2709 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-5049 - X-Coordinate,STARLINK-2331 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-2112 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-1755 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-3748 - Y-Coordinate,STARLINK-32222 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-1998 - Y-Coordinate,STARLINK-5741 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-1170 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-31731 - Y-Coordinate,STARLINK-31548 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-31026 - Y-Coordinate,STARLINK-30245 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-1896 - Y-Coordinate,STARLINK-30839 - Y-Coordinate,STARLINK-2351 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-30359 - Y-Coordinate,STARLINK-31702 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-3654 - Y-Coordinate,STARLINK-2735 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-1400 - Y-Coordinate,STARLINK-1775 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-4405 - Y-Coordinate,STARLINK-1308 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-3556 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-2713 - Y-Coordinate,STARLINK-1777 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-31536 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-4473 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-1267 - Y-Coordinate,STARLINK-3805 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-2590 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-30346 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-30810 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-2709 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-5049 - Y-Coordinate,STARLINK-2331 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-2112 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-1755 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-3748 - Z-Coordinate,STARLINK-32222 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-1998 - Z-Coordinate,STARLINK-5741 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-1170 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-31731 - Z-Coordinate,STARLINK-31548 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-31026 - Z-Coordinate,STARLINK-30245 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-1896 - Z-Coordinate,STARLINK-30839 - Z-Coordinate,STARLINK-2351 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-30359 - Z-Coordinate,STARLINK-31702 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-3654 - Z-Coordinate,STARLINK-2735 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-1400 - Z-Coordinate,STARLINK-1775 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-4405 - Z-Coordinate,STARLINK-1308 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-3556 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-2713 - Z-Coordinate,STARLINK-1777 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-31536 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-4473 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-1267 - Z-Coordinate,STARLINK-3805 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-2590 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-30346 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-30810 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-2709 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-5049 - Z-Coordinate,STARLINK-2331 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-2112 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-1755 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1267.0748,4870.2420,852.6846,-5226.0613,1691.2906,-6838.0464,-3006.1757,-471.0522,2280.3982,-2732.4032,217.9367,-1784.0566,5028.4557,6024.4220,-3883.5294,6882.7517,-4726.1557,-5521.2777,4522.3681,-4845.0183,-5657.9126,-1211.1205,-5352.3999,2544.1367,-279.2408,4984.1424,-5591.1707,-3754.2565,261.2551,-627.1074,-4142.8644,3286.5668,946.2748,3092.9362,4243.1960,-4032.0401,1519.3116,-3777.3341,470.4343,-2315.4439,-1267.6219,-2156.2384,-6533.0840,3030.9372,-5815.7200,-4685.7538,-369.9330,-572.4010,-5222.6851,-6368.2612,-2997.0238,2308.6595,3659.2676,-4939.8798,-1378.2121,-4415.9908,-1845.9234,2666.5425,-4900.7267,4715.1237,924.2978,4545.4811,-1783.0054,1882.2522,-5913.1963,-1821.1246,4697.5899,3535.7628,-2275.8914,1972.5912,-3192.9711,3082.2526,-5859.4662,-1140.9210,3023.2612,4446.9061,2724.8960,6011.7464,3337.1825,821.1898,-3134.9331,-470.5361,6122.7719,2978.5794,-2983.5660,-3426.5105,5988.1256,-2597.3328,3862.0983,-2263.1083,-5514.5302,4146.0234,2335.1732,-2386.2041,-2031.5036,5072.3035,-3818.9249,1307.8919,5609.2253,-3474.7103,-212431.3934,-241621.4965,-219246.2964,-219652.8088,-223060.4490,-222256.5389,-229259.4695,-224371.3770,-149188513.8083,-149217787.0743,-149189352.3603,-149187107.9869,-225289.7847,-149180872.8486,-6296.1679,-1390.7090,4063.7110,-3241.1388,-4318.8971,309.4093,5954.4602,-6881.9326,971.4887,3937.1072,5307.4935,-5699.1752,-3488.2675,283.2248,-3613.9444,702.9289,-1943.3164,-2690.2603,-2826.0825,-1400.4573,2437.0865,-6781.6765,1460.2672,3546.2178,4310.0345,1269.8287,3139.8775,-1671.4522,6551.4400,6880.8208,-124.5534,4703.8855,5714.2921,3232.7706,-1743.2303,1075.3887,-6401.1407,-2347.0872,-5498.1820,6203.1078,6696.3101,-288.2840,79.7616,5663.8568,-584.8583,-5111.6979,6898.9179,6586.9363,1998.4228,385.7919,722.0289,3455.4087,-4446.1215,2783.3526,-280.7986,-5225.2007,-6219.2081,-6016.5982,-2902.9123,-2044.6317,6493.0951,-3218.0206,4986.3283,-5344.4614,-915.0535,6673.2450,-1901.2626,-3906.1493,5280.8061,3853.5889,-3204.2711,3234.5273,971.3861,-5732.0038,-4467.7024,-2580.8784,-5945.6427,-243.4106,5827.0151,6063.3949,-4366.9569,6807.8305,1178.8078,-3118.9378,-5953.3913,2647.8472,-3176.7794,4401.2753,5388.3882,-6395.6471,-4000.9130,4849.5373,-2135.3094,3425.3808,-4724.2027,2533.3728,-2290.2234,-6560.4019,3433.3098,-2490.9525,-281279.2625,-256348.2285,-266936.7918,-269417.5203,-261488.8685,-263982.2716,-268530.6942,-266793.3699,-88964507.3639,-88919327.3247,-88947027.1892,-88939957.0279,-267988.0416,-88949856.9315,2553.2016,4213.8892,-5395.6577,3149.3284,5164.8390,-925.7831,1876.1765,-841.2080,-6494.8419,-5003.5035,-4451.4252,3504.7462,3230.6757,-3427.8689,4316.2184,187.6839,-4541.9084,-2946.9505,4414.4406,4595.8773,3161.0829,740.0946,4141.2632,-5355.8127,5342.6796,-4324.5003,2618.7189,5335.5483,1841.8322,-191.9432,5521.1302,3872.8265,3594.5001,-5031.6721,5162.2367,-5296.5029,-2136.7379,-5286.5544,-4142.0397,2016.1042,-202.9917,-6594.4507,-2249.5880,-2598.5753,3482.0440,262.8267,3.8121,2027.4963,4043.3904,-2652.6338,-6217.4284,-5509.4297,3714.7548,-3960.5192,-6798.0480,-964.8280,2114.0164,-677.1878,3539.9896,-4660.9166,1881.8236,-4049.4825,-4432.1917,-3817.0804,-3272.4734,139.0443,-4732.4984,-4509.1911,3840.6476,5339.5890,5206.1198,-5281.0908,3428.8719,-3266.6232,-4360.8496,-4648.1141,-1887.9098,-3248.5967,-1237.7980,-3210.8095,-4262.0594,1188.9436,-3036.1372,5378.2917,1820.0910,5385.7121,-814.9865,-4517.0355,-1806.4127,1416.3220,1174.5207,-2621.1987,-6184.6046,5500.7338,4640.4728,-3900.7998,-5229.6062,1756.6308,-2233.3854,5432.0117,118078.1248,114385.7579,114087.5295,118774.5740,119496.2931,109143.5214,106848.4781,115431.9441,40520567.5014,40501123.2305,40488950.3009,40509173.6074,114404.0734,40508552.4634,
300.000,-216.8483,5032.7292,2837.3750,-5063.3013,1185.2479,-6205.0915,-1283.1511,-1059.7219,3552.8862,-1565.8207,2235.9054,-3224.8624,3318.0188,6420.4896,-4163.3770,6741.7291,-5583.8144,-5484.2266,3636.7248,-5002.1621,-4173.5518,-2604.6668,-5131.9269,3772.0506,1822.4545,4274.2908,-4065.7472,-4177.2440,1522.2061,601.3260,-3916.0296,4981.6579,2607.9669,4843.0195,3999.3978,-3709.0806,67.6807,-4154.0154,-1019.0541,-574.6731,267.5429,-3782.5256,-5632.0198,4555.6328,-6310.2093,-5518.7814,843.5736,659.2562,-5256.9769,-5322.9083,-1132.3238,4047.5763,1674.1790,-4731.3513,628.5360,-5276.2568,-3128.9665,1458.6728,-6119.0257,3891.7699,2193.2815,2701.9420,49.9300,239.3331,-6605.1555,-582.9733,3229.3216,1596.2801,-1149.7163,3486.0321,-4905.8023,3951.0031,-5883.3026,-2631.6571,965.5184,3416.6207,1641.3012,5053.9834,4369.4115,2240.4966,-4317.1848,738.7759,5597.6935,1718.7299,-4153.2132,-1614.0332,5296.8826,-845.3742,4950.8160,-3499.3511,-5713.6160,4537.5129,4113.5922,-394.7778,-3962.9984,4736.8181,-4119.0384,113.3161,5538.7377,-4871.1021,-206436.4562,-236187.1571,-213570.7972,-214059.1259,-217415.2501,-216621.4180,-223532.5985,-219039.1291,-147205701.9450,-147235562.4481,-147206389.3445,-147204646.9763,-219637.1059,-147198018.4965,-5625.8424,-3156.7850,3128.8885,-1499.2472,-5812.7828,1502.3831,6021.5151,-6238.7639,-741.3830,5455.9991,5415.3109,-4325.2895,-4413.9894,-1440.3157,-1617.5295,-810.6562,-39.9149,-768.2706,-4634.6224,769.1316,3673.5971,-6027.0596,3384.0827,1755.2649,3724.7623,-656.0508,4169.0946,495.1017,6640.5313,6598.4343,2033.2577,3915.2133,4537.5623,2265.5064,-3704.8828,3162.2975,-5863.4812,-215.0847,-6250.5525,6061.6659,6677.2050,-1550.6948,1362.2284,5083.7146,1158.9501,-3812.7381,6615.5863,6881.4791,3638.3257,1657.4885,-437.9083,2196.2308,-4944.3536,4383.3839,-1362.2901,-4375.4228,-6056.3885,-6343.6134,-1921.7346,-3968.4437,6462.7714,-3827.1203,5844.0748,-6259.4985,390.7741,6693.8282,-790.1876,-4816.8388,6403.7590,2282.9926,-2168.6103,1256.0848,2759.4894,-5933.3987,-4992.8633,-4399.4701,-6603.9520,-1962.2903,4531.3003,6342.3547,-2594.4576,6860.7239,-653.2798,-4759.6429,-5516.7180,3850.8593,-4183.5097,5531.4538,4762.1855,-5286.4152,-2632.4110,3250.5909,-2732.7164,4303.9920,-3924.0974,648.6276,-143.1318,-6917.3212,1875.1527,-936.2210,-285671.4425,-261369.9761,-271766.0469,-274153.8390,-266177.7725,-268648.7146,-273241.3729,-271672.3672,-92200889.5170,-92156577.1367,-92184038.0355,-92176829.5857,-272705.4011,-92186305.2613,4005.2892,2854.2170,-5339.6311,4452.5849,3610.1242,-2639.8349,3175.0269,-2877.1717,-5929.2490,-3971.5030,-3701.9951,4337.9857,4168.4532,-2194.7698,5177.2589,-1347.3908,-3944.5480,-3968.6873,3637.9902,4576.5053,4123.9083,2206.6640,3187.4702,-5515.6884,5477.3662,-5143.9131,3747.0983,5259.6886,41.2928,-1973.2100,5310.1958,2793.1993,4365.5207,-4092.0918,4241.7443,-4658.7862,-3670.7376,-5515.4517,-2736.1392,3286.9412,1343.2464,-5612.3580,-3766.0159,-1185.6238,2270.0153,1770.5563,1796.7536,250.8616,2602.7860,-4082.6448,-6832.0867,-5139.3219,4438.1111,-2494.9257,-6777.8288,853.1218,337.6703,1170.7883,1967.9408,-4152.3038,88.1621,-5047.0356,-3677.8414,-2723.0494,-1646.6069,-1655.9934,-6084.7879,-4727.2522,2348.9990,5466.9731,4338.0434,-5537.4345,2198.6039,-1637.3596,-4718.2215,-4124.4981,-89.2617,-4168.3630,-2648.4757,-1577.3938,-4657.6872,-624.0710,-4042.8775,4683.3457,28.2330,5506.6329,1011.9996,-3899.3362,-13.1894,2795.1139,2862.6862,-4053.7183,-4885.5406,5386.0811,4109.0398,-4950.6167,-5494.4430,-33.2516,-3748.4974,4816.5209,117961.2708,114263.7561,114083.0367,118519.9633,119501.5410,109251.2857,106607.8459,115669.8945,40518417.2438,40498721.9017,40486751.4764,40506546.8794,114298.8849,40506348.9103,
600.000,-1718.6419,4644.2171,4551.5335,-4437.5584,606.4383,-4955.2906,585.9029,-1578.7195,4524.4427,-287.6334,4022.2202,-4390.9905,1285.2940,6207.0197,-4074.6672,5945.3243,-5906.3245,-4920.2550,2432.7668,-4696.0902,-2291.4148,-3766.4332,-4441.0534,4677.6888,3758.3338,3151.3361,-2144.1053,-4211.3893,2623.8329,1791.9972,-3359.1200,6187.7010,4039.6058,6078.8812,3404.1031,-3042.8701,-1427.0568,-4179.5543,-2379.0605,1246.1573,1788.4831,-4956.9155,-4181.2801,5630.8376,-6169.0244,-5831.2779,1993.2054,1822.4183,-4788.6513,-3759.9979,899.6273,5410.2455,-482.9746,-4076.3302,2611.3474,-5615.9730,-4084.1123,71.3542,-6666.7539,2732.2544,3233.8223,585.6228,1851.9228,-1403.8335,-6614.7911,731.0817,1370.5024,-481.7184,64.2299,4693.5523,-6139.3535,4487.2784,-5333.5640,-3817.2678,-1181.0211,2093.9519,386.8618,3609.1451,4982.8732,3420.4926,-5109.8034,1881.9325,4558.6107,335.4607,-4906.9614,325.6299,4050.0518,963.1010,5536.1998,-4422.8601,-5366.1198,4517.6560,5476.7255,1608.6901,-5515.3599,3972.6240,-4064.6926,-1092.8425,4956.2660,-5815.8582,-200351.6546,-230647.5639,-207800.1910,-208369.8137,-211672.8664,-210891.8012,-217706.4403,-213642.3163,-145152692.7575,-145183118.7740,-145153202.1886,-145151952.9152,-213885.5771,-145144963.7720,-4417.6221,-4539.0218,1925.1101,420.7327,-6716.2501,2575.2398,5525.9234,-4962.1622,-2327.2579,6447.8946,5030.7449,-2547.5351,-4950.3288,-3006.9343,553.3328,-2258.1901,1842.0400,1252.8175,-5994.8444,2856.4281,4592.1478,-4685.9189,4967.0383,-176.8664,2822.4181,-2545.8303,4829.5475,2594.5049,6037.0719,5661.4647,3990.0790,2772.4600,2921.9315,1101.2746,-5287.4216,4906.6838,-4763.6767,1931.1363,-6391.1971,5350.5347,5977.9028,-2710.8298,2550.1757,4018.7419,2764.8163,-2134.2217,5672.6023,6491.5138,4895.9797,2808.6354,-1466.4288,768.9143,-4989.9688,5532.8646,-2213.0285,-3081.3384,-5267.5255,-5952.9377,-753.8300,-5515.3706,5762.6930,-4108.9444,6153.3884,-6549.3912,1637.5369,6054.5316,331.7205,-5305.0963,6892.5943,523.8739,-963.8987,-825.5514,4256.3596,-5493.7232,-5081.4414,-5802.2360,-6570.8627,-3516.8665,2767.8280,5996.7201,-581.2295,6233.9117,-2450.3785,-5945.0983,-4528.2416,4724.1257,-4766.3532,6122.9478,3651.9386,-3661.6185,-978.3554,1309.5482,-2973.3466,4808.6586,-2782.7670,-1330.5001,2014.1643,-6586.2730,104.6749,667.3567,-289935.0115,-266277.1478,-276476.5403,-278772.5630,-270749.2020,-273199.8086,-277829.5002,-276521.8469,-95393096.0257,-95349662.9165,-95376865.4537,-95369559.7446,-277303.5765,-95378575.6357,5024.9420,1140.7176,-4682.3812,5274.9288,1671.3242,-4068.4520,4133.4040,-4607.8039,-4736.6774,-2514.0667,-2556.3204,4705.7394,4658.0534,-727.0981,5462.6808,-2737.5615,-2907.6477,-4543.6532,2471.0452,4044.6173,4644.0335,3436.3775,1891.4821,-5081.0780,5011.7472,-5361.7474,4473.4606,4572.6499,-1763.9393,-3541.4724,4525.6200,1413.5975,4645.8217,-2675.4779,2863.0425,-3481.0550,-4809.7692,-5149.7087,-1033.1697,4204.1605,2738.1568,-4034.3864,-4875.9867,354.5254,801.1988,3089.0677,3395.1496,-1552.8436,879.9968,-5072.0400,-6721.4736,-4213.0469,4670.4709,-760.3390,-6038.8869,2578.6683,-1476.5910,2874.8733,163.5468,-3200.9075,-1715.4201,-5494.9355,-2525.5685,-1323.7936,164.4878,-3272.7753,-6788.8541,-4440.9531,604.2146,4996.2261,2999.5784,-5199.1669,725.4611,186.2038,-4572.5871,-3159.7493,1719.4573,-4624.1888,-3762.7410,226.6471,-4540.0483,-2370.1411,-4618.0537,3480.0530,-1766.7095,5034.5170,2725.3978,-2844.0206,1781.4569,3874.2462,4241.7343,-5046.5397,-3068.0019,4690.0602,3137.4190,-5460.3175,-5156.6743,-1819.5755,-4865.0796,3682.5446,117844.0932,114141.6734,114078.8720,118260.1601,119503.1438,109365.0771,106372.3965,115807.6533,40516261.6503,40496320.9517,40484560.4464,40503919.7836,114193.6135,40504145.4781,
