sl_5_5400_20260915 Coordinates.csv
2026/09/15 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:15 2024,
Start: 2026/09/15 07:47:00.00, Stop: 2026/09/15 09:17:00.00,
TIME_UNITS,STARLINK-30821 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-1987 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-5486 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-260.5623,1023.3276,-5416.8207,4827.7522,-535.5521,103656.6178,112144.1268,117867.1244,114971.7046,121585.0445,119359.1903,113081.9603,113928.0193,-244177272.6404,-244161541.5139,-244152605.6553,-244151767.6062,114739.9763,-244160788.5294,6833.3375,6697.1170,-3499.8792,2508.9507,6269.6009,338793.4182,364176.5984,346861.4286,346341.6397,351861.9275,350260.9576,355830.7874,352241.1461,13656455.8237,13656132.3427,13679548.3463,13665423.3014,352123.2477,13665468.3811,1124.7310,1538.6754,-2504.1730,-4307.6383,-2953.9860,-134992.0018,-137321.7550,-139462.7415,-134360.8654,-133958.7433,-144402.3547,-146388.5379,-140507.5261,100465209.8260,100436859.4325,100439456.6640,100466685.5122,-138949.6309,100457183.0917,
300.000,1280.1855,1545.8771,-5349.8578,6079.3332,294.8102,96508.9670,104482.2337,110303.6759,107469.5742,114142.7286,111940.5974,105637.8983,106827.1982,-244414925.2476,-244399242.0948,-244390943.7093,-244389303.5946,107272.1907,-244398531.1658,6315.0442,5798.9019,-1883.4992,2219.9069,5143.3412,340795.2375,366602.8328,349121.0926,348712.6379,354201.9031,352613.1187,358083.8975,354233.9975,8321896.9349,8321269.1367,8344984.0870,8331449.5393,354447.2164,8330896.6656,2545.5943,3495.2371,-3963.5929,-2503.2853,-4667.9345,-135091.0753,-137424.0556,-139462.0175,-134604.6579,-133941.2183,-144292.5904,-146627.0581,-140741.7247,100462949.2571,100434754.5255,100436850.3153,100464113.5594,-139047.7948,100454726.1493,
600.000,2720.5614,1957.3851,-4787.1419,6703.3860,1154.5117,89323.9605,96768.3215,102691.6977,99918.2550,106651.2004,104470.5926,98150.3495,99728.4976,-244536041.0335,-244520392.1330,-244512742.1723,-244510339.1459,99757.4572,-244519735.9066,5189.4079,4308.4930,-52.1893,1736.6110,3512.9712,342647.4455,368865.2247,351225.7704,350927.6044,356384.6393,354810.2176,360178.9479,356102.4961,2983475.4224,2982540.5385,3006530.3175,2993617.0319,356612.8263,2992458.6477,3693.4510,5079.9807,-4996.9198,-431.7881,-5887.4571,-135190.3747,-137526.6343,-139460.4226,-134853.4981,-133927.1988,-144176.6890,-146860.1712,-140840.7838,100460684.8529,100432656.5542,100434248.8385,100461525.6796,-139145.8765,100452269.0898,
900.000,3931.3347,2237.1317,-3795.1296,6640.8762,1971.6419,82104.6929,89005.9177,95034.5383,92321.0123,99113.9077,96952.0539,90622.6139,92600.2680,-244540564.6732,-244524936.1862,-244517944.6856,-244514819.0249,92199.1336,-244524347.2691,3569.1961,2378.4054,1818.7475,1081.2957,1550.4154,344349.3763,370962.7228,353174.5339,352985.8309,358409.0848,356851.1990,362115.2322,357870.2181,-2356263.2302,-2357507.3084,-2333267.3788,-2345531.0329,358619.1318,-2347300.1388,4445.2781,6124.7713,-5493.8895,1685.8246,-6484.5343,-135289.8975,-137629.4784,-139458.1466,-135107.4916,-133916.6562,-144054.5694,-147087.9411,-140805.9512,100458416.5262,100430565.5775,100431652.3256,100458922.3256,-139243.8760,100449811.9131,
1200.000,4801.8401,2370.6854,-2477.6653,5904.8120,2670.7303,74854.2703,81198.5704,87335.5666,84681.1249,91534.3128,89387.8475,83058.0035,85409.6040,-244428496.4342,-244412874.4331,-244406550.4852,-244402743.4633,84600.5965,-244412365.3656,1614.5744,206.4933,3546.5318,293.6951,-541.5775,345900.4274,372894.3497,354966.5208,354886.7083,360274.2642,358735.0635,363892.1047,359554.0677,-7694772.9668,-7696327.6743,-7671862.8064,-7683450.8763,360465.2584,-7685833.5811,4720.5978,6519.0603,-5401.6569,3623.1864,-6396.7933,-135389.6412,-137732.5760,-139455.3804,-135366.7473,-133909.5629,-143926.1522,-147310.4289,-140649.2912,100456144.1916,100428481.6507,100429060.8699,100456303.9436,-139341.7931,100447354.6193,
1500.000,5249.9304,2349.7399,-965.0130,4578.1731,3179.4574,67575.8085,73349.8468,79598.1709,77001.8843,83915.8908,81780.8227,75459.8405,78125.6971,-244199892.1751,-244184262.6732,-244178614.4014,-244174168.1614,76965.2402,-244183845.9022,-483.0429,-1984.7237,4958.4714,-570.2207,-2550.3255,347300.0594,374659.2018,356600.9355,356629.7304,361979.2782,360460.8663,365508.9801,361163.0358,-13029508.3722,-13031374.4589,-13006710.3718,-13017599.3392,362150.4033,-13020596.2007,4489.9708,6221.1517,-4730.0523,5173.3381,-5633.4951,-135489.6034,-137835.9156,-139452.3155,-135631.3768,-133905.8924,-143791.3606,-147527.6924,-140392.1416,100453867.7655,100426404.8250,100426474.5654,100453670.9734,-139439.6279,100444897.2084,
1800.000,5229.6564,2172.3288,598.8004,2804.0126,3436.0474,60272.4322,65463.3316,71825.7577,69286.5926,76262.1294,74133.8061,67831.4567,70722.7370,-243854863.3176,-243839212.2998,-243834246.8325,-243829204.2631,69296.4749,-243838900.1508,-2519.8748,-3970.8887,5908.9950,-1441.5314,-4274.5211,348547.7962,376256.4507,358077.0488,358214.4985,363523.3035,362027.7174,366965.3353,362697.9125,-18357925.8865,-18360103.4053,-18335266.2964,-18345435.0915,363673.8354,-18349044.3675,3778.0700,5262.3873,-3550.5977,6171.0914,-4274.6105,-135589.7816,-137939.4862,-139449.1441,-135901.4940,-133905.6198,-143650.1223,-147739.7872,-140062.8832,100451587.1661,100424335.1468,100423893.5075,100451023.8490,-139537.3802,100442439.6804,
2100.000,4736.0774,1843.5213,2069.3688,769.3444,3396.7462,52947.2735,57542.6256,64021.7501,61538.5622,68576.5269,66449.5949,60176.1917,63182.1294,-243393576.7924,-243377890.2463,-243373613.6916,-243368018.3044,61597.7250,-243377694.8954,-4299.6431,-5548.7930,6294.7976,-2243.4490,-5544.3191,349643.2252,377685.3427,359394.1992,359640.7274,364905.5933,363434.7798,368260.7092,364151.8300,-23677485.0171,-23679973.3142,-23654989.8299,-23664419.8423,365034.8962,-23668637.5127,2661.0997,3744.0710,-1989.3258,6510.4050,-2463.0210,-135690.1737,-138043.2777,-139446.0582,-136177.2135,-133908.7211,-143502.3719,-147946.7656,-139694.3763,100449302.3134,100422272.6576,100421317.7925,100448362.9997,-139635.0502,100439982.0353,
2400.000,3806.6839,1376.4430,3315.0488,-1314.9529,3042.4932,45603.4706,49591.3439,56189.5867,53761.1142,60862.5913,58730.9498,52497.3922,55493.9499,-242816254.9578,-242800518.9068,-242796936.3273,-242790832.1348,53872.4281,-242800452.3512,-5652.6599,-6557.5388,6066.5623,-2897.8313,-6238.4644,350585.9978,378945.2000,360551.7926,360908.2508,366125.4769,364681.2693,369394.7038,365511.4342,-28985649.5499,-28988447.2560,-28963344.4611,-28972019.5473,366232.9992,-28976839.3398,1258.7599,1827.2287,-213.7833,6155.2139,-390.1268,-135790.7773,-138147.2800,-139443.2496,-136458.6499,-133915.1736,-143348.0537,-148148.6776,-139321.3614,100447013.1294,100420217.3930,100418747.5176,100445688.8509,-139732.6376,100437524.2731,
