sl_100_86400_20260204 Coordinates.csv
2026/02/04 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:46 2024,
Start: 2026/02/04 07:47:00.00, Stop: 2026/02/05 07:47:00.00,
TIME_UNITS,STARLINK-1027 - X-Coordinate,STARLINK-1378 - X-Coordinate,STARLINK-31161 - X-Coordinate,STARLINK-3246 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-1955 - X-Coordinate,STARLINK-2402 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-31543 - X-Coordinate,STARLINK-3150 - X-Coordinate,STARLINK-5024 - X-Coordinate,STARLINK-4620 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-31538 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-5044 - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-6224 - X-Coordinate,STARLINK-3843 - X-Coordinate,STARLINK-3252 - X-Coordinate,STARLINK-31528 - X-Coordinate,STARLINK-3551 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-1548 - X-Coordinate,STARLINK-4730 - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-5334 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-5773 - X-Coordinate,STARLINK-31475 - X-Coordinate,STARLINK-6265 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-3196 - X-Coordinate,STARLINK-2549 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-6280 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-4568 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-5417 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-3868 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-5150 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-30251 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-1593 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-1972 - X-Coordinate,STARLINK-2726 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-3771 - X-Coordinate,STARLINK-2536 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-1672 - X-Coordinate,STARLINK-11153 [DTC] - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-31012 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-31467 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1027 - Y-Coordinate,STARLINK-1378 - Y-Coordinate,STARLINK-31161 - Y-Coordinate,STARLINK-3246 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-1955 - Y-Coordinate,STARLINK-2402 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-31543 - Y-Coordinate,STARLINK-3150 - Y-Coordinate,STARLINK-5024 - Y-Coordinate,STARLINK-4620 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-31538 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-6224 - Y-Coordinate,STARLINK-3843 - Y-Coordinate,STARLINK-3252 - Y-Coordinate,STARLINK-31528 - Y-Coordinate,STARLINK-3551 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-1548 - Y-Coordinate,STARLINK-4730 - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-5334 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-5773 - Y-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-6265 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-3196 - Y-Coordinate,STARLINK-2549 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-6280 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-4568 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-5417 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-3868 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-5150 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-30251 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-1593 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-1972 - Y-Coordinate,STARLINK-2726 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-3771 - Y-Coordinate,STARLINK-2536 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-1672 - Y-Coordinate,STARLINK-11153 [DTC] - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-31012 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-31467 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1027 - Z-Coordinate,STARLINK-1378 - Z-Coordinate,STARLINK-31161 - Z-Coordinate,STARLINK-3246 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-1955 - Z-Coordinate,STARLINK-2402 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-31543 - Z-Coordinate,STARLINK-3150 - Z-Coordinate,STARLINK-5024 - Z-Coordinate,STARLINK-4620 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-31538 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-6224 - Z-Coordinate,STARLINK-3843 - Z-Coordinate,STARLINK-3252 - Z-Coordinate,STARLINK-31528 - Z-Coordinate,STARLINK-3551 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-1548 - Z-Coordinate,STARLINK-4730 - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-5334 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-5773 - Z-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-6265 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-3196 - Z-Coordinate,STARLINK-2549 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-6280 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-4568 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-5417 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-3868 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-5150 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-30251 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-1593 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-1972 - Z-Coordinate,STARLINK-2726 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-3771 - Z-Coordinate,STARLINK-2536 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-1672 - Z-Coordinate,STARLINK-11153 [DTC] - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-31012 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-31467 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2390.5441,-4929.9583,3829.1730,-5246.5134,1573.7559,-1962.7464,2685.8347,6193.4197,4547.5128,-5082.3208,1954.0231,920.7121,-1952.9308,-4139.2523,6036.8748,-2.3917,5256.2126,-4654.1063,-4441.5362,5698.4892,3878.9280,-4841.4992,6114.2958,2673.7629,1080.9563,3659.6384,-4155.0740,-4323.7739,-5304.2709,-921.4730,-2718.3686,-4441.6837,-167.4821,-5248.3321,-5451.5887,3599.0259,4802.7873,-4709.1395,5702.7627,-6289.4115,3782.4849,4203.5794,2620.0065,-2366.4917,-3141.6776,-4458.5951,1827.2780,3973.6571,-3715.9350,-6343.0657,-1011.4847,-6397.1136,3412.3091,4838.0862,2891.6715,-4997.6198,-5732.7114,6002.8680,1853.0011,-1864.7596,-6712.0141,475.8394,3174.3311,-2787.0408,6199.0568,6384.6027,3557.3990,-5925.5199,-3723.5233,-5167.8036,440.7491,-2056.7001,4726.9796,202.5971,4720.1919,5192.1543,5445.8288,6779.3084,-3543.4851,-1181.5935,-4703.2143,4723.4041,-2304.3460,-6249.0964,4548.5858,5303.7592,-3023.8903,389.4184,-1900.4228,-657.8677,4695.9194,4568.7160,-2910.5264,2809.4221,2178.8257,-281.3335,-3294.6262,6005.7138,-3598.5216,-756.5086,-26121.6506,-52411.8187,-37808.3277,-33915.2750,-42441.5569,-39304.9054,-38297.5244,-36696.8526,-163791985.0158,-163816876.5321,-163809897.6608,-163793019.4188,-37209.8620,-163786109.4444,-6068.2227,-2777.5755,-4078.2658,1877.5800,5962.9523,5448.9002,-4877.0658,-1391.1678,3531.1024,-878.7716,6594.8997,4107.2557,-6113.6635,3002.4682,-1234.3840,-4339.6185,-860.8378,-1158.3874,-1717.6576,-2583.7080,5708.3853,-1916.9836,-2835.8668,-5770.4414,4285.0754,4195.0865,-4644.3228,-2715.0844,3025.4395,4034.6417,6191.2985,-594.6839,4136.5659,-148.1942,-1180.6809,-3212.3253,-4673.0303,-1963.0176,-3473.2323,-1760.0456,4227.4264,-2914.8899,4382.7744,-5940.4563,-5476.7451,90.6655,5248.2095,-3406.4893,-1689.2614,2514.1536,4822.4038,1179.9043,2465.3610,1081.4430,4275.0117,420.9328,-1712.3322,2367.0707,4543.0610,-5036.1746,-264.7366,-4601.4396,-2654.6959,-3921.8657,2248.7299,-2613.5439,-2559.0323,3497.9169,2785.3939,3316.1529,6180.2090,6295.0896,2157.3586,-4380.6052,-1697.7746,2747.9790,-2353.0143,-1424.5063,4212.6978,-6398.5199,-1992.1122,-1857.1052,6532.5802,2780.0387,-3807.0284,3586.5545,-2873.1735,4149.7838,-4110.8951,4839.4901,653.3912,-2742.7857,-4327.9175,-5905.3311,3907.5377,5952.7758,2522.7733,-2338.2913,2552.3845,-5150.0313,-370115.2079,-383082.3146,-373183.7944,-374596.6117,-374845.6788,-374869.1111,-383293.5445,-379418.1791,293423930.9267,293390637.0145,293412219.3635,293402122.8534,-379203.0577,293408709.5573,-2292.0132,-3997.5954,3951.9259,-4094.8600,-3168.5444,-3784.2839,-4164.6095,-2706.1821,-3870.5686,-4633.7372,636.8177,-5572.4644,-2593.0899,4672.7850,-3011.5781,-5433.2880,-4265.0404,-4987.5495,4977.6482,-3000.4351,597.3899,-4610.1154,-1024.0892,-2669.3788,-5324.3979,-3943.6651,-3052.3458,-4668.7958,-3245.4674,5477.6796,1440.7048,5227.1793,-5523.3437,4345.6366,3762.3677,4948.6007,-1863.7153,-4698.1550,1819.7367,-2353.6431,-3946.9399,4659.4626,4694.3021,2371.5711,2852.2513,-5269.2030,4134.8938,4441.3434,5345.3074,-1250.9401,-4717.6318,-2405.7086,5469.8895,4807.0000,4598.7038,-4667.1762,-3510.2960,2304.8633,4769.9388,4404.5477,1571.2689,-5147.2483,5530.2120,-4976.0027,-1840.1927,461.6969,-5348.1061,665.6283,-5155.1428,-3190.4971,3109.9075,-1926.5622,-4592.3138,5330.8511,4624.2255,3642.2425,3591.2836,315.5465,4204.7448,-2403.0997,-4702.5494,-4730.6608,287.9018,836.8253,3479.6644,-2345.6266,5476.2271,5493.2801,5173.3721,-4904.6964,-5038.4595,-4405.9986,-4551.2731,2297.3955,5231.4183,2890.6730,5531.8563,-2475.2897,-5320.7488,-4398.4171,34605.2994,31788.6342,31895.9707,38174.9973,37591.0077,26958.2116,25902.4337,31241.4514,-115256928.2949,-115227144.7247,-115238560.1052,-115251679.6093,32963.3914,-115244633.2494,
3600.000,3531.2661,6760.5618,-1788.2794,5488.9965,-4060.2925,422.0749,-3069.3584,-5933.3420,-6701.8269,4769.1783,-3148.5538,-4641.8953,3513.4082,1181.2727,-5899.8697,960.5321,-2658.5999,3399.5281,6683.5017,-2390.9281,-4931.6632,6612.3313,-3989.1642,-1162.4548,-4676.2552,-6415.7746,4988.9373,4029.1420,4860.4060,-3435.9979,1064.2995,6003.0464,-4056.7998,5630.6271,2743.3122,599.8511,-2278.8689,6115.2635,-2541.8606,4999.9353,-4138.7881,-139.7330,-5594.5109,4700.6086,5270.9183,5437.1082,-4864.2562,-1840.3656,5800.2426,3745.5778,-1623.3245,5905.4992,-5193.7744,-6678.5395,-5601.9751,4235.2224,4634.7428,-6663.2767,-4968.9347,2746.9407,6159.3380,2466.3289,-490.8534,5838.7989,-4438.8808,-4615.5202,-2318.4849,4144.3709,6732.1816,4622.7976,-2879.3353,-803.7194,-5333.4969,3194.6053,-3092.0673,-6743.7350,-1741.0912,-4873.2772,-419.3706,3406.1474,5574.2882,-2966.5914,-145.6806,3568.2932,-386.4886,-6500.1395,6044.2601,-4402.7188,5378.3537,-1891.4102,-3080.5539,-505.9174,5586.4663,-752.8465,-4957.1749,-3409.6679,677.3471,-2634.8161,-68.1514,4827.8345,66001.8343,46286.0054,60091.0502,62660.5664,53758.1989,56593.0414,58460.1958,58816.5109,-234189709.2893,-234211594.2714,-234209510.7259,-234183104.7803,59303.2075,-234184515.6770,2814.3963,1489.5849,6583.9667,-4197.8483,-3032.3948,-6891.4406,6203.0461,3059.5872,-1611.2552,-3177.1541,-5012.8075,-3513.6708,5692.4709,-5710.8184,3124.3984,6759.9841,4746.5080,-3068.7678,-543.5582,-341.0267,-3047.2361,2138.5918,4693.7528,6558.1374,-1777.8987,-2256.5840,965.2970,-1637.7248,-4796.7060,-4469.1029,-6195.4125,-2552.6796,-4005.1903,-3573.9841,-3131.1288,4517.5105,3242.9649,-1518.2079,4694.4254,-1478.7405,-53.5282,4350.5325,-1784.4552,4664.9276,4447.5538,-3524.7932,-4780.9620,6367.6859,-2341.2879,-4118.4457,-6574.5004,-3408.0493,1450.9616,1214.4858,-3947.8697,-4556.7024,-2070.1146,78.0223,-4603.5034,6382.0577,-1319.6890,6129.9373,5751.0351,3321.9329,861.8767,3597.6738,5963.9643,-4261.5357,-1631.7704,-5021.7443,-6301.8444,-4560.6351,1882.6338,5554.7458,5541.0460,-1463.9087,-522.5549,3367.7141,-5281.7230,5907.2437,-1877.3353,5322.6740,-6160.1790,-3680.5893,4128.5854,-1164.2687,206.9910,-4066.2701,3760.5361,-6482.5524,3455.9069,4203.6645,3989.7842,6761.3408,-356.3231,-2094.5131,-5668.6368,3543.9136,-5020.1256,2814.6879,-365617.8063,-382938.3579,-370658.5992,-372948.8663,-372506.2018,-372488.8209,-379926.1565,-377110.0733,241011279.2466,240968551.3106,240991180.8239,240989696.0171,-376749.5234,240995429.8142,5221.5007,-13.0640,-666.7211,65.6326,4717.7349,-364.2931,-614.9568,-1740.7039,736.7230,3885.6898,3554.4218,3836.8820,-1771.3818,-3758.1371,-1559.3950,1282.8415,4105.1952,5169.6773,-1621.7410,6495.0933,-3799.2616,-3.8668,-2927.3184,-1783.7909,4762.9339,515.3317,4711.1708,5364.4891,-1068.2927,-3938.9552,2875.6037,-2238.8258,3873.4000,-1432.5624,-5297.2582,-5211.7129,5708.0373,2877.6369,-4413.0818,4569.7719,5518.9701,-5393.4617,-3712.2205,1631.5917,702.4056,2347.5973,-1256.9223,-1810.0148,-2495.5305,4127.5677,776.0108,-1258.8411,-4327.7843,-1321.3630,-971.8740,2852.6643,4712.6233,1600.4379,-1031.6973,244.6364,2810.8061,2031.7408,-3817.9461,1635.9752,5128.8792,3676.1531,2596.1787,3523.3344,362.5906,-1117.0384,356.2192,5099.4097,3995.0115,-2598.0779,-2527.4477,489.2398,-6701.8106,-3611.1263,-4477.9753,-1259.6971,3670.7455,3298.6227,3169.8771,-4609.8070,-5497.3271,-1701.3777,-3312.6043,-3435.1855,-2084.0922,1486.5387,5124.8313,5451.0043,838.5799,1340.7809,-4780.0637,-5287.5889,-3925.9666,5296.7535,4733.4158,3886.0130,32462.0050,29949.1881,31343.8225,34496.2221,37215.8360,27967.9971,22672.3222,32930.0810,-115203549.9971,-115176265.2434,-115189355.5689,-115199602.4080,31248.8268,-115191751.5882,
7200.000,-4683.0753,-5639.1042,-916.2965,-3289.8503,6026.4340,1388.7443,1731.7282,2781.3831,6290.4533,-3641.2635,4029.5167,6439.4883,-4004.5148,1424.3365,2615.1693,-985.8612,-193.4902,-2206.7384,-5939.0566,-3113.4913,5024.1821,-5054.4828,-392.6312,-1378.8508,6802.5151,5936.3105,-5171.3552,-3595.6691,-2050.2258,5679.3104,1851.9884,-5165.4521,6104.6545,-3496.5546,212.0099,-3905.1095,-2171.3938,-5715.4324,-1582.8236,-2803.4476,4328.0484,-3340.4558,6894.0750,-5127.5977,-5546.6067,-4464.9577,5895.8733,-636.7771,-4614.3865,174.6067,3099.0206,-3081.6402,5673.6365,5644.2142,5712.9014,-2281.6989,-2945.7517,4377.2087,5338.8544,-2338.2801,-2878.7949,-3780.1100,-1376.6634,-6122.7975,1592.8243,584.3022,852.4133,-137.2807,-5121.8562,-1820.5777,4347.9605,4406.4463,4883.9245,-4636.4400,641.5272,5349.9327,-3715.4254,1232.7862,3829.3501,-4620.9524,-5199.8924,954.0948,3255.6112,870.0912,-3912.8984,4648.2000,-6615.0034,6102.6949,-6058.9879,3167.4172,1627.5036,-3141.6516,-5649.3852,-1943.1831,6396.1967,5867.8260,1174.1124,-1645.4737,2671.2736,-6798.3593,154215.8897,141707.9646,154311.2714,155343.6783,146532.2716,149906.8924,151102.8851,152502.3809,-288615829.8080,-288631511.6414,-288633832.0934,-288604508.8066,152196.2303,-288610877.1861,1451.6151,424.7265,-6042.9215,4589.4425,-367.4276,5263.6769,-4492.0034,-3801.3773,-702.8349,5845.2844,1058.4995,2693.9278,-2587.5285,6762.5205,-3874.2498,-5868.9597,-6762.5658,6198.0522,2092.4572,725.3614,-1002.1096,-1299.2448,-4967.5430,-4483.1781,-180.3621,-643.4166,2969.4519,5246.6397,4647.9899,3859.3744,3883.4324,3979.0261,3202.9427,5262.6963,6365.6642,-5262.5551,-2008.9315,3862.2146,-5216.1389,4876.3479,-4005.0628,-5377.5145,-635.8704,-845.9354,-1581.4802,4831.1238,2747.4190,-6517.1349,4179.3555,5251.0002,4787.4311,4623.1974,-3920.3900,-2608.9554,2114.4603,6378.8428,5474.3542,-2932.4552,2536.7391,-4472.4037,3184.2852,-5299.7740,-6770.2408,-1743.1288,-4661.5965,-4107.1978,-6621.4758,4157.9081,-779.2625,4731.4440,4010.7460,1851.3657,-4820.4467,-4798.9057,-6639.9185,-639.2316,656.0848,-4935.5409,5411.6190,-3086.8907,4573.4741,-6867.1651,3896.8957,4265.1507,-4173.6121,-2250.5234,1626.4989,3114.4543,-2196.5509,5454.5436,-6412.2056,-5336.1661,-2129.7541,-5177.7058,-2278.4808,-2216.2072,6822.3311,-4748.7084,6265.4803,-117.3146,-338899.1438,-357630.3336,-344460.0115,-348029.9462,-346139.6077,-347101.6428,-352306.2577,-349464.6848,172155021.0634,172103586.5553,172126295.8153,172139706.0370,-350093.6577,172138233.8849,-4876.4657,3986.7040,-3108.2358,3974.8960,-3410.8463,4253.1005,5004.6045,5028.7534,2821.7361,-782.5878,-5517.1310,-15.7193,5004.0478,549.2581,5004.8213,3584.8583,-864.5932,-2138.3008,-2818.3356,-6162.4781,4652.7548,4585.2241,4643.7962,5042.7987,-1242.7031,3285.6331,-3550.2868,-2720.7193,4676.2797,-303.5481,-5420.5078,-2244.2722,261.3234,-2576.9928,2175.1420,2206.1119,-6298.7072,675.0045,4257.0557,-4072.4907,-3604.5677,2799.4741,504.8849,-4425.4536,-3852.4172,2068.3990,-2406.1449,-2080.6130,-2569.4324,-4534.8740,3728.4616,4136.3590,423.4006,-3026.3388,-3288.1162,990.0445,-3078.6097,-4389.1453,-3465.9209,-4783.3403,-5409.2777,2326.9024,-311.5891,2696.8706,-4757.6995,-5538.6884,1774.0552,-5528.8034,4608.0580,4694.0882,-3630.5357,-4976.6104,-980.8087,-1805.3802,-1463.2394,-4343.4369,5815.5183,4701.3502,2018.1737,4136.2155,-456.6273,111.2473,-4727.8687,5332.8487,3813.6179,4440.9737,-1049.7721,-850.9342,-2422.9962,2831.0956,-2020.3359,-3076.6904,3369.2915,-4190.5186,1165.9232,2131.8394,-124.6896,-4737.4485,-1160.2963,-411.5030,30281.4221,28134.6233,30763.4292,29897.4288,36346.6049,29857.1045,20146.9179,27875.1623,-115149371.7007,-115125473.4176,-115140196.9783,-115142976.3635,29531.4756,-115138834.0187,
