sl_100_86400_20260415 Coordinates.csv
2026/04/15 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:27 2024,
Start: 2026/04/15 07:47:00.00, Stop: 2026/04/16 07:47:00.00,
TIME_UNITS,STARLINK-31244 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-4480 - X-Coordinate,STARLINK-4798 - X-Coordinate,STARLINK-3595 - X-Coordinate,STARLINK-6065 - X-Coordinate,STARLINK-4458 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-5716 - X-Coordinate,STARLINK-3178 - X-Coordinate,STARLINK-5114 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-31102 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-1505 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-5545 - X-Coordinate,STARLINK-30557 - X-Coordinate,STARLINK-6029 - X-Coordinate,STARLINK-4761 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-31067 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-1715 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-30094 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-3347 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-6122 - X-Coordinate,STARLINK-4523 - X-Coordinate,STARLINK-2589 - X-Coordinate,STARLINK-2543 - X-Coordinate,STARLINK-5647 - X-Coordinate,STARLINK-30221 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-5544 - X-Coordinate,STARLINK-30098 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-5296 - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-1538 - X-Coordinate,STARLINK-4301 - X-Coordinate,STARLINK-1281 - X-Coordinate,STARLINK-3606 - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-31945 - X-Coordinate,STARLINK-3296 - X-Coordinate,STARLINK-6351 - X-Coordinate,STARLINK-3122 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-6189 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-5606 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-30820 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-4589 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-32105 - X-Coordinate,STARLINK-1867 - X-Coordinate,STARLINK-31049 - X-Coordinate,STARLINK-31585 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-1970 - X-Coordinate,STARLINK-1030 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-4418 - X-Coordinate,STARLINK-30295 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-6312 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-3986 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-11101 [DTC] - X-Coordinate,STARLINK-5750 - X-Coordinate,STARLINK-31513 - X-Coordinate,STARLINK-1602 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-4480 - Y-Coordinate,STARLINK-4798 - Y-Coordinate,STARLINK-3595 - Y-Coordinate,STARLINK-6065 - Y-Coordinate,STARLINK-4458 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,STARLINK-3178 - Y-Coordinate,STARLINK-5114 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-31102 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-1505 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-5545 - Y-Coordinate,STARLINK-30557 - Y-Coordinate,STARLINK-6029 - Y-Coordinate,STARLINK-4761 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-31067 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-1715 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-30094 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-3347 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-6122 - Y-Coordinate,STARLINK-4523 - Y-Coordinate,STARLINK-2589 - Y-Coordinate,STARLINK-2543 - Y-Coordinate,STARLINK-5647 - Y-Coordinate,STARLINK-30221 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-5544 - Y-Coordinate,STARLINK-30098 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-5296 - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-1538 - Y-Coordinate,STARLINK-4301 - Y-Coordinate,STARLINK-1281 - Y-Coordinate,STARLINK-3606 - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-31945 - Y-Coordinate,STARLINK-3296 - Y-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-3122 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-6189 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-5606 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-30820 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-4589 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-32105 - Y-Coordinate,STARLINK-1867 - Y-Coordinate,STARLINK-31049 - Y-Coordinate,STARLINK-31585 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-1970 - Y-Coordinate,STARLINK-1030 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-4418 - Y-Coordinate,STARLINK-30295 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-6312 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-3986 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-11101 [DTC] - Y-Coordinate,STARLINK-5750 - Y-Coordinate,STARLINK-31513 - Y-Coordinate,STARLINK-1602 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-4480 - Z-Coordinate,STARLINK-4798 - Z-Coordinate,STARLINK-3595 - Z-Coordinate,STARLINK-6065 - Z-Coordinate,STARLINK-4458 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,STARLINK-3178 - Z-Coordinate,STARLINK-5114 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-31102 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-1505 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-5545 - Z-Coordinate,STARLINK-30557 - Z-Coordinate,STARLINK-6029 - Z-Coordinate,STARLINK-4761 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-31067 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-1715 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-30094 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-3347 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-6122 - Z-Coordinate,STARLINK-4523 - Z-Coordinate,STARLINK-2589 - Z-Coordinate,STARLINK-2543 - Z-Coordinate,STARLINK-5647 - Z-Coordinate,STARLINK-30221 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-5544 - Z-Coordinate,STARLINK-30098 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-5296 - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-1538 - Z-Coordinate,STARLINK-4301 - Z-Coordinate,STARLINK-1281 - Z-Coordinate,STARLINK-3606 - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-31945 - Z-Coordinate,STARLINK-3296 - Z-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-3122 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-6189 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-5606 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-30820 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-4589 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-32105 - Z-Coordinate,STARLINK-1867 - Z-Coordinate,STARLINK-31049 - Z-Coordinate,STARLINK-31585 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-1970 - Z-Coordinate,STARLINK-1030 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-4418 - Z-Coordinate,STARLINK-30295 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-6312 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-3986 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-11101 [DTC] - Z-Coordinate,STARLINK-5750 - Z-Coordinate,STARLINK-31513 - Z-Coordinate,STARLINK-1602 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3898.0321,-4499.4464,-162.3956,-5994.3116,6082.6325,-3962.8861,4089.5708,1787.3986,5410.4837,282.5861,-2687.6043,5064.2171,-2712.3893,-1369.1648,5541.2897,-2495.6685,-3486.1524,-5066.7518,-6587.6423,4805.5331,-2479.6899,0.0000,111.8284,-494.6818,-924.2924,-5089.1363,2508.3722,-3871.2807,-2850.9424,5993.9948,-938.5863,4038.5156,4443.4315,3336.2671,-2966.9975,-6787.3372,1742.3701,-4984.6701,-5076.5403,5558.4165,182.3643,3999.6131,-5880.2760,4677.8154,-4744.6746,-1162.1568,-1560.9396,-3796.9154,-4997.7346,46.1578,-495.6984,-1191.7727,4971.3189,0.0000,-1733.7436,-6250.0402,5833.2971,-2951.9029,2472.8695,-5969.3753,2277.3588,4368.4577,5006.9754,-5837.3785,3488.4393,4902.1591,773.0222,4094.3582,4004.8211,-4776.1518,-5771.9145,4457.6300,1615.4827,-3502.4743,2991.3186,4303.7039,-5843.7947,-1296.9201,-2048.0878,-2006.6922,6518.9582,-3156.7398,6097.5194,4124.5092,4828.4161,2704.8032,5114.4518,273.7275,-4436.6819,-271.4277,-5540.4628,-1082.7499,5495.2437,-3878.4922,-5312.0918,-560.6099,-486.9760,-5854.1756,1261.0459,-381.4570,-300570.1755,-299818.1159,-308673.6202,-306061.2007,-308939.3393,-307804.2748,-299574.7588,-303888.4613,-244128871.2685,-244121034.4987,-244131629.6918,-244124707.9546,-302957.8608,-244126397.4129,3516.7038,4948.8684,-1188.4970,3239.5905,-3310.1412,-2065.7341,1141.7725,4468.9313,-1142.9456,5099.4559,-5168.8926,-3174.1964,5369.0349,5202.7806,-3933.4584,3326.2363,-3545.7727,2119.5673,1889.9870,-1395.6627,-6297.1822,0.0000,-6745.6161,5760.5568,6280.3405,-374.3381,-13.1599,3207.3630,-3043.5370,-3047.9887,1313.7338,4433.2951,2256.7097,3838.5585,2942.6267,1054.1393,-6683.5892,-925.5519,2205.2274,3397.3134,-4842.8262,1537.4250,-347.8402,2138.4092,3320.4671,-2178.6675,6141.7444,4876.9442,1368.7684,-6492.6548,2919.8062,-1796.1770,4786.1621,0.0000,5127.3272,2754.4053,1742.6951,6025.8173,6239.3166,3501.1704,-4795.3022,105.8331,-4115.6503,3679.0088,-2730.9903,2473.9849,-5645.8899,2117.8923,4177.1659,1149.1759,-1069.8905,4491.2825,5309.6573,2334.4010,-2732.1200,3306.7681,-1097.1483,5301.0258,-6516.0132,5008.3244,1778.8241,-3632.6676,-347.3638,5287.9735,-4194.1669,-6123.7313,2814.6670,904.7177,1510.2426,-6688.2602,1083.1490,6313.7049,-2964.5399,1359.7287,-2089.2958,-5019.1383,-4027.3319,360.6569,6692.4138,5463.7846,236261.0728,219573.7542,220269.0614,222996.9183,214931.6424,217720.6977,215755.6957,219003.6522,236507324.5989,236441728.6268,236465138.2776,236476123.1451,218207.4457,236487082.4160,4394.0105,-1791.1756,6828.0771,1173.0751,-403.3882,-5277.4649,-5471.6590,4946.0015,4145.6417,-4664.7181,-3923.9963,3528.5324,3444.4876,-4332.8049,1368.5718,-5525.9204,-4815.6388,-4211.1721,-1053.9008,4780.5964,-1437.5779,0.0000,1218.1395,3602.3305,2824.5013,4682.6272,-6483.5773,-4750.0224,-5519.0098,-1716.0623,-6747.7982,3406.4242,4779.7872,4705.4772,-5489.3316,-302.4807,257.2303,-4562.3773,4136.4404,2244.5939,4919.6138,-5455.2626,-3656.9504,4630.0623,-3784.0779,6482.5662,2807.7457,-2903.8979,-4608.6469,-2379.4912,6273.3196,6586.2929,0.9460,0.0000,4294.3986,1070.1863,3260.7352,-1275.6470,-1673.4309,391.8779,4450.5329,5395.0239,-2412.0750,-431.0051,5300.5331,4246.2811,-3953.4394,-5135.4977,3816.9112,-4924.2829,3651.5612,2826.7349,-4031.5406,-5490.6472,-5653.7365,-4115.9641,3330.0974,-3877.1236,-560.4384,-4184.5181,-1486.6813,4954.3694,-3244.9057,-1248.8454,-2632.1437,1749.7813,-3701.9287,-6869.8760,-4998.5979,-1805.5420,-3852.6692,-2360.0408,3001.7280,5586.5296,-3868.2114,-4650.7879,5361.5241,3788.3293,-485.3988,-4033.5752,4114.1458,966.0795,-746.3542,5173.9496,4903.2669,-5682.5932,-7031.4665,-1114.4405,4770284.9266,4776802.0942,4759075.0069,4766599.2489,153.0415,4771515.6335,
3600.000,-5492.8550,3069.9573,-3475.8213,4526.8978,-5151.2178,6475.6840,-4367.1260,-4889.0068,-2024.2871,-3673.4043,3318.2863,-6618.2546,612.8394,-2564.6195,-3802.7371,-1116.5870,4376.8056,1265.2983,4143.9158,-1485.7540,3466.4935,0.0000,2687.3923,-3578.5632,-631.4570,4623.6961,-1500.0954,-361.7837,5645.0842,-3077.9497,-373.2128,-4155.5820,-3923.1147,-5883.7786,-473.0386,5031.7889,191.1058,5684.8283,1887.1971,-6238.5555,3673.3117,-4543.4480,3986.6205,-5437.4155,717.9013,5264.1474,-1885.6278,-535.0983,2923.2845,1544.0305,-1568.9932,-2863.5982,-5013.6978,0.0000,-2244.4698,4801.2603,-6876.0866,242.2501,-3710.7598,3898.9716,-772.7637,-671.1235,-3957.4563,3405.3018,-2262.3595,-4558.0231,3016.4405,-6604.5419,-6376.6380,534.2224,3501.6989,-6233.6194,-3905.8789,503.8949,1616.8138,-6722.6795,6569.4904,-1193.9768,3338.1823,-2640.7401,-4840.7823,4531.9343,-3103.7661,-4918.3385,-3829.0542,-1133.5594,-3982.1209,4798.7217,4547.8323,2459.2842,5267.1582,-2546.0088,-4559.4849,-539.2988,3695.6003,4555.6185,5084.3235,3758.7559,-3532.6053,-2013.5570,-351016.4164,-341388.3581,-352957.2310,-350094.2142,-353791.2081,-352716.7065,-345199.9432,-346398.7338,-297042176.8968,-297021563.9556,-297036540.1277,-297032773.7849,-347797.7285,-297038536.4908,688.1930,-5658.3001,-2696.4866,-4188.0973,561.1982,-382.6137,3111.9402,-4615.9723,3650.7393,-2331.2606,6158.5501,1239.1643,-6909.5995,-3367.5465,5330.1376,-5494.5375,-739.7426,-3982.0642,-3063.2011,4163.2772,3478.6690,0.0000,4683.9770,-3621.1640,-3161.9866,-3606.4364,4419.8460,-4387.3856,-73.7886,4444.8025,3977.1808,-410.8288,2110.6564,-808.6647,-5546.8194,-2555.2280,5741.4559,-3104.6865,-4920.8695,-1916.6514,2701.1431,2666.0375,-3171.3696,1867.3517,-4074.6900,1887.9234,-4754.1596,-4958.9604,-4871.9558,6431.3713,-5960.2879,-1895.9301,-2459.9656,0.0000,-3581.0685,-3797.1499,643.6129,-6274.6754,-5178.7380,-4818.5403,6848.5298,2582.3601,5313.6465,-4191.9781,6036.9648,-5177.5824,4198.6025,158.9428,-2648.9167,-2348.3734,-2259.8947,-2947.9656,-1426.0216,-5389.5066,2394.7963,-686.8506,-1769.5195,-6495.7180,4618.1588,-4674.1738,726.4640,-559.6949,2826.0413,-3302.1274,5490.0235,6320.0444,1117.9741,-1845.3686,-4900.9181,6196.3333,-4333.8176,-4339.6602,5196.1918,-2813.7415,-1842.8642,4407.8491,3530.7928,-3511.6982,-4821.3890,-6479.4740,153301.2546,134972.9543,138470.4619,139660.0365,131553.8103,134075.4564,133215.8124,134645.3718,165199462.8050,165136022.1039,165159452.4321,165175372.9126,135149.4086,165179449.7204,-4043.3548,-2556.8374,-5372.5443,3116.7424,-4619.6082,2381.2825,4368.1962,-1587.2473,-5519.6640,5362.9399,-598.0053,1678.6532,-102.2231,5443.9785,2276.8121,4033.7220,5297.3971,5502.5418,4627.2000,-5337.6831,4860.7874,0.0000,-4232.2226,-4541.9580,-6164.9580,-3702.8245,5130.9755,5320.5729,3982.3396,4341.2570,5656.1455,-5500.7164,-5290.1491,-3586.5787,4060.3926,-3933.8439,3832.3275,2113.8628,-4482.1955,2205.5369,-5200.2742,4498.2987,4690.2757,-3869.3323,5530.5245,-4132.8052,-4687.3682,4648.6822,3960.7325,-2022.1372,-3219.1669,-6035.1515,4041.8227,0.0000,-5478.7290,3204.0415,243.2428,-2692.8374,-2699.5824,3097.2239,-748.0855,-6425.8281,-1986.8704,4304.1082,-2505.0892,797.6290,4610.3953,1977.4759,-688.4861,6508.1432,-5527.3617,730.2332,5439.8644,4294.6970,6308.3874,818.4060,448.6010,-1081.1076,-3814.2010,4201.3231,4875.5921,-5196.0437,5482.0732,-3387.2958,-1745.0929,2571.4347,5525.1289,4641.2381,1474.5933,-1896.1077,378.1455,4598.5938,516.7979,-6333.4160,5507.9109,2620.3158,-2654.2563,-4739.8503,-3309.5495,-445.3265,5805.5428,3325.3624,2230.0359,4956.9656,7981.1969,-1104.3293,-6697.5325,3013.6138,4850526.8268,4851508.8774,4833372.6040,4841283.7757,1948.5817,4848628.2855,
7200.000,5492.5235,223.3626,3299.3452,-695.4931,272.9264,-6322.4852,4016.4914,5524.0507,-1250.9481,6360.6209,-2660.0781,3502.7519,1714.9756,5976.0982,292.0190,3318.3064,-4887.9726,2307.6665,-69.5696,-1357.2611,-4412.2461,0.0000,-5273.9544,6460.0710,3640.3165,-3323.2520,1522.0595,3849.0282,-6581.2606,-910.8235,3412.1340,4047.8712,3246.1763,6699.1016,2682.0754,-923.1711,-3089.1668,-4002.7119,1233.3005,4361.4792,-6507.4884,4435.3783,-1638.3901,4994.9020,3341.8496,-6605.3293,5247.7142,4752.8906,-726.7614,-3039.1532,1857.7059,3338.7886,3835.5208,0.0000,5782.8666,-940.4697,5154.1922,3213.4908,4064.2235,-79.6342,-862.2402,-1849.9995,760.2625,884.4457,768.2626,1321.0331,-6053.2219,6207.0388,6310.8312,3094.9598,-1025.4071,5760.3330,5711.4856,1573.8882,-5287.5629,5712.1795,-3999.8102,3200.2119,-4113.7094,5909.6056,1984.2481,-5316.7537,-295.8079,3949.0133,770.1796,-1647.3025,2684.6440,-6918.4620,-2720.3759,-4172.5843,-2529.3589,5789.3154,1776.7718,3739.4849,-1940.7851,-6267.1391,-6084.5368,-1368.3932,4979.3056,3373.0480,-378927.0764,-361412.0797,-374490.1826,-370990.0880,-376130.2372,-373770.0858,-368731.5984,-371916.5032,-329678894.6363,-329646529.2879,-329666809.8565,-329671419.8691,-370346.5966,-329674326.9117,-4016.6004,4434.6337,6066.2229,4175.6903,932.3398,1947.6278,-5606.2502,3059.7227,-5870.2285,-115.2257,-4392.3548,948.3316,5846.1622,1559.1841,-5218.5074,6062.2912,4210.0249,5577.9769,4327.1380,-6268.2257,807.9467,0.0000,-1015.1692,785.8937,-388.2150,6065.0089,-6730.4053,5140.1769,2114.4981,-5308.1901,-5915.8294,-3856.6002,-5587.7936,-1767.5869,6350.9930,4029.1983,-2785.2568,5167.6336,6502.1619,-1067.8097,-796.5534,-5260.8545,6089.7032,-4743.3678,4692.3100,-2049.4774,2580.4475,3922.5614,6833.5004,-3488.7600,6461.9810,5785.3707,-1649.6944,0.0000,2001.8023,4105.9483,-2860.5002,3829.7631,1577.8993,5079.2332,-5964.6168,-5579.1907,-4581.4680,4117.9347,-6611.0401,4155.0287,-2297.5471,-1746.4318,272.1843,4452.2414,5584.4557,107.7619,-2265.4113,6719.0442,-3044.7534,-2024.9689,3908.8547,3068.8418,-240.5020,3234.5450,-4060.0411,3855.8922,-5416.8418,-1049.3719,-4702.9220,-4111.3912,-5060.1233,-160.7168,5474.8237,-3314.9223,5379.5345,1208.1527,-5562.6579,4807.4114,5577.6685,-2508.9043,-1575.2980,6112.0929,601.7702,3747.5969,59969.6014,43263.5814,47874.9790,47119.0298,39748.7835,42538.5521,41692.3898,43587.7698,82622401.9103,82564793.5616,82587773.4959,82607731.6772,43557.9951,82603102.7121,805.2619,5301.7732,716.1787,-5471.3948,6859.5660,1992.7346,-587.0858,-2807.6987,3431.7276,-2709.0038,4777.8785,-5921.7615,-3319.9272,-3089.4873,-4561.3653,-20.7355,-2503.1153,-3381.1551,-5419.6333,2611.8123,-5269.3792,0.0000,4254.7844,2025.4342,5896.8034,455.8866,-810.7947,-2563.3331,34.7121,-4380.5717,-1208.7188,4038.9484,2447.1242,283.9443,-6.9572,5485.1633,-5524.3319,1920.9276,1995.6138,-5234.3394,2188.4463,-844.1562,-2882.4250,714.9597,-3827.8397,-671.4848,3716.9803,-2940.8597,-919.0474,5127.7582,-1759.3382,1877.1926,-5498.5770,0.0000,3214.1246,-5487.1161,-3612.1843,4640.5200,5359.3390,-4722.3578,-3433.3951,3698.7128,5112.6910,-5484.9086,-1886.1740,-5412.0911,-2486.7537,2440.0377,-2872.8927,-4357.8673,3945.6200,-3863.7322,-3046.7490,-427.4008,-3337.9511,3090.6571,-3910.3717,5001.3018,5464.9091,-1088.1288,-5241.1329,2155.5311,-4288.2595,5450.0885,4999.5943,-5323.1435,-3867.6735,353.2167,3075.0687,4422.3020,3352.6579,-3409.7353,-3740.5656,3323.9130,-3557.2696,1220.0376,-2416.1936,3074.1562,4621.3459,4551.0486,7460.0942,5326.0131,5130.8855,3844.5745,10569.9602,4331.9058,-5661.5987,2949.3495,4930636.7631,4926190.8607,4908189.3728,4919883.3143,3744.0103,4925731.9275,
