sl_100_5400_20260420 Coordinates.csv
2026/04/20 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:27 2024,
Start: 2026/04/20 07:47:00.00, Stop: 2026/04/20 09:17:00.00,
TIME_UNITS,STARLINK-31968 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-31298 - X-Coordinate,STARLINK-32084 - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-2416 - X-Coordinate,STARLINK-32246 - X-Coordinate,STARLINK-6302 - X-Coordinate,STARLINK-6091 - X-Coordinate,STARLINK-11086 [DTC] - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-2504 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-5584 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-31555 - X-Coordinate,STARLINK-30988 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-2217 - X-Coordinate,STARLINK-31340 - X-Coordinate,STARLINK-3270 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-2024 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-2249 - X-Coordinate,STARLINK-3551 - X-Coordinate,STARLINK-30307 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-4596 - X-Coordinate,STARLINK-6274 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-1570 - X-Coordinate,STARLINK-31527 - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-11243 [DTC] - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-30525 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-5006 - X-Coordinate,STARLINK-31531 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-3788 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-2150 - X-Coordinate,STARLINK-4389 - X-Coordinate,STARLINK-6227 - X-Coordinate,STARLINK-31816 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-30554 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-2012 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-3192 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-5150 - X-Coordinate,STARLINK-2124 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-32016 - X-Coordinate,STARLINK-5306 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-1463 - X-Coordinate,STARLINK-31649 - X-Coordinate,STARLINK-4101 - X-Coordinate,STARLINK-11111 [DTC] - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-31606 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-3207 - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-2505 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-30615 - X-Coordinate,STARLINK-6137 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-5472 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-31298 - Y-Coordinate,STARLINK-32084 - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-32246 - Y-Coordinate,STARLINK-6302 - Y-Coordinate,STARLINK-6091 - Y-Coordinate,STARLINK-11086 [DTC] - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-2504 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-5584 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-31555 - Y-Coordinate,STARLINK-30988 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-2217 - Y-Coordinate,STARLINK-31340 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-2024 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-2249 - Y-Coordinate,STARLINK-3551 - Y-Coordinate,STARLINK-30307 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-4596 - Y-Coordinate,STARLINK-6274 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-1570 - Y-Coordinate,STARLINK-31527 - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-11243 [DTC] - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-30525 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-31531 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-3788 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-2150 - Y-Coordinate,STARLINK-4389 - Y-Coordinate,STARLINK-6227 - Y-Coordinate,STARLINK-31816 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-30554 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-2012 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-3192 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-5150 - Y-Coordinate,STARLINK-2124 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-32016 - Y-Coordinate,STARLINK-5306 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-1463 - Y-Coordinate,STARLINK-31649 - Y-Coordinate,STARLINK-4101 - Y-Coordinate,STARLINK-11111 [DTC] - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-31606 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-3207 - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-2505 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-30615 - Y-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-31298 - Z-Coordinate,STARLINK-32084 - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-32246 - Z-Coordinate,STARLINK-6302 - Z-Coordinate,STARLINK-6091 - Z-Coordinate,STARLINK-11086 [DTC] - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-2504 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-5584 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-31555 - Z-Coordinate,STARLINK-30988 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-2217 - Z-Coordinate,STARLINK-31340 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-2024 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-2249 - Z-Coordinate,STARLINK-3551 - Z-Coordinate,STARLINK-30307 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-4596 - Z-Coordinate,STARLINK-6274 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-1570 - Z-Coordinate,STARLINK-31527 - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-11243 [DTC] - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-30525 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-31531 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-3788 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-2150 - Z-Coordinate,STARLINK-4389 - Z-Coordinate,STARLINK-6227 - Z-Coordinate,STARLINK-31816 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-30554 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-2012 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-3192 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-5150 - Z-Coordinate,STARLINK-2124 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-32016 - Z-Coordinate,STARLINK-5306 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-1463 - Z-Coordinate,STARLINK-31649 - Z-Coordinate,STARLINK-4101 - Z-Coordinate,STARLINK-11111 [DTC] - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-31606 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-3207 - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-2505 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-30615 - Z-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2012.7117,357.6170,-2706.9431,1329.5150,-1629.9674,2447.1676,1459.0459,-2859.9946,3412.0604,-854.0962,4991.8561,922.4195,-5439.3175,414.3583,4403.7588,-940.8344,-4887.0684,6136.6332,6627.3187,-5039.5415,-4833.3002,5929.4582,1852.7807,-3410.4236,-6288.6047,-3375.4035,2593.0887,4017.2851,5770.5218,2141.7145,5619.0659,-2059.7809,-2258.1340,-6334.0771,-6414.7895,2848.5306,-2762.9408,4039.1485,-3029.2934,4493.9406,3303.7291,4111.6337,-4677.0415,-6702.7795,5879.2462,-2888.5014,-1808.8756,0.0000,6651.3490,2475.7244,2928.2609,339.7277,5548.2318,1954.1619,-2465.4964,3332.1790,1405.9916,6139.3437,-9.8661,-5379.8607,-874.7782,1418.8193,918.6552,-3352.0606,-4039.9870,5044.8810,6487.3205,-2683.5177,4750.7543,-6060.1674,6066.3853,0.0000,6519.4991,6623.7939,-3666.8724,5118.2209,-4887.5879,-4699.7959,4135.4299,4129.8793,-4232.9822,-6276.9212,-5790.8999,3972.4837,2951.8573,6148.4448,-5163.3256,2535.5597,-2827.2000,-4376.5436,-3653.0841,-975.6246,5935.5138,-6243.7545,-2367.4968,3041.7979,-4384.7493,3047.6603,-272.9995,658.5674,60500.4663,75443.2149,60974.6887,63337.8145,61151.3634,62048.9303,70415.3397,65860.8147,-248666143.4948,-248653454.2940,-248659888.1079,-248652987.8357,66837.5144,-248651895.0250,6403.3771,6412.7100,5984.6942,5341.4229,-1793.1744,-6456.2392,-4873.6543,-4921.7868,4880.7368,4996.1486,4803.2672,-6375.6243,-3617.1124,6392.9093,3319.5925,1766.2705,-223.2026,-3244.8916,986.8626,646.3297,2396.9653,2195.2228,-4178.9733,4827.6653,855.4748,-3547.7271,-3191.7857,-3526.0925,1373.0772,5862.9695,-8.1887,-5815.9585,3476.0812,644.8172,-160.1749,-4567.5753,5886.9439,-3600.3387,4248.1670,-5148.4619,-1580.4935,-3022.9521,2061.6427,801.3293,-1420.9158,-2850.8139,-6353.6785,0.0000,1751.0051,6182.9084,1154.3354,4129.0419,-3545.9755,6598.6506,-6154.2463,-6020.4371,-2631.5100,1180.5171,-4619.5401,-1522.7868,6589.4738,5297.2419,-3763.8393,-5311.6665,-5400.0051,-332.0183,290.8098,-3177.4084,-829.0370,-2019.7741,1166.8220,0.0000,51.1321,-1610.8715,-4628.1718,3755.2132,4129.7106,-787.1357,-1097.1383,-3704.6667,-531.8031,-2803.7703,-1245.2341,-1638.9512,3305.7050,-2827.1384,-672.8258,3305.0534,-5703.6453,2499.0224,-2005.7326,4063.7411,-247.4242,-1066.0326,-5244.5358,-6153.6589,-2567.9294,4491.2121,6932.7087,5687.6973,322482.0222,310543.6431,317760.2657,320668.8519,312387.1616,315257.3697,314007.1079,315988.7394,229533138.3007,229506333.9728,229497425.3376,229529273.7225,316157.9885,229522081.8013,-1216.3241,-2619.2613,1963.6773,-4071.7705,6502.7803,311.7458,4526.6256,-3891.2679,-3449.2219,4719.0350,-340.9867,1967.2950,2244.8444,2543.0545,4169.4792,-6645.5324,-4949.8591,-65.6933,1204.8074,4711.3777,-4194.6936,-2805.1469,5177.6560,3002.0658,-2440.8806,-4890.8837,-5341.3935,4337.6242,3381.9973,3009.6198,-4037.8950,-3157.9567,5497.5583,2693.3982,2606.9431,-4162.3890,-2395.2765,4296.1024,4574.1597,1207.1015,5884.0279,4659.4228,4511.5504,1524.4986,3311.5916,5216.5357,1789.4953,0.0000,-726.1383,-57.8627,-6203.2727,5517.9272,-2176.6405,-702.6600,-1944.0348,-907.3314,-6277.0992,2715.8137,5118.9950,4051.2589,1956.0840,4209.5762,5749.2200,2930.2260,1055.7989,4706.7206,2499.9157,5512.0386,4971.3392,2634.7105,2956.4557,0.0000,-2313.8279,1258.9710,3596.2874,2656.4558,-2677.8393,4977.4421,-5447.2974,4148.9623,5363.4000,992.8690,3597.5246,5496.8027,-4937.6022,-1405.9664,-4275.2840,-5530.6384,-2754.9244,-4617.3742,5503.5000,5481.5136,-3338.4891,2824.2899,-3620.3220,-692.9885,4710.6689,4305.5117,287.9485,-3876.3421,164238.5667,165762.7244,163241.8245,169137.9943,168885.5533,158304.9119,156937.1656,165625.0479,13943030.9839,13921080.5705,13951158.6709,13955018.5106,164130.1150,13952628.6659,
300.000,-532.9482,1951.3242,-1314.9712,2583.1717,-2883.4993,1174.0305,-528.0197,-3611.3968,4865.7652,1273.9800,5732.8775,-314.4701,-5416.1720,1734.0267,5791.4893,-900.3048,-3316.5121,6025.3699,6779.9243,-4651.4567,-3259.2857,6738.7315,-298.0618,-2521.8801,-5251.3429,-3953.3616,1025.3111,2068.8025,5028.9615,3440.0971,6226.6577,-3390.6291,-308.4549,-6552.1260,-5631.5550,1326.3493,-1391.4915,3468.3322,-2927.3707,3311.1361,1245.5428,3632.8906,-3313.1900,-5835.9407,4493.4371,-4000.7903,-2810.4975,0.0000,6805.4379,3480.4811,4600.6534,2473.1952,4811.2298,3058.0156,-3683.9619,1953.9918,-758.4953,5615.0960,-1901.2876,-4695.8166,782.5244,2668.5364,997.3907,-4320.1425,-4919.3828,5575.7518,5755.4134,-4322.0165,5031.0933,-5564.4521,5310.9504,0.0000,5632.7808,5677.7258,-5125.9320,6170.5854,-4006.9756,-5578.2456,3034.5204,2240.7463,-4770.7898,-5940.2712,-6482.9548,3367.2165,4745.2812,5001.0746,-6007.9751,4095.9001,-4396.6161,-2954.6743,-4667.4765,1063.8045,6374.7633,-6763.8239,-3266.8942,1886.5945,-5173.5484,4272.9312,-704.7848,2034.5203,53786.4987,69022.1860,54375.0725,56769.7318,54520.4647,55393.8182,63740.7854,59668.0744,-253616945.7697,-253603902.9372,-253609979.4214,-253604341.1394,60218.2431,-253602626.2069,6790.4472,5500.8977,6714.3480,3836.3291,19.4226,-6481.8728,-5537.1996,-3167.6279,4494.4330,5179.0687,3443.5840,-6728.4965,-2047.7151,6623.3231,1954.2637,-503.2835,862.6303,-2686.5301,-536.6984,2735.9974,3828.6848,1088.8946,-4129.5758,5989.8902,2374.6954,-1531.8688,-4640.5603,-4003.5484,-291.6055,4469.4175,-1527.6965,-4421.4162,4429.5885,1981.6972,1502.9694,-5829.2843,6720.8293,-5207.3232,5619.2333,-6091.5608,-2150.1686,-4768.0744,3753.7268,1952.9671,-2553.9502,-919.4843,-5236.2389,0.0000,550.9458,5394.1209,103.8915,3898.3088,-4942.8895,6102.2345,-5840.5125,-6627.9024,-2275.5835,-629.1118,-5154.0226,291.0219,6073.3326,3773.1101,-1666.7203,-3687.4107,-4019.4935,-2078.0630,-1367.9293,-1807.7730,-2712.4402,-451.2653,-388.8477,0.0000,-1253.7116,-2951.5010,-4170.5094,2903.6671,5514.7524,922.6574,-2971.4060,-4614.0452,1481.9695,-1957.5607,423.0569,-3636.8045,2401.2127,-3659.3049,858.3787,1811.6385,-5186.3488,4138.8941,-121.7993,4652.1390,-1674.3751,514.6623,-3593.0654,-6538.8108,-565.7398,2761.0931,6632.6766,4382.0468,323418.6194,311846.1842,319186.3167,321965.2967,313666.1483,316515.4288,315367.3629,317100.0758,224049251.2312,224022675.0594,224013284.9754,224045113.5909,317467.2882,224038144.0378,334.5151,-3748.8396,464.7386,-5049.4353,6312.3806,2084.9644,3930.4561,-4947.1926,-1859.9322,4418.0433,-1843.5168,165.9975,3761.8799,816.6947,3233.4924,-6862.8856,-6058.3094,2150.9988,-347.7356,4347.0073,-4628.8527,-1108.5910,5527.9404,1320.4135,-3610.2042,-5470.2655,-4781.1518,5201.9490,4606.3293,4023.3991,-2599.4696,-4123.4637,5262.8528,982.8461,3738.3475,-3248.6090,-952.3456,2935.9554,2836.3165,-331.0130,6468.2180,3442.7167,4626.8612,3160.8927,4562.1893,5180.0101,3390.0136,0.0000,1090.0695,1766.5607,-5215.8512,5129.5563,-706.6799,1112.9691,-159.9288,637.0554,-6523.4425,3809.0279,4170.1798,5051.7123,3239.1444,5139.8706,6653.3820,3969.1668,2491.6966,3512.4056,3661.0389,5074.1513,3915.2526,4068.4281,4303.1313,0.0000,-3817.3150,2661.3037,2040.8193,938.3147,-1278.3492,3942.3404,-5471.4504,4655.2888,4693.6464,3013.3749,2416.6999,4912.9598,-3964.8927,-3063.9569,-2923.7368,-5279.8288,-1368.7582,-4567.1829,5086.3099,4975.3801,-1725.4175,1450.8514,-4758.2529,1121.0513,4574.4472,4701.5714,-1938.3402,-4946.8921,164243.2678,165812.8607,163381.9941,169047.0195,169058.0291,158549.4800,156833.3007,165854.1794,13949516.1806,13927423.9074,13957166.2362,13961949.2663,164176.5860,13958948.0917,
600.000,1004.5685,3389.4542,204.3570,3626.7242,-3911.0625,-238.0188,-2438.6373,-4057.4158,5815.5914,3268.5451,5932.4650,-1515.3968,-4884.8159,2870.6367,6622.5004,-666.8892,-1446.1725,5245.0025,6237.2552,-3854.7847,-1379.5304,6876.3920,-2426.7718,-1363.8044,-3685.3720,-4201.7351,-607.3802,-90.3807,3801.8233,4442.8711,6230.9111,-4431.6268,1641.4593,-6121.9516,-4318.5093,-302.3976,105.9834,2584.3505,-2562.8050,1805.7625,-922.6205,2830.7501,-1646.2366,-4392.1770,2668.0329,-4711.7809,-3562.3313,0.0000,6283.8092,4115.5935,5834.9711,4358.2526,3613.2433,3869.3089,-4532.6220,381.1374,-2862.1215,4541.6641,-3574.8442,-3587.1664,2391.6917,3707.3110,874.9894,-4907.8549,-5320.1702,5579.8327,4489.0280,-5559.8810,4852.3217,-4542.1853,4038.6839,0.0000,4199.6992,4180.5686,-6064.7227,6596.0273,-2749.5238,-5926.2949,1687.5250,144.3119,-4869.5267,-5017.2987,-6557.2032,2491.6719,6006.4838,3346.9311,-6221.4419,5288.6687,-5532.3425,-1269.0961,-5262.9880,2971.8781,6158.1623,-6633.5622,-3879.5935,530.2353,-5501.0606,5125.0749,-1033.2271,3259.2463,47064.6012,62576.7134,47753.2240,50178.7273,47866.8923,48718.2759,57037.6288,53498.4373,-258446830.8991,-258433444.7341,-258439144.5693,-258434750.1042,53573.4846,-258432437.7098,6484.7039,4072.3572,6769.7890,1959.4909,1780.0453,-5870.1334,-5666.3121,-1098.3792,3670.8853,4901.0298,1738.9425,-6355.2679,-246.1408,6191.3689,428.2885,-2713.7955,1933.5473,-1862.8275,-2008.5997,4560.8600,4912.1948,-113.3693,-3731.3990,6471.3576,3683.8593,629.0452,-5624.4458,-4137.2896,-1966.9884,2650.8262,-2870.3773,-2609.2465,4989.4062,3110.8543,3051.8387,-6505.0349,6901.4434,-6287.6628,6405.7300,-6447.7824,-2584.5433,-6030.3915,5093.5567,2946.4017,-3481.7882,1083.9805,-3578.6381,0.0000,-716.2206,3994.1167,-893.8143,3336.6438,-5856.5671,4993.8718,-4943.7728,-6596.8135,-1774.1890,-2403.3917,-5211.0429,2112.8312,4982.0106,1895.5218,605.8115,-1705.1665,-2219.0671,-3589.4956,-2926.6399,-307.2444,-4305.0799,1198.8892,-1946.0701,0.0000,-2475.4509,-4031.5854,-3318.7033,1768.9838,6360.7046,2505.9553,-4583.5375,-5120.0042,3319.2348,-876.6770,2029.5824,-5288.8805,1271.6952,-4160.6674,2267.0069,185.7369,-4177.3025,5388.7509,1739.9674,4825.4170,-2908.8520,2032.1877,-1570.8973,-6272.6663,1472.1221,782.8881,5614.7457,2665.0366,324211.9081,313018.3381,320472.3548,323122.9382,314807.1953,317634.0875,316587.1894,318119.8978,218458604.3579,218432265.2688,218422409.3875,218454116.1813,318638.0943,218447449.3439,1847.6916,-4478.3132,-1085.6457,-5467.8714,5451.5035,3632.7092,2891.3808,-5466.4612,-66.5970,3643.5914,-3149.0341,-1654.6887,4871.8999,-998.5983,1948.9544,-6352.0123,-6528.5784,4138.0196,-1861.0208,3517.5146,-4547.1174,707.5463,5281.8642,-522.2443,-4370.7690,-5463.0622,-3666.0867,5498.9836,5315.4483,4606.2485,-881.1350,-4648.0604,4455.0775,-833.7852,4468.6235,-1967.4008,592.7313,1258.7468,796.1591,-1833.8148,6362.4093,1854.6147,4222.6987,4457.0458,5317.2941,4508.3775,4613.4190,0.0000,2788.5694,3377.6394,-3677.2235,4186.1934,838.9209,2808.5009,1641.4698,2113.3762,-6080.2269,4473.5882,2768.8151,5506.0388,4174.9177,5516.6541,6848.6488,4583.1868,3648.0144,1938.7269,4434.7052,4088.3999,2439.7889,5062.6452,5172.6201,0.0000,-4910.2811,3778.5263,265.2784,-882.4906,257.8684,2478.5156,-4910.2505,4663.1397,3505.4713,4712.8303,977.0677,3814.6546,-2507.3124,-4391.3731,-1231.4932,-4463.3262,163.8036,-4008.1176,4119.5430,3929.1848,82.2025,-77.7050,-5357.8929,2813.1542,3948.7974,4594.2963,-3958.3280,-5485.1755,164247.8003,165862.2606,163523.5513,168950.7696,169226.7592,158799.8724,156734.7566,165957.8210,13956005.5563,13933769.9595,13963174.1072,13968855.4422,164222.9317,13965267.4316,
