sl_20_86400_20261201 Coordinates.csv
2026/12/01 07:47:00.0000 UTC

Generated: Tue Oct  8 17:00:06 2024,
Start: 2026/12/01 07:47:00.00, Stop: 2026/12/02 07:47:00.00,
TIME_UNITS,STARLINK-31931 - X-Coordinate,STARLINK-30513 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-32131 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-5917 - X-Coordinate,STARLINK-3547 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-4146 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-31254 - X-Coordinate,STARLINK-5395 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-30513 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-32131 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-5917 - Y-Coordinate,STARLINK-3547 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-4146 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-31254 - Y-Coordinate,STARLINK-5395 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-30513 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-32131 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-5917 - Z-Coordinate,STARLINK-3547 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-4146 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-31254 - Z-Coordinate,STARLINK-5395 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-4716.6152,-6300.4488,0.0000,2442.9756,806.0276,-5247.0165,885.8025,3023.3544,0.0000,1170.6391,1733.0101,6783.0057,493.7123,3439.4749,2142.9161,4004.7391,2754.1929,-3783.7976,-3147.7740,-2851.2937,345262.0109,353667.8476,345366.4995,341611.7170,348903.1434,347058.1138,351190.2261,347414.2071,166643838.9128,166648257.3078,166643958.2673,166647165.0464,348368.0943,166645389.5086,-3110.9775,1944.3784,0.0000,5945.3905,-6782.5536,2281.7577,-6676.1243,-6218.1295,0.0000,-5837.6399,-5312.6985,-378.4442,-4919.6376,3529.2734,6467.1690,-2288.1239,-3676.7648,-3368.1032,3517.2252,-5191.7516,-131304.9766,-168211.3401,-154007.3562,-147896.5766,-151953.3605,-151496.1474,-149111.2663,-149525.6160,-37658217.5159,-37677764.5308,-37628892.6666,-37630368.0524,-149168.0575,-37637982.2653,3831.6350,1687.8191,0.0000,-2228.9349,1159.1556,3937.3959,-1565.5850,157.9051,0.0000,3551.2490,3972.6374,1439.9903,4830.3160,4839.1145,-308.9138,-5159.6728,5204.6472,4716.8617,-4959.1006,3603.4171,30981.7898,28283.1586,25661.2399,34918.1785,26723.8942,18556.3370,29233.7281,29463.7427,39027620.4833,39006099.4315,39042921.8858,39029058.6527,27963.5637,39029968.0053,
36000.000,6792.2299,3036.2188,0.0000,-4055.4187,1873.1057,1210.0261,729.3491,-920.3181,0.0000,-3651.4092,2324.8053,-6006.3714,2010.2756,-4407.9845,-4106.7288,-3491.3586,1476.8461,6155.2327,-1536.6387,5399.6801,366794.1201,384478.8480,370647.9288,368443.2922,373743.6396,372791.4505,379775.5566,375417.1349,170654868.1325,170667424.2857,170650104.4733,170650362.4336,374989.0842,170655374.4185,650.9682,-4165.4922,0.0000,-4811.6438,5259.7097,-2240.7297,6279.1580,5632.8274,0.0000,5654.5340,3456.0284,474.1118,6474.6210,769.7138,-3879.5444,5590.5317,2067.9852,317.7700,-4455.0776,4344.1679,-41256.4101,-74537.6423,-60729.7256,-55854.8218,-62058.6427,-59617.3497,-56818.5647,-56439.1753,6831338.2463,6815130.4813,6854198.3901,6857579.0047,-56952.7520,6851057.0134,-385.2936,-4453.1146,0.0000,-2588.0530,-4108.2418,-6473.2131,-2805.9306,3894.0158,0.0000,1667.3830,-5457.6217,3450.1149,-1378.6394,-5273.3462,3810.9284,2094.8723,-6475.6218,-3170.6998,4949.7604,-346.4254,29034.3290,26398.1269,24130.4825,32909.5383,27576.9638,17556.9354,23754.2325,24626.6913,38999228.0467,38979001.4914,39020609.6112,39010257.9196,26279.4168,39004547.3013,
39600.000,-5587.2452,1469.6304,0.0000,4124.2113,-4709.3086,3187.3987,-2835.0892,-2512.3644,0.0000,3077.8005,-5931.0858,2332.9343,-3266.4977,4924.1468,5126.5040,2056.9970,-5485.6021,-6571.3982,4882.4368,-5885.2494,365391.9262,390808.5190,372200.9351,371376.3529,375709.0771,374812.6210,382297.9615,377460.3679,162996487.7053,163015708.6696,162990959.6346,162989015.2404,377592.9294,162996331.8328,2045.1264,5468.6045,0.0000,613.3545,-2288.8317,3283.4388,-3257.3269,-3319.2027,0.0000,-1866.9003,-1433.8559,-1538.5981,-5337.0218,-4229.3466,-645.4618,-6204.7475,-1582.3280,2167.9549,4588.1257,-1919.6048,51100.0916,23978.6524,36503.6873,40135.3213,32995.3518,35709.4298,39656.6295,38545.7490,50826854.9458,50815708.2156,50841653.4835,50845134.6589,39080.5284,50845675.3975,-3366.9128,3769.9311,0.0000,5362.3527,4528.2807,5219.4908,5389.7687,-5525.9375,0.0000,-5935.5829,3130.9426,-6366.7073,-2956.1726,2371.9201,-4458.9124,2253.0254,3950.8290,-335.4035,-1391.3958,-3137.6522,27053.8894,24509.5996,23173.0959,30384.9653,28075.4771,17229.7184,19093.7708,26308.7159,38971198.2568,38952070.4519,38996580.6272,38988647.6041,24592.7315,38979144.7573,
43200.000,1968.0741,-4691.4875,0.0000,-3628.1138,6539.2941,-5319.6061,5140.8582,5782.2570,0.0000,1133.5098,6718.9192,1667.6801,3941.2204,-3852.7141,-4792.8280,878.1543,6691.6944,4449.4819,-5432.2382,4780.0215,341305.4551,372174.4445,349970.2024,350274.7327,354012.5834,353108.1053,359909.2492,355642.1182,144198983.9402,144223067.8002,144196892.3949,144194724.3568,355967.7129,144198686.4505,-4623.7277,-4930.3204,0.0000,4151.6794,-679.9643,-4370.1833,-438.0925,900.6900,0.0000,-1650.4714,-302.7873,3843.8489,1669.5294,5376.6317,4529.9557,4461.1649,1685.3041,-3880.9846,-2665.2740,-1710.2149,140076.1412,121008.9847,131481.7474,133962.7561,126183.8994,128637.8548,133480.1634,133005.2322,91320721.1571,91315871.8347,91328298.2457,91331184.6702,132771.2905,91338500.5355,4619.2123,-196.9869,0.0000,-3987.9578,-2194.8162,-973.8511,-4605.6168,3676.9847,0.0000,6630.8822,1350.1181,5529.4050,5425.7305,2000.6875,1726.6807,-5218.3818,828.1758,3616.5911,-3200.9907,4719.7817,25040.8723,22619.3463,22593.7930,27266.7392,27999.4253,17649.7840,15344.2564,21154.2761,38943701.2720,38925325.0055,38971089.2662,38964037.6063,22903.6712,38953760.3859,
46800.000,1898.3744,5496.7862,0.0000,2350.3704,-6110.1872,4582.1230,-6166.8075,-6847.3187,0.0000,-5732.0730,-4183.9518,-3638.1283,-4533.6935,635.8573,2521.3972,-4466.2376,-4604.1120,-612.4143,3902.9737,-3006.5402,296156.6321,329713.0224,305380.3906,306754.1418,309688.9546,309108.2980,314543.1921,311911.4707,115553956.7036,115580894.4693,115558449.8202,115556740.2242,311458.4791,115554040.0826,6077.2167,1897.0346,0.0000,-6362.1750,2904.6212,3503.3817,2990.4217,838.5278,0.0000,1908.9814,2337.2353,-5728.8444,2604.7683,-4588.5964,-5906.7112,-1923.7835,-636.8250,5058.8195,-1309.5776,5196.5022,220266.1639,210290.8388,218177.3460,219665.9770,211279.2444,213767.4043,218470.2942,218106.0839,125546440.9336,125548581.5064,125549536.0286,125553180.3546,218097.5960,125563312.7097,-2490.1459,-3546.6288,0.0000,-517.1145,-1500.5941,-3883.9247,905.6389,454.7020,0.0000,-3414.6761,-4916.0028,-1500.1660,-4533.1362,-5135.7241,2287.3013,4911.3040,-5173.5441,-4698.9857,5453.8260,-3483.7029,22995.5189,20729.1326,22095.3244,23420.8243,27401.9715,18933.3986,12364.9362,22944.3412,38916873.9223,38898786.3478,38944444.7439,38936976.4300,21212.3986,38928394.1997,
50400.000,-4356.7978,-4352.7911,0.0000,405.2332,3269.7072,-2580.3282,4583.1563,4853.6448,0.0000,6669.5012,117.2014,3366.5103,4406.0596,3549.0338,1475.4843,6738.3558,1141.3560,-3141.8572,-1941.1216,970.7752,232811.9163,266114.8586,241224.7476,244659.5866,245386.0764,245585.0692,249368.3168,246365.5596,79025576.6670,79053289.5522,79038110.3542,79035494.2091,246883.8736,79026428.3919,-5049.2413,2591.9012,0.0000,4990.8057,-4371.5146,-61.8561,-3945.8223,-2366.1312,0.0000,362.8910,-4640.1861,5004.7025,-5273.4363,3145.5828,4823.9243,-103.7875,-2229.6236,-5451.8887,5356.4950,-6867.6935,286871.0808,286037.0218,291087.2605,291619.9573,282703.4632,287109.5227,289201.4781,289010.5145,151167678.3537,151176913.9844,151170089.8617,151176184.9732,289563.7604,151184016.9900,-1494.1936,4538.3066,0.0000,4591.9506,4258.0573,6441.9901,3340.7889,-4325.8625,0.0000,-1882.0974,5044.4770,-3453.7567,795.0923,5021.4064,-4596.6439,-1563.4925,6470.6901,2889.4699,-3794.0284,139.0951,20918.0467,18840.8006,21358.1842,18812.3259,26323.3248,20920.7606,10069.1470,17879.2378,38890810.8482,38872478.8007,38916931.4712,38908027.2544,19519.0763,38903046.2109,
54000.000,5061.7405,2250.4488,0.0000,-4136.8421,758.4190,1336.2255,-654.8156,-949.8185,0.0000,-2996.9051,3038.5221,-2481.7523,-2537.8164,-6431.5576,-5354.1748,-6118.6366,1254.3293,5298.8611,144.4101,1369.0538,155179.2305,185457.9751,161506.5142,169141.6760,165115.0045,166288.8430,168691.6602,166689.0202,37115887.0659,37142386.5755,37136042.1369,37129052.2060,166357.7147,37117658.0359,1416.2350,-6092.6849,0.0000,-1737.5736,5280.1050,-4303.8091,4133.3468,4118.0254,0.0000,-1697.1146,5917.4866,-1315.5908,5448.2295,-1820.2744,-2461.2764,1643.0298,5515.2249,4411.8938,-6812.2012,5959.6001,335978.8549,343316.4038,345537.2364,343101.4442,335793.0860,345377.8166,341254.7543,343376.7737,166437777.4931,166453607.9723,166443456.9828,166452387.2568,342554.9851,166454100.0488,4355.8172,-2048.3827,0.0000,-5116.7480,-4427.5459,-5299.3342,-5507.0683,5464.1125,0.0000,6010.6550,-1688.5733,6342.4820,3416.3370,-1767.8954,3422.2608,-2785.3980,-4048.2080,673.5184,-632.8425,3270.2596,18808.9746,16956.3582,20126.2800,16584.8680,24778.2488,19093.1395,8416.7871,19366.1070,38865558.3727,38846430.6025,38888789.0523,38877874.4330,17823.8664,38877716.4322,
57600.000,-4535.6546,443.8483,0.0000,6498.9917,-4132.6173,-1216.8622,-3600.5729,-2623.7013,0.0000,-2147.4366,-4269.5232,2537.5335,-1134.4457,6395.8942,6811.3028,2852.2031,-1800.0454,-5559.8394,1904.5740,-3994.2205,67939.4303,92949.1225,71232.4402,80138.2652,73956.7618,74871.8744,77701.1849,75069.3199,-7306607.8407,-7283038.2029,-7280925.8259,-7297037.7798,75026.7885,-7304042.8709,3152.6820,6482.0978,0.0000,-1148.3272,-5232.7687,6760.8247,-4143.7414,-5542.5718,0.0000,-252.5269,-4546.9935,-3307.7319,-4020.8226,196.6987,-166.9565,-3278.7283,-6668.4700,-1535.5314,4707.8236,-3135.8309,364787.1349,378380.8851,377962.0979,372412.2203,367085.3731,378421.9706,371449.6716,372410.2493,170318857.0128,170340202.1208,170331091.1994,170339943.8502,373635.9934,170335687.3782,-4029.9899,-2039.9385,0.0000,1635.6822,1874.0599,1042.2910,4194.8068,-3199.3160,0.0000,-6596.3325,-2866.9344,-5564.9503,-5517.6134,-2622.5881,313.5053,5372.5702,-771.6632,-3842.7085,4573.9423,-4732.3297,16670.0054,15078.0923,18275.6090,17425.2560,22756.6410,13600.8892,7404.7614,14786.3148,38841111.5017,38820674.9208,38860215.1308,38847835.5267,16126.9308,38852404.8758,
61200.000,2921.6341,-3443.3964,0.0000,-5342.5399,5636.4515,865.8996,5920.0189,4404.4923,0.0000,4570.6328,4179.3207,-3200.5741,5002.8904,-3757.6091,-4884.1662,1120.2583,1673.8555,4542.8805,-4360.0582,6074.7596,-23781.5951,-5410.3456,-23856.9454,-15165.1386,-22286.6553,-21854.7885,-17874.9715,-21711.7099,-51203315.6631,-51183931.2214,-51175383.9458,-51202925.3100,-21258.4101,-51200325.2785,-6133.4850,-3718.5098,0.0000,2842.9709,3598.1273,-5765.6555,3560.0291,5219.7728,0.0000,4100.4413,551.0946,5978.1341,2329.2617,2251.1639,2829.5151,5018.8753,4409.9167,-2393.8575,-658.8357,-132.0992,371758.8505,388916.7059,386156.0117,378916.4173,374553.0785,385476.6760,378008.5091,382025.0443,162552353.5601,162577641.2538,162573144.7209,162573776.3879,380774.2981,162570084.9006,718.0074,4536.2885,0.0000,3093.1226,1807.9423,3775.2133,-265.7982,-1095.9543,0.0000,3219.1984,5404.5483,1497.7130,4164.0870,5339.0603,-3834.4994,-4631.0664,5093.7787,4641.3928,-5236.8850,3339.7409,14506.8336,13208.7249,15847.5333,17911.7537,20220.0824,8928.8682,7065.9015,15594.3712,38817414.2488,38795251.1589,38831374.3637,38821133.0121,14428.4310,38827111.5543,
64800.000,-114.8815,5805.3061,0.0000,1029.5039,-5348.4556,1153.9988,-5561.1872,-4481.2035,0.0000,-2977.4561,-3714.6333,2738.2401,-6857.5749,380.4680,844.5981,-3813.0374,-2484.1093,-2963.9488,5894.6631,-6410.5395,-114824.2252,-103212.4362,-117632.6213,-109723.1851,-117486.0178,-117044.6102,-112172.8907,-115312.4263,-91573436.4530,-91558862.2172,-91547038.0087,-91577138.0015,-116318.9024,-91570535.9982,6082.9969,-270.1777,0.0000,-3959.9948,-260.5341,2356.1792,-1434.1293,-2398.4200,0.0000,-5922.2120,3952.4104,-5399.0391,-876.3540,-5043.6386,-5094.3060,-5687.8176,9.0915,5694.1873,-2763.9394,2654.4382,356710.1284,374203.0178,369465.8471,361546.5355,357775.4340,367411.8357,360631.9198,362237.9251,143676219.0158,143703549.1739,143705940.1381,143690753.8142,363473.5513,143695010.4750,3101.3631,-3552.6106,0.0000,-5438.3888,-4402.2103,-6442.3358,-3854.3076,4678.7681,0.0000,2035.1093,-4207.6363,3399.7109,-234.7711,-4716.3864,4444.0573,980.2480,-6497.7116,-2613.0007,2095.6657,42.3977,12340.5691,11351.6463,13037.7385,17824.6433,17090.8504,5168.7311,7475.3127,11839.6336,38794363.2614,38770206.6426,38802407.6846,38801028.4378,12728.5281,38801836.4799,
68400.000,-3485.3718,-5889.4758,0.0000,3569.1243,4026.6784,-4347.7402,3530.0796,3937.5430,0.0000,-27.8822,2695.9386,56.5872,5668.2293,2077.8291,2943.6433,4566.6479,4172.5460,899.8011,-4775.8557,4328.0697,-200738.5915,-194058.9263,-203989.0424,-197218.4280,-205592.5845,-204430.0382,-199704.0785,-205409.1578,-125659119.9836,-125649238.2944,-125637804.1530,-125657779.9946,-204044.3172,-125656836.5199,-3594.3965,3410.2628,0.0000,4582.4009,-3649.6193,888.0963,-2158.8778,-1933.2185,0.0000,3277.9283,-6310.1469,2824.6613,-915.4460,6499.2858,5909.5416,4040.1633,-3746.6686,-6791.5577,4187.2978,-4213.5865,320809.2569,335166.5800,328886.4659,321067.7348,318097.3758,325891.2011,320476.9636,323716.7924,114987633.4506,115015015.6121,115024995.1271,114999207.9018,322808.1961,115007368.1843,-4656.9407,-187.5043,0.0000,3528.8237,4288.6616,5337.5213,5529.3691,-5349.7207,0.0000,-6119.1692,62.9301,-6353.1754,-3864.0209,1106.1717,-1722.0178,3257.4762,4093.1158,-1034.5325,2532.7251,-3417.8964,10282.8520,9511.2899,10143.8337,17217.1087,13234.9169,2179.7290,8749.2587,11673.7133,38771814.5154,38745598.7759,38773440.3442,38782365.3802,11027.3827,38776579.6651,
72000.000,6233.2999,2955.3764,0.0000,-5617.4631,-2270.5507,6487.7694,-1397.6285,-3256.0476,0.0000,841.9289,-364.2018,-4106.0635,-2385.2990,-3275.1605,-4935.0813,-4216.8176,-4965.6880,1740.7769,809.6000,-530.8037,-280133.4885,-271978.5980,-277285.5034,-271919.5665,-280832.9396,-278434.3949,-276327.4415,-277057.4504,-151133868.0828,-151127801.3160,-151120274.3456,-151126966.7275,-278786.2892,-151132602.2720,347.4902,-4835.0005,0.0000,-3668.6695,6357.7373,-2209.6742,5640.7102,5492.6061,0.0000,2176.0421,5482.4763,-592.4250,3384.0882,-5187.5728,-4099.0397,-180.6782,4819.7171,5354.3803,-4184.9182,5045.1293,263394.3971,274328.0707,267022.0547,259888.4132,259124.9045,263843.0525,260069.0927,260863.9566,78453826.4406,78479470.7823,78496147.7984,78469443.9054,261356.9962,78474141.9793,2766.7335,3764.2824,0.0000,1103.4008,-1568.0699,-1172.2689,-3748.9855,2649.0499,0.0000,6522.0439,4100.7644,5560.4959,5533.2379,3177.4819,-2320.7814,-5485.3564,648.5258,4028.6869,-5357.6450,4723.7990,9352.9700,7693.7801,7485.6358,16129.3591,8617.5915,-124.7918,10727.6637,8987.8521,38749592.6425,38721497.7134,38744588.6788,38760875.0031,9325.1553,38751341.1222,
75600.000,-6314.0222,1735.6026,0.0000,4706.6031,22.8585,-5500.0975,-273.1793,1932.8220,0.0000,1306.0939,-3193.2763,6772.3374,-943.7193,3982.3652,5033.3918,3633.8317,3080.4607,-4614.2295,3837.8580,-3288.5748,-340577.9048,-331817.0752,-332759.9292,-328955.4914,-336280.6575,-334432.3350,-338546.2690,-337481.5886,-166261310.8108,-166257529.3803,-166256668.7033,-166253267.3756,-335722.7899,-166261231.9237,2347.3591,4851.3982,0.0000,356.1243,-6594.4547,2063.9921,-6896.8603,-6417.7198,0.0000,-6080.8180,-2719.4504,-125.3391,-5722.9997,1386.8480,-27.5965,-4037.5999,-3641.8230,-2420.4709,3684.7042,-5202.3779,180773.8698,195642.2284,187902.5610,181825.6203,185822.1084,185379.2961,182958.5765,183001.9912,36577147.6718,36599768.5879,36620878.5962,36600021.7648,183039.5359,36597530.6552,1141.0901,-4455.6902,0.0000,-4902.7215,-2131.4409,-3720.4015,-411.1131,1689.2972,0.0000,-3078.1210,-5435.1841,-1557.7366,-3773.5854,-5481.9913,4591.2830,4275.3261,-5061.1924,-4571.3693,4291.9150,-3208.9872,9041.4847,5908.1470,5319.5023,14576.1554,6383.6785,-1784.9263,8890.3871,7668.4255,38727502.2891,38697989.4027,38715965.9687,38736392.7447,7622.0056,38726120.8635,
79200.000,3285.1945,-5495.6653,0.0000,-2436.7405,2724.4328,1595.7440,1924.9054,726.1410,0.0000,-3631.6286,6180.5230,-6054.2713,2974.0648,-4563.1184,-3914.8212,-2755.8645,1131.2520,6505.6816,-6304.8120,5556.3272,-375136.3918,-369571.8249,-366858.8610,-364614.5157,-369967.7687,-368994.8791,-375955.2373,-369450.5309,-170013525.1784,-170010094.0864,-170017415.0584,-170009361.0932,-371169.8452,-170014526.7420,-4250.1036,-3638.4572,0.0000,4071.6883,4492.8951,-2134.4444,5061.5821,4735.5353,0.0000,5470.4741,-36.6407,266.6747,6236.5950,2869.0038,4422.0234,6330.4195,2177.0237,-583.6561,-2651.9282,4146.9661,86006.5759,104239.8188,96677.7204,91823.9552,97983.0278,95550.2042,92690.4180,93438.5515,-7776349.5176,-7757274.0252,-7734946.0023,-7747274.9749,92866.0572,-7756429.0624,-4229.7430,1696.6801,0.0000,4862.0207,4507.4599,6407.8262,4288.7028,-4991.7597,0.0000,-2246.2926,2973.0300,-3403.3930,-360.1848,4320.6669,-3419.4188,-421.1963,6490.3219,2299.9301,-151.9598,-249.9029,8169.2557,4168.8621,3769.6714,12547.3918,7217.1965,-2803.7643,3391.1942,6170.0249,38705340.7680,38675178.2504,38687687.8082,38709467.2752,5918.0932,38700918.9012,
82800.000,1210.7898,6298.7148,0.0000,322.4595,-5389.9409,2813.3150,-3995.7808,-4166.4816,0.0000,2738.2377,-6418.1489,2463.8527,-3765.0200,4348.7296,1788.3462,756.0473,-5244.4817,-6180.4306,5457.0886,-5768.5125,-383574.6533,-382646.3636,-377449.0987,-376594.6948,-380988.5694,-380069.2292,-387520.0804,-384171.6692,-162140842.6429,-162135796.4560,-162151261.3209,-162143564.8321,-382820.4442,-162142570.3514,5254.8547,1049.2256,0.0000,-6711.0032,-1357.1710,3340.8001,-1316.7299,-1971.2218,0.0000,-1491.6426,1873.3284,-1412.5985,-3946.3681,-5353.9753,-6571.9051,-5786.4327,-1825.4175,2815.6994,248.2585,-1508.0720,-13390.6975,6081.5060,-763.1971,-4385.0626,2717.8699,12.3305,-4000.0291,-4365.4070,-51573063.6868,-51557142.9613,-51537185.5587,-51542068.7010,-3383.3856,-51554013.7130,4185.5462,2353.1617,0.0000,-1061.4093,-4142.8345,-5414.4312,-5489.9074,5146.0823,0.0000,6185.6488,1533.7949,6328.6087,4246.2568,-460.9509,-351.3516,-3721.1889,-4188.4982,1363.4268,-4126.2069,3539.7624,7027.2743,2501.9539,2795.0084,10004.6460,7697.4770,-3148.4687,-1286.5877,3654.2881,38682911.1860,38653186.9323,38659877.3385,38680660.9330,4213.5771,38675735.2478,
86400.000,-4706.0294,-4257.7646,0.0000,1650.9749,6654.1792,-5080.7899,5714.4362,6582.6046,0.0000,1619.7157,3379.0425,1468.2485,4185.5797,-2281.5643,1291.1097,2476.7708,6635.6544,3397.3578,-2542.0484,4568.4326,-366262.6098,-369999.0194,-363908.1245,-364191.9581,-367996.2416,-367071.5081,-373830.0689,-368915.0874,-143188415.1003,-143180223.8141,-143202143.3525,-143197287.4335,-369895.1082,-143190359.6733,-4838.1676,2657.0929,0.0000,5537.6960,-1481.9818,-4573.7555,-2169.9974,-317.7705,0.0000,-1897.1662,-3277.4897,3857.6405,-275.4265,5370.3096,5483.0867,3338.4480,1979.6355,-4333.0639,3329.9850,-2242.9241,-110758.7240,-92480.6052,-98192.0109,-100672.6273,-92925.9608,-95371.3748,-100272.4121,-98221.1734,-91819314.2601,-91805274.5228,-91790976.6775,-91792141.6415,-99529.8844,-91801314.0469,-1078.8892,-4605.7139,0.0000,-3593.6303,1228.4961,1240.3496,3223.0721,-2096.7293,0.0000,-6477.8904,-4997.5049,-5595.6959,-5504.6566,-3712.8651,3835.1556,5519.8586,-591.8395,-4209.7396,5398.5591,-4720.2922,5722.8901,963.3406,2200.0734,6870.1927,7605.0923,-2743.9276,-5051.5631,3321.7041,38660035.1957,38632146.3590,38632670.5441,38650661.4665,2508.6160,38650569.9153,
