sl_5_86400_20261212 Coordinates.csv
2026/12/12 07:47:00.0000 UTC

Generated: Tue Oct  8 16:59:25 2024,
Start: 2026/12/12 07:47:00.00, Stop: 2026/12/13 07:47:00.00,
TIME_UNITS,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-5689 - X-Coordinate,STARLINK-3570 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-5689 - Y-Coordinate,STARLINK-3570 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-5689 - Z-Coordinate,STARLINK-3570 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-871.4099,5351.4819,-3658.7629,-3233.0110,5854.9162,71345.6870,58247.8156,74238.4974,74361.4757,69294.5487,70603.1796,64796.6173,68387.8225,-122244815.5629,-122274875.3065,-122278059.2922,-122262464.4026,68542.4751,-122263543.2366,-4792.7106,-660.9117,2815.4619,-4236.5432,3165.3163,357966.3327,364362.5032,369139.6621,366698.9002,373686.3077,371453.5407,365465.1474,365979.7730,-99957829.9494,-99948872.8038,-99937999.5340,-99950296.9502,366858.1439,-99959290.8158,4623.4806,4366.5919,5111.0965,-4434.9934,1840.2659,-157185.9047,-158167.5660,-160091.7569,-155480.1844,-154694.4819,-165032.9868,-167386.2658,-161352.6266,33157738.7050,33134035.4012,33167448.1347,33175743.7001,-159810.5410,33165771.1816,
3600.000,4189.2866,-6834.9514,2724.4091,5413.9990,-6214.4377,-18376.3202,-37217.7059,-19680.1519,-20779.5722,-25150.5726,-24160.1696,-28651.6962,-25825.1615,-92112048.4045,-92141484.9108,-92152168.6326,-92137594.3965,-25681.6930,-92131624.6886,5251.0101,1201.8739,-6034.3336,742.5301,-1597.5546,364160.6124,367999.9092,373598.1120,371948.8160,379678.5837,377336.1078,371752.5337,373406.3064,-128200374.1720,-128196209.3951,-128186595.9146,-128193179.8950,372656.0554,-128202556.4832,-288.9108,306.8816,-1925.8593,4253.9805,2546.3607,-155862.6151,-157325.6406,-158028.8345,-156767.6201,-152735.4280,-161175.5788,-167790.9710,-157302.0973,33139896.9642,33114118.2287,33143278.8426,33152829.2272,-158936.0896,33145317.9596,
7200.000,-4637.6423,4816.8747,-1079.2715,-6365.9574,4171.6361,-107178.9928,-130323.4199,-112607.5577,-115922.7987,-118179.1207,-117606.1044,-120957.5362,-118063.3237,-55698399.4936,-55725562.6189,-55742399.9271,-55729341.7721,-118437.4686,-55718417.3828,-2238.3672,-1262.1844,6319.3043,2300.5646,-1381.1007,348554.4131,347204.4975,354063.3366,352987.1219,361637.3882,357223.8441,354547.1137,354365.7318,-147656798.9790,-147656304.8037,-147651355.5357,-147655083.2082,354619.3492,-147660057.9299,-4326.6709,-4849.8857,-2543.5071,-1493.7561,-5333.5432,-154653.7576,-156524.5151,-156196.7523,-158792.4491,-151243.1511,-156612.1907,-167498.5591,-159784.6877,33122426.8088,33094690.5312,33119193.3735,33128227.3795,-158049.3362,33124885.2477,
10800.000,3336.8800,-540.5787,-1754.9092,5089.4737,-1421.7275,-189816.6284,-215029.3242,-198505.8423,-206472.4521,-203760.9991,-203205.9608,-206334.4764,-204179.2043,-15498280.1210,-15522103.9485,-15542482.1245,-15528608.1274,-203786.2562,-15518209.9449,-2905.3818,2333.1455,-3997.2489,-4163.4072,4843.9208,311756.2471,303410.5152,311721.6237,312833.7768,320734.0324,311049.3194,314728.1690,313836.9305,-157002333.5046,-157003819.1193,-157005996.7645,-157008467.9751,313854.6383,-157006776.7782,5051.7993,6507.7448,5326.1404,-2194.8296,4705.2538,-153526.8299,-155746.3508,-154848.9213,-158359.4760,-150203.0313,-155920.2060,-166549.0376,-155402.3420,33105136.3829,33075833.8193,33095305.3448,33102762.8431,-157150.3461,33104473.0516,
14400.000,-1562.0703,-3190.0124,5005.7875,-1702.3760,-674.7911,-261250.9187,-285835.8102,-271783.0035,-281511.3896,-276359.1879,-275234.5678,-279297.6111,-276087.5229,25736649.1020,25716428.6839,25695898.9303,25714276.7304,-276250.7344,25717321.1207,6413.6632,-4339.6692,931.7551,4955.2446,-6785.3122,255695.8696,239518.6251,249289.9889,253221.9749,259569.2330,248241.4967,254602.1948,253436.6767,-155604550.8233,-155606028.7504,-155616434.6758,-155615394.0232,252925.4641,-155610010.3179,-1282.2762,-4395.0987,-4652.3218,4527.8697,-1102.0713,-152462.5068,-154980.6978,-154105.6956,-154904.0221,-149625.3568,-158802.9572,-164945.4627,-157962.7643,33087823.5195,33057647.4796,33071729.2312,33078338.2603,-156239.1852,33084081.3768,
18000.000,-835.2047,4411.0662,-6693.3635,-2398.8476,2158.4128,-316998.9704,-338146.5626,-327697.7703,-337495.0569,-331259.9280,-329739.4308,-335014.4956,-331067.3985,65185823.8604,65168574.4048,65151444.8673,65173125.4780,-331166.4991,65167461.2132,-5582.0833,5355.0585,1371.3867,-5038.1560,5715.0770,183533.9383,159712.6521,170817.7398,176434.3252,182004.6024,171178.4480,177802.2038,175043.6347,-143566122.4480,-143565687.8552,-143583842.7177,-143572606.8675,175691.5847,-143572198.2786,-3657.2524,-337.2215,918.2666,-4114.7989,-3229.2849,-151448.2457,-154220.8238,-153922.1359,-151803.2769,-149548.7342,-160841.8632,-162654.9643,-153660.9986,33070288.8338,33040249.7361,33048585.6133,33059109.6178,-155315.9202,33063710.2290,
21600.000,3851.6196,-3461.4366,5336.4822,5367.1442,-3632.4956,-353440.5045,-368566.2725,-362678.0683,-371813.8995,-364848.1975,-363573.5908,-369587.0366,-365605.6353,100152687.7125,100136967.1697,100126278.5327,100139984.8897,-364982.5432,100135408.5966,1458.6340,-3593.1022,-2736.1910,4221.0684,-2093.6386,99494.6187,69190.5891,81378.0818,87787.8254,92884.6068,83325.1981,89105.5817,87854.0643,-121717280.9625,-121713551.9473,-121737401.3770,-121716271.3446,87064.8881,-121723446.2042,5303.6700,4821.9972,3390.9597,1178.9806,5479.1773,-150475.4097,-153462.0697,-154100.0707,-149264.2023,-150051.0104,-161956.7235,-159602.3903,-155892.6488,33052348.6358,33023771.2746,33026006.4653,33045361.7727,-154380.6190,33043359.6136,
25200.000,-5811.3836,2304.3601,-1443.8067,-6133.5675,5075.9949,-368073.5152,-375117.8447,-374525.0027,-382515.9887,-374804.8792,-374575.1649,-380177.6710,-374539.7484,128248981.1299,128232854.9040,128230463.2056,128230192.5241,-375491.1997,128232627.7253,2545.7259,-673.8284,3894.2801,-2079.7247,-1953.9285,8627.2653,-26170.7141,-13300.2736,-6801.4762,-2397.7463,-10268.7261,-5801.5779,-7913.0895,-91558550.0851,-91551092.5726,-91577248.5084,-91556798.0645,-7302.6652,-91564288.8082,-2230.8221,-6524.9383,-5507.2723,2459.3975,-4261.3123,-149537.8009,-152701.0158,-154341.2239,-147232.5390,-151265.7730,-162288.4203,-155671.9610,-152071.3303,33033846.8272,33008327.7361,33004140.4441,33030661.0464,-153433.3500,33023029.5363,
28800.000,4353.6080,-2205.7858,-2741.5830,4999.5360,-5301.2167,-359703.8635,-357366.6556,-362505.2796,-368991.8210,-360351.0171,-361889.8415,-364579.6666,-363373.5188,147557822.4159,147539431.8369,147545393.0101,147534711.4247,-361972.6331,147542002.4979,-4253.1424,4915.3900,-4886.4116,-1338.3419,4417.4878,-83490.8047,-120194.4546,-107211.2335,-101150.8163,-98858.6134,-103899.1374,-100559.2669,-101076.3996,-55157697.0142,-55147310.1346,-55171550.6093,-55160897.3308,-101379.2698,-55162639.4360,-2860.4860,4372.1488,4008.8643,-4613.4897,306.2905,-148630.8446,-151935.0192,-154327.1707,-145668.0458,-153218.0993,-161923.4207,-151036.2217,-153602.3708,33014665.0111,32993943.2760,32983157.4211,33012907.2007,-152474.1826,33002720.0025,
