sl_100_5400_20261205 Coordinates.csv
2026/12/05 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:50 2024,
Start: 2026/12/05 07:47:00.00, Stop: 2026/12/05 09:17:00.00,
TIME_UNITS,STARLINK-3563 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-1895 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-30271 - X-Coordinate,STARLINK-30757 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-4740 - X-Coordinate,STARLINK-31873 - X-Coordinate,STARLINK-3393 - X-Coordinate,STARLINK-31104 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-31043 - X-Coordinate,STARLINK-6278 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-3448 - X-Coordinate,STARLINK-30575 - X-Coordinate,STARLINK-2469 - X-Coordinate,STARLINK-3309 - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-5599 - X-Coordinate,STARLINK-31655 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-1866 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-4730 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-2555 - X-Coordinate,STARLINK-3110 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-30256 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-2495 - X-Coordinate,STARLINK-30416 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-5667 - X-Coordinate,STARLINK-5451 - X-Coordinate,STARLINK-2700 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-31440 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-31742 - X-Coordinate,STARLINK-5421 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-31712 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-6314 - X-Coordinate,STARLINK-1600 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-30834 - X-Coordinate,STARLINK-5256 - X-Coordinate,STARLINK-32013 - X-Coordinate,STARLINK-2298 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-6329 - X-Coordinate,STARLINK-1917 - X-Coordinate,STARLINK-2253 - X-Coordinate,STARLINK-3247 - X-Coordinate,STARLINK-30765 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-31863 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-5239 - X-Coordinate,STARLINK-1486 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-31663 - X-Coordinate,STARLINK-30268 - X-Coordinate,STARLINK-4367 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-3079 - X-Coordinate,STARLINK-3400 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-31058 - X-Coordinate,STARLINK-5393 - X-Coordinate,STARLINK-6081 - X-Coordinate,STARLINK-5771 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3563 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-1895 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,STARLINK-30757 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-4740 - Y-Coordinate,STARLINK-31873 - Y-Coordinate,STARLINK-3393 - Y-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-31043 - Y-Coordinate,STARLINK-6278 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-3448 - Y-Coordinate,STARLINK-30575 - Y-Coordinate,STARLINK-2469 - Y-Coordinate,STARLINK-3309 - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-5599 - Y-Coordinate,STARLINK-31655 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-1866 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-4730 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-2555 - Y-Coordinate,STARLINK-3110 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-30256 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-2495 - Y-Coordinate,STARLINK-30416 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-5667 - Y-Coordinate,STARLINK-5451 - Y-Coordinate,STARLINK-2700 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-31440 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-31742 - Y-Coordinate,STARLINK-5421 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-31712 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-6314 - Y-Coordinate,STARLINK-1600 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-30834 - Y-Coordinate,STARLINK-5256 - Y-Coordinate,STARLINK-32013 - Y-Coordinate,STARLINK-2298 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-6329 - Y-Coordinate,STARLINK-1917 - Y-Coordinate,STARLINK-2253 - Y-Coordinate,STARLINK-3247 - Y-Coordinate,STARLINK-30765 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-31863 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-5239 - Y-Coordinate,STARLINK-1486 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-31663 - Y-Coordinate,STARLINK-30268 - Y-Coordinate,STARLINK-4367 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-3079 - Y-Coordinate,STARLINK-3400 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,STARLINK-5393 - Y-Coordinate,STARLINK-6081 - Y-Coordinate,STARLINK-5771 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3563 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-1895 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,STARLINK-30757 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-4740 - Z-Coordinate,STARLINK-31873 - Z-Coordinate,STARLINK-3393 - Z-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-31043 - Z-Coordinate,STARLINK-6278 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-3448 - Z-Coordinate,STARLINK-30575 - Z-Coordinate,STARLINK-2469 - Z-Coordinate,STARLINK-3309 - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-5599 - Z-Coordinate,STARLINK-31655 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-1866 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-4730 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-2555 - Z-Coordinate,STARLINK-3110 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-30256 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-2495 - Z-Coordinate,STARLINK-30416 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-5667 - Z-Coordinate,STARLINK-5451 - Z-Coordinate,STARLINK-2700 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-31440 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-31742 - Z-Coordinate,STARLINK-5421 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-31712 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-6314 - Z-Coordinate,STARLINK-1600 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-30834 - Z-Coordinate,STARLINK-5256 - Z-Coordinate,STARLINK-32013 - Z-Coordinate,STARLINK-2298 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-6329 - Z-Coordinate,STARLINK-1917 - Z-Coordinate,STARLINK-2253 - Z-Coordinate,STARLINK-3247 - Z-Coordinate,STARLINK-30765 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-31863 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-5239 - Z-Coordinate,STARLINK-1486 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-31663 - Z-Coordinate,STARLINK-30268 - Z-Coordinate,STARLINK-4367 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-3079 - Z-Coordinate,STARLINK-3400 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,STARLINK-5393 - Z-Coordinate,STARLINK-6081 - Z-Coordinate,STARLINK-5771 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5463.4057,6663.9896,-5939.5815,-5824.8245,472.3565,3433.4925,-4444.1766,-4303.0783,-3057.2664,2804.5440,-4752.1322,1108.2530,5108.2712,-3898.4365,-5840.2212,-5583.5858,-5892.0523,6544.4598,2189.0992,5170.3572,-3835.6021,-2337.4449,2440.1010,2166.7115,-3762.1018,3465.5446,2455.1991,4351.0490,-1935.3554,-3569.4353,-3644.6405,1874.0828,-4474.9060,-4536.7442,-68.3374,-19.4754,-2395.8675,5200.0700,2542.4221,-6246.2239,-4653.5279,-1086.7888,468.2944,6057.3056,-2850.2860,-4172.1753,-755.1757,-120.3092,4362.8465,3789.8111,-6824.1439,1117.7572,-4604.6297,-814.4338,5150.7261,-6931.2880,1972.4106,1971.5400,6721.7087,-2801.5357,4909.1175,738.0708,-6138.8609,-2767.5876,6008.7338,-2455.0140,6272.4807,-28.8157,1933.7176,4460.1256,4986.7186,-3977.8499,-5467.4999,3674.9626,3732.7513,1628.5560,3586.7236,2578.8164,-127.0084,2280.6946,-4350.6735,-6466.7223,6067.8338,5594.4012,0.0000,-6873.6330,1219.8753,1702.0389,-2251.4137,-5486.5733,6129.2209,-6885.1845,-4025.6960,-2792.0940,2918.7022,5615.5134,-3165.4478,1507.5830,4319.3645,-4705.9300,-350989.5879,-380760.9524,-357062.2754,-357225.0596,-361413.6342,-360372.1941,-366870.5774,-361966.5872,-137049052.1079,-137099944.5151,-137074334.1388,-137067775.6232,-362979.7046,-137060243.4254,3031.2680,-1081.5824,677.8470,3462.6924,-5907.8071,-3342.3772,3326.0566,3215.0398,-5719.1597,-5913.0765,469.9583,5593.9875,-2798.5823,2415.5105,1797.7302,-2574.8066,-1006.9787,33.7294,6157.6773,4030.4316,1623.0301,5964.4343,3358.3103,-4993.6219,-2111.7914,-4918.1364,-3664.6341,-1873.5047,-1692.7937,-4684.3620,-2087.5868,3584.0630,-4831.8380,403.3695,4914.8604,-4452.2934,-4416.9343,1879.9534,-6328.6144,255.6968,-5129.9973,6650.4796,-5803.7970,-1792.3051,4187.8005,5316.5353,4061.0559,6136.7317,-4612.1176,4032.2987,653.6269,-5299.9757,2549.1203,4104.6015,-1576.4224,-241.4076,-1640.1226,-4631.2450,-1381.3053,6173.7411,-2727.2214,-5574.4792,330.7123,3095.2729,-2312.2434,4733.6385,-2252.9541,4479.9418,-5296.5908,-607.4479,2670.9167,3105.0050,4172.4661,4910.0876,-3770.5436,5401.7425,3200.6182,-4539.1424,6710.4236,6375.1848,5088.3969,361.3515,-3192.1028,-4056.1875,0.0000,-1013.9133,6768.2342,-4967.0220,-4538.2730,-4110.8349,-3126.3827,-374.7641,5613.3546,-4485.1532,-3264.0642,1567.0292,3925.0409,-6689.0101,5323.1061,-3837.7017,108818.4424,118319.5465,112171.4498,109695.4900,117241.5424,114853.0153,109615.4939,111957.1972,-94487596.0297,-94446295.2375,-94455087.0940,-94462830.7678,110551.8993,-94471192.8959,-2969.6084,-1088.9767,2959.0804,-1374.8915,-3427.4887,4870.1793,4152.3030,4206.0675,2352.4117,1952.4722,4967.7913,-3784.4436,3719.8814,5158.6173,-3229.4373,3190.9808,3494.4017,-2278.3414,-1826.1319,-2265.0685,-5513.5616,-2359.6290,5515.4525,4285.2939,-5402.7810,-3044.4705,5357.1567,-4922.4650,-6466.8243,3492.0185,-5456.5675,-5258.2367,-2172.2643,5197.8593,4932.3686,-5260.6988,-4674.7674,3747.9835,-1117.3569,-2906.7823,-71.7032,-1558.2191,-3758.0938,2695.6646,-4658.5958,950.8301,5520.1410,3205.5751,2724.3996,-4135.1874,-1036.3026,-4333.1156,4476.1800,-5515.2040,4198.7796,-175.7554,-6455.4472,-4599.9340,-68.6182,763.0541,-3855.2791,-3921.9573,3196.8421,5515.7912,2565.6519,-4303.5649,1828.2970,5044.2309,-3733.4433,-5235.2494,-3942.8386,-4702.4126,105.2691,3019.6809,-4465.2244,3875.8076,4744.9246,4557.6062,-1692.2243,-1496.4938,-1328.1419,-2059.4837,-611.5136,383.7875,0.0000,-169.9832,572.2577,-4557.5624,-4568.0538,-1012.7869,903.2392,-450.7921,-161.4312,4277.4168,5219.2618,-3750.0673,-4634.8816,989.1130,-1087.1142,3338.7096,-111116.8452,-111334.5704,-112160.3298,-107507.9631,-106757.1806,-117103.2720,-119424.9360,-111278.0740,36892384.0279,36889209.8691,36874035.8522,36887138.8199,-111860.0527,36887580.6766,
300.000,-5175.9276,6404.6439,-6204.2973,-4603.8306,-897.0935,1390.7579,-3531.7308,-3234.3221,-3777.9363,1047.2554,-3543.8859,2976.1994,3403.3606,-3336.7666,-5882.6657,-5512.3151,-5324.2073,5775.4369,3118.9035,6259.5988,-2724.7587,-774.7778,4160.2059,51.7940,-5027.8226,1694.1895,580.4219,4170.2806,-2614.9725,-5025.7732,-4251.2669,3564.6441,-5127.1639,-3463.7189,-642.7505,-1136.6083,-3405.4919,6264.0288,1400.0335,-6588.8114,-5522.3437,118.3698,-1432.2791,5809.3158,-1799.0000,-3154.4163,1387.4531,1626.8207,3656.9483,5340.8672,-6127.2388,-757.7787,-4384.7383,1357.3891,5296.8765,-6684.8396,1226.0345,-158.8567,6121.4085,-1635.7340,3237.5313,-942.9054,-5172.3229,-1066.5792,4656.5790,-468.3415,5980.8978,1901.7195,728.8779,4648.8732,6224.4284,-2494.7635,-4438.8045,5022.0274,1824.3581,3239.0952,3993.7116,551.4378,1440.3819,3714.4291,-2767.0203,-6587.4084,5338.5633,4696.7957,0.0000,-6566.8535,2616.6316,1215.7964,-4147.6144,-5953.9607,5735.1523,-6491.9710,-2828.0142,-3573.9777,1709.6393,5274.7145,-1255.3879,-90.0880,5141.4531,-6037.0640,-353316.2469,-383169.8910,-359265.9463,-359518.8998,-363660.5672,-362631.8769,-369034.3384,-364447.6654,-134948291.8385,-134999785.3649,-134973905.0374,-134967323.9719,-365216.4377,-134959512.5057,4400.7962,-2274.4133,2100.8870,4171.8726,-6533.3500,-3925.1116,5034.1787,1840.4332,-4299.4324,-5919.6116,2214.5472,5550.2613,-3560.7970,4310.7649,3251.6412,-640.0221,899.3256,-1574.8954,4960.4268,2873.6316,3483.7739,5582.9996,2084.7311,-5091.3512,-476.5344,-4855.2732,-2918.6724,-3785.5955,405.4546,-4242.0248,7.2088,2143.7166,-3191.1555,2269.9788,6190.9042,-2782.9362,-2603.6117,653.2979,-6729.9654,1610.0695,-3867.9294,6909.4556,-5089.1011,-3431.1160,5674.4021,5990.6927,4314.3027,5294.8314,-5774.8930,3427.4645,2108.9390,-5945.3074,4291.0564,4113.8214,-3272.4809,1257.1947,-3614.0508,-5063.3559,-2485.0358,6539.8430,-3964.9613,-4636.6967,2008.9259,4420.2248,-3546.0064,4462.5831,-3466.5694,5004.2164,-6347.1459,-2606.2156,1627.6720,4653.3666,4897.8458,4440.9507,-4733.9975,5537.1605,1113.2312,-4387.6232,6057.4559,5853.8549,5614.0740,1642.3480,-4172.1335,-4881.7130,0.0000,-341.6256,6043.0073,-6238.8103,-3624.2546,-2568.5755,-2435.9830,850.3736,5998.4645,-2623.9990,-4908.2970,-432.7427,4949.8244,-6486.0180,3929.5442,-2695.2196,101492.9165,110296.1101,104355.0967,101963.6925,109561.9663,107194.3356,101922.9145,104158.4254,-97457800.8760,-97417410.8123,-97425939.6659,-97433654.6554,102844.8323,-97441489.9927,-1297.0120,735.9145,1272.5798,-3037.0123,-1833.7616,5415.2914,3202.5303,5714.1516,3847.5565,3236.2322,5478.1720,-2677.3912,4845.6886,4236.7086,-1603.9642,4143.8179,4331.9541,-3492.5185,-3424.1077,-805.7202,-5308.4688,-3853.1905,5100.1484,4696.6251,-4721.3592,-4362.9655,6266.6126,-3865.3616,-6436.8036,1913.3864,-5416.6631,-5167.5972,-3410.4451,5532.4551,3128.5832,-6202.2465,-5360.0848,2233.6122,699.0936,-1227.3447,-1593.3015,241.8341,-4481.3018,1296.0379,-3452.3407,-876.3173,5196.7853,4152.8822,1017.3896,-2726.8753,-2468.7862,-3491.4273,3182.2018,-5399.9570,2812.8686,1357.0441,-5804.0980,-4564.9601,-1863.1242,-1063.7953,-4494.9312,-4961.9232,4147.8945,5196.1442,3708.3770,-5179.3917,37.8342,4108.6021,-2213.3518,-4388.3960,-2478.0987,-4438.2715,1895.8240,1351.1655,-4727.8462,2394.4127,5331.0444,5334.4565,-3025.8699,29.9393,-2725.4411,-271.9755,1203.0784,-1424.1520,0.0000,-2258.1224,2057.7410,-2814.1312,-4024.0322,-2448.3728,3049.3077,-2213.3768,-1944.8623,5150.8218,4406.8209,-4477.6177,-4564.0079,2427.4424,-2512.5795,2081.4132,-111266.7827,-111463.8900,-112172.5927,-107770.7041,-106760.1383,-117002.8855,-119672.9085,-110969.6213,36890639.9593,36887023.6539,36871818.5418,36884730.3701,-111973.0132,36885596.9160,
600.000,-4384.2335,5482.1039,-5787.4170,-2912.6245,-2154.5599,-787.9263,-2308.2779,-1742.3768,-4162.9529,-838.8699,-2025.6615,4528.9909,1360.7377,-2490.0874,-5349.6282,-4940.7169,-4271.0328,4460.1623,3759.7481,6740.0438,-1396.7215,902.7287,5492.9895,-2074.1680,-5827.5375,-285.6007,-1393.2021,3601.6846,-3111.4513,-5956.5115,-4489.4947,4892.7312,-5314.3103,-2097.8185,-1190.9701,-2209.9440,-4128.0626,6640.5286,110.1258,-6273.8493,-5866.3160,1314.5466,-3222.1144,4990.5017,-605.0483,-1801.3339,3377.7350,3248.1557,2596.4952,6351.2650,-4839.1878,-2536.7155,-3761.2657,3391.9031,4921.4350,-5791.6146,429.4038,-2262.9503,4893.8183,-288.8182,1250.2698,-2571.1683,-3725.5659,699.5648,2856.3958,1590.3913,5093.1149,3601.4680,-528.1382,4419.5377,6838.0795,-801.2869,-2947.7808,5842.9933,-244.2681,4498.4130,4037.3490,-1549.3290,2895.3748,4788.2497,-886.3709,-6016.0692,4062.6634,3323.1876,0.0000,-5598.7013,3775.9064,643.1720,-5628.9557,-5861.3253,4697.7206,-5454.4752,-1330.8100,-4041.3447,370.8274,4461.2866,757.9269,-1700.6355,5488.6985,-6781.1904,-355493.2064,-385408.7657,-361309.6591,-361652.1734,-365745.3385,-364731.8472,-371034.3834,-366814.0173,-132783178.4796,-132835251.0216,-132809098.0370,-132802473.4916,-367289.5287,-132794424.7388,5322.5651,-3240.7965,3277.2206,4498.2051,-6494.6505,-4165.7074,6254.3695,317.1242,-2440.2389,-5347.5842,3779.8456,4968.2214,-4023.6605,5773.6786,4367.0747,1376.9693,2745.2616,-3061.7451,3236.2301,1445.7620,5024.9583,4652.1649,654.2254,-4740.5342,1164.4432,-4315.1433,-1948.6991,-5294.0143,2435.5461,-3384.2669,2082.7153,511.0051,-1230.2536,3947.2043,6794.0818,-861.8208,-543.9063,-619.2602,-6461.3971,2789.5757,-2220.1543,6480.1720,-3914.7141,-4718.3269,6593.9139,6049.5088,4193.2915,3962.3261,-6356.1724,2510.3955,3383.6983,-6040.0853,5591.3305,3777.3246,-4610.2928,2647.2044,-5241.2100,-5023.9289,-3356.6027,6231.8726,-4839.5944,-3263.1961,3526.2808,5346.8816,-4471.6019,3790.4210,-4334.0552,5032.4591,-6724.7794,-4325.8191,449.0766,5769.9797,5144.7432,3527.2554,-5282.8284,5124.5998,-1091.7595,-3860.7442,4824.1822,4764.6741,5590.7797,2747.6272,-4742.3233,-5235.4160,0.0000,394.5981,4721.8467,-6875.9949,-2380.4232,-761.2579,-1518.5763,2015.6087,5798.7064,-495.1528,-6060.0840,-2411.8812,5515.9917,-5661.7482,2145.4620,-1311.4034,94117.7208,102223.2704,96492.8291,94184.8524,101835.4082,99486.2315,94188.5918,96208.3172,-100381312.1110,-100341847.5380,-100350108.4141,-100357815.3358,95092.6378,-100365094.2499,515.4288,2478.5889,-566.4076,-4371.8051,-36.1245,5356.8046,1910.2599,6582.2695,4924.9171,4157.6389,5393.3350,-1272.5456,5448.9182,2856.4565,194.9052,4652.4586,4704.6045,-4332.8482,-4632.0606,739.8403,-4531.2087,-4915.7623,4133.6807,4605.0930,-3531.5423,-5175.4570,6509.6766,-2376.4917,-5728.9048,122.3579,-4787.0444,-4449.9918,-4284.3108,5271.2754,994.8900,-6471.3301,-5456.1360,452.8515,2439.8893,585.7870,-2943.9424,2015.7541,-4725.2984,-246.2108,-1868.6458,-2605.2361,4309.7983,4654.5004,-799.6473,-1023.5474,-3637.2217,-2276.8955,1544.6458,-4706.0746,1112.5737,2744.7014,-4537.4411,-4017.8282,-3452.1992,-2771.2874,-4628.7172,-5454.4006,4654.6902,4315.2299,4453.9301,-5483.0337,-1756.7404,2697.3193,-438.1673,-3066.8267,-743.7496,-3692.7415,3478.4011,-468.0830,-4485.9615,647.0893,5302.6810,5541.1723,-4034.3856,1553.1473,-3817.3790,1546.4330,2885.9213,-3078.9211,0.0000,-4106.6551,3319.7122,-772.0112,-3028.6659,-3621.7353,4869.7728,-3736.8628,-3518.1328,5441.1879,3098.8361,-4726.7392,-3987.6490,3605.1769,-3670.1738,601.1297,-111416.8357,-111593.1755,-112184.4108,-108038.4869,-106766.5931,-116896.3221,-119915.5551,-110733.7637,36888893.7434,36884837.5185,36869604.6533,36882324.5015,-112085.9089,36883613.2885,
