sl_100_86400_20260607 Coordinates.csv
2026/06/07 07:47:00.0000 UTC

Generated: Tue Oct  8 16:23:27 2024,
Start: 2026/06/07 07:47:00.00, Stop: 2026/06/08 07:47:00.00,
TIME_UNITS,STARLINK-30117 - X-Coordinate,STARLINK-31351 - X-Coordinate,STARLINK-3146 - X-Coordinate,STARLINK-2442 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-31046 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-1272 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-30517 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-2361 - X-Coordinate,STARLINK-1313 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-5087 - X-Coordinate,STARLINK-31134 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-31024 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-5918 - X-Coordinate,STARLINK-32012 - X-Coordinate,STARLINK-5130 - X-Coordinate,STARLINK-5678 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-2314 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-30996 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-31779 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-2001 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-3161 - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-31160 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-3949 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-4198 - X-Coordinate,STARLINK-5018 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-2746 - X-Coordinate,STARLINK-3690 - X-Coordinate,STARLINK-5129 - X-Coordinate,STARLINK-1948 - X-Coordinate,STARLINK-1676 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-30850 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-2426 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-31390 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-1289 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-31628 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-11290 [DTC] - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-5033 - X-Coordinate,STARLINK-5986 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-4575 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-2397 - X-Coordinate,STARLINK-5999 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-30849 - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-6368 - X-Coordinate,STARLINK-31855 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-31351 - Y-Coordinate,STARLINK-3146 - Y-Coordinate,STARLINK-2442 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-31046 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-1272 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-30517 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-2361 - Y-Coordinate,STARLINK-1313 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-5087 - Y-Coordinate,STARLINK-31134 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-31024 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-5918 - Y-Coordinate,STARLINK-32012 - Y-Coordinate,STARLINK-5130 - Y-Coordinate,STARLINK-5678 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-2314 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-30996 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-31779 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-2001 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-3161 - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-31160 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-3949 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-4198 - Y-Coordinate,STARLINK-5018 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-2746 - Y-Coordinate,STARLINK-3690 - Y-Coordinate,STARLINK-5129 - Y-Coordinate,STARLINK-1948 - Y-Coordinate,STARLINK-1676 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-30850 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-2426 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-31390 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-1289 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-31628 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-11290 [DTC] - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-5033 - Y-Coordinate,STARLINK-5986 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-4575 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-2397 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-30849 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-6368 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-31351 - Z-Coordinate,STARLINK-3146 - Z-Coordinate,STARLINK-2442 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-31046 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-1272 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-30517 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-2361 - Z-Coordinate,STARLINK-1313 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-5087 - Z-Coordinate,STARLINK-31134 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-31024 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-5918 - Z-Coordinate,STARLINK-32012 - Z-Coordinate,STARLINK-5130 - Z-Coordinate,STARLINK-5678 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-2314 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-30996 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-31779 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-2001 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-3161 - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-31160 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-3949 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-4198 - Z-Coordinate,STARLINK-5018 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-2746 - Z-Coordinate,STARLINK-3690 - Z-Coordinate,STARLINK-5129 - Z-Coordinate,STARLINK-1948 - Z-Coordinate,STARLINK-1676 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-30850 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-2426 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-31390 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-1289 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-31628 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-11290 [DTC] - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-5033 - Z-Coordinate,STARLINK-5986 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-4575 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-2397 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-30849 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-6368 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1923.7296,-6718.1618,-1746.2682,-2091.5192,-1729.0398,-4420.3617,-4778.8273,-4145.1317,2392.2610,-2107.6277,-2537.3670,3227.0139,-3939.4335,-4684.2914,-5353.6550,-4835.1803,-6364.5276,6168.5171,-5978.9093,5069.9728,0.0000,-627.8994,0.0000,-3284.7727,1517.9101,-4135.8670,4905.7825,5860.4727,1244.4911,4447.0381,6020.9866,5711.0423,6708.2156,5320.4782,4367.7450,3728.2872,4828.2653,5862.1907,5475.6144,-6543.5174,4011.5160,0.0000,-5391.9898,-3751.3271,3481.9847,2336.6941,-5845.8060,-2246.4389,3504.9513,3823.8873,3322.7455,-4402.9732,-2864.2173,-4892.4586,-5798.1378,-6306.5093,-3152.4261,-2396.4452,4825.4113,5830.6888,-839.7378,-6121.6821,2039.9844,-4298.2627,3752.2806,4533.0822,-5564.1596,0.0000,-2744.0939,-1769.8900,2229.0267,-2477.0314,-6569.9221,-3368.4051,-4873.1604,-4276.9530,-468.7898,225.4367,3997.6679,-3187.4050,-5763.1942,-4006.5954,-2262.6011,-5567.3552,-3298.8212,-3044.1986,6039.5614,-5149.4530,6108.9010,-6677.9356,-2334.0564,-3198.7836,-5213.0634,-2000.3696,0.0000,-5042.9820,3766.9696,1331.6650,5196.0946,4303.6064,-319435.4787,-289971.2811,-313551.5281,-313928.2184,-309352.4383,-310778.0758,-304240.6257,-308828.6536,-271583121.3221,-271562400.2047,-271584868.5321,-271588948.8132,-308215.4725,-271586086.9248,6224.3157,579.0165,3870.6611,6072.9429,6264.2011,3589.0117,4739.4158,-3051.3187,3512.2865,-4174.0969,4185.9688,-4538.6031,-4133.8843,2989.3180,-487.7530,-3517.4826,-377.3820,-3105.8215,2772.1040,-3284.2595,0.0000,-4152.6445,0.0000,4015.4047,-6295.3562,-4039.9475,1254.8503,2091.0987,6750.5957,-5310.1796,-2458.0262,3872.7180,1329.3838,3770.3145,4781.5137,3986.6048,2799.8539,411.8619,4016.2108,1143.4406,-2245.3198,0.0000,2045.8564,5159.1635,4329.3394,5397.9298,-3452.6880,-4175.6137,-4279.2327,-2186.7325,5160.1480,815.5283,-3499.9814,-4209.1527,-3685.9289,-2833.6420,2973.8372,-6469.4466,885.6892,3556.5486,4541.9474,-2523.4660,-5002.2692,5246.5968,-3482.4634,-4090.4659,4058.0437,0.0000,-4134.7440,5103.7215,6538.9930,4943.4856,-812.8237,3272.2749,-1872.7632,4164.2800,5507.5573,-6272.6537,-5289.1905,2914.8185,3212.0785,-387.2874,-1285.2475,953.2375,3326.6516,4756.5954,1608.3297,-2501.8134,-2806.0963,-1733.5325,5518.5437,-4355.2160,3705.4265,3957.5636,0.0000,-3296.5570,-3414.9208,-5284.2885,-3203.5828,2514.1207,-230150.0502,-236918.0520,-234384.6115,-230910.8351,-238174.0740,-235631.1457,-230293.7204,-231291.0919,154708231.1742,154715112.1460,154712476.7872,154719222.5371,-231440.8497,154726002.5944,-2377.9579,-802.6650,-5464.5539,-2569.6821,2351.2055,-3928.6279,15.9472,4632.1200,-5455.5860,-5010.4430,-4889.7444,3976.1849,-3923.8686,-4069.4541,4338.1139,3501.8243,-2691.2375,212.3555,-2100.9866,3323.8641,0.0000,-5270.8382,0.0000,4594.4144,-2302.2497,3802.0112,4719.1437,3040.8352,1226.0273,-658.3264,2221.8244,-537.2606,-1126.3255,2378.4587,-2355.5679,-4112.5693,-3926.4580,3650.9477,646.8917,1628.0052,-5156.2185,0.0000,-3820.5466,-2730.0679,4135.3742,3657.6068,246.7298,-5040.0026,-4174.1680,5323.0225,3173.8748,5249.6448,5200.5006,-1612.4898,767.8281,-74.8450,5413.5686,-320.0234,4844.0226,1162.8619,5134.8232,1865.6912,4309.5366,943.2110,4670.8803,-3288.1715,604.7307,0.0000,4802.8342,4196.5291,-325.4833,4133.6845,-2008.6209,4828.3812,4501.4538,3477.3089,4164.0651,2935.1405,1189.5768,5385.3384,1355.0579,5654.3380,6433.3479,4030.0430,5066.0292,3962.8063,-2866.1351,3905.9749,1601.8526,-737.1655,3483.7854,4336.1925,2627.2054,-5278.1054,0.0000,-3244.3997,4700.0565,-4273.1115,-3297.6402,4640.0753,-67940.4996,-67754.8211,-69352.6821,-63711.3565,-63745.8871,-74289.0443,-75859.7866,-70228.6409,87439889.0800,87471896.6811,87465646.0654,87458573.6781,-68584.6623,87449520.4036,
3600.000,-4068.6489,4093.8440,-2474.9781,573.8728,205.6788,3870.5389,1643.3805,6433.6468,-5884.2493,5486.1911,-1861.8270,1284.1940,5155.4866,4317.6509,2932.2276,5065.9773,3804.4202,-4162.7005,2776.7195,-1123.8276,0.0000,4918.1156,0.0000,-425.8289,955.0274,6090.0014,-5540.9707,-6790.8896,-1331.1413,-2745.6499,-5162.9504,-5584.3129,-6380.2824,-1317.1898,-5510.2961,-6503.7623,-6802.4588,-3988.3374,-5914.6595,3528.9052,-354.6020,0.0000,1677.5290,1912.6569,-5224.1743,-5006.3502,5080.7687,5423.8281,507.5446,-3001.0531,-5011.3769,4911.5627,6120.3471,5376.2477,5121.3038,5548.7508,1388.8017,3421.7481,-6585.9509,-5560.6260,-1951.3092,6314.0533,-420.0132,2203.1840,-484.1457,-3086.9149,2983.9588,0.0000,5655.4865,-2733.8147,-3328.4369,1062.9312,6445.1142,-1745.1261,6863.2799,3501.4643,-2900.4511,2147.8814,-255.4432,-579.6914,1929.1240,6705.0771,3143.3518,3131.2697,-972.6710,1847.6936,-6671.2365,4929.2186,-4959.6389,6303.9184,124.1887,5320.9155,4393.4956,-2486.8153,0.0000,6448.5478,-649.6034,2766.4574,-4166.4579,-6063.9765,-249096.5949,-220714.7486,-246058.6597,-245117.6919,-241070.6658,-242284.6528,-237069.6084,-239329.0511,-302362754.2935,-302336304.9556,-302357112.2512,-302361014.7814,-240168.2515,-302365311.9016,-5463.8339,-2571.2569,-4703.3035,-6649.6205,-6609.2015,-5725.9084,-4768.4989,237.7781,-1974.3661,3807.9892,-4092.6327,3954.7901,228.6726,-5360.1705,-3064.5621,-430.1927,-2147.2411,3918.4902,-3665.1143,4028.5463,0.0000,4134.0438,0.0000,-5652.8080,6622.3523,3290.7618,2586.0955,-696.2745,-4291.3872,3951.7429,3916.5382,-1866.4117,963.4245,-2687.0099,-3543.4461,-1891.5697,-92.4317,3179.1779,-1169.9328,-2946.1738,4797.1611,0.0000,-3781.6809,-6609.3955,-611.1128,-4778.5140,567.0498,3900.4456,5247.8283,5662.6085,-4634.4668,-4262.9661,2310.6748,1561.9467,1084.9945,677.9393,-6116.8801,4239.0057,1565.3170,-484.3891,-6313.2593,830.2398,6889.4146,-5450.3923,5800.0150,6203.4744,-4400.3823,0.0000,3757.1386,-4617.9581,-4717.9625,-6827.1443,-772.2187,-4491.8311,46.3758,-5917.1819,-3031.7930,6564.9472,4492.1136,-5128.6577,-3992.0621,-550.0426,-3165.6406,-4159.4518,-4590.1932,-6653.1678,90.5841,-1538.5580,3954.9243,-605.6270,-6934.5455,839.2166,-5062.8314,-4345.9781,0.0000,1843.4341,5895.3229,4565.7865,5540.8131,1442.2214,-304211.6312,-302935.8788,-303244.9870,-300562.0880,-308493.6340,-306106.0857,-300738.3016,-301275.1879,79081099.6170,79092393.1019,79082546.4288,79088373.1908,-301555.5156,79097959.5374,-1288.6144,4759.1783,4414.2468,-1810.8745,2013.3961,-164.7475,4446.0695,-2575.0603,3028.4654,1511.6745,5242.5098,-5444.3918,4608.9782,-62.6646,-5465.2390,-4719.5418,5354.0779,3873.2301,5154.7599,-5491.2479,0.0000,2018.1281,0.0000,-4002.8831,-1572.9150,241.7123,-3264.5985,1190.9967,-5343.0902,5010.3929,2290.3928,-3640.0516,-2530.9782,-6271.1142,-2134.2499,874.1514,485.6057,-4686.6672,3180.8067,-5069.5412,4941.6924,0.0000,5529.9715,-871.7235,-4519.9208,-412.2720,-4482.9866,1773.6079,4482.3432,-2613.6869,1099.5352,-2338.4918,-2203.0727,-3595.6033,-4520.5067,4060.9008,-2984.3244,4236.2483,-1356.4080,-4110.4608,-2047.1345,2600.7098,-475.1993,3506.8158,-3779.7792,-163.4811,-4423.8867,0.0000,-1314.7896,-4263.5102,-3810.6735,-163.6779,-2390.0756,-4720.2137,-731.0709,727.9012,-5515.7161,598.0247,-5021.2839,-4603.6245,-5078.4420,-1742.2476,-5335.5138,-4599.7354,-5076.0452,106.0071,-1650.7027,-4635.5382,2740.6541,-2836.1538,-161.3340,-4372.2709,1705.4744,4723.9183,0.0000,-1344.5198,-3592.7168,4396.0597,-140.4376,-2764.7502,-66815.3778,-66326.7388,-66556.3333,-64152.6437,-60900.2683,-69855.5629,-75674.1533,-65376.4568,87485810.5252,87518036.1254,87511115.5713,87504807.5993,-66978.0625,87497061.4050,
7200.000,4947.6200,497.1163,5040.8292,1701.8664,2031.4545,-1570.8624,3351.7496,-6525.4856,6770.3508,-5820.2489,5295.7997,-5339.2428,-5525.5840,-1893.4546,-602.5482,-4576.4962,-550.3912,4.0849,1553.6317,-3136.9119,0.0000,-5674.9154,0.0000,3378.1138,-3406.3751,-5441.5144,4763.7491,4881.6949,2554.2339,-1269.3352,1500.4319,3780.1566,3792.5529,-1893.7581,4517.8735,6076.0218,5413.0989,1615.8761,4084.9549,887.9833,-2404.2619,0.0000,2090.4874,825.9919,5977.1511,5717.1049,-2462.1192,-5946.9848,-3948.7688,1608.1828,4735.2851,-3773.0195,-6487.4614,-2675.1849,-3241.9772,-3119.7911,99.0369,-4214.3968,5464.9684,4040.8446,3356.0821,-3831.2705,-1268.5382,1793.1791,-2230.2739,452.2267,1310.8350,0.0000,-5874.2777,5957.8485,4079.0272,809.1842,-3565.6155,5148.0127,-5704.9461,-950.8318,5962.3016,-3881.0773,-4518.1306,3163.5588,3313.7133,-6124.5361,-4175.4474,-494.9174,4177.3772,251.8981,4124.8415,-4025.6348,1290.7076,-3848.5806,2117.6219,-6298.6850,-1286.1103,5415.7014,0.0000,-4630.8443,-1968.0126,-5853.7417,1556.4307,5294.6339,-161533.0690,-137064.5523,-162610.3800,-159706.3788,-157271.5499,-157897.9824,-154187.3695,-157443.4455,-312503802.1808,-312472959.0063,-312490155.1592,-312494831.9672,-156658.8754,-312505575.5898,2502.9810,4617.3449,4695.2515,4421.1458,4159.4510,5314.0948,3013.0484,2079.2189,499.0485,-1938.5731,3790.0740,-3049.2916,3369.3483,5167.4405,6126.0069,4205.4811,5044.4361,-4144.6227,4517.4438,-4581.3305,0.0000,-2061.3819,0.0000,5975.5972,-4072.8924,-1021.2683,-5026.3019,-1376.5044,46.7144,-2085.6790,-4154.1511,-1707.6840,-3490.0753,-1765.8574,197.5154,-851.6440,-2500.6581,-6113.8499,-2898.6080,4760.5389,-6277.3190,0.0000,5392.5974,5650.8720,-2774.6965,2399.8853,3648.3675,-2403.3699,-5310.7379,-6496.1675,1798.0177,5399.2471,-707.4160,3182.5989,2819.3696,2755.9009,6830.6863,-6.8306,-2933.2484,-3331.0127,5570.5115,2021.3348,-5718.4242,3699.4697,-6539.0621,-5963.7485,4051.0578,0.0000,-2035.4906,3131.4203,691.3746,5623.0920,2705.5575,4324.0903,1603.7934,5162.2874,589.3414,-4323.7114,-2262.9639,6077.9584,3917.8464,640.3105,5446.9765,6483.8693,5182.2718,5527.2422,-2230.5552,5032.4373,-4143.6946,3360.0038,5736.4897,2306.1100,4605.8085,4123.8957,0.0000,953.6833,-6638.5319,-3225.6441,-5792.0147,-4115.5551,-357158.5318,-349318.9882,-352564.0896,-350595.6413,-359226.9783,-355489.7364,-352243.7971,-353039.7011,-1930201.0134,-1912037.2457,-1927660.0214,-1920815.4133,-352312.4940,-1913866.6271,4152.4838,-4958.8486,-627.9023,5027.7790,-5141.5727,4124.9785,-5002.6705,-1069.4763,1286.6050,3039.7035,-2333.7162,3003.6974,-2473.3804,4126.6125,3136.4880,3062.1333,-4709.3849,-5535.3478,-5006.8207,4083.6138,0.0000,2978.7263,0.0000,981.4981,4352.0601,-4165.5052,-206.7173,-4728.4848,6479.8422,-6518.2012,-5275.0265,5527.8407,4622.2183,6428.5516,5186.3576,2989.1938,3303.0354,2807.6397,-4639.0103,4821.6634,-1586.3103,0.0000,-3797.7694,3926.4511,2138.4634,-3104.2035,5166.4481,2576.0072,-2052.7480,-1753.8946,-4712.6488,-2088.2213,-2245.4782,5180.8037,5405.6618,-5527.4241,-1241.9747,-5477.1997,-3033.2404,4527.1557,-2354.7203,-5352.8376,-3684.4368,-5483.2797,594.1273,3495.4488,5436.1759,0.0000,-3030.1241,1257.6023,5530.0821,-3939.3471,5261.0306,511.9285,-3540.4069,-4505.3756,3462.8970,-3788.4567,4449.1834,891.9837,4358.5293,-3230.1674,1102.4748,2424.2568,1835.1013,-4137.1943,5014.2468,2552.1954,-5386.9379,4683.0328,-3279.0009,1746.5650,-5005.5895,-1082.8089,0.0000,4933.4779,277.9725,-1808.8761,3472.9991,-1228.9253,-65692.9470,-64898.4242,-63867.1757,-65461.7140,-58536.0236,-64582.1546,-74784.5458,-66763.1210,87532426.6078,87563895.6150,87555854.2945,87549050.4932,-65365.6315,87544568.4124,
