sl_100_5400_20260801 Coordinates.csv
2026/08/01 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:32 2024,
Start: 2026/08/01 07:47:00.00, Stop: 2026/08/01 09:17:00.00,
TIME_UNITS,STARLINK-31431 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-31094 - X-Coordinate,STARLINK-4539 - X-Coordinate,STARLINK-31236 - X-Coordinate,STARLINK-4405 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-5711 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-2407 - X-Coordinate,STARLINK-2658 - X-Coordinate,STARLINK-30935 - X-Coordinate,STARLINK-32009 - X-Coordinate,STARLINK-3602 - X-Coordinate,STARLINK-4119 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-3219 - X-Coordinate,STARLINK-30395 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-2335 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-1478 - X-Coordinate,STARLINK-5355 - X-Coordinate,STARLINK-31596 - X-Coordinate,STARLINK-3060 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-5013 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-31893 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-30352 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-31087 - X-Coordinate,STARLINK-2006 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-31422 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-5575 - X-Coordinate,STARLINK-4748 - X-Coordinate,STARLINK-31721 - X-Coordinate,STARLINK-30409 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-4694 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-3570 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-3853 - X-Coordinate,STARLINK-5515 - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-2590 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-5081 - X-Coordinate,STARLINK-1528 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-3720 - X-Coordinate,STARLINK-4396 - X-Coordinate,STARLINK-2332 - X-Coordinate,STARLINK-30418 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-31211 - X-Coordinate,STARLINK-30996 - X-Coordinate,STARLINK-2624 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-31410 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-30364 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-1191 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-31066 - X-Coordinate,STARLINK-2434 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-5109 - X-Coordinate,STARLINK-32247 - X-Coordinate,STARLINK-5749 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-5409 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-5048 - X-Coordinate,STARLINK-1790 - X-Coordinate,STARLINK-4101 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-30493 - X-Coordinate,STARLINK-31049 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-5594 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-31094 - Y-Coordinate,STARLINK-4539 - Y-Coordinate,STARLINK-31236 - Y-Coordinate,STARLINK-4405 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-5711 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-2407 - Y-Coordinate,STARLINK-2658 - Y-Coordinate,STARLINK-30935 - Y-Coordinate,STARLINK-32009 - Y-Coordinate,STARLINK-3602 - Y-Coordinate,STARLINK-4119 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-3219 - Y-Coordinate,STARLINK-30395 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-2335 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-1478 - Y-Coordinate,STARLINK-5355 - Y-Coordinate,STARLINK-31596 - Y-Coordinate,STARLINK-3060 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-5013 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-31893 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-30352 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-31087 - Y-Coordinate,STARLINK-2006 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-31422 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-5575 - Y-Coordinate,STARLINK-4748 - Y-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-30409 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-4694 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-3570 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-3853 - Y-Coordinate,STARLINK-5515 - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-2590 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-5081 - Y-Coordinate,STARLINK-1528 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-3720 - Y-Coordinate,STARLINK-4396 - Y-Coordinate,STARLINK-2332 - Y-Coordinate,STARLINK-30418 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-31211 - Y-Coordinate,STARLINK-30996 - Y-Coordinate,STARLINK-2624 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-31410 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-30364 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-1191 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-31066 - Y-Coordinate,STARLINK-2434 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-5109 - Y-Coordinate,STARLINK-32247 - Y-Coordinate,STARLINK-5749 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-5409 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-5048 - Y-Coordinate,STARLINK-1790 - Y-Coordinate,STARLINK-4101 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-30493 - Y-Coordinate,STARLINK-31049 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-31094 - Z-Coordinate,STARLINK-4539 - Z-Coordinate,STARLINK-31236 - Z-Coordinate,STARLINK-4405 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-5711 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-2407 - Z-Coordinate,STARLINK-2658 - Z-Coordinate,STARLINK-30935 - Z-Coordinate,STARLINK-32009 - Z-Coordinate,STARLINK-3602 - Z-Coordinate,STARLINK-4119 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-3219 - Z-Coordinate,STARLINK-30395 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-2335 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-1478 - Z-Coordinate,STARLINK-5355 - Z-Coordinate,STARLINK-31596 - Z-Coordinate,STARLINK-3060 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-5013 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-31893 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-30352 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-31087 - Z-Coordinate,STARLINK-2006 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-31422 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-5575 - Z-Coordinate,STARLINK-4748 - Z-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-30409 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-4694 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-3570 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-3853 - Z-Coordinate,STARLINK-5515 - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-2590 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-5081 - Z-Coordinate,STARLINK-1528 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-3720 - Z-Coordinate,STARLINK-4396 - Z-Coordinate,STARLINK-2332 - Z-Coordinate,STARLINK-30418 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-31211 - Z-Coordinate,STARLINK-30996 - Z-Coordinate,STARLINK-2624 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-31410 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-30364 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-1191 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-31066 - Z-Coordinate,STARLINK-2434 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-5109 - Z-Coordinate,STARLINK-32247 - Z-Coordinate,STARLINK-5749 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-5409 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-5048 - Z-Coordinate,STARLINK-1790 - Z-Coordinate,STARLINK-4101 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-30493 - Z-Coordinate,STARLINK-31049 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3223.1575,1249.0523,1712.7564,4423.0835,1533.6329,-184.6839,4869.1446,-469.9381,4679.4983,-6654.3777,1594.0330,-6340.3466,-5163.4951,2155.2900,4639.7709,-6614.5182,-6526.2892,-2059.9518,497.0723,1926.2705,-4219.6214,1247.8999,6010.6476,6237.8076,4988.3268,-2378.7854,-181.3492,-6253.8884,-5532.6592,-3696.9900,-1947.7573,5574.8109,-5612.9433,-2629.4066,-5622.0434,-6324.8696,-4745.4017,-337.3549,6028.0531,5851.2718,-4809.3883,3119.1293,-6153.8474,-662.2337,-3152.4171,2766.6889,4178.0234,-5553.7013,-78.1851,1698.6949,-1938.8910,-5917.9799,-4362.8008,-3765.5011,6523.2998,-5397.8306,-724.5741,-447.5116,2296.7744,-3472.3694,1602.0454,5344.8460,1085.2136,3567.5755,3710.4610,2626.6789,1423.4644,22.1990,-2081.4455,5009.2926,-5819.4493,-2848.0556,-2122.1311,-4712.7234,6709.1973,-1971.4759,-5659.9364,-6482.6885,412.2945,5645.2059,-3820.5665,-3587.6554,6706.2907,-2185.6334,-3662.1501,-4637.3487,-3004.7388,0.0000,6062.9026,5915.8290,-5300.8380,3953.3329,-3868.8293,-4106.2392,3334.8601,4274.1130,4223.7025,-5122.6009,-5478.8730,6828.4652,-38522.8140,-17272.9364,-33157.3353,-35864.9501,-27283.4091,-30077.8860,-30646.1117,-31805.9992,-263534189.2289,-263544194.5231,-263530589.4998,-263532182.7241,-32040.8492,-263529126.3526,-5906.7654,4986.3102,4788.2974,277.6113,-3829.3240,1147.3335,-1429.0925,5133.1010,-186.3098,1858.4600,-6307.4445,-717.4075,-1795.1555,3751.7855,-3517.3613,1779.6703,-240.3361,6135.4949,5085.7640,5110.4946,-4561.2559,1859.2799,-3374.7420,-2162.2028,4777.6941,-3412.9377,-6466.1160,-2726.9580,-790.4117,4586.7174,-4681.1413,-2431.2327,-3326.7703,4677.0394,3940.6596,884.5882,2015.4458,-6627.0223,678.8950,-1230.6982,-4914.7917,-5279.7616,-1905.9581,-5173.9465,6006.5559,6218.0052,4151.2564,-2791.6068,-4244.4014,-5596.7011,4356.5089,3447.5225,-3458.2795,3559.2127,-332.0539,534.1723,-6825.9177,-5031.5149,-5464.8299,2741.0722,3244.2583,727.6213,-4991.3903,2080.0483,-5583.0299,-6339.7975,6761.8099,5707.5932,6131.0247,3026.5922,1596.3581,4148.5315,-6041.5139,-4758.9411,1292.6964,-4695.0014,2167.9747,2293.6928,2352.0821,1299.8893,-3303.3519,5375.5967,-364.5239,-6413.4499,3418.5960,1143.3737,4651.3646,0.0000,-2026.8983,1569.7132,-4293.3887,-3093.7195,1575.4455,5537.0618,4043.8150,-1620.0842,-1592.2895,4549.3159,314.2459,946.5036,-382771.8536,-375630.8824,-393143.1904,-391450.8004,-392049.9179,-391681.0569,-383285.6473,-388883.6478,75595216.6575,75573461.0713,75586114.0367,75573776.7129,-387135.9462,75579710.0245,-1276.2935,-4643.0273,4693.7255,5296.2746,5437.1547,6823.1916,-4725.0166,-4644.4260,-5074.3897,192.5536,-2409.0048,-2706.5043,3974.3193,-5403.7507,-3761.1555,-78.1734,2235.8093,-2452.6468,4667.9347,-4237.0174,-3085.7178,6561.7193,-782.0249,-1573.0675,642.5638,5513.3800,2457.3636,-125.5288,4142.9277,-3622.7940,4714.4752,-3140.8737,-2011.0737,-4402.6940,-836.9171,-2708.9754,-4640.8021,-1955.5022,3340.5980,-3448.3520,262.9050,-2974.4542,-2224.2902,4541.1979,1269.5478,-424.0174,3639.0110,2782.1432,-5341.3028,3669.3976,4989.2899,1197.3563,-4095.7084,-4615.4815,-2268.7397,4313.6158,488.5968,4713.5031,-3241.2449,5330.7016,-5936.7966,4202.2494,4508.3975,5516.0839,1693.7336,-635.7140,549.7714,3786.0604,-2297.7672,-3498.9488,3349.3080,-4654.3343,-2655.6261,-1703.1295,1061.4685,4520.0146,3284.5784,-827.9992,-6536.1727,3763.3349,-4732.4924,2499.4214,1588.4604,-1464.0994,4782.1270,5034.9152,-4144.3230,0.0000,-2683.2782,-3278.9907,-1175.6498,4744.7079,5480.8146,561.0547,-4503.8842,4943.4931,5140.5852,-126.7889,4232.9138,-914.2531,-44346.6198,-45662.9643,-47182.6359,-41835.9177,-41628.9721,-52120.3899,-53920.0651,-46161.0096,118440970.5560,118429216.2456,118410381.5401,118436241.3580,-46553.7053,118428670.4670,
300.000,1813.2827,3282.1397,3588.4587,3740.1659,-613.7263,-2185.8688,4014.9054,1662.4222,3634.6171,-5969.8570,89.5713,-5699.3083,-6249.4113,4076.6142,3805.5542,-5980.1671,-5687.4882,-935.3070,2559.3388,3612.0298,-4885.4139,-671.7893,6117.0879,5888.5345,5883.6506,-4095.7115,-1790.6423,-6560.2475,-6565.8820,-2927.0819,-3852.5005,4036.8708,-6500.1083,-534.9424,-4828.2213,-6322.9245,-3964.7164,-1591.5934,6529.3492,4482.2159,-5476.0116,1196.5843,-6759.4588,-2715.1188,-2070.9752,4039.7587,4834.4419,-6516.4114,-2152.0766,-44.1353,176.1080,-5616.8712,-5798.7114,-1950.3351,6702.9952,-4465.0938,-1873.8110,-2206.7954,1184.9085,-4967.7371,3384.8728,6185.3644,-1086.1116,4546.2526,2244.1419,1442.4905,2795.5890,1535.1084,-296.3068,6202.1131,-4394.7135,-1034.6833,-3402.3832,-5659.7127,6337.8324,-3699.4058,-5615.3302,-5836.5894,2561.6860,4876.3577,-5423.4582,-1782.0938,6711.9589,-3435.2557,-2939.3771,-2798.6848,-1056.0525,0.0000,5757.1858,5517.5000,-6191.7540,3397.4017,-2647.2510,-3023.4629,5011.1908,2655.5151,2678.4074,-4083.8428,-4595.2397,6838.4971,-30656.0264,-9237.9260,-25064.6668,-27650.5629,-19045.3394,-21814.0748,-22472.4173,-23455.2464,-265119010.0764,-265128920.7329,-265116046.7861,-265116424.7889,-23832.8359,-265114019.6425,-5908.2189,4501.9840,3725.7994,-1779.5888,-4256.5790,2080.6723,-3395.6042,4838.9503,-2048.5790,3217.0306,-6867.6627,1019.6067,-535.0258,2983.2477,-5157.5891,2856.2627,1085.2569,6819.1642,4451.3090,5154.6003,-2767.2364,660.5221,-2921.4319,-3361.7684,3565.9575,-2123.4934,-6607.2565,-1219.6519,-122.5085,5912.2820,-3722.3327,-3294.7549,-2019.4374,5054.4683,4851.9113,2530.1046,3948.4356,-6728.4630,-1003.6269,-2420.7903,-3874.4868,-5397.0231,-420.5823,-5036.8231,6562.5917,5373.6399,2247.1357,-1412.9331,-4483.2872,-4949.6970,4177.7154,3994.7991,-2646.9815,4713.3841,-1612.5968,2438.8132,-6225.1125,-5521.6440,-6452.3810,3164.2307,3785.1510,-754.3817,-4883.2228,159.2604,-5638.9349,-6633.3300,6005.5297,4556.1639,5901.9863,1664.2490,2689.8851,5269.5284,-4715.9632,-3961.8794,-26.3514,-3372.9034,3638.1285,3655.9394,2053.9186,-413.0250,-2419.1052,5605.6774,-1601.1860,-5312.8901,5117.7428,1762.9267,4540.6463,0.0000,-3640.7829,-334.1136,-3069.2194,-4843.9726,3381.2703,6095.7568,3503.0355,-3062.4881,-3109.6975,5237.1756,2229.0856,321.5113,-383541.8132,-375929.0705,-393726.5423,-391991.3600,-392652.3697,-392294.8979,-383948.6592,-389297.9603,69823771.0615,69801762.6757,69814589.3139,69802081.4872,-387732.4393,69808236.6151,-2954.8095,-4115.6710,4597.2241,5525.5825,5299.9706,6230.8165,-4519.8321,-4686.7313,-5502.1780,-1343.6160,-968.5184,-3811.9640,2523.6766,-4732.5440,-2636.9767,1724.7723,3754.6273,-714.0071,4640.5864,-2855.3559,-4076.4468,6868.5297,1459.7372,242.3065,-902.1171,5141.1781,1022.7219,1416.8092,2303.5638,-2072.3064,4386.5015,-4440.1964,-513.6070,-4726.9841,980.0275,-1314.6848,-4099.6954,-173.4447,2083.9220,-4658.1172,-1541.8362,-3987.6695,-749.8353,3886.1577,-544.9751,1129.7755,4414.7200,1395.2988,-4670.4148,4811.3800,5489.8055,-927.5627,-2669.4735,-4704.6192,-511.3264,4704.3691,2250.9197,3521.6422,-1609.6923,3651.8513,-4748.1790,2820.8631,4624.8803,5176.6117,3308.4478,1178.2268,2034.9055,4875.8653,-3505.5756,-2290.9683,4589.0561,-4259.4099,-3775.1918,94.8713,2759.3551,4614.9135,1669.3106,718.4292,-6135.0021,4873.2896,-3553.7673,3659.1475,-211.5234,-2835.9539,3628.0957,6099.5884,-5109.6369,0.0000,-1284.3217,-4203.5433,365.4225,3568.1472,5390.0406,-1248.1148,-3219.6652,5374.5030,5472.7846,1678.2950,4683.4076,1210.9863,-44150.7350,-45538.5815,-46946.0928,-41840.1383,-41371.1138,-51776.4379,-53924.3846,-45577.3505,118440911.9243,118429748.4613,118410498.6126,118436490.3935,-46414.6798,118428617.3273,
600.000,190.9516,4995.8065,5135.0512,2743.0477,-2682.5728,-3988.9817,2814.1096,3640.9986,2277.9226,-4697.8639,-1414.3791,-4527.4501,-6675.5166,5602.4894,2627.2937,-4727.2189,-4292.9776,274.2876,4385.0387,4919.1155,-5118.4179,-2464.7206,5546.9977,4916.1480,6215.4603,-5433.7391,-3216.3784,-6203.2726,-6937.8864,-1888.6076,-5395.8819,2085.7136,-6724.5138,1609.2075,-3546.2990,-5715.8487,-2840.2725,-2685.4975,6405.7992,2679.4443,-5601.9704,-865.7517,-6673.6698,-4493.7236,-776.3627,4910.0401,5063.6588,-6811.9926,-3985.0617,-1820.5070,2287.8200,-4739.1984,-6653.0231,29.6920,6215.9683,-3136.8613,-2859.3119,-3719.4193,-34.9203,-5944.9618,4795.1193,6404.1840,-3150.7340,5118.1052,528.0623,100.3395,3915.9868,2939.1219,1543.5709,6764.7578,-2540.2469,854.0715,-4389.3438,-6042.0066,5345.3427,-5077.9153,-5020.0539,-4619.3488,4458.6878,3659.4845,-6490.3873,214.3162,6045.1706,-4379.3926,-1967.0589,-689.4711,1018.9129,0.0000,4901.5864,4619.6619,-6480.6240,2542.9136,-1212.4879,-1628.3647,6180.4217,786.8789,898.3487,-2613.6142,-3303.2180,6155.6991,-22768.4357,-1198.9896,-16959.9923,-19425.3238,-10797.2882,-13540.0220,-14285.1789,-15131.6751,-266577450.3871,-266587249.1950,-266575119.2012,-266574268.8335,-15613.9207,-266572530.9693,-5325.3854,3620.5739,2340.8897,-3682.8197,-4303.5789,2709.7030,-5047.0015,4122.7952,-3743.7822,4273.3985,-6764.2440,2688.0397,753.2899,1972.3154,-6293.1907,3659.0507,2342.9107,6824.4703,3427.3854,4711.4133,-699.8353,-689.2745,-2167.7804,-4208.9261,2002.7010,-673.3819,-6108.5972,424.8948,527.5195,6643.9469,-2442.5076,-3871.7121,-511.4174,4990.4656,5288.4415,3920.1916,5504.6807,-6160.3841,-2570.9081,-3420.2144,-2430.4847,-4998.8885,1100.4991,-4445.1630,6463.5050,3975.1265,122.8443,96.5726,-4308.8575,-3848.0323,3642.7116,4146.9423,-1601.8116,5452.0678,-2726.8365,4133.8846,-4993.8720,-5491.4054,-6749.7708,3196.9073,3997.7643,-2129.7535,-4322.1722,-1744.7708,-5160.1772,-6263.3963,4664.4455,2967.3346,5108.4571,154.3986,3565.7846,5893.0269,-2939.3358,-2768.1346,-1372.4246,-1741.2718,4729.2039,4668.6366,1629.2991,-2125.1126,-1335.0561,5322.3160,-2679.8306,-3695.8262,6309.3470,2282.7626,4033.3141,0.0000,-4892.6448,-2231.0577,-1542.6183,-6105.4278,4880.5393,6056.1453,2648.7522,-4227.0500,-4357.0712,5402.6580,3954.7843,-352.1083,-384153.6391,-376056.0610,-394132.3155,-392354.8392,-393078.3124,-392729.3112,-384439.9500,-389418.7174,64019154.5520,63996900.1530,64009865.1497,63997259.5348,-388154.8762,64003588.7431,-4305.7384,-3147.2926,4007.0765,5158.5488,4570.4079,4971.8133,-3832.0199,-4229.7045,-5335.9854,-2734.7047,575.5315,-4509.7478,782.1195,-3553.6095,-1230.3637,3336.1287,4866.4866,1101.5086,4115.0611,-1165.3936,-4632.5317,6444.3524,3545.2514,2029.9827,-2350.4445,4214.2905,-522.0043,2799.8963,220.4112,-298.2894,3588.0537,-5247.0621,1041.4560,-4548.1996,2691.1689,220.1854,-3121.1286,1627.2995,603.5725,-5363.9318,-3177.9190,-4552.6099,809.1583,2812.8416,-2300.4002,2556.3232,4716.5370,-149.0057,-3476.3552,5432.9750,5396.6017,-2954.1023,-954.8620,-4292.6642,1301.2954,4591.9503,3766.7062,1949.6164,207.9571,1582.0906,-3056.6786,1125.2999,4221.1090,4274.7394,4566.1554,2863.6069,3301.8886,5425.5988,-4328.3620,-825.2839,5331.6669,-3393.6635,-4491.1962,1882.5834,4159.3779,4189.7524,-127.5757,2187.6084,-5087.1150,5456.9829,-1993.0494,4426.6988,-1988.5895,-3904.4248,2085.2795,6515.8389,-5525.7677,0.0000,252.2191,-4681.0894,1867.1214,2006.1516,4713.9061,-2922.7834,-1587.6913,5179.7908,5197.5270,3297.1053,4633.0101,3207.6030,-43956.5576,-45414.2298,-46708.5107,-41849.4701,-41116.8289,-51426.4365,-53923.3158,-45054.9844,118440847.4950,118430279.4289,118410625.1493,118436711.2726,-46275.6272,118428563.9494,
