sl_100_5400_20261016 Coordinates.csv
2026/10/16 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:59 2024,
Start: 2026/10/16 07:47:00.00, Stop: 2026/10/16 09:17:00.00,
TIME_UNITS,STARLINK-1061 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-6154 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-32209 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-5801 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-2146 - X-Coordinate,STARLINK-3117 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-1715 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-31738 - X-Coordinate,STARLINK-2498 - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-31580 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-31233 - X-Coordinate,STARLINK-3557 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-4457 - X-Coordinate,STARLINK-3917 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-30281 - X-Coordinate,STARLINK-1528 - X-Coordinate,STARLINK-2196 - X-Coordinate,STARLINK-6090 - X-Coordinate,STARLINK-31657 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-31374 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-31849 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-2396 - X-Coordinate,STARLINK-3275 - X-Coordinate,STARLINK-6244 - X-Coordinate,STARLINK-31004 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-5581 - X-Coordinate,STARLINK-1038 - X-Coordinate,STARLINK-30846 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-31025 - X-Coordinate,STARLINK-5557 - X-Coordinate,STARLINK-11128 [DTC] - X-Coordinate,STARLINK-1405 - X-Coordinate,STARLINK-31526 - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-2133 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-31034 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-31544 - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-31451 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-3277 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-2055 - X-Coordinate,STARLINK-5634 - X-Coordinate,STARLINK-31321 - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-1553 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-30358 - X-Coordinate,STARLINK-31576 - X-Coordinate,STARLINK-3920 - X-Coordinate,STARLINK-5900 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-3503 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-4206 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-30130 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-31080 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-4281 - X-Coordinate,STARLINK-1021 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-5762 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-5750 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-6154 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-32209 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-5801 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-2146 - Y-Coordinate,STARLINK-3117 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-1715 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-31738 - Y-Coordinate,STARLINK-2498 - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-31580 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-31233 - Y-Coordinate,STARLINK-3557 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-4457 - Y-Coordinate,STARLINK-3917 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-30281 - Y-Coordinate,STARLINK-1528 - Y-Coordinate,STARLINK-2196 - Y-Coordinate,STARLINK-6090 - Y-Coordinate,STARLINK-31657 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-31374 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-31849 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-2396 - Y-Coordinate,STARLINK-3275 - Y-Coordinate,STARLINK-6244 - Y-Coordinate,STARLINK-31004 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-5581 - Y-Coordinate,STARLINK-1038 - Y-Coordinate,STARLINK-30846 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-31025 - Y-Coordinate,STARLINK-5557 - Y-Coordinate,STARLINK-11128 [DTC] - Y-Coordinate,STARLINK-1405 - Y-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-31034 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-31544 - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-31451 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-3277 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-2055 - Y-Coordinate,STARLINK-5634 - Y-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-1553 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-30358 - Y-Coordinate,STARLINK-31576 - Y-Coordinate,STARLINK-3920 - Y-Coordinate,STARLINK-5900 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-3503 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-4206 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-30130 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-4281 - Y-Coordinate,STARLINK-1021 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-5762 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-5750 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-6154 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-32209 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-5801 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-2146 - Z-Coordinate,STARLINK-3117 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-1715 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-31738 - Z-Coordinate,STARLINK-2498 - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-31580 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-31233 - Z-Coordinate,STARLINK-3557 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-4457 - Z-Coordinate,STARLINK-3917 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-30281 - Z-Coordinate,STARLINK-1528 - Z-Coordinate,STARLINK-2196 - Z-Coordinate,STARLINK-6090 - Z-Coordinate,STARLINK-31657 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-31374 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-31849 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-2396 - Z-Coordinate,STARLINK-3275 - Z-Coordinate,STARLINK-6244 - Z-Coordinate,STARLINK-31004 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-5581 - Z-Coordinate,STARLINK-1038 - Z-Coordinate,STARLINK-30846 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-31025 - Z-Coordinate,STARLINK-5557 - Z-Coordinate,STARLINK-11128 [DTC] - Z-Coordinate,STARLINK-1405 - Z-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-31034 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-31544 - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-31451 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-3277 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-2055 - Z-Coordinate,STARLINK-5634 - Z-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-1553 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-30358 - Z-Coordinate,STARLINK-31576 - Z-Coordinate,STARLINK-3920 - Z-Coordinate,STARLINK-5900 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-3503 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-4206 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-30130 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-4281 - Z-Coordinate,STARLINK-1021 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-5762 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-5750 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2149.4239,-5446.8501,-6854.1921,-2858.5431,5677.1988,5636.3892,-5766.8933,3964.3725,2035.0314,-5770.0508,5616.4739,-4916.2342,-5129.6796,803.4471,-6232.2082,6700.9657,-2402.6230,-4344.7360,5156.5658,-1640.9007,4038.3734,4831.2993,4084.0170,-4097.6470,-4011.1076,-964.0062,5104.8848,5533.5031,2409.1909,-4252.9657,6317.2796,-5716.4790,3236.4085,1499.2847,-4697.5109,-6036.8618,4237.0483,-5981.7903,47.9337,-5582.3122,3798.8795,-2093.4474,-5060.1588,0.0000,3820.7172,-6766.7754,4933.0441,4265.8709,-2797.8729,-5666.5979,-3116.2701,173.1448,-3996.5338,1821.8327,5140.3145,2529.6203,5001.1161,-542.3729,-693.3554,-2430.5984,-2167.9570,-1050.1928,387.8687,-6626.5368,-865.0863,4774.7689,-1415.1361,-6619.4767,-5479.6963,-1507.3520,-827.8409,2072.1402,-5204.8457,4247.3409,5430.1925,-5444.5031,4843.5807,-1475.6092,6899.9659,-3369.8001,-5547.2928,-1341.8441,3492.7558,5152.1860,6642.0694,2873.6511,-6104.0900,6768.7201,4937.2576,1152.7024,-1246.2937,3559.1634,-6028.0730,4212.9980,-4524.7495,71.8919,550.6555,894.2363,1696.9984,1930.0684,201797.0994,203928.3069,212983.3037,210842.7046,213762.3265,212654.7150,204426.9187,209155.1981,-217791666.4656,-217776619.1591,-217784381.0175,-217772440.7384,207714.4233,-217776713.8728,4583.0885,1446.8793,991.3069,-5543.3181,3704.3531,-4011.5304,1201.5142,2106.5649,-3445.1933,-3764.4294,-4016.0154,2290.0580,-2715.6453,4371.2329,1687.2942,1334.6678,4569.5041,-5238.3493,347.9244,-1735.4822,5159.0724,-3681.8484,-266.5144,-4367.4449,-1335.7104,-6413.4754,-3640.1156,-1832.3426,-5121.0773,-4091.2478,1674.1496,3146.2337,-1775.6353,4378.3570,1901.3985,42.6872,5075.5472,-3183.2902,-6591.2788,1075.3889,-3786.1732,4852.6426,752.9841,0.0000,1469.9975,59.8167,-2308.3064,-3788.9783,6197.3258,-3878.2037,5251.3504,-5518.0772,-5592.3223,4352.2915,652.8876,4501.5351,-301.9806,5530.3194,4113.8188,3366.9360,-6154.2679,4928.5111,4884.9610,1404.1510,-4020.3230,2060.1144,-4905.1275,-2060.0677,3997.2459,-5238.6900,4348.8693,5532.6058,-4530.5218,5350.8217,-118.2109,-463.5796,-3680.0467,-3865.5642,-321.2273,-3007.6838,2052.3150,-6262.8530,-4069.5912,438.1701,-1843.8356,-3107.3902,2283.0749,-1486.1119,-3886.0643,6649.8921,5139.8454,3235.9554,2256.7438,3917.6119,4247.3301,-5655.7501,-4985.5647,6874.0380,-4279.1245,6312.7324,284612.0058,310699.6000,287862.4702,286106.1620,294218.0183,291772.4692,293334.9057,291163.6447,-32197563.1473,-32218730.1516,-32213191.0340,-32212473.0340,290990.0207,-32206320.6353,-4707.0543,3995.1973,258.9653,3019.9833,-541.0928,402.4339,-3660.5616,5168.8850,-5287.2312,532.7159,539.7462,-4258.9595,3801.2698,-5170.0765,2306.3081,982.6670,-4600.1641,-303.8897,4581.2204,6524.2239,-1874.9248,-3109.3861,5459.1852,3436.3458,-5218.0472,-2114.1998,2861.2415,-3649.1002,-3806.5116,3622.8414,-1983.7843,2238.9453,-5760.6325,5111.1429,4722.9752,3408.9707,1701.7230,-1267.6842,2128.7892,3749.2233,4373.8881,4345.9944,4638.6380,0.0000,5591.9464,-913.0066,-4218.4509,3913.2232,577.0256,949.9756,-3296.8571,4125.9123,-1242.8571,-5065.4426,-4596.4664,-4636.4501,4622.4397,-4183.8926,5266.8069,5508.2029,1975.7023,-4589.9747,4856.5303,1496.3006,5464.4352,4412.9872,-4525.4444,-33.3065,-293.4260,-4269.8051,-5320.8773,3466.2491,-218.1389,1259.8030,-4169.4201,4222.7163,-3080.7205,5512.1197,339.9069,-5117.9659,-3548.3061,-2732.4307,4383.5397,-4597.0617,583.5898,-5464.3922,-2376.6534,-265.5943,2425.4902,-1596.0235,4271.9970,-4971.9208,-2577.8593,3795.2717,3025.0582,3960.5014,-4670.1758,8.8156,-5143.6480,1939.1183,-186529.5276,-189033.7588,-189420.4557,-184490.6117,-183950.9280,-194360.1514,-196476.7108,-187874.5179,75302852.1970,75303610.7602,75278338.0760,75299065.3504,-188988.7091,75292030.6009,
300.000,3968.9780,-3941.4487,-6249.9277,-3972.8927,6160.4360,4422.3986,-4543.3896,4106.0310,-23.8719,-6254.0801,4572.2057,-3192.3868,-5683.5922,2817.7420,-5010.8345,6852.8472,-1229.1569,-5324.1583,5912.5733,-3038.5230,5117.4665,3132.3783,3756.5567,-4395.1014,-3972.2596,-2550.6480,4647.8764,4126.2499,339.9601,-4875.7317,6001.4056,-4312.3522,1725.2757,3004.4717,-3696.3706,-6339.7564,5261.4713,-5976.4802,-1548.5060,-4367.7640,1829.6637,-115.2863,-5453.8066,0.0000,5020.8537,-6208.6111,3209.6965,2397.3535,-1481.9231,-6074.3008,-1171.6839,-1442.3269,-4889.1506,3750.0897,4867.3227,4306.2486,4788.3613,464.2401,1326.5355,-533.4441,-3099.6248,1024.0792,2206.4287,-6305.4107,-2959.4232,5737.0155,-3279.4597,-6735.7382,-4252.7621,-3195.3278,1298.6529,3442.0703,-5774.4197,4297.2871,6026.0530,-4429.4306,4363.8551,-3459.6204,6570.0053,-5029.6106,-5556.6709,-2107.4080,2127.4832,4173.9681,6043.2609,955.6774,-4798.5194,6065.2553,4355.7962,2562.8359,642.9433,5216.6295,-5653.3413,5641.9840,-2824.6322,-1426.7345,-1595.0951,2328.2146,127.4594,3454.3663,195754.7730,197388.9389,206757.1325,204616.3461,207604.2085,206508.1911,198312.2107,202630.0109,-217033313.1482,-217018060.2961,-217025828.7886,-217013580.0940,201542.3958,-217018307.0352,4432.1776,2652.0671,2412.3739,-3996.4474,2572.4976,-4983.1603,2799.5223,-57.0345,-4258.8365,-2649.9369,-5105.8253,3272.3432,-3577.0285,4472.1823,2715.9520,134.2937,5919.0059,-4060.1425,-1276.3238,-45.5046,4497.2239,-4154.6458,-2415.1010,-2581.4627,871.3585,-6294.1543,-4953.7849,-3290.0432,-5136.4133,-2179.2725,-57.4255,3857.1798,-273.1683,2850.3125,3794.0328,1783.6854,4352.6654,-1780.1979,-5844.8381,2744.8524,-4134.2248,4446.6105,2514.3445,0.0000,2603.7994,1579.3759,-3278.7225,-4177.0748,6235.4935,-2325.2381,5388.1068,-4411.8085,-4230.4594,4151.2424,-1482.4334,4239.9332,-2426.8430,4137.3326,4720.3153,4416.1976,-4927.6036,5353.7553,5358.2037,2895.6595,-3511.8359,250.2867,-3792.2157,-535.4242,4973.7967,-3965.7665,3946.3639,4068.8252,-3433.3221,4380.0350,-1697.1867,1228.9969,-5040.6182,-3042.3972,-1800.2601,-1903.9694,3572.1589,-6600.0403,-5535.1417,-1354.2988,-3229.7504,-4136.4537,3517.8597,-2859.4967,-5096.9381,5732.5367,5833.8984,2289.9814,3840.8896,3231.8581,4542.0618,-6278.0604,-5037.4695,6345.0165,-5468.7120,5934.8408,288570.9380,314940.2687,292076.3168,290445.8397,298559.3631,296136.7781,297602.3684,295605.8901,-36945652.6339,-36966568.0771,-36961883.4381,-36960159.1069,295305.1334,-36954474.0976,-3518.4131,5012.8131,1768.0295,4030.4776,1285.1269,1900.4788,-4430.0022,5477.2135,-5081.9563,-1280.7645,-1004.8744,-5163.4464,1755.0489,-4305.5839,3806.5787,-835.8273,-3355.7338,1246.7614,3336.9311,6247.6581,-76.4221,-4415.8945,5159.1358,4654.1823,-5344.3468,-627.4655,1175.6236,-4410.4203,-4475.2820,4406.0095,-3261.9409,3752.8043,-6614.9116,5511.4628,4464.9802,2171.2378,-102.2185,-2941.7986,3375.8346,4443.5954,5237.5945,5197.6137,3412.8435,0.0000,4009.0800,-2367.3494,-5139.4758,4964.3021,2337.4673,2392.8251,-4214.0416,5092.2575,-2645.2380,-4077.0848,-4699.8548,-3411.0327,4202.5154,-5573.4424,4595.8159,5272.4583,3544.1134,-4092.5077,3747.2728,-29.4894,5068.3512,3681.5324,-4627.2750,-1556.4758,-1812.7808,-4691.6996,-5536.6964,4300.6206,1582.0850,3250.7912,-2771.8481,5150.9958,-1423.6280,5126.8558,-1201.1109,-4203.3965,-1980.8516,-684.1864,3581.7145,-5349.9976,-962.5384,-5454.7080,-3567.6512,-1773.8416,666.6681,-2945.8752,3433.4314,-3924.2017,-1161.7693,2291.8012,4361.5756,2501.3207,-4364.2480,1533.4361,-4209.7140,435.2404,-186476.0367,-189045.4446,-189316.0481,-184633.0749,-183832.5842,-194145.3203,-196610.1368,-187546.8349,75299711.2854,75301069.1844,75275675.7596,75296415.0207,-188983.8700,75289016.4772,
600.000,5378.6311,-2061.5444,-5037.3233,-4740.8088,6004.7822,2769.5333,-2903.2456,3890.6040,-2053.5717,-6121.7705,3077.3637,-1161.8742,-5605.6699,4522.3869,-3278.9028,6319.9753,29.5248,-5767.2753,6101.4813,-4189.4882,5662.2897,1097.4739,3100.3158,-4304.3766,-3565.3406,-3871.5426,3734.5360,2328.1310,-1776.9953,-5067.4867,5095.4023,-2466.6400,-40.4547,4258.2937,-2377.3456,-6041.1925,5742.0202,-5391.5874,-3024.7544,-2731.9063,-327.0602,1902.1879,-5332.8925,0.0000,5643.5695,-5023.7381,1176.2305,282.0168,11.5099,-5908.8785,901.4677,-2959.4285,-5342.2901,5295.2827,4167.1764,5646.5311,4128.9512,1491.6948,3175.6731,1383.7196,-3749.9104,2976.5235,3777.7374,-5374.2872,-4756.0073,6139.0564,-4835.2226,-6204.1680,-2576.5086,-4606.6655,3311.7618,4505.8663,-5777.4691,3945.7002,6021.8845,-3011.3375,3444.1380,-5111.9989,5597.6682,-6181.8698,-5024.2044,-2651.3692,588.4295,2827.2894,4851.8515,-1027.2114,-3031.7004,4772.1455,3310.5700,3753.2645,2442.0421,6362.0997,-4738.2806,6497.6686,-824.7320,-2758.1859,-3573.5058,3550.9954,-1415.0544,4630.4199,189638.7675,190761.6310,200438.3058,198297.1398,201354.0286,200266.4285,192110.6374,195932.8477,-216171453.7309,-216156006.2835,-216163741.6409,-216151245.0784,195280.7634,-216156390.9497,3877.0005,3646.9603,3616.2161,-2065.7122,1157.7569,-5486.6285,4163.5630,-2215.9723,-4647.7869,-1258.7220,-5706.7617,3984.4841,-4069.8227,4155.6561,3510.8833,-1088.9038,6687.9263,-2457.6937,-2742.8670,1593.4703,3366.9581,-4247.1855,-4316.8435,-522.5803,2986.6764,-5535.3341,-5761.6065,-4460.4160,-4671.3969,-52.9676,-1809.4106,4223.1966,1187.6579,1075.6148,5334.0424,3335.0964,3178.4124,-171.8775,-4542.7358,4169.3820,-4131.7999,3637.6889,3999.7450,0.0000,3501.0759,2961.5460,-3977.3054,-4206.3992,5639.6972,-530.1337,5042.7054,-2897.7818,-2458.4002,3583.6029,-3481.3890,3597.4881,-4300.0655,2355.0114,4862.1938,5073.9180,-3184.9102,5269.4035,5328.8076,4107.2941,-2700.9241,-1557.5659,-2332.2400,1055.2526,5451.2277,-2338.5457,3214.4512,2210.4773,-1978.6173,2939.6015,-3075.9504,2842.9263,-5868.2315,-1970.7217,-3115.0503,-650.1791,4717.5830,-6272.5766,-6475.1313,-3053.3344,-4309.3290,-4808.7073,4447.0599,-3972.9591,-5752.9581,4263.7679,5952.1905,1160.6996,5044.6774,2246.7559,4429.3171,-6287.5258,-4626.4312,5198.6563,-6138.3884,4967.1187,292405.6009,319042.3713,296161.4762,294655.6118,302769.7033,300370.6445,301741.0478,299878.5318,-41675981.2008,-41696632.9851,-41692803.5664,-41690046.5573,299489.3917,-41684864.4620,-1950.1618,5489.1751,3087.4377,4609.3222,2965.4459,3194.6390,-4726.7402,5178.8844,-4259.2000,-2955.8844,-2441.6204,-5508.1609,-478.4385,-2957.5520,4885.8182,-2563.7499,-1749.5324,2656.6130,1731.9344,5309.5907,1730.6757,-5228.0363,4281.8908,5368.3918,-4843.9708,929.8184,-638.0495,-4689.1961,-4642.2979,4716.5621,-4175.4609,4859.0749,-6736.6790,5313.9795,3728.9487,701.2352,-1894.7402,-4296.0369,4260.6084,4637.0600,5539.0147,5472.1630,1818.0549,0.0000,1997.6965,-3556.7531,-5501.6672,5481.6973,3835.4365,3579.2709,-4682.2592,5505.0302,-3770.8228,-2651.0223,-4299.9353,-1821.8547,3310.5910,-6374.5609,3386.4273,4465.6798,4713.7884,-3135.0181,2231.8292,-1552.1457,4109.0704,2536.9807,-4210.7546,-2913.0663,-3125.6988,-4610.7263,-5159.1543,4658.4056,3210.6010,4895.7217,-1066.4491,5522.6252,393.6718,4184.8868,-2612.6494,-2818.3958,-198.0073,1436.3888,2396.0315,-5528.7770,-2404.9995,-4857.8789,-4377.9076,-3092.4440,-1169.9332,-3980.9736,2205.8815,-2454.3130,378.7350,538.8874,5225.8080,771.4316,-3575.7557,2893.6694,-2820.0433,-1116.5495,-186423.8508,-189057.0229,-189210.9039,-184780.5553,-183717.7165,-193924.3099,-196738.1583,-187322.3702,75296565.5328,75298518.2752,75273023.8777,75293739.7881,-188978.9268,75286002.3485,
