sl_5_5400_20261120 Coordinates.csv
2026/11/20 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:11 2024,
Start: 2026/11/20 07:47:00.00, Stop: 2026/11/20 09:17:00.00,
TIME_UNITS,STARLINK-30221 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-5846 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30221 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-5846 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30221 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-5846 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1057.3241,-3318.0895,-6446.4859,-4066.3476,1577.7033,390018.2015,369661.4893,386698.6010,385918.7382,383755.6892,384182.0610,376556.1600,381128.4555,-166265121.7137,-166251867.9057,-166244874.9489,-166252551.7049,380568.1127,-166248806.4445,-6778.4428,-3315.9957,1945.2741,-4301.2394,2228.8992,-40076.0424,-22779.1793,-24398.1227,-26845.3576,-18492.9217,-21086.0964,-24499.4689,-23771.4745,-79370589.3781,-79383431.2675,-79396235.2311,-79370589.5305,-24573.3644,-79382114.0995,913.9323,-5081.6460,359.9895,-3526.7105,6378.9747,24718.0690,22527.6440,20544.7553,25280.4893,25969.0784,15603.1498,13342.4763,22414.8908,46609228.2275,46626930.0090,46606328.1876,46607111.0979,20884.5799,46604941.8122,
300.000,-2522.0380,-5029.3945,-5842.6488,-5464.3352,3624.4581,390833.0143,369889.3136,387110.9897,386263.5695,384158.0740,384578.4286,377035.8617,381120.4184,-164487541.2940,-164474494.2001,-164466737.0539,-164475390.2673,380973.5632,-164471136.2332,-6416.0093,-2397.2536,3034.2569,-3712.4792,1896.7916,-31792.2350,-14821.0632,-16452.8870,-18795.7836,-10404.2876,-12973.3841,-16445.1598,-15929.1187,-82982260.3300,-82994827.3400,-83007654.5768,-82982465.4415,-16513.9747,-82993746.4331,-632.3712,-4096.7153,-1468.0525,-1954.3283,5606.2492,24851.6783,22667.1712,20785.9311,25272.2410,26220.9426,15956.3001,13347.3141,22729.8628,46606489.7136,46624605.5598,46604378.2315,46604208.8339,21025.3928,46602449.4181,
600.000,-3746.9059,-6247.2794,-4605.2485,-6303.7303,5305.6162,391471.0977,369949.0905,387348.9227,386434.3188,384387.8500,384799.2158,377345.8366,380941.7707,-162631513.1122,-162618684.5762,-162610165.9334,-162619763.8327,381208.3157,-162615019.5956,-5426.9565,-1286.2997,3813.3195,-2770.4525,1445.9796,-23490.7963,-6864.2529,-8501.4052,-10741.1676,-2310.9904,-4857.6329,-8381.4823,-8141.8104,-86554155.0975,-86566456.9841,-86579263.7952,-86554602.0556,-8448.4732,-86565598.9854,-2110.6710,-2670.7015,-3125.5439,-168.7715,4237.4349,24985.0115,22806.1875,21027.5498,25258.8684,26469.2256,16315.5378,13357.4118,22918.3846,46603749.4752,46622273.6498,46602426.0446,46601302.9281,21166.1927,46599957.1264,
900.000,-4626.9221,-6846.7967,-2863.0890,-6506.6219,6447.7757,391932.0434,369840.8984,387412.3134,386430.6339,384445.0666,384844.2485,377485.7745,380625.4363,-160697926.5664,-160685328.0666,-160676052.7874,-160686559.0480,381272.2940,-160681346.0832,-3904.8272,-77.3811,4218.2414,-1550.7248,904.1375,-15175.5205,1087.7552,-547.2953,-2685.1096,5783.3867,3257.0354,-312.0132,-392.2721,-90084570.0241,-90096617.0295,-90109360.0673,-90085295.2104,-380.4759,-90095968.1606,-3362.2057,-956.6972,-4420.5269,1635.1924,2417.6862,25118.0698,22944.7132,21269.4193,25240.2683,26713.9565,16680.9422,13372.7074,22974.9367,46601007.6243,46619934.4209,46600470.9711,46598394.1661,21306.9794,46597464.9370,
1200.000,-5088.9878,-6764.8380,-800.5465,-6060.5721,6933.2628,392215.5252,369564.8925,387301.1574,386252.2094,384329.8438,384713.4299,377455.4487,380201.8519,-158687708.0469,-158675350.6811,-158665325.7530,-158676699.5140,381165.4985,-158671042.2376,-1995.9234,1128.4866,4221.3415,-157.3900,302.3182,-6850.2122,9031.4660,7405.8236,5368.7978,13875.2578,11366.4615,7759.6592,7341.8506,-93571821.3256,-93583624.1598,-93596260.5628,-93572860.4508,7686.4009,-93583170.2418,-4252.9868,860.5914,-5203.7421,3260.4676,340.5350,25250.8548,23082.7673,21511.3472,25216.3351,26955.1630,17052.5898,13393.1420,22903.8717,46598264.2739,46617588.0143,46598512.3613,46595483.3934,21447.7530,46594972.8501,
1500.000,-5097.3982,-6007.3567,1362.4152,-5019.0168,6712.9840,392321.2993,369121.3043,387015.5325,385898.7834,384042.3730,384406.7400,377254.7153,379696.3034,-156601820.4933,-156589714.9646,-156578949.4530,-156591145.3478,380888.0065,-156585071.1461,115.1490,2231.5970,3832.1404,1285.5829,-325.6588,1481.3162,16963.3867,15354.3335,13416.9735,21961.0361,19466.4457,15829.9378,15085.9874,-97014245.8932,-97025815.7156,-97038303.2386,-97015633.8228,15748.5420,-97025542.1939,-4687.9661,2584.8606,-5385.3244,4529.5472,-1772.8926,25383.3679,23220.3681,21753.1408,25186.9613,27192.8717,17430.5533,13418.6593,22719.6965,46595519.5376,46615234.5696,46596549.5743,46592571.5208,21588.5133,46592480.8654,
1800.000,-4655.9807,-4649.1562,3393.6320,-3494.5432,5811.6260,392249.2045,368510.4414,386555.5983,385370.1327,383582.9168,383924.2343,376883.5136,379126.5104,-154441262.9328,-154429419.5361,-154417924.5274,-154430892.7282,380439.9714,-154424431.9806,2223.4614,3141.4921,3094.8335,2645.3169,-943.8414,9815.2459,24880.0295,23294.6189,21455.8513,30037.1362,27552.7452,23895.2180,22866.0474,-100410202.0869,-100421550.4877,-100433847.6273,-100411972.6553,23802.3350,-100421442.4570,-4620.8507,4029.7765,-4944.5274,5304.0751,-3698.0115,25515.6103,23357.5323,21994.6075,25152.0385,27427.1077,17814.8991,13449.2060,22446.4688,46592773.5297,46612874.2252,46594581.9811,46589659.5322,21729.2602,46589988.9832,
2100.000,-3807.0366,-2826.1670,5073.2533,-1646.1842,4324.4207,391999.1623,367732.6873,385921.5967,384666.0681,382951.8097,383266.0422,376341.8654,378500.7941,-152207070.0023,-152195498.6117,-152183287.1479,-152196973.4257,379821.6234,-152190159.5191,4123.4904,3783.9989,2083.2481,3792.1727,-1514.9550,18147.7535,32777.9126,31223.0692,29481.8849,38099.9755,35621.0697,31951.8902,30705.4576,-103758070.5180,-103769209.4999,-103781275.6143,-103760256.3322,31844.1718,-103769251.7285,-4058.7945,5039.3979,-3931.9105,5499.7887,-5231.1660,25647.5834,23494.2762,22235.5555,25111.4590,27657.8949,18205.6843,13484.7311,22116.1838,46590026.3651,46610507.1180,46592608.9667,46586748.4919,21869.9936,46587497.2034,
2400.000,-2627.3683,-721.2917,6217.3253,337.5175,2406.1594,391571.1770,366788.5005,385113.8510,383786.4283,382149.4577,382432.3659,375629.8749,377817.1579,-149900311.4528,-149889021.5091,-149876108.5171,-149890454.3167,379033.2690,-149883323.6496,5628.9269,4106.7779,893.8193,4611.9635,-2001.5139,26475.0131,40653.5624,39136.0800,37491.5528,46145.9763,43667.0770,39996.3417,38622.1975,-107056254.8221,-107067196.7816,-107078992.2042,-107058887.0511,39870.4504,-107067373.7362,-3061.6700,5504.9926,-2463.9075,5095.4217,-6211.1564,25779.2885,23630.6149,22475.7940,25065.1173,27885.2558,18602.9537,13525.1866,21766.1824,46587278.1593,46608133.3833,46590629.9326,46583839.5528,22010.7135,46585005.5259,
