sl_100_86400_20260404 Coordinates.csv
2026/04/04 07:47:00.0000 UTC

Generated: Tue Oct  8 16:25:01 2024,
Start: 2026/04/04 07:47:00.00, Stop: 2026/04/05 07:47:00.00,
TIME_UNITS,STARLINK-6114 - X-Coordinate,STARLINK-32112 - X-Coordinate,STARLINK-30076 - X-Coordinate,STARLINK-2581 - X-Coordinate,STARLINK-2616 - X-Coordinate,STARLINK-3836 - X-Coordinate,STARLINK-30420 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-5691 - X-Coordinate,STARLINK-5407 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-1059 - X-Coordinate,STARLINK-4008 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-30395 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-6058 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-31975 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-31012 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-5938 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-4045 - X-Coordinate,STARLINK-1585 - X-Coordinate,STARLINK-32198 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-4129 - X-Coordinate,STARLINK-32015 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-4017 - X-Coordinate,STARLINK-30148 - X-Coordinate,STARLINK-5320 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-1538 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-4419 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-5073 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-32105 - X-Coordinate,STARLINK-2286 - X-Coordinate,STARLINK-6069 - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-6031 - X-Coordinate,STARLINK-1545 - X-Coordinate,STARLINK-5337 - X-Coordinate,STARLINK-30438 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-30268 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-1154 - X-Coordinate,STARLINK-32094 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-31587 - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-5889 - X-Coordinate,STARLINK-31063 - X-Coordinate,STARLINK-31704 - X-Coordinate,STARLINK-3235 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-3760 - X-Coordinate,STARLINK-31121 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-5747 - X-Coordinate,STARLINK-1272 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-2184 - X-Coordinate,STARLINK-2220 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-4491 - X-Coordinate,STARLINK-2608 - X-Coordinate,STARLINK-3762 - X-Coordinate,STARLINK-30377 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-32112 - Y-Coordinate,STARLINK-30076 - Y-Coordinate,STARLINK-2581 - Y-Coordinate,STARLINK-2616 - Y-Coordinate,STARLINK-3836 - Y-Coordinate,STARLINK-30420 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-5691 - Y-Coordinate,STARLINK-5407 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-1059 - Y-Coordinate,STARLINK-4008 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-30395 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-6058 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-31975 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-31012 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-5938 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-4045 - Y-Coordinate,STARLINK-1585 - Y-Coordinate,STARLINK-32198 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-4129 - Y-Coordinate,STARLINK-32015 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-4017 - Y-Coordinate,STARLINK-30148 - Y-Coordinate,STARLINK-5320 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-1538 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-4419 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-5073 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-32105 - Y-Coordinate,STARLINK-2286 - Y-Coordinate,STARLINK-6069 - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-6031 - Y-Coordinate,STARLINK-1545 - Y-Coordinate,STARLINK-5337 - Y-Coordinate,STARLINK-30438 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-30268 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-1154 - Y-Coordinate,STARLINK-32094 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-31587 - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-5889 - Y-Coordinate,STARLINK-31063 - Y-Coordinate,STARLINK-31704 - Y-Coordinate,STARLINK-3235 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-3760 - Y-Coordinate,STARLINK-31121 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-5747 - Y-Coordinate,STARLINK-1272 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-2184 - Y-Coordinate,STARLINK-2220 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-4491 - Y-Coordinate,STARLINK-2608 - Y-Coordinate,STARLINK-3762 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-32112 - Z-Coordinate,STARLINK-30076 - Z-Coordinate,STARLINK-2581 - Z-Coordinate,STARLINK-2616 - Z-Coordinate,STARLINK-3836 - Z-Coordinate,STARLINK-30420 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-5691 - Z-Coordinate,STARLINK-5407 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-1059 - Z-Coordinate,STARLINK-4008 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-30395 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-6058 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-31975 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-31012 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-5938 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-4045 - Z-Coordinate,STARLINK-1585 - Z-Coordinate,STARLINK-32198 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-4129 - Z-Coordinate,STARLINK-32015 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-4017 - Z-Coordinate,STARLINK-30148 - Z-Coordinate,STARLINK-5320 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-1538 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-4419 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-5073 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-32105 - Z-Coordinate,STARLINK-2286 - Z-Coordinate,STARLINK-6069 - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-6031 - Z-Coordinate,STARLINK-1545 - Z-Coordinate,STARLINK-5337 - Z-Coordinate,STARLINK-30438 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-30268 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-1154 - Z-Coordinate,STARLINK-32094 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-31587 - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-5889 - Z-Coordinate,STARLINK-31063 - Z-Coordinate,STARLINK-31704 - Z-Coordinate,STARLINK-3235 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-3760 - Z-Coordinate,STARLINK-31121 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-5747 - Z-Coordinate,STARLINK-1272 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-2184 - Z-Coordinate,STARLINK-2220 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-4491 - Z-Coordinate,STARLINK-2608 - Z-Coordinate,STARLINK-3762 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5354.7587,4307.5806,-6669.4766,2894.0092,-4088.1403,-4574.6394,337.9397,6102.5281,-2242.7851,4607.2670,4890.2567,2779.5300,1830.6252,1805.0391,0.0000,-275.1308,-4846.8892,4949.9704,3641.9424,2869.0344,-6144.3745,6591.4573,5184.1236,-5006.1837,-6201.0642,895.4728,-6059.0840,-2797.3375,4982.2726,5422.9262,-1953.2856,-5116.5128,2072.2782,-3581.4843,-6660.2621,-226.3771,5509.3016,-2107.4766,-4422.9095,2580.8767,678.2999,-1162.4843,-2363.6310,-2841.5140,6656.4074,2320.1501,2558.5013,900.2384,-1999.0066,3582.1320,5660.0654,-5044.3861,-2434.9885,-3919.1721,5573.4649,-3270.3524,4088.9574,5276.7693,-5002.0138,700.8718,2402.5321,4122.9277,-5974.6584,2722.4763,4478.9895,-1709.5449,-4218.2646,1390.7249,-6483.9019,-5055.8816,6666.7661,-4166.4584,-4727.7400,2379.4150,-3251.7147,4952.9808,-1238.4771,2096.3698,2815.8378,1728.0744,-5944.8691,-3988.1266,6635.6358,-4779.0601,-2753.6259,5418.1772,-5657.3722,0.0000,-53.8152,5068.3521,-4912.4805,-1598.2393,-5701.0793,1685.7541,1077.5067,-4348.3093,-5190.4019,503.7191,-601.3951,1381.3676,24422.0282,25594.4879,16573.3572,19689.5604,15335.4892,16983.9913,24684.1455,23148.5468,-232963391.5311,-232977196.8102,-232970951.1014,-232987339.0908,21825.9488,-232979243.6763,2535.3908,-5076.0577,1905.7825,3305.9408,4318.4101,602.9216,5435.0390,3185.1594,6574.4593,-5018.6542,1459.8466,4245.2936,6192.6464,4816.2987,0.0000,-4555.7288,447.5309,-2580.5168,5460.5978,5202.8404,-2520.8937,701.1786,191.0348,1424.0544,-862.0427,5169.0848,-3264.0491,5547.8372,-1966.3664,-4018.9111,6642.1760,-1661.8852,-5507.9599,5639.6665,1142.5827,-6626.0903,2957.8548,-4137.6680,-4763.3274,6092.5394,6547.6496,-4283.9857,-5129.3450,-3899.9191,-931.4897,-2635.4990,-6416.7426,-2249.4069,-3699.7348,-3322.0260,-3312.4301,2848.7257,6502.0379,-4879.6441,-3509.2974,5221.6067,4592.0743,-3775.9933,-4723.3463,-4158.8867,6523.0113,2797.9680,3246.4282,-6368.0766,4099.7034,5402.1920,3976.9075,5529.1002,-2301.7466,-548.7731,589.1589,-220.8123,-208.3931,4634.5191,-5510.1412,2171.4500,-379.3850,-6226.2029,-3038.2682,-6616.2708,-328.5116,2949.6466,1645.0394,-1728.5851,-4307.6134,651.7803,1840.8447,0.0000,-5571.6738,-263.4867,2447.5856,4824.9633,-3636.3361,-6129.1548,-4389.3159,-2240.9458,567.0930,-6585.4465,-6039.6098,6194.5218,-359739.6050,-377462.2077,-374723.3869,-372484.7714,-379853.1798,-377313.5173,-380829.0458,-378261.4316,250628229.1867,250647572.8362,250634767.2698,250627041.6049,-377770.1627,250632189.3508,-3609.2153,1499.5361,-139.0051,-5276.5645,3536.5632,-5148.4770,-3789.2210,621.7699,306.9303,1314.4655,-4752.4726,4717.2077,-2537.5565,4529.8200,0.0000,5183.1018,-4955.9770,-4080.2235,-2248.4318,-3538.5731,2052.0345,-1153.7431,4592.6983,4540.6336,-3013.3381,4341.0410,-938.8888,3002.8997,4385.6136,1030.6851,-644.0437,-4345.3867,3624.4954,-1803.6822,929.6961,-1998.6000,2928.6514,-5127.6642,2399.9362,-2010.7451,1516.4317,-5274.6291,4036.5622,-4956.1359,-1720.1394,-6003.5323,-643.9751,6503.3999,-5475.7419,4877.3539,-2289.2637,3590.6771,227.5462,-3085.2892,2152.5876,-3176.2000,-2957.6405,-2198.0886,1049.4303,-5263.9963,-126.5182,-4799.7137,-376.1595,487.2993,3362.7450,-3958.2165,3822.0865,3548.8779,-693.7934,4700.5261,-1741.0463,5495.7443,-4944.1938,4498.3312,-2644.9610,-4161.5347,-6820.8161,1839.0027,-5535.3225,1255.3664,3350.7525,-4368.2120,-1052.9148,-4715.3241,-4667.5023,4231.6813,3382.2065,0.0000,-4132.8769,-4727.5872,-4168.0331,-4724.3011,1459.7982,-2662.3067,5215.8690,4865.5045,-4538.3662,-2015.9871,3299.5270,-2751.6004,-127921.3131,-130305.1229,-132142.5154,-126166.3251,-126483.5696,-137078.4409,-138382.5520,-132354.5507,-15800496.7033,-15808009.7308,-15828723.3701,-15805018.4027,-131217.0336,-15812760.7632,
3600.000,4623.6015,-834.7340,4861.1243,-6247.9837,134.4538,5369.7719,-3179.8776,-5261.0631,1509.6803,-2627.0929,-5748.2566,-5859.8993,-3959.7602,-4634.4634,0.0000,4153.2745,6806.7588,-989.9212,-5421.1913,-4814.4131,3733.2411,-5367.4388,-4243.6400,1516.9555,6768.5255,-4638.9215,4255.1137,-781.2745,-2162.0806,-3038.5920,940.8604,3515.0925,-609.8180,542.2467,5099.5647,2254.6084,-6560.0089,4697.2067,6030.7865,-3892.9189,-2558.8275,4770.3720,3124.2961,4553.6762,-4344.0962,2338.5385,-1315.5061,3340.0746,5677.2352,-2646.9558,-6182.1768,992.9049,1387.2538,4289.3384,-4231.6929,-581.0196,-4976.1344,-3963.0138,3642.6214,4347.8145,-2119.5101,-6663.6809,3359.4790,-1927.3909,-5094.7288,-2077.8743,486.1655,-3848.1777,5274.3613,4838.4482,-6315.1883,4797.1727,2460.0258,-4278.5776,4699.6860,-4736.6911,-3981.1940,1589.5808,328.5211,-512.6152,2958.1846,852.9648,-6115.3653,5564.9399,4336.9965,-6766.1814,2200.3359,0.0000,3093.7368,-4580.0540,4832.6991,-2078.2033,5974.9123,1452.3570,3285.5103,6749.4350,6141.4446,1117.1413,2396.2975,-3759.4373,112936.5518,122387.0270,111392.4193,114473.9131,109313.3197,110838.7057,118066.1250,114768.4403,-289923386.3392,-289940093.4871,-289931968.7500,-289944223.3149,115875.8864,-289939465.8893,-5156.2796,4540.2896,-3698.8209,-1660.6905,-4181.3145,-3847.1693,-5637.4584,-717.4661,-5215.0721,5994.1948,2133.6904,-2004.1191,-3313.3678,-5019.2988,0.0000,2436.5934,-1269.1186,4036.6917,-4087.3867,-4914.6575,643.5699,1570.3694,3755.7757,-4021.9468,-1472.8588,-4791.1631,1707.7913,-4180.5131,4984.6003,5390.8165,-4726.3435,-2327.0990,6866.3204,-4714.3936,-2736.3797,4090.6676,-1625.8134,554.4828,3186.2137,-5194.2467,-5283.2662,1577.2699,6165.7707,-173.4141,3207.5326,2424.5443,4565.7750,3540.5875,2248.3157,6212.6878,971.4908,-4988.1500,-4832.0533,5200.0152,5278.6469,-5032.4042,-294.2196,5029.5035,2705.1710,3289.1629,-4829.6592,-1337.1412,-4838.5354,5147.9350,-4463.9688,-3601.1914,-2549.0400,-5328.0100,-14.1028,-3424.6547,994.6019,-3680.9519,-4007.6032,-596.4288,4791.5842,2500.0217,1673.2991,4894.8952,5739.8219,4334.6174,-2849.2388,-6470.0342,84.1528,-2167.8650,264.3278,1369.0968,-4534.4167,0.0000,6081.2387,4095.6159,-4909.2475,-5836.0544,2005.8540,4075.3946,3631.3156,398.5980,-3077.4366,6376.9278,6409.5497,-5731.8684,-342282.5043,-361606.0279,-355696.7036,-355021.3035,-362283.8579,-359993.2380,-362283.6363,-359944.9018,181727616.5884,181745191.1399,181741549.0254,181720937.4560,-359887.6560,181732480.6628,312.4387,-5035.6901,-3293.7368,2297.3541,-5521.5730,2024.1429,-1449.5327,-4432.6418,4337.7457,2304.5415,3297.2354,-3129.2795,4621.6854,-622.2371,0.0000,-4963.7994,444.2635,5512.7283,-1421.8655,-689.4863,-5835.7664,-3743.8848,-4004.6550,-5417.8664,-490.5681,-1407.6563,5207.7199,-5447.3110,-4306.0510,2874.5151,5003.4609,5468.9354,535.4977,5023.2192,3600.5642,5098.8406,1417.2989,5034.6055,1235.2310,-2388.2887,3336.6037,4705.9740,724.8730,5190.4706,4344.1377,6066.5356,5046.1194,-4970.9545,3207.1251,-1465.4861,-3011.7914,-4550.2098,-4798.0460,-1789.9000,1506.1064,4717.1767,4644.8040,-2436.5008,-5282.4020,3952.8299,-4532.9433,1274.9805,-3423.7666,4235.5086,1540.5418,5507.4475,-6452.0428,1393.2883,4461.2414,-3601.0888,-2641.5151,-3343.2737,4957.1437,-5371.5095,-1701.7117,4214.0626,5421.0845,-4489.3930,3826.6635,-5417.8461,-5471.6826,1017.4656,-3236.8612,3502.2604,5376.0829,-311.6911,-4639.7927,0.0000,1219.8917,3198.2092,105.5849,3108.0024,2844.1514,5351.6447,-4877.1151,-1408.8945,793.8068,-2408.6236,962.7600,-915.1615,-129414.7911,-131053.2755,-132210.0799,-129416.9324,-126437.4441,-135550.0978,-141097.3726,-131064.6511,-15722637.3583,-15723126.6752,-15746147.5616,-15729495.3524,-132462.1087,-15734263.5968,
7200.000,-2225.8625,-3770.5525,-1209.7488,6479.0397,4019.8524,-4224.3776,3976.1494,3041.5864,1252.9913,-764.2689,5315.4125,6921.2910,5704.8399,5012.5186,0.0000,-6693.3394,-5305.1742,-2805.0865,5418.1718,4746.0500,-848.1084,886.7990,2711.1262,1596.5414,-4830.6155,5852.2815,-1600.6909,4755.2156,-589.5970,-1244.3032,2003.4724,-1930.7026,-1308.3432,3519.2998,-738.3150,-4694.9160,4812.5550,-6306.0221,-5562.3320,4127.5251,4004.1778,-6786.2396,-2553.4643,-5624.8818,841.0479,-5638.4176,-2002.8208,-5187.6452,-6765.1059,932.1606,2233.8768,2973.1030,1682.2275,-3087.2061,1024.8132,4408.7765,4708.5145,170.8261,-2069.7910,-6482.6060,2310.3820,6206.8518,1230.9613,-1053.1611,3520.4182,5656.3571,4027.8760,4172.4940,-2578.3970,-3661.0780,3268.4351,-4142.8073,-418.6605,5620.1902,-4497.1301,3367.7303,6885.6658,-5270.0266,-2323.0224,-2494.4464,389.8678,2594.6375,3250.5593,-5021.0865,-5493.4128,5082.3362,1560.7375,0.0000,-4691.7992,3169.8705,-2508.1673,4466.1036,-4159.9305,-5007.8741,-6191.5829,-6116.1193,-4488.0786,-2943.9953,-3420.7188,4838.6238,194401.4781,211279.5275,199034.6417,202371.5943,195950.4802,198758.4542,203584.4790,203265.1564,-327092830.4000,-327111043.5594,-327106302.1461,-327108008.0535,202345.4248,-327109622.8976,5756.0342,-3025.9875,4923.5607,-63.8711,3872.9808,4930.3326,1185.7627,-2986.2233,2068.0941,-5175.2320,-4508.3333,-236.3293,-331.1664,2817.9346,0.0000,-636.4264,1262.2812,-5270.5573,959.2441,2301.3385,2984.7765,-4045.0825,-6306.1522,6080.5331,3358.4131,2321.4782,1987.0130,2389.9188,-6718.8841,-4840.4620,1397.6970,5835.3174,-5190.5063,3033.5078,4035.5163,-460.7568,-864.7425,2192.5059,-127.0551,1722.6517,698.9460,541.4779,-3963.8386,3377.2925,-5325.3755,-3097.4030,-1464.8508,-4594.8160,-773.4204,-6204.5538,966.3062,5777.6230,1692.1054,-2703.8402,-5368.1587,4137.4193,-4035.0324,-4310.9116,1487.7959,-1680.0963,574.2830,-309.4132,4882.2627,-2187.9587,2167.5493,1714.6051,1988.6990,1311.3395,3395.4725,5877.5728,-2911.3879,5444.7994,6682.6932,-2937.8857,-1698.8087,-5827.0522,118.9833,-2128.9990,-6501.4294,-918.9664,5801.9308,5015.6153,-2669.3492,4772.6981,3174.4211,-2702.3088,6152.8658,0.0000,-4494.8152,-6159.5059,5008.1253,5293.3647,1204.3611,-1369.6720,-2712.3561,1216.6675,3986.2500,-3339.5519,-3818.6495,2905.7001,-303599.4710,-321219.8603,-314009.3125,-315358.0328,-321646.5507,-319350.6726,-321136.0800,-318616.3141,100426712.3832,100440756.4027,100445987.3262,100418855.0876,-319000.5809,100432246.6049,3151.8073,4810.2757,4724.3826,2253.1662,4088.5865,2357.8690,5162.3280,5433.4346,-6526.9569,-4567.0812,-3.5855,-368.1413,-3937.9660,-3748.5114,0.0000,1601.4565,4283.9784,-3485.4863,4212.3881,4460.2048,6209.6699,5290.0129,980.6906,2868.5557,3679.5959,-2615.8364,-6467.2651,4391.7052,1575.9415,-4656.6481,-6516.6452,-3166.4957,-4383.3624,-5128.0504,-5455.8781,-5070.1304,-4884.1463,-1802.4677,-4142.0501,5263.5764,-5403.1356,-1060.8770,-5110.7426,-2184.0363,-4371.5909,-2641.5688,-6486.1253,516.2462,1107.0141,-2900.6381,6491.3786,2068.3682,6510.6161,5627.7512,-4271.0075,-3391.9220,-2841.8515,5309.3702,6463.6772,761.7740,6518.4765,3025.4067,4575.6181,-6512.8487,-5589.1992,-3580.8113,5288.9110,-5107.4450,-5446.9277,294.3790,5343.8679,-960.6719,-1400.8312,2686.1291,4970.3716,-1105.0130,-835.5708,3769.4738,281.3758,6413.0217,3588.5301,3418.8188,5481.7666,-164.3776,-2765.3328,-3829.5561,2560.2624,0.0000,2411.8063,257.0897,4000.6140,366.5066,-5400.2992,-4532.5595,1422.9434,-2972.3349,3424.0388,5268.4329,-4640.5407,3985.4814,-130930.1258,-132103.6626,-132334.4017,-133555.6064,-126870.1109,-133148.9112,-143098.4749,-135196.5081,-15645532.5429,-15639479.8577,-15662196.0880,-15655100.2539,-133696.3978,-15655768.0198,
