sl_100_5400_20260929 Coordinates.csv
2026/09/29 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:00 2024,
Start: 2026/09/29 07:47:00.00, Stop: 2026/09/29 09:17:00.00,
TIME_UNITS,STARLINK-6060 - X-Coordinate,STARLINK-31384 - X-Coordinate,STARLINK-30942 - X-Coordinate,STARLINK-2611 - X-Coordinate,STARLINK-4666 - X-Coordinate,STARLINK-3518 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-5861 - X-Coordinate,STARLINK-30839 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-31281 - X-Coordinate,STARLINK-32158 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-5028 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-30962 - X-Coordinate,STARLINK-30393 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-1338 - X-Coordinate,STARLINK-3592 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-30251 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-5316 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-30987 - X-Coordinate,STARLINK-32003 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-31559 - X-Coordinate,STARLINK-5365 - X-Coordinate,STARLINK-6319 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-3664 - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-6173 - X-Coordinate,STARLINK-3048 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-30163 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-1420 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-2519 - X-Coordinate,STARLINK-32244 - X-Coordinate,STARLINK-1325 - X-Coordinate,STARLINK-30779 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-32126 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-1676 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-5072 - X-Coordinate,STARLINK-3396 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-4148 - X-Coordinate,STARLINK-31750 - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-5671 - X-Coordinate,STARLINK-5823 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-2563 - X-Coordinate,STARLINK-4016 - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-30394 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-5635 - X-Coordinate,STARLINK-6370 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-1994 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-3323 - X-Coordinate,STARLINK-5113 - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-30370 - X-Coordinate,STARLINK-31153 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-1604 - X-Coordinate,STARLINK-5160 - X-Coordinate,STARLINK-5709 - X-Coordinate,STARLINK-11229 [DTC] - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-4693 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-30431 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-31384 - Y-Coordinate,STARLINK-30942 - Y-Coordinate,STARLINK-2611 - Y-Coordinate,STARLINK-4666 - Y-Coordinate,STARLINK-3518 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-5861 - Y-Coordinate,STARLINK-30839 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-31281 - Y-Coordinate,STARLINK-32158 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-5028 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-30962 - Y-Coordinate,STARLINK-30393 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-1338 - Y-Coordinate,STARLINK-3592 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-30251 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-5316 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-30987 - Y-Coordinate,STARLINK-32003 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-31559 - Y-Coordinate,STARLINK-5365 - Y-Coordinate,STARLINK-6319 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-3664 - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-6173 - Y-Coordinate,STARLINK-3048 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-30163 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-1420 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-2519 - Y-Coordinate,STARLINK-32244 - Y-Coordinate,STARLINK-1325 - Y-Coordinate,STARLINK-30779 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-32126 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-1676 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-5072 - Y-Coordinate,STARLINK-3396 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-4148 - Y-Coordinate,STARLINK-31750 - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-5671 - Y-Coordinate,STARLINK-5823 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-2563 - Y-Coordinate,STARLINK-4016 - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-30394 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-5635 - Y-Coordinate,STARLINK-6370 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-1994 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-3323 - Y-Coordinate,STARLINK-5113 - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-30370 - Y-Coordinate,STARLINK-31153 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-1604 - Y-Coordinate,STARLINK-5160 - Y-Coordinate,STARLINK-5709 - Y-Coordinate,STARLINK-11229 [DTC] - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-4693 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-30431 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-31384 - Z-Coordinate,STARLINK-30942 - Z-Coordinate,STARLINK-2611 - Z-Coordinate,STARLINK-4666 - Z-Coordinate,STARLINK-3518 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-5861 - Z-Coordinate,STARLINK-30839 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-31281 - Z-Coordinate,STARLINK-32158 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-5028 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-30962 - Z-Coordinate,STARLINK-30393 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-1338 - Z-Coordinate,STARLINK-3592 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-30251 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-5316 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-30987 - Z-Coordinate,STARLINK-32003 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-31559 - Z-Coordinate,STARLINK-5365 - Z-Coordinate,STARLINK-6319 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-3664 - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-6173 - Z-Coordinate,STARLINK-3048 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-30163 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-1420 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-2519 - Z-Coordinate,STARLINK-32244 - Z-Coordinate,STARLINK-1325 - Z-Coordinate,STARLINK-30779 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-32126 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-1676 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-5072 - Z-Coordinate,STARLINK-3396 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-4148 - Z-Coordinate,STARLINK-31750 - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-5671 - Z-Coordinate,STARLINK-5823 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-2563 - Z-Coordinate,STARLINK-4016 - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-30394 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-5635 - Z-Coordinate,STARLINK-6370 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-1994 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-3323 - Z-Coordinate,STARLINK-5113 - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-30370 - Z-Coordinate,STARLINK-31153 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-1604 - Z-Coordinate,STARLINK-5160 - Z-Coordinate,STARLINK-5709 - Z-Coordinate,STARLINK-11229 [DTC] - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-4693 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-30431 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3788.3884,-4245.2502,-3492.1078,391.6510,-6194.0204,3921.9447,516.2864,-3177.4223,-840.0862,1515.7527,-4916.1425,-2278.1754,-6813.4233,-399.2933,4479.0198,832.2003,-3177.3900,-5118.8795,4248.7449,-74.0975,-426.8321,5170.6340,4080.9589,-6716.2134,4976.4252,6096.7122,-5244.4601,2575.0043,3741.2457,2455.8524,2744.9550,241.9121,-4550.1125,5079.0940,-5610.0283,-1281.2482,2684.8293,-1401.1649,5495.4395,3228.4407,5411.1106,-5433.4652,-530.4279,3910.0349,-1804.0211,-4416.7324,-4495.4804,1709.3418,-3702.2995,4064.9769,1178.9291,3406.8632,5490.7893,-4556.2921,-24.6467,-4228.2467,-3694.9274,5125.4207,5509.0591,3692.5025,-2608.1759,1522.4240,5905.3159,4578.0145,-6474.6238,3124.8953,-2750.7790,1055.1508,3391.8041,-3377.2279,2006.0969,3617.3635,2369.7833,-3168.3344,-1304.5095,-3990.1434,-4299.2710,5737.9165,-2058.3624,5922.4947,-4044.4276,125.8584,755.4885,3002.0830,-5358.8970,-4493.9800,1040.2592,0.6209,-5560.8260,-2355.4806,-1262.8792,-4620.0522,-6598.0335,5493.4542,4088.7712,1279.9635,-845.5002,4260.4157,6310.1608,-4042.5736,-3342.9267,-3161.0731,-2935.0005,-5559.5314,-457.6015,-2229.4466,-9665.9074,-5831.9054,-234150568.9050,-234157987.4254,-234150371.1183,-234164347.8145,-7171.1904,-234166177.3942,5438.5908,-2539.7640,-4011.8095,-4652.3706,-2464.7462,3588.7845,5597.9946,2669.8475,-6726.0671,1959.4633,4799.9603,6460.4523,-988.8158,6375.0583,4515.0198,5142.4738,4754.9527,-2761.4253,-337.5047,4130.5212,-6155.5393,4434.1223,2043.2773,-1315.7562,2253.3905,-102.2513,-4497.5437,4376.6946,3526.8445,-5565.2455,2099.6128,5099.8613,-2897.3899,-885.8089,2910.0673,-4924.8383,4765.3373,5903.1453,1012.4974,2777.0221,-3919.2100,-3820.3448,5944.8365,-1629.1527,-6192.5243,-3329.8338,-2381.7324,-6513.1312,-1888.7030,-5253.6392,6021.3812,-5896.5891,-2896.4939,-752.0811,6922.6905,4996.5211,2105.2779,4598.2217,-684.9282,2804.8435,-4014.5240,3594.5959,3577.5073,4184.7746,2030.6805,-5519.6535,4185.0359,5466.2319,2950.4804,3781.7993,6646.6260,-4790.2830,-5131.4959,4647.8307,4166.2383,5097.2325,-1962.2031,2224.1825,-5826.2031,1564.2346,878.9602,-5146.6740,-6419.3815,-3526.6646,3418.5034,892.7119,-4873.4044,5088.2340,-3456.5844,-5199.3203,6149.3262,3909.8652,-1110.6403,-1493.2399,1586.6326,-6716.7052,6647.6487,943.6447,624.4644,-1515.4607,-359777.9057,-331214.4515,-354772.1787,-355913.1791,-348967.7943,-351031.6065,-347158.0528,-351143.3428,-6918717.7415,-6889861.9023,-6899764.4872,-6904031.6180,-350349.9280,-6913929.3072,2104.2686,4717.2349,4438.7845,-5109.6586,1893.6668,4411.0571,-4021.0797,-5320.2597,678.3640,6469.2980,899.8492,-746.1301,673.8879,-2494.3400,2276.9756,-4581.3683,3803.4883,-3745.4344,5405.0701,5520.0138,3141.4045,1273.8177,-5176.9348,909.6497,4189.1870,3246.2423,190.2660,-4725.3617,4617.4105,3309.9491,6015.5705,-4654.2854,4341.2262,4516.4090,-2658.3008,-4548.6384,-4256.6641,3345.7965,-4135.9657,5422.2932,-1860.6964,1965.5790,3529.3706,-5508.0979,-2275.6676,4284.7501,4701.8134,-1563.2093,5524.5007,1950.8371,3005.1489,-716.9633,2716.8169,5051.9097,409.0377,-2050.7361,-5453.1818,-431.1118,3943.7161,-5119.0781,4974.8614,5739.2310,-62.0726,3133.9857,1282.0744,2509.3420,-4472.0338,-4132.7396,5276.0159,-4722.2875,379.7229,-3428.5816,-3815.2701,3862.8726,-5367.7648,-2480.3577,5074.5150,3172.5495,-3143.2799,-3232.5604,5412.8716,-4609.3147,-2497.4288,5113.9448,-2720.6110,5163.9308,4776.5220,4681.0204,1951.9434,-3659.1709,-2534.1097,3333.9577,1773.6894,-3350.5115,5318.0582,972.2996,-1716.4702,-5369.7655,-2733.4106,5298.0955,124082.1970,123197.1251,123308.1202,128333.6528,128794.6515,118367.3689,116324.0355,122874.1045,89719727.7742,89700924.0855,89742960.2637,89728420.4495,123785.0604,89732008.9197,
300.000,-2680.4050,-4211.0554,-4579.5603,-1592.4376,-5910.2890,5489.3130,1960.1493,-1361.4981,-2284.5925,3473.8695,-3481.2744,-1087.9980,-6821.9594,1204.8653,5576.6655,2789.5505,-2268.0351,-6310.3072,4318.8876,2080.5605,-2082.0742,5704.9657,4151.1510,-6380.9671,4587.3952,6551.6522,-5723.3275,4321.6773,4106.3660,1003.9246,2414.2534,2342.1367,-5010.2170,5431.8340,-4123.3158,-3321.3484,4510.7544,508.7678,6550.5927,4128.4949,4558.0490,-5741.2055,1328.6282,1917.7892,-3380.9959,-5800.5819,-5407.7284,315.7901,-4417.5792,2372.1005,2345.9794,2278.2277,5186.9187,-5403.2628,1467.3502,-3386.5930,-2824.2435,5753.3636,4432.4267,5258.1117,-4456.6326,3171.0694,6218.3256,5512.4334,-6104.7952,1804.7923,-666.7771,2983.3097,1607.2593,-1667.8741,2529.2731,2802.2442,1256.7592,-2265.8956,863.4869,-2842.3274,-5284.7343,5545.7036,-3388.1147,6726.1432,-3686.4087,-1617.8097,-487.1145,1917.9899,-3814.3853,-4629.8844,-922.4876,2115.3890,-6465.5794,-3679.4626,252.1893,-2874.0997,-6906.9696,3996.1056,4119.8730,78.5653,493.8308,3989.8713,6794.8617,-4071.0380,4275.2750,3846.3446,4353.9639,1763.4437,6931.1296,5178.3801,-2257.4038,1782.7371,-233941081.3429,-233949045.3580,-233941112.8283,-233955471.3043,196.6819,-233956679.7446,5031.7086,-445.3273,-2170.8452,-3861.5258,-992.2142,2838.2023,4317.0854,3921.3852,-6040.7801,1102.8653,5509.4552,6717.6780,226.5616,6665.5919,3782.5277,4255.3999,6062.8810,-1753.5158,-2428.7654,4034.5796,-5165.5723,2880.0874,-107.6879,-11.7949,316.1815,-1484.9329,-3330.2153,3156.4817,1506.2910,-6541.6668,-32.7837,4986.2000,-821.5353,-2636.5353,3652.5762,-4448.6911,4043.2321,5452.0098,386.6340,789.9758,-5213.2042,-2109.9639,5227.9345,-2094.2310,-5888.6222,-1951.3455,-467.9558,-6123.7782,158.3767,-5640.1827,4725.3627,-6359.9128,-4248.2683,1019.0793,6684.3845,5957.0396,4013.1987,3545.4103,-2484.9213,1620.1618,-3525.2464,4294.7211,2367.3125,4082.3069,3189.0513,-6492.0715,4177.5168,5394.8840,2081.3558,5060.5901,6242.2378,-6043.7952,-6288.2571,5985.8456,4077.8584,6233.6333,-3037.9683,299.6406,-4434.7811,354.7331,2982.4757,-4070.1908,-6868.0120,-5162.1025,4021.7595,2866.6791,-4172.4028,5027.8592,-2168.0853,-3627.0627,5469.3823,4294.6707,403.9839,-2628.3052,-587.7192,-6856.1436,6045.9893,-1209.3142,-652.3633,671.2761,-359517.3594,-331204.1427,-354885.8129,-355904.9902,-348976.2405,-351022.0396,-347250.6953,-351115.0446,-12030554.7599,-12001712.7821,-12010935.0559,-12016023.4092,-350379.8745,-12025689.2842,3977.3951,5364.2984,4721.9915,-5519.5674,3474.7391,3092.1076,-5030.1095,-5319.3437,2160.3217,5891.6499,2348.7691,1069.4417,-1137.3156,-1060.3204,504.7475,-4716.0021,2302.4531,-2223.8206,4779.5606,5190.1476,4110.7949,2673.9255,-5512.8663,2629.3019,5120.6293,1619.7086,1971.6607,-4413.0018,5348.1873,2045.0207,6502.4095,-4168.8467,4707.0349,3247.8122,-4083.9281,-3969.5721,-3367.0988,4242.5081,-2294.2461,5464.8149,-359.5962,3246.6716,4354.3917,-6342.2665,-809.8432,3395.4093,4304.9290,-3194.7786,5315.8484,3234.9510,4337.4898,1106.2840,1001.3014,4078.2657,-1131.9670,-270.0789,-4872.2154,1377.2063,4531.6777,-4174.7501,3924.7685,4438.4561,-1852.3171,1127.8866,-531.7122,1075.8412,-5214.0571,-3171.9140,6410.0718,-4429.0167,-1734.3005,-1841.4952,-2316.8113,2372.6605,-5522.7328,-1049.4512,3312.6130,4131.1927,-4114.1441,-1608.7773,4894.3704,-5345.5390,-764.5844,4159.2669,-4135.2016,4245.8565,5419.3013,4249.2966,449.8477,-4391.1403,-3983.3331,4583.7644,264.4796,-4556.7758,5494.6532,-845.6906,-3327.9492,-5522.4931,-1030.9285,5447.7252,124145.5817,123284.1302,123510.2894,128290.1795,129012.2232,118679.0935,116287.4463,123409.3682,89716914.1463,89698039.8363,89739870.3530,89725240.6155,123887.9183,89729177.8154,
600.000,-1261.9640,-3804.2083,-5264.8596,-3448.8113,-5064.7008,6506.0150,3259.2584,564.0814,-3516.4432,5101.7253,-1695.2365,223.5978,-6153.7730,2678.3524,6074.6993,4498.5707,-1154.7181,-6873.5363,4007.2819,4022.8487,-3569.2017,5706.0826,3869.6666,-5416.0307,3787.5122,6359.9695,-5646.0980,5669.7559,4123.6680,-526.1086,1922.2262,4205.9221,-5029.3282,5258.2596,-2209.7271,-5021.8341,5896.5120,2395.1970,6942.5258,4672.0109,3265.9148,-5516.7221,3088.4671,-258.4538,-4609.4881,-6648.5285,-5829.1279,-1141.6520,-4749.5852,431.4541,3319.9530,904.0461,4342.3957,-5729.2634,2828.1471,-2201.4451,-1726.8973,5813.9818,2933.5264,6313.7124,-5854.6290,4462.5678,5921.1625,5878.5501,-5122.3917,311.4351,1503.9233,4608.4673,-302.9894,172.8277,2817.7483,1728.0195,39.7498,-1156.1241,2950.8021,-1428.4012,-5669.3508,4847.4713,-4428.4422,6865.3607,-3002.2945,-3243.4663,-1672.9799,688.0860,-1880.6075,-4348.3155,-2824.8039,4016.3831,-6713.5834,-4663.1048,1780.5086,-828.5310,-6543.6421,2053.8027,3800.8527,-1140.1734,1819.6326,3386.0472,6601.8080,-3743.5855,11878.7119,10851.7174,11638.6163,9081.6543,14315.4389,12579.0286,5152.3769,9275.4764,-233620016.7017,-233628522.5227,-233620303.7778,-233635013.5997,7562.5710,-233635608.8097,4150.2495,1708.0038,-137.8606,-2743.7110,610.6551,1839.6629,2634.4673,4804.3582,-4736.6677,207.7372,5702.4154,6301.3809,1432.1718,6290.5046,2650.5565,2998.1579,6752.9738,-596.3139,-4262.3194,3593.7134,-3693.6093,1030.9865,-2251.7221,1321.8865,-1681.3011,-2702.4091,-1813.9389,1669.6299,-667.1493,-6886.0744,-2179.7150,4424.5418,1331.3150,-4093.7903,4068.9544,-3559.5681,2961.5320,4503.9134,-248.3167,-1250.5607,-5999.8469,-176.4968,4035.3912,-2430.4964,-4993.5274,-419.9785,1466.3873,-5141.0140,2165.6073,-5504.0902,2951.9935,-6175.4682,-5142.1363,2652.2475,5798.6343,6307.2065,5535.3744,2124.7208,-4063.1043,318.9791,-2728.4417,4605.4618,902.8493,3577.5877,4034.1425,-6801.9687,3776.1501,4828.1929,910.8235,5879.1962,5198.0874,-6690.0739,-6793.5385,6701.4766,3648.0591,6762.4839,-3821.6956,-1676.3437,-2624.6220,-871.9557,4775.9543,-2632.0104,-6637.5414,-6292.7977,4271.1045,4535.9718,-3107.8910,4517.6091,-664.0761,-1694.1602,4233.3298,4301.9349,1876.6734,-3516.9081,-2705.0220,-6311.5497,4856.5804,-3252.5526,-1852.5047,2790.3230,-359091.5878,-331046.6638,-354841.6246,-355740.1312,-348829.2351,-350855.4941,-347187.2764,-350869.8706,-17136540.1692,-17107725.6782,-17116261.5653,-17122217.5890,-350254.9187,-17131597.1652,5428.7741,5414.1700,4499.6268,-5337.8934,4683.3488,1439.1099,-5497.4475,-4703.2767,3398.3689,4684.5691,3545.6888,2768.2555,-2826.0657,491.0695,-1325.8599,-4347.9902,548.2427,-462.5269,3632.9613,4297.3579,4638.8362,3787.2252,-5252.8249,4063.7371,5493.5173,-181.9695,3539.7738,-3629.8900,5502.4487,560.5958,6297.7371,-3233.2189,4568.1044,1620.1005,-5058.6388,-2945.9367,-2117.0494,4684.7162,-208.9501,4914.6520,1179.9797,4179.2884,4714.0633,-6505.4064,746.3180,2152.6442,3447.0726,-4481.8945,4535.2808,4171.2973,5185.3799,2806.4730,-828.8589,2652.1011,-2551.9517,1540.4343,-3767.0862,3035.7209,4608.8687,-2779.2496,2450.2792,2665.5289,-3442.0335,-998.0564,-2287.9704,-478.4933,-5344.2056,-1871.8016,6860.1005,-3661.7311,-3664.4250,-55.4721,-557.8342,616.4886,-5085.0874,493.9242,1197.1389,4646.2324,-4645.4236,187.8268,3825.9576,-5505.9457,1050.3043,2754.0116,-5104.5783,2868.6650,5476.0439,3359.9307,-1102.5536,-4621.9991,-4976.0410,5338.6497,-1273.1906,-5201.5579,5074.9342,-2572.1844,-4581.3907,-5082.7118,783.3364,4990.8532,124208.7654,123371.0832,123713.0896,128241.4914,129226.1243,118996.7962,116256.0827,123979.8535,89714105.9944,89695157.3886,89736777.3792,89722073.7957,123990.6883,89726346.6419,
