sl_100_86400_20260128 Coordinates.csv
2026/01/28 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:11 2024,
Start: 2026/01/28 07:47:00.00, Stop: 2026/01/29 07:47:00.00,
TIME_UNITS,STARLINK-30049 - X-Coordinate,STARLINK-4582 - X-Coordinate,STARLINK-3201 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-3148 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-5598 - X-Coordinate,STARLINK-3758 - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-32145 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-3279 - X-Coordinate,STARLINK-5153 - X-Coordinate,STARLINK-6174 - X-Coordinate,STARLINK-3658 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-5073 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-31766 - X-Coordinate,STARLINK-6350 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-1284 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-2051 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-31661 - X-Coordinate,STARLINK-5846 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-32232 - X-Coordinate,STARLINK-31440 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-5244 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-30508 - X-Coordinate,STARLINK-30521 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-5995 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-5236 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-30324 - X-Coordinate,STARLINK-31256 - X-Coordinate,STARLINK-2049 - X-Coordinate,STARLINK-30700 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-2210 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-2439 - X-Coordinate,STARLINK-30958 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-30806 - X-Coordinate,STARLINK-1212 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-6149 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-5082 - X-Coordinate,STARLINK-4754 - X-Coordinate,STARLINK-3504 - X-Coordinate,STARLINK-4015 - X-Coordinate,STARLINK-31400 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-30144 - X-Coordinate,STARLINK-30954 - X-Coordinate,STARLINK-2449 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-30778 - X-Coordinate,STARLINK-30357 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-30889 - X-Coordinate,STARLINK-31537 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-30366 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,STARLINK-30844 - X-Coordinate,STARLINK-3045 - X-Coordinate,STARLINK-31851 - X-Coordinate,STARLINK-32161 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-32183 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30049 - Y-Coordinate,STARLINK-4582 - Y-Coordinate,STARLINK-3201 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-3148 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-5598 - Y-Coordinate,STARLINK-3758 - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-32145 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-5153 - Y-Coordinate,STARLINK-6174 - Y-Coordinate,STARLINK-3658 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-5073 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-6350 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-1284 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-2051 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-31661 - Y-Coordinate,STARLINK-5846 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-32232 - Y-Coordinate,STARLINK-31440 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-5244 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-30508 - Y-Coordinate,STARLINK-30521 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-5995 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-5236 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-30324 - Y-Coordinate,STARLINK-31256 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,STARLINK-30700 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-2210 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,STARLINK-30958 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-1212 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-6149 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-4754 - Y-Coordinate,STARLINK-3504 - Y-Coordinate,STARLINK-4015 - Y-Coordinate,STARLINK-31400 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-30144 - Y-Coordinate,STARLINK-30954 - Y-Coordinate,STARLINK-2449 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-30778 - Y-Coordinate,STARLINK-30357 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-30889 - Y-Coordinate,STARLINK-31537 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-30366 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,STARLINK-30844 - Y-Coordinate,STARLINK-3045 - Y-Coordinate,STARLINK-31851 - Y-Coordinate,STARLINK-32161 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-32183 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30049 - Z-Coordinate,STARLINK-4582 - Z-Coordinate,STARLINK-3201 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-3148 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-5598 - Z-Coordinate,STARLINK-3758 - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-32145 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-5153 - Z-Coordinate,STARLINK-6174 - Z-Coordinate,STARLINK-3658 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-5073 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-6350 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-1284 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-2051 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-31661 - Z-Coordinate,STARLINK-5846 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-32232 - Z-Coordinate,STARLINK-31440 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-5244 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-30508 - Z-Coordinate,STARLINK-30521 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-5995 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-5236 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-30324 - Z-Coordinate,STARLINK-31256 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,STARLINK-30700 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-2210 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,STARLINK-30958 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-1212 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-6149 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-4754 - Z-Coordinate,STARLINK-3504 - Z-Coordinate,STARLINK-4015 - Z-Coordinate,STARLINK-31400 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-30144 - Z-Coordinate,STARLINK-30954 - Z-Coordinate,STARLINK-2449 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-30778 - Z-Coordinate,STARLINK-30357 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-30889 - Z-Coordinate,STARLINK-31537 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-30366 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,STARLINK-30844 - Z-Coordinate,STARLINK-3045 - Z-Coordinate,STARLINK-31851 - Z-Coordinate,STARLINK-32161 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-32183 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1321.6094,2761.0468,4272.2727,5795.9876,-3482.4301,-5353.0096,-1706.3954,-804.8349,3102.6008,-5124.7676,635.5084,-188.0788,1488.8106,-4757.7440,-2025.6974,-1799.8939,-3480.3451,-5956.3821,-4081.4832,-6090.0913,-3170.1714,-6163.9459,-1468.0887,-4548.1771,861.9275,6553.5008,1560.0391,-5851.8511,-5681.3724,4531.1038,146.7710,-6754.9055,-3650.8495,5654.1726,-4409.7028,5321.2890,2637.7162,-5785.7114,-2778.6888,-2973.2689,-4986.8155,-5943.3439,-5065.0715,-6041.1558,-5530.9299,3841.6346,2513.6180,4023.6706,6833.5866,-3147.2823,-809.4405,-3285.8952,2602.4374,-3637.6080,757.9765,5030.8234,2869.2446,4801.5954,3717.1449,-5779.7820,-4844.8508,4927.1010,-5573.2734,1283.4663,4414.0101,4093.4689,1774.3494,-4889.2891,2141.1754,-160.6827,5938.1489,-5167.1138,4718.3033,3489.9433,4857.6294,-3717.7495,4637.0007,-2829.0740,-5147.8167,5168.1639,-73.4157,1992.8689,-3935.0263,5076.2975,981.5930,-6.0421,5926.1028,5275.7769,4166.1879,-4838.5663,6909.5376,-4960.7362,-633.4990,-4909.4238,-3043.5774,-892.4839,-5596.4556,-6791.3682,6276.6736,-2817.2812,346663.8662,328854.4191,328593.4650,332332.7877,323840.0253,326966.8599,326963.0275,328468.0496,-156494824.2657,-156518830.4128,-156534766.7104,-156503688.0532,328525.9297,-156510747.1459,-4932.8793,-3449.0376,-12.0329,225.4897,-1334.2513,-3045.8280,-2087.6841,-2165.7048,3954.4874,783.3458,-3228.8855,-4546.9584,5317.4496,543.6656,-2315.2523,4060.3356,-3074.8752,-1079.4208,-2908.1882,-2815.1999,-6092.2956,3172.3609,6583.4421,-271.1186,5005.3862,-960.2920,-6699.4651,-3583.8088,-3665.1916,2538.1374,4186.7469,-1487.5486,3413.4493,3412.3002,-4905.6310,376.2068,3422.5108,-2251.1937,3752.3336,3412.8633,-4705.0504,-1076.3537,2716.5921,2051.9678,-1089.2050,5437.3023,4323.3310,-2390.4920,-521.7377,5677.0681,4232.2267,1572.3593,-4942.5196,5587.8613,6279.6127,-761.5017,-3042.1671,-495.1202,-2004.1388,-2187.1110,3339.7511,4831.3141,-1478.8116,-6472.5233,3365.1788,-4401.3605,6579.8132,-3720.4827,-5156.6060,6534.3425,2454.8068,-554.1749,251.9648,5914.8191,1613.4680,4060.2075,-3826.0564,-3614.9429,416.1451,2257.4356,6395.8452,6406.8234,-5668.8112,-1774.4331,-5256.7356,6790.4445,2752.2380,-4011.0892,-5421.1744,-3720.2367,76.0534,-1283.6662,5244.5392,4283.8176,-5353.8983,5391.8137,463.5438,-1267.2947,524.1431,5363.7491,7405.3320,-2125.2452,9816.6092,7957.5233,8710.4647,8318.1587,-168.4681,5012.8266,295539447.6229,295529333.7672,295528813.1483,295529187.0600,3771.0715,295527701.6792,4684.1407,-5322.4809,5422.4522,-3728.5807,-5876.3375,-3148.8696,-6399.2230,-6546.5922,4738.2942,4569.2970,-6124.0976,-5212.3039,-4164.3471,4857.0246,-6240.9141,-5304.9351,5099.5920,3366.8161,-4761.5884,599.8045,-1056.1998,-184.8643,1502.2725,-5084.4741,4714.1789,2039.3031,775.5071,-39.7485,-1404.1340,4585.2804,5478.0431,-403.9176,-4657.5859,-2169.8353,1754.7852,4225.6982,5295.9307,3063.7654,5089.3273,-5252.8225,-1066.2646,3400.7533,3737.6332,2714.3817,-4040.1197,-1641.6181,4633.8888,5070.9527,-1136.4555,-2411.5093,-5418.4358,5910.4746,-4052.1060,1886.4372,2836.9849,4576.5832,-5517.2679,-4870.6442,5466.0577,3039.9477,3452.2352,-288.8809,-3861.2845,2093.6815,4148.2118,-3381.2752,-1273.3637,3174.2901,4102.4882,-2320.8708,-2363.5594,-4591.7256,-5060.0365,-842.7119,-4659.6419,4014.5452,3226.2148,-5175.9289,-4632.7605,4020.2742,-2638.5498,1662.1102,-699.5661,4356.1431,-4424.9658,597.8394,-2276.4701,1589.7569,-957.4972,-3149.1935,-225.7571,4487.6279,4163.5237,2315.3694,3203.8692,-4055.5211,3862.7934,229.2553,-2912.1405,2964.9534,167629.4435,165204.1333,162826.3639,169141.5147,168524.4104,157888.1474,156862.5237,165159.8169,-123609812.7292,-123634716.0673,-123614747.7550,-123603352.8366,163910.7945,-123604725.9557,
3600.000,4897.6052,1423.2844,-5059.6981,-6649.7584,1428.1906,4179.6767,-2508.5270,-1421.0369,-4399.2616,2029.6865,826.4461,4111.2041,-3846.2757,5614.9937,3135.3560,-2592.6120,4564.8082,6797.3778,6637.6972,5357.9618,2851.3384,4052.2300,-158.3043,5872.6292,-4560.1086,-5985.7426,173.4485,5823.0514,5926.1415,-6497.1364,-4353.1823,5774.9868,272.4957,-3534.4875,5851.1274,-2445.7446,-6155.1933,4858.1489,1121.3382,1283.8028,5902.4260,4414.3452,873.0507,3033.4029,6633.2243,-4884.5851,-5869.0273,-3575.9275,-4355.8229,1071.9224,-2577.4748,5076.6818,1541.1232,2215.9810,-3477.5748,-4478.8412,477.4719,-1889.2092,-2494.1922,6726.7720,4104.8043,-5087.8329,4540.5151,242.9787,-6690.7141,-57.7347,-3700.9276,4240.8014,1930.1754,-2676.9542,-4209.1711,4465.8351,-6133.6981,-4031.8527,-6832.3947,-815.1783,-344.1510,6045.0789,5034.9499,-6852.8341,-1557.4439,-3287.9465,4928.2523,-2338.2017,3041.2256,-2761.8884,-5139.8186,-1542.2744,-1410.9043,4996.2624,-5498.3707,4634.2363,-3676.2735,1369.5399,3442.4638,-3615.1096,6200.8429,5708.6897,-4346.6207,868.1925,333039.4842,317052.8751,318397.4834,320721.2067,311930.7010,314760.9403,315735.1912,317383.5526,-227687828.0898,-227708199.0689,-227724794.3431,-227703608.8635,316942.8511,-227703535.8391,4011.2540,4801.5341,3680.0991,1731.4994,-2801.5368,-599.3062,-1456.7305,6053.4037,234.7724,-3823.5593,6333.7678,2537.5206,-5739.1417,-3718.4417,-2171.8974,-4244.7000,-1255.8807,-1357.3514,1506.7718,137.5607,5051.7692,-4587.4137,-6299.9033,-3071.2045,-4228.8757,3094.2852,6024.5463,648.5212,1922.6072,396.3573,-3372.6191,-1085.8183,-6141.2588,-1152.5253,2709.8774,3491.5517,-1856.8213,-1478.6039,-6545.2325,-6378.0562,2600.0073,-2513.2829,-4030.4142,-4143.0565,-1720.2529,-1946.1298,-1407.5044,5608.6780,897.4568,-6718.0827,-5737.2538,-4178.0963,3853.3482,-6108.6559,-3749.0963,4667.4404,5560.3314,4192.6527,5628.1432,667.3319,-5343.0745,-2646.2377,-2408.7345,6554.5100,-1299.8875,4163.3731,-5351.6927,-60.3963,4873.5724,-4471.2167,977.6579,-3471.9813,2618.8159,-3309.2454,355.4258,-5206.2712,5000.8246,2588.6070,-4030.4657,207.5194,-6512.2648,-5456.9330,3015.9658,4878.7406,4518.0423,-4792.4985,743.1820,4963.6030,4919.8933,-475.3436,1597.6434,-3335.9871,-2280.5940,-5006.1852,5777.2857,-3874.2532,-2784.6901,-591.0485,2660.5827,-6379.0001,94035.1303,76635.1524,91121.6212,88536.9532,90016.4338,89709.0283,82092.6889,84126.4229,244940512.2269,244929291.9639,244921589.4217,244933098.3301,85154.4365,244927618.1039,-2843.7987,4753.8001,-2946.2841,-529.5796,6197.5278,5464.0809,6295.9599,3070.6067,-5336.0670,-5401.0091,2727.9818,4936.3200,187.2827,-1136.3244,5807.3845,4791.2332,-5033.2954,21.9390,1170.6276,4073.5004,-3823.2345,-3267.1243,2832.1552,1615.5793,-3080.6555,1622.8907,3399.6010,3565.0562,-2978.9860,-2400.6469,-4172.3397,3659.2238,2973.4792,5865.5385,2239.8547,-5318.0422,-2353.0245,-4718.1203,-1936.8002,2374.7487,-2561.9718,-4730.8927,-5487.7167,-4671.5810,1034.1601,4391.5582,-3187.9732,-1874.5049,5330.5710,-1286.9466,2869.6647,-2261.6318,5497.3523,2404.6316,-4692.8176,-2260.7489,4077.8094,5071.9503,-3160.0095,1336.7185,1100.1160,-3853.5833,4646.7697,2218.0200,-1290.4743,5483.8917,-2396.2382,-5473.1046,-4546.7526,4563.4466,5297.2720,3993.6613,1828.0690,4535.1025,1011.1296,-4330.5284,-4636.9785,2122.1574,2535.4356,-1032.7065,-1735.3272,2679.4730,3825.8059,-4332.0731,4285.2477,-3989.6252,4558.6818,-4415.1411,4622.6506,4674.6369,-3878.7964,-3727.3454,-5161.1283,-4580.9663,1735.8494,4256.8775,576.4075,3844.6902,4694.8106,2027.1917,168027.2127,166041.7186,164573.8417,167769.2543,170456.2910,161193.4394,155928.0591,163055.3224,-123560223.4438,-123586594.3985,-123571298.4935,-123551049.1787,164497.4931,-123558128.5039,
7200.000,-6513.7050,-4268.6295,4308.3811,4349.1106,-688.2342,-2698.7821,3322.1436,3734.5172,5230.3902,753.2115,-953.1137,-6677.7217,4408.8666,-3661.5799,-4552.6412,5503.0989,-4989.9047,-5042.5532,-6148.8113,-1979.7036,-2351.0407,-224.5342,2564.0783,-4332.5919,6411.2183,3048.2511,-2801.2814,-3895.0076,-4028.2677,6282.6193,6513.8999,-3076.7357,2499.0980,1262.2398,-4906.0128,-359.5479,6442.2286,-3182.0673,474.2104,219.6018,-5081.7287,-2289.0675,3269.5408,636.0289,-5325.7445,4911.0162,6648.7416,2023.4022,118.9234,1706.5131,4172.7800,-4864.0380,-5390.8999,766.8509,5833.9336,2406.6712,-2620.5195,-589.0310,1099.7175,-4619.1721,-866.8979,3923.3793,-2976.3197,-2346.5315,6451.0063,-4212.9960,4798.3596,-3318.5492,-5280.0183,5430.3847,1677.5867,-3110.9003,5166.0778,4171.9732,5826.2982,4546.9131,-3875.2762,-6450.1890,-3620.8379,5977.0542,2995.3587,3939.0716,-5040.9149,-385.5314,-5947.3310,5186.2560,3392.8369,-3111.0405,-2743.9659,-4206.6523,1926.3482,-3009.1375,6504.0912,2776.9495,-2645.5814,6521.4580,-3328.3329,-2561.4155,1716.3733,2316.3949,298035.3612,286686.5607,288278.8155,288931.3574,280391.6018,283627.2058,284217.7035,284917.3020,-283352201.0465,-283369143.1695,-283383164.0536,-283375066.0034,285555.9678,-283367191.5560,-2275.3707,-5301.3290,-5217.4562,-3007.4449,6244.1010,4630.2693,5559.7019,-5416.2559,-3718.0812,6257.3823,-6511.0389,-849.5964,3636.7032,4618.1223,4841.5017,3983.3871,4445.9186,3311.9959,191.2529,3787.5790,-1102.9406,5062.8745,3463.6047,4302.5021,2616.5295,-4488.9497,-3133.2189,3255.7366,1386.0902,-2658.6538,2281.4510,4071.9355,6291.4649,-2917.3032,1253.9865,-6388.0816,55.2803,5079.9879,6446.9315,6651.6682,890.2041,5709.3649,4979.3954,5759.9616,3602.9045,-2538.2333,-1385.0757,-6099.4055,-2623.0752,5250.6792,5324.6340,4147.5891,-2646.8209,4447.3150,527.2000,-6188.9981,-6402.3159,-6611.9672,-6731.3353,1596.6419,4720.5622,-1351.6610,5680.7596,-3936.5304,-953.0197,-3689.1143,1973.2873,4224.7231,-3900.6966,1466.4787,-4927.8839,6116.3093,-3849.3483,-1011.6996,-1832.6487,4894.3149,-4989.6115,-1071.1952,5812.4651,-2361.0533,3719.9220,1879.2710,1009.1057,-6718.9461,-3202.9464,796.1310,-4511.7273,-4656.1094,-3402.7842,4538.2011,-3680.0029,6115.4009,-666.7862,4932.3088,-2991.0799,1555.1726,3777.5778,3279.4338,-5636.4539,3516.4735,174170.6158,150393.1504,166393.0072,162718.4441,165609.8501,164280.8857,158950.3774,161531.1958,177630503.6920,177620101.7128,177605431.2942,177618237.1554,161023.1934,177616661.7628,-729.9090,-1217.5001,-1418.1162,4409.6280,-2997.7640,-4375.1854,-2503.0130,2189.8066,2565.1151,2839.4930,2231.3485,-1592.3350,3877.9938,-3451.8250,-2061.5340,-1294.9542,1726.4186,-3420.3987,3134.3087,-5212.4580,6434.4411,4722.6875,-5410.9221,3037.5191,-428.1887,-4322.2997,-5508.0443,-4622.6142,5421.4150,-1256.7828,171.5837,-4691.3162,902.0706,-6185.1681,-4585.1363,2326.3939,-2311.9661,3462.3911,-2461.9051,1922.3069,4627.1415,3196.8602,3392.3449,3803.4708,2578.7469,-4061.0765,-662.6098,-2543.0348,-6435.1231,4165.1135,1439.0257,-2730.0743,-3398.7549,-5267.8779,3704.4603,-1686.2994,-125.0641,-1717.5530,-1152.4822,-4864.7929,-4860.4454,5509.5018,-2648.8907,-5199.0942,-2369.0451,-4027.6494,4585.9821,4350.1254,2226.0449,-4061.0142,-4450.6608,-979.7514,2513.0131,-5431.8299,3237.3155,1355.9794,2578.4103,2237.8455,1077.2702,-2605.4243,4991.3479,-5369.6483,-4661.4647,1630.9346,-1584.6788,4345.0316,-4003.2967,3880.0900,-5349.3213,-2979.3120,5515.5175,124.8718,1594.5544,3967.4467,-5686.2821,-1158.1253,-4607.2464,-5526.3892,-3666.7606,-5278.0559,168373.3692,166699.7920,166283.4702,165460.3250,171879.4105,165365.6461,155684.2564,166635.8837,-123510459.5895,-123537777.0948,-123527380.2509,-123503744.7450,165066.8036,-123511492.1559,
