sl_5_86400_20260621 Coordinates.csv
2026/06/21 07:47:00.0000 UTC

Generated: Tue Oct  8 16:59:28 2024,
Start: 2026/06/21 07:47:00.00, Stop: 2026/06/22 07:47:00.00,
TIME_UNITS,STARLINK-4425 - X-Coordinate,STARLINK-3279 - X-Coordinate,STARLINK-1148 - X-Coordinate,STARLINK-11223 [DTC] - X-Coordinate,STARLINK-31179 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-1148 - Y-Coordinate,STARLINK-11223 [DTC] - Y-Coordinate,STARLINK-31179 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-1148 - Z-Coordinate,STARLINK-11223 [DTC] - Z-Coordinate,STARLINK-31179 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5996.9796,3951.9010,-3589.4250,-2550.7492,-427.7595,306170.1887,332178.0271,316506.8244,315382.4314,321535.7496,319573.2740,324649.3339,319971.0684,-271826237.3892,-271850112.8721,-271838195.6735,-271825709.0062,321066.7739,-271836662.2728,3305.1739,-1252.0053,3468.1529,5937.3161,5098.6002,222187.6570,203712.4699,208349.5855,211573.6940,205580.8583,207711.8322,214447.2720,211005.1471,133218269.6768,133210836.2483,133214561.3729,133199543.0598,212398.9128,133205374.9462,1117.6087,5521.4389,4339.3329,1384.6679,4662.1746,11540.1492,6080.1890,6816.0418,12385.0944,12407.1422,1878.2393,251.7839,7772.0698,101453160.7686,101448850.4064,101426117.8212,101439402.4861,7550.1303,101441226.4359,
3600.000,5621.7894,-2366.3774,-2185.6000,-335.9582,-3250.0073,240009.6784,268622.6265,252166.7162,252498.3320,258281.1141,256565.6449,260349.9449,258183.2813,-297020179.8896,-297042318.8436,-297039593.6494,-297022441.0072,257537.2350,-297031540.5147,-704.8365,5125.1116,-4100.9389,-5340.7544,-5485.8674,291406.2373,280613.3072,283556.4699,286311.1512,279539.1441,281584.6398,288017.2412,288135.1061,58263253.9177,58252594.3233,58259521.0671,58251403.7824,286501.9074,58250147.7283,4006.0833,-3996.5141,-4718.3460,3871.3760,-2714.6360,9763.5846,4289.4334,6298.9596,8618.5687,11924.5381,3006.5806,-2869.7103,5453.4815,101487570.0872,101490300.0233,101466068.6507,101471095.3161,5839.6081,101476774.5062,
7200.000,-1051.7053,913.1702,5840.2949,4220.7943,5319.6102,158928.9543,187463.2852,171609.3612,174026.8936,178372.4451,176901.6291,179739.0811,177293.0678,-301941122.1656,-301959773.0814,-301966400.9264,-301952199.2256,177352.4664,-301953214.9499,-958.9686,-6850.5392,3116.0351,1039.2429,4344.2834,341656.6084,338705.3871,340735.5192,343257.6022,335412.2385,338951.1336,342924.2814,340672.4843,-20651269.5869,-20663887.1738,-20659214.8413,-20660084.3327,342286.6090,-20665086.4257,-6796.8582,-70.7317,113.0064,-4985.1465,-913.4583,7947.8140,2547.9891,5658.2609,3983.6120,10955.0648,4962.0167,-5294.5747,4920.2232,101521243.4690,101530342.9416,101507304.4650,101505405.3433,4128.5745,101512285.7848,
10800.000,-4121.1523,944.9419,-4746.0806,-5928.8611,-5503.2515,68183.6148,93948.3261,79909.8414,87302.2017,86859.7569,84818.5714,88105.1937,85255.9986,-286257441.7900,-286272044.9698,-286284504.2577,-286276700.4666,85648.1752,-286269842.3214,-508.7118,5503.8473,333.6879,2831.6607,-1390.1810,369948.7496,374053.8259,376199.4674,377686.0354,369478.3300,378089.0898,375797.1368,377609.2360,-98139825.3405,-98152434.4212,-98154598.9512,-98154168.5441,376134.6639,-98154686.0313,5552.0930,4065.7560,4593.3552,718.6822,3963.8614,6095.2636,888.0124,4607.2546,799.8463,9514.0068,4220.0498,-7069.0531,1488.4976,101554299.9367,101568960.3649,101549240.0856,101545309.9534,2417.1854,101547760.2683,
14400.000,5870.5839,-3546.6545,984.4327,2872.0345,4497.5264,-26441.2715,-5986.3069,-17125.0875,-6725.3753,-10418.5950,-13285.4955,-8681.2922,-10927.1148,-251043477.4473,-251054633.9569,-251067267.6763,-251059593.1678,-11689.7382,-251055651.5627,3556.5398,-2179.2471,-4773.3436,-4107.1632,-2578.6926,374701.5694,384167.7062,387585.1093,386488.7767,379458.7897,390230.8535,384689.9739,384793.1725,-168915366.3003,-168925974.4690,-168936632.6857,-168937254.7490,385835.0986,-168931350.5212,-1058.3390,-5523.7008,-4483.3349,4300.7237,-4600.0067,4207.7949,-613.0682,2969.1151,1497.9854,7592.0966,-1251.6904,-8201.4204,1974.4472,101586896.0829,101606347.7824,101590881.8104,101588072.9796,705.5964,101583197.9532,
18000.000,-3370.1720,5867.0357,2185.6852,2980.6537,-2913.7657,-118997.0497,-106604.7395,-113283.6306,-102130.6235,-107237.3589,-110493.3322,-104536.8053,-109336.0578,-198705921.7633,-198715133.0292,-198722704.1199,-198713280.5901,-108403.4384,-198717365.3921,-4478.4805,-1074.7753,6239.0561,3551.4882,5803.8940,355814.6935,368404.2843,374033.5278,371102.3169,364666.1450,375064.0630,369166.6827,371386.1299,-228149972.5821,-228157034.7424,-228174512.3326,-228171848.2118,370729.1840,-228166885.3916,-4096.2160,3482.7891,-364.9396,-4716.7215,2404.6716,2286.8103,-1672.1419,724.3132,2098.7907,5151.9008,-6101.9736,-8664.2443,-2366.1005,101619215.9282,101642740.7239,101631241.7067,101627331.5382,-1006.0377,101618598.8360,
21600.000,-337.7400,-6199.2539,-3699.6857,-6360.7649,850.7999,-203739.4627,-201538.8346,-202333.7719,-191450.0336,-197416.5196,-200329.6845,-193572.3189,-197408.4130,-132819341.1608,-132828684.6106,-132828191.3140,-132820887.8928,-198266.0587,-132829712.2832,1326.8094,2970.4894,-2626.9179,-1798.7201,-6759.9206,314647.9916,331629.3346,336299.0312,332253.4681,326074.4766,335328.9371,330282.2892,331630.9991,-271804145.8552,-271806853.3046,-271827429.9923,-271820105.7657,331755.3726,-271821568.5653,6796.3017,728.7186,4810.5712,40.1819,1248.7912,333.3255,-1931.9352,-1984.1092,2139.8641,2116.6933,-10016.3278,-8388.8195,-1117.1896,101651459.0039,101678345.4113,101669797.4520,101662794.6529,-2717.5625,101653962.9134,
25200.000,1630.7175,3652.6672,4021.3059,4462.3750,1866.8253,-275476.1497,-281134.7500,-278450.3005,-268523.7056,-275271.0100,-277010.4471,-270561.8985,-276143.3028,-57882062.6443,-57893849.2122,-57884815.7874,-57883277.0335,-275483.2654,-57891270.7819,3893.0223,-3762.7252,-3154.0864,-1408.6318,5224.6656,253912.2670,274111.6097,276749.7907,272164.8003,266353.2671,274197.3558,270441.0939,271187.7196,-296902249.8155,-296900681.2377,-296920289.2645,-296910948.7814,271391.2300,-296919649.5025,-5516.6465,-4508.1350,-4210.8973,4659.1249,-4153.5230,-1651.9790,-3049.4009,-4888.8322,1656.3145,-1650.7372,-13138.3690,-7261.0105,-6054.5655,101683827.4293,101713325.2932,101706534.3225,101695724.4996,-4428.8242,101689290.1818,
28800.000,159.4032,658.2029,-2594.6307,229.4008,-4743.4748,-329872.9193,-342963.2699,-336641.6377,-328197.5012,-336024.5661,-335715.2085,-331730.9597,-334833.0226,20990907.6555,20974481.2075,20990663.0531,20985448.8713,-335067.5408,20982677.8690,-6870.7358,4221.6846,6033.2648,4958.9419,-2275.5006,177479.8288,197438.4092,199232.6479,194545.2045,190166.9487,195879.9123,193059.5475,193960.7254,-301735323.7629,-301730478.7990,-301745842.6843,-301739295.9509,193495.9398,-301752192.7147,952.0272,5423.5175,-841.4292,-4370.1816,4498.8266,-3668.7186,-4552.1618,-7669.8580,686.8317,-6285.5486,-15562.8710,-5305.3149,-4388.7598,101716512.8221,101747806.0321,101741708.3319,101727141.8917,-6139.6698,101724580.6379,
