sl_100_5400_20260522 Coordinates.csv
2026/05/22 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:45 2024,
Start: 2026/05/22 07:47:00.00, Stop: 2026/05/22 09:17:00.00,
TIME_UNITS,STARLINK-1785 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-31229 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-4116 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-30127 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-6187 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-4357 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-6250 - X-Coordinate,STARLINK-6310 - X-Coordinate,STARLINK-2006 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-1635 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-3393 - X-Coordinate,STARLINK-2044 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-30707 - X-Coordinate,STARLINK-31427 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-2055 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-2378 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-30797 - X-Coordinate,STARLINK-5020 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-3291 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-5399 - X-Coordinate,STARLINK-3846 - X-Coordinate,STARLINK-4205 - X-Coordinate,STARLINK-30785 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-5947 - X-Coordinate,STARLINK-2147 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-5382 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-2683 - X-Coordinate,STARLINK-4434 - X-Coordinate,STARLINK-3820 - X-Coordinate,STARLINK-31563 - X-Coordinate,STARLINK-3861 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-5943 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-4062 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-30615 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-3392 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-2035 - X-Coordinate,STARLINK-31580 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-31126 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-4301 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-11208 [DTC] - X-Coordinate,STARLINK-6080 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-30934 - X-Coordinate,STARLINK-5894 - X-Coordinate,STARLINK-5258 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1785 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-31229 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-4116 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-30127 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-6187 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-4357 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-6250 - Y-Coordinate,STARLINK-6310 - Y-Coordinate,STARLINK-2006 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-1635 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-3393 - Y-Coordinate,STARLINK-2044 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-30707 - Y-Coordinate,STARLINK-31427 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-2055 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-2378 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-30797 - Y-Coordinate,STARLINK-5020 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-3291 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-5399 - Y-Coordinate,STARLINK-3846 - Y-Coordinate,STARLINK-4205 - Y-Coordinate,STARLINK-30785 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-5947 - Y-Coordinate,STARLINK-2147 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-5382 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-2683 - Y-Coordinate,STARLINK-4434 - Y-Coordinate,STARLINK-3820 - Y-Coordinate,STARLINK-31563 - Y-Coordinate,STARLINK-3861 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-4062 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-30615 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-3392 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-2035 - Y-Coordinate,STARLINK-31580 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-31126 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-4301 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-11208 [DTC] - Y-Coordinate,STARLINK-6080 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-30934 - Y-Coordinate,STARLINK-5894 - Y-Coordinate,STARLINK-5258 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1785 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-31229 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-4116 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-30127 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-6187 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-4357 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-6250 - Z-Coordinate,STARLINK-6310 - Z-Coordinate,STARLINK-2006 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-1635 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-3393 - Z-Coordinate,STARLINK-2044 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-30707 - Z-Coordinate,STARLINK-31427 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-2055 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-2378 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-30797 - Z-Coordinate,STARLINK-5020 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-3291 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-5399 - Z-Coordinate,STARLINK-3846 - Z-Coordinate,STARLINK-4205 - Z-Coordinate,STARLINK-30785 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-5947 - Z-Coordinate,STARLINK-2147 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-5382 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-2683 - Z-Coordinate,STARLINK-4434 - Z-Coordinate,STARLINK-3820 - Z-Coordinate,STARLINK-31563 - Z-Coordinate,STARLINK-3861 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-4062 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-30615 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-3392 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-2035 - Z-Coordinate,STARLINK-31580 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-31126 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-4301 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-11208 [DTC] - Z-Coordinate,STARLINK-6080 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-30934 - Z-Coordinate,STARLINK-5894 - Z-Coordinate,STARLINK-5258 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-977.9081,-482.3547,-6477.3015,-1970.1998,1295.9396,-2393.5984,2706.7250,3683.1429,936.4736,-4066.3466,6631.1184,1823.8916,-4070.6326,3520.7917,-2100.1648,188.7989,-6654.9041,3756.3874,4598.0868,-5380.6102,-2009.9648,-487.4125,5475.4905,-2850.1254,2943.6067,-4354.5830,-5883.1500,940.5852,-4383.8399,5269.9100,-4977.8232,2018.4736,1712.4509,7.2981,-4689.3429,-4671.3768,3177.5387,4629.5420,3321.1694,-3051.9959,-4952.6948,-4736.5206,6352.2022,4057.5576,5563.3927,3147.0423,3761.0116,2965.9409,4441.1895,3702.5355,3832.4930,750.2061,3896.8710,3288.3670,1124.9642,-4097.2097,1589.8915,-207.1200,767.4892,4575.6515,-3143.9774,938.3477,-1888.1536,5407.6151,4509.7354,3423.8372,-6126.8973,-2498.4341,-5971.7104,-2441.6813,3353.9364,-1608.3223,-5041.6917,4113.0431,1759.9370,-4791.6000,2631.8416,-3307.0751,-562.2940,-5802.1836,-2022.2590,-3111.7951,-1120.1327,3156.2344,4339.1046,-3953.1539,3839.7067,-4847.6759,-321.5364,323.0010,0.0000,2771.3506,0.0000,1228.9575,-2484.7059,-4619.2095,130.1465,-6722.6937,-2285.1626,-4892.0143,275268.0285,301978.4599,280484.1799,281043.8622,283472.6575,282778.3806,290540.5564,286555.1221,-268098809.5884,-268058449.2728,-268081040.2445,-268086212.9677,286390.6838,-268090342.3624,5234.4789,6092.5546,-1330.6672,3745.8675,-6026.0815,-5349.9068,-5671.2328,3021.9853,-5767.2923,-5047.4977,-793.1128,-6663.6719,1672.3229,3727.5656,5109.5843,-6748.6324,1770.0285,-2240.0616,-3083.0431,-2050.6002,4716.5592,5199.5417,-3589.2199,-2869.2030,-4582.7009,5026.6153,200.0734,-1527.6120,-983.0531,915.1508,532.5364,5723.5845,6293.3241,-4977.6872,-2278.6833,-4755.3146,5334.4567,336.3040,-5979.0496,5942.5163,-3525.5253,3812.7870,-1877.6934,2029.9969,3777.2724,4441.0178,4182.2726,4606.6312,-5157.9143,-2095.6573,-4444.0510,-6711.3170,4907.5285,4119.0810,4493.6534,-3800.0402,-6404.3556,6215.7432,2973.6747,-4816.8347,5169.0846,-645.2200,-3784.4734,3699.4879,-524.8020,-4020.1535,2735.3486,-4529.7750,3187.1277,5950.0293,-3937.8607,4572.0124,-616.6819,-3244.0652,-4730.9968,-2655.0651,-5446.5542,-5547.1901,-6063.5083,-434.3911,4732.6510,-5929.6687,-6720.0845,4818.3638,5183.4255,-1519.9030,1673.4296,-1548.9183,-5189.4619,6912.2196,0.0000,-6005.7741,0.0000,6644.6272,-6123.2599,2106.5838,-5104.7019,936.1334,4509.1219,-1669.3714,229344.5558,207131.9721,213124.5456,216656.4220,208429.0302,211297.8244,214629.1504,214118.7783,180194089.3980,180141353.0475,180159158.2432,180163235.4993,214603.3853,180175858.5805,4284.4601,3301.6225,1829.5393,5375.8015,3112.6304,-3489.2101,-2884.6820,-5016.0789,3689.2677,-2422.9415,-1873.1180,-342.9392,5265.6511,-4676.3981,-4193.3778,1481.1093,-865.8626,-5344.0268,4168.4227,3818.7224,4657.9698,-4562.6862,-2192.9597,5334.4284,-4194.1829,1961.6428,3608.0927,-6705.4325,5152.9740,-4245.1514,4741.8941,-2962.0318,2330.5073,-4716.3177,-4406.7505,1830.2018,3044.8180,5104.9165,-1012.4857,1475.3422,-3336.6803,3158.5593,-1396.0497,5212.6887,-1136.4254,-4185.9648,-4032.0166,-4076.9359,1198.2217,-5445.8570,3642.1824,1520.4941,2914.7514,4493.0105,-5142.4955,3857.3927,2134.1433,-3015.2695,6207.3696,-1996.3740,-3348.2836,6832.6559,5464.4994,1883.8255,5199.1727,-4464.9551,292.7643,-4478.1632,1551.9176,-2601.8361,4466.2456,-4688.5917,4703.4209,-4519.3831,4709.0167,4106.6075,3328.4444,-2581.2060,-3322.6432,-3779.6476,4639.4744,1467.9386,-577.8339,-3836.8052,1405.0311,-5444.2311,-5381.7908,-4732.7559,-4469.2737,-384.9398,0.0000,2012.6151,0.0000,-1543.0917,1882.8238,-4709.5569,-4697.3721,829.2479,-4781.6963,-4598.1543,114495.9472,112221.5627,110172.2616,115901.0634,115789.4978,105234.8416,103734.0539,112730.0573,66806117.7125,66804131.6463,66786420.5258,66805003.3637,110981.7820,66802467.5143,
300.000,482.7294,1204.5614,-5943.0588,-240.9876,63.3629,-3679.0537,1042.7536,5294.6458,-399.5734,-5241.3690,5738.6655,548.7743,-2565.0575,4753.4609,-0.7869,-1032.5555,-5766.1845,3024.6147,5734.7792,-6451.6592,107.9656,1545.3887,4036.0746,-4108.7289,1963.5708,-2686.0671,-4714.4990,2890.2873,-3948.9530,4869.8745,-3693.2522,2990.0074,3290.1091,-1763.8307,-5734.3673,-5290.6989,3836.9018,5300.8732,2227.1896,-1971.1534,-6202.5483,-4233.7816,5880.0642,4153.2285,5935.6985,3786.8937,4146.6703,3671.7291,3504.1178,2873.7726,1982.8818,-769.2652,5191.7837,4978.3936,2767.3119,-4297.6887,95.7491,1121.2664,448.0137,2928.5023,-1363.5660,815.9416,-3533.1689,6354.2344,4779.4723,1997.7280,-5369.8357,-3429.4593,-4666.3374,-614.0978,2514.2838,-149.1298,-5193.7569,2181.7062,-265.8471,-6091.3355,879.6557,-3352.2365,-2304.2623,-6262.6384,100.6022,-3879.1135,-2278.7902,4865.8844,4842.4606,-4207.9473,4165.4045,-5219.2588,-2344.5288,1796.7778,0.0000,1259.3004,0.0000,2732.3528,-3958.6548,-3441.8731,-1979.8107,-5990.4275,-1968.8688,-6043.2284,270360.1224,297632.7649,275903.1651,276553.4112,278936.0683,278234.4075,285924.4209,282474.5092,-271966643.4930,-271925457.9901,-271948456.0973,-271953447.2690,281848.5502,-271958117.8881,6157.2513,6533.8990,75.4151,4931.0331,-6750.7808,-3798.5976,-5351.3119,1980.9940,-6555.9535,-4463.4030,-2263.9587,-6566.9175,3244.8096,1962.8002,5124.3107,-6828.8998,3093.1121,-4156.1819,-3223.7733,-885.9538,5124.3902,5507.7414,-4193.8481,-1050.7461,-5958.9062,5505.7571,1629.9280,-2352.8065,1142.6682,-1184.2020,2168.3888,4263.7200,6033.3664,-3876.9625,-522.0626,-3149.4302,3735.3617,-1508.7405,-6493.4740,6545.0417,-2299.0139,5173.2316,-3347.4304,-124.8220,2174.0772,2570.9991,2294.1455,2771.9913,-5927.6885,-4014.3397,-4556.7297,-6881.4161,4395.7269,2980.6937,3119.9579,-1876.0885,-6905.2842,6683.6156,4844.4320,-5372.0224,4989.6496,1631.0866,-2355.2898,2446.3223,-2498.6058,-5465.7542,3732.9601,-2710.5480,4238.6625,5814.7288,-5504.4063,5748.7656,1502.0539,-3858.8720,-4299.6572,-1601.3410,-5088.7191,-4248.2706,-6208.9212,1349.6713,5110.1551,-4709.9242,-6322.6995,4085.4201,3850.2618,643.7229,-494.8679,562.1681,-4437.6903,6424.3852,0.0000,-5782.7330,0.0000,6368.1051,-5605.8036,3906.2520,-5099.3026,2067.9945,5908.7899,-303.1850,235065.8899,213394.8105,219254.2974,222690.1543,214416.4137,217255.3046,220661.0324,220312.4075,174297187.1640,174245173.6465,174262828.5106,174266561.8244,220622.1676,174279035.2693,2932.1312,2034.5961,3422.3805,4737.9158,1462.7732,-4308.6813,-4254.6193,-3986.4171,2154.9930,-681.1052,-3172.9405,-2109.4637,5475.3516,-4659.4782,-4674.1512,-325.9646,-2318.2416,-4610.8922,2185.9825,2316.1613,4659.5967,-3919.3211,-3716.5047,5179.7329,-2806.9758,3243.6246,4770.5497,-5856.3140,5461.6111,-4637.8194,5402.6190,-4300.9949,879.1319,-5374.5480,-3666.3508,3138.0410,4372.2222,4153.7456,804.6303,-336.8130,-2078.0659,1514.5886,152.8032,5520.9987,-2562.0792,-5119.4857,-5044.1567,-5048.0287,-616.5355,-4835.2553,4793.6517,-5.5582,1234.3578,3783.7306,-5524.0793,4908.1993,660.0011,-1349.1577,4931.5309,-3271.8065,-4590.4219,6682.7963,5451.4324,373.7830,4310.5937,-3734.6760,-1536.1012,-5264.5322,2908.4770,-3736.1185,3179.5042,-3520.9306,4324.3884,-5312.3623,5392.4699,2689.2664,4579.3527,-4370.9278,-2060.2931,-2661.4955,4678.4812,3119.9550,1244.3807,-2742.3836,3059.3488,-5427.5109,-5377.3335,-4553.8470,-4671.3847,-1884.4575,0.0000,3569.1812,0.0000,-18.7921,377.9125,-4565.8934,-4267.6185,2561.8945,-3099.5288,-3352.0750,114370.7742,112100.4419,110158.5334,115653.0067,115804.4665,105326.2373,103477.0508,112560.8829,66811337.7672,66808900.7819,66791194.9324,66809618.2813,110872.9593,66807438.6197,
600.000,1863.0777,2758.5052,-4819.1168,1473.1574,-1159.0256,-4630.8848,-757.6111,6389.2000,-1672.3934,-5890.3639,4297.9112,-803.4173,-841.9413,5564.2038,2107.9049,-2154.5944,-4318.7015,2043.1253,6259.5866,-6882.9732,2206.4684,3411.6238,2181.2214,-4965.4135,816.5091,-741.9739,-3099.3428,4564.0062,-3168.6934,4019.0235,-2078.6883,3692.5962,4541.1938,-3397.7577,-6219.0843,-5419.8888,4163.9608,5478.7559,902.5732,-684.0129,-6851.2598,-3312.9605,4792.8650,3898.6623,5721.0750,4101.3600,4178.2994,4057.0822,2211.9813,1812.8072,-83.4713,-2213.8364,5961.6835,6193.9289,4181.0026,-4101.8570,-1401.2636,2323.2043,10.6977,984.5015,580.3399,511.4418,-4866.8135,6650.8769,4616.2314,409.7884,-4020.4925,-4068.0481,-2904.8738,1296.1753,1452.2093,1288.8418,-4881.7558,37.6160,-2290.1343,-6768.6440,-992.9843,-3111.9854,-3808.0133,-6133.5448,2206.1074,-4284.0255,-3216.3036,6095.7704,4891.5400,-4103.2319,4121.2147,-5132.0422,-4152.2328,3114.4295,0.0000,-409.5383,0.0000,3970.2743,-5035.3052,-1969.1113,-3890.2238,-4639.5660,-1493.6027,-6607.8752,265334.1532,293155.9389,271199.2020,271938.8913,274274.9909,273568.6761,281180.1860,278214.0734,-275704792.8671,-275662799.6011,-275686210.3336,-275691012.7527,277179.8553,-275696212.1557,6460.2129,6356.1259,1509.5162,5647.8020,-6803.4366,-1873.1859,-4535.0881,787.5607,-6698.6134,-3441.3803,-3545.8336,-5825.3486,4533.5514,35.1818,4688.3146,-6228.1133,4139.8128,-5663.6307,-2985.3846,340.8566,5079.6030,5316.9278,-4420.0651,844.9794,-6731.9158,5478.8153,2945.5719,-2850.5214,3168.7530,-3179.5159,3634.0953,2351.7040,5192.2246,-2426.3965,1259.1004,-1222.1314,1758.1423,-3172.8897,-6363.7952,6475.7356,-869.7335,5995.6224,-4468.8396,-2269.7615,331.6978,441.4818,170.6717,653.9600,-6110.4000,-5544.5138,-4266.0014,-6381.6036,3457.7189,1588.6511,1481.0048,259.5556,-6738.5453,6488.9734,6183.7951,-5436.4688,4358.5277,3725.1743,-739.3051,946.9216,-4201.6545,-6392.3955,4340.5546,-626.9886,4908.8008,5145.3759,-6502.7338,6325.6788,3464.2473,-4151.4940,-3495.2814,-414.3645,-4263.2451,-2498.7876,-5766.0523,2983.2658,5037.3180,-2997.9090,-5269.5652,2980.2733,2114.5939,2734.8076,-2601.9310,2607.7908,-3283.2980,5314.2434,0.0000,-5009.4609,0.0000,5473.1622,-4532.2175,5348.0896,-4641.9388,3016.1777,6704.4187,1057.8279,240681.2771,219567.2120,225288.2984,228628.8847,220309.5850,223118.7471,226593.5535,226451.1480,168317289.3840,168266018.9926,168283516.8357,168286931.5939,226544.8715,168299218.4162,1252.8198,551.1900,4637.2654,3574.0061,-345.4498,-4645.0237,-5166.5698,-2527.8248,387.9949,1134.1193,-4133.9893,-3648.8716,5082.9194,-4146.3295,-4656.3384,-2097.8749,-3523.4532,-3379.4140,-30.5014,563.4150,4162.3042,-2857.2522,-4838.0803,4411.8008,-1111.6563,4178.4793,5416.8544,-4385.1586,5162.7974,-4512.2809,5477.3057,-5143.6580,-666.6154,-5440.4672,-2515.4432,4106.9762,5228.5295,2752.6456,2534.7530,-2111.5094,-597.0777,-297.1898,1684.0598,5234.5432,-3699.9147,-5490.9369,-5515.1147,-5455.8068,-2364.7374,-3703.3534,5427.0233,-1531.0365,-579.3405,2668.9352,-5313.5040,5401.1699,-884.7185,462.8269,3127.9947,-4198.0897,-5338.6528,5819.7459,4851.0755,-1178.3387,2955.7377,-2601.9868,-3184.3378,-5466.8692,3955.1309,-4471.9596,1538.1003,-1944.3672,3481.4037,-5535.0733,5492.9044,973.4488,5334.6419,-5698.3708,-577.6715,-1259.0748,4217.0080,4426.5361,2927.5446,-1352.9103,4381.9551,-4822.9436,-4770.4848,-3891.9097,-4357.8938,-3182.1553,0.0000,4740.5217,0.0000,1507.5006,-1168.5536,-3932.8185,-3382.8311,4008.5742,-1089.2331,-1745.0989,114245.2917,111979.1417,110146.0888,115399.7251,115815.7450,105423.5300,103225.3905,112270.1995,66816555.8583,66813669.6628,66795973.1948,66814229.5837,110764.0601,66812409.5244,
