sl_100_86400_20260123 Coordinates.csv
2026/01/23 07:47:00.0000 UTC

Generated: Tue Oct  8 16:23:43 2024,
Start: 2026/01/23 07:47:00.00, Stop: 2026/01/24 07:47:00.00,
TIME_UNITS,STARLINK-1509 - X-Coordinate,STARLINK-4340 - X-Coordinate,STARLINK-3725 - X-Coordinate,STARLINK-31330 - X-Coordinate,STARLINK-31987 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-3137 - X-Coordinate,STARLINK-6114 - X-Coordinate,STARLINK-5013 - X-Coordinate,STARLINK-4511 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-30857 - X-Coordinate,STARLINK-2298 - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-4401 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-30130 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-11245 [DTC] - X-Coordinate,STARLINK-1883 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-30307 - X-Coordinate,STARLINK-31781 - X-Coordinate,STARLINK-3239 - X-Coordinate,STARLINK-3748 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-4779 - X-Coordinate,STARLINK-2617 - X-Coordinate,STARLINK-3859 - X-Coordinate,STARLINK-3716 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-1090 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-31798 - X-Coordinate,STARLINK-2404 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-1258 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-31617 - X-Coordinate,STARLINK-31602 - X-Coordinate,STARLINK-3680 - X-Coordinate,STARLINK-5484 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-32129 - X-Coordinate,STARLINK-30377 - X-Coordinate,STARLINK-31228 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-30779 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-30533 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-31506 - X-Coordinate,STARLINK-4217 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-1803 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-2405 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-31233 - X-Coordinate,STARLINK-1850 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-1510 - X-Coordinate,STARLINK-31397 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-1605 - X-Coordinate,STARLINK-31110 - X-Coordinate,STARLINK-1941 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-31384 - X-Coordinate,STARLINK-11109 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1509 - Y-Coordinate,STARLINK-4340 - Y-Coordinate,STARLINK-3725 - Y-Coordinate,STARLINK-31330 - Y-Coordinate,STARLINK-31987 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-3137 - Y-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-5013 - Y-Coordinate,STARLINK-4511 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-30857 - Y-Coordinate,STARLINK-2298 - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-4401 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-30130 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-11245 [DTC] - Y-Coordinate,STARLINK-1883 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-30307 - Y-Coordinate,STARLINK-31781 - Y-Coordinate,STARLINK-3239 - Y-Coordinate,STARLINK-3748 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-4779 - Y-Coordinate,STARLINK-2617 - Y-Coordinate,STARLINK-3859 - Y-Coordinate,STARLINK-3716 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-1090 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-31798 - Y-Coordinate,STARLINK-2404 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-1258 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-31617 - Y-Coordinate,STARLINK-31602 - Y-Coordinate,STARLINK-3680 - Y-Coordinate,STARLINK-5484 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-32129 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,STARLINK-31228 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-30779 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-30533 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-31506 - Y-Coordinate,STARLINK-4217 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-1803 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-2405 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-31233 - Y-Coordinate,STARLINK-1850 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-1510 - Y-Coordinate,STARLINK-31397 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-1605 - Y-Coordinate,STARLINK-31110 - Y-Coordinate,STARLINK-1941 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-31384 - Y-Coordinate,STARLINK-11109 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1509 - Z-Coordinate,STARLINK-4340 - Z-Coordinate,STARLINK-3725 - Z-Coordinate,STARLINK-31330 - Z-Coordinate,STARLINK-31987 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-3137 - Z-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-5013 - Z-Coordinate,STARLINK-4511 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-30857 - Z-Coordinate,STARLINK-2298 - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-4401 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-30130 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-11245 [DTC] - Z-Coordinate,STARLINK-1883 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-30307 - Z-Coordinate,STARLINK-31781 - Z-Coordinate,STARLINK-3239 - Z-Coordinate,STARLINK-3748 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-4779 - Z-Coordinate,STARLINK-2617 - Z-Coordinate,STARLINK-3859 - Z-Coordinate,STARLINK-3716 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-1090 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-31798 - Z-Coordinate,STARLINK-2404 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-1258 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-31617 - Z-Coordinate,STARLINK-31602 - Z-Coordinate,STARLINK-3680 - Z-Coordinate,STARLINK-5484 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-32129 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,STARLINK-31228 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-30779 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-30533 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-31506 - Z-Coordinate,STARLINK-4217 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-1803 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-2405 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-31233 - Z-Coordinate,STARLINK-1850 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-1510 - Z-Coordinate,STARLINK-31397 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-1605 - Z-Coordinate,STARLINK-31110 - Z-Coordinate,STARLINK-1941 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-31384 - Z-Coordinate,STARLINK-11109 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,0.0000,611.9710,-3255.3234,1268.8943,6012.4649,6161.2743,-6775.9028,5983.9590,6392.9628,-4133.2289,-6090.0502,4485.7505,1596.0575,-3089.0920,-1264.7236,2986.5795,1655.8179,-2720.1810,-2663.7419,-830.4327,3766.1330,730.1824,-570.3807,-3818.0348,-4607.6239,3266.9119,3694.3618,-1536.2978,4803.4579,-1143.1604,1801.0352,-1962.6563,-2945.2296,1343.8348,0.0000,-1777.5747,390.8977,6032.5328,4953.2962,694.7823,1138.4747,-5715.6458,5450.2987,4149.3380,1641.0521,-3788.4894,-292.0376,-5284.4631,824.3586,4706.0492,-3089.8847,0.0000,5383.8828,-4916.8344,-5510.9935,2695.7663,-933.5720,-4077.9941,-6739.9342,-4374.1022,-6766.3833,-2547.1615,-5883.2375,5948.1920,2396.9176,1601.9455,-2562.2963,-2319.3551,3759.9962,-5406.2951,1601.2852,2055.6931,4121.7910,559.0292,-2553.5403,-5030.8343,-1792.4953,-205.6737,-5671.4340,3040.3912,5826.4836,4970.7930,6331.4140,4700.4910,-5856.8239,-2881.6065,5429.2791,1713.3512,-2670.7957,-340.7228,-4020.9812,4071.2124,1120.9786,-194.0023,-4872.5668,-4860.8048,1274.2928,1668.7372,-1703.1038,4355.3384,175444.1013,169673.7139,173734.0507,177334.3661,168937.7885,172025.1262,171293.7740,173940.3179,-151554895.2338,-151620581.5651,-151590557.9830,-151584994.5366,173189.3201,-151574744.3143,0.0000,-6144.1269,-2850.7932,6705.8255,-1481.6478,858.3018,962.9723,-1617.0638,-793.1457,4923.1969,79.1665,875.1561,6084.5186,-436.3478,4928.7827,-5254.3954,-5856.6664,3976.5160,4508.6262,6756.8335,3224.3783,-4927.0152,6606.9568,-1714.2755,-2096.3658,5740.0713,1451.2605,5200.2490,-4222.8048,-2134.6375,6486.2659,-6542.8261,-2915.3285,-4909.7660,0.0000,4815.1211,-4475.6327,-1718.1878,-3875.1526,-4919.6407,-4524.0371,3324.9275,-3282.3521,-2878.0195,-3865.1111,5650.5041,5738.4892,-2456.5466,5999.9614,4773.2747,4843.5089,0.0000,2407.0447,1992.6484,229.9418,-4239.4229,4725.8667,3556.7143,195.9928,-1289.3218,-53.9864,4357.8570,-1534.3593,3063.2014,4934.7967,-6209.6899,3461.9704,4261.4176,-5317.5443,-3410.2696,-6667.3709,-4162.5437,-5537.0912,-5198.9008,-1158.6212,1558.5297,-6641.3861,-5602.0715,-1445.2973,5216.8990,3548.2836,-1094.2380,1544.9038,2011.9767,-3463.4544,-3057.3010,-1413.1922,-3763.7889,-3164.2938,6804.9969,-1008.5153,-537.4547,5939.5253,-5392.2656,-816.5585,1281.4878,-6696.8793,-6488.4141,-5162.4466,1119.8076,334103.9969,342723.7358,344893.3601,342721.9104,344188.1958,343535.4979,335079.2028,339513.6491,296884917.2662,296874874.0972,296884973.9859,296882641.9742,338873.9196,296886856.0064,0.0000,3153.1725,-5392.4890,-566.6095,2899.9614,-3027.7288,-1011.0692,3097.3059,-2568.3728,2524.8316,3229.4751,-5109.9979,2861.0296,6198.7402,-4710.8689,-3229.5613,3230.7492,4944.6581,-4441.7709,1202.9347,-4724.9258,4809.5644,-1587.8424,-5485.6546,4702.3224,-2125.6672,5686.8203,3911.5170,-2393.0871,-6518.6954,1625.6910,1115.4598,-5536.1385,4691.9128,0.0000,-4644.9193,-5094.3629,-3047.5234,-2846.9007,-4830.9265,-5110.9882,-1978.7630,-2758.6570,-4769.4159,-5536.7250,861.4665,3824.9276,-3544.6842,-3356.4979,-1760.9047,-3797.3663,0.0000,3644.8863,-4473.5498,4146.8970,4735.8966,4916.9784,4293.0699,-1051.4063,-5108.0756,1465.4042,-4785.2833,-3295.7748,1804.0485,-4062.1877,2584.8585,-5313.3631,-4939.2526,-2004.5086,2624.1596,903.7767,5030.6238,-676.2744,4550.9217,-6363.5320,-4461.7271,-687.0044,-4114.2258,-3681.5094,-3377.4855,-704.4001,4669.9885,2303.1144,-4665.0739,-1347.3470,5470.1378,-4056.8033,5431.8290,5442.9993,-1286.9149,-5534.7736,5274.3751,3127.4973,-4176.5074,4769.5355,-4683.8814,690.8278,-1790.1503,4145.5321,4984.5878,2560.8796,65.1581,120.1691,6458.4503,5822.5785,-4817.9313,-5824.4291,-284.0244,-128904193.6317,-128908149.5445,-128926948.5350,-128914617.3062,1215.0129,-128908624.8684,
3600.000,0.0000,-1434.5283,6289.3794,-2814.3917,-5725.7918,-3739.7997,4481.0151,-3053.6173,-3875.8507,584.2725,3150.9549,-3200.0111,-3305.0051,6115.7774,-2703.8395,-1470.5859,1759.7049,-1699.1642,-355.8684,-782.2684,-6528.9038,-876.5398,-2619.8785,4969.4167,3790.7588,-4589.9011,-4730.9368,-880.7577,-3377.3365,4879.2895,-3769.2719,3831.4121,5832.8251,2634.1599,0.0000,-110.8297,4264.9445,-6444.7693,-4071.2372,3226.9025,3153.8396,4587.1398,-4318.9539,-6782.4442,2332.2587,1682.4101,-2846.0422,4621.0802,-2661.8942,-4484.8657,-1085.5538,0.0000,-4871.3405,4028.6040,6476.1762,-1193.2933,-3324.6320,-155.2654,5550.3974,3516.8327,4531.6800,3046.8703,6840.1805,-5360.6639,-4139.4262,1836.0284,-1949.4022,-2057.1366,270.2548,4379.9229,122.4196,2664.5764,-1295.1696,2835.7828,2352.8522,1394.9122,3031.9835,-2316.8939,3606.7088,-3935.4386,-5618.7959,-5677.6659,-4327.0711,-6834.3624,5513.7184,5453.4873,-1946.0238,2719.2211,5642.3783,1824.9298,5062.7915,-3820.7494,-3988.1151,3758.0818,6562.4150,3330.5373,1107.7771,1366.7100,4043.9331,-3032.5669,89326.6602,83252.2920,84400.5140,86528.3816,77894.1668,80692.6291,81012.0835,81956.4139,-223266881.8348,-223327693.5743,-223296595.0816,-223288823.6027,82477.4856,-223285975.5600,0.0000,1698.9396,730.7949,-4293.7650,3336.6018,2030.5367,-2490.4450,4063.2898,3391.2040,-4368.9246,-2753.5481,3662.5499,-2777.2048,-1441.2463,-5293.0191,6558.8985,3791.3843,-4236.8611,-6619.3523,-6134.5136,-1847.7620,-296.3485,-4488.3418,-2448.7573,-2195.8461,-2584.9251,-4915.1014,-6552.5791,5460.2419,-231.6961,-5432.1486,5172.6816,10.6534,5282.3304,0.0000,-6844.7837,2613.6938,1926.2351,5346.0817,3073.6989,3492.1882,-4524.5566,5357.1604,1473.4749,1521.2213,-5624.5921,-3009.4602,-2071.8245,-6326.8975,-1694.8159,-3981.7708,0.0000,1523.3382,-5272.4744,-2396.4571,6704.1020,-3181.3813,-4207.1130,-2722.2842,-3386.8020,-1929.8756,-6242.7610,-45.4897,211.9806,-578.2339,4790.7513,-4865.5115,-4059.8143,5076.3819,-59.5747,6059.4936,3974.5711,5637.7067,5907.4586,-3436.2240,-4037.2738,5104.5382,6477.5416,-2060.8991,-1396.2441,-1345.0320,3802.2661,1267.1814,-189.0050,378.2603,-383.3465,3687.3374,4916.0265,-214.4668,-3479.3133,-2940.7036,5078.3242,-5465.2664,5603.3692,-1713.0917,-5162.3626,4959.6500,5188.5013,1161.8212,4055.6635,367535.3167,373623.2301,377206.9381,374426.4598,376638.2439,376099.7876,368421.8300,370188.1533,247518167.5147,247495869.2418,247512855.0660,247512471.4943,371373.6648,247519260.9994,0.0000,-6571.7538,2754.6873,4523.0029,1697.2888,5439.7744,4633.1772,-4722.9234,4629.9496,-5327.0119,-5490.4598,4815.3719,-5407.0950,-2969.6807,3554.3480,-1319.9239,-5489.6833,-5195.7112,1765.3910,3084.4629,882.6034,-6869.6851,4403.1617,4094.0298,-5358.3439,4500.5572,-1296.5428,1017.3904,-2326.1745,4937.5651,2056.2393,2535.7768,3695.0724,-3637.1112,0.0000,987.9990,4579.3670,-1833.0530,-1575.9886,5290.3371,5056.2514,-2476.1807,-849.6389,-170.7015,6356.0895,3535.7776,-5534.6115,4556.2804,-885.6577,4990.6112,5498.7569,0.0000,-4706.6447,2010.8955,-174.2637,-1198.0727,-5135.6593,-5490.2594,-2890.0940,4785.2701,-4873.9325,255.4020,-1003.3191,-4397.7379,5382.8777,-4646.2557,4377.3525,5200.8655,4527.5395,-5354.7840,3324.5806,-4911.1818,3813.8727,-2289.0171,5557.5818,5406.3107,-3547.2969,-997.9476,5513.1106,5500.4830,-3697.5055,-1070.0447,-5249.8372,1036.4842,4177.5416,-4226.1389,5511.5741,-3899.0760,-3879.1072,5705.0588,3659.9955,-2102.7194,767.6188,992.3256,-1133.3606,3057.1059,-4602.9733,4378.0330,-5400.2371,-4421.4341,5197.0330,2655.8097,3040.9554,6265.3141,8934.5842,-340.6797,-5586.0180,4231.7877,-128859643.2970,-128868774.1614,-128886510.9103,-128874849.8953,2978.0125,-128866827.6217,
7200.000,0.0000,-1040.0243,-6662.6822,4368.1422,2244.0563,830.2556,-527.8340,-388.4996,556.2487,3714.2755,211.8627,1825.9911,5069.2647,-6437.5570,5266.2149,-1172.4555,-5335.7503,5094.5152,2739.8745,2985.3471,5832.7704,-2022.9471,5532.1345,-4925.2469,-2896.7656,5354.0524,2173.6173,3055.3274,-369.7672,-6872.4726,4823.2128,-4876.1231,-6634.7848,-5269.4033,0.0000,1622.5878,-6733.2077,3634.5115,1002.7262,-6292.5924,-6190.5364,-999.4051,1414.1412,4753.1466,-5998.0833,2108.8785,5820.9577,-2937.2238,3558.3175,3779.0208,5125.2314,0.0000,3709.4250,-2135.7657,-4507.0202,-507.8745,6388.0448,4016.5832,-1682.9850,-2386.7819,-949.7047,-2111.3867,-4756.7836,3696.2656,5266.2142,-5229.0681,4718.0121,5420.6647,-4614.0286,-2868.1354,-2750.3142,-5861.6434,-2553.7526,-4798.6204,-2891.7746,1856.7347,-3969.8627,2930.7341,-1364.4544,4752.9481,3342.5067,4044.4351,1505.0504,5965.8181,-4016.8838,-6363.2288,-1458.1049,-5087.7470,-6371.7977,-32.7512,-4792.2813,1538.5067,5032.0886,-5238.8453,-5174.2474,-1167.9160,-4173.1850,-4675.1666,-5732.5406,1198.2839,-3500.9356,-10288.1442,-10310.4604,-9938.2123,-18208.7233,-15101.2770,-14960.2402,-13313.7059,-279751694.5030,-279804387.2397,-279773853.1248,-279764835.3463,-13450.9655,-279769781.2935,0.0000,3225.6766,867.1423,-136.9036,-3983.2628,-5215.4198,4310.0452,-5983.0153,-5710.4825,3385.0611,5480.7671,-6508.4394,-1191.7721,1652.1330,4497.9919,-4627.9184,-1331.8750,4144.9348,5921.1155,3013.7894,-187.5526,4613.3391,850.3270,4826.3824,5693.0809,-1424.6630,5322.9769,3226.8904,-4285.9917,918.9201,2136.4518,-1648.6934,1876.5106,-4487.8499,0.0000,5879.8687,-744.0540,-1800.5105,-4689.9230,-1417.6801,-2462.9722,4289.2078,-5532.8702,881.9483,-438.8689,3547.1964,169.8941,5773.2424,3802.8038,-2592.3581,2914.6904,0.0000,-5074.6270,6387.7509,3452.1857,-6146.2970,1676.5314,4611.0974,4694.8870,6330.9454,4386.8517,4951.4237,1881.1831,-3973.1539,-3399.3249,-2469.1517,4940.4024,3666.1974,-3488.3025,4174.2401,-3166.0226,-3300.1089,-4457.5169,-4824.3586,6129.5286,5992.5899,-1206.7732,-3082.2916,5553.2809,-2759.8487,-2394.4489,-4588.3653,-4646.3873,-1375.0656,3429.0402,2668.6311,-5750.1970,-4534.8567,2461.7432,-1683.7339,4952.0897,-5750.2029,2091.6302,-3236.7087,3102.7658,6733.9191,-1426.8126,-2748.0918,2531.9632,-6610.6675,379447.4062,377493.2682,385172.3767,381447.3972,385035.1823,383454.2697,378077.1045,381412.3257,181264242.3199,181231647.7634,181257032.2306,181262201.0546,380032.6273,181264968.3622,0.0000,6042.7228,1602.0624,-5278.6742,-5095.9987,-4471.1423,-5390.6817,3473.9786,-3896.4645,4731.4289,4173.2736,-1132.3813,4538.5755,-2023.7067,-248.3664,4901.0733,4149.1511,2144.1943,2121.6594,-5467.2357,3568.3541,4749.2744,-3898.1734,-59.9315,2642.4833,-4178.4491,-3895.2136,-5007.6277,5289.9039,-518.6450,-4495.8553,-4634.7254,455.8278,343.0234,0.0000,3254.4431,-442.6915,5661.5736,4950.4608,-2529.6444,-1860.6252,5300.4010,3919.3232,4975.7073,-3483.2485,-5483.3208,3705.6425,-2136.0529,4547.4223,-5202.9267,-3561.0971,0.0000,2928.1956,1644.1571,-3941.1860,-3126.9735,1955.2315,3215.5957,4647.6810,-1042.8852,5262.2347,4393.7477,4638.7442,4303.9782,-2704.4273,3787.5211,-267.5171,-2256.1967,-3605.2525,4694.9055,-5507.4592,1294.0051,-4664.2174,-1367.7040,-1556.0639,-2876.5392,5517.6416,5486.7783,-3888.0655,-4203.3299,5476.6908,-3233.0042,4884.9305,3209.8493,-4499.9146,258.1067,-3570.0086,-510.8624,-482.2709,-6728.9274,503.3609,-3064.0768,-4087.3179,2925.3818,-3302.0675,663.9598,5233.8836,-4324.1791,2733.9539,-134.9278,7560.1281,5701.0139,5944.4685,5151.7043,11554.4348,5021.4009,-4639.5885,3620.1750,-128815517.1643,-128829347.9107,-128845163.1138,-128831536.1296,4740.6076,-128824989.3046,
