sl_100_86400_20260807 Coordinates.csv
2026/08/07 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:16 2024,
Start: 2026/08/07 07:47:00.00, Stop: 2026/08/08 07:47:00.00,
TIME_UNITS,STARLINK-2126 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-31212 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-5052 - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-4477 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-5349 - X-Coordinate,STARLINK-4277 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-30291 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-6091 - X-Coordinate,STARLINK-1262 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-5255 - X-Coordinate,STARLINK-32234 - X-Coordinate,STARLINK-32169 - X-Coordinate,STARLINK-3239 - X-Coordinate,STARLINK-1907 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-30130 - X-Coordinate,STARLINK-1917 - X-Coordinate,STARLINK-32014 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-5888 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-6288 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-30580 - X-Coordinate,STARLINK-5193 - X-Coordinate,STARLINK-1637 - X-Coordinate,STARLINK-3060 - X-Coordinate,STARLINK-2335 - X-Coordinate,STARLINK-4102 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-6029 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-1567 - X-Coordinate,STARLINK-5522 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-3160 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-31981 - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-6312 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-4652 - X-Coordinate,STARLINK-30795 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-3294 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-1955 - X-Coordinate,STARLINK-3101 - X-Coordinate,STARLINK-3893 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-31148 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-31012 - X-Coordinate,STARLINK-1325 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-5978 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-31779 - X-Coordinate,STARLINK-31462 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-2067 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2126 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-5052 - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-4477 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-5349 - Y-Coordinate,STARLINK-4277 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-30291 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-6091 - Y-Coordinate,STARLINK-1262 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-5255 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,STARLINK-32169 - Y-Coordinate,STARLINK-3239 - Y-Coordinate,STARLINK-1907 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-30130 - Y-Coordinate,STARLINK-1917 - Y-Coordinate,STARLINK-32014 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-5888 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-6288 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-30580 - Y-Coordinate,STARLINK-5193 - Y-Coordinate,STARLINK-1637 - Y-Coordinate,STARLINK-3060 - Y-Coordinate,STARLINK-2335 - Y-Coordinate,STARLINK-4102 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-6029 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-1567 - Y-Coordinate,STARLINK-5522 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-3160 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-31981 - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-6312 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-4652 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-3294 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-1955 - Y-Coordinate,STARLINK-3101 - Y-Coordinate,STARLINK-3893 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-31148 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-31012 - Y-Coordinate,STARLINK-1325 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-5978 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-31779 - Y-Coordinate,STARLINK-31462 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-2067 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2126 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-5052 - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-4477 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-5349 - Z-Coordinate,STARLINK-4277 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-30291 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-6091 - Z-Coordinate,STARLINK-1262 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-5255 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,STARLINK-32169 - Z-Coordinate,STARLINK-3239 - Z-Coordinate,STARLINK-1907 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-30130 - Z-Coordinate,STARLINK-1917 - Z-Coordinate,STARLINK-32014 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-5888 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-6288 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-30580 - Z-Coordinate,STARLINK-5193 - Z-Coordinate,STARLINK-1637 - Z-Coordinate,STARLINK-3060 - Z-Coordinate,STARLINK-2335 - Z-Coordinate,STARLINK-4102 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-6029 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-1567 - Z-Coordinate,STARLINK-5522 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-3160 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-31981 - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-6312 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-4652 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-3294 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-1955 - Z-Coordinate,STARLINK-3101 - Z-Coordinate,STARLINK-3893 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-31148 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-31012 - Z-Coordinate,STARLINK-1325 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-5978 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-31779 - Z-Coordinate,STARLINK-31462 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-2067 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,0.0000,-1521.7690,-2633.8679,4388.2228,1354.2676,4508.1008,-5177.0124,3732.7436,146.8453,-3514.7136,-1614.5361,-5488.0634,920.3363,4673.0849,6283.6382,-6537.3308,3841.5777,-3225.3593,5438.2202,6094.1793,5167.3540,944.3335,4349.4570,6647.0210,-3809.7335,1856.7995,2181.3215,5333.1595,4790.9086,-221.4825,2317.9334,-4047.4664,-5708.6253,4531.2345,-557.5685,-3392.6177,-2329.8272,-4789.6428,681.9783,-2951.7070,6518.7299,-5206.0880,-2679.9426,6756.2909,-4293.8484,6496.2412,3160.1565,518.7380,-2127.4359,-4005.4081,-4989.7187,5665.0629,1188.2348,-5420.8445,-3909.9480,-3998.6282,1932.2205,65.6263,-4664.9793,-2196.8704,-791.7611,-6719.5628,6368.4736,4624.5769,-1113.3285,-1699.4702,-5423.5702,2122.2723,-2420.8467,-3460.0639,-5748.7960,-2338.7454,-4774.1478,4810.8334,4556.9758,4462.0126,-4179.7367,-3933.6645,4264.1482,5630.7386,1776.1272,-5819.6647,-3961.2090,-5310.3758,-4107.3949,-3884.3462,3397.8900,-54.3926,6537.5440,-5379.4884,-2289.1181,3364.6592,1325.7030,-4738.4421,-4118.9362,-1148.0025,-2523.6416,4357.2094,-1140.9334,-6852.9581,-339271.6921,-311546.1258,-322356.4754,-325184.3883,-316584.6309,-319397.6979,-320833.6198,-321518.5891,-261650830.2662,-261637404.6531,-261616262.8553,-261632860.4869,-321821.3856,-261631801.5926,0.0000,4722.4069,-4293.7845,947.5286,4626.1165,1216.8844,-4459.3960,3176.2368,4295.9562,-3895.6939,4893.3466,3568.2593,5243.1381,-3983.2250,-2246.5644,-1002.0312,-1642.0344,-2947.7806,-2465.9058,3306.0798,4360.0803,-6844.8254,4593.4928,-584.9036,-1923.7018,-4396.7813,3590.0254,-4327.5614,-1632.2298,-4396.9095,6443.7236,-1234.6444,2263.1938,-1445.2839,6714.5767,5887.8920,6450.4463,2660.7286,1489.7200,3693.7982,-2165.1932,-2682.1223,4395.2724,-1694.6610,3616.5611,-520.9255,4045.4480,5312.2976,4550.3441,1104.0558,4739.2503,-157.0138,-3958.7948,-4293.8757,-3161.0454,-2825.3495,5226.4695,-5058.5595,-4946.5755,-3617.1074,-2260.4016,1132.6056,-1595.4774,-3355.8238,-4870.1608,3711.2696,-1162.3348,4787.8676,3252.3347,-5792.5207,3262.0215,-6045.4309,4692.0970,4941.7048,4565.5265,929.6615,3070.3067,1743.1145,1305.6760,3382.9842,5385.1553,3423.8272,5581.9119,-3907.6841,-576.7680,2842.4958,5082.6001,6900.7154,-2165.8486,4255.4061,910.3045,5868.1047,-4923.1258,-1684.9408,1450.0162,-3983.9371,5553.8706,-2443.3895,6457.3592,-524.4172,-91733.3068,-73067.9025,-92060.4114,-90658.0389,-90378.3551,-90291.0993,-82002.2897,-87742.3332,67551620.1301,67543332.0553,67555632.6929,67543343.6561,-85972.2996,67549845.2270,0.0000,4760.3730,-4653.0708,-5240.2229,4921.1597,-5102.0258,1162.6652,4849.2668,5408.3812,-4535.5331,4440.8311,-2215.5932,-4449.8489,3155.3744,1408.0941,-1340.2385,-5491.0134,-5401.2907,-3485.6232,150.9455,1450.2282,36.6510,-2792.5166,-1601.1814,5375.3301,4998.8760,-5321.0228,381.9090,-4713.2011,-5321.6205,1092.5570,5395.0575,2961.0261,5063.0431,-1498.6725,-1380.3060,874.5220,4240.2320,6734.4322,5021.8165,-954.3783,-3729.5261,4636.1831,-79.3848,-4112.8356,2295.3327,-4567.8243,-4055.9538,-4663.3236,5504.1788,461.0032,4033.7003,5368.3017,150.3408,-4672.8775,4877.5854,4091.4047,4748.4435,-1342.4744,-5375.2167,-6528.1044,-1214.8198,-2278.8885,3882.9339,4597.3279,5433.3305,-4192.6162,4530.9877,-5651.6277,-1052.9265,2030.4441,-2461.7876,-689.1337,-515.5120,2216.4101,-5185.8665,4544.5614,-5444.8250,5273.6759,-2173.0944,3932.8358,1134.6463,1092.5866,2046.3701,-5532.6858,4789.0743,-3266.3096,838.5692,-648.7629,625.5885,6482.0653,933.7282,-4525.5937,-4599.4301,5352.5069,-5531.9307,3042.0867,4630.7308,1846.1716,-510.5105,162695.7297,160191.2898,158255.5115,163571.6872,163799.9077,153316.2090,151494.1504,158760.5590,117992671.8805,117964250.1765,117967818.6228,117993790.4013,158870.0446,117985451.0863,
3600.000,0.0000,-696.2495,5821.4111,-3539.8363,-4401.2386,-3535.0131,6031.2800,-4323.4268,-4269.6013,6316.1066,-2055.5201,4464.1977,-4452.6476,-3883.9164,-3111.1858,4037.6182,-1509.3339,-1223.6457,-1671.9575,-6063.4294,-4713.5105,910.1335,-4221.7677,-5779.7848,4641.4645,268.8205,-6065.1653,-3136.9796,-1233.8086,4296.6708,-4011.5140,4267.9621,5147.8692,-192.4854,-1654.7998,295.4359,521.7207,3747.9087,3204.8199,-1456.2209,-4135.2678,4456.9573,-1170.1522,-5082.6398,396.4751,-3704.7639,-5712.9798,-3355.4274,135.7812,2389.0617,2887.1527,-1933.1382,3614.1666,5292.2222,6027.1162,6619.6587,-4977.6399,2057.0106,5193.4347,5401.7172,5014.8891,4290.1895,-6175.8681,-548.3681,5256.7439,-2648.1456,2088.9205,-5187.8040,-2036.7610,5081.8516,4747.8683,4459.9474,1225.5417,-5085.4812,-5591.3284,-6267.0602,-43.3686,-630.0633,-3869.6927,-6261.0194,-3982.2146,4030.2088,924.2218,4551.5107,4573.6866,-788.0294,-5692.5632,-152.9123,-4195.4009,3365.7332,-32.7072,-4977.7304,3304.4904,5966.8367,3892.3472,5086.8649,-25.6639,-1487.7284,-2356.1255,5660.2188,-304944.2928,-282125.8904,-291805.2446,-293283.1778,-284401.6682,-287014.3929,-289059.2375,-290717.1434,-270190467.2070,-270179251.0100,-270163054.5527,-270165803.3611,-289929.3457,-270172433.4167,0.0000,-6751.9953,1353.2661,3463.6967,-1313.2976,3103.9452,2362.5485,1253.4408,-2957.7292,1822.3545,-6268.9212,-4794.8754,-3180.6770,5592.6215,4244.4659,-1905.3756,5294.9582,16.0564,3804.2075,-791.6057,-1382.2364,5550.4314,-907.1508,2231.7666,-2525.9311,6692.6527,-1914.9976,4762.6978,4202.7813,2630.5141,-3939.2327,-3286.9930,-4133.1847,2454.6148,-4540.0458,-5505.6492,-6012.2133,-5647.1195,2291.3007,-4415.9295,3888.5174,5105.5959,-5626.5679,3464.4100,-2461.1303,2564.5330,-490.3173,-5743.3721,-6803.4908,-5040.0238,-5026.3062,1636.9774,4325.0737,2123.6847,-540.2447,1365.8928,-4673.6359,1211.0768,1866.6808,227.4765,1861.5384,-2641.5862,1665.6505,4109.3125,2865.8715,-5197.4421,-1282.7376,-2066.2242,-2046.6516,3544.4724,-4452.5631,5169.4252,-4537.4964,-2930.7740,-3013.9634,1984.2388,-4329.7556,-2660.9414,3075.6074,-1943.0756,-5638.4124,-4392.4247,-5539.3587,622.7900,-3536.2503,-4604.0113,-3943.8506,-5710.4862,3256.3743,-4777.7557,-4766.3836,-3626.0024,4721.7054,-2327.3716,-5052.5001,2942.0181,-6770.7655,5855.1680,-4552.7209,-1261.4249,-173905.8712,-147460.6741,-168886.7415,-166807.9323,-167381.3902,-167120.2652,-160021.6318,-161465.1162,-2516058.8279,-2527268.0422,-2508343.3737,-2521908.8549,-163066.9153,-2517437.7191,0.0000,-1138.4324,3347.4694,4791.2202,-5147.7398,5056.9842,2465.1112,-5235.1630,-4570.0671,2188.8492,-1689.8536,-2203.9236,4251.0212,1143.4272,-4348.3065,5047.4850,4144.6305,6825.9025,5512.7112,3266.3348,-4876.1675,4003.1201,5386.4328,-2955.6438,-4399.7006,-1733.2539,2329.8629,3835.3649,5338.7190,4711.1927,-4064.5293,-4258.1552,1707.0310,-6505.2907,4916.4522,4195.7480,3364.2548,-1474.8858,-5716.7308,-5107.5859,3974.7210,-1504.6297,-3886.2688,-3268.5693,6485.5339,-5247.0723,3769.9620,-808.5599,783.8192,-4072.2792,3726.5054,-6486.1915,-3779.5240,3904.4466,3224.1567,-1472.1063,-1126.7434,-6523.5964,4182.5333,4176.6152,4433.1577,4732.9440,-2720.8762,-5536.7465,-3222.6847,-3509.5487,6494.7117,-4112.1287,6316.1504,-2877.6615,2329.3203,-1198.0400,4805.8619,-3663.6834,2481.9946,2094.9086,-5379.5927,6366.6625,-4837.9870,-2216.1825,152.4833,3358.8552,-4069.0417,-5161.6147,3773.5413,-4940.6825,-203.9506,3951.3882,4420.1309,3634.8601,-5049.5703,2943.8311,3623.6337,2308.6033,-2675.2096,3627.4319,832.2076,-3171.9412,-4496.3861,-3731.5344,163230.0478,160706.4457,160117.8578,162150.9072,165654.3212,156859.2564,150783.7324,159478.3604,117989446.9150,117963219.0904,117960803.3762,117989462.9455,159535.0161,117979946.3024,
7200.000,0.0000,2258.3924,-6712.0963,2549.8250,6441.6539,2537.5928,-5060.7779,4486.6312,6656.5491,-6763.2799,4304.7680,-1072.4902,6705.8760,1054.1798,-1414.3870,89.3210,-285.2848,2996.2744,-2351.5414,4322.9043,3500.3780,-3503.1018,3845.0666,2004.1890,-4459.1956,-1785.6093,6278.7971,-1116.9157,-1798.0676,-6727.2154,5212.0942,-3644.5311,-1493.7016,-3476.4622,4441.0767,3505.3140,2430.3116,-1621.5405,-3371.6467,4763.9869,282.3670,-1039.0463,4062.6761,1648.7526,4062.7641,-50.9692,6392.3987,4080.1173,1648.1136,-903.8829,1161.3227,-1692.3726,-5858.2617,-3772.5730,-5993.3324,-6287.0636,5919.8821,-4966.7450,-4792.0587,-6496.2906,-6631.9769,-310.5114,2759.0324,-3490.3023,-6755.1213,4825.2746,749.7245,6807.2889,5758.6423,-4932.1325,-1294.3759,-5129.6278,3848.2700,4028.5499,4170.3159,5528.1632,3686.5942,4143.9331,3204.1468,4460.4777,4429.7578,269.4079,2964.4682,-3149.4727,-4058.4096,4254.7567,5819.9670,1623.2349,13.8899,769.1665,735.6767,4948.7172,-6036.7605,-4639.5977,-2681.0890,-6672.4294,2823.8841,-1310.3521,5582.6951,-2136.6465,-251003.6338,-235442.9776,-243061.3808,-242898.9061,-234290.5827,-237951.8188,-238716.1594,-238716.3365,-260292265.4886,-260281440.1950,-260272668.6614,-260264563.0173,-239950.9002,-260275224.2873,0.0000,5622.0282,1350.4687,-6284.4066,-1422.6970,-6159.4753,1096.3237,-4742.6259,1671.2999,360.2626,4711.0024,4407.8612,953.8019,-4917.7773,-5331.6360,5076.5230,-6888.7459,4584.7212,-5063.2721,-2661.8123,-2835.8425,-2231.3832,-3440.0418,-3673.3640,5214.0050,-6143.4700,-102.9831,-3993.8077,-6139.3019,-1094.2170,53.5527,5815.9016,4258.1453,-4336.4242,1032.2248,3964.2423,3403.0483,6373.2578,-5928.1008,4617.9865,-5179.3833,-3640.8102,5564.4976,-4820.0574,2292.4440,-4890.5952,-2480.7541,2039.4656,5566.8359,6844.7706,3983.9365,-4256.6681,-3308.7304,1723.6397,3304.9821,274.1524,2508.0624,1934.9288,2232.3911,2129.9076,-2068.2471,4402.8831,-1815.6892,-4681.7177,-251.3946,4658.7753,4721.6326,-545.2353,1986.3844,761.7970,4311.2085,-2185.0407,2917.4471,-968.3707,-771.9144,-3408.8909,5149.7791,4317.2153,-5976.7555,-913.1744,3280.6801,4106.6875,4291.3113,3609.0947,5579.5646,5160.9422,1271.0341,1960.6015,-4265.7254,4062.7190,6876.8898,-712.6881,-3158.1563,4671.9357,6144.0811,-1703.5863,4667.6137,-6656.1268,1213.3657,3545.4984,-244574.1628,-212040.4662,-234754.8912,-231299.1450,-233776.7244,-232223.8288,-227564.9664,-230947.8764,-72397314.0730,-72412187.9071,-72389698.0584,-72397049.2791,-229713.4074,-72398836.3863,0.0000,-3271.1923,311.5041,-1248.5408,2002.1522,-1849.5692,-4614.9373,2230.9241,850.8230,1471.3154,-2379.6885,5202.4904,-1501.0658,-4740.1958,4004.3141,-4447.4893,-123.4184,-4271.7242,-4077.6381,-4730.9275,5240.4282,-5525.7544,-4603.1701,5426.6112,397.7271,-2638.8407,2535.9183,-5492.6165,-2622.8429,-1099.0900,4564.8977,152.2619,-5122.0509,4172.2842,-5183.7675,-4485.8276,-5510.0995,-2202.2032,1284.2644,1904.2312,-4607.5252,5806.8104,767.5470,4740.6618,-5163.0892,4876.5446,-388.8681,4897.8228,3625.9245,7.4001,-5512.9005,5233.7122,-869.2817,-5538.7608,462.4355,-2877.3653,-2561.2950,4444.9479,-4486.1481,40.1212,207.7218,-5333.5973,6104.8076,3693.3415,-709.9927,-1157.2378,-5046.9988,1173.9946,-3353.2217,4649.7368,-5256.0121,4108.9837,-4690.9043,5528.3132,-5351.2056,2323.1329,2737.0454,-3510.2519,1341.7210,5198.7447,-4164.4092,-5478.8128,4556.7041,4966.2806,351.5146,1195.6150,3529.3618,-6470.6629,-5448.3035,-5513.0807,610.1147,-4659.0780,28.5217,1734.3961,-1705.1447,552.8999,-4102.9742,-703.9701,3704.8878,5499.9273,163712.8025,161190.9267,161807.3535,159870.0614,167007.6356,161185.7855,150750.3947,160663.0024,117985573.6727,117963208.7554,117954610.3615,117982334.6706,160183.3372,117974408.5219,
