sl_5_86400_20260514 Coordinates.csv
2026/05/14 07:47:00.0000 UTC

Generated: Tue Oct  8 16:59:27 2024,
Start: 2026/05/14 07:47:00.00, Stop: 2026/05/15 07:47:00.00,
TIME_UNITS,STARLINK-6210 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-4428 - X-Coordinate,STARLINK-31115 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6210 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-4428 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6210 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-4428 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4015.1052,3740.9953,3674.5870,4894.9954,-2245.9285,-327318.2801,-315002.7142,-327823.1629,-326799.0218,-325496.9453,-325805.8457,-317658.9792,-323520.8825,-264833637.5285,-264821916.5239,-264842184.8813,-264853685.2588,-321779.9432,-264847648.0635,-4127.0598,1903.4170,-5618.4552,-3236.2690,6218.8420,181027.0821,148795.3051,163462.8318,166936.1674,158460.2597,161405.9521,163648.1859,163977.6825,192962957.8088,192914633.8203,192959416.4190,192955368.8421,164185.3669,192954604.8193,-3893.0952,5471.4635,62.2681,3688.1092,-2089.6113,70726.9518,65575.1617,65878.5388,71648.0576,71504.2559,60941.8557,59472.8265,66489.1389,54847980.3167,54825374.9319,54818227.3032,54843142.9082,66707.1017,54835679.3800,
3600.000,4973.8191,-4939.8815,-454.6372,-6619.9237,-1018.1506,-362750.1863,-342983.7917,-358213.6535,-356269.7897,-355695.7392,-355899.6921,-348932.1583,-350451.7844,-305750670.1842,-305730810.5395,-305763962.2002,-305768512.4577,-352116.2260,-305765368.4177,4751.5796,2241.1239,4924.2990,1393.4588,-5172.2626,93007.8622,65496.6431,78969.8007,81200.3304,72310.9853,75011.8733,77846.5053,79055.1423,117770893.6332,117731374.5636,117773215.5463,117756121.8562,78320.2953,117763158.4765,-983.5622,-4278.2958,-4544.8792,1522.8060,4491.1991,72299.9484,67061.1508,68694.8037,71245.6008,74392.1968,65377.9822,59662.2678,68349.4468,54912449.5320,54887959.4552,54886412.8421,54909380.0840,68336.1985,54900553.7405,
7200.000,-3632.8884,5016.3151,-4114.2239,3611.2113,4569.8840,-374770.7548,-349462.4970,-365606.2961,-362161.8646,-363281.4053,-362441.9984,-357683.4815,-361257.3215,-325794258.0716,-325769164.3997,-325814579.7558,-325806164.5068,-359982.4921,-325809906.8554,-2744.2707,-4733.7609,-2065.8395,875.2162,3121.7511,-1323.3804,-22207.7731,-10261.7893,-9454.8416,-18362.4727,-14731.1460,-13159.0257,-13437.8971,34552983.7192,34523736.9147,34557581.8235,34535075.4420,-12261.8815,34545396.0716,5234.0185,321.2651,4876.4889,-5860.1791,-4179.4117,73826.3793,68560.8190,71407.8528,69951.6417,76785.1145,70652.9813,60544.5409,70338.8532,54976122.9526,54950579.4628,54956036.4799,54972512.0117,69958.1848,54965402.7036,
10800.000,2063.4665,-2890.2138,6636.0186,1844.9686,-6749.1678,-362465.2651,-334065.4830,-349656.3888,-342845.8920,-347962.9704,-344512.6034,-343209.5489,-344080.6695,-323599644.9381,-323572358.6464,-323626733.4451,-323605978.1268,-344952.3733,-323616239.5677,-1523.9101,4971.8089,-641.3220,-391.9273,-876.3708,-95778.9169,-108874.8661,-98475.4179,-101412.4883,-107820.5226,-99896.2097,-103495.7903,-100304.4783,-51010243.3116,-51028679.0549,-51007918.0260,-51026318.9425,-101787.4038,-51018222.5688,-6462.3177,3810.8319,-798.0765,6664.2968,1309.6150,75308.4497,70082.4773,73725.0996,69887.5981,78698.0620,73482.8437,62071.5887,71010.6456,55039076.6877,55013246.3751,55026847.9026,55033829.4114,71572.8764,55030226.2475,
14400.000,-1616.0916,-1158.8555,-4672.1918,-5335.5227,6383.5003,-326547.6686,-297792.8950,-311545.0018,-303746.1378,-310852.4691,-306659.2015,-306386.6690,-308335.7708,-299319949.5266,-299293371.2529,-299350652.6387,-299324274.4736,-308056.9604,-299337218.7536,5528.1127,-3974.5709,2655.6819,-2699.5629,-1339.7182,-184119.0233,-189158.2255,-180056.4488,-186986.4934,-190406.5487,-180142.6300,-187259.7119,-186068.2611,-133079106.3135,-133087051.3196,-133082826.9027,-133090055.6239,-184570.1408,-133087943.6693,3873.4221,-5531.8643,-4028.0959,-3519.5748,2336.5427,76747.7720,71639.9115,75458.0772,73853.1333,80121.6518,71358.4530,64233.5729,74113.2782,55101431.8086,55075972.0779,55098145.3247,55094320.4027,73180.0891,55095024.3508,
18000.000,1712.7784,5114.6449,-363.3243,4452.9178,-3703.6734,-269325.4025,-242970.9059,-253846.2434,-246495.1766,-254410.7149,-250737.7048,-249628.7926,-251883.4494,-254615449.2900,-254592124.3377,-254644854.8090,-254622949.6048,-251713.6572,-254632926.1887,-6664.2710,2794.2759,-4253.1224,5016.8276,3661.2344,-260478.1752,-258148.1596,-249898.8847,-258833.2368,-260891.8938,-250645.6560,-258930.8689,-253939.9875,-206053319.2570,-206051813.7747,-206064279.1274,-206059134.1476,-255372.9491,-206063286.1787,938.7248,3692.7692,5171.7701,-1767.0580,-4580.6626,78145.4795,73258.8965,76572.8970,77792.6504,81018.3971,69781.1813,67056.3295,73706.7664,55163346.5065,55138769.1322,55168886.0621,55154995.1113,74779.6394,55159796.9919,
21600.000,-603.2058,-6721.6452,4528.4346,-946.1440,126.2353,-194553.8617,-173170.4236,-180313.9850,-173826.1459,-182296.4947,-179047.6634,-176770.0336,-178994.6211,-192540020.5588,-192521996.3791,-192563685.4921,-192555071.5088,-179567.1100,-192557164.6766,4518.1919,-1500.2706,4680.3600,-3406.2835,-5635.8807,-319769.2148,-311684.4742,-303698.6337,-313431.5069,-314769.9000,-305615.9383,-313752.8741,-310748.5757,-264954120.7368,-264944750.4738,-264970381.7693,-264958942.6085,-309738.9791,-264965222.3868,-5249.8118,481.4783,-1637.7184,5957.6320,4024.5166,79502.3032,74997.7226,77199.2822,81168.9246,81311.6003,69136.6409,70606.7228,77745.8063,55225005.8465,55201651.0086,55238165.4958,55217358.1930,76371.3436,55224544.1492,
25200.000,-2332.1800,5305.3014,-5281.5905,-1307.3931,2796.8188,-107189.6604,-93293.1091,-95627.8099,-90228.1810,-99114.9713,-95792.4839,-92927.8961,-97028.8665,-117332509.7953,-117321259.0714,-117348247.0186,-117354395.7538,-96252.7276,-117348848.5724,-1049.0922,-649.9546,-2365.3896,-1614.1048,6257.5862,-358037.3262,-346519.2385,-338172.0108,-347825.8304,-348437.7374,-341086.0729,-348040.9231,-343591.4304,-305763918.4202,-305748634.2468,-305781500.1610,-305774931.6148,-344271.9684,-305775892.1619,6446.3155,-4377.9846,-3407.6903,-6621.1072,-1039.1794,80818.6253,77043.8005,77595.7529,84011.2384,80863.5530,69280.8538,74997.6354,76497.4268,55286609.7808,55264632.3559,55305599.8854,55284007.1534,77955.0188,55289265.8013,
28800.000,5599.6683,-2151.3949,3341.0712,297.7816,-4456.8013,-13058.9500,-9464.8220,-5120.7368,-983.5352,-9895.6824,-6210.6608,-4618.9001,-6373.6150,-34127291.4268,-34123684.7807,-34135610.5257,-34146339.2368,-7098.1858,-34142543.8249,-1286.8232,3640.5215,-2314.2594,6087.3709,-4633.6023,-372738.9401,-357885.7315,-351216.2415,-360120.8409,-359038.5946,-354545.1367,-359296.2274,-356965.2700,-325700288.3104,-325681238.6313,-325714883.4507,-325719039.3320,-356847.9134,-325712672.3954,-3911.2174,5447.4645,5333.5225,3301.3815,-2599.3617,82094.5188,79989.2270,78080.2941,86357.4358,79523.0071,70116.7783,80226.2034,81185.4445,55348360.1980,55327729.3177,55371268.2872,55355809.1355,79530.4822,55353961.9266,
