sl_20_86400_20260606 Coordinates.csv
2026/06/06 07:47:00.0000 UTC

Generated: Tue Oct  8 17:00:26 2024,
Start: 2026/06/06 07:47:00.00, Stop: 2026/06/07 07:47:00.00,
TIME_UNITS,STARLINK-30288 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-5387 - X-Coordinate,STARLINK-2056 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-3800 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-5076 - X-Coordinate,STARLINK-11175 [DTC] - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-1394 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-31165 - X-Coordinate,STARLINK-31740 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-31513 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30288 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-5387 - Y-Coordinate,STARLINK-2056 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-3800 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-5076 - Y-Coordinate,STARLINK-11175 [DTC] - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-1394 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-31165 - Y-Coordinate,STARLINK-31740 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-31513 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30288 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-5387 - Z-Coordinate,STARLINK-2056 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-3800 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-5076 - Z-Coordinate,STARLINK-11175 [DTC] - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-1394 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-31165 - Z-Coordinate,STARLINK-31740 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-31513 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,302.4849,4339.0684,-6249.2068,-1355.1024,1019.3881,5562.0169,5723.2196,593.0220,-2532.6285,0.0000,-4132.3926,-2402.6997,6845.4610,-6014.5820,822.0071,-642.0707,4524.9815,6133.4463,-4701.0300,3906.8932,-261472.2802,-240621.7836,-263314.1545,-263633.6244,-259184.0615,-260566.6623,-253936.3105,-258702.2545,-271475800.2463,-271451726.5664,-271472775.1809,-271467001.7201,-257931.3096,-271475434.8480,-5119.1234,3026.0285,2021.5881,-4154.3385,-5012.4224,3796.6211,2605.3196,4126.1928,2477.2865,0.0000,-4446.8185,4636.0080,-258.7444,-2862.6919,-4156.7942,-6374.6244,2238.4073,1986.7772,1965.4669,5479.9803,-284249.9213,-291540.1636,-284483.0561,-280997.4562,-288338.2769,-285771.0024,-280548.8857,-282595.8201,156278778.6029,156276026.3551,156280302.0282,156286022.5784,-281626.3615,156296165.5021,-4675.9642,-4466.6073,2219.5009,-5378.4671,-4666.7914,1560.4314,-2883.4758,5502.7198,-5978.0934,0.0000,-3349.7093,4479.9386,-1007.5375,1381.4792,-5476.5614,2588.6084,4693.2162,-2222.1764,-4675.9513,1136.9321,-105739.3976,-105235.0271,-105840.3220,-100194.0983,-100232.1149,-110776.4679,-112343.5147,-103755.8388,86287649.3111,86269139.9867,86313285.8666,86298756.4148,-105070.0272,86298370.4486,
3600.000,3364.7034,-6642.9299,3382.9861,4966.3048,1187.3385,-4769.3345,-6648.2103,-4542.0258,-2176.5938,0.0000,5024.6047,770.8162,-5849.9476,5162.0742,3434.3884,2244.1030,-6051.5270,-6330.2385,963.9785,-4960.0961,-176865.4092,-160147.9472,-184907.3571,-183922.1428,-180011.8878,-181186.0403,-175876.8752,-178620.1893,-302666215.9855,-302639977.0980,-302655400.1448,-302654656.7848,-178990.0826,-302665319.6195,5404.2898,-1804.1279,-4006.2555,3945.7056,6733.1761,-810.1160,-1197.0404,-3954.1987,-2566.3023,0.0000,644.9953,-6814.6799,1775.7208,-870.8171,4145.4755,6299.2042,1414.9062,-83.4280,-4248.1802,-2041.6510,-337862.5668,-343353.3290,-339179.5451,-336507.2127,-344506.7604,-342099.3443,-336822.7428,-336552.3789,80626374.1109,80630396.8078,80626083.7235,80639242.1886,-337585.9952,80642958.9549,2742.3632,681.3764,-4543.9714,2768.9231,1051.0330,-4945.4583,-1479.9247,-3400.5203,6061.9580,0.0000,4720.0432,-643.1476,-3251.5026,-4353.1575,4337.6774,1753.8588,-3002.7496,-2533.1305,5355.1980,-4233.1580,-103910.8224,-103994.5198,-103221.2274,-100811.6789,-97562.5142,-106520.6472,-112335.2986,-105040.4804,86334827.3591,86316488.9441,86359101.4282,86342811.8826,-103640.2004,86346723.5790,
7200.000,-5394.7970,5964.5805,384.2130,-6133.6915,-2539.5919,3136.9402,4749.4295,6173.2502,5437.2125,0.0000,-5222.5093,1053.2719,2413.9659,-2639.3292,-5879.1882,-3400.5993,5628.7751,3286.3520,2234.0840,4740.7223,-88935.0001,-69190.6630,-94421.7393,-91486.6913,-89198.0901,-89761.5495,-85993.4112,-88338.5354,-313197387.0883,-313170999.8751,-313178597.4423,-313189119.7715,-88466.3107,-313195642.1691,-4279.7686,16.1765,5566.7569,-2833.7372,-5586.3653,-3286.8175,-1143.3424,2984.8454,3442.0527,0.0000,3219.3333,5748.9558,-3467.8242,4878.6422,-3614.0651,-3325.6817,-3937.3036,-2636.5164,5969.3095,-2591.3294,-367051.6321,-373381.9256,-372085.0001,-370161.0840,-378831.8716,-375088.0361,-371903.8071,-372730.3725,-515797.4748,-505103.1714,-514019.1087,-496499.5743,-371929.8861,-499579.4527,826.9150,3497.6808,4107.6352,1515.2744,3189.7132,5200.6689,4883.1179,-874.2055,-2609.4649,0.0000,-3231.2314,-3647.9111,5472.6597,3932.4678,-532.1688,-5023.7963,-653.1152,5350.4753,-2682.5648,4165.6364,-100985.1446,-102742.3650,-100705.7232,-102294.4899,-95371.5194,-101421.6684,-111620.1779,-100576.1540,86382742.1365,86364041.0868,86404326.8314,86388206.3125,-102201.6805,86395043.0140,
10800.000,5560.0627,-3121.4689,-3408.8965,4901.6682,3765.7772,-1656.0945,-1589.3050,-5158.1532,-5568.6431,0.0000,4170.9870,-3436.9671,1457.8967,-178.1240,5669.4251,4542.4937,-2815.3412,596.1771,-3810.1367,-3391.1229,2656.7189,26459.9185,2267.7497,9756.0654,7345.4798,7523.1508,10124.7488,7460.9451,-302354223.9757,-302329552.0093,-302328986.6657,-302354306.4233,7837.9510,-302351570.4137,1372.2756,2761.6990,-5919.9912,85.6170,1943.9733,6339.8010,4219.9708,-472.0379,-3369.4029,0.0000,-5529.4238,-2302.3790,5200.4617,-6785.8995,1608.1839,-933.5859,4966.0197,5384.2094,-5508.2773,5837.7858,-376936.8982,-379711.5046,-381017.2715,-381314.0995,-389161.8828,-380396.9954,-383360.6474,-381891.1349,-81609663.9426,-81592998.1965,-81602316.8817,-81588811.3389,-382425.8975,-81593277.4484,-3917.9405,-5528.5275,-1206.6754,-4896.5993,-5475.2801,-2215.7720,-5247.8626,4566.9912,-2429.6688,0.0000,-245.4277,5495.5919,-4336.3636,-478.1320,-3632.8046,5117.7281,3865.6934,-4143.7907,-1712.4833,-1022.6933,-98630.4023,-101476.8510,-98582.5475,-102399.1689,-93643.9730,-98909.4742,-110245.2818,-102398.6460,86431419.8374,86411829.2081,86449151.9944,86437526.1035,-100754.5760,86443328.7410,
14400.000,-4499.5715,6.5154,4930.7498,-2662.2535,-4931.4189,85.2610,-1063.5687,2853.1122,3363.3523,0.0000,-1500.4509,5648.2221,-3910.7668,2794.0659,-3715.7765,-5124.7510,-1410.1948,-3139.3377,4130.0984,629.5760,94609.2685,120728.9943,98867.0811,108686.5997,103374.9683,103317.1638,106351.1230,104249.5765,-270880342.8420,-270858909.4847,-270851524.5540,-270884204.5835,103741.7696,-270876993.8194,2518.8765,-5565.5740,4222.5171,3635.2434,2153.3761,-6559.0570,-6430.5742,-3235.9101,929.1270,0.0000,5753.7803,-1298.9998,-5688.2130,5216.4565,1880.6215,4181.8669,-4960.4871,-6047.2111,2377.7574,-6153.0115,-365042.3872,-361940.1665,-365400.1715,-368973.5513,-374849.9468,-363728.3590,-370230.9729,-368406.4775,-157121353.8748,-157099966.9887,-157105988.5233,-157106359.5912,-368371.9938,-157104304.0975,4628.3801,4099.1816,-2444.2289,5248.5401,4339.3722,-2190.8756,2296.2353,-5406.4825,5989.8088,0.0000,3551.8217,-3727.0802,495.3912,-3366.0427,5516.3653,-2025.1886,-4588.7694,-216.0118,4995.8660,-2902.7935,-96563.0172,-100195.9519,-97032.9951,-98550.3849,-92389.2540,-101204.2529,-108219.6710,-97547.0127,86480835.0642,86459892.2594,86493735.1216,86492428.4204,-99298.9966,86491580.7476,
18000.000,2917.3061,2049.7604,-5138.7237,719.1759,5095.7769,2141.4832,2578.9538,-711.4646,-1143.1518,0.0000,-2292.5576,-5943.5953,4510.3200,-4895.5559,1572.6416,3890.1986,5027.8948,3991.6399,-4129.1607,3074.4532,181561.8149,207645.2877,189118.8734,199237.9982,192689.7483,192161.8980,196413.0384,192679.5576,-220927108.2293,-220909911.1336,-220898325.7736,-220924485.7195,193082.3483,-220923494.3568,-5749.8134,6607.7651,-678.9426,-6458.8680,-4653.1394,4020.6292,6070.2095,6267.4956,3210.4009,0.0000,-4542.4189,3437.1576,3792.4806,-1122.6534,-5426.9911,-5204.7855,4109.7317,3345.7068,2054.7571,3930.0443,-331168.9850,-321198.8843,-326290.5104,-331851.6870,-336792.5612,-325914.9211,-333129.8889,-330964.4629,-221898836.0213,-221874412.4897,-221874494.9084,-221887072.8132,-330643.4422,-221880798.5677,-2564.9463,-146.1851,4597.7027,-2402.4270,-532.4758,5190.9143,2068.9225,2815.7010,-6054.3689,0.0000,-4711.4640,-536.5278,3623.4593,4581.2698,-4002.6490,-2367.9060,2322.3242,4390.4287,-5154.3290,4650.1355,-94660.7825,-98897.1508,-96082.3611,-94762.0844,-91644.8859,-102893.5976,-105516.7227,-99520.8216,86530912.4718,86508277.0221,86538212.2295,86546856.9284,-97835.0528,86539799.0214,
21600.000,-870.7576,-3183.1834,4587.6491,845.6775,-3107.2052,-4800.8374,-3591.4261,-884.8931,288.9243,0.0000,5624.8241,3357.3090,-4167.9328,5679.7900,115.6246,-506.9889,-6387.3668,-4073.4222,3823.7405,-6098.9627,258118.6005,281721.3276,267233.0520,276828.6808,269506.9101,269016.8692,274267.7113,270215.3797,-155906609.0470,-155893968.0518,-155881523.8377,-155896655.4025,270111.4407,-155903265.5364,6798.4184,-4727.4197,-3342.7638,6593.1712,5005.2241,-494.9018,-2881.2225,-6682.3093,-6463.8621,0.0000,2724.6100,-4070.6774,200.2850,-2994.0267,6918.3612,4465.1657,-2174.7774,1483.5476,-5380.6336,-827.7220,-276808.4589,-260074.4093,-266267.2130,-272862.6551,-277343.6692,-267648.4310,-274255.9189,-270927.0146,-271523458.0983,-271497922.8800,-271490832.8760,-271507420.9843,-271638.5789,-271504364.2656,-1065.2947,-3928.5444,-3990.8635,-1947.1145,-3634.5074,-4957.3723,-5164.0042,1523.5978,2512.3507,0.0000,2985.5365,4416.4738,-5528.3240,-2260.0449,-20.0545,5244.8802,1432.2106,-5265.4063,2038.2560,-2962.0914,-92869.9988,-97577.1637,-95593.1913,-91524.5244,-91487.6322,-103636.7660,-102068.6662,-94681.1746,86581531.6461,86557040.2529,86582705.1126,86597028.2046,-96362.8562,86587983.5498,
25200.000,-1737.9524,4080.6613,-3308.4116,-2601.2629,-788.7024,6362.7779,4551.2709,2577.8452,-181.6860,0.0000,-6878.0714,1105.5781,3649.1373,-4020.2231,-1731.5603,-3718.8950,5325.5025,3619.2672,-2402.6407,6477.8741,319356.9211,338301.9757,328248.2610,336790.7263,328807.9297,329089.2158,334388.4366,330165.1800,-80258607.4881,-80250085.1058,-80240224.9180,-80246425.6454,329865.6361,-80256033.9105,-5362.8076,708.9287,6017.2283,-3921.0369,-4088.4115,-2182.5532,-1427.7749,4107.6598,6480.9241,0.0000,-656.3499,4142.6718,-4305.9172,5177.7557,-5367.5418,-3234.2992,-999.9211,-5361.4866,6042.3919,-1947.9463,-204898.3548,-182440.3322,-189215.7165,-196118.7599,-200063.0248,-192016.6831,-197302.7084,-195965.0309,-302611392.0316,-302586647.1171,-302572677.7703,-302587398.8962,-195126.4766,-302591447.0710,4031.7143,5531.3180,956.0985,5071.7386,5516.1816,1587.1300,4994.4908,-4930.9430,2468.6587,0.0000,542.1030,-5394.8035,3996.5143,-1833.5137,4001.3061,-4856.2648,-4276.5370,2142.8589,2335.4220,-948.8132,-91161.7916,-96231.4771,-95302.1493,-88804.6192,-92054.8690,-103577.8466,-97762.1277,-96400.4658,86632534.9017,86606251.3607,86627327.9600,86643937.8160,-94882.5190,86636134.3204,
28800.000,4590.5824,-4841.1287,1035.1779,4682.9080,4789.6210,-5327.7076,-4923.4009,-4532.9910,-886.6377,0.0000,5532.1611,-4932.9356,-2752.4560,12.3288,3786.8132,6462.3179,-2891.1499,-1846.3952,-693.8979,-3660.2705,361197.2389,373859.7679,368307.6130,375391.7463,366730.6863,368450.2024,371649.5899,367700.2661,852625.2936,858192.9202,862532.9866,861230.9600,368486.6322,854095.9119,2463.5731,3264.2095,-6327.2458,85.1751,3004.3738,3435.8727,4545.2338,-144.5938,-3329.2343,0.0000,-1826.5803,-3913.3806,6352.2899,-5108.3656,1754.3216,2014.5984,4515.5150,6031.1283,-4431.7791,4006.6873,-119611.7266,-93207.9510,-100051.5491,-106708.5579,-109033.3677,-103533.3673,-107287.5259,-105168.4631,-313044411.1187,-313022030.8105,-313002885.3024,-313013463.0526,-106006.1793,-313024040.7030,-4584.6416,-3719.9658,2636.5315,-5107.4417,-3996.5285,2751.4478,-1716.0194,5205.1962,-6034.7719,0.0000,-3759.5511,2778.8902,-18.9884,4485.5493,-5525.5867,1396.8908,4332.6250,2579.9925,-5264.1646,4132.3012,-89518.6100,-94853.5104,-94890.6203,-86563.9776,-93487.8868,-102812.7072,-92613.2252,-91970.2694,86683737.4931,86655995.5031,86672193.0670,86688828.3560,-93394.1547,86684251.3206,
