sl_100_5400_20260611 Coordinates.csv
2026/06/11 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:04 2024,
Start: 2026/06/11 07:47:00.00, Stop: 2026/06/11 09:17:00.00,
TIME_UNITS,STARLINK-31964 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-5145 - X-Coordinate,STARLINK-5747 - X-Coordinate,STARLINK-2493 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-5675 - X-Coordinate,STARLINK-11112 [DTC] - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-6094 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-30992 - X-Coordinate,STARLINK-5694 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-30532 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-3344 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-31361 - X-Coordinate,STARLINK-3269 - X-Coordinate,STARLINK-31575 - X-Coordinate,STARLINK-30459 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-3860 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-3912 - X-Coordinate,STARLINK-31679 - X-Coordinate,STARLINK-5336 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-3104 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-1297 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-31768 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-31066 - X-Coordinate,STARLINK-31614 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-32094 - X-Coordinate,STARLINK-3042 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-3829 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-5489 - X-Coordinate,STARLINK-11146 [DTC] - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-31517 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-31475 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-3445 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-32200 - X-Coordinate,STARLINK-1021 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-5081 - X-Coordinate,STARLINK-30976 - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-2270 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-30231 - X-Coordinate,STARLINK-11171 [DTC] - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-3051 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-4182 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-6380 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-3133 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-3789 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-5145 - Y-Coordinate,STARLINK-5747 - Y-Coordinate,STARLINK-2493 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-5675 - Y-Coordinate,STARLINK-11112 [DTC] - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-6094 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-30992 - Y-Coordinate,STARLINK-5694 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-30532 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-3344 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-31361 - Y-Coordinate,STARLINK-3269 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,STARLINK-30459 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-3860 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-3912 - Y-Coordinate,STARLINK-31679 - Y-Coordinate,STARLINK-5336 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-1297 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-31768 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-31066 - Y-Coordinate,STARLINK-31614 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-32094 - Y-Coordinate,STARLINK-3042 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-3829 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-5489 - Y-Coordinate,STARLINK-11146 [DTC] - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-31517 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-3445 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-32200 - Y-Coordinate,STARLINK-1021 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-5081 - Y-Coordinate,STARLINK-30976 - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-2270 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-30231 - Y-Coordinate,STARLINK-11171 [DTC] - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-3051 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-4182 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-6380 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-3133 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-3789 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-5145 - Z-Coordinate,STARLINK-5747 - Z-Coordinate,STARLINK-2493 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-5675 - Z-Coordinate,STARLINK-11112 [DTC] - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-6094 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-30992 - Z-Coordinate,STARLINK-5694 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-30532 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-3344 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-31361 - Z-Coordinate,STARLINK-3269 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,STARLINK-30459 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-3860 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-3912 - Z-Coordinate,STARLINK-31679 - Z-Coordinate,STARLINK-5336 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-1297 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-31768 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-31066 - Z-Coordinate,STARLINK-31614 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-32094 - Z-Coordinate,STARLINK-3042 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-3829 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-5489 - Z-Coordinate,STARLINK-11146 [DTC] - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-31517 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-3445 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-32200 - Z-Coordinate,STARLINK-1021 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-5081 - Z-Coordinate,STARLINK-30976 - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-2270 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-30231 - Z-Coordinate,STARLINK-11171 [DTC] - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-3051 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-4182 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-6380 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-3133 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-3789 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-749.1233,-3405.1139,3939.9140,-2360.2691,5870.0316,-3398.3492,-2025.8609,-4900.8691,4363.3785,544.3624,3718.8788,4490.8119,-3540.8225,-6915.9686,1416.7314,-5168.0490,-4117.2255,2930.0962,6838.5359,2922.5662,-51.1296,-6627.8283,2902.9455,942.0520,5347.8998,2354.8038,3069.0931,-4698.2657,5735.7557,2199.1573,5838.3552,3964.0926,-4828.7052,-6457.5779,3236.4934,2908.7107,-4600.3744,5673.0863,-1696.6280,2339.5212,5020.2076,1742.1839,2436.4345,-420.3484,-4291.0274,-5247.4723,3475.8923,-983.5406,4493.3195,645.7710,-1958.5190,6563.7695,-1663.2738,5851.5541,4495.6265,-305.1317,-5171.9991,-6619.9252,6802.3078,3847.7885,-2198.0606,2918.6785,-5771.6732,-6746.5634,5765.9434,-5360.1212,-121.7737,-2369.8903,4894.7638,4868.9495,5351.4167,-1954.8248,-5642.1038,-3489.7695,-1228.5378,-2584.5984,3235.6739,3211.6890,4943.3676,6220.2058,-5860.4113,935.6678,-1312.9642,3875.0622,6442.2827,2848.1634,-3323.3137,-5905.6524,1094.6470,-4111.0695,5288.9189,-4076.3169,6606.4287,3736.6044,-5240.6772,-4023.2719,-5613.2439,-4933.8994,-3607.8275,5816.8192,-368394.7841,-337990.5692,-359437.2987,-360037.2112,-354975.3989,-356567.0587,-350416.8694,-352903.5317,-271882184.1130,-271881440.7620,-271902098.8997,-271897452.2268,-354300.0329,-271896795.5728,-5754.2976,-3492.0661,4596.7079,3674.0935,2016.3812,-2687.9388,3609.0289,-3381.6223,-3703.6242,-5837.4390,-5489.6943,5052.1202,4111.1702,59.4085,-4838.9314,-735.1534,-3193.9111,-4464.9485,717.1903,4678.6406,-1130.6696,728.5414,4174.0109,-2545.6670,-3343.1673,-6507.0171,-1834.7750,-568.6028,2220.7740,6450.7216,-1200.5449,5167.8988,-4508.0646,-1994.5362,5682.8103,-3026.7156,-2560.2538,-3289.1751,3845.4951,-3493.7180,286.1960,-6357.7603,5997.1995,3354.0644,5437.6180,2210.8388,2819.3031,-4691.2448,-2214.7611,5117.6950,-3840.7613,-1721.6988,-83.6240,-1304.5568,-4993.9486,5547.6014,-2647.4390,-1764.8497,-421.3451,1893.2969,-4694.5374,6261.5761,580.3341,-1443.4800,-3033.2263,-1046.9240,6448.0861,289.4636,2343.5567,-1718.0308,230.2565,-3980.6536,2724.0556,-4517.6174,-5109.4570,-4882.7659,-4508.4130,-3474.2781,1306.2079,2642.6034,1612.9328,-1360.2734,-4504.7518,-3436.4623,226.4073,2964.3294,2578.2992,3557.1452,2139.6109,1237.7446,-2609.9301,-3488.2569,1236.6055,-5660.0684,-4475.4109,2582.6486,-4033.0943,1323.0411,3641.1913,-3513.6714,57072.3455,35591.7807,42120.2721,45537.8157,38602.7630,41042.4202,46819.8555,46230.9418,148472063.0114,148481812.7784,148484029.0779,148491655.0670,45400.7640,148485977.5642,3547.6709,4888.8987,3348.3772,-5368.9584,-3091.9435,-5404.0120,5529.1000,3385.6149,-3925.7216,3682.8651,-69.2094,-1502.8251,4311.4096,410.5371,-4727.0404,-4562.8880,4532.2908,-4433.7194,853.6462,4182.9083,-6856.9554,-1395.3224,-4718.3054,6375.9280,-2517.1250,-424.2955,-5970.4887,5062.4087,2749.0800,-329.5176,3288.4636,2055.1453,1694.1873,-1169.7844,2078.2219,-5498.2489,-4511.8118,2270.6980,5478.4016,-5485.7942,4590.9971,2148.5761,2492.7296,6061.7015,-218.1143,-3748.5177,5261.6425,-4964.0710,4666.2527,-4470.1428,-5414.5838,-1429.1254,6712.2789,3237.4024,1691.5923,3941.7667,3781.8961,1055.5833,237.9398,5458.5544,4598.6668,-234.0828,-3796.9233,744.5450,1859.6324,4065.1906,2480.5773,-6534.7131,-4140.3749,4515.5793,-4179.8648,-5303.2189,2691.4819,-3915.8421,4473.3807,4114.8765,3543.8517,5030.4765,4647.8599,-1639.0816,3320.2757,6725.4228,5078.2865,-4586.9411,-2542.9277,5191.1476,5473.4000,-279.8754,6496.2935,5309.5655,3602.3008,-4363.3662,1708.1581,1366.6866,-632.0622,4974.9211,-144.5109,-4672.8408,4623.0970,-1234.7245,94931.5414,90369.1839,90277.1039,95898.8386,95878.1636,85339.8386,83754.3606,91863.3204,91853492.3248,91881049.2412,91873100.9669,91851776.7763,91036.0178,91856697.1698,
300.000,-2443.9946,-5110.2216,4320.2112,-854.8596,6682.9572,-4158.6160,-85.3611,-6120.8268,2506.7152,-1214.0688,2480.2899,5439.4165,-1551.7946,-6475.3464,-573.1596,-4885.7081,-5642.9231,1368.1703,6477.2786,4707.5543,1828.0369,-5817.3685,4465.4539,940.8506,4646.1753,803.2851,972.2586,-5490.0552,6568.3580,3534.6293,4473.3767,4461.5426,-5914.7056,-6827.5028,4434.7348,1057.9357,-5724.6615,6226.7663,202.5805,660.4676,5114.6749,259.6775,3996.4738,1287.3954,-3106.1766,-3717.5918,4071.4847,-2588.8595,3310.0500,2707.0696,-3914.5587,6156.0187,320.0890,4595.8753,3376.4795,1567.6139,-5733.1018,-6467.2958,6306.3178,5472.7561,-3857.0075,3881.3995,-4730.0549,-6574.8191,5305.3847,-4933.1631,1210.9795,-2184.6184,6136.7052,4927.4152,5693.8407,-3918.7592,-4145.8311,-5032.8851,-2586.4350,-3446.0276,1307.1321,2240.5247,4307.2860,5710.7276,-5699.8558,875.5093,-3261.0840,3258.4673,6697.2812,4546.3069,-1625.2669,-4929.7350,3126.3710,-2827.1783,3637.9710,-4266.9312,6928.5573,2448.5341,-5643.8379,-3541.8614,-6003.2621,-3410.0344,-1594.1916,4621.9647,-369532.0394,-338679.2996,-360335.5840,-360819.7122,-355786.9069,-357374.0588,-351317.6597,-353705.9084,-275056716.2147,-275055577.2916,-275076389.0600,-275072790.7592,-355127.0357,-275071358.9743,-4632.7341,-2693.0792,2846.3227,5064.8070,515.5903,-653.7350,4545.7204,-2507.2745,-4585.9916,-6330.4647,-5854.3666,4271.7993,4845.9286,1551.5442,-4270.7927,1394.6556,-2290.3516,-5733.0857,-837.3568,3899.6207,148.2788,2199.7114,2699.5691,-312.2470,-4830.9260,-6614.5017,-2259.4931,1193.9277,1101.9781,5704.5668,-2386.6080,3698.3998,-3395.0259,-517.1961,5230.3721,-4167.5585,-858.8299,-3071.0456,4788.0568,-4773.6233,-1834.7820,-6897.2506,5570.8476,2022.4427,5867.0593,3590.6754,739.8387,-3309.5272,-4021.3367,4986.8885,-3148.4695,-3188.0510,-1217.8847,-2828.8219,-6050.0584,5959.8686,-3498.4714,-154.8321,-1900.6366,1449.7012,-3320.9007,5497.2733,2329.9478,130.6296,-4217.0959,1026.9114,5536.6993,2451.2689,1204.0538,-3501.2316,-1725.4645,-3484.0545,3860.7487,-4075.3460,-3606.1349,-3123.0505,-4445.2987,-5147.5661,-652.4679,1714.0990,3356.9969,922.5477,-4512.9820,-5109.6189,-1377.1781,1688.8204,3945.1027,4370.5167,1397.9637,3011.2064,-3430.1094,-1500.8609,-268.5633,-6470.4286,-3228.7364,4434.9022,-2839.3441,2702.2746,4060.3946,-4226.2792,49243.1276,28436.6266,34735.7713,38091.7103,31097.8937,33507.8716,39328.6596,38986.7571,142500033.8824,142509854.7581,142511364.7079,142519655.2721,37923.3096,142513854.9457,4336.4817,3787.7496,4589.8571,-4637.9661,-1773.3161,-5500.9998,5199.4393,1787.6543,-4567.3067,2531.2004,-1889.1375,298.2339,4703.7243,1907.9468,-5404.3544,-4717.7529,3260.9816,-3665.5540,2307.9755,3252.2802,-6703.5717,-2782.6486,-4570.1366,6857.1520,-1082.3057,-1920.4977,-6509.8584,4059.5672,1031.3558,1221.0852,4539.5461,3609.6730,168.6762,378.4420,300.4567,-5419.1671,-3816.1789,60.8012,4972.1013,-4954.6808,4104.7622,675.6472,1064.4792,6512.8771,-1995.8649,-4446.0874,5529.8160,-5474.3520,4443.9521,-3792.8266,-4761.2675,100.8399,6799.6762,4156.5795,176.9148,2908.0917,1732.0457,2485.2021,1758.8674,4022.0098,4701.8484,1569.6454,-4502.2176,2209.7400,55.9875,4577.0518,3948.3800,-6132.7741,-2734.2942,3246.0203,-3279.8418,-4504.7948,3792.1762,-2443.5509,5282.9554,5079.2033,4675.3144,4024.2738,5361.4891,-3582.0542,2057.9421,6806.7332,4101.7629,-3336.1809,-1121.1878,4510.2531,5426.1203,-2056.6713,6022.6239,5436.7747,4767.5369,-5231.9311,195.4100,-167.6273,-2374.6650,3926.3712,-1928.9137,-5385.8376,5347.6875,-2916.1964,95045.8320,90476.7803,90495.5938,95881.1223,96123.2361,85664.0570,83730.2323,91545.0879,91856927.0495,91884715.3586,91876928.2866,91855926.9607,91158.6946,91860383.6913,
600.000,-3923.1425,-6306.7254,4322.0254,691.1591,6851.8085,-4567.1834,1832.0919,-6710.1427,414.9247,-2834.5961,942.5329,5850.3235,579.1926,-5406.7575,-2534.7650,-4175.7777,-6606.5150,-294.7349,5492.4447,6032.3203,3458.0116,-4415.8482,5624.4725,741.6652,3472.5439,-842.7736,-1210.7977,-5772.6473,6692.0419,4520.9154,2654.5170,4536.1454,-6396.6746,-6512.8857,5178.3424,-863.6336,-6316.9293,6104.1321,2048.2375,-1042.7541,4725.0705,-1241.4376,5162.7047,2920.7617,-1597.3466,-1826.3742,4323.2502,-3982.9510,1832.9363,4483.1981,-5489.3262,5150.9313,2314.2423,2887.3883,1931.1446,3259.8330,-5656.0673,-5697.6916,5166.0964,6541.2635,-5172.6347,4472.8946,-3259.1092,-5774.5293,4282.8279,-4042.5652,2465.4222,-1859.7057,6747.2363,4515.7530,5475.0302,-5491.5411,-2228.6999,-6066.0519,-3739.3686,-4018.5685,-795.7369,1091.0942,3294.9441,4646.0334,-5000.8578,624.8784,-4869.0033,2355.5304,6305.6945,5750.9479,194.9684,-3449.0285,4860.4133,-1301.5109,1626.7941,-4092.5383,6580.0297,920.2166,-5506.2828,-2750.5795,-5808.9369,-1579.0810,579.8775,2953.4021,-370501.8386,-339217.5624,-361072.7440,-361442.3457,-356439.3046,-358019.4659,-352060.9184,-354462.2540,-278100097.6747,-278098561.9071,-278119500.2044,-278116965.7933,-355796.2388,-278114768.0093,-3059.9303,-1668.5368,800.1951,5982.1975,-1018.4983,1424.3186,5079.6500,-1396.3866,-5069.9548,-6222.3044,-5569.6195,3064.8222,5156.1256,2911.2833,-3332.5216,3398.2978,-1195.3727,-6465.0925,-2332.1204,2772.8800,1488.4226,3473.1300,998.7681,1949.8513,-5812.8131,-6089.0893,-2541.5577,2806.1407,-123.4465,4372.2894,-3374.8221,1830.3517,-1937.2675,1015.7625,4247.1523,-4946.5007,896.1571,-2518.2378,5298.9772,-5616.7962,-3756.8233,-6769.0454,4612.9707,550.6983,5731.4386,4644.9643,-1400.3324,-1637.9756,-5443.3019,4385.2965,-2197.9191,-4346.2112,-2135.4096,-4101.5789,-6518.0889,5783.4222,-3988.5981,1491.8442,-3203.2149,911.9550,-1659.5828,4176.6053,3887.4452,1712.1486,-4953.3315,3014.5685,4087.6976,4367.3673,-28.9416,-4908.4898,-3483.7261,-2692.0748,4641.1642,-3254.1848,-1770.0935,-1057.0224,-3921.1840,-6314.8528,-2577.3496,570.8592,4762.1612,3100.6941,-4116.4924,-6269.7078,-2836.9809,271.6283,4965.4735,4766.7050,590.4555,4512.3028,-3962.8758,646.4328,-1745.8013,-6650.3439,-1643.0362,5837.7941,-1345.6443,3867.4844,4135.0948,-4547.7627,41390.5924,21268.8226,27338.1587,30632.8834,23580.8196,25962.3718,31819.2687,31649.2817,136460174.1139,136470082.5010,136470881.8787,136479739.0645,30431.2454,136473900.7641,4634.5692,2277.2333,5337.5576,-3408.9922,-264.8770,-5009.6442,4308.6687,-8.5381,-4722.6740,1107.7133,-3478.4376,2067.1815,4592.9370,3200.5188,-5499.8634,-4368.8850,1637.1421,-2506.8009,3514.6223,1972.4845,-5841.6771,-3856.4363,-3934.5332,6607.2065,475.8368,-3211.2319,-6363.6161,2622.6036,-806.5617,2634.4010,5278.2945,4760.2663,-1375.8182,1884.7710,-1510.4868,-4758.1378,-2712.6660,-2155.6343,3928.7770,-3889.7941,3155.8904,-869.5969,-477.5302,6272.6047,-3559.9055,-4644.4362,5201.4824,-5392.5770,3728.9222,-2690.6976,-3597.0081,1619.9869,6157.8626,4607.6994,-1356.7489,1546.8630,-503.0327,3648.5053,3081.7822,2157.7734,4302.0686,3203.6184,-4726.6623,3438.8395,-1754.1026,4572.7741,4989.4848,-5083.8157,-1021.7178,1618.3238,-2007.2148,-3221.0289,4466.6514,-708.4923,5520.6712,5490.5311,5225.4192,2583.2290,5496.9958,-5145.7729,574.7932,6160.9719,2683.6284,-1726.3048,420.8262,3277.7125,4792.4261,-3610.3544,4905.7563,4957.0927,5418.3595,-5538.1127,-1338.2551,-1683.9076,-3861.9608,2452.4170,-3505.2745,-5521.9176,5493.8746,-4282.4103,95159.7960,90584.3552,90715.2807,95858.1945,96364.6324,85994.1969,83711.4413,91198.5984,91860363.0932,91888377.4938,91880743.4056,91860118.2841,91281.3058,91864069.9687,
