sl_100_5400_20261127 Coordinates.csv
2026/11/27 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:39 2024,
Start: 2026/11/27 07:47:00.00, Stop: 2026/11/27 09:17:00.00,
TIME_UNITS,STARLINK-5035 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-11175 [DTC] - X-Coordinate,STARLINK-5365 - X-Coordinate,STARLINK-4214 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-31204 - X-Coordinate,STARLINK-30885 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-3347 - X-Coordinate,STARLINK-32027 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-5239 - X-Coordinate,STARLINK-31127 - X-Coordinate,STARLINK-31358 - X-Coordinate,STARLINK-3126 - X-Coordinate,STARLINK-31721 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-1262 - X-Coordinate,STARLINK-3258 - X-Coordinate,STARLINK-3362 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-2188 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-1273 - X-Coordinate,STARLINK-30429 - X-Coordinate,STARLINK-5269 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-30608 - X-Coordinate,STARLINK-2524 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-2106 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-30100 - X-Coordinate,STARLINK-30802 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-2329 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-4371 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-30895 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-5450 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-32077 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-1863 - X-Coordinate,STARLINK-4122 - X-Coordinate,STARLINK-30344 - X-Coordinate,STARLINK-30419 - X-Coordinate,STARLINK-32274 - X-Coordinate,STARLINK-30252 - X-Coordinate,STARLINK-1234 - X-Coordinate,STARLINK-4362 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-1873 - X-Coordinate,STARLINK-31281 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-31235 - X-Coordinate,STARLINK-31865 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-32112 - X-Coordinate,STARLINK-5016 - X-Coordinate,STARLINK-6091 - X-Coordinate,STARLINK-2469 - X-Coordinate,STARLINK-30432 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-6295 - X-Coordinate,STARLINK-2039 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-32373 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-30991 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-11175 [DTC] - Y-Coordinate,STARLINK-5365 - Y-Coordinate,STARLINK-4214 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-31204 - Y-Coordinate,STARLINK-30885 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-3347 - Y-Coordinate,STARLINK-32027 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-5239 - Y-Coordinate,STARLINK-31127 - Y-Coordinate,STARLINK-31358 - Y-Coordinate,STARLINK-3126 - Y-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-1262 - Y-Coordinate,STARLINK-3258 - Y-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-2188 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-1273 - Y-Coordinate,STARLINK-30429 - Y-Coordinate,STARLINK-5269 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-30608 - Y-Coordinate,STARLINK-2524 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-2106 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-30100 - Y-Coordinate,STARLINK-30802 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-2329 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-4371 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-30895 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-5450 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-32077 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-1863 - Y-Coordinate,STARLINK-4122 - Y-Coordinate,STARLINK-30344 - Y-Coordinate,STARLINK-30419 - Y-Coordinate,STARLINK-32274 - Y-Coordinate,STARLINK-30252 - Y-Coordinate,STARLINK-1234 - Y-Coordinate,STARLINK-4362 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-1873 - Y-Coordinate,STARLINK-31281 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-31235 - Y-Coordinate,STARLINK-31865 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-32112 - Y-Coordinate,STARLINK-5016 - Y-Coordinate,STARLINK-6091 - Y-Coordinate,STARLINK-2469 - Y-Coordinate,STARLINK-30432 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-6295 - Y-Coordinate,STARLINK-2039 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-32373 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-11175 [DTC] - Z-Coordinate,STARLINK-5365 - Z-Coordinate,STARLINK-4214 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-31204 - Z-Coordinate,STARLINK-30885 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-3347 - Z-Coordinate,STARLINK-32027 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-5239 - Z-Coordinate,STARLINK-31127 - Z-Coordinate,STARLINK-31358 - Z-Coordinate,STARLINK-3126 - Z-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-1262 - Z-Coordinate,STARLINK-3258 - Z-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-2188 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-1273 - Z-Coordinate,STARLINK-30429 - Z-Coordinate,STARLINK-5269 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-30608 - Z-Coordinate,STARLINK-2524 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-2106 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-30100 - Z-Coordinate,STARLINK-30802 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-2329 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-4371 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-30895 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-5450 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-32077 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-1863 - Z-Coordinate,STARLINK-4122 - Z-Coordinate,STARLINK-30344 - Z-Coordinate,STARLINK-30419 - Z-Coordinate,STARLINK-32274 - Z-Coordinate,STARLINK-30252 - Z-Coordinate,STARLINK-1234 - Z-Coordinate,STARLINK-4362 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-1873 - Z-Coordinate,STARLINK-31281 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-31235 - Z-Coordinate,STARLINK-31865 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-32112 - Z-Coordinate,STARLINK-5016 - Z-Coordinate,STARLINK-6091 - Z-Coordinate,STARLINK-2469 - Z-Coordinate,STARLINK-30432 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-6295 - Z-Coordinate,STARLINK-2039 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-32373 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3553.0710,382.6429,0.0000,-3258.7255,-2583.6585,-4849.9046,6390.4901,-767.6337,5325.2600,3329.8156,-4658.6028,3421.5512,-4157.8555,2321.0238,2359.8447,-4149.2854,-3815.2369,489.8084,680.1859,5129.4363,6447.5420,3696.1072,-213.6910,-594.2054,5203.1370,1812.7470,-5822.7738,208.3487,-6451.7385,5752.8748,1463.2982,-2429.9132,-2392.8274,-4154.8085,4567.9511,-3970.9514,-3590.0266,5659.7468,-4644.4624,-4885.4366,-1586.5552,-3445.2793,2327.2449,-4914.7612,1716.7022,1553.4756,-1138.8169,21.7108,4621.6723,876.3471,1681.9861,-1955.2191,2544.2769,2706.5456,-672.9447,-4190.9445,-39.4369,-1090.8034,-4724.0690,-3566.6623,-4615.8462,-1345.4497,6742.3468,-3527.5977,4005.3620,-3937.9016,-4858.5268,2734.9692,4095.4031,-3802.4247,4231.9554,-4312.8702,2507.2568,-4166.0587,-5255.8278,3988.7408,4904.6362,3811.6659,6305.3213,4798.2058,-5719.8056,4784.8834,-3416.3272,-4148.5842,5968.7598,-39.4218,685.5189,4782.1875,-5442.4078,-2031.4576,-2446.6767,420.1575,4640.9742,-4211.8356,6564.7166,3837.3747,-4890.3604,-938.5894,-5226.3726,-2906.4575,-50882.6701,-69581.8373,-58989.0984,-59477.4142,-62616.9733,-61894.6448,-69049.6497,-64471.3931,-153106288.5854,-153128625.8240,-153099185.1915,-153088382.5609,-65062.5064,-153093364.6691,2455.5821,5589.2292,0.0000,-5219.3137,-5430.6985,1038.8734,-2505.1870,5013.5553,-1409.7378,5111.7077,4165.3648,-4005.9222,739.1593,-6403.8121,2358.7852,-240.1545,1706.5049,4790.1933,-6357.1813,-4490.8520,-2218.3313,3062.2939,5607.4202,4993.6812,-3248.3404,5346.7796,-3433.4222,6666.1271,-914.2284,-2999.6200,6677.3776,6283.2990,-6502.6170,-80.1392,-4900.4220,-5237.7470,5006.4270,2813.1155,-2573.1116,-4191.3406,-6553.6766,2853.3677,-6298.4083,1523.1669,-6622.3877,-3930.4850,-5532.8619,6743.1857,-1947.6013,-5739.2773,-4039.1026,-6149.0771,-3300.9668,5210.1235,1370.7532,21.2012,-6211.1998,-6702.5998,2938.5745,2463.0201,1547.4889,6318.9204,798.2363,2260.5622,520.6621,4306.3436,3220.7830,-3350.8263,-2407.0459,-3874.7115,-4443.4662,-3360.8086,5360.4980,-1619.0975,-2348.4238,942.3534,-2595.3947,-1387.2091,720.7245,2763.9781,-3647.2816,1672.0183,-5950.3225,-4984.3438,268.3821,5167.8989,-5319.4792,-2693.8315,1409.4238,5576.8204,-6186.9949,-5907.0184,4785.5544,3107.4374,1651.2699,-4504.1395,-4521.3612,-2810.6819,1973.9749,-4975.0065,-327067.7800,-306068.6318,-316937.3977,-319415.4138,-311377.2523,-313898.0585,-318205.4212,-317794.8231,-86961467.1296,-86919586.2589,-86954172.6735,-86945138.9798,-317797.1937,-86951435.9690,5386.3407,4066.5238,0.0000,3168.5376,-3424.2589,-4731.3038,821.2250,-4726.5084,-4211.7917,-3303.2441,2998.8856,4374.2824,5340.8809,505.1744,-6082.4757,-5537.0518,-5507.9621,4856.8548,-2636.9691,-107.1819,-570.1624,4869.8385,-4048.1001,4730.0404,-3212.6392,-3901.7493,-902.1642,879.3050,-2272.8007,-2528.1378,-834.5554,-1593.8421,-131.2702,-5523.2826,-1477.6543,-2148.8003,3172.9409,-2841.1640,4452.7573,2511.3346,-1683.9110,-5282.6601,1279.4414,4646.3091,351.6985,5443.2291,3973.9107,1441.4891,4598.9190,3701.8061,-5345.5989,-2498.5548,-5499.4989,-3640.0268,6765.1862,5492.9148,3068.4401,-961.3930,4124.8413,-5392.2650,4894.1463,2206.7781,-235.4973,5493.5937,-5227.2101,3698.2971,3733.7620,-5299.2857,-4855.4515,4307.5314,3168.1539,4264.5780,3498.8721,5258.5353,3885.6632,-5307.8540,4016.2606,-5370.5497,2568.0359,-4006.9607,-1205.1148,4685.0404,824.6668,-2151.1432,3470.0811,4451.1942,-4390.8223,-4245.2819,-4016.9587,-3587.2200,1967.5817,-3606.8112,-1873.7607,4559.3262,-391.7052,3389.3242,-1513.8445,6272.9673,3873.8065,3853.1020,161099.1827,156992.2452,158398.0878,163096.1288,163809.9708,153454.4231,151167.2911,157019.1156,41809883.1254,41787281.5043,41778984.5280,41807954.5475,158719.8699,41797646.7544,
300.000,4975.3065,2291.8354,0.0000,-4855.2329,-3409.0335,-5104.2542,5699.5202,1370.6101,5101.2020,4313.1480,-2885.3443,1408.7303,-3159.9218,1013.3731,438.4543,-4213.1162,-2581.5877,2339.3953,-578.3652,3858.8662,5581.5497,4054.9374,1388.1030,1034.9429,3562.3873,3330.0264,-5942.8319,1430.5327,-5752.8068,5184.8791,2617.7475,-998.9167,-3667.0490,-4172.0083,3434.9022,-5105.0116,-2380.6765,5372.2124,-5046.9536,-5962.4331,-2026.8705,-2518.0941,927.3286,-4320.7015,434.8236,-613.8001,-2416.5122,1264.4272,3750.1117,-480.6876,-486.8121,-3263.8570,846.7618,4235.6101,-2663.4824,-3737.3752,-1741.0645,-2201.5567,-3968.4309,-2676.1761,-3037.9869,116.6898,6520.5236,-1995.3436,4407.9241,-3251.6886,-3119.6076,1388.3389,2245.2459,-4698.7241,3556.1395,-2722.9008,4019.6960,-4099.3465,-6352.2576,3984.1488,4283.9157,3006.9820,5664.5516,5040.3071,-6348.8310,4306.5087,-4189.8841,-5449.0107,4932.9612,1610.2757,-1259.7826,3150.9622,-3945.6459,-477.0505,-3642.1984,-1440.2266,5635.6185,-2397.6153,6415.2952,1895.3649,-5458.6737,-2181.9347,-4856.0890,-4079.7798,-44049.8954,-63043.9237,-52324.6540,-52891.8079,-55978.4169,-55265.2848,-62330.1906,-57515.9173,-151166273.6000,-151189188.0213,-151158843.6604,-151148716.0852,-58417.4231,-151153286.6053,955.7158,5765.1297,0.0000,-4567.4336,-3829.8670,2870.8583,-3847.0373,5107.3114,-3347.0807,3426.9109,4854.4655,-4204.6308,2695.2955,-6359.0329,1352.2621,1900.1132,3494.7267,5215.5526,-6828.9234,-5379.8304,-3204.1281,970.6576,4524.3342,5833.9445,-3874.4658,3933.7391,-2076.5589,6504.7182,499.8224,-4512.4384,6291.2903,6047.3104,-5646.4045,2057.7014,-5936.5601,-4647.0120,6234.3339,1155.8395,-471.9873,-3406.9158,-5577.4898,4646.2926,-6089.2723,3527.4751,-6494.8616,-4183.9913,-4097.3580,6030.3773,-3890.3576,-6517.2629,-4147.6726,-4883.6307,-4598.8594,5038.3554,2201.2987,2150.2697,-5332.2856,-5918.6203,4715.9537,4321.7616,2944.0497,5713.7719,-748.9760,3807.5626,-1594.1009,5700.1641,4268.8768,-4909.4317,-3470.2072,-1953.6458,-5720.7522,-2706.1939,5238.3135,544.0345,-1987.3049,-1268.0173,-4418.0578,-3402.9235,-1016.3872,679.8648,-2601.4379,-338.5052,-4864.0233,-4064.2064,-1223.2976,5828.7224,-5792.2542,-4026.5642,2627.9840,6487.3729,-4928.5967,-5162.8424,4020.1932,2928.2794,356.7784,-4982.3758,-2927.5145,-995.9859,3841.7985,-3296.4760,-327981.6360,-307581.9073,-318370.1342,-320752.5464,-312668.7192,-315166.6407,-319521.4959,-318762.5750,-90283831.1329,-90242778.3225,-90277089.0834,-90267062.2378,-319117.3542,-90273845.6949,4692.3490,3074.3728,0.0000,1867.8423,-4648.5208,-3560.6613,-726.6386,-4483.6859,-3294.6176,-4218.1429,4016.2880,5216.0291,5395.4084,2270.0503,-6790.1413,-5154.5508,-5378.5775,3758.9041,-918.8845,-1637.0422,-2328.2410,5418.4457,-5047.8930,3547.0724,-4499.9269,-4531.8693,-2626.0442,-960.8179,-3780.4277,-1106.4946,982.2114,-3219.9554,-1648.9067,-5112.0445,57.6892,-380.9394,1873.3900,-4222.4476,4723.9303,782.9957,-3621.5866,-4470.2496,2958.1773,4118.2936,2127.0945,5441.5006,5005.3038,3091.2296,4137.1475,2175.3309,-5502.4687,-3658.7117,-5073.8032,-2093.3987,6014.9685,5398.8621,4062.8791,-2679.4163,3161.6874,-4692.6364,5454.0040,3730.4593,-1759.0098,5409.0312,-4654.4479,2166.0558,4465.9753,-4555.4820,-5391.6474,4703.1016,1532.4876,5771.8034,1922.6406,5524.8601,1994.5978,-5242.9599,3012.4505,-4967.1677,3705.2042,-4567.0519,608.8884,5381.9372,2552.8452,-669.1959,4678.1654,3160.3431,-3592.3461,-4691.9247,-5027.0318,-2402.6238,3248.2401,-4399.8013,-91.1796,5815.4166,-2173.5867,4249.4776,-2881.0961,6508.8552,2810.6477,4529.1788,161027.6401,156943.7996,158453.7052,162901.7743,163875.5244,153622.2193,150986.7024,157146.2949,41807581.7736,41784816.3440,41776845.9198,41805660.3913,158674.8487,41795374.8262,
600.000,5930.3550,3960.6365,0.0000,-5971.1239,-3949.3129,-4870.9394,4448.1059,3369.2062,4412.9832,4920.7469,-826.1099,-758.5085,-1888.8409,-423.1601,-1480.2081,-3917.8758,-1143.5897,3922.9085,-1769.0885,2184.4550,4135.4051,4059.7104,2898.3855,2528.3233,1562.4642,4553.1936,-5464.5653,2508.9228,-4496.5056,4128.8624,3518.7438,561.6711,-4600.6924,-3831.8584,1956.8848,-5727.4296,-958.5093,4589.6010,-5006.1682,-6440.9565,-2308.9809,-1391.1395,-598.0157,-3348.4584,-915.0068,-2711.6109,-3506.2764,2414.8267,2534.4336,-1765.7552,-2606.3827,-4289.7252,-894.1274,5327.3990,-4402.0240,-2972.5352,-3306.6900,-3118.4005,-2857.8595,-1572.2843,-1189.8699,1604.8408,5628.8801,-309.8509,4360.4261,-2264.8705,-1085.7562,-53.8844,181.6714,-5183.8618,2541.3283,-881.0234,5110.9047,-3686.0291,-6797.4606,3607.6033,3261.6887,1934.8597,4473.3664,4817.5995,-6340.9556,3453.4058,-4571.8891,-6192.6237,3431.8933,3064.3687,-3062.1531,1237.1747,-2075.1893,1101.7255,-4516.8602,-3190.7582,6070.4309,-317.3876,5594.1949,-247.3861,-5497.4345,-3275.4983,-4011.9941,-4899.9510,-37202.5868,-56471.8906,-45637.1477,-46282.6491,-49314.7678,-48613.5909,-55583.3596,-50614.9496,-149154172.1179,-149177642.8910,-149146391.2701,-149136987.1073,-51745.5243,-149141119.7685,-594.6809,5404.4712,0.0000,-3487.1190,-1850.5560,4386.8332,-4818.9635,4749.7984,-4948.9710,1414.0608,5111.4677,-4032.2329,4399.7710,-5666.7476,119.0428,3843.1665,4968.1271,5139.9213,-6622.1582,-5732.4306,-3886.5737,-1220.2187,3026.9177,6115.6827,-4167.7984,2150.5806,-480.1698,5637.2835,1902.9188,-5586.7570,5266.9053,5231.7903,-4237.7158,3982.4707,-6377.7156,-3596.3042,6856.5064,-647.7066,1671.3600,-2290.7872,-4029.6828,5988.8629,-5268.5440,5191.7486,-5708.6093,-4079.5958,-2274.0666,4718.2911,-5442.4518,-6646.5092,-3905.9251,-3147.8247,-5477.5341,4382.2948,2717.6410,4075.8556,-3957.2652,-4529.7726,6031.9258,5762.8258,4099.5720,4537.4197,-2236.0289,5017.4273,-3506.4577,6518.7673,4944.3386,-5986.8608,-4227.6152,144.7123,-6420.1204,-1689.8061,4602.5516,2659.2479,-1450.0282,-3338.5212,-5790.4819,-5065.9234,-2681.4790,-1479.0655,-1287.0686,-2341.8169,-3280.6325,-2736.8543,-2639.3489,5908.0759,-5731.5031,-5011.0195,3638.8768,6777.3346,-3192.6430,-3950.2767,2856.6657,2525.0291,-999.5587,-4994.1265,-1021.8249,872.7262,5303.6989,-1311.4433,-328752.1341,-308957.9021,-319664.3047,-321952.2900,-313822.9758,-316300.0304,-320695.3534,-319605.6723,-93562935.3764,-93522721.3343,-93556730.5424,-93545749.5149,-320298.6484,-93552992.5873,3491.3032,1752.0581,0.0000,366.2764,-5373.7429,-1996.0715,-2196.0825,-3761.9004,-2025.2167,-4683.3235,4603.8351,5479.9921,4842.6464,3780.6081,-6776.4036,-4219.6000,-4670.7127,2242.8928,898.3607,-2982.8549,-3827.3897,5364.6017,-5505.7084,1980.3387,-5304.8366,-4663.1022,-4055.0266,-2688.5105,-4878.4979,432.1687,2691.5493,-4500.2848,-2989.9107,-4150.2042,1586.6336,1428.0354,373.1218,-5151.9918,4489.7593,-1029.9974,-5175.2696,-3178.0452,4306.4577,3150.2418,3666.2804,4848.8502,5495.9829,4404.6276,3208.1970,411.3935,-5065.9955,-4425.5361,-4098.8284,-320.1966,4624.7363,4722.9673,4621.8272,-4101.5594,1859.4788,-3488.6729,5424.3635,4836.2255,-3082.6000,4741.4846,-3509.7782,399.7076,4718.6614,-3305.1673,-5315.6908,4595.6022,-269.0552,6663.3562,135.5486,5193.7503,-108.6091,-4561.2800,1674.8530,-3985.2096,4430.8424,-4618.3676,2356.3805,5496.7508,4004.9614,887.6473,5381.2026,1514.9828,-2409.4711,-4638.8618,-5495.1366,-961.0489,4181.9007,-4723.0467,1701.1844,6452.9478,-3706.6518,4632.2779,-3926.2612,6052.7143,1428.9214,4720.8455,160955.7661,156895.6190,158509.6219,162702.1880,163937.3931,153796.0017,150811.2594,157386.4439,41805275.0188,41782351.6541,41774716.8911,41803348.8966,158629.7058,41793103.0144,
