sl_100_86400_20260722 Coordinates.csv
2026/07/22 07:47:00.0000 UTC

Generated: Tue Oct  8 16:23:12 2024,
Start: 2026/07/22 07:47:00.00, Stop: 2026/07/23 07:47:00.00,
TIME_UNITS,STARLINK-6324 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-6065 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-3811 - X-Coordinate,STARLINK-1275 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-4217 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-5575 - X-Coordinate,STARLINK-31050 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-1670 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-5432 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-5059 - X-Coordinate,STARLINK-32267 - X-Coordinate,STARLINK-3327 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-3782 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-2378 - X-Coordinate,STARLINK-4039 - X-Coordinate,STARLINK-1803 - X-Coordinate,STARLINK-1526 - X-Coordinate,STARLINK-1596 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-5919 - X-Coordinate,STARLINK-5597 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-30566 - X-Coordinate,STARLINK-32233 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-4184 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-30857 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-30902 - X-Coordinate,STARLINK-4170 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-1781 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-2738 - X-Coordinate,STARLINK-30563 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-1418 - X-Coordinate,STARLINK-5047 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-31787 - X-Coordinate,STARLINK-30953 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-3054 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-2229 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-4293 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-30708 - X-Coordinate,STARLINK-30941 - X-Coordinate,STARLINK-31981 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-5088 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-2540 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-11208 [DTC] - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-4371 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-3795 - X-Coordinate,STARLINK-2164 - X-Coordinate,STARLINK-3620 - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-4392 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6324 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-6065 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-1275 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-4217 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-5575 - Y-Coordinate,STARLINK-31050 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-1670 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-5432 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-5059 - Y-Coordinate,STARLINK-32267 - Y-Coordinate,STARLINK-3327 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-3782 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-2378 - Y-Coordinate,STARLINK-4039 - Y-Coordinate,STARLINK-1803 - Y-Coordinate,STARLINK-1526 - Y-Coordinate,STARLINK-1596 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-5919 - Y-Coordinate,STARLINK-5597 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-30566 - Y-Coordinate,STARLINK-32233 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-4184 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-30857 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-30902 - Y-Coordinate,STARLINK-4170 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-1781 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-2738 - Y-Coordinate,STARLINK-30563 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-1418 - Y-Coordinate,STARLINK-5047 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-31787 - Y-Coordinate,STARLINK-30953 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-3054 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-2229 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-4293 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-30708 - Y-Coordinate,STARLINK-30941 - Y-Coordinate,STARLINK-31981 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-5088 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-2540 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-11208 [DTC] - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-4371 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-3795 - Y-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-3620 - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-4392 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6324 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-6065 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-1275 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-4217 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-5575 - Z-Coordinate,STARLINK-31050 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-1670 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-5432 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-5059 - Z-Coordinate,STARLINK-32267 - Z-Coordinate,STARLINK-3327 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-3782 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-2378 - Z-Coordinate,STARLINK-4039 - Z-Coordinate,STARLINK-1803 - Z-Coordinate,STARLINK-1526 - Z-Coordinate,STARLINK-1596 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-5919 - Z-Coordinate,STARLINK-5597 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-30566 - Z-Coordinate,STARLINK-32233 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-4184 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-30857 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-30902 - Z-Coordinate,STARLINK-4170 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-1781 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-2738 - Z-Coordinate,STARLINK-30563 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-1418 - Z-Coordinate,STARLINK-5047 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-31787 - Z-Coordinate,STARLINK-30953 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-3054 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-2229 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-4293 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-30708 - Z-Coordinate,STARLINK-30941 - Z-Coordinate,STARLINK-31981 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-5088 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-2540 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-11208 [DTC] - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-4371 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-3795 - Z-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-3620 - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-4392 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4838.6512,-3789.0481,-6247.5806,6627.9056,-5383.3404,-5272.4428,-2843.5527,-907.1120,-3636.2264,-1233.6356,-866.4386,-5826.3994,-4011.1755,2303.7258,2834.2259,-3798.2400,-405.3365,4546.4423,-4529.0640,-3522.9823,43.4682,-1410.4917,3552.4186,3835.1811,-5021.9103,2607.1043,3549.1597,-2863.9366,6302.0827,604.1633,-5725.0515,-5157.4067,3604.5584,6688.5983,455.0765,867.1337,-2672.3218,-537.8972,0.0000,-3377.2204,1980.8366,-3982.6830,-1239.9410,-4928.7660,551.8105,-5135.9647,5170.4256,-2931.8182,-3295.2096,2028.4720,-5767.1260,4558.9708,-6282.2349,3653.1747,-625.1866,-6290.7132,73.5606,3709.1621,5124.0560,1678.3475,-5465.4204,-2091.4685,-3567.0681,-568.3052,869.7143,6550.5705,-3574.8556,2553.3402,3688.3186,2545.1330,1867.7911,-571.3693,6653.4974,-4269.0897,5247.6689,3007.1811,6470.4506,-885.6022,-712.1864,-1569.1313,4424.7339,4329.6616,4438.5493,1946.1912,4224.9630,-4987.5307,0.0000,-403.9983,-2866.3187,173.3294,-2179.9966,6625.9350,-2088.7746,1220.4206,-6621.1289,5566.9370,-4946.5974,5207.1624,3669.3753,-713.8288,341616.5468,360042.7726,348706.1198,346277.2001,354623.5152,351915.0432,352827.7938,351168.0136,-266352587.5599,-266363240.1340,-266381364.1077,-266362266.2358,350784.1612,-266372833.3129,3471.5244,-2025.2480,-2631.9468,639.5584,1258.6416,2765.5929,5871.1733,-4760.1338,-5584.2806,-4901.1422,-4304.5271,2561.1548,-2357.2193,-5005.3588,6294.1466,4071.4678,5132.9699,-1346.6023,-2515.3227,-2229.0676,-5219.7202,4085.2036,-2080.7715,-5471.1972,-991.1238,-5359.1469,-4204.0423,-5331.9372,2380.5130,6026.4581,3823.2565,-1111.7142,-3322.0401,-1728.5882,6469.1222,4535.6111,-4347.9830,-2652.2469,0.0000,-3019.0522,6653.4039,-3678.5677,-5278.9634,247.1459,-6603.7415,238.6592,2514.9823,4248.0518,3014.8198,5046.9190,-3785.0738,3194.0843,-1588.4171,4911.2572,-4918.3842,357.8169,5407.4830,-5466.9540,1431.4455,6349.9358,-4072.6066,-5642.9927,-668.4470,-4801.6526,-4959.2749,-1387.3674,4082.9615,-4507.2393,4515.4474,-5719.9272,-6554.2028,-4605.9904,-70.2586,2766.6366,4135.4303,-3922.0509,-1480.7993,-5700.9895,-5601.2068,6730.4774,-4469.1297,-631.5112,-1514.0172,5823.4440,-2527.8297,-888.3503,0.0000,-6502.6902,3049.4735,-1126.6077,1404.3081,998.5272,6591.8579,4033.5491,1155.7119,-4096.2498,4822.3332,-455.6854,5598.3841,5141.5336,144050.8493,148224.7552,132952.8260,135108.3348,133037.2003,133883.5791,142253.4634,140322.2041,89069322.7627,89072340.0866,89064485.5103,89061161.3708,138695.8396,89066609.6572,-3558.4250,-5416.9559,-1826.1505,-1466.7097,4026.0046,-3322.9151,-2276.6335,-4513.6515,-1021.3767,4709.2622,5379.8972,2714.0044,-5030.7382,-4207.7393,464.3925,-4013.6095,4600.0062,4997.7255,-4607.4323,5518.7980,-4239.0861,5377.3534,-5448.5943,1769.3791,-4646.6742,-3509.1903,-4241.7498,3150.1689,1519.7371,-3347.3332,581.5273,-4509.9547,-4762.2069,-134.8649,2388.6007,-5107.6337,-4705.6731,-6389.4663,0.0000,5254.9668,-262.6631,-4338.0121,4331.2944,-4882.3121,1999.5123,-4736.0572,-3824.2898,-4632.3077,-5274.7888,4254.5680,759.8917,4113.5418,2063.6276,3243.6907,4814.3242,2700.1883,4303.7375,-2038.5086,4305.5739,1860.8324,-171.5974,-3407.5000,-5923.7909,-4976.2944,-4603.1441,1511.9101,4339.8784,-4641.6106,3561.5429,-2742.1244,170.6369,5103.8490,-1945.4844,-4699.1534,-1723.6756,-4599.2861,-2008.6885,-3616.8631,3809.7308,160.3710,-2893.2555,5326.8003,-5060.9240,3147.2742,4835.5940,-4573.8866,0.0000,2041.7536,-5503.1502,-6854.0422,6439.3938,1679.0366,-120.3813,5467.4830,1725.1731,503.0209,-147.8307,-4523.2548,-1741.8571,-4604.6432,-128360.7444,-129716.8882,-131973.5348,-126572.3577,-126410.3277,-136911.2798,-138668.7638,-130629.8272,117574208.5461,117598801.5837,117587794.9721,117581033.6982,-131318.8470,117574567.8708,
3600.000,1169.4567,4704.4915,5902.0059,-4569.8730,1615.5167,1247.3841,-327.6631,4435.4818,4153.5680,4006.6274,2222.5595,4951.8143,4139.3103,314.3181,-3753.5798,2790.5634,-3310.5282,-4903.1049,6464.7134,5442.7820,2795.6048,-2985.3024,-699.8102,-741.0349,3162.0817,1141.4593,-4207.0852,4815.6887,-4826.9693,-2982.6083,3164.1907,4688.7776,-2478.2868,-4825.9648,-2029.8454,-4230.5621,5436.0777,4353.8596,0.0000,-1076.1165,-1811.0341,5367.0448,2115.5394,6869.2660,1685.0470,4334.9479,-3870.1401,-880.3365,1846.4751,-4010.6761,2378.8499,-5176.1401,4569.2786,-5859.7877,3948.3247,6089.8843,-2300.1137,-513.5610,-3230.8597,-3289.3212,5067.7823,3664.5614,6564.7474,-1925.6934,3259.9846,-3832.9824,1591.2394,-3024.4470,-5687.9611,-812.8049,1095.8172,3760.4093,-6301.9369,3953.3366,-4630.5568,2214.3051,-3854.3742,3601.7141,4378.7189,-348.9505,-3442.4569,-2282.6749,-1134.9098,-3549.5365,-234.8505,4553.1229,0.0000,2684.7278,315.0221,-5125.9227,-1329.4988,-4559.1124,6.3903,-5004.8081,3730.9445,-2925.2924,2721.0854,-6201.5721,-4693.2114,968.8535,292362.9242,312672.1728,301199.7548,300259.0833,308654.4002,306191.9490,306178.4795,304689.2189,-280303444.2621,-280311236.3930,-280325442.6400,-280310182.6658,304509.2708,-280323219.0241,-4944.2362,-2238.9783,2504.1699,2540.5756,-3844.3531,-4858.6340,-4489.7966,4902.9719,1940.5688,5520.8116,6467.3645,-4751.1433,-2386.1292,6785.0709,-4502.7617,-6264.7256,-2819.9148,4549.7815,-520.0767,-1431.6118,6095.0705,-4207.2160,5669.4992,4680.1114,-2977.8261,3996.0354,5503.1648,1372.7139,342.7157,-2937.4737,-4265.6862,-2940.7823,6297.1247,2969.4209,-6304.3048,-5096.0412,4142.8677,-16.0806,0.0000,187.5086,-5041.1308,-153.8669,1152.1994,-943.3408,6497.3084,-3933.6871,1461.7300,-5656.5380,-6219.7179,-1243.8935,3663.2376,880.2117,-2174.2727,-3697.6675,2055.7569,-2939.4632,-6506.4301,4587.7704,2793.3813,-3027.5947,1291.6923,2017.9658,-417.6590,6664.0416,5512.9744,3687.8309,-6541.0509,6262.9835,-3674.0055,6503.9302,5723.8361,5459.2250,2289.9295,-5569.6595,-962.0192,4007.2558,3633.7888,1942.6405,2741.2594,-5686.9520,5833.0994,4565.0743,4579.8688,-2260.2194,4475.8537,-3656.8011,0.0000,3492.5023,-6050.6988,1715.5857,-4278.0979,1401.7488,-5572.6799,-1978.3350,-1408.8505,5055.6645,-4978.2150,2951.3967,-4342.6249,-33.2514,224028.0212,234425.5363,217020.5135,219473.3553,216518.4251,217457.7810,224870.1919,220407.7264,17041308.1608,17047777.6095,17032104.1711,17038246.0178,222166.7987,17037509.7295,4707.7383,4531.8972,-2863.7404,4362.4304,-5433.2154,4603.5579,5230.4548,-318.9170,4930.6934,-1130.5849,-1234.9487,903.9214,4897.2726,1358.1645,3667.7902,-243.8202,-5374.1100,-1679.8898,2428.7289,-4036.4514,-444.7047,-4595.1628,3727.2455,-5037.8590,5366.1449,5516.4231,-535.0451,-4648.4740,-4933.5643,5498.6811,-4424.2952,4170.9639,924.8333,-3958.0763,1972.9934,1864.8037,1202.1476,5391.4878,0.0000,-6863.8364,-4432.4557,4385.7323,-6518.4077,340.5160,1692.6311,3785.8221,5515.2050,3897.1535,2366.5305,-5492.2098,-5401.6870,-4525.4728,-4552.8908,193.6309,-5297.9257,1138.1224,-460.6735,5136.2395,-5359.3291,-5168.0711,4362.7786,5494.6591,2224.9740,79.6803,2332.1322,-4345.2338,-1760.6762,49.0840,924.5849,-1936.3193,3526.9202,-1937.9012,-1759.0224,1125.4187,5013.2982,4947.4008,4461.1045,5427.8060,-4451.9554,3906.7696,-1429.0888,-4647.9097,5020.5387,-5476.4655,-5259.1073,3518.1452,0.0000,-5226.5585,3315.9806,4351.6315,-5316.8980,-5003.3210,4086.1923,-4338.7682,-5687.4864,-3736.5304,-3948.4871,747.5717,-2638.7317,6855.4296,-129219.0813,-131035.0915,-132009.8546,-129880.1126,-126439.3576,-135278.0959,-141287.0673,-132823.3687,117578927.4050,117606703.5122,117598539.1950,117584885.6211,-132550.1604,117582378.6772,
7200.000,2531.2709,-4785.8091,-3469.2167,931.0920,1999.0264,2855.3128,4254.6550,-4440.4961,-3681.4853,-4749.8693,-2082.6340,-1994.2964,-3697.7831,-2443.8744,4123.3872,-329.9683,6308.3478,3380.8113,-6228.0610,-5878.5427,-3873.5247,5715.2235,-1382.0861,-3405.3846,-1430.6354,-5037.0360,2587.2104,-5618.4462,2239.8718,5443.5312,1166.0119,-3547.2521,334.1433,787.1167,3317.8405,5191.5998,-5724.1572,-6761.1304,0.0000,2955.7794,2246.9287,-5766.2693,-4053.0230,-5284.8929,-3734.2271,-3038.1019,2419.8882,3776.2946,-308.4126,5646.8555,1193.0230,4928.1620,-1473.0852,5880.2077,-6450.0188,-3029.5569,3397.3407,-3642.8347,1259.7638,4758.6235,-3032.6245,-5189.8713,-6350.9144,3110.0026,-5357.6012,-244.2633,551.4224,2008.7765,4871.4001,-1922.9587,-4390.4968,-4845.8653,3519.8104,-2224.8920,3287.9411,-5814.0434,199.0542,-5776.4501,-6581.7958,3189.8552,629.9856,541.6054,-1476.1938,5110.3840,-3023.3680,-2853.5454,0.0000,-5051.5365,1412.0060,6896.5774,2841.9881,1302.0357,3131.0405,6889.0537,710.5317,-1095.6786,1324.5937,4518.0063,4311.5594,1857.0630,225379.1892,244885.3319,234505.2999,235507.6389,243148.1290,240067.3919,240574.0948,238126.9521,-275124297.4742,-275131003.3639,-275138254.4222,-275133184.7171,238808.3746,-275143188.7322,5706.4887,4921.4967,-513.0750,-5473.2758,5854.6681,5707.3604,2421.1036,-1006.4943,3296.9844,-3891.4307,-5532.7991,5303.7145,5617.8897,-6058.0524,483.0058,5324.0337,677.0499,-5343.3510,2778.9022,3658.1594,-2817.2063,3778.0510,-6639.9274,-3142.4442,6195.2650,-2416.5901,-4099.4115,2801.7341,-3957.4186,-509.1415,4080.0814,5810.6733,-5808.2922,-4066.4126,3265.9131,3688.1564,-2520.9407,977.1237,0.0000,4450.8899,816.6607,3406.1450,2839.8532,1018.2171,-3878.3721,6245.0474,-5317.9588,5756.8441,6596.3314,-2304.8517,303.1290,-4365.7669,5647.4981,1011.0829,415.1345,4506.3155,4763.1548,-3061.5927,-6214.1099,-1557.4355,3077.2574,1925.1327,513.3214,-3882.3566,-3861.1689,-5452.1500,6681.4158,-4860.6761,629.6898,-4022.3458,-2531.6599,-4245.2189,-4058.8069,5760.4358,-3325.4539,-3250.4164,-5498.1766,1882.2835,487.4225,2649.6499,-4895.9609,-6812.4819,-6509.9969,-1782.6889,-5758.9703,6192.4732,0.0000,672.3267,6697.3976,416.5736,6251.0488,-4419.5988,2771.9267,295.8685,2878.4003,-4989.8341,3923.7495,-3894.8995,769.8604,-4396.5498,288583.5962,306044.5190,287207.2479,290528.0130,285851.5760,288280.9876,293030.2059,292949.4477,-56135022.1726,-56123567.6603,-56144403.8027,-56132936.1819,291291.7234,-56139556.7328,-3024.9034,-802.4327,6070.2046,-3958.4838,2923.3937,-2394.5989,-4877.7218,4794.4610,-4590.5037,-3182.0157,-3661.6333,-3983.7231,-1293.4371,2299.9330,-5538.7439,4304.6156,2731.6140,-2756.8255,1215.2885,45.3772,4704.1081,859.7669,748.2555,5122.4945,-2711.9599,-4077.3186,4963.8432,2676.8802,5190.9504,-4242.8653,5444.3639,-1339.4814,3571.3836,5521.6453,-5115.0806,2602.6797,2999.8623,-1193.3881,0.0000,4430.8234,6515.1980,-1826.7778,4867.6096,4371.6628,-4360.8179,-772.6478,-3677.5592,-808.3265,2023.2777,3240.7143,6821.5586,2145.6453,3487.4636,-3535.6933,2455.3526,-4194.9437,-3694.3361,-5017.9119,2584.6683,4635.2193,-5278.1244,-4145.6158,2751.9513,4821.9748,1686.4696,4157.1180,-1864.3789,4538.9203,-4760.5298,5168.1336,-4563.8487,-2491.5953,4367.1189,3120.8923,-5075.1145,-1083.2165,-4224.7716,-3071.3974,1701.5830,-5534.9322,4841.8895,950.6621,-1735.5391,4276.9680,2315.9175,167.5066,0.0000,4540.0177,947.6929,668.9692,1079.8734,5140.8852,-5511.3592,443.4598,6269.2903,4672.8116,5522.2711,3478.9620,5342.7208,-5033.8778,-130170.3695,-132372.4601,-132180.0804,-134028.6200,-126942.8324,-132824.5139,-143199.6146,-133659.6100,117583833.5848,117614012.3220,117607498.1630,117588137.7349,-133770.5792,117590153.2926,
