sl_100_5400_20260829 Coordinates.csv
2026/08/29 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:37 2024,
Start: 2026/08/29 07:47:00.00, Stop: 2026/08/29 09:17:00.00,
TIME_UNITS,STARLINK-3315 - X-Coordinate,STARLINK-31475 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-1828 - X-Coordinate,STARLINK-4371 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-3150 - X-Coordinate,STARLINK-5072 - X-Coordinate,STARLINK-31453 - X-Coordinate,STARLINK-4533 - X-Coordinate,STARLINK-2210 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-31884 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-5189 - X-Coordinate,STARLINK-31126 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-4771 - X-Coordinate,STARLINK-3305 - X-Coordinate,STARLINK-31496 - X-Coordinate,STARLINK-6329 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-31467 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-31382 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-3778 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-4694 - X-Coordinate,STARLINK-30958 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-5788 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-30436 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-5161 - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-30529 - X-Coordinate,STARLINK-1464 - X-Coordinate,STARLINK-4396 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-4719 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-31977 - X-Coordinate,STARLINK-30322 - X-Coordinate,STARLINK-6057 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-2065 - X-Coordinate,STARLINK-4299 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-30580 - X-Coordinate,STARLINK-31073 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-30796 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-4083 - X-Coordinate,STARLINK-5557 - X-Coordinate,STARLINK-30129 - X-Coordinate,STARLINK-4697 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-1159 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-6028 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-6238 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-30148 - X-Coordinate,STARLINK-3287 - X-Coordinate,STARLINK-5731 - X-Coordinate,STARLINK-31644 - X-Coordinate,STARLINK-3563 - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-30168 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-1828 - Y-Coordinate,STARLINK-4371 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-3150 - Y-Coordinate,STARLINK-5072 - Y-Coordinate,STARLINK-31453 - Y-Coordinate,STARLINK-4533 - Y-Coordinate,STARLINK-2210 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-31884 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-5189 - Y-Coordinate,STARLINK-31126 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-4771 - Y-Coordinate,STARLINK-3305 - Y-Coordinate,STARLINK-31496 - Y-Coordinate,STARLINK-6329 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-31467 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-31382 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-3778 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-4694 - Y-Coordinate,STARLINK-30958 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-5788 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-30436 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-5161 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-30529 - Y-Coordinate,STARLINK-1464 - Y-Coordinate,STARLINK-4396 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-4719 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-31977 - Y-Coordinate,STARLINK-30322 - Y-Coordinate,STARLINK-6057 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-2065 - Y-Coordinate,STARLINK-4299 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-30580 - Y-Coordinate,STARLINK-31073 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-30796 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-4083 - Y-Coordinate,STARLINK-5557 - Y-Coordinate,STARLINK-30129 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-1159 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-6028 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-6238 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-30148 - Y-Coordinate,STARLINK-3287 - Y-Coordinate,STARLINK-5731 - Y-Coordinate,STARLINK-31644 - Y-Coordinate,STARLINK-3563 - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-30168 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-1828 - Z-Coordinate,STARLINK-4371 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-3150 - Z-Coordinate,STARLINK-5072 - Z-Coordinate,STARLINK-31453 - Z-Coordinate,STARLINK-4533 - Z-Coordinate,STARLINK-2210 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-31884 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-5189 - Z-Coordinate,STARLINK-31126 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-4771 - Z-Coordinate,STARLINK-3305 - Z-Coordinate,STARLINK-31496 - Z-Coordinate,STARLINK-6329 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-31467 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-31382 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-3778 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-4694 - Z-Coordinate,STARLINK-30958 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-5788 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-30436 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-5161 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-30529 - Z-Coordinate,STARLINK-1464 - Z-Coordinate,STARLINK-4396 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-4719 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-31977 - Z-Coordinate,STARLINK-30322 - Z-Coordinate,STARLINK-6057 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-2065 - Z-Coordinate,STARLINK-4299 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-30580 - Z-Coordinate,STARLINK-31073 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-30796 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-4083 - Z-Coordinate,STARLINK-5557 - Z-Coordinate,STARLINK-30129 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-1159 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-6028 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-6238 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-30148 - Z-Coordinate,STARLINK-3287 - Z-Coordinate,STARLINK-5731 - Z-Coordinate,STARLINK-31644 - Z-Coordinate,STARLINK-3563 - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-30168 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3334.1061,-6649.3751,-4603.0601,4566.9959,5116.1050,6773.3886,-5196.1936,-1491.2711,-503.1717,4875.9971,-5523.2731,-5736.2632,-3084.9200,1864.6013,-4715.2791,1956.2545,-5744.7454,-4741.4249,980.0049,-1107.3682,-1507.2883,4397.2681,4312.8161,2661.8370,2692.2452,-6716.4904,2891.9931,906.2477,3190.0449,-5193.3518,5313.9065,2151.5452,-2139.6072,-3187.5770,-4456.9996,5721.3610,-4747.9624,4533.3917,802.0444,2530.6653,-1477.0554,4216.1350,504.9204,5032.8319,-4532.6706,225.4497,-2650.6570,-3592.9333,-6601.6441,256.7611,-5195.9112,5294.7633,-3062.1847,4042.4838,-5216.4451,-561.7749,-5374.2794,-4618.7436,590.4441,-5113.8823,-4024.6477,-6545.9702,5393.3160,696.7004,-3839.5197,-6165.1280,3726.8398,4811.6904,-4273.4429,-6543.7902,3760.7200,-3860.4037,-4187.4689,-2748.7938,-32.1353,5189.4235,-4418.7936,3051.6095,-1355.6074,-2667.5691,-428.5321,3272.1883,3445.9125,-3642.6304,6628.0548,2800.2865,3928.2058,341.2627,374.8926,3409.3083,-726.1158,4108.2604,-3098.8750,1963.9904,-6242.4002,-396.4654,5610.9671,-5140.1004,-213.6753,-2703.2956,85666.3689,101094.6029,98095.7142,95073.2160,102975.9214,100364.5350,95951.5722,95553.7960,-253151486.2453,-253140916.0343,-253169635.2533,-253173837.9048,96488.0826,-253168224.1887,2909.7943,-782.5313,537.6551,-3848.8773,-3164.9099,620.2821,2795.8784,-4933.0317,-4841.7170,-2225.3350,-3428.1634,3637.1476,-4741.4618,-4113.5884,-4221.4235,-3808.0519,117.3980,-2042.4401,5904.3582,4092.8318,5712.9823,2529.2160,-4893.1454,-294.3572,5420.1899,1311.2220,4895.1104,6581.8792,-4598.1060,4254.6482,4295.2575,3682.6777,-3529.8531,-3025.4490,-3134.9501,-1009.5647,-5022.0760,4516.2664,-2506.3742,5786.3901,-5106.8756,-4040.9868,-4693.3409,-135.3111,-375.9892,-5821.2733,6343.8521,1609.0605,-540.1963,5792.5875,-2457.9750,-96.8625,-2953.4163,-2192.4574,2006.2639,4120.2590,-2072.2125,118.0363,-6791.3005,-4397.1098,5551.2696,1733.3663,505.5174,-4809.2829,-1547.5746,-2682.8436,2283.7705,213.6096,571.5717,1963.0865,2040.3174,5662.5676,3510.8740,-5934.4629,-6789.9177,-1622.1681,2712.4871,5830.5997,4890.7619,6105.4637,-2428.4040,-4459.8147,4685.7924,-3634.1096,-1991.1226,-6086.1437,-3384.2255,5230.7290,5396.3111,2395.8467,-6046.5107,5585.3834,-5149.3242,6643.0857,2146.5973,5298.0305,2524.8031,-429.1167,-6904.9942,-4648.8360,-375482.3674,-358100.7936,-379584.2651,-379285.0547,-375867.0254,-376791.9826,-369643.6376,-372188.1717,37737600.2952,37754000.9986,37720129.1234,37726802.8938,-373682.2048,37726361.0434,5297.5254,1304.3942,-5165.4800,3363.4692,-3474.3427,289.7304,3592.3114,-4614.8867,-4962.4322,-4218.3145,2313.0788,-1197.1075,-4007.0966,-5231.7655,-2545.3888,5398.1419,-3855.2738,-4509.5378,-3506.3500,-5465.2091,-3612.8559,-4564.9390,-2352.8287,6407.5991,-3403.3014,-1156.7198,3734.1457,-1963.3389,-3846.3924,1646.9394,-1060.2988,-5431.7039,-5318.5519,-5336.7503,-4294.8427,3746.2752,-618.3935,-2629.7577,6384.8085,2833.0721,-4445.4704,3731.6684,5041.9596,-4595.0397,-5218.3636,-3736.3166,-750.0449,-5723.6782,-1975.7067,-3627.7688,-3869.0865,4456.5971,5411.9333,5129.6864,-3904.7485,5374.8677,3875.9537,5129.1515,178.0269,-1539.9150,-737.4247,1388.1653,-4161.4501,4957.5669,5532.4131,-1319.7076,-5370.3071,-4970.5850,5338.9358,-1173.1317,-5361.4445,925.6528,-4304.4305,-2304.1595,1287.6720,4077.3099,4578.6607,-2122.4191,-4682.6489,-1852.5606,6487.6398,-3925.1494,3545.1915,-4626.9176,638.3298,-109.5834,-4560.5659,4526.4475,-4343.4853,-5517.4933,-3308.7685,-180.1083,-3427.8783,-169.6074,-1723.0971,-4435.2442,2928.5919,4598.6739,336.5297,-4379.6788,-13375.8197,-15065.1389,-16968.5275,-11773.8469,-11444.9929,-21907.3116,-23823.2306,-16133.3614,110834746.0877,110813365.8954,110853650.6931,110833307.9321,-16411.4973,110838047.7596,
300.000,4956.1119,-6777.6619,-4898.6226,4044.2060,6032.9225,6629.9321,-4995.5301,-2801.9054,-1348.5231,4287.5261,-5441.2157,-5054.8464,-4824.6979,293.9990,-5951.5577,251.6352,-4577.9864,-5023.6725,2594.1723,856.9565,-266.2762,4277.5024,3227.7293,1405.9859,3878.9699,-5857.9194,4052.8227,2367.4153,1139.2604,-3815.0681,5605.3568,4057.2382,-4043.8749,-4026.1484,-4982.2992,4350.1757,-5516.1428,5110.3902,919.1320,4141.3732,-3461.6409,3203.9550,-1472.2095,4532.8404,-5178.1536,-1310.4277,-1485.2230,-1562.3862,-6872.8816,1730.3555,-6359.0291,4120.8844,-4095.8679,3589.8568,-4832.4784,1623.2985,-6446.8447,-5106.7029,-944.1481,-5958.4737,-2727.7558,-5558.5128,5845.7847,-86.9883,-4469.0762,-6651.5106,4174.3384,5490.4955,-4315.0429,-5548.4856,4163.5027,-2809.3453,-4400.0213,-4253.2570,-1247.4139,4883.8817,-3414.9160,3790.1173,117.4166,-1192.0499,-2566.1312,1924.2054,5082.1538,-5283.1338,5924.6631,1524.4570,2142.3965,2389.9078,2312.5529,4648.9417,-2470.3972,5131.7888,-3764.5008,3307.9318,-5934.7207,1337.0119,5513.1185,-5927.4586,-1404.2594,-4080.0464,93475.9818,108741.7026,105875.2602,102942.4296,110894.0230,108309.5854,103842.2645,103306.2931,-253912647.0021,-253902692.6339,-253930112.9986,-253935225.8663,104377.0620,-253929299.8773,1688.9205,745.0576,2482.0910,-5249.7479,-3153.9232,-905.8109,4316.9816,-3362.0605,-3122.0093,-4124.3545,-1845.8068,4648.4133,-3982.7612,-5349.3079,-3138.6699,-4999.9350,1605.2956,101.3246,4747.4459,4825.2230,6605.2039,466.0266,-6068.3712,-2112.5945,3852.0799,2691.9868,3188.3460,5645.4443,-4971.1819,4747.1368,2963.0714,2821.4004,-2582.9009,-1025.9660,-1087.2046,-2289.3733,-3652.2729,2766.8663,-266.5109,5352.8494,-4733.8577,-5571.7757,-3900.7635,-2251.5480,1506.9077,-4757.5588,6667.8975,2120.7190,691.0378,6280.8104,-1377.1953,-1735.9122,-1030.5616,-4116.2920,3871.9658,3876.7249,-1653.9869,2022.6447,-6533.6419,-3501.1787,5833.5068,2749.3817,-1410.5049,-6092.1881,518.8023,-1558.2718,161.3266,-1563.4759,2643.1819,3253.0390,-105.9563,6258.3621,4772.2023,-5408.7318,-6779.4432,-3555.9272,4523.3103,4476.8255,5960.2752,5879.9986,-2534.6209,-5827.1217,3879.8660,-2906.7262,-2434.5718,-6237.8121,-4589.9647,5238.9696,4533.1494,662.5188,-6143.7545,4462.9922,-3474.7331,5932.2457,3360.1036,4281.6969,606.6392,1180.0694,-6434.9054,-3028.0588,-373724.4578,-355805.7873,-377488.7403,-377098.4204,-373726.0807,-374647.2817,-367585.7203,-370148.4017,32201064.6926,32217860.4457,32183630.8801,32189475.5941,-371549.5376,32189775.7874,4500.5396,-243.1127,-4241.5003,1761.4921,-1380.0589,-1261.0506,2040.9181,-5357.4038,-6062.7974,-3335.5792,3816.2838,616.1048,-2984.1177,-4365.5957,-1116.9920,4735.5190,-4934.5581,-4663.0300,-4341.8349,-4880.5587,-2060.1798,-5297.4095,-904.5180,6464.3644,-4281.0027,-2572.7821,4434.2001,-3245.3264,-4484.1510,3265.3136,-2762.4078,-4823.5660,-4722.2100,-5525.4021,-4704.5849,4857.7557,-2096.6023,-3755.1551,6839.0418,1461.0805,-3691.1585,2597.2208,5505.6914,-4565.9302,-4338.7932,-4853.3011,1066.3800,-6428.0742,-194.0983,-2078.6212,-2378.5042,5281.3909,5436.2204,4201.9648,-2852.0519,5340.2209,1982.8838,4184.7228,1702.9244,260.7321,-2471.9368,3048.3951,-3240.2340,3331.5565,5245.3899,499.1078,-5521.9065,-3911.9483,4637.5855,-2587.6090,-5450.2694,-891.0269,-2499.3365,-849.3728,-525.2256,3115.9798,3967.4456,-3663.3706,-3483.2892,-3441.6200,5930.6882,-2887.5188,2353.2757,-3392.5811,2691.8691,-1919.0784,-4693.1575,3850.2075,-4714.7426,-5074.2261,-2042.9500,1353.2214,-4650.8811,1363.9206,83.4614,-5270.5960,3955.9592,3355.1534,2103.4423,-4720.6987,-13198.1311,-14932.4185,-16725.7850,-11774.2351,-11183.7635,-21556.1663,-23820.3579,-16471.0073,110832757.1305,110811489.0153,110852114.4719,110832022.2583,-16267.1447,110836310.0079,
600.000,6101.9429,-6214.8582,-4754.9521,3126.4006,6303.4168,5807.4379,-4315.4836,-3889.1806,-2133.9466,3294.7133,-4846.5899,-3860.9871,-6092.5219,-1265.0045,-6577.2945,-1438.1698,-2985.7920,-4848.4069,3993.7595,2707.1161,978.3020,3774.4787,1837.7889,78.1248,4732.5141,-4434.2314,4839.9870,3629.5093,-1033.9965,-2039.4948,5361.9956,5570.2733,-5526.4488,-4523.8569,-5072.2258,2565.5365,-5767.5737,5224.2591,839.2791,5340.0593,-5103.6786,1906.2929,-3333.5898,3614.9612,-5350.0312,-2762.9174,-160.2664,612.9349,-6458.1428,3004.7820,-6894.3128,2576.8934,-4772.1868,2824.4111,-3981.4390,3644.0259,-6858.8891,-5124.5842,-2399.0131,-6211.4338,-1136.4334,-4013.8864,5729.4672,-818.6953,-4709.2601,-6457.2153,4270.9523,5657.0350,-3969.6534,-4013.5159,4204.4448,-1470.0128,-4193.6699,-5339.6462,-2344.1580,4104.4595,-2116.0525,4192.3882,1543.5952,433.1550,-4432.3185,404.6819,6192.7996,-6396.3608,4610.4794,61.1439,170.4577,4194.1727,4051.9332,5468.0888,-3960.1470,5668.6170,-4109.4274,4343.0928,-5009.5874,2980.9384,4884.5158,-6146.8946,-2478.9125,-5101.3702,101252.9209,116336.3827,113607.1437,110763.1036,118763.1649,116204.3276,111689.2955,111101.6212,-254552744.5412,-254543411.7336,-254569530.0358,-254575461.0062,112218.9699,-254569310.6905,347.2457,2199.0355,4160.4220,-6105.2957,-2783.4423,-2351.4170,5393.9659,-1484.9793,-1110.1239,-5597.9736,-49.6758,5198.0436,-2866.4633,-6080.5054,-1746.1499,-5726.2370,2982.4413,2231.6298,3153.5788,5125.8103,6846.8965,-1662.5695,-6652.1818,-3765.0401,1921.6818,3837.6288,1166.0423,4167.8105,-4875.8620,4799.4624,1314.7048,1732.2553,-1411.1616,1053.8719,1062.1295,-3393.2164,-1917.6185,737.0180,2002.6821,4409.2739,-3936.8150,-6560.7551,-2774.1958,-4147.6111,3211.1993,-3252.2426,6331.4321,2501.4282,1851.1560,6133.4673,-186.8878,-3249.4815,966.3704,-5622.0234,5332.0926,3289.3290,-1093.2916,3698.9522,-5610.9478,-2254.0919,5549.4652,3525.8205,-3162.5273,-6764.2996,2510.6316,-268.2672,-1966.3523,-3155.1469,4432.6261,4252.6259,-2230.9185,6236.3749,5531.0800,-4364.3957,-6092.2371,-5112.7737,5901.3500,2669.0702,6452.4150,5093.4877,-2461.0981,-6595.9930,2699.6205,-1929.0257,-2665.1259,-5715.6277,-5385.3289,4773.9163,3270.5852,-1096.5287,-5657.6989,2900.3835,-1451.4959,4641.1689,4225.2198,2883.1707,-1395.2727,2640.7811,-5324.6968,-1138.9687,-371803.5502,-353348.9528,-375222.9781,-374742.4253,-371416.8349,-372331.5673,-365361.9868,-368055.1094,26649278.0122,26666453.7710,26631912.9951,26636891.7483,-369250.2986,26637942.9144,3216.8826,-1763.3271,-2865.4626,-35.3812,861.1281,-2669.3704,268.9187,-5524.5679,-6522.0963,-2078.3167,4905.2958,2362.2107,-1641.6889,-3028.5932,436.9804,3558.0512,-5484.0674,-4301.5060,-4714.1879,-3771.1241,-286.1587,-5437.6070,640.6606,5836.0852,-4703.3242,-3714.4975,4632.7375,-4179.5721,-4612.5714,4531.0220,-4166.7966,-3694.3346,-3575.6675,-5119.6409,-4613.0111,5445.6983,-3351.0524,-4476.6888,6556.8663,-67.9989,-2541.6075,1184.7288,5375.3636,-4023.9405,-2993.4287,-5449.5256,2767.6460,-6451.8452,1608.4736,-297.7048,-632.7927,5539.5225,4868.2826,2817.0983,-1478.5780,4701.0324,-121.3938,2787.7573,3036.1315,2033.2171,-3937.9050,4379.2872,-1956.8078,1350.9578,4393.2245,2262.4787,-5082.2200,-2432.9399,3426.0271,-3725.1599,-4938.9519,-2611.6776,-429.3957,696.3643,-2281.4195,1801.1805,2929.4905,-4809.7519,-1906.8827,-4660.0650,4743.8071,-1520.0649,896.0628,-1793.2420,4459.2218,-3501.3569,-4318.5681,2761.3174,-4583.4179,-4084.8522,-558.1496,2741.7107,-5374.2472,2751.0542,1880.6010,-5540.6146,4537.9037,1749.6489,3643.3366,-4558.1150,-13021.3161,-14799.8222,-16482.1596,-11779.7469,-10926.1173,-21198.9688,-23812.1371,-16792.5964,110830769.6070,110809612.9475,110850565.6294,110830778.4388,-16122.7825,110834572.0834,
