sl_100_5400_20260429 Coordinates.csv
2026/04/29 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:50 2024,
Start: 2026/04/29 07:47:00.00, Stop: 2026/04/29 09:17:00.00,
TIME_UNITS,STARLINK-30492 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-5292 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-1109 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-3294 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-3255 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-3389 - X-Coordinate,STARLINK-5743 - X-Coordinate,STARLINK-31256 - X-Coordinate,STARLINK-30845 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-3646 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-3796 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-32003 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-5836 - X-Coordinate,STARLINK-4289 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-1096 - X-Coordinate,STARLINK-3176 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-3572 - X-Coordinate,STARLINK-1622 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-30797 - X-Coordinate,STARLINK-31212 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-3887 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-1449 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-3794 - X-Coordinate,STARLINK-5170 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-30271 - X-Coordinate,STARLINK-2231 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-1925 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-2258 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-4038 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-31131 - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-31560 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-3712 - X-Coordinate,STARLINK-31462 - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-3837 - X-Coordinate,STARLINK-1987 - X-Coordinate,STARLINK-3243 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-1873 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-5993 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-4552 - X-Coordinate,STARLINK-31245 - X-Coordinate,STARLINK-1394 - X-Coordinate,STARLINK-1352 - X-Coordinate,STARLINK-1547 - X-Coordinate,STARLINK-3119 - X-Coordinate,STARLINK-6040 - X-Coordinate,STARLINK-5141 - X-Coordinate,STARLINK-30165 - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-2195 - X-Coordinate,STARLINK-1378 - X-Coordinate,STARLINK-1281 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30492 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-5292 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-1109 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-3294 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-3255 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-3389 - Y-Coordinate,STARLINK-5743 - Y-Coordinate,STARLINK-31256 - Y-Coordinate,STARLINK-30845 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-3646 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-3796 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-32003 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-5836 - Y-Coordinate,STARLINK-4289 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-1096 - Y-Coordinate,STARLINK-3176 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-3572 - Y-Coordinate,STARLINK-1622 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-30797 - Y-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-3887 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-1449 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-3794 - Y-Coordinate,STARLINK-5170 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,STARLINK-2231 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-1925 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-2258 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-4038 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-31131 - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-31560 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-3712 - Y-Coordinate,STARLINK-31462 - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-3837 - Y-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-3243 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-1873 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-4552 - Y-Coordinate,STARLINK-31245 - Y-Coordinate,STARLINK-1394 - Y-Coordinate,STARLINK-1352 - Y-Coordinate,STARLINK-1547 - Y-Coordinate,STARLINK-3119 - Y-Coordinate,STARLINK-6040 - Y-Coordinate,STARLINK-5141 - Y-Coordinate,STARLINK-30165 - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-2195 - Y-Coordinate,STARLINK-1378 - Y-Coordinate,STARLINK-1281 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30492 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-5292 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-1109 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-3294 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-3255 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-3389 - Z-Coordinate,STARLINK-5743 - Z-Coordinate,STARLINK-31256 - Z-Coordinate,STARLINK-30845 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-3646 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-3796 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-32003 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-5836 - Z-Coordinate,STARLINK-4289 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-1096 - Z-Coordinate,STARLINK-3176 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-3572 - Z-Coordinate,STARLINK-1622 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-30797 - Z-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-3887 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-1449 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-3794 - Z-Coordinate,STARLINK-5170 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,STARLINK-2231 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-1925 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-2258 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-4038 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-31131 - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-31560 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-3712 - Z-Coordinate,STARLINK-31462 - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-3837 - Z-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-3243 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-1873 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-4552 - Z-Coordinate,STARLINK-31245 - Z-Coordinate,STARLINK-1394 - Z-Coordinate,STARLINK-1352 - Z-Coordinate,STARLINK-1547 - Z-Coordinate,STARLINK-3119 - Z-Coordinate,STARLINK-6040 - Z-Coordinate,STARLINK-5141 - Z-Coordinate,STARLINK-30165 - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-2195 - Z-Coordinate,STARLINK-1378 - Z-Coordinate,STARLINK-1281 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4852.8366,-3273.3041,1234.5770,162.0589,-4654.8986,2902.0475,4811.9817,1808.9474,-3382.2857,5573.6471,5088.6056,-1876.8942,-4888.6467,6487.1583,-1062.7856,-261.5988,2819.3102,-4393.4549,-1752.2719,-3117.1849,4051.0905,-4785.8919,4497.2402,3555.5857,2761.4873,-5812.0323,-3477.8594,4420.5381,-5345.3598,-5234.5011,761.1807,-6784.9479,-1925.7102,-5166.4459,-2390.4728,-6514.5254,2067.8511,6257.9521,-938.1483,-1737.9022,-1221.3894,-5975.6095,5966.0815,6069.5981,5136.4294,2929.9320,-691.7290,-6383.4436,-5457.4924,-6877.1467,-3043.1434,-4493.6709,407.6725,5176.0736,1635.7133,-6669.6196,6592.2054,2412.8447,4254.4587,-6783.9222,3951.5919,2039.9395,-1686.7578,4502.6864,-15.7251,-2685.8447,4528.2928,3685.7878,-2312.3466,-1949.6041,2257.4040,5899.5275,-2868.8510,-5699.1973,-4370.2179,2090.2915,-2537.4989,-5332.0189,6106.8360,-2158.6751,-2325.9037,3778.4873,452.3094,3195.5695,-4399.6750,-3389.8330,-4512.5891,-2637.7885,-739.7553,-2303.9658,-2851.6162,117.3990,4934.9624,1963.4960,-39.7805,-814.9547,5622.5311,-5858.2997,2683.8300,5339.2438,313408.6522,327878.8916,312353.1636,314245.5671,313332.0145,313785.9464,322241.4650,316905.2191,-255845481.7877,-255826512.8935,-255845414.1699,-255841807.1837,318387.0482,-255837972.2329,1504.2794,3673.9517,-6526.4183,-5627.9324,-3380.9966,6193.3717,-4456.4816,5817.4926,5585.8641,4085.3736,-148.8214,6223.1095,-979.5995,339.7839,4976.6036,-6918.8441,3041.4039,-4817.9729,-6138.8802,-5078.0496,-4319.8225,-2308.0039,3197.2412,5911.4228,5834.4561,-1781.1469,-5331.7306,-2377.3757,-3473.8556,3148.4176,4046.3210,884.2177,-6451.2458,4280.7536,-6313.6660,1167.6684,-6376.7187,-1116.0275,4175.4669,-5601.0036,5083.3687,774.0304,-3094.1853,1085.2993,3948.1786,-5689.5400,-5599.9573,573.5867,4056.8739,-191.7340,5242.0421,4685.6697,-6085.3290,-3501.7310,-3980.4682,-1823.5002,1142.0078,-5839.0707,-5482.3119,-218.4456,-2356.2846,6076.9305,5468.8701,1733.7897,4856.2064,-5012.7108,4723.9310,-1957.7629,5734.9613,-4912.5101,-5744.9049,1830.4381,4970.0909,-1070.4777,-2561.4692,4198.2678,6171.5602,-2203.8949,2078.9209,-4099.5128,-5606.3473,-1739.9684,5973.1608,2663.1886,2024.7367,5192.6649,5066.7158,5188.1757,4699.8962,-3463.1276,-3914.4108,-6487.5789,3805.2884,1392.3481,-6895.0685,6881.8181,-1186.6414,-1587.8990,4659.8861,402.2375,-228344.6975,-246785.5909,-228402.8450,-225221.2220,-233741.6926,-230788.7986,-230743.8140,-229260.5121,216282607.7995,216276865.7411,216288537.7172,216304979.7784,-229159.4296,216299362.5462,4693.1646,4854.2653,-2086.2742,4017.1870,3799.8636,-967.0957,1350.1399,-3258.6537,2330.6204,296.9231,4694.3604,-2410.2721,4775.2509,2077.1180,4671.3270,208.8068,5506.1147,2286.3611,2404.9646,3533.3082,3484.1021,-4441.4255,-4059.3053,-607.5948,-2458.4778,3283.1929,2721.3949,-4652.2551,-2686.2991,3271.7636,-5492.0958,498.8401,-1651.1838,-1426.1575,1578.2905,153.6270,1681.1010,2720.4275,5408.0209,3586.5100,4415.4662,-3435.4394,1601.8404,2989.5348,2236.3095,2589.2113,-3906.8995,2445.6274,-1215.7544,-972.9831,2686.3135,2337.6771,-3276.7051,2912.7518,5398.3715,467.4173,-1432.7860,-2739.1315,-11.0900,1429.2433,5061.7130,2587.1221,3759.3414,4941.7962,4911.4868,-3947.4055,2009.5581,-5335.1922,-2599.9868,4360.9704,-3131.4366,-2903.2513,-3878.8411,-3761.5505,-4716.5998,-5082.5849,-1421.6859,3841.7096,2498.3116,5126.9210,-3332.8967,-5511.4488,3442.5941,5364.3645,4917.6233,3149.8970,-1334.7425,3731.0797,4875.4657,5520.3141,4921.6315,2280.3359,-3086.8188,-6530.1746,-714.8937,-115.1176,-3891.9039,-3306.8264,-4368.2895,-4383.3269,-51167.2572,-50278.6651,-51441.0643,-45593.2371,-45802.7873,-56377.4944,-57784.2960,-49590.5455,29993883.7805,30025532.7539,30019076.1102,30007575.9951,-50575.6776,30002842.8889,
300.000,5397.1428,-1215.3894,651.6237,-1766.6867,-5991.6823,3753.8118,3966.9886,2837.0908,-1597.4266,6066.6125,4952.5169,-398.4518,-5848.5370,5686.1879,865.9069,-1740.2501,4245.4877,-5503.7481,-3102.9088,-4789.5350,3378.2913,-5063.2135,5845.9526,4600.8792,4053.1901,-5196.8251,-4770.3698,2607.3537,-6347.6417,-3585.2727,2848.4211,-6414.1476,-3403.7271,-3827.6942,-3826.3039,-5969.4412,925.4499,6378.3559,1014.8114,-3270.4284,680.3393,-4878.1203,4730.3886,6724.7827,6222.5512,1310.7578,-2465.0474,-6422.6018,-4204.2970,-6835.1690,-1322.6551,-3755.7553,-1070.1908,4763.3649,-147.7445,-6640.3571,6102.8270,1328.0993,2872.7933,-6813.5706,3438.4937,2992.4079,98.6566,4188.6175,1769.8181,-3495.2915,5566.2912,2890.0368,-676.2524,-3895.6064,581.3382,5573.6085,-987.8024,-4864.5879,-5216.7249,3348.7148,-1104.8404,-6333.0483,6810.9509,-4081.5276,-3222.5305,2624.5098,1804.6360,4671.3783,-4195.4281,-2082.1981,-3601.8540,-1602.4386,1254.9139,-4034.3300,-3721.8306,-1159.3679,5839.2772,2902.1243,-1539.9066,701.5438,4057.7837,-6688.8166,3533.6603,4325.2182,318408.2794,332990.9940,317136.9976,319078.9074,318105.6886,318539.6287,326959.4945,322007.8807,-260505505.2568,-260485997.0599,-260505265.0574,-260502328.1298,323167.6608,-260498044.0981,-545.7206,4079.1845,-6928.9414,-4852.3066,-2528.2376,5143.8950,-5375.4942,4377.2751,5746.7815,2964.8139,-2261.5106,6851.7162,603.9828,-997.9621,4245.9500,-6573.7172,1411.2086,-4147.7379,-4903.2876,-4430.6290,-5675.4792,-188.7148,1809.6448,4737.5166,5543.7974,-113.4266,-4916.8135,-3391.1533,-2567.4684,4187.8677,3476.6577,2054.0749,-6035.9340,4785.6056,-5783.2342,2323.9024,-6850.2634,-2474.5270,4894.8172,-5699.1911,4359.7797,2414.7276,-3858.1882,-172.0336,2773.1576,-5444.7766,-4524.3792,2197.4157,4653.6591,431.2792,5044.2174,5761.7847,-5112.3727,-4833.9481,-5036.7882,-263.6208,-208.7597,-6675.4250,-6131.0928,1303.3657,-4259.8679,4748.0698,4825.1436,-355.5764,5475.8958,-3283.7442,3982.1693,-3913.7297,5317.2098,-4364.6704,-5277.6490,-53.0113,4744.9732,606.8917,-589.2414,2477.5848,6729.8143,-636.3149,957.2183,-3685.3080,-4067.9014,-3573.5819,4769.1065,1134.2388,3911.8930,4557.7303,5881.4609,6355.5284,3948.6144,-2186.7998,-1990.3285,-6761.4317,3616.5984,-590.2254,-6397.4687,6746.7317,-1702.2450,-374.9371,2854.0824,-1323.4391,-221931.9904,-239809.0951,-221480.4391,-218422.2758,-226968.9165,-224040.5152,-223898.0309,-222629.1442,210644834.8070,210638977.8067,210650128.4574,210666599.9912,-222355.1717,210661515.3199,4291.9796,5444.8494,10.6845,4600.0491,2297.9246,-2680.4241,-483.9965,-4531.3971,3532.1095,-1508.5393,4280.3428,-969.4382,3622.3273,3626.2165,5378.2826,-1326.4516,5245.0340,530.7590,3584.0555,2332.3170,1902.9473,-4720.8599,-3076.6755,-2087.9866,-723.1486,4548.1092,1015.3585,-5342.6240,-974.3190,4196.0962,-5187.7630,-1316.0731,-133.8455,-3084.5416,56.6178,-1676.3364,-117.2456,1017.9289,4753.1585,2027.8668,5228.8132,-4299.5952,3231.2148,1317.4487,767.3564,4033.1223,-4534.2717,1005.2015,-2899.3675,1153.3971,4090.8970,585.9299,-4545.3858,1230.7686,4721.4220,1959.9901,-3089.9227,-1035.3685,1513.8643,-100.2117,4104.0312,4031.6986,4854.7173,5479.2048,3823.2808,-4992.7299,224.7194,-4713.1335,-4034.7923,3570.4041,-4441.0742,-3940.7332,-4948.9542,-4873.3682,-4510.3490,-5520.3096,120.5529,2748.7805,765.2431,4187.6214,-4585.2583,-5293.0547,4659.2205,4794.7750,3842.4936,4818.8957,472.9930,2206.9644,5406.0045,5170.0960,5463.6680,524.8714,-1074.8627,-6297.9600,-2184.1825,1415.8095,-5368.6802,-1695.7211,-5231.7910,-5237.1247,-51336.1680,-50431.4999,-51484.2807,-45868.4706,-45814.6387,-56316.0315,-58071.2176,-49374.9538,29999756.2947,30031482.6085,30024993.0147,30014119.3520,-50712.9036,30008892.6052,
600.000,5453.0506,962.2896,2.4196,-3550.1719,-6723.9907,4259.9106,2682.2513,3633.6957,361.6752,5966.2734,4376.7862,1109.3913,-6247.3657,4307.5975,2741.9418,-3062.5723,5287.6366,-6061.5786,-4172.4391,-5989.1609,2383.5298,-4894.9175,6614.8060,5217.2555,4933.3204,-4098.2332,-5582.4994,545.1234,-6714.8832,-1592.2766,4655.9910,-5386.9781,-4550.2900,-2081.4258,-4890.8811,-4742.3548,-310.4673,5869.4611,2836.7549,-4454.6903,2547.4690,-3331.2366,3012.2860,6694.4525,6681.5927,-471.3530,-4025.2236,-5823.4070,-2516.3555,-6096.7104,578.4087,-2647.4591,-2487.2414,3883.6648,-1879.2530,-5972.9728,4998.8820,120.9753,1201.8968,-6183.7775,2619.5129,3692.6775,1911.2924,3516.7333,3349.6452,-4015.2919,6031.2602,1842.6122,1069.3390,-5446.3146,-1187.8474,4710.8987,1017.3110,-3582.6033,-5594.1658,4329.7765,441.7756,-6730.5433,6837.6229,-5592.4533,-3852.2795,1262.1097,3026.1033,5688.7016,-3614.0385,-518.6703,-2327.5651,-432.7418,3150.1065,-5392.9071,-4281.0258,-2312.9345,6143.6527,3621.7866,-2911.6603,2163.5233,2084.9426,-6854.6605,4093.2834,2923.8418,323295.9401,337954.1359,321778.8497,323769.4358,322736.6062,323153.0365,331529.3383,327059.7650,-265041317.8995,-265021260.9194,-265040877.7017,-265038585.1935,327802.8411,-265033901.6565,-2524.2804,4140.8781,-6629.7454,-3639.4115,-1447.8388,3571.7814,-5708.1583,2507.9351,5379.1053,1535.5882,-4149.0373,6816.4029,2092.9425,-2272.0036,3143.5994,-5589.3436,-317.0484,-3068.7913,-3173.8971,-3374.2694,-6448.4915,1948.2691,269.1013,3094.8023,4703.9440,1603.9785,-4023.2952,-4116.3736,-1416.0094,4861.6985,2612.6335,3029.3273,-5035.3725,4833.4116,-4692.7489,3235.8190,-6640.9951,-3576.5129,5169.8250,-5235.9991,3238.1252,3857.4668,-4272.3478,-1396.7761,1326.9032,-4688.6497,-3027.1664,3592.5091,4815.2839,1025.7318,4314.3500,6257.3586,-3658.3488,-5672.3477,-5629.4799,1339.5848,-1571.3897,-6836.9118,-6196.0568,2699.9672,-5722.3872,2946.4956,3728.8571,-2428.4216,5581.8871,-1234.2128,2833.7304,-5465.2000,4351.0812,-3413.7162,-4323.2280,-1956.6246,4100.5271,2265.6966,1418.9999,541.4904,6601.6519,968.2714,-250.8812,-2951.6358,-2129.8693,-5078.9227,3109.9297,-468.1167,5395.7970,3506.2817,6112.9565,6890.5580,2841.4770,-744.2980,115.9721,-6352.6335,3072.8794,-2474.7375,-5282.6649,5958.1867,-2115.5803,856.4418,776.0422,-2960.9603,-215410.6981,-232725.8571,-214459.3545,-211523.5557,-220095.4730,-217192.6031,-216954.9354,-215861.1794,204906694.7678,204900738.4750,204911360.0317,204927803.0187,-215451.2043,204923299.4456,3429.1106,5449.1131,2106.4651,4687.9450,546.2100,-4103.9951,-2260.8028,-5315.2608,4355.7447,-3151.5124,3407.5210,575.2725,2077.5682,4767.7429,5504.9568,-2719.3986,4414.8007,-1282.2322,4360.7655,881.2442,112.7603,-4494.4569,-1752.8575,-3344.2223,1090.5199,5321.7775,-799.7930,-5440.7054,842.7298,4671.1178,-4313.0890,-2985.7326,1397.8252,-4402.5369,-1471.1315,-3300.7809,-1902.9579,-794.3685,3583.0540,246.7918,5461.8957,-4705.0188,4511.0582,-500.5875,-786.5976,5040.1184,-4662.5692,-546.2468,-4269.6374,3156.8708,4996.4942,-1229.4247,-5326.7008,-585.0835,3534.2591,3242.3277,-4403.5518,781.5798,2877.0475,-1618.9719,2690.2454,5041.1886,5411.8851,5425.3268,2322.1478,-5502.7807,-1585.1232,-3551.8077,-4994.2000,2384.7841,-5274.0664,-4537.1108,-5489.3656,-5460.2742,-3819.8920,-5364.7812,1649.2126,1361.7319,-1050.2577,2796.8126,-5346.2296,-4502.9739,5372.7354,3680.6039,2351.5213,5977.5529,2229.6020,444.8694,5328.6751,4263.3407,5415.5793,-1288.1330,1051.2051,-5402.3395,-3419.7067,2794.8743,-6274.7914,98.6646,-5535.9004,-5528.9254,-51502.5812,-50584.3212,-51525.9995,-46148.8240,-45830.0815,-56248.5847,-58352.6715,-49261.1985,30005632.8187,30037430.1473,30030903.0984,30020629.3434,-50850.1006,30014942.2002,
