sl_100_86400_20261108 Coordinates.csv
2026/11/08 07:47:00.0000 UTC

Generated: Tue Oct  8 16:23:59 2024,
Start: 2026/11/08 07:47:00.00, Stop: 2026/11/09 07:47:00.00,
TIME_UNITS,STARLINK-1055 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-5582 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-1755 - X-Coordinate,STARLINK-2711 - X-Coordinate,STARLINK-31625 - X-Coordinate,STARLINK-4445 - X-Coordinate,STARLINK-5142 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-31142 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-30153 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-31373 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-3398 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-31005 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-4676 - X-Coordinate,STARLINK-6058 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-31046 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-31721 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-5731 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-3965 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-31601 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-5746 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-1062 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-5020 - X-Coordinate,STARLINK-3156 - X-Coordinate,STARLINK-31955 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-5397 - X-Coordinate,STARLINK-2063 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-4439 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-3762 - X-Coordinate,STARLINK-5269 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-3576 - X-Coordinate,STARLINK-30246 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-31157 - X-Coordinate,STARLINK-2636 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-31789 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-1115 - X-Coordinate,STARLINK-3851 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-6380 - X-Coordinate,STARLINK-2044 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-32227 - X-Coordinate,STARLINK-4217 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-5464 - X-Coordinate,STARLINK-2428 - X-Coordinate,STARLINK-30898 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-6075 - X-Coordinate,STARLINK-31151 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1055 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-5582 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-1755 - Y-Coordinate,STARLINK-2711 - Y-Coordinate,STARLINK-31625 - Y-Coordinate,STARLINK-4445 - Y-Coordinate,STARLINK-5142 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-31142 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-30153 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-31373 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-3398 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-31005 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-4676 - Y-Coordinate,STARLINK-6058 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-31046 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-5731 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-3965 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-31601 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-5746 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-1062 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-5020 - Y-Coordinate,STARLINK-3156 - Y-Coordinate,STARLINK-31955 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-5397 - Y-Coordinate,STARLINK-2063 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-4439 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-3762 - Y-Coordinate,STARLINK-5269 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-3576 - Y-Coordinate,STARLINK-30246 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-31157 - Y-Coordinate,STARLINK-2636 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-31789 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-1115 - Y-Coordinate,STARLINK-3851 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-6380 - Y-Coordinate,STARLINK-2044 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-32227 - Y-Coordinate,STARLINK-4217 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-5464 - Y-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-30898 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-6075 - Y-Coordinate,STARLINK-31151 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1055 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-5582 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-1755 - Z-Coordinate,STARLINK-2711 - Z-Coordinate,STARLINK-31625 - Z-Coordinate,STARLINK-4445 - Z-Coordinate,STARLINK-5142 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-31142 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-30153 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-31373 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-3398 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-31005 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-4676 - Z-Coordinate,STARLINK-6058 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-31046 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-5731 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-3965 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-31601 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-5746 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-1062 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-5020 - Z-Coordinate,STARLINK-3156 - Z-Coordinate,STARLINK-31955 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-5397 - Z-Coordinate,STARLINK-2063 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-4439 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-3762 - Z-Coordinate,STARLINK-5269 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-3576 - Z-Coordinate,STARLINK-30246 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-31157 - Z-Coordinate,STARLINK-2636 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-31789 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-1115 - Z-Coordinate,STARLINK-3851 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-6380 - Z-Coordinate,STARLINK-2044 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-32227 - Z-Coordinate,STARLINK-4217 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-5464 - Z-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-30898 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-6075 - Z-Coordinate,STARLINK-31151 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,0.0000,-3880.2978,6454.4991,-290.9609,2953.8006,1847.0078,2000.7606,1829.3289,-118.5362,4983.1523,6623.9461,-2277.3079,-2139.4739,5487.4752,-6149.1530,-1873.3230,5736.9720,-5371.5185,6006.1027,350.7304,-2455.4321,-3310.2077,927.5737,5341.1655,5736.5361,4449.5033,-4861.9992,2586.4351,-5206.2249,4601.1487,1575.6919,4259.3860,-1819.8170,-1379.3350,5889.7716,2817.5312,4968.8426,-1392.9106,-182.6747,-4593.3966,5742.2416,2253.6967,3245.0252,2843.3025,-5008.0966,-938.9952,-4281.2696,721.9374,-5296.4055,-5310.5827,6723.3220,3952.8626,-4072.1276,6399.0500,2015.8600,6847.1440,2185.8302,3666.2691,-2366.0653,6355.8972,0.0000,-5104.7591,-4955.6648,-5489.3988,373.0606,401.5049,6609.9811,6887.1077,-3341.5073,-3079.1702,-5999.1317,-6541.6375,-3553.9652,-1123.5155,-6690.2094,-1810.2336,-5034.5412,1216.3378,105.1127,843.5995,5210.8563,-551.3935,446.4824,-6793.4730,-2884.4894,6237.4403,6494.8060,3253.6840,3685.7899,2423.4810,3332.3900,5630.6349,-4610.9733,1645.7274,5877.9494,-2249.8369,-1286.0308,5393.5107,-3981.0956,-6237.1381,-248340.1832,-271669.7983,-252612.9539,-253894.3295,-254292.1173,-254400.4201,-262578.3635,-258889.4244,-186681338.8636,-186715021.3459,-186692049.5147,-186695674.1767,-258658.9274,-186695772.4913,0.0000,-1443.7041,860.2064,5259.3929,-4380.2841,4838.9315,4413.4593,-5480.3553,6677.1409,-4325.0319,-205.3962,4853.4517,3619.0961,-2914.2991,-659.9597,-4786.6403,46.8765,3047.9587,-1049.7026,5055.5067,-3364.1449,2348.5718,2184.2912,1704.9816,3365.3704,2830.5654,2932.1674,3215.9103,-3134.3847,-1434.5932,6587.3663,-193.0061,4003.5058,5120.4119,-2821.2735,-5948.1630,-3295.0418,3029.8257,-5488.0676,-1979.9023,-3216.6448,-6193.7181,-4114.5098,-4295.6138,-861.4953,-4984.1985,3715.5965,6320.3183,-2188.6794,4021.1794,-935.4058,4043.0332,-3347.6439,961.8710,3627.7852,-146.4223,-5641.3806,-3409.2693,4274.5227,-174.7549,0.0000,598.2519,-1146.2584,-4240.3341,4240.7483,6165.7228,-1529.1498,155.8151,-3359.4697,-4258.6415,696.1284,-202.7292,2186.9499,3991.5522,976.1013,-4779.2245,4055.6834,-6321.5683,4182.3811,4590.0168,2502.3810,6856.9400,4216.8604,869.2432,5721.9274,-2869.6592,1806.7400,-4063.4414,-2760.8362,-5757.9628,-4098.5286,-1492.5988,-3779.2526,-5001.3070,-858.6016,3818.9214,-5646.4213,4326.4786,3328.3794,-2918.9915,260127.2520,286094.1163,272629.6179,270326.1892,278943.0263,276294.6474,274548.5135,274003.1453,-64619823.1543,-64600483.6202,-64608090.2700,-64615161.3064,273647.9866,-64627426.0988,0.0000,5421.0877,1961.8778,4519.5705,4163.4557,4580.9776,-4852.5672,3599.6723,-1835.9182,-2053.6450,1580.4615,4427.8892,-5426.7323,2795.6951,-2922.7769,4634.9841,3812.7760,3107.6878,2836.6434,4723.2864,-5525.6546,-5649.0864,6507.8640,-4027.9857,-1922.4665,-4494.9104,-3972.8195,5433.2656,-3308.5881,4958.6892,498.8771,5372.9683,5325.9347,4450.9688,1990.4009,-1739.9591,3489.0215,6089.2647,-4048.8793,4669.1940,-2210.1146,-2107.4133,4353.0885,4630.7550,-4715.6109,-4727.2405,-3979.9035,-2729.8413,3862.2444,-1790.6835,-1443.4179,-3886.5527,-4477.0142,2483.3005,5523.8505,-1138.6651,-3366.8257,4795.9881,-4544.1823,2651.9366,0.0000,4540.8345,-4726.3806,-131.7488,5436.9895,3133.1325,1290.3620,512.1663,5019.2815,-4528.5997,3267.3640,2261.3227,5393.3819,5507.4279,-1465.4069,-4695.6803,2421.9175,2308.6588,-5509.9289,5081.0602,-3562.3536,-695.4525,5257.1317,-931.4053,-2645.2009,876.3679,-1551.3829,-4135.3549,5151.9438,-2761.4420,-4464.0358,-3810.7633,-3323.7482,4465.9230,-3540.1419,-5214.4229,3764.2619,29.2021,-4614.5136,741.0431,-116237.0114,-117662.4679,-119030.7130,-114227.3550,-113592.3649,-123972.6177,-126182.5017,-116906.9747,55761919.3970,55793092.2978,55786813.6934,55778307.9642,-118658.9498,55774217.6162,
3600.000,0.0000,5698.6945,-4340.9785,-21.1777,2231.2153,-4542.0319,-4573.2501,2657.9358,1580.6506,-1646.3898,-4140.9301,-1686.5389,-2184.3623,-4612.5568,3366.0971,5204.2465,-2817.2656,4916.0169,-5500.9726,-4172.6908,5642.7992,4726.9368,-5148.2407,-6899.7159,-5299.5203,-6611.2264,1323.7120,-5639.6772,6577.4642,-4989.3857,-3823.2238,-4885.4003,-2554.8537,-2720.6603,-4305.8883,1035.2324,-4528.4111,779.3448,3632.9682,6797.8013,-2670.5520,-12.3388,1239.8835,59.1172,5489.0948,4691.9699,424.4110,-2791.7234,3796.7967,3932.7503,-5856.5616,-4112.3492,6485.4092,-6718.0576,-5601.7336,-6074.0833,1331.0179,-2881.3069,-2242.1132,-6396.3385,0.0000,5985.2340,5631.3211,5350.4584,-4470.1812,2002.5675,-3980.7651,-5666.2333,6311.9146,6084.0494,5933.0886,6479.1004,265.3768,-2851.1002,4163.8478,5213.2131,4001.8140,1355.5293,-4072.8632,-4064.3041,-4571.4534,-1128.2453,-4591.3059,5585.0460,-721.5998,-3672.7844,-6544.3497,2383.0593,-2817.2171,1308.6876,-2267.1082,-6590.3678,4968.0583,2443.0878,-2643.1709,-305.9099,3518.7727,-5218.0559,1884.5714,6291.3618,-305437.2645,-334781.7092,-313186.6392,-315081.0429,-314529.2719,-314923.0765,-321811.3253,-318153.3927,-163514451.1936,-163556899.1177,-163532784.2251,-163535475.4047,-318813.1399,-163529501.5575,0.0000,-2354.5182,2641.1678,-6949.9813,3707.5719,-5137.2095,-474.0039,4341.7305,-3018.9886,4296.9547,3145.6039,-3878.0051,-4983.9622,4634.2564,-2435.2595,2459.9992,3025.3997,-4725.4269,3187.9393,-4443.4758,712.4375,-4807.0762,-1201.0394,1.7813,25.0093,-118.3545,-5006.6269,198.8242,1908.7148,4497.7598,-4487.6488,4020.5342,-4335.7811,-4771.9201,4901.2519,5027.8636,5172.3332,-6362.9912,5726.8449,-72.0882,2494.4803,6724.7391,5398.8389,6439.9404,-2937.0751,3902.4824,-5164.9320,-3363.8998,-1662.6554,-5007.6006,2993.4560,402.3814,2290.5087,1277.4905,-1789.0632,2272.4233,3985.0198,6156.5882,-5899.2590,1843.6670,0.0000,-3295.9023,-2592.1386,2126.2834,-2886.0675,-6269.0083,2939.2785,1471.7109,2204.5700,2515.9028,-3446.3839,-1327.6168,-5496.7383,-5097.3655,-2584.1150,2692.3203,-5270.3095,6501.9918,-4386.6711,-5249.3536,2204.9413,-5834.8397,-4504.9772,-2308.2010,-5079.2671,3695.8684,506.5951,3742.6388,5963.6912,3962.1644,6495.8116,1968.0886,-703.3383,3502.4259,3220.1687,-6523.8201,2185.2511,-2036.8082,-6202.4810,538.3297,190644.1302,209556.8054,197518.5796,196551.5854,205421.3086,202890.6916,200700.8462,199831.4844,-110774343.7320,-110758102.3226,-110759081.4872,-110771530.3502,199841.3325,-110781260.2068,0.0000,-2939.9428,-4529.4128,92.1393,-5163.9275,-937.6679,5074.7109,-4532.4018,6015.5453,5145.5168,-4412.6001,-5529.4059,4171.5568,1915.1785,5420.4946,-3861.3546,-5519.6404,1165.1463,2196.0585,-3312.9263,3926.8494,1672.6759,-4501.5309,-69.3105,4439.6865,2050.9179,4588.8663,-3853.1757,-966.2314,-1672.1087,3362.3936,-2674.7258,-4745.3735,-4231.4525,2009.3131,4459.2287,722.7053,-2703.6512,718.9235,-830.4061,5893.0395,-1632.5186,-3980.4853,-2575.3593,3031.9656,3272.5644,4579.7602,5356.2587,-5538.9588,-2653.2893,-2219.4730,5463.8632,680.9418,1136.0947,-3647.4808,-2484.5911,5491.6441,-1398.8359,2146.2539,1782.3808,0.0000,-649.8019,3108.9798,-3874.1645,-4417.0420,2160.1261,-4822.8647,3661.4136,-1750.2719,2165.7413,369.9711,2052.8332,-4045.2616,-3681.6919,4873.5442,3689.6565,1972.7026,1634.2038,3454.8386,-1902.7706,4496.3986,-3535.4550,-2090.5576,-3356.3501,4647.0745,-4561.2986,-2186.6527,4936.5548,-2091.4225,5393.2462,659.6284,-1034.5617,4613.2712,-5436.0350,5507.7104,2028.5919,-5536.3926,-4057.7285,2469.7426,2837.4224,-117879.6318,-119156.7760,-119150.3068,-117683.0546,-113793.2546,-122331.2143,-128801.4223,-121641.6341,55728713.3661,55757662.7195,55750216.2311,55739924.7117,-119972.7337,55740672.8600,
7200.000,0.0000,-5092.5731,836.9957,377.3822,-6090.3513,5061.0334,6075.6622,-6120.4250,232.6616,-2777.7157,161.5208,5289.2971,4705.6169,832.2452,4.9255,-6891.0825,-205.1618,-2054.0220,1144.7247,6267.7680,-6820.0324,-4226.6087,6836.4193,5276.9883,3843.8423,6387.5688,2067.6390,6341.0568,-5129.0916,3574.3835,5029.8872,3784.2565,5427.4033,5704.9944,340.6519,-5054.1318,1882.0349,-687.2287,-5099.6666,-5513.8362,-2038.5125,-2615.4497,-4619.9629,-2370.7626,-4557.4198,-6570.6269,3118.4637,5090.7545,-2163.0019,-288.2730,2746.8099,3950.5406,-5929.4114,4491.0571,6892.3501,3090.6494,-5075.6492,1263.1651,4820.2944,3383.6302,0.0000,-3973.2357,-4889.3478,-3854.3924,6706.0984,-2237.2015,-183.5643,2139.9748,-6356.3540,-6756.8980,-3188.3466,-3626.2842,2052.3920,4923.6524,-206.0598,-6898.9640,-742.6740,-3761.6447,5834.3219,5075.1019,2788.4512,3323.5612,5557.8636,-1904.2268,4501.1035,-587.8067,4163.5626,-6164.6428,1301.1847,-5287.6610,400.8915,4195.8722,-4182.5676,-5916.5515,-836.4620,2048.4704,-5603.5309,3706.8107,260.3433,-4339.6137,-343809.9628,-376704.2312,-353776.8628,-357165.2917,-354442.6630,-356266.8870,-360638.3287,-359218.5355,-129184572.8112,-129235036.9946,-129211589.2260,-129207944.4414,-358490.0510,-129200548.8010,0.0000,4206.6996,-5731.1122,5114.6064,-2373.7958,3368.0494,-2656.7786,-2233.6459,-2245.1242,-3886.5324,-5596.7282,2923.8863,4992.3476,-4336.8768,5553.9941,-99.5051,-5871.5891,4610.1037,-3978.7298,2966.3337,1146.8483,4464.7146,1147.9920,-1706.3581,-3925.3417,-2109.4839,6161.6019,-2473.4408,417.2757,-5291.9080,-33.1845,-5410.3834,4119.2022,3669.6846,-5100.6110,-2608.7358,-4899.4197,6530.7942,-3256.0309,1844.2615,-2545.3092,-4710.4769,-4980.7873,-6430.4700,5194.0928,-2191.6930,5714.1837,-313.0999,5401.3165,4335.0728,-4470.8979,-4581.0865,-428.8902,-3353.5263,231.6874,-4162.4408,-2053.5928,-6197.7155,3971.7036,-3221.5896,0.0000,4190.9599,4909.5145,1583.9254,1564.7137,2190.6620,-4456.5509,-3547.6506,-563.2763,-402.8826,4781.3163,2922.4280,6504.2051,4807.0200,4490.8121,-530.9596,4566.6496,-3639.4100,3635.4722,3953.4116,-5908.1034,2489.1122,2604.6450,3714.9407,3626.6457,-4268.3463,-3141.1453,-2358.9782,-6393.9822,-1525.1842,-5921.3157,-1788.8373,4800.8511,-2003.9914,-5558.0816,5980.5123,1376.2815,-1874.4393,6840.2230,2681.6525,109153.8109,119548.1850,109864.4137,110571.6770,119091.0640,115183.1155,114658.5551,113076.5173,-149338474.0359,-149328436.9587,-149323397.0638,-149342912.9452,113369.9194,-149345145.4129,0.0000,-1741.2526,3561.1427,-4692.8608,1600.6806,-3311.4501,-1740.9260,1983.4803,-6550.2589,-4996.3127,3881.0177,3439.2028,-33.7024,-5197.0970,-3991.2274,704.3136,3595.5587,-4735.5285,-5310.5803,-120.7766,106.8225,3235.5797,-226.2463,4097.9200,-4214.6269,1636.4075,-2399.4996,-591.5436,4613.2488,-2672.8755,-4568.7243,-1890.4388,1163.4772,1412.6735,-4532.5462,-3743.0903,-4502.5393,-2286.4186,3137.0797,-3624.8694,-6135.6069,4327.5780,580.7166,-1061.8853,488.3481,163.3860,-2361.3464,-4681.8072,3728.3352,5346.1775,4529.3265,-3234.8007,3520.3460,-4089.3354,-530.5644,4605.8967,-4238.5181,-2857.3008,2328.3185,-5071.8746,0.0000,-3714.8886,350.7759,5537.8738,593.7800,-6188.4011,5264.5604,-5532.8187,-2652.8799,1489.4374,-3769.8412,-5131.3947,-328.8920,-538.0139,-5261.7238,-478.2559,-5131.9536,-4411.7370,744.9581,-2514.5133,-1845.8473,5517.8538,-2847.1082,5498.1294,-3827.5429,5409.2186,4532.1083,-772.6158,-2299.1952,-4044.7110,3537.3731,5242.5565,-2453.4446,2943.5901,-4029.5608,2604.3292,3794.9526,5518.8618,1131.4602,-4691.7326,-119542.5143,-120648.9815,-119480.2363,-121908.2417,-114464.5342,-119951.9915,-130723.0999,-119667.5161,55696292.1046,55722092.0128,55713260.5737,55701987.6972,-121276.4448,55707138.3505,
