sl_5_5400_20260227 Coordinates.csv
2026/02/27 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:15 2024,
Start: 2026/02/27 07:47:00.00, Stop: 2026/02/27 09:17:00.00,
TIME_UNITS,STARLINK-1303 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-5919 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-5919 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-5919 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3062.6807,-2469.7632,-4144.5838,4048.2621,3638.5900,337552.7510,310390.1453,319771.2731,323789.8423,316002.7287,318876.0720,323083.8256,322420.3085,-190213599.8473,-190262599.9154,-190231184.6831,-190232849.0858,322509.7928,-190230584.2442,5368.3102,-812.5127,-1574.4372,1853.3007,-5858.6273,-69296.9344,-93789.8342,-72868.0031,-72740.4090,-76250.1238,-75088.0228,-82447.5266,-76846.1420,283101923.4626,283069309.8450,283097916.2652,283110294.2987,-78271.8501,283105119.4998,-3124.4486,-6451.3563,-5071.2230,5252.5504,-831.2769,171185.4221,166830.0351,166085.0758,172249.0424,171765.1691,161147.7144,159997.1131,166054.9444,-81180489.3030,-81197547.7633,-81211290.5118,-81183818.5618,167098.9919,-81191384.0806,
300.000,3755.4162,-2219.2541,-5293.7603,5274.0897,2786.0268,338948.3878,312291.9156,321467.5306,325409.0057,317567.0016,320407.7067,324687.6755,323786.3373,-196348477.8418,-196396623.0606,-196365442.7138,-196368347.5387,324105.9049,-196365381.7137,3771.4962,1379.9159,79.2147,247.9264,-5682.3661,-62124.0142,-87228.0253,-66039.7857,-66023.8533,-69498.2581,-68326.6147,-75610.2470,-69891.8253,278882497.2970,278849234.9110,278878661.9212,278890598.2158,-71509.4004,278885712.3790,-4432.1339,-6446.7120,-4163.6562,4421.7599,-2868.5427,171136.5734,166767.1224,166128.7571,172067.0439,171847.2218,161294.8398,159795.7048,166425.3845,-81174597.4750,-81191973.5375,-81205457.3324,-81177857.3655,167051.4558,-81185611.2361,
600.000,4126.7397,-1829.4352,-5901.9560,5999.0914,1619.4789,340190.4389,314055.6220,323023.0209,326887.7794,318991.8738,321799.7900,326146.3327,325030.6436,-202389800.2232,-202437077.0158,-202406153.6821,-202410266.6786,325560.2921,-202406624.9279,1796.6214,3441.8381,1685.1904,-1341.5730,-4950.4820,-54923.7768,-80626.8086,-59182.3992,-59276.7051,-62715.7299,-61537.1638,-68738.9998,-63042.9612,274530151.3035,274496261.7151,274526514.3111,274537937.0264,-64714.3870,274533389.0092,-5264.9653,-5762.2140,-2771.2933,3109.1703,-4600.9776,171087.2986,166704.1076,166174.0766,171879.7764,171925.5271,161447.7578,159599.6684,166845.6336,-81168710.4699,-81186398.9389,-81199615.8090,-81171929.4215,167003.8012,-81179838.2345,
900.000,4149.9708,-1330.6353,-5891.9318,6140.5064,240.1207,341278.3988,315680.4312,324437.0846,328225.5068,320276.6063,323052.0855,327459.0903,326175.5731,-208334687.5833,-208381082.9708,-208350439.3005,-208355723.4938,326872.2894,-208351434.6318,-360.5672,5162.3922,3082.7354,-2766.8456,-3752.9608,-47699.5379,-73989.0742,-52298.8592,-52502.1305,-55905.3551,-54722.6962,-61837.0269,-56306.1274,270046959.1281,270012464.1946,270043546.7424,270054387.9055,-57889.7785,270050222.9741,-5534.4291,-4469.5073,-1055.6680,1457.6106,-5845.5727,171037.5999,166640.9918,166220.8573,171687.1305,172000.1112,161606.5505,159408.9332,167278.4373,-81162828.3393,-81180823.9610,-81193765.8316,-81166033.4550,166956.0281,-81174065.0757,
1200.000,3826.1708,-756.0826,-5251.6409,5672.9461,-1224.1888,342211.8336,317165.5704,325709.1251,329421.5918,321420.5261,324164.4464,328625.3150,327239.8941,-214180306.4608,-214225808.0683,-214195467.2213,-214201881.4186,328041.2943,-214196977.5144,-2486.0423,6364.3157,4136.6403,-3899.6421,-2223.2882,-40454.6216,-67317.7294,-45392.1897,-45703.3307,-49069.9701,-47886.2454,-54907.5744,-49675.1133,265435056.7831,265399978.6350,265431894.8405,265442090.4440,-51038.5572,265438350.2175,-5212.0006,-2704.2429,783.2773,-352.8938,-6471.6765,170987.4795,166577.7760,166268.9193,171488.9921,172070.9997,161771.3009,159223.4319,167685.2335,-81156951.1324,-81175248.5973,-81187907.2904,-81160168.1516,166908.1366,-81168291.7598,
1500.000,3183.5642,-140.5207,-4037.6638,4632.4828,-2630.7422,342990.3819,318510.3273,326838.6085,330475.4988,322423.0261,325136.8186,329644.4473,328236.5248,-219923870.6919,-219968466.7538,-219938452.3842,-219945951.6441,329066.7664,-219940467.5594,-4368.5033,6922.6568,4750.4723,-4643.4182,-523.1306,-33192.3589,-60615.6986,-38465.4217,-38883.5440,-42212.4303,-41030.8511,-47953.8920,-43131.9131,260696641.6295,260661002.6525,260693755.5304,260703245.5953,-44163.7175,260699968.0252,-4331.9521,-652.5285,2530.5779,-2124.9743,-6413.9640,170936.9398,166514.4612,166318.0799,171285.2425,172138.2170,161942.0918,159043.1000,168029.7546,-81151078.8964,-81169672.8415,-81182040.0760,-81154332.1808,166860.1267,-81162518.2869,
1800.000,2275.2986,480.7687,-2370.6451,3114.0911,-3835.6559,343613.7542,319714.0504,327825.0635,331386.7518,323283.5650,325969.2436,330516.0008,329170.9711,-225562642.7390,-225606322.1033,-225576658.3433,-225585194.4077,329948.2282,-225579167.3725,-5820.1790,6778.5807,4875.3147,-4941.3370,1174.7524,-25916.0859,-53885.9212,-31521.5919,-32046.0472,-35335.6085,-34159.5581,-40979.2317,-36649.0614,255833971.3300,255797794.1466,255831385.9898,255840114.6005,-37268.2650,255837333.9783,-2987.9187,1468.3839,3981.8277,-3665.8394,-5678.6520,170885.9827,166451.0484,166368.1542,171075.7585,172201.7870,162119.0055,158867.8762,168281.3444,-81145211.6758,-81164096.6870,-81176164.0798,-81148524.2134,166811.9984,-81156744.6568,
2100.000,1175.5901,1072.7198,-423.0606,1262.6449,-4708.3499,344081.7334,320776.1497,328668.0818,332154.9337,324001.6670,326661.8631,331239.5622,330040.6804,-231093934.9945,-231136687.1274,-231107398.5699,-231116920.2616,330685.2650,-231110389.4869,-6695.7157,5946.2220,4512.9857,-4779.8679,2703.7657,-18629.1427,-47131.3508,-24563.7412,-25194.1573,-28442.3929,-27275.4152,-33986.8468,-30192.9294,250849362.7731,250812670.2246,250847102.5733,250855017.8905,-30355.2147,250852764.8780,-1323.3897,3433.3508,4967.4755,-4808.4858,-4342.8301,170834.6103,166387.5388,166418.9552,170860.4127,172261.7325,162302.1219,158697.7018,168417.5479,-81139349.5129,-81158520.1274,-81170279.1940,-81142742.9356,166763.7518,-81150970.8697,
2400.000,-25.7202,1601.1691,1599.0681,-741.3382,-5145.7266,344394.1747,321696.0967,329367.3176,332779.6852,324576.9218,327214.9227,331814.7911,330835.3366,-236515111.0632,-236556926.0522,-236528037.7310,-236538491.3205,331277.5252,-236531497.6434,-6907.2738,4511.3666,3713.6797,-4187.9109,3919.6051,-11334.8715,-40354.9538,-17594.9138,-18331.2352,-21535.6860,-20381.4736,-26979.9914,-23727.4594,245745190.9692,245708006.0972,245743279.7081,245750333.9648,-23427.5902,245748635.6410,483.2703,5033.7571,5372.6378,-5429.6268,-2546.9542,170782.8247,166323.9332,166470.2943,170639.0739,172318.0752,162491.5173,158532.5211,168425.7021,-81133492.4479,-81152943.1563,-81164385.3115,-81136987.0586,166715.3869,-81145196.9255,
2700.000,-1229.9996,2033.6202,3478.2059,-2699.4498,-5084.6270,344551.0055,322473.4246,329922.4879,333260.7033,325008.9844,327628.7774,332241.4196,331537.9659,-241823587.0182,-241864455.5752,-241835992.9449,-241847322.4870,331724.7204,-241839908.0472,-6433.9440,2622.0939,2568.8450,-3232.0491,4713.9747,-4036.6149,-33559.7081,-10618.1552,-11460.6877,-14618.4025,-13480.7867,-19961.9186,-17217.8128,240523887.9188,240486233.9472,240522348.7625,240528498.2474,-16488.4221,240527378.1687,2237.9517,6099.9781,5150.2014,-5462.5099,-480.7613,170730.6279,166260.2329,166521.9819,170411.6082,172370.8357,162687.2621,158372.2811,168303.4637,-81127640.5181,-81147365.7673,-81158482.3269,-81131255.3255,166666.9038,-81139422.8242,
