sl_100_86400_20260929 Coordinates.csv
2026/09/29 07:47:00.0000 UTC

Generated: Tue Oct  8 16:23:42 2024,
Start: 2026/09/29 07:47:00.00, Stop: 2026/09/30 07:47:00.00,
TIME_UNITS,STARLINK-5292 - X-Coordinate,STARLINK-3890 - X-Coordinate,STARLINK-5046 - X-Coordinate,STARLINK-4144 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-5838 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-31702 - X-Coordinate,STARLINK-4669 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-3049 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-4464 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-2071 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-5320 - X-Coordinate,STARLINK-2602 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-30340 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-1880 - X-Coordinate,STARLINK-5451 - X-Coordinate,STARLINK-2220 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-32263 - X-Coordinate,STARLINK-1525 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-3962 - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-6071 - X-Coordinate,STARLINK-11085 [DTC] - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-31516 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-4083 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-1534 - X-Coordinate,STARLINK-6053 - X-Coordinate,STARLINK-3539 - X-Coordinate,STARLINK-5264 - X-Coordinate,STARLINK-6040 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-3703 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-11128 [DTC] - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-1491 - X-Coordinate,STARLINK-31323 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-31606 - X-Coordinate,STARLINK-5570 - X-Coordinate,STARLINK-31528 - X-Coordinate,STARLINK-1365 - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-3535 - X-Coordinate,STARLINK-3628 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-2160 - X-Coordinate,STARLINK-2705 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-3100 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-5099 - X-Coordinate,STARLINK-30076 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-31279 - X-Coordinate,STARLINK-1883 - X-Coordinate,STARLINK-1205 - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-1463 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-5808 - X-Coordinate,STARLINK-3751 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-6031 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-2236 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-5137 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5292 - Y-Coordinate,STARLINK-3890 - Y-Coordinate,STARLINK-5046 - Y-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-5838 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-31702 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-3049 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-4464 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-2071 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-5320 - Y-Coordinate,STARLINK-2602 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-30340 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-1880 - Y-Coordinate,STARLINK-5451 - Y-Coordinate,STARLINK-2220 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-32263 - Y-Coordinate,STARLINK-1525 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-3962 - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-6071 - Y-Coordinate,STARLINK-11085 [DTC] - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-31516 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-4083 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-1534 - Y-Coordinate,STARLINK-6053 - Y-Coordinate,STARLINK-3539 - Y-Coordinate,STARLINK-5264 - Y-Coordinate,STARLINK-6040 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-3703 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-11128 [DTC] - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-1491 - Y-Coordinate,STARLINK-31323 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-31606 - Y-Coordinate,STARLINK-5570 - Y-Coordinate,STARLINK-31528 - Y-Coordinate,STARLINK-1365 - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-3535 - Y-Coordinate,STARLINK-3628 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-2160 - Y-Coordinate,STARLINK-2705 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-3100 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-5099 - Y-Coordinate,STARLINK-30076 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-31279 - Y-Coordinate,STARLINK-1883 - Y-Coordinate,STARLINK-1205 - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-1463 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-5808 - Y-Coordinate,STARLINK-3751 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-6031 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-2236 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5292 - Z-Coordinate,STARLINK-3890 - Z-Coordinate,STARLINK-5046 - Z-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-5838 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-31702 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-3049 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-4464 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-2071 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-5320 - Z-Coordinate,STARLINK-2602 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-30340 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-1880 - Z-Coordinate,STARLINK-5451 - Z-Coordinate,STARLINK-2220 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-32263 - Z-Coordinate,STARLINK-1525 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-3962 - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-6071 - Z-Coordinate,STARLINK-11085 [DTC] - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-31516 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-4083 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-1534 - Z-Coordinate,STARLINK-6053 - Z-Coordinate,STARLINK-3539 - Z-Coordinate,STARLINK-5264 - Z-Coordinate,STARLINK-6040 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-3703 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-11128 [DTC] - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-1491 - Z-Coordinate,STARLINK-31323 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-31606 - Z-Coordinate,STARLINK-5570 - Z-Coordinate,STARLINK-31528 - Z-Coordinate,STARLINK-1365 - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-3535 - Z-Coordinate,STARLINK-3628 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-2160 - Z-Coordinate,STARLINK-2705 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-3100 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-5099 - Z-Coordinate,STARLINK-30076 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-31279 - Z-Coordinate,STARLINK-1883 - Z-Coordinate,STARLINK-1205 - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-1463 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-5808 - Z-Coordinate,STARLINK-3751 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-6031 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-2236 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,363.2908,2564.6642,6372.0541,3287.6253,-845.8477,672.5832,-4192.0134,5236.3556,5198.1936,3706.0155,4390.5934,-2977.5438,-6295.4063,1944.7911,-3918.8292,-3870.0266,-1804.0211,3855.2218,-4710.0504,6015.7714,-2700.0658,2943.3907,-3806.0044,5909.5036,1595.7922,4820.2548,1926.1049,-5046.4729,-1412.4457,4391.2184,-4267.0583,-1042.0305,-5643.6258,3042.0789,3004.0705,5484.3325,-3939.7366,4302.3807,-6175.6908,2120.9879,-460.5276,-5610.0283,4466.9829,-2612.0100,-3404.1885,-3128.2706,-4322.5516,-4456.1470,-3604.3802,-2539.3204,2464.6681,-3916.8335,-5951.0960,-1456.7734,5700.8411,2516.8297,-3873.4578,-1026.6221,-858.3272,-1546.3106,5355.6878,4953.2820,2730.8351,4856.4084,-4557.4491,-1500.0607,-3039.0082,5459.7153,-3605.0799,-1200.0710,3224.9165,3887.1028,1061.3561,-1097.5245,-3209.6404,-4814.2167,-6054.2108,908.8914,6872.3417,3860.1241,5744.2295,4705.9794,-5629.4542,2697.7132,-1015.3125,-4413.5956,5112.5274,-994.6176,5863.2599,3866.9523,4841.8407,-4458.9226,2839.0584,-287.6440,-21.7945,-1432.0912,2127.7626,144.3190,4170.6624,-1988.5428,-3342.9267,-3161.0731,-2935.0005,-5559.5314,-457.6015,-2229.4466,-9665.9074,-5831.9054,-234150568.9050,-234157987.4254,-234150371.1183,-234164347.8145,-7171.1904,-234166177.3942,6918.5421,-4495.2125,2148.3225,-5907.8127,-6103.7284,6658.1144,-5369.7554,-1046.2139,1872.0926,5116.0750,-5332.2508,-3140.0655,2399.8459,-6122.7521,2894.5734,2853.4592,-6192.5243,1954.3459,707.7961,-861.2745,-1169.5958,-3029.2091,-5351.1288,-3217.6923,3869.9676,-1546.6381,6291.4194,228.2819,-6639.9929,-2742.6776,-4875.8912,-5085.4631,2279.7266,-5459.9806,-4584.4950,2418.0097,2695.3609,4247.0006,2954.5908,-4637.0065,5348.6651,2910.0673,829.9322,-5172.7991,-4184.1896,4334.2393,187.0150,-2439.1096,2768.4685,-5588.0505,-4899.0491,5634.8396,1940.2409,6171.1726,394.9736,4439.3866,1561.1035,-5851.0816,-5758.6153,2499.9977,1687.3867,-4807.8108,6077.9544,-1512.4453,-4946.4469,2354.0833,-6167.2400,4044.3273,5863.8244,-5866.4475,-3935.9150,-2957.6890,4375.6288,6479.8640,5438.1533,-4388.5979,365.7364,-1019.8719,322.7942,-3536.7594,3584.7207,828.0544,-2201.0010,6277.8264,-6361.2112,3963.4902,94.0405,5259.7833,3763.3311,3299.2505,2966.7313,5349.1820,5561.6686,6894.7063,4441.1552,-2499.6912,-4305.1591,-5800.7438,-433.9253,6603.1344,-359777.9057,-331214.4515,-354772.1787,-355913.1791,-348967.7943,-351031.6065,-347158.0528,-351143.3428,-6918717.7415,-6889861.9023,-6899764.4872,-6904031.6180,-350349.9280,-6913929.3072,684.1867,4566.5438,-1427.3935,1447.1058,-3122.7084,-1800.0073,1274.5473,-4443.3955,3990.9990,-2771.8336,435.1749,5380.9184,-1095.8808,-2537.2305,4866.9654,-5010.5607,-2275.6676,-5413.3854,-5016.0876,-3299.9205,-6298.0410,-5390.1740,1857.9111,1557.1977,-5512.0768,4698.0804,-2185.3576,-4603.7286,-781.8457,4568.1861,2286.2172,-4603.5965,3265.4573,-2897.5373,-4065.2650,3447.6356,4980.0805,-3334.1141,-963.1845,-4695.3837,4068.7159,-2658.3008,5079.6741,-3782.6389,-4312.1796,4378.0777,-5401.2616,4710.9060,5227.2700,3105.0207,4267.2724,787.0399,2934.8829,2850.5073,-3949.0274,4653.8188,-5509.0989,-3321.0329,-3378.2366,6292.1079,-4069.5252,273.2407,1508.2180,4680.1628,-1211.2400,-6356.5648,-281.4295,1264.4513,-484.2040,-3225.9662,-4671.6478,4808.6474,-5215.0083,-1827.7855,-2646.5139,-2258.3492,-3397.6936,6779.9249,516.9023,-4546.4527,-1512.4779,-4994.3723,-3407.6635,-660.0817,1936.9134,-3588.4495,4550.0634,4036.6363,-573.3415,4658.9636,-3944.1114,376.2755,-2983.3678,547.9680,5333.2194,-6329.4794,-4979.6192,3723.5273,-5378.5225,505.8715,124082.1970,123197.1251,123308.1202,128333.6528,128794.6515,118367.3689,116324.0355,122874.1045,89719727.7742,89700924.0855,89742960.2637,89728420.4495,123785.0604,89732008.9197,
3600.000,-694.1312,-1075.8706,-4744.3812,-445.1697,2646.1270,-2836.4060,5017.3738,-1110.4754,-4490.9082,-4067.2631,-1927.8481,5101.2423,3249.4557,-372.0528,-283.8062,6744.9899,4194.9425,-6219.2495,5512.5624,-2816.8356,2056.4361,1074.2630,5528.8331,-2873.4139,-5225.0560,-3034.3188,-4019.4142,4744.0067,2942.0094,-4166.0706,5407.0513,4654.2525,1987.8628,613.1934,-1493.3036,-3998.0699,3347.6807,-5961.5876,3534.5193,1774.8990,-3633.8706,1785.1391,-3087.1575,3924.2690,5868.2169,1992.8491,5049.2347,6161.3845,6706.2938,4333.7780,795.2645,1262.2128,2530.8056,-360.4098,-4025.0194,-4352.4780,1722.1949,4283.6532,3698.3393,-3079.5159,-6651.6339,-2494.0821,-4004.8749,-5321.9393,5154.6511,-3122.2135,3860.0808,-4847.1787,1489.3794,3318.1925,1189.9083,-3134.1134,-4666.4220,-842.0733,1604.5803,4394.6973,6749.3273,366.6717,-5068.7131,-3179.1618,-5455.6690,-6444.1818,4810.8383,-4458.5109,3238.1989,3736.1054,-3933.0252,-3513.2582,-5341.4687,-4226.9199,-3985.7253,2269.1820,-4482.5142,-2151.4652,-2552.6402,3786.4655,-131.6796,1786.1148,-4319.5984,122.7615,86266.1002,80120.1782,83533.3881,81248.7501,87223.8347,85363.3509,78579.8170,78829.9924,-224333075.7354,-224346718.3775,-224337273.8865,-224352943.6951,80398.9048,-224348813.8956,-4747.9155,6771.6456,613.0434,4877.2383,6257.9008,-6025.9884,2362.1888,2111.8006,2728.1923,-1377.1693,5073.7131,-670.4919,-4271.0676,6632.3157,-4545.1156,-1617.1608,5123.2922,882.3772,-3788.5148,3097.1638,-3419.6723,5314.3658,3375.8160,3890.1210,-1684.5811,5166.9725,-5442.7533,-4321.7983,4930.5618,5447.0275,3613.3636,3232.9368,-3694.8280,4193.8499,6647.3738,1249.1680,-5805.7080,-3327.4130,-3728.2918,5615.9519,-2231.5765,-3854.6068,3830.3396,1313.6158,3613.5917,-6599.4730,-3800.0735,-938.9319,-1698.7177,5187.2562,2298.3690,-5045.3693,-3459.8225,-3196.8536,3236.4909,-464.2322,-5243.2793,2604.0694,1669.3963,-2534.3352,-1762.4727,4862.7364,-4587.8139,4281.6844,1416.2458,-2825.4228,3749.7282,-1155.1300,-5612.5030,5734.3075,4198.6270,5993.8097,-1617.6388,-6122.3450,-6344.3558,886.3255,-573.2181,-4254.3151,1579.6386,6095.7278,-440.7236,1833.9796,-1603.5002,-4213.7161,2705.2243,-5808.4851,4193.0489,-2458.1086,-1642.6346,1122.6804,1118.9491,-5876.5343,-5092.1135,-5390.7205,-644.9255,-1466.2499,6713.9349,6650.2308,4574.3287,-5871.5058,-345889.5073,-321428.5045,-345774.2151,-345466.8816,-338880.7682,-340674.2535,-337983.3039,-340154.6084,-67341725.5807,-67313905.3682,-67315480.8304,-67332395.1452,-340541.1002,-67336016.7293,-5045.4724,-862.7992,4924.0055,-4888.9342,-1231.4592,-1911.2798,-4163.0905,6513.0630,-4356.7793,5384.4826,-4300.7521,-4624.7609,4204.0120,-1887.1068,-5181.4412,125.3484,-1711.3274,2898.2597,1732.6334,5489.1914,5679.7038,4166.4682,2141.8309,-4939.7850,4195.9167,-3453.9682,-1505.5178,2324.9556,-3707.3538,-875.0719,2219.8917,3986.9152,-5498.1271,5416.8082,-321.2431,-5511.8838,-1677.7998,-1004.3115,4615.1463,3637.5490,-5226.8382,5368.0100,-4731.9867,5530.9954,363.1076,-570.7429,2798.0215,-3050.1335,-522.4880,1295.6125,-6516.0260,-4552.6814,-5434.3654,-6167.6057,4629.9475,-5356.7728,4144.6854,4587.8395,5355.7237,-5699.5420,-820.1652,-4230.6327,3094.1039,-1117.9464,4243.1184,5507.0420,4279.7129,-4795.2822,-3731.0731,-1531.1353,5338.3906,-1164.9883,4787.5427,-2889.1762,-2005.9252,5225.4322,-1547.7043,-5462.8382,-4412.1102,854.5485,4252.8313,1667.1188,4722.4329,-3087.2767,-5246.7872,-556.2059,-3730.9216,-5166.5755,4191.9216,-5346.0080,5521.6626,2991.8401,-1355.9993,-3778.3781,-6430.7748,5633.2232,1632.1586,448.9586,2614.3262,3642.1413,124833.2022,124237.9779,125733.6731,127443.7669,131168.9545,122517.9103,116217.2748,125763.8414,89686322.1331,89666436.6730,89705701.0178,89691605.8877,125013.5338,89698031.0997,
7200.000,2342.8720,-664.4222,1863.8273,-3463.4031,-3578.7900,4375.2666,-4967.4018,-2754.3356,2762.5057,4226.8356,-2065.7198,-6009.4876,1301.5455,-1902.0854,3617.1617,-4963.0254,-4998.9137,6289.8298,-4243.8969,-772.6269,-2350.4988,-3598.2501,-5040.8457,-1545.1709,6911.5431,913.1585,4914.5632,-2749.0056,-4078.1668,2270.3607,-4448.4243,-6766.5703,2070.1249,-4713.5342,-916.7059,2250.6819,-1695.4946,5035.3554,805.1749,-4493.9766,6425.5771,2765.3630,1541.1350,-5122.0858,-5562.3021,-111.2741,-4257.1608,-6034.8099,-5192.3757,-4418.7718,-4824.2696,2747.7959,1508.0261,3659.7746,1965.5567,5658.4352,-37.4022,-6309.8995,-5674.9239,5884.7306,4546.1763,-1667.1576,4114.6395,3663.1908,-4420.3135,5688.2513,-4169.1883,3317.0125,2121.7828,-3985.2662,-4830.5492,1130.7009,6757.2206,3218.1900,1388.7627,-3485.2276,-4035.7556,-3330.8591,1416.8173,1391.3627,4088.1783,5502.8593,-3363.9086,5017.1784,-5036.2099,-1336.7808,1940.0553,6509.4099,3776.2928,4260.1928,3009.1663,1180.4476,4460.1712,4637.7880,5494.0946,-5774.1995,-1402.6550,-3054.1323,2873.6298,2797.3055,167717.9678,158327.0745,164329.2404,161955.6152,169337.4514,165636.4568,161728.4787,164387.3410,-199199646.4750,-199218437.3694,-199211180.3095,-199218269.0750,162616.3730,-199216020.8719,672.0136,-5970.5215,-4228.2811,-2864.5088,-3470.6060,3023.2699,1738.3632,-4219.2318,-6069.3363,-3052.1510,-3674.6849,3284.2614,5236.9878,-4267.4704,5480.7024,-785.5990,-1433.7544,-2538.1711,4785.0872,-5404.6083,6296.1895,-5822.1073,636.8006,-4303.6855,-2.2345,-6852.2051,2381.5305,6025.8413,-556.8131,-5575.9772,-104.2441,-1171.8680,5042.7752,-2480.9375,-5085.7751,-5068.8643,6117.7740,644.7721,4262.1128,-5260.9779,-862.1296,4559.0739,-6593.9197,2613.4838,-1503.2823,5893.0838,5228.9159,3383.3364,-735.1368,-2074.0513,-458.2520,3302.6170,5005.0787,-66.3711,-6143.9359,-2932.0366,6906.8250,1097.4010,2506.1583,3235.7899,655.2687,-3856.8725,315.9515,-4944.6714,3136.6887,3721.0283,696.3841,-2968.7367,3558.9389,-2141.3523,-4190.7194,-5902.2275,-569.0610,2611.5285,4229.3936,3524.0558,1009.7732,6020.8650,-4001.0549,-5911.8807,-3412.1669,-3183.3406,5152.4050,66.8020,2133.6561,5232.7760,-6566.6297,-461.4152,-1861.8058,-4776.3543,-5055.9722,5003.7027,2155.8797,2164.6117,-2003.1116,3483.7948,-6198.3347,-4396.0498,-5808.3784,3066.6784,-309829.7476,-291197.5249,-314874.3174,-312371.5634,-307314.5200,-309213.6594,-306904.6818,-309079.3477,-123150393.5251,-123125294.1962,-123119305.3697,-123149857.5784,-309233.1989,-123143947.8560,6511.1669,-3419.5163,-5093.1713,5244.8151,4767.0418,4430.1794,4500.3234,-4784.4867,1429.2648,-4520.9758,5479.0565,935.5230,-4183.6706,5072.9288,2084.0397,4770.5377,4429.6594,1379.8634,2615.1045,-4247.2492,-1778.9220,30.1520,-4566.8929,5170.6873,-284.7967,11.6174,4257.8950,1654.9685,5441.5926,-3401.6359,-5245.3951,-977.6259,4237.4297,-4371.5839,4443.5069,4125.2692,-2724.5229,4663.3228,-5389.0642,-367.6521,1845.4140,-4311.9199,818.5352,-3851.3979,3789.0631,-3624.7553,1529.0565,-472.5324,-4544.8987,-4858.1461,4975.4199,5398.4773,4519.0632,5902.4184,-2577.8193,2667.6833,-174.3362,-2299.5375,-2607.2578,1788.1852,5184.0638,5472.4364,-5452.2571,-3169.2381,-4167.3868,-1415.2203,-5435.2692,5276.4693,5505.8010,5064.4715,-2608.8676,-3317.1269,-1205.6277,5405.0646,5188.7635,-4796.5823,5558.0442,786.7021,5428.1784,3326.3002,-4452.0664,2693.1206,-3209.1921,4675.3605,3910.1471,4331.3697,239.2263,1558.6332,-5587.1913,2573.9594,-3630.7756,-4722.5512,4817.0726,4651.7386,3737.5063,-1699.6466,2712.5954,-4359.3379,2108.8457,-5537.4263,125608.3690,125273.1154,127953.4432,125731.4410,133048.2169,127417.6767,116787.6845,125865.2391,89653664.8344,89632244.3995,89668149.8445,89660380.2306,126229.2200,89664043.3241,
