sl_100_5400_20261113 Coordinates.csv
2026/11/13 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:41 2024,
Start: 2026/11/13 07:47:00.00, Stop: 2026/11/13 09:17:00.00,
TIME_UNITS,STARLINK-30522 - X-Coordinate,STARLINK-30546 - X-Coordinate,STARLINK-4450 - X-Coordinate,STARLINK-3999 - X-Coordinate,STARLINK-5289 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-5750 - X-Coordinate,STARLINK-30105 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-30834 - X-Coordinate,STARLINK-3926 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-2370 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-1630 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-30145 - X-Coordinate,STARLINK-4455 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-5965 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-31453 - X-Coordinate,STARLINK-31935 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-31324 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-2084 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-6194 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-32105 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-6238 - X-Coordinate,STARLINK-31227 - X-Coordinate,STARLINK-1038 - X-Coordinate,STARLINK-3279 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-2308 - X-Coordinate,STARLINK-30264 - X-Coordinate,STARLINK-1475 - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-6065 - X-Coordinate,STARLINK-5269 - X-Coordinate,STARLINK-31959 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-2332 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-30810 - X-Coordinate,STARLINK-1635 - X-Coordinate,STARLINK-4363 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-30497 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-6215 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-5268 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-32097 - X-Coordinate,STARLINK-30518 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-4399 - X-Coordinate,STARLINK-5885 - X-Coordinate,STARLINK-3663 - X-Coordinate,STARLINK-31722 - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-30795 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-4481 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-4049 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-30546 - Y-Coordinate,STARLINK-4450 - Y-Coordinate,STARLINK-3999 - Y-Coordinate,STARLINK-5289 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-5750 - Y-Coordinate,STARLINK-30105 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-30834 - Y-Coordinate,STARLINK-3926 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-2370 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-1630 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-30145 - Y-Coordinate,STARLINK-4455 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-5965 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-31453 - Y-Coordinate,STARLINK-31935 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-31324 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-2084 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-6194 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-32105 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-6238 - Y-Coordinate,STARLINK-31227 - Y-Coordinate,STARLINK-1038 - Y-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-2308 - Y-Coordinate,STARLINK-30264 - Y-Coordinate,STARLINK-1475 - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-6065 - Y-Coordinate,STARLINK-5269 - Y-Coordinate,STARLINK-31959 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-2332 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-30810 - Y-Coordinate,STARLINK-1635 - Y-Coordinate,STARLINK-4363 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-30497 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-5268 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-32097 - Y-Coordinate,STARLINK-30518 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-4399 - Y-Coordinate,STARLINK-5885 - Y-Coordinate,STARLINK-3663 - Y-Coordinate,STARLINK-31722 - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-4481 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-4049 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-30546 - Z-Coordinate,STARLINK-4450 - Z-Coordinate,STARLINK-3999 - Z-Coordinate,STARLINK-5289 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-5750 - Z-Coordinate,STARLINK-30105 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-30834 - Z-Coordinate,STARLINK-3926 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-2370 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-1630 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-30145 - Z-Coordinate,STARLINK-4455 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-5965 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-31453 - Z-Coordinate,STARLINK-31935 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-31324 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-2084 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-6194 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-32105 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-6238 - Z-Coordinate,STARLINK-31227 - Z-Coordinate,STARLINK-1038 - Z-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-2308 - Z-Coordinate,STARLINK-30264 - Z-Coordinate,STARLINK-1475 - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-6065 - Z-Coordinate,STARLINK-5269 - Z-Coordinate,STARLINK-31959 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-2332 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-30810 - Z-Coordinate,STARLINK-1635 - Z-Coordinate,STARLINK-4363 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-30497 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-5268 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-32097 - Z-Coordinate,STARLINK-30518 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-4399 - Z-Coordinate,STARLINK-5885 - Z-Coordinate,STARLINK-3663 - Z-Coordinate,STARLINK-31722 - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-4481 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-4049 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3402.9461,6626.2096,-660.3205,498.8725,-5130.0404,4220.6542,-2011.6420,0.0000,-3058.2923,2771.4934,-2261.1149,-4538.4875,6408.0007,4905.5677,4636.1136,-2369.3668,1508.6774,-807.8942,361.2019,4792.2837,-3629.8195,-147.7131,-5380.9352,3288.8342,4784.8292,-2771.7748,5761.9349,4277.4797,-4255.1580,5583.1450,1608.1585,5016.8528,1848.6765,-6379.0873,4412.4212,-5737.0869,-781.0960,5146.1510,-5044.7765,6610.6266,5841.5887,3303.2454,4202.6800,-6879.4261,677.5999,-2777.1812,-3457.4535,-4016.4999,-4517.4303,6606.7415,5844.0563,2981.7305,-5613.2107,5915.1769,0.0000,4971.0610,6121.7630,2274.9065,6388.1930,-4051.3974,4613.9017,-3787.4328,-1215.9876,-3766.2614,-6085.6731,-1463.6555,-529.7655,-6897.2651,-6729.5435,3230.8062,4737.8624,-5217.1536,-6023.8420,0.0000,-4610.5253,4012.9637,5570.6005,-3656.0646,2331.9610,1619.5461,4873.6316,-561.9686,5119.6498,3942.0084,6037.4413,-3984.2827,-366.6218,396.9019,2423.1751,-6888.2103,1251.3139,1304.0913,-2686.4280,25.5166,1809.2682,3891.4671,-3048.1741,-2906.8269,-5873.0413,-4898.1417,105611.4731,92274.5405,112079.2530,111003.9190,109865.5974,109982.5811,101991.7370,104564.6894,-178513287.3768,-178532362.6886,-178509724.6467,-178517552.0058,105969.7395,-178515130.6483,-4101.3093,-2060.0911,-4675.1005,6838.3364,-2279.7635,1647.5542,-5818.6183,0.0000,2775.6091,4953.7190,-6119.9192,4415.4546,-1757.9031,4595.5933,-4977.7445,5301.8893,3876.6238,-6798.2493,6037.6384,-4990.1384,-4797.4688,-6817.3596,-94.3142,4395.0409,-1393.3254,-4648.7546,-1106.2472,1711.6915,5261.6561,622.9986,-6337.9026,1999.9436,2601.6611,-1144.7651,-4223.4519,3685.3369,6097.3063,-2349.4543,-573.1173,-568.5992,-3005.6652,-5246.2658,-5500.7882,748.9208,-4674.4230,-4519.5483,-2625.2249,5453.0270,-3469.0649,-1312.9076,-3246.1611,2929.6274,-4194.1873,3289.7462,0.0000,2514.5989,-2689.9252,-4403.7572,-2199.7630,3048.4621,-2223.5216,-3738.2097,-1758.8293,-3496.6342,2988.4036,-247.6219,5571.9374,-90.1687,108.8850,4221.1916,-3285.9080,3155.1436,-1249.5133,0.0000,-4969.7393,5583.8673,2588.6129,3304.1231,-6340.3989,3912.9149,2070.0842,5709.3321,3706.3461,-1021.8415,1883.4162,-5146.9787,-5279.5093,3911.8136,-4376.2762,-562.0435,2135.5081,4194.7351,5977.8367,-1054.6000,-6360.6762,-5030.0619,6213.7767,-2987.4137,1110.5422,-3197.1984,333309.6693,358825.5193,344423.5200,342045.5218,350596.6768,347962.3996,345509.7778,344092.4345,-70997805.9103,-70985756.0092,-71010841.3981,-71020943.6785,344947.6479,-71016316.8725,-4447.1537,619.1973,-5077.2101,836.4846,4063.3853,5244.8324,3032.5861,0.0000,-5402.1472,3823.3002,2268.4355,2799.3364,1746.5928,1501.2007,593.7667,3734.3484,5520.1378,921.2440,3386.1861,364.1965,-3457.3424,-1042.8729,4312.8466,-3914.0545,4641.8186,-4139.6304,3314.5781,5151.2796,1560.7953,3888.9018,2351.4979,-4300.2099,-6184.4514,-2484.3123,-3081.4291,118.5263,3144.4065,-3985.4268,-4728.0276,-1972.4533,-2174.2088,-3058.0978,139.3424,-472.1867,-5000.7310,-4334.3022,5199.0037,905.6894,3957.5858,1537.1497,1828.2528,5535.2125,35.0976,-1394.4567,0.0000,-3917.7507,1633.4176,-4826.0262,-1153.5784,-4722.2199,-4665.9908,4335.0122,6587.0931,-4659.7472,594.1819,-6784.3361,-4096.3337,654.5018,1662.1228,4443.8796,3756.4920,-3322.5277,-3198.5005,0.0000,1338.1587,-575.6891,2957.2433,-4748.7042,1437.2673,5412.9659,-4358.7218,-3899.0410,2860.5888,5387.9949,2539.8540,2379.5554,-4393.7388,5718.5866,4730.8129,-322.5316,-6497.9035,5336.6324,2244.1452,-6869.1386,-1642.8174,-2711.7046,-284.4650,-5541.6553,3458.7635,3657.1033,-181855.7835,-184518.6471,-185385.6717,-180611.5706,-179950.7745,-190326.1910,-192559.0674,-185654.1387,51818696.9006,51799720.7996,51844668.5848,51822011.3338,-185027.6040,51827142.4437,
300.000,1415.3725,5998.5054,-283.8231,1689.4860,-4132.6282,5741.6731,-3703.6018,0.0000,-1273.2699,4357.7315,-3167.1624,-2768.1327,6187.6582,5231.1034,3616.6474,-1274.7804,3380.5668,-2247.8411,-83.0538,3424.3575,-5212.6752,-1359.8530,-5657.6170,4877.7504,3925.8011,-4059.7953,4390.5267,4124.6488,-2641.5607,6345.8438,683.4776,6195.8171,3812.8111,-6847.0732,2582.8511,-4655.2503,517.4166,3466.9647,-5024.1112,5746.0840,4480.8974,1581.6919,2792.4222,-6529.6211,-1327.7933,-4125.8511,-4992.8645,-2680.5635,-2995.0315,6426.7308,5358.3740,4441.6322,-5692.4865,6524.8394,0.0000,6097.4794,5700.3316,190.9136,5378.0729,-2564.6071,3694.3489,-5374.3139,746.7631,-4857.7121,-5086.1345,552.9180,1458.2362,-6727.4744,-6025.8106,4946.5837,2946.3139,-4588.9298,-5521.0166,0.0000,-5508.6019,4876.0569,5208.3098,-1645.3211,1196.8739,3339.0468,6096.2249,-859.1500,3843.9786,3021.3199,5732.2144,-5350.9457,-1937.2743,1755.3753,1224.1699,-6562.3415,2734.1618,3336.0721,-906.9515,2049.0029,112.5597,3072.1480,-1588.0983,-4216.4966,-6119.9765,-6154.2519,98683.0553,84708.6260,104784.5762,103654.1151,102577.2205,102691.6416,94775.9032,97559.8481,-176915679.6624,-176935252.0316,-176912267.7059,-176919318.2463,98680.8939,-176917490.3481,-4877.2740,-3425.1277,-6081.8763,6626.9680,-903.0727,1120.9117,-5527.2809,0.0000,4051.6127,4741.2986,-4833.1259,5021.2350,-2990.1437,3188.8327,-5662.5212,6417.5587,2774.8958,-6084.8592,6815.1550,-5724.0834,-3996.7218,-6717.0014,1878.5730,3960.9221,-3381.9218,-2958.3603,-2324.5232,-428.9862,5719.8948,-805.8278,-5502.6583,760.6809,2660.5605,400.1311,-4862.3021,4778.4572,6721.0375,-3281.4591,1569.7734,-2077.2619,-3757.5612,-5103.5065,-6113.0887,1917.2876,-3952.7659,-2853.6468,-1260.9221,5705.4773,-2870.8747,-2527.1201,-4399.1139,1365.3679,-3485.0865,2233.4674,0.0000,971.9639,-3858.1729,-4272.0639,-3158.6303,4593.3485,-4110.5184,-3047.7398,-620.8205,-1640.6595,3859.1972,-1309.8732,4945.9331,1407.7696,1649.1300,3153.3118,-3878.2177,4784.8267,617.6906,0.0000,-4147.4822,4720.9205,890.8840,3895.8966,-6793.9673,2564.5483,836.2721,4121.4684,3322.6973,-3020.2751,54.1607,-4307.0525,-4017.9470,5068.0600,-5771.6356,672.5051,505.7639,3949.4017,5926.9509,-1961.4304,-6124.0836,-6110.5847,6622.8698,-1263.0463,2595.1734,-2295.1234,335338.5367,360762.7457,346479.7800,344213.5666,352796.6836,350187.2575,347666.0023,346257.6808,-74879473.0501,-74867874.2928,-74891850.8176,-74903129.5123,347118.2328,-74897900.1968,-4731.6879,-922.0419,-3314.4369,-981.4841,5485.1468,3721.0629,1697.0030,0.0000,-5310.4007,2323.9259,3780.6576,3876.8635,-49.5037,3142.7180,-1227.2402,2210.5477,5352.5888,2368.9462,1279.5919,1865.4858,-2232.4488,772.1271,3470.7113,-2440.7956,4420.7601,-4604.0128,4549.2135,5527.7901,2915.9462,2407.5826,4182.4928,-2947.0101,-5178.5870,-1054.4971,-4061.2713,-1423.6507,1504.4322,-5010.2301,-4519.4052,-3252.6395,-3701.0225,-4387.2671,1656.9922,1332.8130,-5470.9414,-4664.9404,4401.6845,2630.6374,5555.6483,-268.1987,44.2419,5150.4137,2124.8537,415.9535,0.0000,-2872.0722,-166.8957,-5438.1399,-2845.0909,-4508.6978,-4177.8886,2994.5152,6857.0772,-4672.8862,2350.7911,-6797.7958,-4639.3131,-891.0635,3000.4374,3689.3698,4858.9235,-2060.2334,-4150.2533,0.0000,-473.7060,1236.0880,4304.7910,-5380.4394,-372.0061,5432.1138,-3026.2847,-5514.4525,4720.5417,5231.3433,3683.1345,935.0253,-5236.4680,4407.0640,3552.0538,-2090.2597,-6373.7400,4589.6167,3465.4606,-6344.3475,-2987.7649,-1002.8175,1253.5926,-5358.3132,1878.2743,2115.0185,-181801.8251,-184509.6833,-185260.3113,-180735.1130,-179814.0359,-190089.1247,-192670.2757,-186056.1936,51815825.9911,51796921.6532,51841991.2920,51819701.8572,-185002.4013,51824459.7767,
600.000,-697.1331,4795.2203,169.8409,2722.3280,-2759.7566,6677.6334,-5012.6785,0.0000,607.0061,5482.4620,-3799.8872,-719.0692,5338.9320,5058.4961,2212.3379,-77.9358,4944.1104,-3490.3029,-536.2334,1711.5077,-6285.5013,-2444.2265,-5406.2799,5930.5611,2707.4774,-4974.6017,2560.6925,3623.6401,-756.9146,6464.8885,-361.6669,6763.0912,5379.1830,-6655.3296,486.1342,-3091.1595,1747.5942,1453.1062,-4561.9364,4330.3409,2667.5157,-325.5960,1097.8135,-5533.1894,-3228.3109,-5099.7128,-6022.5149,-1045.4332,-1189.9010,5604.2194,4343.6138,5501.9500,-5223.1085,6484.4319,0.0000,6609.4889,4702.5285,-1927.1715,3812.5488,-863.7175,2456.0033,-6409.6541,2577.2915,-5519.0776,-3544.6427,2552.8693,3328.8191,-5904.1543,-4745.7225,6189.1048,853.6898,-3535.8674,-4513.6534,0.0000,-5860.4348,5261.1361,4341.6238,528.1110,-61.8801,4759.1134,6704.6631,-986.2963,2186.9711,1835.6152,4866.8038,-6194.0469,-3361.1190,2888.2436,-58.8612,-5587.9514,4001.5048,5029.3615,983.4530,3890.5356,-1620.4800,1957.0606,37.5293,-5156.9673,-5768.0164,-6790.8366,91716.1174,77102.7647,97441.7522,96256.4208,95242.3299,95351.0554,87517.0141,90598.1100,-175233681.7616,-175253739.0210,-175230449.5467,-175236656.1516,91347.6127,-175235463.5958,-5227.5326,-4471.4837,-6824.2489,5752.0573,621.4076,529.0428,-4693.3492,0.0000,4953.0110,4064.9101,-3060.7340,5174.9020,-3919.2813,1439.6472,-5770.6824,6893.2582,1451.7017,-4775.7797,6848.8015,-5915.0329,-2830.0745,-5941.1345,3648.3797,3126.7997,-5037.7536,-985.7896,-3344.2213,-2538.0879,5649.3996,-2125.9855,-4129.7172,-522.2044,2517.9204,1896.5070,-5050.1713,5396.0848,6677.2457,-3944.5248,3557.0169,-3414.0724,-4177.8448,-4494.1205,-6140.1905,2911.3471,-2887.9629,-924.9212,190.5320,5389.1065,-1895.8891,-3491.8977,-5116.9570,-288.2052,-2407.6294,949.6104,0.0000,-643.7259,-4638.5334,-3776.8247,-3826.7958,5719.7775,-5607.5833,-2081.3187,666.0071,350.6377,4351.7337,-2146.4858,3880.5167,2777.5839,3057.3953,1814.9200,-4134.7874,5944.6223,2452.4667,0.0000,-2907.2975,3375.7071,-933.2154,4150.2112,-6569.5791,1006.0553,-449.2357,2088.5669,2522.8879,-4719.0007,-1806.7808,-3057.2322,-2386.0367,5743.1930,-6596.0749,1863.6406,-1116.8102,3363.1093,5324.8675,-2577.6486,-5277.6749,-6577.7280,6392.7047,545.8115,3803.1572,-1187.0207,337226.5640,362539.7069,348382.6514,346226.9989,354841.5109,352255.7374,349671.3751,348351.7051,-78725234.1194,-78714095.4229,-78736962.2485,-78749332.3681,349134.8553,-78743576.5926,-4512.6760,-2366.0533,-1197.1265,-2693.2770,6320.2590,1799.5313,173.4149,0.0000,-4618.4866,566.2988,4883.8838,4537.9058,-1840.1837,4441.1255,-2910.8898,447.3883,4608.8410,3560.1139,-963.9488,3166.4504,-769.0778,2503.1079,2251.8251,-683.5550,3701.9147,-4550.7170,5254.5667,5308.9308,3960.3731,657.4093,5568.9552,-1274.4634,-3626.2946,487.9202,-4589.5809,-2805.8507,-298.4751,-5497.2834,-3828.9789,-4183.1780,-4830.0664,-5243.7999,2996.3650,2995.1731,-5343.8113,-4479.3180,3100.7992,4061.3423,6561.3802,-2044.5724,-1744.5385,4216.8239,3993.6737,2181.3288,0.0000,-1502.2760,-1948.9887,-5466.3839,-4221.8643,-3812.6321,-3242.4084,1324.2558,6394.9749,-4187.8608,3841.3246,-6091.3641,-4687.4878,-2341.1251,4017.4162,2539.8822,5430.5829,-578.2979,-4658.7833,0.0000,-2234.3915,2913.5066,5168.4711,-5415.5864,-2141.0395,4856.5755,-1359.3757,-6542.9042,6076.9692,4471.7319,4411.7824,-609.6928,-5507.2393,2626.5447,1985.8584,-3633.0019,-5576.6448,3348.2254,4314.9678,-5148.4935,-3996.3304,814.3899,2656.9266,-4603.5915,94.4926,343.3260,-181748.5429,-184500.6483,-185134.3594,-180863.6679,-179680.7685,-189845.8637,-192776.1053,-186373.9556,51812959.0712,51794123.8016,51839304.6384,51817439.4595,-184977.0983,51821777.1954,
