sl_20_5400_20260801 Coordinates.csv
2026/08/01 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:26 2024,
Start: 2026/08/01 07:47:00.00, Stop: 2026/08/01 09:17:00.00,
TIME_UNITS,STARLINK-30899 - X-Coordinate,STARLINK-31380 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-3742 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-31140 - X-Coordinate,STARLINK-6337 - X-Coordinate,STARLINK-1660 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,STARLINK-1400 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-31182 - X-Coordinate,STARLINK-5469 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-2082 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30899 - Y-Coordinate,STARLINK-31380 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-3742 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-31140 - Y-Coordinate,STARLINK-6337 - Y-Coordinate,STARLINK-1660 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,STARLINK-1400 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-31182 - Y-Coordinate,STARLINK-5469 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-2082 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30899 - Z-Coordinate,STARLINK-31380 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-3742 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-31140 - Z-Coordinate,STARLINK-6337 - Z-Coordinate,STARLINK-1660 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,STARLINK-1400 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-31182 - Z-Coordinate,STARLINK-5469 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-2082 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,3257.9445,200.2178,5406.6102,5576.6572,4214.5845,4985.5928,-446.1525,27.9748,5061.2197,-5750.6020,5152.9138,1548.6278,-4967.5784,3301.8712,-1913.0304,4161.3905,2628.7688,867.2210,3788.3963,96.9399,32747.6286,54878.9428,39798.9743,38155.0196,46907.5960,44316.4216,43104.0102,41710.8191,-273197344.0595,-273205912.8843,-273199206.5377,-273189831.8046,41913.4250,-273192869.4491,5052.0382,5683.7735,-2799.1566,-534.9295,-440.5693,-3447.2549,-6293.0520,5016.0566,1026.5823,-3611.9145,-3827.7699,-4404.1530,-1317.3318,-6114.7923,5292.5918,-555.7740,-5100.9564,6761.6394,3404.4838,-5011.6023,-383945.2416,-372159.5617,-391992.6039,-389912.7093,-391122.5773,-390717.0774,-383046.6712,-384644.6786,22692135.8311,22668418.2455,22681314.5952,22670012.6424,-386231.9021,22676257.3717,-3454.2167,-3800.3532,-3329.5235,-4040.2588,5440.5613,3122.2463,2800.2224,4761.3813,4617.9403,-1270.3820,2038.1971,-5096.9233,-4659.8950,-40.3533,-4008.6323,5488.2172,-3754.0421,-1355.0884,-4417.7338,-4764.7976,-42639.1943,-44544.5281,-45032.2602,-42067.2944,-39434.6603,-48800.4823,-53770.0966,-44462.2685,118440234.8944,118433916.9473,118411783.2997,118437518.2649,-45301.5021,118428183.6306,
3000.000,4271.8590,1680.3574,4887.2646,4288.0205,4208.8658,3265.5840,-1728.9687,1786.1861,5531.4467,-5846.3261,3670.2943,-571.0604,-5514.2182,2594.2718,-702.0949,3408.3465,1149.7077,1497.4684,5382.9993,-1692.6063,40681.1666,62818.9140,47866.8302,46339.1011,55102.2575,52521.7760,51270.3817,49684.9902,-273624919.0706,-273633255.0181,-273627332.0005,-273616806.6433,50086.5828,-273620498.8736,3354.0031,4485.7115,-4469.1347,-1979.3423,-2537.7046,-4372.9257,-5203.1941,3909.6213,-1000.7000,-2214.5774,-4349.7086,-4132.6805,702.4817,-6106.8345,6379.6789,-2599.2267,-6225.3555,6741.6998,2592.5976,-3956.5985,-383267.6237,-370922.7354,-390976.8542,-388848.9145,-390140.7296,-389705.4848,-382156.2862,-383554.0124,16722810.2666,16698929.4204,16711663.7806,16700817.1394,-385261.4718,16706874.9185,-4310.6050,-4883.5391,-2069.3150,-5040.4596,4839.2232,4084.1981,4189.8319,5417.0198,4050.6629,-2943.0401,3595.9963,-5510.5964,-4150.3190,2059.7019,-2556.6783,5420.0920,-2633.6735,769.1822,-3122.4377,-5413.7933,-42456.2781,-44420.3787,-44793.2084,-42121.6021,-39208.0423,-48399.4230,-53728.0381,-44769.6926,118440124.4751,118434419.0865,118411988.5652,118437535.8399,-45162.2343,118428128.3461,
3300.000,4914.0112,3037.0195,3912.9672,2599.7672,3835.9560,1212.7356,-2884.5264,3409.6560,5499.6824,-5381.1739,1775.6932,-2649.2416,-5563.2003,1598.9267,550.4475,2374.8552,-419.9016,1985.4316,6396.7231,-3355.2743,48605.1009,70730.3185,55913.4853,54502.4802,63273.6317,60699.0665,59417.8561,57664.7272,-273922079.9003,-273930170.7352,-273925027.2650,-273913380.6076,58237.4363,-273917711.4506,1336.4394,2854.7240,-5697.7180,-3276.7761,-4369.8726,-4893.1003,-3606.7671,2459.7997,-2911.9687,-571.4515,-4441.4043,-3511.2689,2634.8119,-5490.9324,6835.4745,-4403.6818,-6732.6088,6033.9995,1538.4143,-2554.8380,-382427.1572,-369517.2963,-389784.5538,-387606.0550,-388984.5355,-388512.7228,-381093.4181,-382426.5404,10745624.8203,10721594.0313,10734128.1406,10723798.6750,-384118.0553,10729629.8401,-4706.6115,-5424.1603,-588.1087,-5496.6752,3713.2266,4587.1991,5125.4573,5490.3274,3049.6647,-4297.7093,4734.1949,-5331.0591,-3198.0230,3940.6252,-828.2720,4768.0471,-1222.0391,2811.6085,-1464.1512,-5480.9429,-42274.5340,-44296.2492,-44554.8327,-42182.0529,-38984.7855,-47991.7702,-53681.0798,-45106.6208,118440008.3932,118434915.3813,118412203.9623,118437531.0253,-45022.9400,118428072.8233,
3600.000,5126.3208,4135.9387,2564.8062,683.8676,3120.2037,-962.5899,-3807.2594,4736.9481,4960.0563,-4413.3975,-329.9639,-4477.6092,-5100.8291,396.1486,1738.7375,1156.9216,-1935.8213,2308.2031,6719.7512,-4725.6859,56515.9806,78609.5942,63935.2706,62641.8643,71418.0519,68843.7834,67542.8022,65665.8325,-274088687.1937,-274096521.4736,-274092151.7239,-274079416.7627,66362.3234,-274084367.7089,-804.0877,962.7179,-6372.0543,-4302.0946,-5755.0820,-4959.8308,-1667.9416,811.9817,-4525.9864,1164.3020,-4106.1031,-2599.8369,4296.7093,-4343.3319,6609.5602,-5786.0540,-6566.8815,4706.6467,335.5332,-946.7854,-381423.7650,-367943.9109,-388416.2336,-386184.0949,-387654.6014,-387138.8639,-379858.3867,-381261.9537,4763428.3080,4739261.3996,4751557.2049,4741804.5156,-382802.1620,4747371.0700,-4600.2741,-5362.6257,955.9599,-5360.0225,2184.4338,4574.8616,5506.0835,4973.4937,1722.0124,-5188.7406,5320.2372,-4577.4167,-1904.2115,5402.5713,989.7957,3602.1210,324.8991,4554.9771,364.6232,-4959.0348,-42093.9208,-44172.1384,-44317.3218,-42248.7470,-38764.8723,-47577.5406,-53629.2628,-45437.0100,118439886.6761,118435405.3811,118412429.5309,118437504.4925,-44883.6193,118428017.0623,
3900.000,4887.0882,4862.9964,960.2092,-1268.6424,2116.0734,-3037.6595,-4408.7832,5631.3742,3953.6191,-3047.7031,-2420.4819,-5870.9067,-4160.2195,-907.4816,2764.2909,-136.7590,-3260.3395,2456.1096,6317.9264,-5662.7215,64410.3494,86453.1947,71928.5283,70754.0388,79531.8638,76951.3450,75641.5911,73700.5548,-274124663.8172,-274132230.9267,-274128627.0111,-274114840.2207,74457.5938,-274120390.4043,-2859.9579,-995.4710,-6433.8514,-4951.0887,-6557.7211,-4566.1538,416.8294,-873.9109,-5692.3662,2826.5579,-3387.0923,-1480.5400,5532.9929,-2792.4313,5720.7796,-6603.7302,-5740.4290,2892.8381,-907.9174,711.8798,-380257.4549,-366203.3208,-386872.5075,-384583.0155,-386151.6073,-385584.0146,-378451.5919,-380048.6726,-1220928.1173,-1245216.8685,-1233197.0949,-1242315.8264,-381314.3790,-1237050.1162,-4002.9147,-4705.6405,2397.7174,-4645.0563,418.5992,4048.5684,5290.7276,3921.8995,209.8903,-5520.6886,5285.9694,-3330.2355,-406.8034,6290.6993,2700.5921,2047.7570,1835.8090,5814.2840,2150.8457,-3903.6877,-41914.3995,-44048.0451,-44080.8627,-42321.7692,-38548.2864,-47156.7900,-53572.6263,-45724.2057,118439759.3537,118435888.6557,118412665.3018,118437456.9025,-44744.2722,118427961.0629,
4200.000,4213.2271,5135.9279,-757.1199,-3066.4308,904.6697,-4800.2274,-4626.2281,5995.2784,2565.6980,-1423.6078,-4268.8096,-6685.8368,-2819.6949,-2188.5718,3543.8730,-1394.2624,-4274.7305,2431.0908,5236.7872,-6064.1362,72284.7472,94257.5903,79889.6134,78835.8832,87611.4265,85017.0884,83710.5979,81775.6072,-274029994.8943,-274037285.0742,-274034437.0404,-274019638.1831,82519.6102,-274025764.5545,-4632.3960,-2821.8113,-5884.4547,-5151.0023,-6702.3109,-3746.8239,2438.8637,-2438.8869,-6305.8430,4251.9236,-2361.9773,-250.7942,6230.9824,-1003.8138,4255.8501,-6769.7893,-4333.0607,776.7302,-2078.6036,2265.0388,-378928.3189,-364296.3423,-385154.0722,-382802.8083,-384476.3072,-383848.3070,-376873.5142,-378764.4253,-7204592.3242,-7228988.2412,-7217281.7836,-7225711.9400,-379655.3704,-7220781.4601,-2977.9796,-3525.5479,3582.8283,-3428.3409,-1392.6685,3067.3212,4502.6689,2448.3827,-1324.7257,-5258.0558,4635.3285,-1723.3991,1134.1289,6511.2997,4118.7523,272.4956,3143.1779,6456.3824,3686.1317,-2427.7928,-41735.9335,-43923.9684,-43845.6404,-42401.1811,-38335.0127,-46729.6265,-53511.2069,-45934.0075,118439626.4581,118436364.7960,118412911.2956,118437388.9045,-44604.8989,118427904.8253,
4500.000,3159.5439,4913.8397,-2430.0880,-4536.4564,-412.3909,-6070.4055,-4428.8863,5781.0981,918.8166,298.7701,-5671.7496,-6836.3699,-1196.7073,-3318.5658,4015.8198,-2509.9171,-4889.7552,2244.4979,3596.2057,-5878.1538,80135.7123,102019.2702,87814.8958,86884.3899,95653.1152,93036.2581,91746.2034,89890.6277,-273804727.8109,-273811732.1836,-273809628.0147,-273793859.9524,90544.7502,-273800537.4457,-5950.6073,-4334.8528,-4783.8132,-4868.9139,-6180.7879,-2575.5289,4198.1556,-3739.9054,-6315.8275,5295.5092,-1134.3135,984.7372,6331.0160,837.7847,2360.5402,-6262.7354,-2484.2954,-1425.8398,-3068.0413,3570.6751,-377436.5328,-362223.8658,-383261.7064,-380843.4671,-382629.5281,-381931.8883,-375124.7141,-377377.9935,-13184712.5625,-13209200.6215,-13197844.2024,-13205533.8659,-377825.8776,-13200971.0797,-1634.5788,-1952.8530,4384.4800,-1840.7074,-3053.0269,1741.2685,3227.0110,711.3550,-2717.6564,-4428.8571,3443.9216,69.8435,2553.5698,6041.2321,5090.8424,-1532.1735,4102.1233,6413.6551,4791.4852,-689.9234,-41558.4884,-43799.9070,-43611.8374,-42487.0103,-38125.0372,-46296.2279,-53445.0392,-46037.8232,118439488.0242,118436833.4163,118413167.5222,118437301.1348,-44465.4993,118427848.3494,
4800.000,1814.8775,4203.3749,-3902.6087,-5540.7988,-1721.2703,-6719.3865,-3822.5059,4997.7401,-838.1865,1954.2143,-6472.6163,-6303.5137,562.3339,-4176.6002,4144.3252,-3392.9404,-5053.1803,1914.8751,1576.4777,-5110.5091,87959.7831,109734.7438,95700.7620,94896.6867,103653.3217,101003.9935,99744.7964,98037.3716,-273448972.1924,-273455682.7820,-273454308.4059,-273437616.9140,98529.4079,-273444818.6088,-6688.4596,-5387.8772,-3243.6428,-4116.9230,-5052.3831,-1158.6355,5523.3179,-4663.0673,-5730.2162,5845.5828,176.6363,2122.6973,5831.5299,2547.5956,224.6209,-5129.3059,-379.1529,-3489.5368,-3782.3252,4513.9275,-375782.3552,-359986.8554,-381196.2709,-378704.9804,-380612.1707,-379834.9101,-373205.8319,-375852.0700,-19158438.8217,-19183003.7059,-19172033.3671,-19178933.4463,-375826.7186,-19174768.8287,-116.1660,-162.3113,4716.9565,-53.6186,-4383.0021,219.4469,1601.7314,-1102.2416,-3820.2747,-3121.8378,1850.5143,1855.4963,3699.4533,4930.1752,5511.9256,-3171.8024,4606.5188,5690.7344,5338.2712,1122.4741,-41382.0317,-43675.8599,-43379.6337,-42579.2368,-37918.3472,-45856.8644,-53374.1556,-46015.5046,118439344.0889,118437294.1547,118413433.9797,118437194.2164,-44326.0737,118427791.6352,
5100.000,295.1137,3060.3592,-5034.1236,-5989.9896,-2905.5287,-6682.8978,-2850.5204,3711.1578,-2543.6827,3388.0367,-6579.3656,-5138.0070,2295.3299,-4662.5279,3921.5744,-3974.3826,-4753.7762,1466.1252,-602.0445,-3825.6564,95753.5006,117400.5420,103543.6173,102870.0647,111608.4568,108915.3151,107702.7754,106199.8382,-272962899.8494,-272969309.5981,-272968648.9049,-272951082.4879,106469.9955,-272958779.7665,-6776.9686,-5883.5382,-1415.7788,-2953.1244,-3436.3277,374.2021,6288.6486,-5133.5789,-4613.2530,5835.8315,1447.2472,3069.4141,4788.1892,3959.3484,-1937.5008,-3479.8723,1770.6848,-5202.5532,-4150.6662,5017.2913,-373966.1268,-357586.3485,-378958.7078,-376387.3238,-378425.2087,-377557.5145,-371117.5876,-374146.9491,-25122924.1894,-25147550.3424,-25137001.3271,-25143065.6759,-373658.7874,-25139327.6550,1414.6769,1646.3312,4544.6943,1739.2621,-5239.3908,-1327.0568,-197.1163,-2797.3469,-4515.3325,-1477.4594,41.0500,3440.1064,4449.1043,3295.6295,5336.6371,-4470.2376,4600.6247,4363.9891,5262.9595,2813.4691,-41206.5327,-43551.8260,-43149.2059,-42677.7727,-37714.9313,-45411.9296,-53298.5864,-45857.4271,118439194.6916,118437746.6747,118413710.6540,118437068.7584,-44186.6220,118427734.6827,
5400.000,-1266.5204,1586.1760,-5712.9928,-5851.2076,-3856.1495,-5967.6805,-1591.6803,2038.8005,-4038.0233,4470.5557,-5975.7366,-3455.3665,3839.4857,-4708.8351,3367.8478,-4211.7999,-4021.7061,926.2013,-2703.2055,-2141.6007,103513.4095,125013.2194,111339.8873,110802.0123,119514.9517,116765.1089,115616.5504,114355.3773,-272346744.6954,-272352847.4745,-272352882.3422,-272334492.0502,114362.9450,-272342654.7498,-6211.0633,-5783.1568,522.9386,-1477.7727,-1498.6539,1881.7931,6426.4041,-5121.3950,-3078.0433,5253.7869,2561.0204,3748.2850,3307.3959,4941.6439,-3908.3973,-1477.1069,3748.2884,-6388.5370,-4132.1618,5046.7916,-371988.2701,-355023.4556,-376550.0404,-373890.4546,-376069.6886,-375099.8197,-368860.7807,-372224.5688,-31075326.2076,-31099997.8871,-31089904.5226,-31095090.0508,-371323.0542,-31091804.9572,2793.7766,3270.9010,3886.0195,3343.3466,-5530.3119,-2724.5906,-1974.6428,-4192.1009,-4729.1637,326.8110,-1773.2408,4652.1058,4722.3497,1310.8981,4583.8827,-5288.5222,4085.1064,2573.8226,4574.2692,4200.2198,-41031.9625,-43427.8043,-42920.7272,-42782.4351,-37514.7790,-44961.9817,-53218.3598,-45565.4616,118439039.8743,118438190.6651,118413997.5174,118436925.3559,-44047.1444,118427677.4920,
