sl_100_5400_20260725 Coordinates.csv
2026/07/25 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:59 2024,
Start: 2026/07/25 07:47:00.00, Stop: 2026/07/25 09:17:00.00,
TIME_UNITS,STARLINK-31096 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-1325 - X-Coordinate,STARLINK-30269 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-3387 - X-Coordinate,STARLINK-6327 - X-Coordinate,STARLINK-5441 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-3530 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-6325 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-1966 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-4619 - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-31346 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-30399 - X-Coordinate,STARLINK-6287 - X-Coordinate,STARLINK-30292 - X-Coordinate,STARLINK-3580 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-5818 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-2378 - X-Coordinate,STARLINK-5744 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-31766 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-4635 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-30610 - X-Coordinate,STARLINK-5691 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-31462 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-1341 - X-Coordinate,STARLINK-5047 - X-Coordinate,STARLINK-11192 [DTC] - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-5926 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-1612 - X-Coordinate,STARLINK-31497 - X-Coordinate,STARLINK-5995 - X-Coordinate,STARLINK-1283 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-2296 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-30039 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-2238 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-2473 - X-Coordinate,STARLINK-5386 - X-Coordinate,STARLINK-3782 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-2535 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-32182 - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-2611 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-1551 - X-Coordinate,STARLINK-2570 - X-Coordinate,STARLINK-31559 - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-2053 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-31582 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-31380 - X-Coordinate,STARLINK-2051 - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-30716 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-1325 - Y-Coordinate,STARLINK-30269 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-3387 - Y-Coordinate,STARLINK-6327 - Y-Coordinate,STARLINK-5441 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-3530 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-6325 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-1966 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-31346 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-30399 - Y-Coordinate,STARLINK-6287 - Y-Coordinate,STARLINK-30292 - Y-Coordinate,STARLINK-3580 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-5818 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-2378 - Y-Coordinate,STARLINK-5744 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-4635 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-30610 - Y-Coordinate,STARLINK-5691 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-31462 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-1341 - Y-Coordinate,STARLINK-5047 - Y-Coordinate,STARLINK-11192 [DTC] - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-5926 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-1612 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,STARLINK-5995 - Y-Coordinate,STARLINK-1283 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-2296 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-30039 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-2238 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-2473 - Y-Coordinate,STARLINK-5386 - Y-Coordinate,STARLINK-3782 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-2535 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-32182 - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-2611 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-1551 - Y-Coordinate,STARLINK-2570 - Y-Coordinate,STARLINK-31559 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-2053 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-31582 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-31380 - Y-Coordinate,STARLINK-2051 - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-30716 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-1325 - Z-Coordinate,STARLINK-30269 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-3387 - Z-Coordinate,STARLINK-6327 - Z-Coordinate,STARLINK-5441 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-3530 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-6325 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-1966 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-31346 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-30399 - Z-Coordinate,STARLINK-6287 - Z-Coordinate,STARLINK-30292 - Z-Coordinate,STARLINK-3580 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-5818 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-2378 - Z-Coordinate,STARLINK-5744 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-4635 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-30610 - Z-Coordinate,STARLINK-5691 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-31462 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-1341 - Z-Coordinate,STARLINK-5047 - Z-Coordinate,STARLINK-11192 [DTC] - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-5926 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-1612 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,STARLINK-5995 - Z-Coordinate,STARLINK-1283 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-2296 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-30039 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-2238 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-2473 - Z-Coordinate,STARLINK-5386 - Z-Coordinate,STARLINK-3782 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-2535 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-32182 - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-2611 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-1551 - Z-Coordinate,STARLINK-2570 - Z-Coordinate,STARLINK-31559 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-2053 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-31582 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-31380 - Z-Coordinate,STARLINK-2051 - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-30716 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3827.9575,-162.8127,-1834.4715,-2801.5933,-597.9647,-4134.6548,5708.5784,-1756.1869,-2025.6309,606.6940,-3566.1875,-4057.1923,3549.0098,-2242.0362,4473.6195,-5832.6407,2288.8477,2356.4113,-3819.9123,2301.4614,5431.7741,-2896.0539,2344.5066,2049.7156,825.8013,-6072.1859,5728.4421,4590.1911,835.7983,-5418.4947,-5082.3334,3779.2609,-115.8460,-2715.8908,3069.8301,0.0000,-3795.7004,-4806.1786,-4235.1967,-1131.0052,2090.6832,-4339.6554,-3266.6978,-5897.6825,-5919.6674,-229.0709,-3377.8558,781.7911,354.9229,-3747.4652,-4975.7490,-2716.7403,6252.3127,-5391.1855,-2889.2300,-6320.5009,-2172.6015,-3829.9660,4665.0035,5743.3850,-570.2818,-4387.1113,4194.8797,1080.7731,2271.7068,-5720.8299,6666.7281,3780.9503,6414.6050,-4297.6575,768.5521,1664.6384,6788.1294,5072.8396,2278.7945,5989.9648,-1559.5848,-3400.1787,1208.6141,4035.2220,-3990.9552,-3831.3712,3467.6262,-2352.4507,-3035.3222,-3226.1372,-2714.6302,-1752.7415,5356.7674,6481.3872,1046.8578,3452.9706,-978.7733,4655.7304,-3668.4620,-2397.7493,3546.9145,-2428.8280,-5375.6705,5715.3974,338544.7912,368167.5052,347569.2594,345046.9452,353490.2517,350750.3410,351221.6282,349708.3488,-265544308.7484,-265518317.4760,-265575043.4202,-265549713.9029,349364.5680,-265560868.6949,3806.5219,-3556.4342,-4341.3697,5737.5449,-5638.1435,-291.5056,184.6815,-5762.2232,-5271.9462,-6207.9204,4566.0470,-2509.4362,2130.8844,-5913.9375,-2617.6203,-3712.5941,4488.7538,-3743.5241,2076.6645,659.0286,1143.0665,-3501.7416,-6203.9584,-5072.2667,-3230.4176,53.0451,-2555.6105,1551.5948,5255.6313,470.9640,245.9925,2071.8927,6840.8737,-4854.8877,-4234.3008,0.0000,-4670.5742,1631.9722,-3381.3993,4744.6328,-6501.9309,-3670.5771,-6079.0973,2581.3854,1611.9997,5679.2174,-3216.0901,-6870.7815,-5720.6013,4005.9709,-1176.9832,-3186.3428,1640.1246,3355.9939,5500.2524,489.7836,3661.9160,-1099.9106,-480.6344,2476.4834,4520.6917,-2415.5197,-173.6447,6722.9733,-1012.9043,-3171.6173,550.8802,4349.9159,1189.7701,-3354.6785,6313.6195,-4615.2692,-131.9223,-121.3539,-3597.2988,2972.7084,5970.0250,-5705.4167,-6555.7883,2380.0836,-977.4036,-4486.0384,-2897.2202,-6166.2229,4656.6673,5079.5908,-4400.8099,-3751.5156,3807.8197,1349.0605,-6734.7584,4074.7965,4023.3228,4636.7965,-4790.5076,5497.7802,5682.0517,6442.6659,-2800.8662,-2878.0658,-91399.2061,-79708.5913,-89728.2566,-87706.0000,-89341.7941,-88638.7004,-80234.1383,-82364.3787,85009767.2960,85008248.4555,85001384.1615,84994399.1824,-83889.7578,84999052.9811,4334.5600,-5966.0931,-4905.6516,2687.8369,3943.0374,-5532.5909,3880.5988,3399.9984,-3955.3266,3011.0818,-3776.2263,4991.4407,5257.3169,2663.1639,-4563.3181,416.7825,4682.4362,-5267.0839,-5380.9964,-6534.9713,-4135.5232,-5207.2706,-1997.9306,4113.7577,6089.7502,3187.5996,2962.0991,4920.6554,-4259.7901,4162.0081,4731.1876,5310.3966,1019.0995,3925.7496,-4519.6612,0.0000,-3447.8792,-4555.0014,4349.2745,-4867.3911,-95.6409,3959.3470,-397.8230,-2604.7018,-3215.2190,-3779.1859,5089.1833,-179.0366,-3883.5764,4234.8164,4729.3435,-5502.4258,2490.8076,2784.8658,-2820.7939,2774.6513,-5439.9310,-5690.3832,4667.2959,-2816.2512,-5255.1784,-4723.8030,-5343.7380,449.5720,6476.3302,2163.1347,-1843.2186,-3691.6852,-2394.3031,-4275.0700,-2773.7224,4863.1466,1285.0222,-4728.8576,5417.7954,-1623.6777,3155.6207,1891.2388,1731.3531,5033.1105,-5480.6919,-3393.8096,-5117.6055,2055.2383,4107.3631,3404.5439,-4628.7584,5528.9218,2142.4121,-1733.1748,285.6814,4390.7986,5495.8076,-2219.2798,3161.6836,-3428.7324,-1377.7938,-338.6380,-3328.1541,2445.7520,-186802.8098,-188561.8871,-188582.4666,-183198.6637,-183020.5296,-193519.5281,-195291.0254,-187022.3039,118050216.7705,118025308.1030,118048056.4495,118051023.2962,-187936.0330,118044892.0921,
300.000,4717.8852,-1534.8435,-3159.6577,-1435.9447,-2002.8426,-4034.9618,6351.5124,-3189.1607,-3642.9954,-1032.5648,-2770.5112,-5519.7410,4837.7295,-3154.7324,2639.6339,-6429.3169,4107.8813,220.0949,-2227.9788,2623.4728,6112.1433,-3848.2639,1232.8361,365.9381,-313.4622,-4987.5343,4730.2023,5742.9747,2702.8806,-4122.9908,-4830.2191,5060.0022,1410.0516,-3508.2337,1041.8375,0.0000,-5348.4914,-4168.8551,-5532.6580,883.5272,837.7873,-4915.9102,-4205.6546,-4497.3064,-4622.2454,1228.9386,-3999.6741,-439.5678,-1084.3173,-1786.5341,-5124.8178,-4382.9627,5881.8782,-6103.9707,-991.6091,-6432.2683,-484.4597,-5398.8628,5088.4467,5623.5538,728.6816,-4267.6088,4323.6373,2236.8792,1920.4105,-6529.9413,6092.0654,4171.7677,6913.9309,-4917.4634,2316.4483,-395.7825,6095.4019,4809.1105,188.6065,6610.3417,325.9739,-4547.5211,10.8839,4150.4842,-4306.8231,-5374.6980,2617.9127,-3598.5392,-2086.1618,-1428.3795,-4511.7154,-3601.4931,5400.0473,5973.4737,-483.0586,4540.4229,1172.6592,5867.6028,-5212.8695,-1318.5016,4232.0134,-1211.3541,-5079.4887,5394.7782,340544.8238,369728.5856,349135.0682,346738.9266,355198.5380,352482.7408,352858.3009,351241.9248,-267334281.9440,-267308622.0833,-267364978.5006,-267339353.3195,351043.6730,-267350854.2421,1876.1923,-1910.1481,-2663.2675,6655.4460,-4335.8850,1869.6622,-1278.4217,-4403.2525,-5297.6741,-6642.9913,5917.9260,-1269.7491,448.5498,-4520.2320,-3510.5059,-2323.5393,4276.7698,-4125.3404,3554.4839,-1507.2242,-666.8597,-1569.8065,-6810.8422,-6061.1617,-4793.3527,1455.3800,-1630.5133,49.7442,4205.2100,1968.0059,2359.2797,449.4352,6309.4307,-3080.6621,-4300.7343,0.0000,-3815.6318,3633.0629,-3343.9345,4136.9682,-6558.1821,-1685.6430,-5299.0524,3411.4617,3052.2552,6318.4230,-1168.0405,-6708.4257,-6403.1847,4783.4488,965.4625,-1875.7616,-141.0787,3239.0981,5522.4092,2145.6607,4901.5914,-285.9119,-2348.5782,592.1815,3019.7023,-341.4240,-2276.9927,6301.8576,-3117.8754,-2167.2485,-1065.5716,2508.9425,609.3089,-1333.8920,5281.0755,-4219.6317,-1353.9186,-2242.4517,-4222.6240,1897.9024,5560.3905,-5198.6181,-6889.0459,243.7734,1168.4999,-3575.3836,-4699.5647,-5897.2444,6016.7800,4930.6953,-3356.4581,-2625.2173,2256.1069,-52.4382,-6687.8110,2236.8159,4299.1802,3617.0273,-3975.3326,6527.3929,4428.6729,6623.7848,-1040.2274,-4167.3082,-84257.0089,-71990.7179,-82320.2051,-80269.5064,-81969.3445,-81281.2014,-72913.7643,-74781.3225,79191782.4362,79191038.6130,79182787.2457,79176785.3314,-76507.7458,79180972.4943,4705.5285,-6500.5599,-5404.2795,1289.9802,4986.0744,-5292.6513,2394.2453,4273.9787,-2488.8067,1674.9164,-2262.1959,3951.5399,4602.8798,4084.2895,-5329.0389,-1125.2023,3489.1711,-5498.9959,-5500.7916,-6267.0121,-3178.3819,-5521.8216,-223.9874,3162.1581,5015.8575,4473.9526,4801.1022,3837.8321,-4634.2026,5100.3394,4402.8196,4581.6962,2454.4232,4953.5507,-5310.4717,0.0000,-2220.4607,-3990.7123,2555.7894,-5439.4978,1707.6991,4577.9173,1411.6941,-4046.6036,-4160.2037,-2267.2154,5503.0380,1621.7585,-2397.2347,4683.9258,4616.7259,-5007.8943,3652.7457,612.5080,-3883.6428,1391.7162,-4843.3581,-4361.2517,3520.5982,-3883.6477,-6222.9294,-5391.5769,-4722.3218,-1370.9317,5894.1906,398.3492,-3148.8287,-4811.7782,-315.2015,-4695.0549,-3860.6782,5454.1994,2955.4429,-4466.9664,5442.6082,177.8477,4121.0733,103.8751,-67.6091,5475.9862,-5196.4272,-2153.7213,-4202.3440,284.3220,2691.3886,4628.8415,-4066.5853,5278.1793,3675.1775,-3340.8626,-1263.4642,4709.4084,5243.9697,-754.2738,1858.4653,-1836.4900,-3042.8351,1467.6133,-4576.3018,701.2966,-186862.8090,-188601.3206,-188509.2883,-183365.6169,-182925.2678,-193339.1248,-195458.8733,-187483.2015,118050416.5186,118025578.2682,118049025.4789,118051162.0413,-187960.0872,118045328.8212,
600.000,5193.4153,-2820.6967,-4209.6354,56.6149,-3258.6969,-3594.4737,6372.4778,-4349.7522,-4876.6371,-2556.7435,-1724.2124,-6445.6617,5630.3550,-3793.0695,555.3591,-6406.7371,5498.5642,-1931.1170,-456.4967,2762.1330,6217.2381,-4476.4541,1.3717,-1327.9221,-1361.2724,-3415.1445,3187.6164,6344.3569,4323.0335,-2436.2129,-4156.5429,5853.3451,2821.5720,-3992.4094,-1102.7100,0.0000,-6378.2435,-3146.2365,-6255.1903,2837.2179,-520.5631,-5059.5546,-4738.9536,-2652.0930,-2890.4627,2536.0721,-4284.1739,-1635.5067,-2391.5230,339.3211,-4829.3070,-5641.1223,4963.0652,-6155.6879,1027.0263,-5924.3948,1211.1909,-6433.1960,4966.8293,4971.8325,2022.6636,-3778.3182,4052.3455,3176.6212,1451.6523,-6680.5895,4941.2540,4189.5073,6709.1852,-5105.9039,3675.2108,-2439.0586,4799.3205,4123.9813,-1902.5193,6562.4444,2205.9419,-5239.3573,-1188.6527,3909.1915,-4240.5110,-6361.3986,1545.6697,-4483.3442,-959.8576,538.5127,-5883.2387,-5118.3295,4937.8408,4868.3197,-1976.0567,5227.1575,3193.1629,6507.7603,-6217.8232,-128.3558,4514.0938,143.7817,-4320.4707,4526.9924,342396.2017,371126.9043,350546.4609,348275.2920,356750.2765,354059.2499,354341.3748,352599.0058,-268996810.4396,-268971497.3946,-269027432.2198,-269001577.3763,352566.8537,-269013391.3258,-224.1290,-121.2183,-738.7000,6927.0793,-2626.5293,3842.7856,-2589.5856,-2630.3236,-4813.2455,-6439.4680,6676.0621,54.0068,-1241.0629,-2665.4807,-4112.7952,-699.3862,3670.4289,-4153.4660,4726.9054,-3505.6626,-2388.3598,495.3998,-6742.0402,-6455.4603,-5898.6337,2756.2911,-588.2013,-1419.0474,2762.0190,3313.8676,4244.1760,-1177.2320,5166.5327,-989.4624,-3998.7259,0.0000,-2611.9762,5265.3544,-2998.1167,3169.8316,-5941.9452,462.8959,-3982.2975,3952.4183,4234.1265,6314.0791,985.5406,-5880.2651,-6462.2141,5142.2025,3010.0917,-428.7526,-1935.4701,2761.5734,5015.5913,3580.9531,5689.9146,501.2539,-3923.5676,-1373.9254,1258.9334,1782.9494,-4127.1775,5224.5715,-4911.5636,-949.1846,-2606.9652,400.5184,-29.0925,810.9562,3753.0988,-3461.8033,-2474.0430,-4146.7156,-4483.9881,629.0481,4641.9704,-4172.9823,-6528.0009,-1921.7721,3180.5278,-2318.3066,-6021.6440,-5042.5017,6777.5371,4336.5276,-2026.2383,-1291.3980,453.3557,-1483.4884,-5960.9964,198.4595,4200.5710,2253.2390,-2770.8468,6905.0380,2706.5075,6144.1427,854.7104,-5023.6352,-77069.3113,-64242.7936,-74875.3086,-72796.5517,-74560.8533,-73884.8289,-65562.5662,-67300.1412,73336158.8611,73336179.3911,73326552.4715,73321550.9113,-69092.2507,73325252.5488,4571.7191,-6346.8726,-5293.2271,-246.2295,5490.3139,-4483.0806,648.7696,4687.8921,-751.4859,159.0360,-504.1599,2484.3834,3402.6024,5055.1097,-5519.4817,-2546.4639,1914.2573,-5130.2512,-5029.9833,-5338.7785,-1879.5719,-5241.8188,1574.0032,1859.4005,3409.3140,5266.3699,6127.7817,2340.2379,-4488.1338,5473.8473,3607.1949,3343.8239,3625.0514,5422.9992,-5529.6432,0.0000,-755.5959,-2978.4253,490.9640,-5420.7123,3319.7459,4705.9908,3068.5861,-5058.3321,-4659.5502,-500.9327,5322.1787,3247.5966,-653.2082,4631.9804,4017.6796,-3974.4880,4422.8317,-1625.3692,-4511.2702,-140.9666,-3724.0571,-2568.8671,1941.8333,-4522.6125,-6533.8836,-5472.0634,-3565.8957,-3037.7166,4685.3436,-1409.8920,-4118.6326,-5398.2521,1797.4108,-4612.6627,-4536.1353,5456.9597,4306.2775,-3728.5242,4876.3031,1959.8561,4645.3159,-1694.7601,-1859.2181,5320.1300,-4337.3322,-669.9696,-2816.8970,-1517.3162,984.9992,5354.3555,-3071.0287,4458.1842,4811.2337,-4577.3829,-2670.7389,4520.8992,4420.0887,791.4594,345.7369,-45.5188,-4369.0075,3113.8821,-5332.0192,-1120.9410,-186922.9217,-188640.6122,-188434.9623,-183537.6071,-182833.5073,-193152.6033,-195621.2522,-187979.6268,118050613.7186,118025848.8874,118049989.7878,118051291.5254,-187984.0392,118045765.3027,
