sl_100_86400_20260209 Coordinates.csv
2026/02/09 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:42 2024,
Start: 2026/02/09 07:47:00.00, Stop: 2026/02/10 07:47:00.00,
TIME_UNITS,STARLINK-5972 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-1666 - X-Coordinate,STARLINK-30581 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-3207 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-4569 - X-Coordinate,STARLINK-31593 - X-Coordinate,STARLINK-6350 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-4717 - X-Coordinate,STARLINK-5905 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-3192 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-6222 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-1848 - X-Coordinate,STARLINK-6234 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-31652 - X-Coordinate,STARLINK-2224 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-1784 - X-Coordinate,STARLINK-5374 - X-Coordinate,STARLINK-6187 - X-Coordinate,STARLINK-1208 - X-Coordinate,STARLINK-5634 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-5521 - X-Coordinate,STARLINK-3564 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-4521 - X-Coordinate,STARLINK-2397 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-3331 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-3580 - X-Coordinate,STARLINK-5544 - X-Coordinate,STARLINK-2370 - X-Coordinate,STARLINK-4272 - X-Coordinate,STARLINK-6346 - X-Coordinate,STARLINK-5214 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-31918 - X-Coordinate,STARLINK-4052 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-31481 - X-Coordinate,STARLINK-3986 - X-Coordinate,STARLINK-4709 - X-Coordinate,STARLINK-31458 - X-Coordinate,STARLINK-5834 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-30849 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-30191 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-2174 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-11112 [DTC] - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-4404 - X-Coordinate,STARLINK-32345 - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-6097 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-3539 - X-Coordinate,STARLINK-6112 - X-Coordinate,STARLINK-31411 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-30193 - X-Coordinate,STARLINK-31727 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5972 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-1666 - Y-Coordinate,STARLINK-30581 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-3207 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-4569 - Y-Coordinate,STARLINK-31593 - Y-Coordinate,STARLINK-6350 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-4717 - Y-Coordinate,STARLINK-5905 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-3192 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-6222 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-1848 - Y-Coordinate,STARLINK-6234 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-31652 - Y-Coordinate,STARLINK-2224 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-1784 - Y-Coordinate,STARLINK-5374 - Y-Coordinate,STARLINK-6187 - Y-Coordinate,STARLINK-1208 - Y-Coordinate,STARLINK-5634 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-5521 - Y-Coordinate,STARLINK-3564 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-4521 - Y-Coordinate,STARLINK-2397 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-3331 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-3580 - Y-Coordinate,STARLINK-5544 - Y-Coordinate,STARLINK-2370 - Y-Coordinate,STARLINK-4272 - Y-Coordinate,STARLINK-6346 - Y-Coordinate,STARLINK-5214 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-31918 - Y-Coordinate,STARLINK-4052 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-31481 - Y-Coordinate,STARLINK-3986 - Y-Coordinate,STARLINK-4709 - Y-Coordinate,STARLINK-31458 - Y-Coordinate,STARLINK-5834 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-30849 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-30191 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-2174 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-11112 [DTC] - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-4404 - Y-Coordinate,STARLINK-32345 - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-6097 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-3539 - Y-Coordinate,STARLINK-6112 - Y-Coordinate,STARLINK-31411 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-30193 - Y-Coordinate,STARLINK-31727 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5972 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-1666 - Z-Coordinate,STARLINK-30581 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-3207 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-4569 - Z-Coordinate,STARLINK-31593 - Z-Coordinate,STARLINK-6350 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-4717 - Z-Coordinate,STARLINK-5905 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-3192 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-6222 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-1848 - Z-Coordinate,STARLINK-6234 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-31652 - Z-Coordinate,STARLINK-2224 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-1784 - Z-Coordinate,STARLINK-5374 - Z-Coordinate,STARLINK-6187 - Z-Coordinate,STARLINK-1208 - Z-Coordinate,STARLINK-5634 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-5521 - Z-Coordinate,STARLINK-3564 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-4521 - Z-Coordinate,STARLINK-2397 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-3331 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-3580 - Z-Coordinate,STARLINK-5544 - Z-Coordinate,STARLINK-2370 - Z-Coordinate,STARLINK-4272 - Z-Coordinate,STARLINK-6346 - Z-Coordinate,STARLINK-5214 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-31918 - Z-Coordinate,STARLINK-4052 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-31481 - Z-Coordinate,STARLINK-3986 - Z-Coordinate,STARLINK-4709 - Z-Coordinate,STARLINK-31458 - Z-Coordinate,STARLINK-5834 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-30849 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-30191 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-2174 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-11112 [DTC] - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-4404 - Z-Coordinate,STARLINK-32345 - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-6097 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-3539 - Z-Coordinate,STARLINK-6112 - Z-Coordinate,STARLINK-31411 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-30193 - Z-Coordinate,STARLINK-31727 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2513.0749,-4994.9048,5406.6446,-4406.3775,6040.0785,-5900.4411,4405.3840,-4356.9291,3137.0548,5201.9908,5078.1962,1490.5139,-2614.0015,-2054.4910,-1113.0044,4607.7052,3699.2844,1864.7077,-6830.3009,6699.6175,5341.9652,4211.6712,3814.5438,2152.8189,-5175.5338,-6604.0203,-3930.1718,3956.1481,1764.0394,4330.8362,1917.5146,-4826.1175,5296.3026,2677.5860,-4044.9976,6710.0901,764.5894,396.2730,4148.6999,-2386.4416,-3952.8690,4156.6159,-5209.4689,459.0515,-4280.2435,70.8438,5621.9616,-1674.6887,3475.7573,-6490.7308,-3521.7989,-5823.0094,1096.0710,-3611.6879,6858.5979,-141.8295,2930.4120,-2176.2965,-5070.0099,-3483.5542,1846.5271,-3497.1444,-3861.7376,3570.1734,-4518.0456,-3827.3843,1610.2579,-2313.7740,-2156.4357,-3031.0354,4596.6098,1161.2353,127.8027,3354.3413,3966.9601,-810.6948,1888.5514,6838.8958,6878.0131,-392.6457,-1937.2194,-2248.5239,-5536.1271,4850.7662,-2788.9484,2327.9252,2855.5542,6316.6655,-3163.3163,-6031.7021,1175.7300,-4378.8845,5830.4884,4070.0334,-4904.4393,-3298.2997,5127.0372,5212.1353,6037.5710,-6777.9024,-302652.7327,-329689.7766,-318988.7831,-315013.3008,-323490.0635,-320378.5992,-318644.9200,-317945.0957,-169250691.9999,-169262679.1942,-169246732.6006,-169228347.2909,-317908.4077,-169232669.9521,549.6336,-2011.9172,-3295.4111,-2612.5579,-57.5151,3602.1565,-5185.6445,3171.1886,-704.4775,-2792.8819,4368.2302,6300.9772,4229.8301,2074.7431,-6146.9590,-2185.9156,-4664.1920,6678.0726,-1189.8534,-1405.1981,1517.8415,-2851.2910,-5645.9589,-5455.7874,4355.3919,1742.9565,2512.3760,5009.2409,4946.1052,-1209.2650,5833.9374,3398.4751,-1194.8921,-4308.8813,4328.9434,358.5047,-5650.7958,5551.7001,1149.3460,3555.0120,-4011.6088,97.6084,-1702.9727,6363.5144,4747.6964,-6295.1733,3571.9299,-4124.5436,-5931.2023,2055.2835,-5197.6161,-1860.7726,-4403.2830,3263.1611,231.9556,5557.2992,-6146.2528,-3637.7864,-3779.0416,-5716.7836,-4756.7466,1786.6249,-5700.7267,-5510.5946,2889.0597,2545.1562,-6501.1242,-6229.4710,-6413.9629,-3772.4557,-3875.6008,5690.2031,-5113.7687,5901.2403,4923.4694,5317.9025,-4779.9853,-879.4441,-575.9753,6510.7620,-4841.8183,6300.5830,-4111.2292,1214.7859,-4081.8287,5829.7434,3436.1817,-2796.3447,712.5641,-2786.6661,4685.1825,3522.2107,-3629.9929,1000.9632,2614.6120,3746.4746,-4308.8425,-1831.8530,3266.3006,495.1603,-196008.0918,-198367.9357,-190989.0493,-192070.8645,-193047.9201,-192803.2098,-201106.7541,-195227.8138,291679644.9727,291662323.9363,291680713.7417,291680705.4847,-196943.1455,291675963.6648,-6451.5968,-4196.3095,-2382.9090,-4497.6051,-3364.6078,116.7273,1237.2601,4355.2283,6144.5702,-3581.9791,-1725.8355,-2483.4248,4783.9944,-6295.0333,2744.6317,-4708.6793,-3351.3287,-57.9930,113.6834,-981.2717,4157.7043,-4715.7109,-1202.3990,-3672.3686,-1119.4874,1080.2055,-5110.3190,-2748.3411,4521.7675,5239.7307,3188.1929,3600.3572,4126.2037,4717.5872,-3583.9809,-1595.2409,-3909.7758,4107.3762,5316.3670,5160.5329,3844.6464,5514.8273,-4247.8272,-2736.1817,2599.0753,-2948.7297,-1923.5829,5288.3985,873.8743,-1340.6355,-2891.9898,-3398.9864,-5218.6247,-4906.2440,-852.0000,-4068.4190,1188.7513,-5465.8276,2823.1503,-1460.3518,4652.6658,-5737.4682,321.4466,-2172.2503,4388.3342,5150.6634,1785.9568,-1982.0347,-990.7185,-4935.6791,-3224.6006,-3759.2687,4481.2223,-1222.6248,-2813.7324,-4178.0454,-4664.0465,-732.1762,641.0550,-2301.7192,-4576.4516,-1753.7074,-636.9620,4718.2147,-4842.6486,2889.0965,4934.9557,-268.9781,-6142.9182,-1649.0630,-4945.6165,-4062.6114,800.4786,-5501.3069,-4146.6108,4640.7868,1381.1154,-4198.1275,967.3462,537.3518,-147160.2108,-152505.0229,-152124.7297,-145873.7246,-146429.9388,-157061.7235,-158141.0876,-150679.0400,-108656627.1768,-108676012.5433,-108632369.1449,-108643117.6186,-151070.8768,-108647737.0510,
3600.000,-4586.8438,4687.3536,-3979.9346,6509.0079,-3155.6795,3801.1873,-1520.1130,867.9405,1960.1538,-1290.4090,-4598.7311,-3766.0200,-1818.5841,6235.1491,3765.7430,-2946.2676,-1504.2484,-3650.4680,5863.2718,-4433.1805,-3573.6432,-1518.9177,-2064.7071,-667.9421,1836.1172,4077.3699,101.2400,-2750.4372,-4995.2306,-4558.4255,-3678.2635,865.0137,-1473.7637,665.7171,3182.6710,-4463.2272,1120.5586,-3310.6675,-5996.9410,-579.5237,6103.8547,-4341.6804,6679.1478,-2789.1882,3115.8790,53.7526,-5317.9856,4851.7826,-529.5549,5232.6788,5058.1103,6556.6867,1753.6968,-661.5235,-4934.5171,-2025.9467,-1194.8758,5292.2262,5104.6137,4536.9767,2395.7238,5254.4741,4459.2963,-2130.9627,3169.4607,3122.8186,582.9819,4100.9179,3488.2640,6031.0387,-2803.5409,-3434.9263,4336.3595,-4324.6787,-5382.5251,-3710.1086,2078.7089,-4922.2204,-5072.4259,-1195.9365,5307.2863,619.1702,5639.9221,-3252.4802,4478.4452,-3615.1136,-4824.3519,-4360.1202,-1939.8150,4584.4373,-4233.5401,640.0950,-4112.4421,-5451.7426,1577.2410,-169.3383,-1740.4361,-2340.1959,-5657.5239,4614.0358,-243045.4365,-267675.5750,-257778.1833,-255050.4821,-263956.2248,-261145.9168,-258649.4424,-257508.5301,-239015164.7406,-239021838.1434,-239016693.0218,-239002556.6230,-258073.9873,-238998155.7173,-4371.4816,-2641.7857,4825.9139,-778.4993,2732.4722,-4226.5087,4774.7414,-5331.4613,-1335.8580,3930.8326,-1273.8297,-3542.8765,-4080.9666,-1823.0892,5562.6779,5541.9326,6649.3203,-4798.9965,-1278.1975,3451.3086,2166.1069,5761.9163,5822.8502,6865.6053,-5108.9212,-3026.5799,-4703.5454,-1806.0614,-2456.7370,4654.3298,-5774.3946,-4080.3799,3957.9166,6151.3141,-6116.4089,1804.2038,6814.9623,-2562.1112,2243.7065,-6487.6678,2992.0699,3946.6133,-1131.2825,-6296.6138,-5896.6919,6640.7142,-231.1279,1129.5576,5671.1298,-3922.9963,4465.2262,2000.0799,6305.9476,-4474.5953,1639.8145,-6578.3795,6059.6541,656.8275,25.1015,4082.6037,3640.7517,-4148.5603,3589.7856,6185.5362,-5897.1085,-5808.9766,6648.3299,3369.5167,4700.7476,2998.9106,6188.7067,-2307.1637,3727.6524,-4339.9469,-4060.8209,-3898.5687,5391.5969,2994.2425,2791.6230,-6477.9595,3801.5231,-6361.6194,1253.4492,3051.8533,40.6793,-2316.8551,1801.0475,3728.8063,1327.2755,-384.7190,-5233.0714,-5173.8485,4393.4829,2672.0679,-5012.0243,-6257.3156,4369.8979,4732.1392,-307.9172,-3096.7234,-264101.1937,-272639.4215,-264038.5380,-266100.4671,-266416.5495,-266164.4428,-273406.0202,-271769.4421,237913435.1689,237891020.5681,237908917.9116,237914123.1696,-270172.8574,237909892.9422,2812.5184,4188.1458,-2575.0445,1852.5209,5498.7074,3928.5377,-4772.2894,-4355.2390,-6525.5436,5515.1986,4996.2032,4609.0470,-5272.8230,2421.9342,1194.3601,2943.7830,-420.5710,3416.5646,-3478.1896,4021.4233,-5550.3767,3531.1889,-3115.2671,-494.9622,4177.3885,-4700.0445,5057.1577,6112.9880,-4143.7481,-2321.0502,1035.3093,-5524.8225,-5366.5762,-3139.4068,-593.1901,4942.5445,-193.6641,-5519.1300,-2436.9511,-1633.0967,594.6401,-3666.1888,1450.8100,-852.3835,1781.4515,-2043.6660,4430.7675,-4809.6396,-3954.0074,-2318.2987,-1490.5687,-1382.3757,2206.8765,5209.5008,4548.9791,-61.1266,3099.8245,4386.8942,-4689.8653,-3113.5801,-5370.3312,1849.8163,3833.4761,-2237.9725,-1821.9823,-2075.9804,1876.8661,4451.1616,-3536.6337,1519.7848,-623.2384,5529.7844,-3697.5547,-3168.8098,-1547.3428,4160.4858,3826.3889,3848.9478,-3817.1977,-2104.2775,2327.2543,-2639.2013,3809.0347,-5245.4726,5260.0544,-5424.1859,-4234.7451,-3859.7490,6524.1886,5059.9041,1544.9351,4557.6555,3402.2405,3291.7829,4509.8909,-2716.2217,-4968.7649,4487.6833,-4000.8793,-3957.4609,-148094.4067,-153568.7441,-152007.0561,-148886.8250,-146139.3080,-155377.8223,-160696.4859,-152807.3653,-108601430.8728,-108620115.1792,-108577681.6617,-108582685.9121,-152115.2379,-108590682.5554,
7200.000,2747.8401,-3257.8727,-365.4962,-5552.6900,-71.6350,357.8650,-2670.8874,2250.3965,-6237.7027,-2800.2521,3494.4734,5697.6421,5332.3226,-6288.6897,-4902.7014,956.0731,-1511.1009,4958.0085,-3068.6808,630.0792,1802.3999,-905.4708,-1286.2374,-1235.4590,2637.3193,76.0109,2818.3230,2216.3148,6820.1289,3340.9873,4137.7953,3257.5330,-2092.4374,-3151.2101,-791.4812,915.8385,-2532.8317,5951.9707,5203.8615,2623.6753,-5031.7482,3625.7220,-5752.3341,4261.4661,-82.6348,-837.0072,4047.3947,-6689.8404,-3206.5456,-1874.8010,-4643.4430,-4384.6245,-3206.8873,4025.7835,1342.3503,3221.4338,-1893.0249,-6736.6632,-4361.3485,-4138.5793,-5859.2331,-4814.1033,-4103.5570,-805.3821,-1060.8002,-1603.3006,-3053.5214,-5468.2782,-4084.6891,-6151.9517,-514.6337,5618.4632,-6648.5065,4169.2568,4735.4186,6531.0439,-4866.2968,1388.4959,1615.6856,2864.2802,-6529.3590,1999.6424,-4408.2978,1661.5461,-5610.4594,4879.9058,4470.6129,248.6003,6214.7134,-2018.7553,5044.0625,2795.8648,168.4660,5172.1907,1586.4326,2910.0213,-2993.8748,-511.8560,3936.9748,-452.8153,-168885.3104,-189070.8689,-180195.0749,-178895.3159,-187827.8408,-184381.2693,-182762.5355,-182780.4100,-292478562.4571,-292479118.5842,-292482344.6420,-292471915.5643,-181851.9309,-292462434.5454,5880.4275,5901.2478,-4094.5423,3279.4431,-5502.3312,4133.9747,-3533.8001,6330.4427,142.8584,-4938.6765,-2997.0909,-30.8729,3680.8542,-558.2664,-2113.2638,-6847.1623,-5419.2197,1100.6202,4040.2846,-5174.9758,-5628.4003,-6870.0473,-4035.3892,-5247.1258,4646.4837,4364.9324,6037.9165,-2839.8678,-25.1914,-5681.8712,3041.7006,4610.2660,-5953.4131,-6166.5689,5296.8307,-4503.4503,-4906.1520,-377.7791,-3869.7166,5165.6307,-152.8932,-5865.6833,3164.9652,3826.2502,4714.8730,-3705.3861,-3682.4678,1158.8201,-4055.0200,4869.8169,-1446.0149,-791.6489,-5720.8255,5158.0071,-4087.1948,4467.1517,-3790.9641,1448.5880,3928.9851,70.3988,-2491.2228,3944.5529,635.3600,-4460.4799,6597.2168,6304.6797,-4385.9966,500.7013,-317.2997,-1337.4623,-5504.9537,-1186.1613,-1462.0248,400.7080,1095.8709,1671.0494,-4896.1773,-4955.9175,-4866.5228,3589.8802,-1929.2346,3892.3957,2635.7570,-6286.9348,3251.4456,-1838.4470,-4897.7420,-4128.7916,-140.4372,4395.4041,3788.6701,5915.5259,-4189.9418,-4480.0524,6400.1750,6040.0621,-3661.4768,-6597.5906,-3377.1363,5208.4120,-315050.0619,-328291.4074,-320205.3056,-323674.9473,-322528.0379,-323214.3510,-328285.8858,-324824.9033,167913516.5611,167887871.2952,167901295.6323,167907303.6377,-325988.3211,167909590.6451,2450.2526,-1054.5155,5359.6916,2190.2573,-4189.4420,-5537.3288,5301.4935,1706.1616,3039.5640,-3933.8768,-5167.4194,-3956.8702,2380.4033,2863.1359,-4259.8041,573.4310,3860.0498,-4727.4775,4715.6143,-4548.1819,3631.8179,-217.9369,5458.0473,4324.0150,-4299.8637,5352.7945,-1860.0830,-5947.0399,1250.9231,-2088.5222,-4649.6020,3988.8417,2589.5265,-356.7418,4374.3343,-5161.0345,4145.7944,3505.5918,-2205.8741,-3397.3095,-4610.8177,-507.6204,2211.5286,3908.9086,-5048.4668,5810.0360,-4262.1188,1323.6467,4605.7569,4561.1022,4897.5089,5378.0882,2172.8981,-2221.6979,-5419.5023,4122.5460,-5469.2442,-570.2586,3670.0280,5448.4416,2679.0714,3086.6694,-5508.3459,5209.5672,-1863.8802,-2338.7889,-4424.3397,-4239.3006,5464.3452,2834.7932,3984.6812,-3860.1321,40.4841,5467.0538,4911.4668,-948.7931,-702.0534,-4651.9026,4654.2585,5158.0307,1311.4539,5341.4767,-4650.5224,2240.4304,-2416.2610,4528.3123,-665.2249,5527.2445,-3092.4365,-4845.3704,2808.3156,-2295.1235,-5506.1297,969.9920,-2143.7825,-1268.2821,4930.6681,-2086.6864,4590.2090,4368.2584,-149071.4567,-154523.8074,-151906.1710,-152802.9018,-146327.9305,-152801.7313,-162532.6044,-152206.2140,-108545504.9230,-108563966.9528,-108523584.4588,-108526535.7540,-153147.3951,-108533594.4983,
