sl_100_5400_20260412 Coordinates.csv
2026/04/12 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:03 2024,
Start: 2026/04/12 07:47:00.00, Stop: 2026/04/12 09:17:00.00,
TIME_UNITS,STARLINK-5431 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-30271 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-32170 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-32246 - X-Coordinate,STARLINK-5542 - X-Coordinate,STARLINK-6372 - X-Coordinate,STARLINK-5813 - X-Coordinate,STARLINK-4406 - X-Coordinate,STARLINK-30938 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-1491 - X-Coordinate,STARLINK-1719 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-4712 - X-Coordinate,STARLINK-30575 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-4427 - X-Coordinate,STARLINK-2103 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-1011 - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-3261 - X-Coordinate,STARLINK-31953 - X-Coordinate,STARLINK-3885 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-3122 - X-Coordinate,STARLINK-3887 - X-Coordinate,STARLINK-32091 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-5556 - X-Coordinate,STARLINK-30894 - X-Coordinate,STARLINK-2501 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-6266 - X-Coordinate,STARLINK-32182 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-5961 - X-Coordinate,STARLINK-31411 - X-Coordinate,STARLINK-6289 - X-Coordinate,STARLINK-30443 - X-Coordinate,STARLINK-5747 - X-Coordinate,STARLINK-3366 - X-Coordinate,STARLINK-30536 - X-Coordinate,STARLINK-1763 - X-Coordinate,STARLINK-4396 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-3243 - X-Coordinate,STARLINK-3992 - X-Coordinate,STARLINK-1139 - X-Coordinate,STARLINK-2063 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-3563 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-2537 - X-Coordinate,STARLINK-5515 - X-Coordinate,STARLINK-30877 - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-30707 - X-Coordinate,STARLINK-32290 - X-Coordinate,STARLINK-3048 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-3580 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-1036 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-31478 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-30183 - X-Coordinate,STARLINK-31404 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-30277 - X-Coordinate,STARLINK-5716 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-32170 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-32246 - Y-Coordinate,STARLINK-5542 - Y-Coordinate,STARLINK-6372 - Y-Coordinate,STARLINK-5813 - Y-Coordinate,STARLINK-4406 - Y-Coordinate,STARLINK-30938 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-1491 - Y-Coordinate,STARLINK-1719 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-4712 - Y-Coordinate,STARLINK-30575 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-4427 - Y-Coordinate,STARLINK-2103 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-1011 - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-3261 - Y-Coordinate,STARLINK-31953 - Y-Coordinate,STARLINK-3885 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-3122 - Y-Coordinate,STARLINK-3887 - Y-Coordinate,STARLINK-32091 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-5556 - Y-Coordinate,STARLINK-30894 - Y-Coordinate,STARLINK-2501 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-6266 - Y-Coordinate,STARLINK-32182 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-5961 - Y-Coordinate,STARLINK-31411 - Y-Coordinate,STARLINK-6289 - Y-Coordinate,STARLINK-30443 - Y-Coordinate,STARLINK-5747 - Y-Coordinate,STARLINK-3366 - Y-Coordinate,STARLINK-30536 - Y-Coordinate,STARLINK-1763 - Y-Coordinate,STARLINK-4396 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-3243 - Y-Coordinate,STARLINK-3992 - Y-Coordinate,STARLINK-1139 - Y-Coordinate,STARLINK-2063 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-3563 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-2537 - Y-Coordinate,STARLINK-5515 - Y-Coordinate,STARLINK-30877 - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-30707 - Y-Coordinate,STARLINK-32290 - Y-Coordinate,STARLINK-3048 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-3580 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-1036 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-31478 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-30183 - Y-Coordinate,STARLINK-31404 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-30277 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-32170 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-32246 - Z-Coordinate,STARLINK-5542 - Z-Coordinate,STARLINK-6372 - Z-Coordinate,STARLINK-5813 - Z-Coordinate,STARLINK-4406 - Z-Coordinate,STARLINK-30938 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-1491 - Z-Coordinate,STARLINK-1719 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-4712 - Z-Coordinate,STARLINK-30575 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-4427 - Z-Coordinate,STARLINK-2103 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-1011 - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-3261 - Z-Coordinate,STARLINK-31953 - Z-Coordinate,STARLINK-3885 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-3122 - Z-Coordinate,STARLINK-3887 - Z-Coordinate,STARLINK-32091 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-5556 - Z-Coordinate,STARLINK-30894 - Z-Coordinate,STARLINK-2501 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-6266 - Z-Coordinate,STARLINK-32182 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-5961 - Z-Coordinate,STARLINK-31411 - Z-Coordinate,STARLINK-6289 - Z-Coordinate,STARLINK-30443 - Z-Coordinate,STARLINK-5747 - Z-Coordinate,STARLINK-3366 - Z-Coordinate,STARLINK-30536 - Z-Coordinate,STARLINK-1763 - Z-Coordinate,STARLINK-4396 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-3243 - Z-Coordinate,STARLINK-3992 - Z-Coordinate,STARLINK-1139 - Z-Coordinate,STARLINK-2063 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-3563 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-2537 - Z-Coordinate,STARLINK-5515 - Z-Coordinate,STARLINK-30877 - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-30707 - Z-Coordinate,STARLINK-32290 - Z-Coordinate,STARLINK-3048 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-3580 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-1036 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-31478 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-30183 - Z-Coordinate,STARLINK-31404 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-30277 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4576.0587,-3395.5190,1876.3762,-4883.1126,-2977.0348,-1021.6445,6764.7020,6062.1186,4865.6250,-5876.9920,4880.2144,-3694.6301,5506.4639,1179.4394,-4276.4386,726.4122,-3300.5499,-6216.8470,-1210.9996,-3852.7531,3708.7447,-3415.9752,4268.7783,-3834.6533,-1035.3563,-1962.5314,-3804.5418,2894.1116,-4919.7092,-4683.6110,4966.7187,4527.7502,-4678.9076,5871.0072,5732.3134,427.3292,0.0000,-3463.6057,1351.1298,0.0000,1111.2347,1751.5652,-4835.5847,3683.6043,-4867.6369,3653.5579,-5504.1160,2667.6539,-2621.6831,6652.1173,-4189.6344,4775.6971,-3427.3274,2153.1534,-6556.7239,-1399.2138,-6150.7015,4444.0709,6355.5860,-5323.5842,0.0000,6390.0527,-6913.3985,-5559.5376,-595.7968,816.0970,-4124.9026,-917.0084,-732.8160,-5348.5764,-6073.6110,5455.0305,-3105.8981,2336.1396,5064.5084,3607.2800,787.3785,-2112.9636,-1426.8443,-6312.3571,-3552.9439,6606.8381,-4191.2800,4057.5867,-99.5038,1329.1884,1887.8004,2557.8016,-4454.0535,-1033.2761,-1109.2293,6127.9435,4252.0193,4656.7268,2076.5977,-1664.8931,6370.1690,-4024.7850,2360.4814,5254.3158,-375098.7567,-369755.9946,-377333.1729,-374575.3078,-377864.9188,-376589.2636,-368473.1802,-372798.1400,-241233766.8440,-241243555.7080,-241242277.5505,-241239195.0745,-371724.7250,-241239958.4779,-1709.4966,-4437.7863,-6558.6331,2411.0814,-4688.6460,-6379.5801,-934.5775,2250.9824,3371.6391,-2731.1065,-1912.0674,5635.6955,3726.5950,-4145.5856,845.7069,5390.1378,2518.4768,607.5370,6697.4721,-2650.2696,-1059.2939,4180.9993,3102.9888,2662.6027,6739.9546,-6003.5616,3706.8824,6255.3688,-661.8899,-1943.2089,4034.1178,18.3324,-296.6932,-1825.3947,259.2413,-5100.0453,0.0000,-4946.8111,-3983.6974,0.0000,5228.6810,6097.2096,1324.5935,5688.9985,-3378.9281,3957.5499,-1046.8728,-4420.6960,-4365.4786,1642.0036,-4353.7066,-2057.0486,-5930.4470,-5478.5572,137.3015,-5750.8547,-43.1489,-1107.0168,-1726.5806,1164.2132,0.0000,-1564.9003,215.2095,3605.8955,5212.1898,1570.2380,742.4842,4684.7656,-5369.1384,192.2166,-2424.9358,3874.0603,-3290.3252,4821.2190,946.3909,3696.7415,-4918.9163,3991.6216,-3890.3986,-2554.0072,-3429.6493,1722.4025,2326.4525,5298.8847,5081.5437,6781.6517,-4806.1829,6279.6324,-5218.2729,6586.2240,4232.7203,-2777.0094,5136.7149,4645.4869,-5220.5453,6239.7398,-279.5423,5615.9888,-4492.0496,9.5552,30072.1035,-4806.9281,17252.6374,19859.9157,11954.8327,14684.0477,12290.3051,15795.8775,240532336.6964,240518575.4533,240496119.3164,240501986.4612,14917.2851,240513400.7236,4881.8112,-3937.4208,507.0684,4292.6496,3953.1496,2490.0528,-842.8912,-2520.3021,3601.5189,2507.2938,-4551.1751,-1165.1164,1942.4620,5389.2212,-5369.2153,-4216.1635,5515.2335,-2981.9166,-1335.2002,-5092.6996,5759.7542,4316.6680,4492.3817,-5104.3579,1175.4071,2807.4524,4247.1676,575.4495,-4808.5225,4608.0737,-2671.9265,5240.1684,5061.5314,-2961.9577,3837.7975,4654.9933,0.0000,-3306.7079,-5484.7035,0.0000,4404.4491,2785.8833,-4634.9945,-1039.4495,3591.5315,-4192.4412,-4091.5277,4610.1493,4693.5836,-854.8603,3370.2545,4432.4100,-974.3552,-3650.9729,-2017.6801,-3606.6818,-3163.4664,5104.3414,2115.3723,-4259.6711,0.0000,2187.3100,713.6389,-2081.0220,4525.7303,6700.2729,5493.3049,-5057.0717,-4227.0371,4403.4869,-2283.5875,-1785.9494,5211.0120,-4222.7715,-4320.7399,-4602.7046,4520.0182,-5240.3676,-5527.0012,-199.2332,4742.0697,-63.6372,5016.8411,-1818.7071,-4688.2304,416.5491,-4630.4366,681.6768,696.9562,-1854.1997,-5356.0493,-271.1288,1865.3763,2170.2070,3839.2864,-2481.4926,2628.0128,-271.8502,4614.4319,4515.0406,-116695.5086,-118908.6767,-119598.9351,-113664.5308,-113945.4544,-124534.6755,-125872.5782,-119778.3109,-797874.7178,-825952.4997,-819721.3863,-806960.5458,-118693.1097,-802399.4471,
300.000,-4212.5889,-4396.7740,656.5547,-3334.2682,-4589.1865,-2502.2984,6471.4332,5871.3494,5171.8688,-6543.9689,3443.0559,-2306.7390,5785.6541,-704.8595,-4208.0701,2169.0432,-1833.5847,-5065.0728,403.3785,-5367.7729,1923.2951,-2589.2471,5596.6800,-3207.9508,171.4829,-3334.9767,-2587.4982,3900.2911,-5777.4198,-5489.0564,6162.6401,3659.7811,-3813.3179,5622.2725,4665.3063,-1666.1433,0.0000,-4883.4760,-814.1705,0.0000,2940.8084,3119.5385,-3292.3913,4656.1701,-5173.9392,4586.1404,-6155.2901,606.9218,-4245.7205,6821.0090,-4847.0653,3053.9563,-4185.0013,371.9511,-5774.5836,-2945.0567,-5106.3360,3056.3630,5191.0697,-3856.5517,0.0000,6308.3821,-6761.3665,-5446.5564,1519.2806,-1120.3348,-3850.2400,-180.1868,-2381.0448,-4580.4216,-5946.0306,6392.3764,-3926.3164,4221.1355,4226.4826,4041.0789,-801.1174,-618.5324,-3411.7252,-6593.7874,-4001.8421,6583.0269,-4743.4512,4582.2125,1657.0653,2715.2411,-30.7418,3885.0421,-5036.0601,176.7104,744.9638,5231.7334,5003.6877,5241.7587,458.8422,-492.4283,6648.9794,-2888.2070,271.0757,5408.2725,-375736.4172,-369641.5795,-377548.0447,-374775.7872,-378129.7556,-376881.2967,-368769.8376,-373358.0682,-246426533.8131,-246436327.0213,-246434389.5786,-246431331.6157,-371973.8892,-246432632.8170,361.0111,-2606.9941,-6683.3500,3853.7305,-4386.9446,-5321.5925,-2114.6034,441.9601,1389.0753,-2304.9048,-843.7206,5770.1834,2014.8656,-5002.7783,2901.6603,4034.5524,4106.8114,1870.6923,6365.9741,-1427.4413,49.2994,5682.7527,1560.0097,4513.4868,6890.2143,-5953.8998,5299.6766,5578.1615,981.1363,7.4993,2910.9839,-1954.1631,1655.4693,-3514.0020,-1309.4301,-5272.9749,0.0000,-4545.9008,-4199.5258,0.0000,4129.9818,4826.0428,2717.7454,4383.7005,-1398.0538,2042.6059,756.9593,-5055.1919,-2948.4197,444.0562,-2497.4099,-3153.9620,-4811.8919,-4982.4877,1711.9062,-4474.6875,1358.5366,-2755.4682,-2738.3977,2486.9480,0.0000,-2848.9830,829.4807,4305.9292,4838.6328,365.8855,2843.6297,6027.1860,-5781.2933,2181.9041,-645.0769,2645.2124,-1294.5593,4187.4331,-924.3921,1699.8350,-5824.0586,5319.5556,-3072.8289,-1043.5449,-1382.2390,468.8870,3748.8070,3904.2251,4003.1270,6072.0454,-5612.4523,5531.9870,-4028.9230,6915.4889,5098.2669,-4035.5006,3585.5752,2976.2463,-6205.1305,6858.4683,-1599.0510,6091.3277,-5072.9348,-2028.9104,22036.8320,-12602.3767,9509.4353,11983.7087,4069.5625,6781.5374,4491.5929,7912.3556,235207786.0743,235194319.3519,235171802.8466,235177777.6197,7060.4765,235188879.4847,5459.6839,-4538.5705,-1312.9737,4701.4164,2490.4116,3651.9892,979.0501,-3675.9596,4394.8775,437.7786,-5967.4985,-2858.8946,3228.2827,4702.5977,-4657.9551,-5136.0093,5238.0072,-4331.6101,-2726.5938,-4116.2399,6657.6970,2969.3740,3780.0781,-4144.4983,-634.7633,1111.8207,3390.4502,-1237.9018,-3662.3127,4102.4551,-1271.1110,5544.7224,5505.4742,-1611.4238,4914.7919,4158.1861,0.0000,-1694.0604,-5429.0760,0.0000,4717.8008,3867.5791,-5329.0153,-2476.0132,4389.2141,-4624.1271,-3108.9916,4688.7792,4608.5843,963.6431,4255.9943,5233.7756,-2685.8331,-4798.0588,-3288.4322,-4398.8714,-4463.9291,5485.3623,3657.3209,-5175.3855,0.0000,429.6205,-1408.9281,18.4245,4719.6770,6829.2486,4984.7347,-3462.3261,-2850.7502,4720.4338,-3496.5120,-277.6500,5525.5230,-3341.8483,-5148.1216,-5351.9512,3272.9357,-4378.4502,-5160.6523,1347.4980,5379.0246,1741.1476,3410.5498,-3409.3814,-5388.9442,1913.9254,-4074.6905,-876.6273,2435.3444,-69.7244,-4612.9290,1286.7857,3166.2988,3408.0899,2760.0888,-749.9210,909.2583,1529.4393,4608.5478,3826.1830,-116611.5659,-118809.2270,-119390.7826,-113686.6264,-113703.8958,-124222.0979,-125908.3655,-119252.7808,-791158.4662,-819196.8005,-813416.0583,-800787.1187,-118578.0908,-795925.3931,
600.000,-3487.8149,-4997.2559,-645.4262,-1487.7012,-5711.6114,-3773.4447,5519.3103,5139.9885,5018.0899,-6544.1499,1595.5230,-657.0171,5527.7588,-2485.8904,-3773.4720,3444.2841,-231.2181,-3425.6124,2002.7528,-6363.8987,-112.3189,-1538.5751,6400.1447,-2309.5995,1368.4051,-4364.8485,-1137.6154,4530.9324,-6084.7209,-5776.2277,6758.2215,2485.5898,-2620.3160,4812.2946,3163.8008,-3584.5446,0.0000,-5800.0649,-2890.7500,0.0000,4513.5778,4221.1648,-1440.1603,5184.4010,-5019.8859,5097.2206,-6230.5955,-1500.5111,-5485.4366,6308.6107,-5073.2863,1036.2166,-4555.0625,-1480.3934,-4425.8229,-4243.1599,-3575.9348,1401.1626,3510.3948,-2031.5701,0.0000,5606.2473,-5922.8910,-4777.7574,3498.5240,-2882.8996,-3249.2077,530.0172,-3763.7468,-3408.8109,-5265.4123,6706.3404,-4414.8338,5671.7036,2978.4863,4135.1014,-2270.2920,894.7943,-5072.2427,-6204.3467,-4103.0852,5882.1649,-4846.9779,4686.9800,3291.6182,3855.1983,-1921.9019,4822.7982,-5134.9371,1368.3992,2491.8186,3773.9488,5297.1413,5347.7282,-1181.0079,720.6083,6264.0754,-1449.5378,-1832.7380,5071.5788,-376201.3070,-369362.9601,-377593.8275,-374807.7243,-378225.6457,-377002.4042,-368903.7849,-373638.4472,-251501807.0319,-251511618.3977,-251509019.1748,-251505992.6549,-372056.9820,-251507814.9296,2416.6420,-522.8078,-6124.0705,4962.0521,-3655.3209,-3756.1631,-3091.1484,-1434.0455,-737.8636,-1650.0982,241.7883,5332.8868,88.8336,-5402.5341,4658.4989,2301.2941,5321.6381,2995.5540,5429.4595,-106.8241,1069.0794,6617.0829,-102.0471,5915.3135,6356.5235,-5318.4289,6355.2243,4339.6779,2493.4241,1933.4654,1517.4961,-3763.6527,3474.7209,-4833.7960,-2793.6227,-4970.7166,0.0000,-3702.3241,-4059.2026,0.0000,2666.3482,3095.2301,3883.9020,2629.8321,728.1710,-67.7171,2464.5873,-5242.1427,-1280.2662,-809.2426,-393.6171,-3983.4886,-3203.6757,-4036.2372,3145.6895,-2785.6976,2671.4940,-4168.9486,-3519.5085,3616.3259,0.0000,-3847.4634,1378.1153,4567.0050,4040.4193,-958.1143,4659.5757,6766.6814,-5628.9783,3982.3382,1221.1648,1161.2454,811.5960,3159.6854,-2733.5839,-466.7918,-6119.7683,6145.1100,-2005.7931,586.3206,805.2323,-852.7167,4760.1539,2106.0166,2571.4040,4768.8888,-5907.0903,4214.9209,-2418.9538,6556.9349,5497.8073,-4876.8724,1674.6613,1004.8768,-6564.4745,6794.7965,-2748.2792,5969.5701,-5190.0757,-3855.5646,13986.2297,-20394.1432,1760.4156,4102.9649,-3819.4290,-1126.4760,-3312.4825,-54.2303,229771150.1581,229757978.0855,229735425.2943,229741528.4733,-800.2249,229752276.4729,5448.2067,-4634.1266,-2986.8501,4608.1899,747.7370,4421.6565,2693.4198,-4439.9806,4717.6473,-1678.2886,-6749.9199,-4234.3195,4167.6068,3507.0900,-3445.5051,-5495.5518,4394.8288,-5216.3856,-3826.7486,-2696.1858,6845.9918,1301.9145,2663.3993,-2738.6423,-2376.6397,-703.8612,2150.0957,-2917.8671,-2120.7486,3142.9797,265.8020,5255.8453,5353.4609,-79.9625,5460.0277,3214.3338,0.0000,103.8359,-4788.9784,0.0000,4525.7238,4534.7423,-5428.1559,-3638.8394,4716.8630,-4538.4702,-1794.5006,4264.2215,4029.7225,2677.5846,4683.8512,5451.6776,-4108.2883,-5431.5277,-4196.5743,-4720.8190,-5284.3008,5261.9262,4805.2707,-5534.9233,0.0000,-1374.0659,-3382.1826,2115.8589,4408.5127,6230.5358,3938.9438,-1500.5796,-1161.3219,4532.6168,-4334.7406,1260.4881,5242.5022,-2085.7183,-5374.0338,-5526.5561,1643.2143,-3045.6536,-4237.4969,2742.0458,5420.0461,3350.6159,1440.8812,-4633.1692,-5510.1520,3205.3623,-3083.9673,-2336.2063,3908.6569,1722.2395,-3373.4709,2694.2578,4126.9740,4280.1681,1368.9540,1062.4965,-908.3417,3165.5120,4094.5290,2727.5343,-116527.7802,-118709.6913,-119181.0099,-113713.7975,-113465.8901,-123903.5068,-125938.6267,-118672.9699,-784444.4180,-812434.8061,-807106.1991,-794603.3986,-118462.9988,-789451.3872,
