sl_50_5400_20260601 Coordinates.csv
2026/06/01 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:40 2024,
Start: 2026/06/01 07:47:00.00, Stop: 2026/06/01 09:17:00.00,
TIME_UNITS,STARLINK-4773 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-31666 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-32287 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-1857 - X-Coordinate,STARLINK-2252 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-1123 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-30083 - X-Coordinate,STARLINK-2131 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-5733 - X-Coordinate,STARLINK-1801 - X-Coordinate,STARLINK-30909 - X-Coordinate,STARLINK-31680 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-5535 - X-Coordinate,STARLINK-4004 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-3592 - X-Coordinate,STARLINK-5345 - X-Coordinate,STARLINK-31009 - X-Coordinate,STARLINK-11223 [DTC] - X-Coordinate,STARLINK-32040 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-30874 - X-Coordinate,STARLINK-4507 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-3522 - X-Coordinate,STARLINK-4694 - X-Coordinate,STARLINK-1573 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4773 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-31666 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-32287 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-1857 - Y-Coordinate,STARLINK-2252 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-1123 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-30083 - Y-Coordinate,STARLINK-2131 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-5733 - Y-Coordinate,STARLINK-1801 - Y-Coordinate,STARLINK-30909 - Y-Coordinate,STARLINK-31680 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-5535 - Y-Coordinate,STARLINK-4004 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-3592 - Y-Coordinate,STARLINK-5345 - Y-Coordinate,STARLINK-31009 - Y-Coordinate,STARLINK-11223 [DTC] - Y-Coordinate,STARLINK-32040 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-30874 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-3522 - Y-Coordinate,STARLINK-4694 - Y-Coordinate,STARLINK-1573 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4773 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-31666 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-32287 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-1857 - Z-Coordinate,STARLINK-2252 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-1123 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-30083 - Z-Coordinate,STARLINK-2131 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-5733 - Z-Coordinate,STARLINK-1801 - Z-Coordinate,STARLINK-30909 - Z-Coordinate,STARLINK-31680 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-5535 - Z-Coordinate,STARLINK-4004 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-3592 - Z-Coordinate,STARLINK-5345 - Z-Coordinate,STARLINK-31009 - Z-Coordinate,STARLINK-11223 [DTC] - Z-Coordinate,STARLINK-32040 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-30874 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-3522 - Z-Coordinate,STARLINK-4694 - Z-Coordinate,STARLINK-1573 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3719.8718,-6267.5423,-3172.5984,0.0000,3770.3863,-1204.7822,-4271.9011,-2488.1944,-2758.3549,4830.0814,3918.6583,-1060.2830,5236.1469,6624.7440,-2035.1476,4276.9845,6438.4112,-1341.8129,-3376.9333,-6743.0800,-4283.0950,5204.5805,-2960.3194,-6226.8017,-6203.2842,-3513.7749,6749.1043,6117.3430,-198.1611,-2075.0390,-4616.6944,5017.1764,-1337.4840,3198.6122,4430.4389,5193.4816,4522.8578,-6906.6892,6096.8981,-4540.3607,2501.2497,-4793.1255,-4456.8672,-4240.6710,-1449.3286,1310.2447,4670.8546,3280.7559,-6380.0106,4659.2638,88333.7970,118592.0223,95517.9915,95491.7624,99284.8792,98125.3979,105192.9794,100119.0514,-270729367.5118,-270683813.4019,-270706939.6158,-270719035.0504,101115.2504,-270714751.2808,1872.0682,-1511.1978,5950.6977,0.0000,1436.8582,-6623.6254,5303.5868,-3340.0121,-3199.1375,2719.0365,-4407.8488,6789.9886,4296.5720,-1503.0711,3918.5011,2662.3243,-2489.1662,-4873.9975,412.3130,-297.2417,4752.6733,3560.3067,-4577.3244,-913.1098,1347.8756,5928.1166,-608.3620,2074.1969,-5236.9199,6460.2973,-5170.7391,2508.8099,4469.3041,-2642.2209,-838.7581,-354.8283,-2408.6348,81.7392,28.8056,3280.8985,-3507.1108,-273.2931,-2371.9349,-610.5208,4779.3865,6428.1341,4562.3145,-2573.5862,269.4002,-15.8488,-331206.3889,-354268.8561,-347007.8845,-343479.5599,-351178.0903,-348495.2294,-343878.4684,-344661.3733,164191617.8257,164178641.1295,164176358.5976,164194362.7506,-344602.1276,164199629.4345,-5492.4326,-2591.6385,-199.9039,0.0000,5633.9607,1298.6981,293.5640,-5517.3538,5311.8430,4137.9660,3551.8079,-739.7272,-1107.6580,894.5536,5290.8746,4726.3702,275.7036,4412.3400,-6066.3919,-1051.0269,-2664.6323,-2822.0971,4272.6768,2897.4908,2731.3775,740.2408,796.7939,2101.8126,-4557.2343,-700.6795,157.9770,-4099.3817,-5110.1002,-5533.2296,4984.2349,-4556.0167,4660.9777,-702.6151,2562.3540,3948.7151,5388.7656,4884.0717,-4701.5342,-5435.5533,4652.2153,-2000.9209,-2348.1567,-5514.9318,2630.1381,5008.9447,-186416.8800,-189800.9238,-190922.5836,-185250.6003,-185309.0430,-195858.3088,-197405.3477,-191589.6999,80243278.9933,80271086.9563,80260380.9206,80264011.7589,-190140.2126,80255092.5654,
300.000,4316.0566,-6846.4485,-1953.4984,0.0000,4985.9541,-2408.4591,-3158.3896,-3985.9231,-4506.6774,4605.2019,2080.9458,216.1246,5757.2002,5760.8820,-446.6723,4263.1011,5752.3316,-3133.2621,-1669.8403,-6237.9757,-3221.8505,6265.3426,-4208.2924,-5624.9721,-6274.8427,-2139.0688,6078.5588,5700.8058,-2247.9321,-578.4651,-5480.8651,5673.8439,297.8827,1770.6415,4598.0014,3949.1666,3533.8477,-6707.4972,6433.7912,-2695.6696,1012.5110,-5495.8245,-5225.1298,-3918.4561,661.8628,2718.8430,5898.3629,1989.7417,-6662.2313,5211.0818,95227.4365,126014.9403,102696.8107,102775.0022,106529.9663,105369.2723,112352.5649,107058.1302,-274247546.7218,-274201317.2386,-274224391.7956,-274236716.1312,108349.7744,-274232855.3117,-221.1026,9.3853,6248.6248,0.0000,2578.1161,-6400.3669,5847.3149,-1768.3812,-2039.4831,776.7575,-4551.2609,6451.3003,2747.4092,-2866.2609,5194.5833,589.3880,-3511.8954,-5049.9917,1733.5117,1256.0782,6003.5091,2678.0045,-2868.5403,874.5814,2712.2717,6545.1013,-1775.5482,560.4667,-5286.8544,6740.7041,-3899.5664,3410.1862,5532.6145,-4242.7240,-2820.1722,-1964.1192,-4260.5555,1574.0629,-1313.3410,3861.4238,-4946.7202,1498.9189,-364.3326,1539.6461,5211.6763,5378.9455,3539.4129,-4266.6814,1585.3787,-1888.4816,-329321.4478,-351735.4550,-344692.5209,-341244.3500,-348995.8341,-346343.2546,-341666.8775,-342740.3087,158241429.7232,158228968.9249,158226244.8316,158243590.7275,-342390.1479,158249414.8464,-5369.7125,-1178.8386,1621.3677,0.0000,4068.0969,-519.8636,-1522.9967,-5364.1743,4647.9900,5099.5467,4725.1311,-2476.5837,-2534.7879,2349.3778,4508.3295,5401.6212,-1526.3950,3119.9461,-6525.1654,-2487.6827,-1262.4986,-1131.8166,4692.5966,3946.0330,1029.7333,-805.7790,2534.2744,3646.5992,-3902.0242,857.4994,1673.4186,-2105.0777,-4143.8369,-5166.3960,4012.9691,-5330.0498,4165.5993,841.8429,807.5731,4976.6871,4702.8139,3804.7216,-4489.7928,-5493.4515,4358.9052,-3275.0668,-899.4596,-5063.1991,910.9051,4012.2747,-186439.7503,-189827.0305,-190837.7787,-185400.9779,-185196.3994,-195667.8698,-197563.1895,-191295.0196,80247714.5073,80275276.6770,80264438.6821,80268423.0733,-190150.6420,80259452.5160,
600.000,4537.6613,-6767.8937,-507.3977,0.0000,5627.3492,-3371.6473,-1702.5076,-5129.3111,-5800.4014,3975.6369,15.0660,1498.1390,5722.0581,4316.1208,1144.9010,3884.6701,4485.9482,-4561.8239,156.6571,-5105.9024,-1859.3532,6696.4228,-5088.9206,-4501.4260,-5726.8259,-549.9695,4777.4552,4708.6238,-4068.4168,985.4744,-5826.0022,5698.9179,1866.2516,215.2010,4310.3316,2350.9366,2241.1959,-5859.4550,6039.1642,-573.0111,-532.3080,-5667.4009,-5519.1021,-3270.0123,2691.2850,3886.9282,6551.7397,551.5125,-6282.2474,5264.8718,102081.8586,133382.8709,109830.8343,110012.2554,113728.4533,112569.2030,119462.9258,114064.2358,-277634966.0412,-277588070.5273,-277611085.5256,-277623603.8789,115535.9878,-277620197.9827,-2272.5211,1517.9944,5883.4680,0.0000,3486.2933,-5521.2680,5793.6358,-65.5765,-716.0841,-1267.1947,-4286.8786,5477.1709,908.0263,-3964.1583,5979.5691,-1555.2966,-4200.2456,-4705.6491,2950.4183,2705.7882,6667.8753,1540.3420,-901.1042,2606.9394,3796.1417,6530.6953,-2787.7646,-1047.4114,-4863.0822,6334.8979,-2239.9512,3966.0182,6075.2638,-5455.4728,-4476.1609,-3426.2008,-5709.2280,2922.4322,-2496.1651,4104.7806,-5920.6364,3087.0792,1659.2230,3547.1085,5155.5119,3796.2808,2181.9297,-5563.4364,2733.1002,-3539.4267,-327294.0106,-349046.0979,-342224.4209,-338855.8374,-346659.6018,-344036.5681,-339306.9538,-340649.9275,152215896.8203,152203972.8561,152200812.7720,152217509.1136,-340026.3535,152223858.9906,-4664.1207,359.4179,3254.1820,0.0000,2067.3603,-2280.9439,-3168.1892,-4633.7283,3455.7080,5512.6186,5382.8600,-3946.2202,-3682.4991,3543.5610,3235.8136,5494.0026,-3163.4870,1460.0988,-6295.5178,-3646.2409,275.0231,680.9993,4609.7095,4571.6174,-783.1621,-2265.5134,3987.0450,4776.6756,-2831.8075,2319.1941,3009.5590,113.2054,-2732.0653,-4244.0872,2571.7814,-5531.7750,3224.0644,2296.4247,-1046.6387,5454.4532,3507.5243,2303.9085,-3791.3621,-4962.3576,3577.9588,-4187.6293,645.3678,-4066.5392,-906.9395,2569.7566,-186462.7617,-189853.0531,-190751.5636,-185556.3989,-185087.2705,-195471.3522,-197715.5182,-190908.4351,80252155.1056,80279465.2749,80268495.0148,80272810.6627,-190160.9694,80263812.2434,
900.000,4353.9788,-6036.1148,1026.6916,0.0000,5639.0971,-4015.8478,-41.5661,-5797.6933,-6497.4426,3008.7115,-2072.1944,2674.2077,5144.1812,2436.0185,2591.1515,3180.6789,2760.3189,-5482.6151,1918.4871,-3465.7816,-313.5487,6459.8717,-5515.5684,-2969.8396,-4604.2999,1111.8585,2982.4517,3253.8216,-5486.8569,2471.0767,-5628.9989,5105.8021,3224.0190,-1321.4118,3582.6135,559.7482,761.5225,-4443.4340,4952.5342,1609.6972,-1989.7180,-5277.4049,-5302.9657,-2353.4513,4434.8291,4706.7052,6573.1413,-900.6018,-5272.0863,4801.2469,108894.1440,140692.5308,116916.9122,117200.5596,120877.0189,119722.0316,126521.1388,121146.4620,-280890012.6797,-280842461.1229,-280865409.0032,-280878088.4167,122670.7063,-280875166.6570,-4077.8222,2883.6931,4904.4829,0.0000,4038.4730,-4071.4548,5161.5772,1604.5538,644.6676,-3210.7352,-3648.9824,3970.8656,-1044.1040,-4698.1689,6185.2982,-3556.9889,-4503.8122,-3862.1137,3936.5162,3916.1280,6684.9714,241.1151,1133.6122,4119.9611,4509.7047,5893.5935,-3556.7974,-2590.6050,-3995.9079,5287.8722,-345.2335,4089.5451,6032.0952,-6152.5264,-5633.4528,-4597.2579,-6611.1019,4010.4676,-3406.4820,3991.7393,-6323.1100,4340.2617,3502.2425,5210.7786,4609.0132,1841.2760,607.3952,-6327.8937,3617.7668,-4808.5414,-325124.8659,-346201.9957,-339604.6320,-336315.0518,-344170.5184,-341575.7659,-336799.7676,-338364.4833,146117892.1735,146106525.7823,146102935.3833,146118992.8206,-337511.7980,146125834.9840,-3451.7283,1859.3573,4508.8871,0.0000,-154.4922,-3790.0561,-4457.4336,-3404.0831,1870.3116,5332.8144,5453.4341,-4990.8045,-4424.7716,4344.7414,1611.4490,4993.5332,-4459.1349,-371.7516,-5401.2599,-4397.6814,1782.9993,2419.9659,4032.8428,4707.2815,-2511.5715,-3482.9111,4992.0704,5363.8321,-1460.0459,3519.9359,4023.2326,2319.3726,-1026.0705,-2864.8469,829.2890,-5139.7627,1937.1009,3505.8055,-2772.1905,5329.3181,1932.1668,547.7875,-2681.5696,-3898.7746,2396.6894,-4638.3581,2121.1296,-2631.5967,-2626.7551,841.5591,-186485.9132,-189878.9907,-190664.1220,-185716.9715,-184981.6286,-195268.6741,-197862.4010,-190462.1225,80256600.7516,80283652.7674,80272549.9994,80277175.4044,-190171.1948,80268171.7475,
1200.000,3769.4026,-4719.4127,2496.1735,0.0000,5037.7331,-4292.9316,1662.6911,-5913.6683,-6517.7370,1798.9522,-3969.6268,3638.8731,4088.0668,310.4080,3761.9246,2215.7615,743.7908,-5808.5005,3443.0858,-1486.8558,1279.0446,5585.5808,-5441.3069,-1180.4056,-3010.9566,2695.7877,881.7961,1494.5102,-6370.3633,3738.0513,-4917.3115,3976.6722,4251.2378,-2698.9507,2475.1657,-1248.8598,-773.6697,-2596.1726,3293.9240,3628.1636,-3228.9707,-4351.7588,-4587.4942,-1247.3409,5719.2128,5100.6658,5966.5241,-2236.1560,-3728.0805,3852.1834,115661.3881,147940.6632,123951.9115,124337.0002,127972.3709,126824.6155,133524.2940,128302.1505,-284011136.9622,-283962939.9915,-283985813.5359,-283998622.9941,129750.7684,-283996211.8163,-5459.0978,3988.9357,3425.5614,0.0000,4149.0606,-2195.7562,4028.1138,3085.5062,1916.8701,-4858.8749,-2702.9893,2087.2719,-2917.9574,-5002.5405,5780.2784,-5213.8534,-4407.3287,-2594.2109,4581.0687,4771.7811,6057.7235,-1108.3845,3039.9306,5267.1859,4800.0961,4702.2718,-4014.5662,-3911.7921,-2755.9927,3710.3067,1606.1009,3742.1389,5394.8732,-6254.2962,-6175.3537,-5356.7578,-6875.4528,4744.7051,-3961.4485,3532.3205,-6104.0481,5144.6944,4987.7202,6362.5054,3616.5737,-288.7304,-1044.4977,-6474.7911,4170.4642,-5577.7439,-322814.8616,-343204.4284,-336834.2686,-333623.0905,-341529.7720,-338961.4806,-334146.4458,-335862.0299,139950323.3454,139939535.0490,139935520.1002,139950951.0227,-334847.6015,139958250.4428,-1863.6814,3161.0773,5240.0584,0.0000,-2359.8762,-4881.1758,-5246.7248,-1807.1206,72.0874,4579.3141,4929.1507,-5498.6641,-4680.3444,4664.2468,-188.1675,3954.0056,-5274.3274,-2159.8738,-3935.8017,-4658.5257,3099.4699,3896.5014,3023.6776,4338.4794,-3969.3767,-4328.2657,5436.7647,5341.5627,67.3739,4324.7407,4605.9073,4278.0923,790.5751,-1176.6446,-1010.3742,-4195.7634,442.5665,4340.8892,-4157.4739,4614.9680,147.4032,-1269.0428,-1280.4620,-2416.2013,947.2454,-4577.8488,3369.8721,-912.5498,-4063.0292,-980.1991,-186509.2039,-189904.8424,-190575.6399,-185882.8079,-184879.4468,-195059.7535,-198003.9025,-189992.6787,80261051.4063,80287839.1715,80276603.7155,80281518.1569,-190181.3182,80272531.0282,
1500.000,2824.9513,-2943.6878,3750.0150,0.0000,3908.0788,-4187.7847,3239.8320,-5452.5083,-5852.9458,458.8878,-5483.0200,4301.8005,2661.7617,-1846.0544,4557.1013,1074.4554,-1364.8083,-5518.1927,4586.2046,628.9254,2775.3340,4167.4318,-4864.2707,694.9826,-1099.0961,4055.7506,-1304.8423,-383.5531,-6638.7181,4664.6643,-3765.1315,2451.4426,4862.2917,-3795.9261,1089.0912,-2901.6545,-2229.5844,-496.7215,1249.8260,5274.8066,-4143.8188,-2971.7009,-3430.5427,-44.5200,6419.4943,5028.6050,4796.5285,-3339.1428,-1801.1305,2499.5409,122380.7030,155124.0402,130932.7183,131418.7144,135011.2475,133873.8287,140469.4968,135517.4332,-286996853.0678,-286948021.9480,-286970814.2787,-286983724.7153,136773.0371,-286981847.7979,-6282.6967,4739.5493,1611.3875,0.0000,3782.0709,-83.6337,2518.2780,4242.7248,2986.6420,-6043.4001,-1538.7068,16.5622,-4527.4916,-4849.9161,4794.3579,-6357.5221,-3930.1397,-1024.0959,4801.6823,5188.4413,4851.9725,-2388.7146,4636.7795,5933.8959,4654.4526,3077.1287,-4118.7125,-4871.0985,-1249.1723,1766.4002,3427.3837,2940.2576,4214.9476,-5739.1846,-6053.7998,-5619.8601,-6473.8864,5062.3501,-4115.2521,2764.9949,-5275.4869,5434.1226,5975.2905,6884.4239,2265.7590,-2380.0656,-2624.2672,-5979.6789,4352.8115,-5782.1585,-320364.9044,-340054.7447,-333914.5117,-330781.1187,-338738.6134,-336194.3783,-331348.1711,-333126.7345,133716131.0182,133705941.1011,133701507.4412,133716325.7849,-332034.9505,133724046.0959,-72.4867,4125.8025,5363.1646,0.0000,-4313.5028,-5434.7986,-5448.2777,-14.8504,-1734.3658,3332.9011,3866.9844,-5415.7116,-4421.2868,4466.7569,-1967.3645,2487.4030,-5521.9808,-3694.1243,-2053.1479,-4399.7692,4083.0611,4950.5944,1690.2850,3504.6160,-5000.2613,-4711.8317,5271.3556,4712.3517,1587.5807,4643.2955,4695.2401,5780.4822,2521.8252,638.6362,-2731.8062,-2800.5448,-1099.3915,4712.6069,-5033.3919,3390.0625,-1653.3569,-2945.4730,259.9106,-673.5265,-608.1732,-4012.7183,4257.9833,905.1427,-5061.4929,-2693.1525,-186532.6331,-189930.6072,-190486.3050,-186054.0243,-184780.6996,-194844.5098,-198140.0841,-189537.7324,80265507.0284,80292024.5041,80280656.2421,80285839.7582,-190191.3395,80276890.0856,
1800.000,1596.4242,-880.0811,4654.1268,0.0000,2391.2938,-3717.9982,4527.5070,-4446.6157,-4568.0957,-891.2660,-6455.2641,4595.8924,1005.7959,-3815.6522,4914.9592,-145.8878,-3355.7462,-4656.5049,5245.8824,2667.3146,4038.4695,2352.7185,-3829.0681,2479.2493,945.3640,5063.4182,-3349.4650,-2186.5770,-6271.9050,5159.2504,-2285.4340,710.1263,5012.9088,-4520.3431,-442.7788,-4244.1491,-3479.9060,1651.1840,-948.3956,6380.3737,-4661.4658,-1266.5978,-1933.0045,1155.1804,6471.4167,4491.7149,3181.2709,-4117.9983,318.5729,868.0677,129049.2181,162239.4633,137856.2394,138442.8964,141990.4185,140866.5638,147353.8698,142768.9087,-289845739.7367,-289796286.3622,-289818990.9396,-289831975.2387,143734.4011,-289830653.5025,-6472.6780,5072.4967,-341.2606,0.0000,2957.3194,2050.2270,791.0788,4975.9591,3762.1049,-6640.4129,-261.9730,-2034.9530,-5709.8643,-4253.6223,3316.8142,-6870.6872,-3122.8992,690.6621,4555.0319,5120.8929,3189.2430,-3482.7119,5775.1240,6048.7764,4099.0117,1177.9792,-3856.2967,-5360.9250,392.2724,-343.6059,4941.6690,1755.6056,2599.5302,-4647.5175,-5293.2391,-5347.2147,-5443.4894,4936.3450,-3861.7061,1753.8834,-3911.4545,5194.7633,6374.8104,6721.6904,679.8525,-4223.9210,-3986.1617,-4882.9478,4158.6168,-5415.1934,-317775.9596,-336754.3613,-330846.6080,-327790.3703,-335798.3562,-333275.1539,-328406.1827,-330150.4319,127418287.5918,127408716.0816,127403869.6077,127418090.6731,-329075.0975,127426194.3833,1726.5894,4650.7593,4864.0246,0.0000,-5808.0015,-5390.5251,-5039.7679,1778.9956,-3343.8431,1727.5419,2382.6060,-4750.8297,-3675.9043,3774.1059,-3533.0604,752.0393,-5175.7430,-4794.8954,47.6163,-3649.9751,4628.2508,5468.1931,175.6267,2294.9422,-5494.1997,-4593.0161,4514.2714,3547.4199,2938.2347,4439.9435,4281.6367,6666.5990,3980.6624,2384.8233,-4133.9806,-1103.6448,-2523.7226,4581.3128,-5293.5041,1789.8549,-3275.2975,-4296.5132,1771.9652,1141.7357,-2095.6442,-3004.9203,4690.5286,2624.8379,-5515.3846,-4107.5745,-186556.1999,-189956.2844,-190396.3064,-186230.7403,-184685.3623,-194622.8644,-198271.0045,-189132.7225,80269967.5743,80296208.7817,80284707.6571,80290141.0243,-190201.2587,80281248.9197,
