sl_100_86400_20260127 Coordinates.csv
2026/01/27 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:27 2024,
Start: 2026/01/27 07:47:00.00, Stop: 2026/01/28 07:47:00.00,
TIME_UNITS,STARLINK-30408 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-31963 - X-Coordinate,STARLINK-32161 - X-Coordinate,STARLINK-5620 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-3120 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-1543 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-32290 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-30948 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-5610 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-31395 - X-Coordinate,STARLINK-30762 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-31461 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-5999 - X-Coordinate,STARLINK-30553 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-5850 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-2472 - X-Coordinate,STARLINK-31603 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-6065 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-1162 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-31151 - X-Coordinate,STARLINK-3083 - X-Coordinate,STARLINK-4330 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-2227 - X-Coordinate,STARLINK-5095 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-31393 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-1464 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-4045 - X-Coordinate,STARLINK-30780 - X-Coordinate,STARLINK-32356 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-31618 - X-Coordinate,STARLINK-30980 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-5687 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-5785 - X-Coordinate,STARLINK-30295 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-1173 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-11290 [DTC] - X-Coordinate,STARLINK-2013 - X-Coordinate,STARLINK-2392 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-2344 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-30944 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-2705 - X-Coordinate,STARLINK-30836 - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-1362 - X-Coordinate,STARLINK-5801 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-31118 - X-Coordinate,STARLINK-5196 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-5560 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30408 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-31963 - Y-Coordinate,STARLINK-32161 - Y-Coordinate,STARLINK-5620 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-1543 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-32290 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-30948 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-5610 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-31395 - Y-Coordinate,STARLINK-30762 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-31461 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,STARLINK-30553 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-5850 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-2472 - Y-Coordinate,STARLINK-31603 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-6065 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-1162 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-31151 - Y-Coordinate,STARLINK-3083 - Y-Coordinate,STARLINK-4330 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-2227 - Y-Coordinate,STARLINK-5095 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-31393 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-1464 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-4045 - Y-Coordinate,STARLINK-30780 - Y-Coordinate,STARLINK-32356 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-31618 - Y-Coordinate,STARLINK-30980 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-5687 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-5785 - Y-Coordinate,STARLINK-30295 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-1173 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-11290 [DTC] - Y-Coordinate,STARLINK-2013 - Y-Coordinate,STARLINK-2392 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-2344 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-30944 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-2705 - Y-Coordinate,STARLINK-30836 - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-1362 - Y-Coordinate,STARLINK-5801 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-31118 - Y-Coordinate,STARLINK-5196 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-5560 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30408 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-31963 - Z-Coordinate,STARLINK-32161 - Z-Coordinate,STARLINK-5620 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-1543 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-32290 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-30948 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-5610 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-31395 - Z-Coordinate,STARLINK-30762 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-31461 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,STARLINK-30553 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-5850 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-2472 - Z-Coordinate,STARLINK-31603 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-6065 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-1162 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-31151 - Z-Coordinate,STARLINK-3083 - Z-Coordinate,STARLINK-4330 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-2227 - Z-Coordinate,STARLINK-5095 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-31393 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-1464 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-4045 - Z-Coordinate,STARLINK-30780 - Z-Coordinate,STARLINK-32356 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-31618 - Z-Coordinate,STARLINK-30980 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-5687 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-5785 - Z-Coordinate,STARLINK-30295 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-1173 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-11290 [DTC] - Z-Coordinate,STARLINK-2013 - Z-Coordinate,STARLINK-2392 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-2344 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-30944 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-2705 - Z-Coordinate,STARLINK-30836 - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-1362 - Z-Coordinate,STARLINK-5801 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-31118 - Z-Coordinate,STARLINK-5196 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-5560 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2323.3470,5734.5081,-4693.4986,5142.9560,2442.7346,5675.0083,3366.2911,1691.1349,2437.6655,-563.5394,6342.9890,5722.9295,-1020.7623,-88.7067,-1798.9995,-4300.0981,2205.9287,6606.9651,718.1380,1968.4808,5271.3967,6815.4365,4603.7394,-3607.8261,-2321.4034,-2073.0497,-2754.8274,-5467.7299,6635.8222,3659.2385,112.7377,4419.2474,1748.3450,1911.8134,4928.8923,5390.4601,-3255.5867,-4187.0637,-2011.9016,-6723.7197,3589.7874,-2881.7800,4688.9705,6292.4879,-4353.8999,-1652.5340,-2692.3501,-3631.9394,-6049.7000,4935.8490,-5380.2175,4403.9615,-3977.4498,-265.8017,720.2039,-6312.8935,-3917.9566,1725.3011,-2496.9902,4218.1665,4345.5370,5331.9119,3843.8337,-3704.3992,-3837.5530,-4179.0709,-4833.5979,-5678.9778,3955.0787,3321.0762,-2539.1547,-2750.8163,6227.1184,-1077.1056,3156.9708,-5369.3292,6873.7984,6071.5689,4723.9672,-2242.8188,-3930.0222,-2877.7523,1072.7189,-6371.7971,5404.9505,-6513.0233,-4317.3285,-2936.4442,4755.2465,6287.1520,-2631.5314,-5643.9191,-1404.2677,-3921.6990,5339.4508,0.0000,-4020.3189,1935.9385,-3.9109,94.1444,344873.5710,317324.1556,328060.7419,331774.3261,323295.9285,326417.0008,326268.1789,327298.2915,-155488353.8612,-155548710.0454,-155529076.5171,-155517192.3597,327898.0293,-155506190.0302,-4509.8659,3856.3747,4508.6354,-2424.4945,4432.5010,-3450.3621,1480.3764,5348.5050,-5858.6214,-4136.9432,-752.9747,-1319.4861,5540.6969,-5265.8707,-5184.2562,4016.2617,-3342.3458,1798.2636,4129.6208,-5835.9266,119.8783,-957.5245,-4873.6695,-3566.5478,3705.6541,-5927.6040,-6146.4492,4053.5372,-1871.8681,3998.1938,-6937.8061,-4298.0801,6552.2639,4029.4860,2454.2656,-4326.3577,-2920.7512,352.8679,6635.1176,1167.7363,3034.8723,6179.9141,-2717.9438,-2491.4897,4595.9071,4500.7584,-2627.4141,-3649.9630,-1680.1260,1290.0217,3389.6023,5159.4657,4112.1074,5145.9102,6263.5847,-703.3422,-3868.3273,-5096.6503,3330.1144,-830.2118,1235.6691,3337.8775,-5426.2738,-5329.8829,-5588.3270,-591.5034,-1840.6747,3642.6348,-3208.5669,-4737.5420,-6274.7804,-4310.5685,1036.1931,5529.0669,4.2130,-4317.3893,513.5695,-1142.2579,-1149.9877,-4922.3409,3049.3768,-4163.2472,6834.4047,-352.1965,2717.1545,1285.6285,3950.5046,3192.5578,1543.9518,-1292.9882,-6319.5560,-414.9442,-5012.8639,-3298.8686,-3263.9387,0.0000,1027.2080,-3673.2494,5373.3360,-5075.5219,93252.0346,76123.5226,93914.0680,91992.1783,92887.7642,92443.2051,83957.6163,86169.4805,295817298.1034,295792660.6297,295808498.7807,295811290.8477,87870.7365,295807880.5029,4711.3309,-315.0763,2299.4787,3739.3598,4472.9282,-1566.9914,-5881.0789,-3898.2238,-2509.7214,5524.4426,-2661.0039,3589.0049,3996.1995,4337.3710,-4051.7117,-3678.0905,-5684.5298,1067.3296,5409.8695,-2934.0584,4465.1370,-551.7326,1672.4399,4544.2697,-5365.1923,2732.4026,-1572.9608,-1340.3817,-748.6990,4140.1686,43.6160,3180.1171,-1370.9296,5133.4716,-4188.3564,1206.5899,5341.5652,-5483.3183,-40.3205,314.7254,5054.5830,765.8269,3951.5443,-1414.9596,-2827.6731,4678.3989,5825.8606,4633.3065,-2917.6296,4660.0616,-2770.8724,-1518.4556,-3711.6550,4601.3511,-2714.2791,-2750.8964,4077.0429,4336.7336,-5524.1133,-5426.8532,5225.2402,2929.0477,1603.2783,-2391.3289,1453.5254,-5502.8760,4441.5461,-1617.2482,-4547.1722,3648.7318,-1155.6561,-4692.0483,2649.2463,-3850.0681,6184.1838,613.2758,-468.5899,3095.0400,4902.7612,4035.7211,4803.9391,4706.1963,-226.4311,2447.8754,-3175.7126,-2053.8329,3495.2008,-5313.6053,4694.7500,2579.5495,160.8821,-3921.6815,-4587.6921,-4681.0971,2982.2528,0.0000,5560.2477,-5533.1186,-4422.9634,-4439.8397,147922.7980,146290.2173,143736.6987,150056.6414,149435.4848,138798.4808,137776.8294,145087.3633,-124714598.0042,-124704859.3662,-124723397.0048,-124705977.1156,144823.3205,-124711348.3202,
3600.000,5556.0371,-5276.5997,1191.0360,-4052.2950,-5731.8215,-3990.8581,-1513.5473,-4924.9576,1610.6034,4446.5544,-3387.6003,-5973.4260,-802.8237,3707.2936,5168.4984,2801.5151,2193.6753,-6422.9526,-4927.9371,2189.4914,-3963.8724,-5330.3067,-3134.4848,6457.6787,-123.7013,3800.9798,3621.6220,3665.0096,-4424.8417,-6481.8640,2103.6729,-2959.3736,-3065.4690,-5024.3593,-6836.6636,-3384.8483,4941.6204,4384.6607,-504.0624,4801.4870,-4486.1750,-326.8906,-3942.8242,-3470.2644,658.7021,-2717.5615,-1740.3730,5737.4417,6774.2512,-6787.5585,4214.2365,-4040.9164,1891.0891,-2094.6519,-3654.7906,3887.4045,6195.2311,18.5580,-964.8714,-2317.0334,-3735.5708,-5096.1304,-440.6505,4061.6272,5284.9146,5194.9575,4899.5196,4092.6887,-178.4868,1149.4770,4427.0760,5888.5285,-3710.7430,-2818.7278,-5901.7993,5435.4381,-5695.2472,-2820.1292,-5334.1441,4230.5326,-193.2953,5685.8801,-2460.9914,6305.8588,-6583.6183,5863.3231,-105.3895,816.5260,-6766.7804,-3516.3652,4369.1446,6675.7923,4861.8375,5818.6343,-4296.5313,0.0000,6205.8248,1566.5829,-360.5119,4053.0483,309306.6279,286717.6851,296772.0029,299058.0131,290293.6126,293119.3809,293963.9448,295287.9146,-226787928.8563,-226843623.2063,-226825030.8962,-226818479.2783,295223.3134,-226805422.4672,2237.0962,-1503.2845,-4322.9854,5471.5859,-836.2590,4573.5275,2877.1381,-4706.3405,4745.0321,3983.8154,2790.2179,3362.9239,-6867.7646,2171.4603,4387.6642,-6329.7712,1933.1952,480.3065,-2347.6482,4478.6881,3852.6339,2415.7899,5542.5748,686.9550,-6375.7616,5393.6148,3215.4723,-5413.8161,3681.3475,-1915.0419,5703.7264,6273.2157,-5449.3852,-241.4034,-1003.8971,3252.3854,-1128.5203,-4271.8210,-6011.8254,-2736.4862,1314.6368,-5561.3784,5360.6276,3475.8878,-5058.3035,-841.9803,-555.6110,201.4001,151.0070,805.2174,-5444.2726,-4505.5916,-6548.6107,-6523.6955,-3461.5101,-1981.5038,2935.8082,6899.1223,-5629.1135,4698.6410,3124.4418,365.6052,4584.2486,1875.6327,3912.0137,-3119.3443,-2783.8797,-5209.2053,5778.5412,4959.1725,4508.0338,2317.5096,2056.0380,-3015.4307,2208.0915,2373.1998,1224.7164,3164.1484,4131.6370,247.7158,-4454.5741,3769.2342,-4961.6299,-1471.4178,-1072.6327,-3374.1023,-5058.1877,-6370.4374,672.9769,3744.2232,3771.7565,-1641.7344,2863.4701,-228.6923,5419.2658,0.0000,-2720.3941,5688.6836,-6942.5808,1885.5159,176532.2555,151955.7672,172464.1476,169839.4024,171465.7214,171112.0659,163478.9401,168282.8549,245469084.8472,245432484.3727,245452396.1441,245455443.9381,166520.6460,245458533.4620,-3493.8180,4203.9528,-5257.2758,-152.1469,-3492.0538,-3117.2108,6116.3732,462.7801,4621.1273,-3533.8021,5335.9856,674.2632,12.2713,-5312.2506,724.4398,425.4100,6298.0427,2550.6579,-4147.5109,4645.5702,-4162.8546,-3668.1993,2679.6769,-2078.1772,2667.7103,1843.5728,4925.7004,-2323.7356,3856.6796,-951.9080,3334.5610,248.0028,-2963.0678,-4594.3500,216.7439,-5220.7557,-4706.5157,3180.2440,3406.5231,4006.9496,-5095.8449,-4009.4543,877.4573,4853.6301,4681.1833,-6072.2445,-6700.1524,-3895.2575,-1408.9558,-1073.3826,-830.4078,-3419.2169,100.1275,-946.5982,4653.9925,5360.0524,126.1858,-521.6478,3882.7768,4508.3899,-4916.8987,-4707.6403,-5060.6157,5261.9262,2193.8181,3352.4176,-3850.6263,-2064.1406,3619.3418,-4562.1132,-2689.1088,2828.4501,-5381.8520,5419.2244,-2941.6986,3552.0121,-3717.5673,-5468.8018,-1515.0105,-5262.5238,-5301.2099,-1165.0817,4141.4017,2190.8233,-1467.6963,-1592.4590,-4578.5381,2385.6168,-955.0389,-4644.8391,-3690.0923,-289.6616,4020.7035,3758.5292,524.4308,0.0000,-1533.4253,3591.3345,-238.1858,5036.9167,148617.5796,147150.5186,145875.7675,149077.0803,151760.2271,142494.9963,137233.7219,145766.7893,-124665839.6081,-124661591.2990,-124680629.9440,-124664235.7455,145802.0969,-124665689.8751,
7200.000,-6929.1597,3494.3202,3215.4348,919.3421,6310.9292,-313.6603,946.1616,5667.8385,-5461.2427,-6156.8889,-332.2870,3292.8497,2300.2391,-6371.6491,-5838.2726,-375.6120,-5887.6225,4031.5756,6818.7798,-5826.3151,2143.6273,1490.0366,-315.7740,-6213.0753,1719.3582,-4144.5263,-4401.5019,-171.2122,647.1028,6089.6126,-4380.0083,315.4134,3889.6708,6293.9971,5673.1115,-668.3219,-5602.3391,-3499.3467,3590.5178,-387.2313,4821.5091,4108.4628,253.1704,-843.6553,3344.7341,6278.0953,3178.6115,-6366.4481,-4591.8370,5698.5134,-1322.5267,2653.0066,1094.9395,3283.1355,5981.6600,-819.4219,-5352.5982,-1623.8419,3072.8827,743.7950,2944.0091,4131.8132,-3975.2055,-4232.2794,-5232.8356,-4829.5872,-3584.5561,-701.5064,-2902.0165,-5027.6140,-5013.1668,-6893.7764,453.9075,6148.1099,6181.6339,-3941.1650,2266.3095,-946.3778,3871.5917,-5182.2214,3584.9898,-5838.2775,4039.8592,-2927.7761,4364.1923,-2969.6124,4200.2814,942.1122,5467.3232,-45.2632,-5062.0496,-4487.4826,-6827.8160,-6235.7083,1516.5906,0.0000,-5470.2566,-3536.1351,611.3079,-6535.4320,253959.7219,238527.0083,246883.8497,247481.0377,238990.0303,242201.9477,242703.7773,244586.2986,-282620192.5277,-282667807.1679,-282650862.9063,-282646598.5409,244076.4943,-282636874.6155,51.2722,-2338.0963,3726.3155,-5729.7707,-2386.4432,-4092.6593,-6317.7786,1885.1013,-2455.0553,-3129.1753,-5063.3967,-4028.0103,5118.8976,730.9296,-1589.5372,6206.7937,-1701.4989,-3216.7969,654.6362,-2091.7031,-6457.6424,-3871.4802,-4346.8108,1988.9195,6486.2193,-1847.7720,1123.5446,5210.9550,-5108.2168,-864.6954,-2572.6144,-5959.6511,1808.1890,-2549.7464,-800.5609,-2344.8160,3899.3153,5839.9704,3590.5105,4164.6301,-4570.8939,3228.1413,-4555.6873,-4408.8983,4817.1018,-1409.9725,5008.2494,2632.1524,1836.6835,-2253.4099,5567.1235,998.9393,5697.0150,5097.2596,-141.8527,5049.0076,-452.3118,-5651.8675,6189.0400,-6832.3016,-6071.1503,-4192.2021,-2752.0601,2519.6767,-438.1970,4903.6248,5793.8421,5240.8802,-6177.4594,-4103.8166,-520.8912,-198.7321,-5335.8111,353.7550,-2442.8995,1336.2120,-3476.0635,-5250.7135,-4965.9079,3833.4668,5362.2708,-2001.4753,1076.9514,3250.2870,-1579.4769,4589.5413,4900.1783,6421.8510,-2285.7124,-5771.7081,630.9462,2971.4500,-630.3091,2981.3420,-5647.5483,0.0000,2569.4415,-5910.8851,5055.4630,1041.0228,247766.0272,217575.6647,239769.4972,236083.2188,239114.9977,237735.0097,232392.2034,232715.1979,178373705.2936,178326826.1937,178351567.3261,178353534.7451,234442.8186,178362289.1901,126.6500,-5499.7615,4832.3969,-3570.1323,-436.3555,5438.7429,-2704.4199,3303.7212,-3274.9036,-620.6870,-4707.8733,-4519.9917,-4043.9151,2332.2157,3136.5739,3061.7272,-3287.3946,-4637.2744,-79.5314,-2867.4262,1230.7705,5507.2105,-5371.2037,-1981.9483,1668.4385,-5139.7092,-5220.6763,4563.0750,-4651.1350,-2963.5585,-4733.4425,-3552.1461,5415.0975,503.0899,3859.8943,6570.3728,1079.3897,1135.6991,-4727.3747,-5407.7675,1889.3642,4437.0040,-4927.6788,-5263.3865,-3700.0125,1857.5355,3593.9459,779.6824,4830.2379,-3214.3649,3905.1673,6336.4599,3572.6376,-3332.4703,-3366.1580,-4667.1121,-4266.7770,-3648.8147,180.8464,-811.1960,1505.9305,3672.1515,4830.7437,-4859.5501,-4536.3225,809.0508,356.2991,4478.2469,1.3118,2172.9608,4652.2305,721.2730,4259.2641,-2939.1719,-2035.7136,-5532.6608,5511.8557,4386.9773,-2858.6095,2008.6455,2501.4075,-3132.7222,-5522.5424,-5260.8907,5000.6249,4276.2009,2199.6438,2198.5720,-3473.1836,3809.7557,4558.4781,4278.1841,-1041.4948,-591.2998,-3738.1463,0.0000,-3423.8036,583.6474,4732.2493,-1291.5043,149263.7897,147977.7876,147979.8860,147162.8330,153578.3329,147060.8328,137383.5338,146451.9574,-124617032.1785,-124618306.7616,-124637316.8698,-124622794.8397,146765.6667,-124619992.0936,
