sl_100_5400_20260730 Coordinates.csv
2026/07/30 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:37 2024,
Start: 2026/07/30 07:47:00.00, Stop: 2026/07/30 09:17:00.00,
TIME_UNITS,STARLINK-1159 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-31633 - X-Coordinate,STARLINK-30317 - X-Coordinate,STARLINK-30797 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-32199 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-31679 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-30986 - X-Coordinate,STARLINK-31792 - X-Coordinate,STARLINK-6327 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-30962 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-5282 - X-Coordinate,STARLINK-5419 - X-Coordinate,STARLINK-32076 - X-Coordinate,STARLINK-3291 - X-Coordinate,STARLINK-3987 - X-Coordinate,STARLINK-3828 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-5750 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-31337 - X-Coordinate,STARLINK-4615 - X-Coordinate,STARLINK-5680 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-31727 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-31821 - X-Coordinate,STARLINK-2052 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-31161 - X-Coordinate,STARLINK-31071 - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-4717 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-6225 - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-3098 - X-Coordinate,STARLINK-3980 - X-Coordinate,STARLINK-30453 - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-31634 - X-Coordinate,STARLINK-5042 - X-Coordinate,STARLINK-11208 [DTC] - X-Coordinate,STARLINK-2365 - X-Coordinate,STARLINK-31238 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-3758 - X-Coordinate,STARLINK-3794 - X-Coordinate,STARLINK-4800 - X-Coordinate,STARLINK-31781 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-11240 [DTC] - X-Coordinate,STARLINK-1534 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-30181 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-1812 - X-Coordinate,STARLINK-30788 - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-3729 - X-Coordinate,STARLINK-5258 - X-Coordinate,STARLINK-5576 - X-Coordinate,STARLINK-2035 - X-Coordinate,STARLINK-32263 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-5072 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-1423 - X-Coordinate,STARLINK-5379 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-5047 - X-Coordinate,STARLINK-1545 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-31255 - X-Coordinate,STARLINK-3940 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-4422 - X-Coordinate,STARLINK-3093 - X-Coordinate,STARLINK-31288 - X-Coordinate,STARLINK-4261 - X-Coordinate,STARLINK-4793 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1159 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-30317 - Y-Coordinate,STARLINK-30797 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-32199 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-31679 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-30986 - Y-Coordinate,STARLINK-31792 - Y-Coordinate,STARLINK-6327 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-30962 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-5282 - Y-Coordinate,STARLINK-5419 - Y-Coordinate,STARLINK-32076 - Y-Coordinate,STARLINK-3291 - Y-Coordinate,STARLINK-3987 - Y-Coordinate,STARLINK-3828 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-5750 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-31337 - Y-Coordinate,STARLINK-4615 - Y-Coordinate,STARLINK-5680 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-31727 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-31821 - Y-Coordinate,STARLINK-2052 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-31161 - Y-Coordinate,STARLINK-31071 - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-4717 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-3098 - Y-Coordinate,STARLINK-3980 - Y-Coordinate,STARLINK-30453 - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-31634 - Y-Coordinate,STARLINK-5042 - Y-Coordinate,STARLINK-11208 [DTC] - Y-Coordinate,STARLINK-2365 - Y-Coordinate,STARLINK-31238 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-3758 - Y-Coordinate,STARLINK-3794 - Y-Coordinate,STARLINK-4800 - Y-Coordinate,STARLINK-31781 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-11240 [DTC] - Y-Coordinate,STARLINK-1534 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-30181 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-1812 - Y-Coordinate,STARLINK-30788 - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-3729 - Y-Coordinate,STARLINK-5258 - Y-Coordinate,STARLINK-5576 - Y-Coordinate,STARLINK-2035 - Y-Coordinate,STARLINK-32263 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-5072 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-1423 - Y-Coordinate,STARLINK-5379 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-5047 - Y-Coordinate,STARLINK-1545 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-31255 - Y-Coordinate,STARLINK-3940 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-4422 - Y-Coordinate,STARLINK-3093 - Y-Coordinate,STARLINK-31288 - Y-Coordinate,STARLINK-4261 - Y-Coordinate,STARLINK-4793 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1159 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-30317 - Z-Coordinate,STARLINK-30797 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-32199 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-31679 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-30986 - Z-Coordinate,STARLINK-31792 - Z-Coordinate,STARLINK-6327 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-30962 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-5282 - Z-Coordinate,STARLINK-5419 - Z-Coordinate,STARLINK-32076 - Z-Coordinate,STARLINK-3291 - Z-Coordinate,STARLINK-3987 - Z-Coordinate,STARLINK-3828 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-5750 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-31337 - Z-Coordinate,STARLINK-4615 - Z-Coordinate,STARLINK-5680 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-31727 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-31821 - Z-Coordinate,STARLINK-2052 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-31161 - Z-Coordinate,STARLINK-31071 - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-4717 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-3098 - Z-Coordinate,STARLINK-3980 - Z-Coordinate,STARLINK-30453 - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-31634 - Z-Coordinate,STARLINK-5042 - Z-Coordinate,STARLINK-11208 [DTC] - Z-Coordinate,STARLINK-2365 - Z-Coordinate,STARLINK-31238 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-3758 - Z-Coordinate,STARLINK-3794 - Z-Coordinate,STARLINK-4800 - Z-Coordinate,STARLINK-31781 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-11240 [DTC] - Z-Coordinate,STARLINK-1534 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-30181 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-1812 - Z-Coordinate,STARLINK-30788 - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-3729 - Z-Coordinate,STARLINK-5258 - Z-Coordinate,STARLINK-5576 - Z-Coordinate,STARLINK-2035 - Z-Coordinate,STARLINK-32263 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-5072 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-1423 - Z-Coordinate,STARLINK-5379 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-5047 - Z-Coordinate,STARLINK-1545 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-31255 - Z-Coordinate,STARLINK-3940 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-4422 - Z-Coordinate,STARLINK-3093 - Z-Coordinate,STARLINK-31288 - Z-Coordinate,STARLINK-4261 - Z-Coordinate,STARLINK-4793 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3494.8200,5353.0124,577.4612,-1524.0752,-5211.2598,-5663.2502,-647.8643,4266.3472,-10.1716,-5485.2154,3857.9198,5380.0886,-5328.4855,-6423.7989,-4616.8815,966.6300,5029.0879,211.5964,3269.6064,-6104.4539,1686.3363,-3660.8057,4064.4110,5855.1597,-4405.1193,1872.2400,-6044.2919,1928.6533,5783.6747,4281.5877,3458.6080,780.8129,-3525.6675,-4197.3470,-1163.2084,-3795.7843,-329.0918,-1075.2691,5564.5780,-2109.0024,6227.3631,-3076.6150,4164.7934,-3832.1426,-4177.0148,6424.9153,5561.1277,351.1290,-5932.4262,3919.7724,321.6109,6431.8572,-2058.7935,1289.8041,0.0000,3262.4278,-3590.3407,6601.7790,673.9283,3399.2220,-2537.5341,2262.6229,0.0000,3450.5466,-5266.3937,-3782.5051,-2197.1875,289.5732,3411.7921,6547.8253,-5852.3335,2228.8403,5194.2287,3112.7352,6285.4710,-4383.3260,-2250.6579,-5541.9501,1017.9445,1894.5878,-1264.5839,-3541.7269,-1267.9053,5295.7811,6594.5406,-6453.1598,-5762.5663,-6842.5804,5039.5888,-4113.1171,3793.9241,4901.7863,-4657.5336,2183.5329,-4533.8970,1427.6659,-4374.9419,-4104.3311,5229.6281,468.7922,92000.8905,125382.6975,106815.0524,104155.1470,112710.2426,109928.3677,109655.3654,107662.8346,-264127260.5490,-264142469.7522,-264136512.2773,-264124282.9937,108126.1306,-264129087.9734,2593.1006,990.0299,4994.8421,4028.0947,-520.9457,1770.5188,-3948.9457,4966.2099,6192.2182,-3779.4047,5085.3310,-4318.3463,-3336.8558,-1643.0020,-2482.0062,6746.7813,1299.0467,5571.4303,-5992.4727,-1154.0491,-5009.9668,4771.0280,-2915.6419,3082.3226,557.5153,-4527.2371,1675.0920,5247.9065,1537.8498,-4516.0745,3977.4006,5168.3982,-5462.7621,-1145.8072,5096.9576,5654.2744,-4211.2693,-6586.5186,2763.1173,4842.1708,-1442.4538,5771.2480,1600.5766,1682.8627,170.2314,2509.3987,-3799.3817,-4193.8196,1946.4806,-1964.0472,-5045.6402,2047.2378,-5276.0285,-3947.4786,0.0000,2649.5210,-3449.5832,1031.2077,-5848.9574,5769.8543,-5145.1227,-4064.0870,0.0000,-5502.1460,4120.2500,5487.5828,4168.7026,6654.1632,-2827.8758,-1854.8558,-96.3151,5022.3333,-189.1728,-5156.3086,-2666.1799,-3381.3357,5481.3149,1820.7382,-6635.5307,-4080.9915,5072.9638,-2156.2260,-5899.5199,3148.7570,807.5380,-1729.8703,3787.1952,-1066.8938,-4689.6144,-2059.7363,-1693.5228,-4426.7406,-2564.4966,6018.4528,1330.6695,-6193.3439,2614.7823,-3824.8504,-4403.1058,6882.1418,-362945.2618,-360199.0713,-369419.3817,-367631.1716,-368526.3505,-368062.7032,-359651.7277,-363048.4799,78279544.1605,78259138.4938,78269002.0746,78267956.3911,-363452.0924,78262856.9590,5348.8017,-4187.8900,4613.8881,-5321.2188,4416.0375,-3210.6033,5330.3869,2263.9633,3104.3720,-1819.5140,2378.6888,-531.3128,2902.8138,1617.6492,-4540.0077,1119.3767,-4590.7572,-4117.9244,1085.9669,-3027.4651,-4507.4608,3234.5250,-4780.6639,1946.3593,-5305.0488,4869.7305,-2993.0793,-3981.0426,3445.9454,-3027.8797,-4502.5347,-4552.6707,2039.5234,5310.5638,4355.2978,-1253.0892,-5475.8330,1789.2174,-2937.4537,4352.5560,-2499.1740,2254.7408,-5056.7063,5540.1307,5502.8038,-729.6455,-1158.6081,5489.1913,2961.9748,-5302.7362,4711.1294,884.2429,-3786.9178,-5537.4025,0.0000,-5445.0674,-4626.4347,1839.4501,3662.9158,1708.6771,3815.0753,-5122.0520,0.0000,-2316.0533,-574.5851,602.1971,-5027.6652,-1466.9726,5312.4106,-210.1733,-3720.2015,-4026.9551,4578.1468,2759.0438,-515.7138,4168.7583,3504.9157,-3728.1598,-1608.1118,-5252.8020,-4556.5176,-5505.1787,3170.2158,-3149.2536,-2039.1646,-1848.4808,-342.4826,-320.1286,-237.5224,-5205.2047,-5518.6536,1976.3393,4292.0513,-2566.4158,-5097.7102,2727.3497,4720.3687,3919.1684,-1032.2829,-39.9829,-115723.9522,-120737.7416,-120281.6377,-114924.7326,-114724.9617,-125218.9097,-127011.0804,-121297.2476,118431166.8373,118428519.4588,118404868.1446,118413088.9981,-119647.9105,118419523.0236,
300.000,-2555.6162,4511.8350,2683.5832,659.2493,-6018.3042,-5698.5852,-2786.9322,4975.6876,1677.4772,-6296.3567,4668.7884,4089.4143,-5496.3904,-5995.8087,-5062.8964,2157.7135,5016.6983,2124.6127,1900.2202,-6773.4692,-452.3838,-1869.6911,3573.0946,5717.1167,-4575.4550,-206.0427,-5855.1348,3805.2474,6646.2196,3599.7565,5096.0581,2735.4502,-4456.7319,-4002.8193,770.8856,-2774.8211,-2393.5823,-2190.8494,5545.0714,33.7922,6047.7227,-1513.6436,5328.3472,-2997.6456,-4160.3906,6514.3505,4630.1597,-1750.5382,-5909.4192,3375.5492,-1819.1621,6689.7225,-3897.8947,-770.2201,0.0000,4217.2134,-4852.4314,6906.9228,947.1262,4088.5872,-3388.3498,886.2640,0.0000,2500.2579,-4346.0018,-2659.1732,-820.8895,1827.7038,4893.4903,5757.0508,-5014.8144,3200.7807,4557.5316,1374.4207,5614.3964,-4942.3130,-478.7152,-5287.9232,-328.1384,-262.1692,881.6011,-4460.9097,-2426.7331,5103.3806,6945.0313,-6174.5649,-4886.7186,-6808.1233,3731.9978,-5655.3885,2733.2907,4187.2990,-4433.5949,3511.9484,-5392.8132,-99.2327,-4850.4447,-5574.1347,3982.5871,1639.8317,99591.6867,132922.3246,114369.7257,111832.9940,120409.6696,117653.1288,117288.3010,115339.3338,-265770510.9180,-265785472.6133,-265780333.9248,-265768361.1340,115795.7257,-265772398.1429,4426.5327,-800.3199,4700.4398,4086.1504,1040.4479,3249.6870,-3479.0878,3330.2319,6480.1309,-2831.4631,3446.3202,-5205.2693,-1456.3048,-232.2192,-383.0292,6526.0357,-851.7733,5796.6600,-6032.0277,88.3744,-5062.7002,4776.4600,-4690.9994,1572.8831,2574.6862,-4229.8635,3353.8371,4886.3737,311.2526,-5749.7522,2766.3157,4278.3035,-3952.5395,1025.4607,5735.9703,6318.0436,-3523.7217,-5606.1940,857.9480,5008.7783,-3062.3527,5599.9410,-31.9099,3640.0837,2294.8320,930.6171,-5008.5357,-4463.5795,3346.9817,-3930.7913,-4979.5235,851.8579,-4899.6020,-4540.4125,0.0000,688.0624,-1683.0972,-488.2122,-4317.2366,4471.0306,-3453.0119,-5453.0914,0.0000,-6399.5040,4952.2573,6016.9107,5532.2719,6568.3649,-3284.9252,-3198.1763,1744.5926,3319.7042,-2246.0021,-4980.3385,-3692.0510,-1357.7758,5010.9194,3637.9666,-6089.1870,-4135.0683,5003.8426,-196.1044,-4546.9067,1415.0105,198.6398,-34.8401,4649.9274,446.9283,-5519.2123,-1685.0855,-3574.5448,-5475.5514,-565.4077,5875.6468,2617.7193,-5537.4905,3953.7640,-3132.6133,-4945.8648,6446.6216,-361029.9170,-357564.3252,-367057.8076,-365230.8503,-366188.6043,-365737.3468,-357372.2107,-361215.2667,72494388.4112,72473806.9089,72483567.2499,72482887.2694,-361107.3488,72477647.4975,4630.5202,-5116.6829,4157.7882,-5452.5227,3107.4560,-1568.8909,4956.3861,3480.7809,1789.0185,-27.2652,3564.1874,-2019.4210,3949.3941,3247.1484,-4723.5606,-697.1287,-4708.0687,-3149.7319,2784.9771,-1363.3377,-4736.1143,4504.4220,-3618.8734,3519.5005,-4504.5211,5456.1501,-1650.0688,-2957.0629,1859.7535,-1364.6667,-3798.4584,-4718.6789,3304.7509,5482.2885,3580.9896,555.5183,-5447.9406,3388.6570,-3968.7277,4663.0216,-1066.4772,3765.5624,-4132.8520,5097.6563,5019.4056,-2197.1127,392.9087,4986.9535,1288.5995,-4526.7361,4433.6111,-945.1270,-2683.7489,-5167.0640,0.0000,-5389.9772,-4451.2955,336.3664,5339.6434,3321.3619,4902.9941,-4164.7622,0.0000,-565.3311,1263.9137,-1239.1536,-4024.2566,73.3956,3628.1679,-1734.1108,-4462.7175,-5014.7984,4706.7499,4143.2124,1304.0838,4662.6627,4693.8655,-2592.3467,-3237.1713,-5537.8086,-4720.6477,-5249.5421,4457.6690,-4453.8441,62.2113,-3153.2399,1462.6249,1218.4458,-1751.8576,-3663.6302,-5240.7128,197.4820,5166.8190,-838.0523,-3516.8443,4139.3769,3022.6740,2446.1858,-2737.6868,-1832.0204,-115606.9735,-120640.3014,-120073.3472,-114957.0125,-114495.1085,-124903.2338,-127043.6569,-121233.6029,118431164.7922,118429121.6686,118405277.1633,118413039.9961,-119537.0251,118419607.9430,
600.000,-1411.9322,3256.4234,4513.7303,2775.2678,-6228.7289,-5132.8976,-4621.8565,5233.8376,3187.4096,-6476.8984,5036.3692,2389.7009,-5164.1586,-4962.7250,-5064.9407,3140.8615,4564.5231,3813.5780,315.9053,-6768.7585,-2550.7668,138.6855,2767.4052,5032.2029,-4339.5252,-2283.2009,-5110.9484,5290.9897,6848.3082,2574.2417,6250.2817,4446.9952,-4964.0522,-3464.6131,2602.7835,-1472.8096,-4239.0234,-3126.2733,5007.1438,2175.6029,5268.8401,230.2450,5948.2203,-1925.1090,-3786.4614,5984.0951,3226.4790,-3662.1089,-5306.1208,2542.4383,-3777.7067,6251.3537,-5327.2740,-2730.8801,0.0000,4801.2642,-5648.8781,6542.5211,1042.6989,4406.0982,-3954.4445,-535.3049,0.0000,1304.6475,-2940.6023,-1230.6090,596.1900,3179.8925,5864.0604,4372.5264,-3723.5012,3897.1396,3521.6407,-549.7823,4359.8998,-5067.6155,1375.8578,-4540.8191,-1675.9199,-2396.1848,2946.9957,-4984.4404,-3383.8520,4446.0796,6588.6800,-5314.8920,-3512.1389,-6114.4453,2044.5671,-6619.5439,1454.8903,3054.0324,-3808.0259,4479.8752,-5732.9268,-1655.7207,-4863.5274,-6465.4667,2322.5553,2667.2347,107144.3443,140405.3664,121874.8349,119460.1106,128057.4750,125326.6406,124873.0080,123023.6507,-267287067.9269,-267301770.0108,-267297447.4767,-267285765.6953,123414.5364,-267289012.5859,5828.7081,-2549.3649,3969.5060,3788.7483,2465.1293,4365.2926,-2681.8965,1360.6290,6147.7102,-1600.2166,1447.0971,-5601.3060,583.0906,1236.4183,1746.7313,5651.3933,-2922.4013,5484.3420,-5488.9502,1306.7397,-4674.5529,4334.4542,-5993.5133,-124.3376,4318.3194,-3570.2462,4697.1555,4063.3016,-925.5143,-6405.7377,1322.5151,3014.5201,-2031.3814,3100.9091,5813.7551,6357.6448,-2545.6386,-4068.7312,-1152.9269,4716.9865,-4367.3474,4902.0849,-1621.6369,5255.0423,4182.4498,-756.5883,-5712.1281,-4344.9035,4402.0941,-5501.0702,-4469.8401,-443.1010,-4045.9273,-4737.7229,0.0000,-1314.3394,227.7411,-1956.9992,-2319.7267,2714.4732,-1418.6294,-6321.0003,0.0000,-6651.4736,5254.2003,5891.5232,6358.8158,5811.3952,-3337.7229,-4230.4229,3447.2710,1282.8336,-4100.5186,-4280.2765,-4352.1271,795.0607,4076.8191,5088.6309,-4946.8262,-3841.8663,4496.7709,1753.5678,-2732.7868,-488.3424,-431.3693,1688.8438,5060.8127,1929.0929,-5816.2001,-1187.3673,-5123.7387,-5972.9540,1514.8898,5148.1624,3602.5369,-4356.7105,4864.9796,-2146.3055,-5022.5824,5363.7892,-358955.8511,-354772.1250,-364530.8892,-362665.6504,-363686.5096,-363244.7421,-354933.2606,-359210.0078,66674789.5327,66654044.2363,66663662.6928,66663315.5037,-358600.7421,66657991.9000,3409.9854,-5484.0564,3236.1879,-4979.8261,1454.7352,255.0978,3988.2799,4324.1862,281.7547,1767.9168,4347.7693,-3290.2223,4572.0364,4512.3524,-4403.0618,-2438.2135,-4322.4622,-1844.3086,4183.0767,448.2105,-4462.0882,5270.5363,-2067.7911,4710.1676,-3219.6772,5453.9509,-130.8604,-1607.0324,72.2734,445.4985,-2688.1147,-4380.5464,4197.5554,5051.9078,2402.1125,2304.3458,-4834.5096,4621.6947,-4564.6486,4455.9066,483.9580,4870.8699,-2729.4375,4113.6879,3995.2681,-3429.8771,1900.4386,3948.9142,-523.9988,-3256.1326,3677.9830,-2667.7529,-1277.9583,-4242.5492,0.0000,-4746.1610,-3771.7888,-1202.7764,6446.3563,4575.1884,5457.2457,-2759.6834,0.0000,1246.9432,2953.1269,-2933.2341,-2582.7878,1605.4771,1554.0127,-3062.2551,-4729.1043,-5438.8137,4331.2011,5021.4581,2978.7954,4657.7444,5370.6086,-1177.8453,-4515.6675,-5227.8607,-4381.1672,-4423.7171,5243.8940,-5279.9642,2156.9389,-4120.7440,3109.0162,2626.3906,-3075.0402,-1732.5632,-4397.3719,-1602.8882,5465.5828,981.4674,-1562.7097,5105.5107,1003.9065,701.3672,-4147.9065,-3425.1061,-115490.3008,-120542.7025,-119863.9674,-114994.3625,-114268.7892,-124581.4696,-127070.8024,-121033.6725,118431157.2805,118429715.6503,118405696.3913,118413021.9928,-119426.0715,118419692.6214,
