sl_100_5400_20260722 Coordinates.csv
2026/07/22 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:12 2024,
Start: 2026/07/22 07:47:00.00, Stop: 2026/07/22 09:17:00.00,
TIME_UNITS,STARLINK-4403 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-30995 - X-Coordinate,STARLINK-1933 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-4110 - X-Coordinate,STARLINK-5670 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-32196 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-4011 - X-Coordinate,STARLINK-30913 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-30346 - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-30158 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-2535 - X-Coordinate,STARLINK-1228 - X-Coordinate,STARLINK-2226 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-3661 - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-31298 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-31617 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-5281 - X-Coordinate,STARLINK-4182 - X-Coordinate,STARLINK-31125 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-31823 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-4341 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-5180 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-2420 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-3246 - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-5901 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-31581 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-30302 - X-Coordinate,STARLINK-3820 - X-Coordinate,STARLINK-3698 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-31372 - X-Coordinate,STARLINK-3949 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-2243 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-30877 - X-Coordinate,STARLINK-5142 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-3740 - X-Coordinate,STARLINK-1394 - X-Coordinate,STARLINK-4784 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-31481 - X-Coordinate,STARLINK-5764 - X-Coordinate,STARLINK-31856 - X-Coordinate,STARLINK-31634 - X-Coordinate,STARLINK-1171 - X-Coordinate,STARLINK-31559 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4403 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-30995 - Y-Coordinate,STARLINK-1933 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-4110 - Y-Coordinate,STARLINK-5670 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-32196 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-4011 - Y-Coordinate,STARLINK-30913 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-30346 - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-30158 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-2535 - Y-Coordinate,STARLINK-1228 - Y-Coordinate,STARLINK-2226 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-3661 - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-31298 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-31617 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-5281 - Y-Coordinate,STARLINK-4182 - Y-Coordinate,STARLINK-31125 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-31823 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-4341 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-5180 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-2420 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-3246 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-5901 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-31581 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-30302 - Y-Coordinate,STARLINK-3820 - Y-Coordinate,STARLINK-3698 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-31372 - Y-Coordinate,STARLINK-3949 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-2243 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-30877 - Y-Coordinate,STARLINK-5142 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-3740 - Y-Coordinate,STARLINK-1394 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-31481 - Y-Coordinate,STARLINK-5764 - Y-Coordinate,STARLINK-31856 - Y-Coordinate,STARLINK-31634 - Y-Coordinate,STARLINK-1171 - Y-Coordinate,STARLINK-31559 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4403 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-30995 - Z-Coordinate,STARLINK-1933 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-4110 - Z-Coordinate,STARLINK-5670 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-32196 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-4011 - Z-Coordinate,STARLINK-30913 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-30346 - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-30158 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-2535 - Z-Coordinate,STARLINK-1228 - Z-Coordinate,STARLINK-2226 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-3661 - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-31298 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-31617 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-5281 - Z-Coordinate,STARLINK-4182 - Z-Coordinate,STARLINK-31125 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-31823 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-4341 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-5180 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-2420 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-3246 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-5901 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-31581 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-30302 - Z-Coordinate,STARLINK-3820 - Z-Coordinate,STARLINK-3698 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-31372 - Z-Coordinate,STARLINK-3949 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-2243 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-30877 - Z-Coordinate,STARLINK-5142 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-3740 - Z-Coordinate,STARLINK-1394 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-31481 - Z-Coordinate,STARLINK-5764 - Z-Coordinate,STARLINK-31856 - Z-Coordinate,STARLINK-31634 - Z-Coordinate,STARLINK-1171 - Z-Coordinate,STARLINK-31559 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1052.9691,4071.1822,-673.7487,-6610.3820,-191.9129,-6118.9563,-5802.5717,-2707.5143,-5862.8499,6667.7846,-4689.3672,4342.7257,-4137.2442,2703.9489,-517.9192,6380.1691,-4024.6700,-4457.5718,6162.9674,3246.8676,-5195.6323,4136.2797,-4841.1806,2124.4594,0.0000,-6454.1607,6825.5711,-2687.8001,5463.0161,-3503.6348,1634.6566,6220.4880,6892.8707,-4105.6401,3147.8992,-6256.0962,-3555.1436,-933.3009,-5818.7944,5205.7234,-6746.3906,5477.6912,-5109.9145,4892.7198,-2813.7153,-4837.5153,-3548.2710,3512.3249,-5094.3886,-5566.1360,-5869.3788,-2069.1024,-5995.5840,5398.6514,-1412.9587,1374.0739,-4300.8005,4236.8363,4310.4456,-6406.1172,-1516.1956,4171.7923,5610.5806,3278.8301,-837.2747,-2392.6318,6386.4466,829.7799,-5632.8082,-5967.2329,4037.0551,147.3379,536.7458,-5150.8962,-1087.4664,-858.1409,6406.1873,-2883.7009,1867.7911,-4458.1556,-1580.4661,-1904.5943,-4263.2934,6402.9107,2643.4164,-5127.0791,-4706.6548,-6122.0128,2178.4200,5247.6689,3935.0956,2161.9345,3253.7544,-3342.6470,-2030.1571,6249.6727,4939.5132,-2821.4255,3122.2713,5105.5643,341616.5468,360042.7726,348706.1198,346277.2001,354623.5152,351915.0432,352827.7938,351168.0136,-266352587.5599,-266363240.1340,-266381364.1077,-266362266.2358,350784.1612,-266372833.3129,1565.0805,-4165.7479,6328.6287,-799.0097,6350.1498,-2236.9133,-3031.6253,5266.3293,3110.4494,1221.6243,1458.9451,-5353.0385,-4724.3128,3408.4059,4194.9381,-2206.8980,1550.4645,-4210.4876,-2086.3371,-5841.9916,-387.0023,1542.8063,-1592.0988,-3847.7251,0.0000,2226.7016,-478.3764,3989.2215,-4075.3314,-5753.2558,4346.3428,2294.6378,-709.6610,-5520.9397,-3984.9437,2343.9324,5309.7563,-6789.3704,3288.4615,1373.8046,628.7074,-2996.9141,2013.6127,248.3442,6165.5245,1752.6175,-3486.8830,-5815.0436,-1098.9191,-2177.8800,-3700.9032,-2246.6215,3460.4686,4277.6883,-4991.4935,-4616.6311,3015.6819,603.6735,2998.4965,-2334.1145,5352.0569,427.5360,1531.2565,-4932.4851,-5665.7690,-5238.0061,712.8535,-4061.4107,653.9183,3359.2698,5566.0761,5115.4353,-6380.4503,-590.1162,6034.5680,-6212.2701,380.9750,-3399.6919,-6554.2028,-3756.1563,4051.1778,-6531.5927,4011.4684,-2624.1617,-5605.7130,-961.5775,-4719.0481,2631.6435,3842.6918,4135.4303,-2166.1761,6569.0894,-3250.8957,-3741.4112,-4923.2858,2805.4590,-512.6866,5441.2694,-3215.7768,713.9807,144050.8493,148224.7552,132952.8260,135108.3348,133037.2003,133883.5791,142253.4634,140322.2041,89069322.7627,89072340.0866,89064485.5103,89061161.3708,138695.8396,89066609.6572,6669.3226,3736.8741,-2746.8303,1838.5595,-2352.3671,2014.4402,2213.2754,-3566.7759,1993.3914,-1364.6054,-4872.2914,-573.3197,2830.4848,5359.1130,5462.4358,-1056.8679,-5407.0045,2958.1187,2450.2892,-1835.3154,4391.4940,-5319.3412,4695.6528,-5298.6052,0.0000,-1210.2501,-1210.5462,4964.0728,-473.2215,-1423.4371,5112.2173,1705.3202,247.2129,-674.1429,-4731.0215,1533.9807,2383.5664,64.4822,797.9965,4355.1263,-852.9375,-2754.4118,-4206.5582,4863.2787,-1362.0356,4454.1782,4625.1591,-651.9659,-4550.0485,-3120.7266,66.3338,6217.3416,334.6191,869.3174,-4610.1643,4941.0202,4523.0941,5331.8370,-4501.4231,-60.6087,-4069.3214,5486.0789,-3737.1984,3547.9770,-3692.3826,-3863.1990,-2602.8801,5525.3972,3777.4172,413.0333,745.0213,-4551.7466,2614.6774,-4575.5893,3119.9866,-2685.4698,-2392.0581,-5120.7279,170.6369,3704.2120,5276.4527,-1219.3608,-3632.7100,-235.0958,-3061.9513,4555.7099,-1435.7508,1659.8147,-5321.6515,-1723.6756,5217.3760,-231.6978,-5164.1880,4606.5826,4221.8413,-1328.3121,4660.2689,2956.6440,-5121.3200,4456.7488,-128360.7444,-129716.8882,-131973.5348,-126572.3577,-126410.3277,-136911.2798,-138668.7638,-130629.8272,117574208.5461,117598801.5837,117587794.9721,117581033.6982,-131318.8470,117574567.8708,
300.000,-3003.5132,2150.1428,1064.5804,-6896.7552,1420.0529,-5759.8760,-5619.7576,-902.8409,-5218.6168,6898.7031,-3134.3537,3288.9968,-4496.7065,4509.3111,1539.1176,5389.2734,-2673.9459,-5811.7056,4933.6035,1536.8244,-5523.2632,4103.5199,-5436.0231,-26.8001,0.0000,-5400.3737,6797.1173,-1524.1237,4556.7061,-4201.2093,3098.5888,6748.4699,6462.3258,-4766.4055,1361.7212,-5085.6095,-2309.9673,-2080.7674,-5090.3106,5937.7966,-6505.9711,4886.9502,-5123.0876,5604.4938,-1407.6931,-3549.4355,-4839.9050,1961.8614,-4350.0135,-5075.4069,-5295.0930,-140.4461,-5024.7924,5716.4864,-3425.1699,-686.3482,-5546.3143,3843.3862,4340.7742,-6582.9676,-216.2308,4501.1611,6540.6278,1448.9807,-2372.7386,-4195.6583,6772.9858,-1285.5086,-5738.1096,-5013.6861,4921.9194,1829.2205,-867.1374,-4221.4146,179.8148,-2216.4490,5559.1155,-3807.0412,336.2633,-4552.5859,169.9216,-2904.9920,-3679.6506,5571.8466,1608.4651,-5622.1620,-5778.3385,-5714.8517,3560.1985,5423.0292,2215.2111,3212.4334,1230.1179,-4661.9261,-3957.9085,6321.5286,5396.2410,-893.4657,2061.3276,4780.9173,338281.6141,356958.9238,345562.1153,343260.6950,351620.2141,348934.9819,349749.9507,347986.2509,-268231174.0754,-268241538.3646,-268259496.0175,-268240436.8588,347752.1079,-268251400.1137,2361.3285,-4826.6855,5672.4757,417.3016,6562.5756,-729.3694,-1479.7858,4945.9815,4534.5741,25.9763,2862.4586,-5955.2922,-3071.8673,2425.3889,4631.4063,-3166.3471,3254.2971,-3164.8065,-2405.4956,-5984.8408,1631.6329,-623.6514,438.0076,-4152.8429,0.0000,3474.4329,-1103.0135,5498.0239,-4905.9606,-4505.4779,2781.3893,1159.7710,-2163.2228,-4387.2097,-5152.1839,3564.9977,6351.1328,-6296.5177,4283.0485,-482.3786,1825.6055,-4562.7500,3694.5856,-1486.8520,6054.9079,3500.2189,-1740.0561,-6178.8860,795.4202,-457.8745,-3859.5265,-1180.7420,4621.5653,3737.3572,-4500.4535,-4141.4369,3238.2990,-1549.7308,972.1996,-796.5045,6363.8187,-1663.8246,273.1011,-4813.1805,-6010.9470,-4770.0171,-871.9506,-4424.9481,2527.4321,4544.9183,4741.7223,3932.5540,-5534.3585,1225.0533,6719.9133,-6377.4888,-989.0562,-1430.2409,-6670.3379,-1892.9278,5130.7124,-5563.3304,5437.7097,-3895.1388,-6573.8863,1036.9968,-3614.0162,3808.9783,2173.4251,2668.5296,-3478.5422,5922.7645,-3962.0994,-2010.6188,-4395.6710,1167.9767,-2299.3843,5449.7454,-4918.2830,-1430.5226,151197.8385,155831.7842,140362.9072,142540.7024,140404.8016,141234.6682,149572.8433,147842.5278,83232632.7149,83235865.0407,83227294.9234,83224804.5064,146074.4955,83229821.5411,5784.5494,4467.0178,-3840.7554,48.2944,-891.4470,3572.6642,3736.2614,-4745.0319,504.1932,446.2606,-5462.7353,1239.9684,4214.9477,4631.1474,4888.4802,-2764.3804,-5485.9064,1607.2496,4264.0277,-3142.5622,3644.1445,-5527.8762,4276.6001,-5490.4510,0.0000,-2619.6238,915.7037,3905.2544,1347.3433,-3076.7086,5509.3048,-95.9729,-1288.7585,-2417.1337,-4446.3073,2896.4517,931.3155,-1737.1618,-1041.0635,3533.1857,973.9814,-1362.2856,-2820.5183,3748.8870,-3026.0620,4632.3517,4437.7931,-2135.9140,-5320.6350,-4416.8514,2276.7239,6822.7026,-1204.6393,-1256.5227,-4021.6651,5475.3877,2616.6854,5438.0116,-5296.0152,-1593.3269,-2635.8150,4966.5250,-2218.6655,4730.4440,-2158.4007,-2778.0850,-1190.7195,5146.7177,2671.3837,-1135.7816,-1070.9452,-5300.7537,4053.0340,-5338.2536,1474.4081,-965.9441,-3877.4464,-5437.1421,-1374.4021,4834.4808,4518.3815,-2898.3797,-2083.9632,1301.4675,-1403.5608,3911.2336,106.4429,-141.1374,-5516.6184,-3330.5350,5512.1822,1567.3908,-5532.8764,4541.1432,3349.2936,-2718.7043,3464.5421,3973.9989,-4227.8509,4640.6536,-128427.9240,-129825.7293,-131979.3377,-126818.0664,-126393.8172,-136810.0404,-138915.8133,-131192.3128,117574599.4699,117599486.2329,117588762.0553,117581399.9081,-131421.8704,117575220.1538,
600.000,-4663.5804,19.2386,2730.1797,-6494.3257,2875.6966,-4826.0975,-4905.8573,1022.2452,-4071.6049,6441.9849,-1301.5056,1896.3536,-4448.7555,5877.5833,3421.0431,3836.2259,-1106.3008,-6566.4130,3194.4959,-342.5259,-5318.0245,3725.8261,-5540.9330,-2169.5722,0.0000,-3820.9779,6075.1117,-251.6604,3169.1426,-4508.1326,4304.1705,6584.0018,5404.5367,-4975.9697,-527.5158,-3401.9228,-838.3319,-3035.1426,-3804.6760,6117.1775,-5589.5071,3809.3213,-4653.3768,5785.9744,166.7790,-1932.7649,-5665.7175,195.2986,-3223.7446,-4077.1015,-4161.6962,1751.8938,-3560.6520,5461.6222,-5104.9835,-2701.5968,-6204.2475,3116.5856,3998.9224,-6093.8685,1076.6367,4435.3128,6824.1946,-551.2818,-3640.7313,-5582.9476,6506.1112,-3255.5757,-5277.6687,-3552.2903,5326.4381,3369.8181,-2226.9226,-2918.8118,1412.3500,-3334.3349,4158.8544,-4390.2888,-1242.6210,-4244.5815,1865.0354,-3648.6763,-2747.4995,4192.9337,428.9075,-5603.7041,-6259.8173,-4725.8748,4639.0394,5084.9423,306.6318,3960.3735,-900.9459,-5539.6267,-5472.0721,5809.4285,5321.5232,1145.9303,832.8151,4013.4282,334800.3694,353712.6507,342264.6073,340089.4642,348461.2399,345800.0759,346519.1085,344628.6461,-269981886.0862,-269991969.5772,-270009728.7485,-269990760.3269,344564.8756,-270002088.6711,2828.4867,-5061.2080,4488.5045,1591.3264,6093.9362,887.9000,250.4449,4178.2660,5515.3181,-1177.3863,4034.9174,-5972.8482,-1093.6268,1251.3552,4657.6554,-3830.3626,4674.7592,-1810.2415,-2536.2851,-5570.2383,3465.2631,-2732.4445,2406.2686,-4102.6629,0.0000,4410.9243,-1627.4386,6471.6940,-5241.1663,-2791.1661,976.7557,-95.1512,-3419.5738,-2802.4143,-5854.9788,4456.3730,6743.1231,-5157.1614,4824.6797,-2267.2380,2844.5002,-5656.1275,4990.2870,-3042.6982,5360.8734,4919.0189,156.5666,-5927.1038,2645.9034,1347.5235,-3571.1904,93.9301,5344.3158,2802.8626,-3613.9108,-3310.3383,3075.4391,-3556.5289,-1164.7016,836.9459,6743.7654,-3570.9704,-987.7562,-4260.5107,-5744.3470,-3865.1004,-2361.3226,-4403.8509,4126.0587,5284.8888,3437.9243,2388.0829,-4156.6193,2958.2800,6729.4673,-5884.5808,-2299.4550,667.4520,-6109.0526,178.1157,5718.8103,-4036.9776,6307.7823,-4798.2169,-6884.9750,2914.7666,-2138.5398,4600.3917,326.0970,910.6449,-4494.0114,4681.8319,-4341.3580,-103.1190,-3448.2048,-600.8485,-3820.4181,4933.2301,-6119.3738,-3439.2306,158266.3595,163373.0718,147710.0294,149909.7750,147708.7595,148524.8903,156823.1943,155157.1445,77356373.5132,77359834.9116,77350556.7192,77348901.3850,153386.9116,77353465.1414,4282.8862,4717.1399,-4524.0485,-1747.2193,671.7655,4729.2992,4855.6352,-5412.2914,-1039.0564,2208.8979,-5466.6694,2919.4386,5139.9091,3402.3731,3786.9219,-4163.2813,-4975.4009,74.8416,5625.5919,-4113.5518,2486.8135,-5141.6018,3400.1086,-5084.2136,0.0000,-3748.9535,2944.4388,2425.5756,3017.0248,-4394.1438,5311.8315,-1886.6304,-2686.8948,-3899.3785,-3688.0947,3938.1215,-625.6020,-3346.4855,-2758.5409,2332.3456,2691.6740,182.8009,-1130.7032,2228.8203,-4363.7097,4287.7079,3746.7916,-3380.3580,-5519.9438,-5200.7278,4243.8131,6699.6180,-2614.8831,-3248.5031,-3004.5658,5417.2160,430.5068,4939.5912,-5521.4393,-2946.8770,-915.1950,3910.6536,-460.5346,5401.1021,-381.1113,-1395.8009,348.9937,4212.8552,1264.5514,-2559.1794,-2771.4960,-5463.3238,5054.7553,-5526.9374,-332.5632,862.1647,-4933.1954,-5136.5666,-2764.8161,5442.3753,3257.7198,-4264.6600,-307.8491,2697.9721,406.4733,2847.5855,1636.6221,-1926.5794,-5118.8353,-4576.2740,5206.5690,3197.5373,-5306.9391,3964.5349,2096.8751,-3823.9404,1878.4953,4542.1750,-2857.1287,4302.9415,-128495.9750,-129934.7810,-131984.0040,-127068.8401,-126380.8341,-136702.7103,-139157.4185,-131771.9319,117574990.4229,117600165.8152,117589716.0955,117581756.2960,-131524.8188,117575872.1854,
