sl_100_5400_20260712 Coordinates.csv
2026/07/12 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:32 2024,
Start: 2026/07/12 07:47:00.00, Stop: 2026/07/12 09:17:00.00,
TIME_UNITS,STARLINK-1458 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-4261 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-4729 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-1185 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-31585 - X-Coordinate,STARLINK-4350 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-3575 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-6286 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-11146 [DTC] - X-Coordinate,STARLINK-5764 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-4786 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-2566 - X-Coordinate,STARLINK-4190 - X-Coordinate,STARLINK-11105 [DTC] - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-30290 - X-Coordinate,STARLINK-3882 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-3603 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-2441 - X-Coordinate,STARLINK-31887 - X-Coordinate,STARLINK-3286 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-30123 - X-Coordinate,STARLINK-2604 - X-Coordinate,STARLINK-30398 - X-Coordinate,STARLINK-2735 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-4473 - X-Coordinate,STARLINK-11131 [DTC] - X-Coordinate,STARLINK-31712 - X-Coordinate,STARLINK-31996 - X-Coordinate,STARLINK-5200 - X-Coordinate,STARLINK-3150 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-4045 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-2587 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-3054 - X-Coordinate,STARLINK-31279 - X-Coordinate,STARLINK-3980 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-31051 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-1711 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-1869 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-2009 - X-Coordinate,STARLINK-30550 - X-Coordinate,STARLINK-11265 [DTC] - X-Coordinate,STARLINK-31311 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-31222 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-1028 - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-32038 - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-30191 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-4450 - X-Coordinate,STARLINK-3191 - X-Coordinate,STARLINK-1506 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-4261 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-4729 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-1185 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-31585 - Y-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-3575 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-6286 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-11146 [DTC] - Y-Coordinate,STARLINK-5764 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-4786 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-2566 - Y-Coordinate,STARLINK-4190 - Y-Coordinate,STARLINK-11105 [DTC] - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-30290 - Y-Coordinate,STARLINK-3882 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-3603 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-2441 - Y-Coordinate,STARLINK-31887 - Y-Coordinate,STARLINK-3286 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-30123 - Y-Coordinate,STARLINK-2604 - Y-Coordinate,STARLINK-30398 - Y-Coordinate,STARLINK-2735 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-4473 - Y-Coordinate,STARLINK-11131 [DTC] - Y-Coordinate,STARLINK-31712 - Y-Coordinate,STARLINK-31996 - Y-Coordinate,STARLINK-5200 - Y-Coordinate,STARLINK-3150 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-4045 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-2587 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-3054 - Y-Coordinate,STARLINK-31279 - Y-Coordinate,STARLINK-3980 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-31051 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-1711 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-1869 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-2009 - Y-Coordinate,STARLINK-30550 - Y-Coordinate,STARLINK-11265 [DTC] - Y-Coordinate,STARLINK-31311 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-31222 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-1028 - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-32038 - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-30191 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-4450 - Y-Coordinate,STARLINK-3191 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-4261 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-4729 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-1185 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-31585 - Z-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-3575 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-6286 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-11146 [DTC] - Z-Coordinate,STARLINK-5764 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-4786 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-2566 - Z-Coordinate,STARLINK-4190 - Z-Coordinate,STARLINK-11105 [DTC] - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-30290 - Z-Coordinate,STARLINK-3882 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-3603 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-2441 - Z-Coordinate,STARLINK-31887 - Z-Coordinate,STARLINK-3286 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-30123 - Z-Coordinate,STARLINK-2604 - Z-Coordinate,STARLINK-30398 - Z-Coordinate,STARLINK-2735 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-4473 - Z-Coordinate,STARLINK-11131 [DTC] - Z-Coordinate,STARLINK-31712 - Z-Coordinate,STARLINK-31996 - Z-Coordinate,STARLINK-5200 - Z-Coordinate,STARLINK-3150 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-4045 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-2587 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-3054 - Z-Coordinate,STARLINK-31279 - Z-Coordinate,STARLINK-3980 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-31051 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-1711 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-1869 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-2009 - Z-Coordinate,STARLINK-30550 - Z-Coordinate,STARLINK-11265 [DTC] - Z-Coordinate,STARLINK-31311 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-31222 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-1028 - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-32038 - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-30191 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-4450 - Z-Coordinate,STARLINK-3191 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5307.4369,-1146.8026,-2990.6150,-4474.1803,3919.9571,4380.2755,-2817.5176,-8.2115,3523.7031,6310.1746,5988.8768,1765.2064,4033.2104,158.1819,-6117.9440,4903.4763,567.4126,1813.4204,-3704.7533,-229.2933,476.1977,-4250.6466,5707.8370,2574.2970,-127.4932,3829.5971,3449.9898,-6392.3644,5913.7101,-206.1112,4817.8306,-6579.0362,-899.8396,4070.2550,6329.3694,4495.5150,-6336.9400,-1525.8635,-6487.6008,-4269.1443,-3592.4342,6861.9888,5864.7288,-3536.1523,-3760.6433,6330.6561,6361.5724,5982.6579,5837.2043,2917.2057,2662.8729,4134.3974,-6741.8309,-3685.8170,3751.5680,1074.9924,-3921.5716,-107.7966,-1522.2215,-4606.2751,2384.9243,-3584.7262,4736.6238,3924.2679,4735.0218,1908.4024,0.0000,3886.8006,-6366.2926,5894.5209,-2717.1465,-5093.1009,-3137.6814,5142.7598,6694.3341,-4828.9821,-5086.1777,-1479.4722,-1080.2478,-1545.9498,4272.2247,-1697.1763,730.7967,-3869.5337,5173.0905,1070.9777,3073.6847,6517.8785,-4800.6530,-389.5665,-3962.2307,5029.0933,4698.6902,3090.5054,5970.4126,-5236.1091,1363.7668,-630.0369,-883.1848,-6617.3966,-279535.0093,-269949.5153,-271583.0936,-273664.7169,-265786.4908,-268337.4222,-266012.2207,-269308.1064,-268794617.3949,-268758914.9677,-268775044.8819,-268783392.7182,-268626.9151,-268793383.7036,3064.2415,6168.8972,-5798.1692,4952.0888,1474.1573,-3697.1992,-3608.7857,-5480.9996,4645.5532,-1537.1430,749.9557,43.1046,4560.6392,5575.5574,-991.3380,3217.8608,-5444.3224,4105.0147,1848.9260,5456.8454,-5456.5123,-1357.6126,1552.2826,-3681.6421,-6814.0878,-1617.3636,-6024.0529,-2.8092,-1965.0541,4304.8588,-2041.9126,1386.5137,5850.5013,-1184.5552,-2410.7582,-2378.5984,355.3735,-5739.7516,-495.7958,-2645.5551,-4263.7316,-792.6361,1739.7763,4909.4962,-1748.7521,-2661.7041,57.5264,-915.3447,-2800.6608,-5239.0294,4986.6918,3488.1261,34.4453,2401.5188,-3801.9122,5048.1093,-2742.9103,4347.9203,-4453.7333,-4839.8335,5564.6482,-3924.9875,-1738.2069,-3909.1045,4555.5810,3685.1480,0.0000,-3494.0362,-2374.8783,-855.5663,5842.8418,3122.9413,2673.1422,4311.3381,961.9926,102.8307,-4221.3757,-4004.8222,5325.6921,3865.6579,1109.2759,-3821.1803,-5926.8033,-3689.5528,3194.1641,-6233.0332,3283.5345,520.7716,-3031.5616,-6040.1993,-3471.5581,2323.7498,-5073.6978,4155.2469,-2920.1410,-2557.2095,6422.4150,5655.7589,6545.4783,-2005.2573,177033.8837,167995.2131,164956.3248,167515.8489,164076.1528,165372.0235,173469.4652,169376.2643,102805373.2947,102826001.5864,102808940.4538,102822808.6213,170297.3092,102821648.9845,-3213.6639,-2645.8551,2276.9522,1506.0432,5471.1776,-3874.6757,-5095.9338,-4252.1573,3659.3583,2342.2595,-3187.9245,6700.3213,-3272.4538,-4094.2345,3103.8838,3655.4247,4208.9810,5258.6986,5530.3560,-4270.8648,4214.8683,5088.5039,3689.0680,5252.1756,-440.1772,5509.1726,-184.1009,-2101.1834,2957.8219,-5399.3953,-4194.2701,1596.5415,3563.6551,5450.9944,-1090.0172,4666.7535,-2398.3420,-3543.2895,2073.9122,4713.6948,3915.5186,-431.3755,-3245.7678,3060.8656,-5431.5076,586.5840,2371.0863,-3251.4691,-2501.9873,2864.8043,-3804.4809,4136.0030,405.8571,5325.0763,-4426.6939,-4516.4602,4982.6618,-5381.7911,-4992.7727,1360.0707,3340.4147,4472.3420,-4660.1163,-4082.9818,2128.7500,5534.4576,0.0000,-4546.1833,1474.6454,-3156.8734,-2586.6583,3465.1655,5178.3786,-1255.6609,-1479.0066,-4821.1462,1129.9820,-5361.3032,4256.5782,-5483.3130,5310.0177,-5512.9581,-3345.5816,-4357.5081,3074.1210,-2755.2948,5243.5371,-2355.9076,3872.8086,-3346.8394,4496.8078,-4163.2950,-283.7530,-4580.2834,1959.2545,-3558.2668,1831.6599,-3969.0467,-2049.7522,155.9940,172081.4305,168104.8646,167951.9244,173408.9099,173522.2646,163013.2679,161299.8857,167290.3893,114624373.0898,114654618.0920,114646067.9807,114631947.6240,168633.0794,114636659.6881,
300.000,6396.5671,431.7510,-4235.1039,-3591.9687,4778.6563,2533.1110,-4641.8349,-1971.4526,5016.7851,5118.5834,5325.2332,3455.9699,5382.8017,1700.4279,-6669.3108,4774.2862,-1146.5858,3284.9829,-2632.3829,1772.1658,-1020.1705,-5314.1746,6495.1425,459.7909,-1330.6259,2734.5713,2708.9912,-6596.4900,4506.9233,1892.0154,4772.8119,-5594.5310,424.8438,2936.7207,5306.1035,2696.2086,-6417.9797,-2646.5301,-6720.5657,-5717.3925,-5234.3102,6274.2364,5244.8746,-1605.9717,-4713.9969,5313.9743,5436.2711,4705.4353,4990.9384,1170.2752,3912.9723,4279.5405,-6263.8985,-1927.7863,1833.9471,2989.4666,-4141.8273,1919.7893,-2982.5738,-5691.4027,3857.2283,-3217.1104,3918.2990,1997.3154,5762.4622,3725.3827,0.0000,3261.3198,-6681.6585,4612.3744,-888.9408,-3399.2635,-1251.8108,6075.0680,6909.5772,-5404.8914,-5833.2359,-3203.4959,332.0471,595.1479,4010.6254,-3646.0501,-600.5764,-4175.7890,6271.7396,-170.3683,4817.7664,6942.0925,-6100.4872,-1805.6271,-4836.5887,6095.2810,3416.3750,4812.3856,4621.9728,-5236.8970,2907.6787,-905.9792,494.1653,-6596.3640,-283313.0785,-273697.8911,-275170.4520,-277122.2827,-269241.2038,-271772.3399,-269549.2941,-272775.6624,-270972913.1921,-270937006.6043,-270952758.6909,-270962024.5449,-272108.3736,-270971602.0207,2107.3387,6681.8828,-5437.5669,5817.3439,-461.7161,-4121.7822,-2852.4621,-4713.3272,4212.3206,-2587.9773,-1095.3047,1329.6650,4008.0131,6153.0926,628.1998,1368.1846,-4466.4994,2522.5707,3716.2679,4783.1283,-6225.7070,346.8531,-84.0353,-4130.9872,-6552.9387,-3489.5734,-5978.9471,1281.7900,-2948.1063,3731.0546,-3775.6540,2452.9689,6601.5962,-3046.2816,-3335.9661,-3387.7425,1983.5295,-4296.6725,1073.5464,-1514.4221,-3287.5282,-1933.0877,88.4943,5202.1223,162.1511,-3866.6457,-1278.9436,-2158.1548,-1911.9033,-4990.8961,3335.6273,1506.6608,1250.7567,3674.6304,-4734.2490,4043.3510,-635.1476,4717.4424,-2895.9427,-3753.1512,5473.2287,-2164.5105,-3702.1670,-4207.9789,3794.4462,2517.3863,0.0000,-5153.2678,-1820.1914,-2116.4052,5792.6426,3777.3768,3857.5786,3098.1119,-246.3745,1902.2844,-3234.9685,-2661.8662,6265.1409,4267.6492,-1044.3481,-2954.4631,-6592.8839,-1709.5641,2261.6386,-6813.9759,2291.8735,-107.4937,-2088.1188,-6445.1777,-1512.4959,704.7042,-5884.6004,3676.1735,-4014.3153,-532.2572,6158.6477,4044.8164,5882.3285,-742.7866,171127.3739,162752.8991,159361.8486,161923.2027,158417.5351,159692.3253,167776.2319,163353.1861,96912380.2585,96933761.5671,96916350.9038,96930345.4955,164654.4417,96928661.4664,-1585.9867,-1233.5040,520.2514,-307.5323,4943.2127,-4946.7806,-4152.0054,-4692.6426,2122.5434,3839.4165,-4127.7490,5859.0791,-1650.3403,-2667.3455,1788.5556,4803.0997,5137.2720,5534.4858,5195.5595,-4695.9574,2826.7820,4179.6230,2537.0331,5521.2904,1379.6326,5289.8591,-2271.6646,-309.2413,4307.2731,-5498.1083,-2815.1102,3226.4256,2000.6750,5456.8774,-2791.3942,5374.2389,-945.0932,-4729.6994,583.7332,3533.2806,2868.9769,-2194.6206,-4522.0918,4039.0486,-4944.9009,2071.4084,3857.1709,-4517.7926,-4429.8919,4225.4864,-4471.8510,5075.5988,2187.8675,5521.0298,-4727.2453,-4664.1848,5491.6180,-4683.7528,-5458.8920,-185.3713,1733.4866,5761.8808,-4256.1348,-5065.7353,358.9380,5257.4947,0.0000,-3283.8897,-646.1096,-4438.3472,-3725.0654,4674.3139,5230.3949,293.1542,323.2241,-3705.7171,-711.5474,-5442.6346,2883.0682,-5369.7194,5522.3262,-5084.4354,-1735.5707,-5217.1136,1413.0383,-1055.1600,4390.5441,-274.0435,2386.5122,-1739.0368,4721.1506,-3219.4758,1254.9191,-3334.1103,3241.7899,-4348.7548,316.9356,-5564.6894,-3604.3508,1935.2246,172114.2214,168232.6076,168058.5022,173276.4086,173652.0659,163226.4297,161164.6948,167643.2808,114625781.1850,114655852.9112,114647185.3878,114633045.4584,168642.6355,114638052.4387,
600.000,6847.4295,1954.2775,-5052.5530,-2337.3960,5204.4900,426.6159,-5993.9410,-3768.6983,5993.3877,3417.6011,4148.6253,4725.9183,6187.1022,3048.5383,-6580.8813,4218.1053,-2789.1902,4479.4088,-1352.2954,3624.4499,-2386.7627,-5845.2120,6674.9583,-1691.8405,-2411.9150,1420.7936,1666.6579,-6085.8716,2651.9061,3819.5248,4233.9883,-4051.5429,1685.3254,1563.8774,3734.8850,645.3680,-5837.1895,-3556.7711,-6272.3634,-6598.9977,-6340.0982,5062.6717,4140.2043,504.5339,-5228.2454,3766.7365,3952.7958,2966.1909,3574.9220,-739.9077,4805.4768,4036.2773,-5116.5573,-12.0904,-246.0709,4628.4937,-4012.2261,3735.5289,-4190.9208,-6196.6197,4932.0940,-2593.1119,2750.4997,-141.0694,6212.0572,5200.4130,0.0000,2349.8202,-6321.5742,2850.0718,1047.0254,-1362.0243,742.5189,6390.3587,6438.6100,-5452.9364,-5946.6772,-4639.9320,1680.9291,2662.3389,3411.1742,-5249.2316,-1851.0957,-4123.2989,6714.0027,-1382.7910,6092.8343,6659.9084,-6780.5269,-3024.3345,-5285.1194,6584.6788,1791.6660,6046.8345,2821.3982,-4746.3297,4151.7174,-1006.1766,1860.1845,-5925.6885,-286964.2329,-277302.5214,-278637.1809,-280460.4930,-272577.5300,-275087.5250,-272966.2638,-276058.1140,-273022030.4444,-272985938.5033,-273001308.1284,-273011524.1649,-275471.3858,-273020642.0832,958.7111,6512.5584,-4538.3820,6086.1562,-2319.6200,-4193.3210,-1851.9021,-3528.9398,3376.1479,-3423.6989,-2859.1181,2540.1116,3072.2857,6135.8940,2170.8310,-643.0793,-3082.6557,728.9222,5237.1449,3686.5361,-6390.3254,1976.9037,-1690.4190,-4231.9404,-5612.2513,-5039.7596,-5340.8445,2423.8634,-3684.7372,2845.9505,-5078.8951,3311.4007,6700.7700,-4636.2540,-3952.2873,-4117.2958,3397.4712,-2439.0621,2528.2314,-270.4255,-2003.6975,-2906.5012,-1609.9857,4993.1202,2022.9620,-4709.0378,-2523.5210,-3231.8617,-870.5476,-4221.5449,1358.9129,-645.5552,2358.7987,4634.4472,-5252.8762,2673.5279,1538.6523,4667.8133,-1080.1741,-2281.9162,4851.4520,-154.3022,-5305.5918,-4139.8157,2657.7719,1153.1697,0.0000,-6297.1881,-1072.7455,-3200.0336,5212.7047,4107.9257,4658.8273,1566.9202,-1433.9871,3476.2638,-1887.6423,-1096.2386,6591.1425,4300.0884,-3104.8219,-1850.4523,-6586.8159,448.8501,1109.6770,-6712.6243,1120.6667,-721.2792,-960.3280,-6217.3091,578.5009,-955.2377,-6129.5371,2867.9786,-4749.9392,1562.5425,5267.1586,1998.2112,4650.1001,614.4282,165138.9127,157479.9006,153699.2648,156262.2790,152690.5199,153946.7603,162008.7826,157363.0247,90973288.1288,90995433.5226,90977685.2663,90991763.8302,158940.5073,90989578.6688,212.5060,318.2460,-1292.7013,-2086.9035,3877.9122,-5487.6733,-2748.2392,-4632.8383,353.8680,4920.6670,-4605.6126,4392.7266,150.1259,-953.2817,281.7602,5432.6394,5510.2633,5214.7755,4300.5686,-4619.6070,1133.6448,2791.3258,1118.1274,5195.8775,3044.7885,4498.5542,-4117.4776,1518.8998,5189.1895,-5004.1696,-1103.3206,4507.5400,221.4897,4873.6600,-4184.7146,5500.5190,616.1154,-5407.4244,-971.8163,1967.9387,1499.3047,-3721.9048,-5313.8966,4556.0228,-3907.3870,3330.4015,4904.2047,-5288.5094,-5886.3999,5073.7649,-4636.3908,5443.3801,3716.6040,5121.3733,-4523.8454,-4297.5575,5408.3850,-3482.5945,-5324.5407,-1709.9804,-60.3638,6440.2401,-3384.5304,-5495.7473,-1449.7430,4415.8705,0.0000,-1669.4099,-2698.3595,-5205.0502,-4467.1095,5378.1509,4643.6540,1809.0547,2090.6437,-2174.9782,-2469.0419,-4923.1270,1197.3163,-4671.2509,5138.3459,-4109.9789,67.5274,-5511.4752,-407.3005,759.6968,3063.7481,1836.9432,638.2268,56.3328,4439.8142,-1930.7476,2658.3879,-1728.3039,4176.7217,-4653.0444,-1233.4886,-6568.3034,-4770.8378,3505.6038,172146.2445,168371.4956,168166.0615,173138.6338,173778.1343,163445.4716,161034.7504,168074.8730,114627194.5674,114657086.3330,114648300.0777,114634157.7754,168652.0610,114639444.9278,
