sl_100_5400_20261216 Coordinates.csv
2026/12/16 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:31 2024,
Start: 2026/12/16 07:47:00.00, Stop: 2026/12/16 09:17:00.00,
TIME_UNITS,STARLINK-32049 - X-Coordinate,STARLINK-6278 - X-Coordinate,STARLINK-6366 - X-Coordinate,STARLINK-4107 - X-Coordinate,STARLINK-30431 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-1270 - X-Coordinate,STARLINK-30528 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-5664 - X-Coordinate,STARLINK-4160 - X-Coordinate,STARLINK-31628 - X-Coordinate,STARLINK-4310 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-31398 - X-Coordinate,STARLINK-4608 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-31331 - X-Coordinate,STARLINK-30235 - X-Coordinate,STARLINK-6373 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-32147 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-31893 - X-Coordinate,STARLINK-1455 - X-Coordinate,STARLINK-5540 - X-Coordinate,STARLINK-3155 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-2602 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-30703 - X-Coordinate,STARLINK-30525 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-1956 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-2340 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-3715 - X-Coordinate,STARLINK-3276 - X-Coordinate,STARLINK-31159 - X-Coordinate,STARLINK-31918 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-31935 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,STARLINK-31699 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-3190 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-4652 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-2344 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-3121 - X-Coordinate,STARLINK-32007 - X-Coordinate,STARLINK-5996 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-30706 - X-Coordinate,STARLINK-6173 - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-4591 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-5645 - X-Coordinate,STARLINK-30938 - X-Coordinate,STARLINK-2680 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-32019 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-30964 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-6290 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-5360 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-1630 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-6278 - Y-Coordinate,STARLINK-6366 - Y-Coordinate,STARLINK-4107 - Y-Coordinate,STARLINK-30431 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-1270 - Y-Coordinate,STARLINK-30528 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-5664 - Y-Coordinate,STARLINK-4160 - Y-Coordinate,STARLINK-31628 - Y-Coordinate,STARLINK-4310 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-31398 - Y-Coordinate,STARLINK-4608 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-31331 - Y-Coordinate,STARLINK-30235 - Y-Coordinate,STARLINK-6373 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-32147 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-31893 - Y-Coordinate,STARLINK-1455 - Y-Coordinate,STARLINK-5540 - Y-Coordinate,STARLINK-3155 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-2602 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-30703 - Y-Coordinate,STARLINK-30525 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-1956 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-2340 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-3715 - Y-Coordinate,STARLINK-3276 - Y-Coordinate,STARLINK-31159 - Y-Coordinate,STARLINK-31918 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-31935 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,STARLINK-31699 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-3190 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-4652 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-2344 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-3121 - Y-Coordinate,STARLINK-32007 - Y-Coordinate,STARLINK-5996 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-6173 - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-4591 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-5645 - Y-Coordinate,STARLINK-30938 - Y-Coordinate,STARLINK-2680 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-32019 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-30964 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-6290 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-5360 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-1630 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-6278 - Z-Coordinate,STARLINK-6366 - Z-Coordinate,STARLINK-4107 - Z-Coordinate,STARLINK-30431 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-1270 - Z-Coordinate,STARLINK-30528 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-5664 - Z-Coordinate,STARLINK-4160 - Z-Coordinate,STARLINK-31628 - Z-Coordinate,STARLINK-4310 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-31398 - Z-Coordinate,STARLINK-4608 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-31331 - Z-Coordinate,STARLINK-30235 - Z-Coordinate,STARLINK-6373 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-32147 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-31893 - Z-Coordinate,STARLINK-1455 - Z-Coordinate,STARLINK-5540 - Z-Coordinate,STARLINK-3155 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-2602 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-30703 - Z-Coordinate,STARLINK-30525 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-1956 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-2340 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-3715 - Z-Coordinate,STARLINK-3276 - Z-Coordinate,STARLINK-31159 - Z-Coordinate,STARLINK-31918 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-31935 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,STARLINK-31699 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-3190 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-4652 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-2344 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-3121 - Z-Coordinate,STARLINK-32007 - Z-Coordinate,STARLINK-5996 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-6173 - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-4591 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-5645 - Z-Coordinate,STARLINK-30938 - Z-Coordinate,STARLINK-2680 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-32019 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-30964 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-6290 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-5360 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-1630 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6393.0229,4976.3415,3401.2622,-5366.7576,2994.1997,4068.5244,-6054.6287,-3689.1185,-3243.8291,6701.1582,-3873.9701,39.4921,-4997.3919,980.0900,2602.1346,-3881.5011,1254.2482,1574.3224,1120.8945,-5198.1810,-4553.7724,-4318.4917,1168.4189,412.7000,-5019.4854,-5202.4199,1468.9297,2180.8501,-2185.4109,4528.6668,0.0000,295.7435,-4684.7016,5348.7257,-168.6085,-3820.2491,-6787.4360,-2548.3870,4703.1515,5470.7737,-4767.2308,3581.7903,-4331.8391,-6763.9485,-1529.9170,-1710.1363,2786.9602,6913.8737,4014.1908,-1993.1889,-2958.2265,-994.2389,3673.3989,5171.6162,-682.3946,-3600.7172,3003.8368,3437.7679,0.0000,-4192.0451,0.0000,-5031.8785,-861.5746,-3404.3363,-2323.7341,1911.1869,5244.4015,-6896.5272,6365.0703,-1091.6895,-1748.8832,1972.9699,-5061.3922,3119.5485,-3735.9326,2239.3645,-5330.7234,5599.0607,-1524.3426,-3972.4056,-802.2608,-3835.4064,-4035.4062,5850.8698,-3834.1382,-5404.4004,-2563.4978,-4545.3248,5899.1262,4533.1845,2250.7839,-6692.5707,-783.0362,-6033.7289,-5934.8763,-2212.1271,3846.6676,6348.5467,3513.1453,5631.4821,329209.7649,293932.7654,318359.8312,318641.4238,313103.2950,314557.0400,309186.9645,312253.4641,-113525120.5444,-113556446.0255,-113547062.7479,-113528354.9641,312824.2440,-113536191.8232,2225.2385,-4370.8111,-5087.7870,-85.9390,3363.8402,2879.6591,-3342.1306,4379.5280,4140.0554,-1156.2444,4577.8552,4530.6449,-3483.4531,1637.0770,-5382.0707,3584.9106,3992.6133,-3836.2601,4575.8691,-1818.9191,2380.1274,-3960.7515,-6003.3951,-6836.4242,-3199.2157,1890.9930,6441.5808,6161.0187,212.3633,-2608.9790,0.0000,-905.9020,-4998.8778,-1123.1288,-4406.8588,-1530.3193,-1280.0579,4391.6448,1917.9332,3911.0518,2700.9198,2684.5258,-737.8373,-603.0384,-3874.2992,3905.0221,-4355.9835,238.6103,2012.6494,5271.2803,-5982.9584,-4571.4473,4655.7897,-4074.7923,6811.2592,-5685.0003,-5275.4479,-4218.1957,0.0000,503.8232,0.0000,2913.1978,-4548.4954,-3717.3274,3746.2338,-3808.6053,3416.6595,-575.2883,-523.7260,5957.5014,-6295.2258,-4696.9689,-2861.5753,-2847.8728,-4407.4392,3553.4531,-3708.9273,3696.3375,-3929.0715,-2156.0182,-3617.8197,-1683.4835,-896.4610,2507.1427,-5248.0585,-19.5776,4477.8894,4360.0418,2269.7417,3939.2747,3694.7151,1045.5606,6022.4676,1680.8760,-2048.8164,-5952.9781,-4688.0154,-2550.3491,1291.9320,-2743.4200,234605.4772,242842.8428,241285.0075,238881.3562,245502.4426,243367.2979,236987.5236,238344.0715,-102594578.1696,-102594060.6685,-102588018.8912,-102610378.8759,238636.7864,-102606863.6081,-244.3337,-2036.2671,-3261.2241,4438.4549,-5156.3457,4643.4862,-115.4825,3828.7619,4502.5514,1312.2075,3464.1370,5177.2714,3139.1038,-6671.9683,-3514.9770,4302.9680,-5514.5520,-5539.8096,-4974.2691,4203.4994,4647.0727,-3646.7068,2817.9450,-1165.7974,-3484.2022,-4004.5251,2104.2469,893.3063,6569.1603,4383.9518,0.0000,-6879.2168,-940.4781,-4077.8372,-5322.2639,5442.0083,-239.5706,4564.6925,-4595.7815,1669.7124,4029.8967,5261.9657,-5109.1833,-1299.2673,5511.1926,-5240.5550,4610.8712,-131.2669,5242.8835,-4010.7199,1851.8141,-4987.8989,3581.5972,1732.0681,1174.3998,428.6351,-3113.6341,4105.6653,0.0000,-5483.6384,0.0000,3762.5744,5128.0777,4722.7334,5316.8414,-5443.4859,-2470.4350,447.8936,-2667.3032,-2810.6250,-2298.8200,4689.0590,-3780.6979,-5376.6854,3833.0138,-5485.1233,2439.7425,502.1933,5480.7075,5182.2443,5854.9579,5388.9301,-5481.1540,2683.2525,-2356.4952,-4291.9067,-4474.7468,-2605.1975,2769.3394,3331.9511,5345.8407,613.5761,-3350.5127,2891.6938,2931.5095,2276.9373,3351.4131,95.9352,5836.3278,-2709.3079,-29408.0507,-31193.0466,-32004.8557,-27415.3805,-26613.9022,-36946.7287,-39315.8615,-30074.9125,31284510.6739,31265070.4920,31307004.7566,31299456.8017,-31734.1570,31296505.4794,
300.000,6511.8257,4022.7751,2145.6268,-6042.7119,4767.0812,5096.7864,-6357.6199,-1706.2074,-1240.8291,6398.7910,-1948.4400,1992.1357,-6211.2980,-974.0646,1159.1483,-1975.9288,3163.9844,-497.1739,2702.9559,-5105.4759,-3158.6794,-5698.9818,-84.9861,-210.3621,-6220.7235,-3763.0050,2849.3303,3153.1248,-225.6175,2918.7989,0.0000,2169.6004,-5173.5289,5234.1610,-2157.2970,-4325.0200,-6729.4937,-465.7743,4312.5300,5820.3839,-3089.5983,5114.9633,-5118.9552,-6865.8448,-3381.9782,36.0659,1073.3056,6643.4122,5306.1238,-142.3643,-4046.7536,-2927.9128,5267.3591,3637.1628,25.0836,-4376.9593,1657.7984,1462.2287,0.0000,-3429.8409,0.0000,-3359.4784,-2571.5643,-3948.0546,-840.5131,-221.3027,6214.4578,-6587.6032,6599.0396,465.3349,-3088.5026,-132.1538,-6238.3844,1888.3744,-4594.9793,3778.4185,-4150.9323,6082.0281,-3315.7553,-5321.5970,-1803.2921,-4173.0876,-4417.6531,6688.4187,-5025.6751,-6045.5821,-522.1593,-2787.4364,5456.1732,4653.2082,3648.6222,-6253.2370,889.2292,-4690.0160,-5674.7493,-3515.6368,1931.8300,5446.1799,4794.2752,5368.0419,324115.5931,288688.3920,313276.4371,313454.4574,307953.3212,309389.9845,304120.5761,306964.6536,-111251970.2116,-111283390.4985,-111274618.1388,-111255056.0732,307689.3082,-111263119.5897,982.1961,-5613.5518,-6288.2653,1505.1841,2440.0468,974.4799,-2138.4047,4922.1576,4911.5396,-2644.2000,5053.3440,3608.9698,-2246.1590,475.9203,-6435.4893,4581.7823,2958.2506,-4447.0728,3143.7830,284.0225,4024.3044,-3274.9664,-6643.6428,-6874.4267,-2283.4360,3418.5616,5354.6625,5155.0961,-925.2779,-4047.6669,0.0000,359.0824,-3744.0035,-3069.1648,-3545.7309,595.4008,-52.2290,5014.2966,-109.1965,2252.5209,3986.1549,1371.8907,1130.5425,613.3450,-2734.8624,5031.8947,-5531.2644,-971.5034,474.9903,4745.8028,-4649.6608,-4734.6255,3812.5300,-4871.5307,6173.0693,-4626.1393,-6368.5173,-4324.1491,0.0000,2540.7922,0.0000,4071.3016,-3256.1942,-1717.6911,5141.1074,-4241.9921,2474.4686,951.4719,-1851.1855,5179.8297,-5112.4324,-5161.6327,-1442.4687,-4545.5093,-2552.8978,2014.6608,-3418.2008,2553.4702,-2690.5546,-677.8804,-1737.3203,484.1623,1222.2611,1437.2864,-4705.4734,1564.1686,4327.8907,4977.6198,655.1110,2140.8321,2020.5202,2506.8944,6551.0583,2726.8263,-175.3082,-5738.3624,-5121.2951,-3807.1428,2475.6363,-4092.7387,241626.1546,249076.7772,247759.1478,245422.2017,252103.4086,249985.4743,243592.0645,244486.4922,-105048922.2950,-105048928.1490,-105042480.1191,-105064150.7076,245212.7403,-105061196.1614,1575.3128,-550.7296,-1983.0326,3124.2433,-4264.0795,4414.0504,1678.9422,4505.0161,4718.9624,-223.5999,4314.5155,5507.6521,1830.5497,-6854.6509,-2307.4607,4639.8739,-5399.7949,-5277.8691,-5454.4778,4673.6241,4671.7711,-2101.2991,1109.7782,960.7287,-1907.7157,-4564.7956,3356.7272,2638.6834,6859.5024,4650.1152,0.0000,-6587.7027,-2656.0294,-3111.4053,-5526.8834,5243.8372,1564.6990,4610.4979,-5320.9484,3006.6683,4562.1250,4438.8100,-4234.5127,509.6147,5367.8712,-4506.7134,4033.3371,1663.5030,4392.6343,-5030.3703,3155.4670,-3970.8289,2395.8680,3060.0828,3175.4849,2209.0718,-1798.0713,5060.0982,0.0000,-5447.2803,0.0000,4481.9602,5523.2048,5400.2146,4537.4047,-5453.6735,-718.9281,1941.8919,-953.2971,-4189.0214,-3508.0166,4613.4667,-2663.2438,-4745.2567,4520.0296,-5421.1421,4378.4427,-1332.2806,5437.8428,4304.6672,6459.2724,5379.2354,-5110.4753,975.2540,-611.3160,-2935.6981,-5258.3516,-3730.9508,4170.8299,4572.9942,5467.9950,-945.5920,-2095.8042,4258.3205,3970.0740,503.7003,4246.1767,1623.8894,4358.3667,-996.3342,-29297.7080,-31072.3791,-31767.0565,-27428.7387,-26367.6532,-36595.6201,-39313.0774,-30153.6442,31283031.9955,31263488.8894,31305201.8341,31298461.6801,-31597.1239,31294966.1542,
600.000,5944.7090,2682.7977,701.1910,-6151.8359,6059.4293,5640.3776,-6036.8941,447.2176,870.0220,5473.5832,173.6242,3775.9551,-6800.4013,-2771.8657,-374.3897,115.9825,4787.4136,-2497.3333,4057.2255,-4561.6932,-1491.9440,-6501.7615,-1316.1905,-824.8132,-6794.4352,-1966.8133,3985.8494,3793.9865,1803.8124,1038.7747,0.0000,3759.0103,-5172.0829,4613.3547,-3959.5300,-4440.5515,-6002.8013,1651.4597,3537.2925,5627.9267,-1113.0988,6159.5443,-5393.3551,-6282.7987,-4926.6117,1739.7460,-714.1942,5712.9313,6095.6541,1755.9750,-4772.2100,-4540.3054,6345.1505,1718.9958,771.4333,-4704.7199,160.4610,-680.3937,0.0000,-2386.4074,0.0000,-1372.3534,-4068.8818,-4159.8889,682.3780,-2319.0474,6508.8611,-5643.6216,6180.9544,2013.2072,-4161.8226,-2212.8876,-6817.5055,513.0518,-5053.0002,4983.6237,-2552.9907,5914.3659,-4811.9336,-6157.9048,-2698.5881,-4141.1303,-4407.3411,6857.2975,-5711.5969,-6100.5841,1592.1236,-734.9310,4498.5294,4349.2250,4727.4131,-5168.6257,2457.5598,-2881.6725,-4893.8428,-4436.6227,-179.5259,3988.0008,5520.4139,4555.4950,318870.0912,283312.8599,308051.3189,308126.5363,302663.9999,304081.6765,298915.3406,301612.2709,-108925777.8235,-108957278.7541,-108949128.4378,-108928775.9619,302416.1267,-108937006.0193,-382.7132,-6308.0719,-6879.4922,2921.5418,1314.4704,-1005.2116,-705.0988,5022.8033,5250.0021,-3877.0571,5079.2596,2377.8629,-801.1581,-817.4750,-6870.3011,5154.4102,1686.3657,-4672.9885,1430.9495,2370.7029,5307.7712,-2283.9283,-6568.2268,-6211.9456,-1159.8103,4638.2311,3753.9533,3549.2460,-1877.5232,-5112.1156,0.0000,1662.0443,-2099.0211,-4688.6507,-2388.5285,2641.3921,1198.3757,5172.2058,-2149.8708,357.5438,4903.5764,-31.3130,2845.0908,1774.4058,-1376.9646,5657.7885,-6195.1400,-2103.8767,-1068.1193,3795.8426,-2860.3723,-4451.7334,2621.9205,-5197.0069,4913.4954,-3056.6309,-6813.1807,-4037.8134,0.0000,4346.6165,0.0000,4876.0371,-1685.4446,449.4901,6050.6196,-4314.6204,1272.2593,2404.5091,-2984.6228,3855.9445,-3438.0650,-5168.3544,91.3541,-5797.6975,-456.3266,320.2156,-2704.2664,1120.6430,-1236.6079,826.0703,285.8490,2591.3732,3199.3957,235.0643,-3698.8663,2964.0799,3789.3898,5122.7569,-1060.7328,104.6624,181.2640,3719.4633,6454.8096,3547.8729,1739.6419,-4910.8044,-5097.9593,-4694.2454,3440.9499,-5009.1113,248536.4396,255197.1967,254121.3401,251850.0596,258591.8017,256488.1221,250089.4232,250570.3156,-107452923.1308,-107453451.4036,-107446625.3079,-107467561.5201,251678.1972,-107465189.1823,3213.9873,993.9015,-492.6422,1480.6519,-2898.7094,3687.8695,3292.1563,4690.5267,4429.3325,-1735.4159,4702.2259,5236.9023,319.1830,-6309.9357,-853.1097,4455.0202,-4706.3168,-4449.4723,-5331.9862,4643.4343,4196.4809,-327.8380,-727.9009,2984.8312,-123.7268,-4615.8871,4250.1187,4056.7853,6417.4388,4395.0534,0.0000,-5598.3421,-4085.3625,-1795.2989,-5136.5654,4459.0833,3199.6904,4140.9693,-5457.7124,4021.2086,4578.3713,3136.7801,-2867.5830,2263.3934,4645.8723,-3253.1457,3024.0402,3278.9231,3067.3996,-5509.4051,4120.3906,-2511.5856,953.3393,4042.2665,4838.2122,3732.4027,-280.5309,5446.1582,0.0000,-4826.6551,0.0000,4720.8456,5322.8692,5494.9954,3268.1728,-4876.9872,1116.6869,3228.0282,863.3567,-5067.5047,-4341.1112,4043.2706,-1261.0261,-3585.7160,4724.1593,-4772.6382,5849.6820,-3010.8840,4810.1282,2956.2085,6374.1040,4768.3868,-4178.1565,-838.2401,1199.9065,-1260.9969,-5455.4475,-4437.2452,5120.0676,5311.4469,4992.6882,-2397.6404,-616.9867,5162.8283,4583.3616,-1328.0234,4686.1527,2970.8907,2415.4253,828.4762,-29187.5544,-30951.7250,-31528.9153,-27447.1803,-26124.9459,-36238.3757,-39305.0221,-30346.1466,31281558.8586,31261909.4164,31303396.2853,31297449.8355,-31460.0724,31293426.9743,
