sl_100_5400_20260301 Coordinates.csv
2026/03/01 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:08 2024,
Start: 2026/03/01 07:47:00.00, Stop: 2026/03/01 09:17:00.00,
TIME_UNITS,STARLINK-1259 - X-Coordinate,STARLINK-30861 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-5681 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-4377 - X-Coordinate,STARLINK-4015 - X-Coordinate,STARLINK-2556 - X-Coordinate,STARLINK-31206 - X-Coordinate,STARLINK-5769 - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-3738 - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-3200 - X-Coordinate,STARLINK-4463 - X-Coordinate,STARLINK-3652 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-6084 - X-Coordinate,STARLINK-2015 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-31140 - X-Coordinate,STARLINK-4740 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-31090 - X-Coordinate,STARLINK-2714 - X-Coordinate,STARLINK-4024 - X-Coordinate,STARLINK-2568 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-1236 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-32010 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-31858 - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-3736 - X-Coordinate,STARLINK-30180 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-30896 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-32231 - X-Coordinate,STARLINK-30852 - X-Coordinate,STARLINK-32009 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-1378 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-32271 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-3819 - X-Coordinate,STARLINK-31697 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-3511 - X-Coordinate,STARLINK-4052 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-30122 - X-Coordinate,STARLINK-31975 - X-Coordinate,STARLINK-3506 - X-Coordinate,STARLINK-1549 - X-Coordinate,STARLINK-30158 - X-Coordinate,STARLINK-5540 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-1689 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-30386 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-30849 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-5801 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-31256 - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-1980 - X-Coordinate,STARLINK-30449 - X-Coordinate,STARLINK-31489 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1259 - Y-Coordinate,STARLINK-30861 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-4377 - Y-Coordinate,STARLINK-4015 - Y-Coordinate,STARLINK-2556 - Y-Coordinate,STARLINK-31206 - Y-Coordinate,STARLINK-5769 - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-3738 - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-3200 - Y-Coordinate,STARLINK-4463 - Y-Coordinate,STARLINK-3652 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-6084 - Y-Coordinate,STARLINK-2015 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-31140 - Y-Coordinate,STARLINK-4740 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-31090 - Y-Coordinate,STARLINK-2714 - Y-Coordinate,STARLINK-4024 - Y-Coordinate,STARLINK-2568 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-1236 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-32010 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-31858 - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-3736 - Y-Coordinate,STARLINK-30180 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-30896 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-32231 - Y-Coordinate,STARLINK-30852 - Y-Coordinate,STARLINK-32009 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-1378 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-32271 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-3819 - Y-Coordinate,STARLINK-31697 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-3511 - Y-Coordinate,STARLINK-4052 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-31975 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,STARLINK-1549 - Y-Coordinate,STARLINK-30158 - Y-Coordinate,STARLINK-5540 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-1689 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-30386 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-30849 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-5801 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-31256 - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-1980 - Y-Coordinate,STARLINK-30449 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1259 - Z-Coordinate,STARLINK-30861 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-4377 - Z-Coordinate,STARLINK-4015 - Z-Coordinate,STARLINK-2556 - Z-Coordinate,STARLINK-31206 - Z-Coordinate,STARLINK-5769 - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-3738 - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-3200 - Z-Coordinate,STARLINK-4463 - Z-Coordinate,STARLINK-3652 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-6084 - Z-Coordinate,STARLINK-2015 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-31140 - Z-Coordinate,STARLINK-4740 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-31090 - Z-Coordinate,STARLINK-2714 - Z-Coordinate,STARLINK-4024 - Z-Coordinate,STARLINK-2568 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-1236 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-32010 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-31858 - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-3736 - Z-Coordinate,STARLINK-30180 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-30896 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-32231 - Z-Coordinate,STARLINK-30852 - Z-Coordinate,STARLINK-32009 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-1378 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-32271 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-3819 - Z-Coordinate,STARLINK-31697 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-3511 - Z-Coordinate,STARLINK-4052 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-31975 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,STARLINK-1549 - Z-Coordinate,STARLINK-30158 - Z-Coordinate,STARLINK-5540 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-1689 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-30386 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-30849 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-5801 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-31256 - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-1980 - Z-Coordinate,STARLINK-30449 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1516.4865,5138.5481,3577.6692,2992.8742,3234.1689,-2229.6720,-4062.6047,2954.6001,4946.4116,-4147.9570,4413.6738,-5989.5413,3345.6312,5425.9144,884.5356,532.2573,3528.1382,-3183.3798,6316.7909,-6034.2138,1565.6500,-2538.3157,-4381.6556,5859.8643,1812.3729,2698.3997,-4975.7307,-43.4746,-5293.5041,4749.6970,3593.5933,-5825.4633,-6678.5021,-2927.5840,5129.6498,-44.7871,6006.4302,5994.0711,-6264.0655,-969.3349,201.4841,-1153.9374,-1774.3301,5537.1762,-974.1505,-1545.0727,-4113.6474,844.7455,3505.3810,3488.2927,-4501.6251,-3139.0168,6598.2944,4953.0868,4370.4841,-3920.1411,1784.2852,-4580.0558,4667.9772,3440.9028,4462.2189,6171.6376,2226.4906,5536.0135,5342.2899,-5762.8285,-2197.2370,-1824.4960,-3548.2085,4600.9077,-6517.6660,3465.6649,-2424.8306,-5095.7490,-1636.7713,-1626.8381,4019.8678,-4320.9311,6214.2440,3964.7844,-2867.7907,3416.4030,640.6224,-666.9925,-1175.1076,4601.7234,-4393.8209,5054.5064,3615.4559,6661.4587,-2445.2991,2727.6225,-2406.5984,-5747.4321,5778.6989,5755.8635,-6593.4513,-3321.0451,4149.3844,1246.0303,280136.6716,266206.0272,265681.8984,269684.2372,262018.3137,264847.4609,269303.1239,267997.2988,-192642460.0741,-192691088.8224,-192666698.7991,-192672193.2982,268589.4165,-192660711.0593,-6573.0314,-4472.2550,-5488.8613,-5650.1221,2884.6336,-5252.9100,2144.0742,5700.5072,-1934.3492,4750.2289,2166.5332,2293.7681,-4058.3729,739.6416,-4989.5956,-5632.1204,-5684.3033,4187.0096,1060.1948,-978.7563,-6581.3639,2287.3075,-4375.9425,3633.7191,-4246.9436,6346.0859,-2363.8017,6540.5061,4052.0774,-2673.9754,2858.9696,2237.7016,-808.9486,-2944.2434,490.2232,6336.1997,-2752.3318,-449.8081,1320.2831,-6589.6651,6890.3915,5929.5084,-3933.8606,-2132.8189,-4998.5890,-6713.4602,721.5418,-4921.1667,-4514.3802,5830.9699,3067.0256,-3659.9320,-877.2140,3666.5810,5171.7561,1510.2272,-6655.1548,665.7107,3457.5421,-2173.4750,-2402.2083,2922.5531,-4807.7837,-1478.1450,-3240.6048,955.5370,-2706.2366,6182.6743,2320.0435,2989.8770,1896.4593,-5965.1285,6464.9157,2344.1608,-6732.0838,5963.9630,-5122.2539,4990.6742,1695.4393,-5117.5923,-2722.2034,4420.8014,5209.2552,6849.1184,4919.1729,-278.2210,2356.6324,-3345.1736,-3000.2142,1047.8487,3643.3231,4417.9724,4769.4273,-2715.9536,-817.4083,-2784.4640,-2030.8155,2508.2618,-4913.5039,-4901.7648,-230186.8061,-247614.2687,-227095.0152,-226838.3526,-230607.7257,-229351.9256,-236563.2404,-232283.7659,281876000.3480,281835591.9615,281863281.5010,281865572.3832,-232410.7770,281872691.0257,1482.6635,1290.2629,-1871.1309,2661.8546,5411.1809,3880.8365,5152.4260,-2580.8849,4458.0419,2835.7988,-4854.8893,-2292.5268,4507.4314,4211.9869,4722.1550,-3827.9230,1670.8378,-4480.1472,2606.4521,3258.2786,-1421.9723,-6044.5049,3062.8442,823.5754,5132.8441,747.1934,4190.2953,2131.1170,1850.0957,4262.2492,5150.7673,3025.7245,1299.7832,5509.5572,4597.4995,2614.4107,-1348.9425,3402.9360,-2660.2684,1924.5364,-444.0246,3394.9218,5388.7228,3455.4167,4568.2804,-631.5268,5494.3312,-4636.2724,-3896.9180,-589.3205,-4293.5438,4896.2205,1921.3468,3190.8601,879.9247,5484.3875,783.6221,5127.2740,-3756.5600,-5421.5284,4720.9789,-570.2928,-4303.9004,-3891.8938,2713.0172,-3512.4197,-6018.4500,-1971.0758,5455.8802,4031.7785,1318.3848,-24.0141,-150.8973,-4050.0056,-167.0572,3133.8917,2004.9108,-2034.7729,1842.4391,-2488.3122,-5711.4941,4091.3894,-4538.3124,-609.7044,4261.4513,5145.5823,-4789.9717,-3356.3439,-5076.0597,-1573.9069,5332.3402,4583.8769,4233.4653,2763.1727,3712.3329,-2460.2727,-703.6153,-5514.5902,2569.5652,-4597.9893,124944.7906,123184.1716,120678.9682,126832.5193,126358.0252,115741.7072,114582.5232,123367.4083,-77832111.0559,-77843837.8442,-77860568.6950,-77839530.1686,121687.9741,-77840674.3787,
300.000,141.7058,4106.1949,2058.0197,1658.6963,1429.1940,-3183.7868,-3637.3691,3692.2931,3524.9508,-2469.2039,5746.0947,-5557.4740,1873.8275,4497.7157,-1247.6855,-1098.7501,2529.4259,-1163.8838,5592.9129,-6606.7020,384.8408,-4260.0544,-5645.7008,5530.9393,-329.9626,4009.5932,-5103.7906,1255.9680,-3891.2527,2957.4736,5188.9091,-4370.8324,-6812.0590,-4381.3722,5935.6828,1305.4100,5491.6021,4798.6646,-6142.4158,-2418.9420,1389.7464,490.8535,-3765.7215,3981.9623,-2946.5493,-2676.8688,-3821.1921,-1323.6031,1602.8784,4671.7863,-2769.3954,-4900.2949,6476.1056,3602.4982,5433.1790,-3280.9577,199.3360,-3361.8512,5993.7877,2064.8074,3280.7476,6505.4116,89.4521,5722.8157,4680.5179,-6054.0658,-2363.4143,-338.5770,-1924.5628,4967.4762,-5523.4999,2253.8261,-1168.9408,-3405.1078,-2998.5503,259.0951,2294.3962,-3494.4109,5745.0155,2185.6022,-1026.0722,3957.1826,2609.4371,544.3955,759.6049,3558.1929,-2595.5586,3353.8506,1655.4832,6133.3486,-993.9660,4207.1647,-277.8395,-6661.9976,4457.0111,5217.0681,-6570.9373,-1802.5836,3047.2684,-802.1399,285061.8272,271310.8875,270648.4307,274577.2939,266855.4102,269651.6638,274176.7402,273025.1903,-198749902.0361,-198797655.3449,-198773483.1593,-198779261.6666,273457.9328,-198768063.5757,-6154.8476,-5583.1451,-5499.2012,-6607.0778,1983.1558,-3604.9817,4072.1616,4247.7964,-876.3928,4885.0207,850.1470,3847.5854,-5473.4970,-998.4785,-5162.0663,-4631.9044,-6415.8363,4289.8197,-412.7705,663.6818,-6889.5967,2876.0651,-3729.6219,3956.9874,-4131.3931,5605.2554,-262.8911,5680.9452,4567.7035,-3511.2928,1694.8435,3155.8070,713.5243,-1358.3772,-1110.7535,5373.6085,-3880.0356,-1802.9087,2955.3440,-5644.8370,6397.8276,6569.8160,-3355.2590,-3089.6010,-4090.9982,-6267.0687,2826.4170,-4968.1250,-4553.9127,4870.9680,4279.7995,-2953.7381,-2429.1457,3214.5230,4082.7174,3525.3100,-6556.2624,2429.6132,2628.9894,-3870.9012,-4184.5007,1745.8745,-4999.5843,-3065.6122,-4774.7508,2458.9826,-562.6525,5726.1437,3773.3383,910.0954,2889.2667,-6263.8312,6527.3482,3283.7906,-6018.6410,5575.4046,-5511.9152,5951.4019,224.8567,-5476.9780,-1753.0169,2554.5904,4357.9952,6778.6604,4167.9516,-2155.0720,3403.1104,-4324.3996,-3839.7872,-298.9063,5081.3929,2853.2682,4994.7275,-1335.9899,-2136.1777,-4319.4866,-451.9365,4053.0301,-6113.3732,-5416.0764,-224127.1493,-242075.5160,-221350.1994,-221207.5075,-224943.3372,-223679.2579,-230812.1889,-227088.1930,277603771.5549,277562705.5422,277591049.5211,277592853.6007,-226734.7702,277600456.2565,3125.7928,-245.5164,-3458.9241,1259.5123,6484.9067,4946.3997,4225.3027,-4027.7184,5903.1640,4221.3081,-3741.6073,-826.6786,3811.2030,5145.6605,4447.5041,-4898.9441,-130.1871,-5290.1565,4042.1633,1979.8987,387.3672,-4666.9821,1404.8672,-1417.3185,5520.6227,-798.0984,4666.5295,3666.2087,3438.8829,5174.6039,4223.6754,4359.4302,-244.4187,5153.5256,3353.7291,4046.5699,483.3678,4626.7256,-1257.4838,3214.0470,-2207.6612,2153.0952,4715.5145,4661.2185,4624.3897,1179.0362,5004.8396,-4471.1617,-4955.1256,967.5771,-4703.2469,3808.7453,425.1865,4980.2059,-676.7895,4953.9996,2245.2624,5521.8493,-2237.8910,-5167.8952,4438.7448,1250.0016,-4647.3420,-2412.9966,1313.3692,-1936.2688,-6517.8045,-3542.5589,5458.2891,4565.4276,2987.6589,-1817.0558,-1935.7662,-5049.1045,-1682.2946,4106.8429,3277.6845,-257.3654,3434.8508,-3651.6892,-6643.5897,5073.9876,-4726.6867,1205.3856,5075.8655,5514.9262,-5430.6851,-4249.6708,-5509.9269,-3203.1047,4570.7984,4703.9081,4628.5312,1378.5393,4836.1513,-1020.8049,-2173.8227,-5296.8912,1152.3682,-4091.9020,124868.0935,123068.6763,120663.4202,126591.0794,126380.6219,115829.6465,114321.9385,123286.8071,-77826064.3184,-77838178.0175,-77854757.8608,-77834026.9869,121581.1204,-77834813.4812,
600.000,-1279.7677,2674.1921,296.8251,175.5100,-481.2897,-3875.2581,-2896.7029,4109.0144,1683.2630,-522.2729,6520.7908,-4560.9998,253.3356,3162.2381,-3249.6848,-2661.5199,1275.4232,983.7756,4334.7561,-6545.6122,-838.8242,-5549.4715,-6339.6634,4612.9104,-2449.6099,4939.5579,-4780.3239,2468.7358,-2086.1204,880.0195,6279.8457,-2486.9364,-6260.7490,-5435.4222,6171.2862,2565.9567,4381.9346,3144.5701,-5432.1376,-3664.6301,2464.2947,2069.1474,-5384.3323,2027.9910,-4641.6483,-3555.1407,-3204.1595,-3352.1432,-477.6827,5385.9791,-788.7564,-6164.2982,5726.7389,1899.2511,5948.3503,-2371.0212,-1424.8485,-1856.2240,6719.4482,520.8841,1819.7870,6177.8786,-2059.2349,5361.9411,3550.8439,-5727.6496,-2377.0975,1219.4594,-151.3285,4870.9289,-3975.1861,798.4948,223.9686,-1386.5252,-4085.3605,2145.6682,317.2754,-2320.8661,4665.8709,179.4466,875.2802,4164.0124,4347.7383,1715.1099,2643.9417,2211.9078,-559.7788,1331.2211,-451.3538,5010.7181,511.5596,5313.0548,1882.2102,-6931.0300,2713.2427,4160.5110,-5921.2227,-150.7755,1659.6914,-2750.1607,289853.0567,276300.9662,275496.1272,279351.8486,271574.9843,274338.2989,278926.9405,277986.0819,-204762641.1743,-204809504.3603,-204785566.4418,-204791594.8483,278206.5452,-204780713.5695,-5135.9519,-6154.5426,-4966.5788,-6921.3616,790.4118,-1605.2785,5588.2249,2367.0961,203.0259,4576.1508,-511.2733,5000.8577,-6373.9257,-2679.1200,-4875.9837,-3188.2965,-6503.6993,4024.6538,-1884.9321,2224.2415,-6510.6530,3095.1580,-2725.6803,3834.6690,-3665.8483,4318.4550,1870.3307,4258.3933,4664.8684,-4058.6824,407.2473,3812.1679,2166.6086,318.6646,-2569.6499,3877.6113,-4594.5067,-3024.8725,4294.0571,-4158.9742,5267.6325,6581.6386,-2495.4838,-3785.7335,-2812.2368,-5193.2506,4647.5476,-4551.9218,-4194.7206,3407.9233,5120.5020,-1992.0175,-3741.4042,2355.3780,2574.0230,5196.6697,-5830.6286,3992.7800,1563.9552,-5193.6323,-5579.4428,376.9128,-4729.9071,-4330.0384,-5813.3605,3687.9993,1635.9416,4675.2996,4897.0893,-1265.6875,3628.0275,-5945.4818,5946.2104,3954.4040,-4718.3477,4676.8055,-5365.2913,6315.4565,-1306.0328,-5338.4076,-517.6878,432.8076,3126.7808,6031.1019,2992.7451,-3853.4646,4170.0845,-4925.4166,-4358.7863,-1649.9765,6039.0231,1041.6275,4756.4295,160.1541,-3293.7711,-5413.0703,1189.6708,5233.2145,-6715.9279,-5418.1647,-217962.6418,-236429.8118,-215506.7046,-215476.5531,-219178.7250,-217908.9909,-224957.8155,-221755.9136,273199233.5883,273157531.7313,273186535.6129,273187850.7262,-220956.7201,273195916.1338,4430.4445,-1755.0375,-4657.4423,-278.0384,6867.2477,5476.2070,2841.0653,-5041.8706,6718.5214,5151.7376,-2224.2664,732.5431,2706.6544,5523.9665,3696.5313,-5423.4032,-1917.0810,-5529.9930,5042.1612,489.1733,2154.8020,-2793.1656,-405.0112,-3507.4066,5311.9754,-2258.1043,4641.7370,4799.7546,4657.2284,5531.0521,2839.2249,5227.4138,-1761.5511,4239.4920,1747.3386,5030.9870,2259.3686,5350.4983,280.0360,4159.5484,-3732.5948,680.5867,3532.6016,5354.4220,4166.7039,2862.3956,3973.9731,-3803.1416,-5480.9730,2415.5417,-4611.2887,2303.5512,-1116.5949,6238.7179,-2157.7298,3889.2956,3466.5559,5320.6319,-478.0603,-4324.7764,3681.0031,2931.5670,-4471.0924,-675.1064,-234.3864,-142.0131,-6329.7838,-4702.4421,4872.4211,4584.3579,4334.4795,-3412.8535,-3511.1884,-5505.9968,-3017.3070,4640.2505,4180.8638,1547.8993,4620.6642,-4425.1433,-6872.6185,5512.7261,-4411.4731,2889.8904,5268.1732,5289.6553,-5487.4203,-4688.0974,-5351.9779,-4488.6627,3315.5040,4320.0726,4503.4779,-153.7219,5439.6035,531.9733,-3411.6408,-4508.1308,-388.5568,-3129.6540,124790.5407,122952.9233,120649.5361,126344.4056,126399.5063,115923.4148,114066.7590,123076.8458,-77820021.3883,-77832517.9255,-77848940.3134,-77828524.8720,121474.1834,-77828952.4351,
