sl_100_5400_20260814 Coordinates.csv
2026/08/14 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:36 2024,
Start: 2026/08/14 07:47:00.00, Stop: 2026/08/14 09:17:00.00,
TIME_UNITS,STARLINK-2054 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-5542 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-4449 - X-Coordinate,STARLINK-5631 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-6152 - X-Coordinate,STARLINK-2022 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-30848 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-1559 - X-Coordinate,STARLINK-31727 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-2047 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-3701 - X-Coordinate,STARLINK-30585 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-31291 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-31710 - X-Coordinate,STARLINK-32091 - X-Coordinate,STARLINK-31629 - X-Coordinate,STARLINK-3920 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-4445 - X-Coordinate,STARLINK-3085 - X-Coordinate,STARLINK-5962 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-6225 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-30144 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-31972 - X-Coordinate,STARLINK-11102 [DTC] - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-5926 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-31711 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-31692 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-1989 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-6090 - X-Coordinate,STARLINK-30105 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-1397 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-4800 - X-Coordinate,STARLINK-5681 - X-Coordinate,STARLINK-5337 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-1926 - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-30212 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-6055 - X-Coordinate,STARLINK-5813 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-1184 - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-6266 - X-Coordinate,STARLINK-31904 - X-Coordinate,STARLINK-6320 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-5496 - X-Coordinate,STARLINK-5020 - X-Coordinate,STARLINK-3888 - X-Coordinate,STARLINK-2644 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2054 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-5542 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-4449 - Y-Coordinate,STARLINK-5631 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-6152 - Y-Coordinate,STARLINK-2022 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-30848 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-1559 - Y-Coordinate,STARLINK-31727 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-2047 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-3701 - Y-Coordinate,STARLINK-30585 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-31710 - Y-Coordinate,STARLINK-32091 - Y-Coordinate,STARLINK-31629 - Y-Coordinate,STARLINK-3920 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-4445 - Y-Coordinate,STARLINK-3085 - Y-Coordinate,STARLINK-5962 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-30144 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-31972 - Y-Coordinate,STARLINK-11102 [DTC] - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-5926 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-31711 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-31692 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-1989 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-6090 - Y-Coordinate,STARLINK-30105 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-1397 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-4800 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,STARLINK-5337 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-1926 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-30212 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-6055 - Y-Coordinate,STARLINK-5813 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-6266 - Y-Coordinate,STARLINK-31904 - Y-Coordinate,STARLINK-6320 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-5496 - Y-Coordinate,STARLINK-5020 - Y-Coordinate,STARLINK-3888 - Y-Coordinate,STARLINK-2644 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2054 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-5542 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-4449 - Z-Coordinate,STARLINK-5631 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-6152 - Z-Coordinate,STARLINK-2022 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-30848 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-1559 - Z-Coordinate,STARLINK-31727 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-2047 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-3701 - Z-Coordinate,STARLINK-30585 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-31710 - Z-Coordinate,STARLINK-32091 - Z-Coordinate,STARLINK-31629 - Z-Coordinate,STARLINK-3920 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-4445 - Z-Coordinate,STARLINK-3085 - Z-Coordinate,STARLINK-5962 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-30144 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-31972 - Z-Coordinate,STARLINK-11102 [DTC] - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-5926 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-31711 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-31692 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-1989 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-6090 - Z-Coordinate,STARLINK-30105 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-1397 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-4800 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,STARLINK-5337 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-1926 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-30212 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-6055 - Z-Coordinate,STARLINK-5813 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-6266 - Z-Coordinate,STARLINK-31904 - Z-Coordinate,STARLINK-6320 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-5496 - Z-Coordinate,STARLINK-5020 - Z-Coordinate,STARLINK-3888 - Z-Coordinate,STARLINK-2644 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5362.8243,-4273.6694,2001.1817,6570.0955,-1081.9072,5268.6120,-6837.7837,-2887.0417,6505.2445,-2699.3257,3498.6120,-4445.3790,-6022.6414,-3803.0345,-6693.1741,-2399.6472,-2480.5192,-4653.7217,-2798.7205,-5952.8056,-5850.1212,-3042.2157,-4025.9976,-5730.8307,4567.2465,839.3719,-33.6210,-1963.8776,-5262.3969,3320.3801,-4942.6557,3444.8654,-880.0253,-4473.2678,-6457.4547,-938.5486,-3287.5276,725.8236,-5452.5654,5372.8206,1668.7592,3262.2931,-5665.5567,6376.4673,2863.6579,-5360.2084,-4237.8224,-1279.3178,4595.9295,-3680.7050,934.1954,0.0000,321.5773,841.6629,3511.1827,-4118.1634,-4186.9652,4179.5325,-492.2747,3120.1385,-4495.7873,6427.3442,-4715.6722,5675.7268,-3350.9498,-5059.4825,-1578.6133,2921.0391,-3455.2202,2845.7134,0.0000,1875.0320,-2630.8609,43.0791,3844.1510,5047.0302,-1895.9411,-5962.2818,-5035.5676,-2902.5334,5447.1948,0.0000,463.0624,3827.3534,-4875.2013,-6185.6643,6403.4558,230.0433,-5301.0127,-3987.8666,6234.7695,5832.1116,-4830.7310,4638.6429,5560.4927,-4701.9129,2388.1454,-6167.5595,-5712.7386,1096.0543,-50495.2421,-36764.3959,-38691.4315,-41622.4197,-33112.7060,-35905.8518,-38317.7645,-39528.1142,-259228683.8014,-259182960.6518,-259191918.0321,-259218456.7878,-38830.3854,-259217291.2979,3703.8735,-5306.2653,-6477.7875,1689.6960,-455.5394,-557.9632,246.9050,5957.8686,2173.0832,-6158.3537,-5330.2563,-2503.3843,2261.3576,-4910.8158,17.6620,4705.4368,260.8078,-160.8115,6215.8281,209.8789,1668.0749,2812.1517,4337.3261,1828.7118,-2662.0854,5803.4419,-5249.7909,-6401.2100,-1837.2878,3638.9063,-860.2357,-3747.2314,-2396.1190,-4911.6795,-695.8871,6854.1101,-3983.5207,4249.4718,-4102.4284,-2593.7305,3785.2041,-5760.8360,3392.1911,-1987.9045,-4848.3212,2734.8359,-3656.2074,-2623.4733,4256.5094,1802.3672,6723.4583,0.0000,-4283.7347,5006.5495,-4757.2163,86.6684,-2878.6657,2927.0786,6002.8061,-2829.6077,1255.9245,2603.0696,3525.8069,-2211.7166,-5624.9683,-3490.2595,6613.8516,5725.4046,-1217.1400,-4677.7116,0.0000,-2597.3428,-3126.4010,5116.5390,-2552.3786,1465.5799,-6539.1377,1017.2224,587.1413,-2482.0312,-2554.2481,0.0000,6699.3160,-3590.2494,-4389.8212,1672.1698,-6.3125,-6948.5804,-3516.8401,-3685.6487,-3027.8638,-3662.6251,-3653.6348,-3427.9391,-3943.7591,1396.2672,4642.0032,-1595.0568,-2775.7644,6817.1560,358295.7304,366622.5153,363500.7665,364562.0368,365847.9584,365610.4796,373666.0877,370940.6115,58152066.1045,58194318.7287,58172368.7700,58172745.8247,369612.5355,58168024.0985,2327.8614,1250.8235,1473.4903,-855.1119,6827.4222,4447.0783,-1035.2287,2019.5704,-902.5183,-1080.2280,2720.2049,-4703.6011,-2508.6847,3060.8505,-1686.0363,-4315.8046,6478.5265,5113.9744,-1200.1004,3357.0089,-3309.5625,-5421.9962,3500.2005,-3289.5073,-4488.9487,-3748.2684,-4358.1202,-1180.1414,-3938.7649,4751.0394,-4735.4277,-4712.9124,-6442.4451,2049.5820,2424.0469,211.0660,4620.9048,-5454.1306,-1075.1431,-3535.1971,5526.9994,1984.9113,1676.0496,8.5856,-3862.6777,3320.1870,-4087.4773,6300.9933,2695.8802,-5416.9246,-1285.7246,0.0000,5414.5931,-4722.7441,-3393.7852,-5613.2968,-4704.1538,-4708.3368,-3432.1932,-5477.9174,5091.6101,43.2631,-3610.1200,-3257.9905,2333.6758,3150.1544,-1073.8659,-2295.8906,-5897.6110,-4252.5216,0.0000,6165.9862,-5372.3413,-4683.7191,-5148.7643,4520.8872,-534.9203,3346.6651,-4723.2560,5795.7326,-3406.5327,0.0000,1229.0268,4520.5601,2177.1488,2641.3203,2705.6719,152.7849,-2763.0478,4281.5965,-195.7652,650.3204,-3373.4323,3614.4777,-1246.1120,-4866.1973,-4576.6305,-2155.9990,-2719.7213,-205.2079,39589.1036,36495.7091,36814.6586,42093.1385,42351.1259,31874.8666,30024.1280,36476.0743,116601630.2681,116616772.4575,116602806.0151,116600785.4654,37411.3568,116607369.0712,
300.000,6304.9334,-5416.7595,342.0395,6434.2937,943.2539,5243.5928,-6190.2157,-1140.2806,6349.7633,-3576.0025,1654.9432,-5158.1568,-4679.8923,-4726.5600,-6784.0964,-269.5452,-494.6384,-3768.9883,-1681.6213,-4800.6138,-4527.5477,-1251.6003,-3340.6029,-5491.5842,4306.8965,2668.3894,-1661.9596,-2956.1041,-5094.6624,3903.1320,-5866.8919,1651.9233,-646.4886,-5140.6308,-6807.6896,306.7215,-4574.8919,2030.2380,-6127.5553,4896.2386,3550.1588,1745.3360,-4256.9061,5662.8779,1418.3660,-3740.9035,-4875.3680,-3299.7448,4784.9532,-2393.1209,2430.7868,0.0000,-1708.3323,2891.9591,1542.2071,-2438.1688,-5678.2132,5326.8970,-817.6415,1345.5621,-3054.9189,6665.2183,-2943.0260,5331.6816,-4106.1581,-4986.9541,-239.8974,4418.6891,-4762.9872,1324.8727,0.0000,-292.2569,-4310.0748,2146.3695,2002.3940,5027.2156,-3279.2677,-6220.1059,-4535.8992,-2533.0158,3852.6184,0.0000,1653.2106,1971.0254,-5887.8698,-5971.9350,6888.9755,-397.4093,-5520.8720,-5528.6229,5319.2159,5927.1655,-6122.6939,3820.7409,4190.6930,-3169.9272,3968.0809,-6690.5765,-6604.9843,2235.3872,-57941.3522,-44946.8460,-46608.4824,-49429.9077,-40883.8838,-43649.6585,-46137.8937,-47338.7422,-260434551.5617,-260389308.5399,-260397975.7894,-260425114.8288,-46632.1200,-260423176.5784,2799.8784,-4310.6833,-6317.8012,84.5764,-1503.8542,-2583.5671,1442.0840,5980.1818,836.7325,-5083.8412,-5539.8837,-473.6131,3165.3687,-4954.7761,1257.0134,4987.5685,-789.8236,1788.3552,6684.2881,1609.8857,3108.0494,4072.7619,5694.6983,3571.9715,-4394.0401,5870.4908,-5882.5350,-5407.5499,245.8923,1622.8153,724.4707,-4933.4003,-4378.0076,-4683.4577,874.6368,6620.7056,-2255.4334,5301.8374,-3097.5076,-4320.0143,2716.1931,-5664.5528,4379.3491,-3047.5818,-6068.0792,3516.9593,-1671.6356,-2818.6883,2585.4755,3575.6038,6460.4732,0.0000,-4720.0835,4372.5831,-5101.3460,1286.3919,-1833.8298,1151.7325,4549.3851,-4088.0026,2837.5490,1091.9050,4032.8809,-3919.6900,-5605.4220,-1738.2176,6297.6656,5132.9747,-2398.0070,-5917.2509,0.0000,-2360.4433,-1784.8302,5067.4967,-3650.7258,-680.4638,-5900.7650,2469.7274,2671.8732,-401.3766,-3387.4678,0.0000,5944.9442,-4670.2131,-3601.6072,3296.3411,-684.5584,-6664.1290,-1669.8892,-2957.5980,-4239.3133,-3195.3762,-2460.1455,-5076.6926,-4842.6548,2829.8233,3187.3457,-71.9161,-1751.9136,6336.3761,357169.6612,365808.3430,362619.2462,363747.4718,364977.4682,364735.3602,372722.2441,369704.8084,52478693.1742,52521841.0327,52499738.4322,52499097.8054,368741.3310,52494745.3542,581.6312,-287.2893,2842.9654,-2315.7387,6696.6469,3700.1592,-2739.6865,3289.7661,-2618.1525,-2786.8165,3820.9756,-4617.6039,-3970.9424,1043.5376,110.0044,-4645.6519,6878.3662,5515.9529,613.9037,4592.0069,-4220.1239,-5329.7629,1927.5018,-2018.8104,-3198.2844,-2616.8722,-3029.0869,-2874.8861,-4535.9893,5381.0778,-3555.0234,-4588.4229,-5331.8753,-50.0341,985.5741,1986.4782,4691.3611,-4011.9301,742.2209,-2334.2138,5262.0463,3550.7443,3014.3376,-1810.7214,-2789.9527,4565.6114,-4634.1780,5423.1567,4110.4558,-5256.1626,253.2042,0.0000,4753.2537,-4538.3425,-4252.8008,-6393.2502,-3511.2976,-4301.4546,-5166.7782,-5405.8446,5506.6221,1565.7535,-4772.9219,-1979.0693,251.3852,4448.2585,-2772.7682,-831.4221,-4445.4322,-3359.9695,0.0000,6528.2014,-4878.2632,-4222.6742,-5519.3576,4724.0945,1019.9739,1739.4426,-4505.2438,6448.8132,-4635.5141,0.0000,2915.0035,4719.3301,412.0358,1235.7799,653.9032,-1951.8247,-3852.7708,2922.2177,1338.2195,-1591.3788,-2125.1074,2446.4835,-2650.6829,-5448.0514,-4721.7642,-666.4515,-1011.2315,1594.2431,39416.3401,36427.8224,36768.8452,41805.3756,42325.1509,31936.7523,29737.6725,35971.4519,116600958.4582,116615674.5938,116601598.0105,116600003.1336,37267.4398,116606464.6226,
600.000,6619.0422,-6035.3494,-1373.4539,5656.9494,2908.9457,4741.1489,-4931.3334,739.5520,5576.2888,-4110.9821,-366.4900,-5414.7572,-2868.1251,-5155.0048,-6194.6678,1888.3163,1585.5370,-2564.1957,-390.6541,-3176.0500,-2780.2891,631.0086,-2338.1114,-4716.6499,3655.3604,4225.8986,-3090.1745,-3671.6251,-4451.7929,4147.6925,-6225.6845,-273.6646,-268.0830,-5286.5879,-6500.8497,1543.7056,-5456.2885,3085.8834,-6194.0472,3965.6829,5102.2129,25.1853,-2405.3714,4316.2372,-144.5970,-1741.5980,-5085.7197,-4968.6708,4519.5646,-906.1773,3691.3032,0.0000,-3545.6166,4671.6516,-594.2189,-554.7297,-6612.7858,5990.9322,-981.9558,-525.7309,-1350.8877,6263.1207,-869.3105,4480.5288,-4441.6125,-4460.0159,1152.3621,5460.7025,-5520.3785,-294.6894,0.0000,-2442.5667,-5556.1794,4034.2069,-11.8489,4566.6211,-4338.5660,-5869.1640,-3639.9321,-1988.8230,1876.3130,0.0000,2705.6725,-56.7092,-6311.4414,-5186.7670,6676.2228,-1010.2442,-5240.2045,-6515.6188,3882.0730,5360.4420,-6820.5162,2634.8419,2404.7010,-1356.3749,5198.6081,-6501.3971,-6835.4209,3169.1601,-65361.3858,-53129.2821,-54505.7587,-57218.6712,-48637.0375,-51375.9187,-53935.4847,-55056.1589,-261516265.6401,-261471526.7031,-261479905.2754,-261507591.9128,-54414.4171,-261504911.9891,1624.2664,-2894.2226,-5561.3317,-1549.9314,-2305.5211,-4344.6428,2524.9939,5443.0812,-609.4446,-3470.7516,-5245.2831,1585.0299,3798.4775,-4499.9029,2371.6482,4808.3511,-1668.3169,3592.4188,6490.3974,2892.5712,4284.4045,4961.2757,6468.9466,4944.5892,-5679.4235,5394.7230,-5926.4101,-3842.5670,2319.5150,-553.9396,2202.9529,-5678.5302,-5881.7921,-3979.3982,2351.2328,5733.5037,-335.3104,5847.6083,-1775.4863,-5618.1042,1430.9285,-5031.4723,4947.2242,-3790.4728,-6678.6806,3995.1058,471.8473,-2797.6492,624.2748,5006.8642,5562.9422,0.0000,-4736.2255,3358.7968,-4966.4139,2429.7227,-646.5689,-705.6357,2602.9482,-4988.7143,4184.0485,-538.9562,4191.6622,-5232.3680,-5018.5969,213.5950,5358.0748,4023.6213,-3370.6682,-6596.8542,0.0000,-1970.0013,-302.3737,4568.8977,-4443.5311,-2764.8246,-4658.7744,3659.6020,4503.2012,1741.6076,-3936.6425,0.0000,4577.5487,-5338.3848,-2458.6030,4591.6951,-1284.6746,-5705.0969,355.4561,-1968.5215,-5051.2534,-2396.6027,-1048.5993,-6199.7343,-5295.5430,4033.7270,1457.5575,1452.2653,-564.2839,5219.1838,355890.2094,364841.6558,361576.6895,362771.1786,363944.4314,363700.6292,371612.0133,368228.9522,46780395.1922,46824428.9457,46802175.9094,46800460.8886,367705.4007,46796541.1316,-1227.1845,-1794.5900,3908.6954,-3518.2313,5851.4453,2555.1222,-4149.5390,4206.1228,-4051.9681,-4179.1791,4512.8033,-4039.7295,-5003.7971,-1085.8528,1894.0682,-4454.8231,6548.7847,5325.2291,2361.7610,5315.5461,-4678.3720,-4641.3540,143.4750,-524.6191,-1565.7562,-1208.5651,-1360.1282,-4243.8875,-4625.7362,5414.2933,-1988.7678,-3974.6628,-3651.5220,-2144.3682,-558.4176,3547.9458,4260.1745,-2144.4259,2479.1414,-883.5423,4428.6635,4733.0560,4012.6152,-3413.6213,-1404.7991,5310.1969,-4685.5132,3969.9402,5063.2622,-4499.4370,1764.6926,0.0000,3580.0035,-3869.3636,-4634.2995,-6500.6590,-1941.4564,-3436.9292,-6349.8987,-4751.2734,5327.6818,2920.5909,-5420.3514,-485.9267,-1857.6260,5265.4379,-4168.8543,726.3841,-2520.3630,-2107.9897,0.0000,6199.6742,-3820.2811,-3311.1190,-5296.3349,4422.6071,2460.4946,-55.4915,-3805.1470,6417.1461,-5365.4142,0.0000,4274.1134,4412.5881,-1397.5895,-302.1507,-1467.3000,-3849.5278,-4531.2259,1248.1094,2728.8425,-3661.7090,-649.2365,1002.1405,-3771.3787,-5442.7502,-4364.7118,901.1669,806.7060,3220.9593,39243.3335,36368.6682,36723.9558,41512.4500,42295.5568,32004.6474,29456.5422,35570.4466,116600288.9250,116614576.1098,116600390.8420,116599268.6536,37123.4975,116605559.9609,
