sl_100_5400_20261112 Coordinates.csv
2026/11/12 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:45 2024,
Start: 2026/11/12 07:47:00.00, Stop: 2026/11/12 09:17:00.00,
TIME_UNITS,STARLINK-31554 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-31697 - X-Coordinate,STARLINK-1782 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-31285 - X-Coordinate,STARLINK-3530 - X-Coordinate,STARLINK-30049 - X-Coordinate,STARLINK-1304 - X-Coordinate,STARLINK-31751 - X-Coordinate,STARLINK-31963 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-4275 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-5801 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-5193 - X-Coordinate,STARLINK-4672 - X-Coordinate,STARLINK-30359 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-6166 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-5712 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-32087 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-2449 - X-Coordinate,STARLINK-3754 - X-Coordinate,STARLINK-3918 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-31448 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-4466 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-4296 - X-Coordinate,STARLINK-2600 - X-Coordinate,STARLINK-1828 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-30374 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-6366 - X-Coordinate,STARLINK-30157 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-3878 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-6313 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-2174 - X-Coordinate,STARLINK-2095 - X-Coordinate,STARLINK-3542 - X-Coordinate,STARLINK-31940 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-1938 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-31684 - X-Coordinate,STARLINK-1984 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-6297 - X-Coordinate,STARLINK-4280 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-3255 - X-Coordinate,STARLINK-5742 - X-Coordinate,STARLINK-3150 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31554 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-31697 - Y-Coordinate,STARLINK-1782 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-31285 - Y-Coordinate,STARLINK-3530 - Y-Coordinate,STARLINK-30049 - Y-Coordinate,STARLINK-1304 - Y-Coordinate,STARLINK-31751 - Y-Coordinate,STARLINK-31963 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-5801 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-5193 - Y-Coordinate,STARLINK-4672 - Y-Coordinate,STARLINK-30359 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-6166 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-5712 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-32087 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-2449 - Y-Coordinate,STARLINK-3754 - Y-Coordinate,STARLINK-3918 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-31448 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-4466 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-4296 - Y-Coordinate,STARLINK-2600 - Y-Coordinate,STARLINK-1828 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-30374 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-6366 - Y-Coordinate,STARLINK-30157 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-3878 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-6313 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-2174 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,STARLINK-3542 - Y-Coordinate,STARLINK-31940 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-1938 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-31684 - Y-Coordinate,STARLINK-1984 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-6297 - Y-Coordinate,STARLINK-4280 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-3255 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-3150 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31554 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-31697 - Z-Coordinate,STARLINK-1782 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-31285 - Z-Coordinate,STARLINK-3530 - Z-Coordinate,STARLINK-30049 - Z-Coordinate,STARLINK-1304 - Z-Coordinate,STARLINK-31751 - Z-Coordinate,STARLINK-31963 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-5801 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-5193 - Z-Coordinate,STARLINK-4672 - Z-Coordinate,STARLINK-30359 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-6166 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-5712 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-32087 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-2449 - Z-Coordinate,STARLINK-3754 - Z-Coordinate,STARLINK-3918 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-31448 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-4466 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-4296 - Z-Coordinate,STARLINK-2600 - Z-Coordinate,STARLINK-1828 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-30374 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-6366 - Z-Coordinate,STARLINK-30157 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-3878 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-6313 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-2174 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,STARLINK-3542 - Z-Coordinate,STARLINK-31940 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-1938 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-31684 - Z-Coordinate,STARLINK-1984 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-6297 - Z-Coordinate,STARLINK-4280 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-3255 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-3150 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5342.8513,-5866.8799,4982.5382,-3559.0957,345.6004,-2555.6748,6621.7259,-2280.9748,3626.2580,6383.9440,4387.4280,-3941.8158,-6530.8504,2774.7918,3249.0224,-4308.8147,-2817.3341,-1565.2267,-6370.2422,6241.3883,5040.6923,3569.7238,-3763.7462,-4721.8451,6343.7623,-5537.6284,4390.6296,1876.6008,928.6492,-2241.6742,2932.1902,4771.3458,-5160.3120,5108.6200,1536.3703,-5139.7445,-2852.0572,1507.7437,3881.1157,-2486.2137,3125.0549,4738.8761,3702.4360,-1054.1330,1100.1489,-4515.0198,-410.9730,5007.1268,3089.0168,1110.0529,-4658.0755,3695.2005,-2005.5679,-97.3902,5091.4383,5694.0560,1934.1740,5651.3777,-6483.4418,3052.5513,2855.2470,-2306.4997,5051.5704,205.7270,2468.7399,-5077.4022,-556.8513,3430.9499,6881.7723,-2955.7163,5252.2525,-5324.8262,-5758.8370,5541.7607,2338.7463,4234.5215,5105.1921,2281.1491,-2718.5631,-125.7589,4708.1371,-4899.8571,-6821.7996,-2254.4694,5853.0658,-873.2595,-2780.4105,0.0000,-697.4774,-925.5438,-2908.7114,5494.7220,-5852.4430,-3743.7072,3218.8262,5148.1655,-4615.8075,-5964.2488,4668.8286,2564.1007,32209.1569,19078.1203,35530.6728,34413.4551,33423.7818,33495.7233,25462.2780,30887.9921,-180186042.2270,-180207593.4061,-180185822.6683,-180183874.9639,29430.7191,-180190918.2729,3175.1610,-3365.0167,-1616.1694,2296.5140,4425.3763,4333.2173,852.3675,-6411.1947,3641.8269,-2331.3273,-548.2645,5654.9655,-2092.6428,-3081.8969,-4545.3936,-1566.8679,-5967.4390,-6097.9614,693.1813,-2319.0654,3897.6065,2090.2365,2527.9532,-3607.5489,2222.0744,1904.0535,5300.1816,-3881.6705,-1568.1670,3987.3352,-5580.9397,3287.8953,-3100.7613,-880.8630,5536.2673,-79.8776,-5665.5163,-3854.3164,3123.0814,-4475.3100,-5606.8432,-997.7911,3827.7878,4609.1926,4790.4652,-2748.2531,4328.1637,-1141.9934,-2858.3135,-6537.1360,3215.1583,4768.7814,6501.7243,6560.3390,-2455.6705,3808.8274,-4076.7908,-638.3921,-2303.8356,6023.9506,-2996.8714,-5136.9507,-4637.2481,2546.2594,6186.8038,15.6624,6643.4569,3853.8650,-549.6449,4055.4382,3700.8394,-1877.0482,-1060.8523,63.2013,-6361.7896,-4753.8756,4391.8011,-3877.9518,5936.9838,4219.7682,-2891.8026,1286.6135,-1086.0227,-3569.5261,2104.0506,6496.6823,4165.9984,0.0000,5027.7623,-5925.8862,-4518.9846,2174.1901,457.2580,-2036.5902,-3961.5989,387.1751,-948.8121,3444.1388,2203.9882,3519.9261,341993.0325,373840.2894,356446.5511,354081.9230,362651.4122,360013.2660,357701.6473,357495.3187,-69746743.3429,-69745722.4718,-69755259.6299,-69762054.9116,357070.6465,-69764019.0789,2778.2176,-1422.4519,-4443.0646,5381.3165,5342.8527,-4597.6045,1791.8943,-526.0062,4612.6501,957.9412,-5066.2904,159.7720,927.2422,-5442.7659,-3883.6218,-5159.9002,2130.5840,-2827.2829,-2326.1191,-728.4534,-2687.6316,-5529.0788,5211.8926,3607.2411,-1600.2317,3700.8231,-780.1220,5387.7775,6680.5146,-5171.9419,-2852.3699,3788.4510,-3211.6422,4592.9683,-3522.1935,4635.2148,2780.1558,5513.8816,-4791.1704,4503.9517,2570.6318,-4931.8961,4396.8800,-5032.0358,4847.6956,4307.2783,5344.1364,4644.2054,-5474.9930,1913.4787,-4004.1920,3403.3160,-1135.1333,-2167.9657,-3960.2027,969.4867,-5157.0245,-3763.0461,-829.6030,1550.0009,5475.1987,3982.8916,910.5088,6443.6391,-1927.9158,4713.8983,1886.4377,-4458.1358,-587.8953,-4732.4205,-2401.4595,-4034.2267,3462.7947,4147.4174,698.8835,2644.9268,1629.7809,-5249.8241,-2312.2240,-5463.4919,3987.6135,4721.7127,-268.7503,-5482.1589,-3062.3092,1988.9649,-4618.8311,0.0000,-4730.6294,-3330.6418,4371.7202,-3396.6002,-3662.7147,-5449.0053,4673.5461,-4593.2635,5053.8552,-617.0118,-4595.8616,5359.6622,-184264.1099,-188611.4233,-188422.4284,-183642.6012,-182986.5707,-193363.0842,-195591.5702,-189061.8669,52593523.8910,52625925.2004,52620619.0370,52613210.1166,-188061.6683,52603278.5665,
300.000,-4699.1987,-5875.6994,3730.3120,-2634.3510,-134.8464,-498.9677,6002.9243,-3623.6135,5271.8162,5403.2206,3236.3857,-2734.9432,-6866.4292,1240.3285,1902.4791,-4100.3922,-4291.1686,-2946.8800,-5394.5036,5527.9380,5088.7921,4506.9173,-1929.4289,-5784.9376,6819.9778,-4119.0422,5439.1466,169.6096,890.7335,-826.1816,1268.1245,5107.1162,-6278.3551,4217.9638,3081.2140,-5202.9764,-3960.2102,-513.8629,4143.6690,-4038.4374,1501.1003,3344.7172,5309.3427,997.9422,2613.4217,-5746.2154,1580.7387,4561.4007,1768.0027,-282.2994,-5737.9762,4551.1070,-649.2412,1201.8465,4984.4104,5881.6877,-229.0939,6058.8498,-6505.0053,4132.3121,1079.1234,-3699.0667,4160.9614,2167.4986,3941.9945,-4754.1036,983.1303,5057.9620,6555.3545,-885.6680,6223.0941,-6241.6446,-6392.7891,4764.9594,855.1478,2444.4231,6123.7239,140.1522,-1162.9244,1964.1172,3970.0003,-4144.5380,-6604.0936,-3766.7795,6681.9011,510.7036,-960.6291,0.0000,-927.8444,-2692.1047,-4702.4758,6431.8614,-4621.8803,-4936.9311,1312.4198,4151.3328,-5540.0822,-5204.9209,5080.5670,4408.3381,25108.4935,11256.5071,27996.6600,26826.1530,25898.3971,25968.3040,18008.6761,23509.3766,-178615408.4856,-178637511.7890,-178615436.1026,-178613356.9717,21904.3659,-178620264.9149,4728.4148,-1944.6604,-3366.6399,4177.2162,5901.6530,5039.2118,-501.5568,-5689.1739,2920.2259,-3275.9372,-2407.8761,6020.9498,-621.2392,-4562.0694,-5890.5294,571.0957,-5410.4229,-6134.8363,2225.6553,-3683.9375,2246.6355,147.0330,3660.8914,-3480.2699,1081.3873,3347.1434,4216.7872,-5051.7165,712.0274,5370.7091,-5324.1512,1276.1932,-2154.4931,-2842.4903,5667.3013,2009.8542,-4162.6405,-4578.9194,1057.9844,-2955.6452,-5423.4966,-2580.4487,3176.0464,4050.1205,3339.1116,-1150.8272,4857.1216,-3187.4558,-4501.9934,-5945.9233,3341.6334,2991.1264,6258.7271,5711.5824,-4069.1238,2465.4639,-4114.6439,-2174.9880,-711.9673,4738.2486,-4256.5041,-3593.3897,-5453.3883,1522.3165,5686.8063,2142.6074,6849.5858,2583.6222,-2022.6078,4199.1466,2806.3871,-209.8944,632.8343,-1885.9136,-6707.0225,-5230.6205,3243.9145,-4155.7288,5666.7649,4455.5544,-4673.4651,3291.1653,167.5909,-2006.0442,617.4948,5831.2990,5280.6698,0.0000,3203.6735,-5959.7204,-3636.0158,648.9111,1840.0899,-323.1214,-4971.7807,-1397.4778,758.0827,4389.2673,87.9991,2614.7075,342535.5291,374167.0587,356875.9613,354624.0451,363224.4716,360611.2514,358229.5885,358258.7815,-73665313.6273,-73664313.2891,-73673206.6493,-73679903.1698,357614.2800,-73682505.2510,1390.4978,-3078.2196,-4683.0368,4746.9774,3666.1515,-4560.7080,3386.7992,1029.5501,3375.3832,2674.4630,-5380.4385,1944.9151,-618.8626,-4946.2520,-2823.2388,-5523.3145,655.9681,-1137.2102,-3525.2082,842.8816,-4109.8319,-5229.7575,5530.4921,1668.4318,198.7245,4449.6493,766.3634,4699.2055,6829.5836,-4259.5411,-4235.0225,4494.4808,-1574.4771,4700.6888,-1945.8251,4100.2284,3863.5994,5129.2305,-5430.0329,4631.7260,4014.5451,-5470.9886,3072.6427,-5502.7945,5446.4049,3488.5360,4624.7619,4122.0540,-4928.8446,3488.2638,-1990.5843,4277.6648,-2829.6177,-3700.5183,-2494.8631,2677.4877,-5474.8702,-2247.0487,-2286.6053,2907.4496,5275.8715,4578.4652,-906.2297,6404.9083,-432.5208,4562.1812,387.1667,-3772.4829,957.1465,-5400.5475,-652.3917,-3022.9220,2244.6920,4652.2491,-859.5662,3764.0598,110.9701,-5523.9702,-3811.8986,-4895.1283,2975.7349,4467.2436,-2040.9245,-5446.7495,-1736.8856,3554.1912,-4196.0751,0.0000,-6084.3661,-2071.4505,3560.9245,-2157.0201,-4809.9063,-4835.0113,4632.2638,-5345.0272,4062.1608,1197.5372,-4685.9285,4629.6297,-184258.6425,-188631.7025,-188326.4130,-183795.4243,-182879.0996,-193155.4232,-195732.1890,-188645.2698,52590659.8171,52623120.3058,52617850.6973,52610600.2026,-188065.8050,52600571.6152,
600.000,-3585.5254,-5321.7111,2141.2885,-1493.3140,-651.5782,1592.8468,4799.3568,-4606.3940,6388.3868,3864.9257,1786.4283,-1235.3031,-6534.0663,-375.5692,387.8818,-3544.5088,-5345.0227,-4022.3183,-3879.3281,4213.6872,4670.5939,5045.4581,68.6897,-6251.3832,6615.2027,-2319.0704,5963.5763,-1514.6494,660.3242,628.7318,-553.2941,4989.4420,-6741.6656,2958.8788,4276.5788,-4798.4863,-4720.8806,-2457.2756,4056.0039,-5213.0727,-302.6870,1657.7334,6380.7440,2975.0792,3916.1829,-6408.3651,3388.1979,3712.6711,320.0451,-1682.8040,-6204.5964,5006.6254,801.1828,2421.6330,4401.6581,5504.5500,-2373.3923,5851.2129,-5906.3383,4838.2953,-768.0853,-4767.8902,2849.1052,3946.3415,5029.7906,-4014.2023,2423.9562,6181.1628,5590.1820,1281.2247,6555.2996,-6569.6772,-6380.5612,3562.1144,-724.0473,400.5427,6547.3229,-2011.3109,539.9539,3841.3844,2855.5220,-3029.1397,-5733.5741,-4949.5179,6865.7772,1880.2794,928.8613,0.0000,-972.8982,-4174.4775,-6041.6769,6716.9912,-2956.0063,-5678.0254,-699.4151,2786.3241,-5943.1886,-3919.3028,5041.2788,5823.9034,17998.9255,3430.1819,20449.0974,19225.5421,18361.0635,18425.7844,10546.6638,15997.0166,-176959571.9635,-176982232.7511,-176959873.8459,-176957678.1717,14368.1643,-176964412.5921,5789.6265,-303.8915,-4812.2031,5643.9867,6733.8034,5273.4139,-1841.5860,-4383.4078,1945.4950,-3916.5927,-4045.0834,5794.8897,916.5116,-5608.1539,-6636.1292,2664.4979,-4334.1035,-5563.7216,3564.2033,-4658.6535,347.3534,-1779.6176,4485.6118,-3019.7681,-169.6222,4504.5173,2717.7139,-5752.9279,2910.8043,6239.9218,-4575.5558,-866.7706,-1002.4326,-4548.7840,5202.1470,3892.7892,-2257.0024,-4896.9556,-1116.4134,-1166.3005,-4734.4464,-3954.7131,2241.8239,3144.9982,1590.9526,533.5105,4944.5534,-4921.8230,-5723.2779,-4775.1820,3078.8617,923.7131,5402.3480,4305.6875,-5259.1736,854.1072,-3795.4915,-3464.1571,968.2900,2986.8282,-5130.8139,-1716.4776,-5734.2139,419.0768,4637.9316,4065.1207,6391.5712,1085.3210,-3308.1112,3983.9439,1632.0607,1452.2241,2241.7962,-3677.3346,-6368.5822,-5226.1217,1782.1568,-4083.6265,4864.9021,4299.9255,-5973.2595,4986.4168,1427.0893,-287.7936,-912.5652,4583.7928,5886.1766,0.0000,1035.2605,-5410.6486,-2434.8736,-922.1951,3090.1024,1382.4703,-5537.6515,-3084.3303,2354.7106,4908.3007,-2029.2466,1500.3734,342932.5379,374329.4046,357147.4266,355006.9954,363637.7669,361048.3382,358602.0345,358821.1689,-77548558.6944,-77547596.7427,-77555840.2069,-77562436.5920,357999.3321,-77565665.8846,-154.3040,-4401.7948,-4408.8585,3587.2936,1600.1827,-4011.1697,4616.0141,2469.4593,1773.1539,4095.8190,-5066.2050,3518.2231,-2098.3985,-3900.6420,-1443.3766,-5289.8409,-888.8175,676.3479,-4328.0713,2314.1220,-5089.6708,-4365.6964,5252.6563,-447.4101,1976.1432,4721.7112,2230.4606,3501.9918,6249.0476,-2886.4094,-5162.6952,4718.1121,239.5447,4304.8769,-142.7022,3125.0992,4532.3985,4188.1320,-5484.3381,4239.8486,5025.6317,-5421.2063,1416.1329,-5379.4875,5456.4274,2278.0636,3402.3729,3157.9091,-3850.2817,4684.6150,236.1504,4693.4206,-4216.9536,-4833.6883,-758.8729,4096.9715,-5188.1393,-478.3265,-3498.7548,3952.9931,4496.7050,4677.2614,-2625.3591,5683.4027,1109.1785,3922.2602,-1153.6381,-2663.0354,2399.3844,-5483.8002,1168.8289,-1688.9720,772.5957,4657.7443,-2321.1784,4473.6916,-1419.7607,-5204.0712,-4903.1976,-3797.7179,1628.9461,3734.0754,-3592.8830,-4826.9050,-225.4000,4725.2091,-3301.0412,0.0000,-6791.2389,-583.4046,2368.7419,-674.4430,-5440.5967,-3701.3856,4093.6848,-5520.9793,2632.3130,2882.7236,-4271.0706,3399.5709,-184253.4921,-188651.8463,-188229.7987,-183953.2580,-182775.0976,-192941.5656,-195867.4260,-188186.6599,52587800.3080,52620313.2263,52615074.3704,52607970.3678,-188069.8391,52597864.7468,
