sl_100_86400_20260205 Coordinates.csv
2026/02/05 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:45 2024,
Start: 2026/02/05 07:47:00.00, Stop: 2026/02/06 07:47:00.00,
TIME_UNITS,STARLINK-3601 - X-Coordinate,STARLINK-31791 - X-Coordinate,STARLINK-3666 - X-Coordinate,STARLINK-31342 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-1186 - X-Coordinate,STARLINK-1828 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-2111 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-2303 - X-Coordinate,STARLINK-30147 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-3524 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-4535 - X-Coordinate,STARLINK-5134 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-31204 - X-Coordinate,STARLINK-3900 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-1675 - X-Coordinate,STARLINK-6226 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-1647 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-2120 - X-Coordinate,STARLINK-5236 - X-Coordinate,STARLINK-2696 - X-Coordinate,STARLINK-2692 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-5890 - X-Coordinate,STARLINK-30566 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-2196 - X-Coordinate,STARLINK-3945 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-6277 - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-1115 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-5042 - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-31237 - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-4400 - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-3346 - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-2705 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-3912 - X-Coordinate,STARLINK-31761 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-30957 - X-Coordinate,STARLINK-3386 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-5700 - X-Coordinate,STARLINK-1676 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-31148 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-5017 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-30292 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-2428 - X-Coordinate,STARLINK-30707 - X-Coordinate,STARLINK-2581 - X-Coordinate,STARLINK-2478 - X-Coordinate,STARLINK-2535 - X-Coordinate,STARLINK-5472 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-2351 - X-Coordinate,STARLINK-2189 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-31202 - X-Coordinate,STARLINK-1788 - X-Coordinate,STARLINK-4119 - X-Coordinate,STARLINK-32083 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-31791 - Y-Coordinate,STARLINK-3666 - Y-Coordinate,STARLINK-31342 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-1186 - Y-Coordinate,STARLINK-1828 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-2111 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-2303 - Y-Coordinate,STARLINK-30147 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-3524 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-5134 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-31204 - Y-Coordinate,STARLINK-3900 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-1675 - Y-Coordinate,STARLINK-6226 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-1647 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-2120 - Y-Coordinate,STARLINK-5236 - Y-Coordinate,STARLINK-2696 - Y-Coordinate,STARLINK-2692 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-5890 - Y-Coordinate,STARLINK-30566 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-2196 - Y-Coordinate,STARLINK-3945 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-1115 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-5042 - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-31237 - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-4400 - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-3346 - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-2705 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-3912 - Y-Coordinate,STARLINK-31761 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-30957 - Y-Coordinate,STARLINK-3386 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-1676 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-31148 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-5017 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-30292 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-30707 - Y-Coordinate,STARLINK-2581 - Y-Coordinate,STARLINK-2478 - Y-Coordinate,STARLINK-2535 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-2351 - Y-Coordinate,STARLINK-2189 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-31202 - Y-Coordinate,STARLINK-1788 - Y-Coordinate,STARLINK-4119 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-31791 - Z-Coordinate,STARLINK-3666 - Z-Coordinate,STARLINK-31342 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-1186 - Z-Coordinate,STARLINK-1828 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-2111 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-2303 - Z-Coordinate,STARLINK-30147 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-3524 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-5134 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-31204 - Z-Coordinate,STARLINK-3900 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-1675 - Z-Coordinate,STARLINK-6226 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-1647 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-2120 - Z-Coordinate,STARLINK-5236 - Z-Coordinate,STARLINK-2696 - Z-Coordinate,STARLINK-2692 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-5890 - Z-Coordinate,STARLINK-30566 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-2196 - Z-Coordinate,STARLINK-3945 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-1115 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-5042 - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-31237 - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-4400 - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-3346 - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-2705 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-3912 - Z-Coordinate,STARLINK-31761 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-30957 - Z-Coordinate,STARLINK-3386 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-1676 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-31148 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-5017 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-30292 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-30707 - Z-Coordinate,STARLINK-2581 - Z-Coordinate,STARLINK-2478 - Z-Coordinate,STARLINK-2535 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-2351 - Z-Coordinate,STARLINK-2189 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-31202 - Z-Coordinate,STARLINK-1788 - Z-Coordinate,STARLINK-4119 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5655.9751,6435.4667,-2052.0046,5091.8647,784.6819,-4335.0297,128.2454,-1303.9306,1316.1434,-3191.1339,-2976.5635,3973.5683,-4128.3210,4411.4601,2150.5399,4595.4448,3637.1069,6643.6743,3405.6725,-6135.0512,-615.4599,-4965.7637,-4263.7172,1393.4826,2333.1869,3589.1299,-6445.5731,-1847.6755,-3328.5058,-5798.1578,-5873.6309,-6233.7320,-5645.6930,-1757.1263,-592.6332,-1838.5442,127.1326,3396.4070,-1446.5959,5882.8255,-5915.9181,3590.6719,2926.3168,267.7554,4581.5298,-1111.8224,4730.1468,-1740.8243,1139.8622,2415.0737,934.0421,-2063.2174,5081.1799,1.4149,5193.1616,479.3549,-5650.8828,-1417.6709,-516.0524,-4752.6151,2723.2453,-4284.4858,-745.7990,-5319.9342,-2014.4968,0.0000,-3245.3006,5808.7152,-5386.0303,5479.3808,2318.4487,-2076.8692,4984.8318,4137.4942,5917.0922,5778.0022,1019.9084,5435.6536,-3743.0457,3921.0274,1630.4334,6372.7602,6316.4554,412.8993,4034.4718,-4679.1549,-4881.7090,2736.8510,-1994.3498,1160.7402,-1485.0074,4657.5297,-6333.9446,2088.0354,2854.8093,6854.8276,3928.7217,-1280.3911,188.3705,-4665.6599,-93450.7429,-125038.6600,-108767.5704,-104856.1189,-113377.5528,-110243.9601,-109091.9980,-108558.4807,-164868423.4071,-164884008.5698,-164881886.9206,-164871732.4964,-108073.4326,-164859386.0873,420.2383,-1847.6275,-6591.9517,-4496.8902,6304.3855,904.5538,5071.9665,-5819.7054,-5723.2346,2660.0755,3090.3658,3324.5059,3152.7339,-1448.2858,-4583.7846,-5047.5230,3876.6178,-1552.9806,5050.6101,2682.5165,6708.3481,1233.6150,1017.2912,-5158.2805,6338.0271,-3801.9644,2063.5143,4825.9474,-5155.6435,-504.1874,-3657.1704,673.4419,-4026.9576,-3775.8387,6838.2062,-6635.3779,-2855.7158,3029.5054,5443.5710,-3297.8058,-3427.2626,-3769.1199,4202.3755,-5228.1564,-3727.0097,5995.4343,1125.8721,4231.2291,5426.4887,6493.0577,1619.6469,4037.0279,3349.3998,-5108.3671,417.9043,-4126.4568,2582.0565,5255.7749,-4948.4469,-5062.3999,3243.4676,-1205.1954,-4516.1935,-3250.7883,4887.9804,0.0000,-4284.4104,-830.4173,2834.5217,4020.3129,6317.9244,-4172.6055,-1180.3692,1790.2719,3612.1085,2683.3168,4971.3767,-3607.2861,3471.2342,-2390.5496,-6319.9493,-55.3319,-591.8970,-5004.4950,4349.1631,-280.3304,3929.9291,5973.6275,-4548.2327,-6221.8200,4064.4659,2207.5864,1675.3947,5431.3418,-3415.2837,735.4741,-3147.3625,-5033.1971,4408.5776,1643.6537,-363625.7226,-382109.4203,-366258.2808,-367606.0021,-367999.4216,-367969.5639,-376375.0836,-373734.6519,293092598.0983,293071040.1987,293082697.0632,293079617.9413,-372267.7381,293078929.7600,3932.6356,1292.0306,-423.2052,-917.5291,2564.8005,5299.9319,-4713.2973,3425.1201,3295.7484,5516.8024,-5322.9904,-4376.2477,4557.0050,5167.2239,-4608.6667,1114.2635,-4464.9766,1058.3617,3267.9444,1705.6371,-1573.1383,4669.1159,-5354.5208,4392.1159,1473.7973,-4556.4238,1264.4707,-4627.6743,-3272.1565,3637.1980,462.4579,-2678.1089,148.3665,-5521.3422,841.8395,700.5173,6326.9930,4881.6627,4000.5120,-1648.7976,1020.0288,-4586.2051,4766.7076,-4559.3508,3626.1055,-3248.3588,4908.1600,5216.4667,4148.8719,355.7143,6665.9802,-5101.5400,-3330.5007,-4523.1526,-4559.6533,5510.6691,-2904.5522,4247.0490,-4831.1130,288.8348,5447.0038,-5213.8886,-5120.9090,2981.0010,4438.1691,0.0000,4308.1485,-3704.3868,-3266.9155,-1304.9321,-1686.4079,-5107.7226,4658.9206,5226.1126,212.4083,-2640.9498,-4692.5186,-1693.0731,-4697.5070,5159.0791,1979.3788,2417.2340,-2758.9392,4736.6956,-3376.1572,-5131.5105,-2937.7051,-1953.5779,4738.2506,-2776.4742,5358.1654,-4610.8712,-2261.5772,-3599.6165,5281.5306,-716.1133,-4668.0836,4560.4665,5318.8188,4736.1242,-5962.3848,-8909.6366,-9689.8680,-3416.3900,-3994.9260,-14627.4875,-15687.9315,-7672.8971,-113977801.5131,-113996348.6410,-113957315.8695,-113961276.8382,-8625.1266,-113965599.7121,
3600.000,6441.8730,-4800.8334,3203.7573,-1824.2137,-2539.0533,1984.0437,-2705.4156,3282.0967,2742.7536,617.2630,-1282.1770,-6521.7334,2184.0136,-35.1066,2206.4741,-1767.7038,-6367.1929,-5383.7584,-4025.5849,3098.1824,-979.7054,4156.2811,4413.0973,1695.0676,-3535.8373,-1252.7989,3620.2169,-1453.4775,3780.9956,6679.4065,5799.5222,2834.2644,5921.2506,5475.8488,-1403.3733,3056.3427,4018.5877,-6577.8739,-2269.6026,-5895.0436,5044.7619,-1217.6002,-5765.6677,3666.9315,-3279.8068,-562.2518,-6630.6550,1876.3538,-4229.1305,-4047.7381,3097.7733,-522.3581,-6785.4990,4389.9598,-6605.7292,3486.3388,2007.4339,-412.3446,-1992.5736,3888.6340,-5326.0498,3642.2211,4193.1021,6479.2878,328.4830,0.0000,5736.2018,-3282.2380,1591.9068,-4852.3502,-4048.6662,4697.9994,-4238.1092,-6487.2943,-2993.7163,-6542.6205,-3779.0321,-1380.7697,538.1902,-205.7838,2012.0318,-6125.2577,-6338.1672,2071.9787,-5861.2482,989.8219,4062.1362,-3721.5226,5015.1944,1754.1001,-1618.0179,-3792.4503,5594.1370,-4288.8813,-970.0982,-5481.4906,-717.4065,3910.4506,-3608.7623,873.2061,-277.3787,-25063.3559,-10283.6592,-7681.3767,-16589.5763,-13757.9522,-11764.8184,-10953.2268,-235144371.9300,-235155484.6221,-235160449.9672,-235148286.0056,-10974.4871,-235136114.9825,-2491.0724,4028.8597,4862.8847,5188.2757,-6038.7087,-4608.5699,-6264.5681,5980.7174,2989.0937,-5808.2559,-5136.2053,-1845.7861,-6160.8185,2514.5864,5440.1178,4747.9953,-1891.2899,2860.9507,-1210.0202,-3615.7352,-6250.6982,-4822.5849,-4622.9726,6468.1650,-5211.3464,6430.4916,-3306.6284,-6290.5433,5586.1443,-1444.2731,882.1563,-3065.6284,1534.4987,2161.8981,-5004.7402,4321.1808,807.6670,-915.9069,-3500.8626,800.7435,750.1513,6401.9292,-2072.3575,4226.0344,6100.5972,-6798.0838,1241.1904,-6624.3705,-5343.7052,-4312.1081,2113.1841,-6589.3661,-1422.5397,3711.9633,1872.5168,4823.7325,-4595.0369,-6890.7473,6643.4324,3747.0367,222.9658,-3444.2345,5108.8961,2018.6484,-6873.0100,0.0000,3808.2346,3907.3182,-3867.5841,-1189.0519,-3590.8805,600.0588,4777.1308,728.8912,-4095.7346,-1176.2235,-5685.9386,4080.0921,-5855.8573,4780.1092,4696.5085,1915.5811,2242.5469,6485.8676,-3260.7915,-2284.9908,-5424.3739,-2527.4694,4579.0928,3961.2924,-6139.1424,2071.0816,-3829.6068,-5252.3602,6386.1072,1773.0856,5973.2501,5638.4530,-5316.9118,-4416.5667,-375470.7558,-400704.2481,-381556.2234,-383802.2018,-383509.6410,-383445.5828,-390848.4580,-386062.1471,240412855.6539,240386962.0901,240394937.9014,240392728.9778,-387658.8705,240398701.2721,140.4127,2680.0919,-3736.4512,4081.9295,2014.1307,-4763.7726,1140.9355,907.4107,-5384.2625,-3708.1064,4309.7683,19.7080,-2269.9541,-6484.4504,3508.2734,-4715.8607,1992.1462,3235.4613,-5498.7394,-5015.6276,-2797.0469,-2755.8462,2629.2777,-1802.5571,2848.5768,2250.3712,-4839.4025,2514.9486,-1677.3665,688.0863,-3703.9639,5378.8988,3263.4682,3609.9885,-4567.4333,-4464.5786,-5617.2875,-737.4645,-5518.9124,-3588.4480,-4672.4538,2357.9118,-3408.9670,4091.9967,-375.6095,-1077.0453,-1539.5495,-935.3099,-1280.7721,-3631.1984,-5835.6373,1680.9676,-97.2046,3660.6482,839.1164,-3518.3323,4667.3876,-352.7661,-128.4709,4371.1376,-4401.7979,4662.8806,1842.4240,1323.2844,-644.1392,0.0000,-376.7787,4687.3825,5483.2380,4778.3659,4330.4371,5022.0764,-2703.0696,-2276.0141,4723.1173,-1829.0244,1038.1832,5172.4627,3663.1317,-4998.3083,-4526.9114,2299.7090,-1618.3516,-1192.1540,-1251.0173,6477.4297,-1394.0976,5161.2938,-1058.9282,5372.2272,-2699.4935,5383.5792,-1432.4711,-892.9554,-2477.8877,3843.8845,3291.7145,-900.5237,-2575.1257,-5174.5753,-8031.2469,-10827.9193,-10264.1686,-7118.1690,-4393.0877,-13639.0309,-18939.2701,-11127.3383,-113924062.0028,-113943166.5698,-113907131.8872,-113911661.9309,-10361.8078,-113911861.3117,
7200.000,-4276.0548,611.0510,-4042.9213,-2631.2421,3656.8376,-75.2926,3772.1673,-3971.3074,-6136.4061,1207.4793,3975.2560,5160.1032,56.8962,-3556.4903,-5059.3070,-2443.4864,6730.1391,1584.4195,4512.6960,1253.8470,2949.9922,-2440.2841,-3339.8823,-3749.0848,4028.2331,-965.2903,771.7472,3669.6391,-2826.8568,-4221.7991,-4265.3630,1304.7537,-4623.4971,-6854.1079,4010.2124,-4261.7950,-6752.7931,4997.7846,5739.8376,1584.1988,-3027.2815,-998.8544,6994.5167,-6277.6731,803.7353,2283.1976,5737.8577,-1356.3067,5514.9609,5067.7829,-3415.8327,2276.4352,5922.3953,-6648.2720,5197.6910,-5378.2903,2094.3342,1976.4158,3066.5805,-2398.1781,6384.7949,-2643.9683,-5166.8657,-4930.7187,1336.8136,0.0000,-5501.1434,453.1136,2601.4247,3356.8232,5371.8061,-6321.1571,2528.0847,6157.0505,-753.7244,4448.0088,4557.0744,-3793.5927,2096.4393,-2611.2551,-5492.2003,2477.9800,3460.7095,-3318.2064,4719.8278,1695.8864,-1172.5859,4474.3737,-5392.0384,-5056.9471,3290.6135,2878.9411,-2587.4618,4451.0611,-623.8234,2484.9579,-2014.8439,-4624.6836,4966.5801,2273.0882,92830.2980,76317.3577,88945.2785,90031.2118,81190.8334,84581.5238,85862.2480,87485.7950,-289383610.0419,-289389558.1106,-289398639.1739,-289382855.3197,86919.9092,-289375740.9646,3496.6427,-4960.9796,-887.0155,-4579.7240,2578.2337,6804.1325,4892.8585,-3150.5728,204.0323,6792.6390,5555.1745,-707.2844,6761.9473,-4401.3985,-4606.9006,-3625.9920,-266.5149,-3883.5561,-3019.4989,4439.3673,3164.3034,6435.5090,5804.7721,-5495.1853,1530.7718,-6716.4572,4460.9399,5775.8959,-2939.7182,2920.7190,2799.5103,5345.4715,2100.6969,-697.5245,1542.4202,-216.6711,-186.4065,-1618.8197,1477.4479,971.7996,3127.1659,-6739.8074,59.6666,-2710.4364,-6143.3390,4520.4910,-2643.3004,5569.1116,3457.6575,488.8297,-5848.5427,5695.7543,-1039.4053,-1517.3479,-3068.5077,-4273.4334,5718.4793,5431.7962,-3713.9896,198.8733,-2579.7054,6268.6693,-3628.1875,506.1634,5755.1733,0.0000,-1628.1819,-6304.9673,4813.4577,-2913.4694,-281.7259,2154.8993,-6388.9043,-2294.2701,552.1156,-1381.2274,4042.3022,-3698.7850,6595.9669,-6175.4258,-1700.3548,-3498.8963,-3352.7128,-5190.4748,83.8215,5373.2314,4805.5023,-2112.8874,-2609.3089,-1089.9820,5804.0042,-5636.3285,4833.2254,2161.2275,-6619.1512,-4505.9364,-6548.7434,-3911.1766,4471.5574,6163.7119,-364046.1195,-393464.3419,-372454.6106,-376006.2879,-374262.2684,-375170.2627,-380351.2547,-379801.2629,171330103.7372,171301692.8939,171303562.8668,171304816.5185,-378120.6996,171315094.3096,-4153.3800,-4644.1145,5529.7463,-4373.4304,-5198.0548,1213.8463,3110.7308,-4660.6913,2769.1303,-453.7510,-156.1467,4328.3513,-1460.2321,4028.7739,110.5322,5348.8616,1657.0933,-5492.3553,4273.9786,5135.7758,5384.3558,-847.0046,1716.2202,-1923.5009,-5414.2275,1406.3243,5177.5315,1105.0534,5621.3877,-4568.8312,4685.8819,-4028.8840,-4732.2829,555.3325,5408.0978,5438.3438,1621.3134,-4133.7920,3548.0151,6680.2057,5360.1445,1279.3836,241.7164,-1186.6173,-3122.6263,4684.5364,-2822.2351,-3924.6580,-2389.0086,4700.8137,1464.7159,2981.0585,3444.3538,-50.5923,3372.7713,-733.2205,-3155.1647,-3793.3651,4978.0922,-6524.5787,534.1889,-830.6601,2685.5190,-4827.8318,-3588.4782,0.0000,-3830.7275,-2862.6736,-4218.7338,-5309.0822,-4386.5650,-1786.1200,-918.5362,-2144.0856,-6877.4117,5071.2303,3247.8754,-4166.8599,-426.5816,1678.3972,3666.9891,-5307.6160,4949.1802,-3136.0395,4916.7217,-4072.1389,4826.3003,-4747.9173,-3371.9299,-4586.1923,-1745.3840,-2786.1874,4226.2170,4711.9579,-1906.8433,-4649.6585,364.5426,-3349.5705,-1798.9872,1946.3055,-10132.7417,-12740.9391,-10863.5785,-11735.7282,-5281.4951,-11767.8164,-21482.1402,-11673.0501,-113869496.8831,-113889647.1766,-113857080.7001,-113862056.1019,-12097.4312,-113858087.4450,
