sl_100_5400_20260308 Coordinates.csv
2026/03/08 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:36 2024,
Start: 2026/03/08 07:47:00.00, Stop: 2026/03/08 09:17:00.00,
TIME_UNITS,STARLINK-1762 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-4061 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-30924 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-4194 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-4445 - X-Coordinate,STARLINK-3133 - X-Coordinate,STARLINK-2019 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-2061 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-1567 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-3688 - X-Coordinate,STARLINK-1895 - X-Coordinate,STARLINK-5662 - X-Coordinate,STARLINK-3139 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-5463 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-31786 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-31574 - X-Coordinate,STARLINK-4297 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-3095 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-31857 - X-Coordinate,STARLINK-31032 - X-Coordinate,STARLINK-4772 - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-1873 - X-Coordinate,STARLINK-3120 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-30980 - X-Coordinate,STARLINK-5052 - X-Coordinate,STARLINK-1894 - X-Coordinate,STARLINK-1612 - X-Coordinate,STARLINK-2726 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-31789 - X-Coordinate,STARLINK-3275 - X-Coordinate,STARLINK-30894 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-1063 - X-Coordinate,STARLINK-5766 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-5394 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-31505 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-30948 - X-Coordinate,STARLINK-2713 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-4149 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-3182 - X-Coordinate,STARLINK-30376 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-4136 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-31555 - X-Coordinate,STARLINK-1720 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-3048 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-3232 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-30984 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-5850 - X-Coordinate,STARLINK-6255 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1762 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-4061 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-30924 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-4194 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-4445 - Y-Coordinate,STARLINK-3133 - Y-Coordinate,STARLINK-2019 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-2061 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-1567 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-3688 - Y-Coordinate,STARLINK-1895 - Y-Coordinate,STARLINK-5662 - Y-Coordinate,STARLINK-3139 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-5463 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-31786 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-31574 - Y-Coordinate,STARLINK-4297 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-3095 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-31857 - Y-Coordinate,STARLINK-31032 - Y-Coordinate,STARLINK-4772 - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-1873 - Y-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-30980 - Y-Coordinate,STARLINK-5052 - Y-Coordinate,STARLINK-1894 - Y-Coordinate,STARLINK-1612 - Y-Coordinate,STARLINK-2726 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-31789 - Y-Coordinate,STARLINK-3275 - Y-Coordinate,STARLINK-30894 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-1063 - Y-Coordinate,STARLINK-5766 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-5394 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-31505 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-30948 - Y-Coordinate,STARLINK-2713 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-4149 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-3182 - Y-Coordinate,STARLINK-30376 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-4136 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-31555 - Y-Coordinate,STARLINK-1720 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-3048 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-3232 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-30984 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-5850 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1762 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-4061 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-30924 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-4194 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-4445 - Z-Coordinate,STARLINK-3133 - Z-Coordinate,STARLINK-2019 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-2061 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-1567 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-3688 - Z-Coordinate,STARLINK-1895 - Z-Coordinate,STARLINK-5662 - Z-Coordinate,STARLINK-3139 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-5463 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-31786 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-31574 - Z-Coordinate,STARLINK-4297 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-3095 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-31857 - Z-Coordinate,STARLINK-31032 - Z-Coordinate,STARLINK-4772 - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-1873 - Z-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-30980 - Z-Coordinate,STARLINK-5052 - Z-Coordinate,STARLINK-1894 - Z-Coordinate,STARLINK-1612 - Z-Coordinate,STARLINK-2726 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-31789 - Z-Coordinate,STARLINK-3275 - Z-Coordinate,STARLINK-30894 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-1063 - Z-Coordinate,STARLINK-5766 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-5394 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-31505 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-30948 - Z-Coordinate,STARLINK-2713 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-4149 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-3182 - Z-Coordinate,STARLINK-30376 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-4136 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-31555 - Z-Coordinate,STARLINK-1720 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-3048 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-3232 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-30984 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-5850 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1079.8887,-1054.9874,-3302.5771,5482.5005,3697.4953,6754.2754,1875.5118,-3872.7209,-5121.9982,2312.9197,249.6312,131.4415,4989.7961,6686.1897,1222.9097,-4482.8199,-4979.8450,-4771.9868,159.3971,3324.0371,5812.7987,-5616.7575,-5923.0340,3355.6348,840.8984,2185.7089,-5586.9428,-3411.7974,-3010.9709,-4697.3847,2790.3236,-5869.6425,6639.0528,-3101.2000,4374.6908,-4018.5784,725.7496,2183.1705,5430.4818,-5931.1620,-2200.9176,5641.2163,-2529.8899,5735.2336,6084.0810,5415.6260,6888.2462,-1524.8487,4485.7326,-5256.4651,-3365.1321,0.0000,1468.7082,3158.4650,1593.7745,-5570.6479,2305.9220,-5968.4237,6633.2472,-3836.0547,5038.3514,-4874.8943,-1497.2647,6637.7951,5055.3140,1417.9573,1670.1561,3079.7265,1135.5886,-5279.6409,5793.7229,3653.8631,4402.8927,-4979.4380,-6435.3142,-1276.3394,4147.2664,-3908.8396,2216.7147,5908.8752,-7.2103,396.4371,6375.0150,3775.6140,1508.0019,5772.6662,-3072.5874,-586.8805,0.0000,3537.7544,3327.3898,1966.3533,-1566.4700,-3506.2030,4629.0524,6576.8411,1722.5154,48.8008,6841.8689,1154.4627,-159337.9645,-178973.3568,-175943.8042,-172027.8208,-179195.4118,-176553.7081,-171263.7493,-172389.3426,-201222228.3004,-201235610.6707,-201248056.6054,-201233931.5169,-172459.8256,-201228799.4785,6784.3126,-6380.1547,3366.7991,-920.8293,-5857.2589,247.9069,-5285.4939,-5626.9139,386.7511,-3730.9730,-5827.2535,-6926.9140,186.0078,-530.6422,-6383.8511,-2259.2705,1971.2312,-2668.9492,4127.8175,5750.7901,3004.1736,-1540.4049,2708.5594,-2437.1422,5119.2508,944.4820,-1527.1441,2374.2491,4420.6896,-2743.3656,5623.7581,-3688.1739,-1236.4683,-5929.9696,-2456.3559,-193.2932,-4304.0216,5395.7167,-434.9428,-1545.3146,6226.5695,2557.3588,4401.0776,-2626.6425,1798.8486,4147.9950,161.3415,-3806.8062,4225.2288,2470.0433,5903.5739,0.0000,-4092.2690,-3981.5200,6099.5055,-90.8041,5026.0452,-143.4126,-527.5617,3695.8268,-2540.7648,-2149.6434,-6676.2809,-765.8462,-2914.0513,4897.7957,-3873.8467,-5981.0718,6362.4350,-1883.7503,2957.1524,-4378.8033,-5035.3750,3060.7440,1163.4130,4414.4889,8.5345,-3538.2248,6412.7179,1671.1653,5179.2770,-6725.1536,-952.2441,-1454.6069,-5078.3119,-811.6707,3377.6826,6674.8957,0.0000,4182.3409,-6061.6082,4054.2816,-5253.0583,-3676.5671,2355.7379,1776.7552,5467.9412,4254.5830,-334.6869,-5627.5627,-321068.4540,-334390.4022,-328639.9756,-327932.8369,-332587.3477,-331014.5106,-337634.5866,-332687.0308,277076235.4248,277054346.3199,277043151.4643,277060814.0836,-333600.8749,277057338.0900,-655.9708,2435.1973,5046.0660,-4120.2543,343.5454,-1160.6775,-4074.6839,-1214.0902,4616.9777,5330.2073,-3559.5009,191.6943,-4793.9055,1117.0180,2295.3339,-4628.8552,-4365.6278,4228.4235,-5484.9406,-1916.7260,-2232.0998,3510.8333,2293.0022,-5535.9646,-4494.0570,-6534.6117,-3593.6326,-5463.8328,-4430.5123,-4119.6486,-2870.0211,-395.0009,1635.7168,-1835.0058,-4612.0940,5355.1700,-5353.7289,3727.1324,-4097.3751,3237.8036,-2154.6084,3106.1580,-4731.2018,2821.4319,2482.2017,-389.9433,-423.8907,5467.6847,2993.5529,-3541.3776,-867.6241,0.0000,-5395.8325,-4721.4512,2840.3620,-4136.5549,-4033.6986,3528.0909,-981.7286,-4222.4573,3978.8600,-4250.2574,1133.6794,1778.8003,3680.1371,-4705.8299,5411.3896,1109.6465,-2458.0081,-3951.4855,2273.2858,-3946.8469,1290.7968,3749.9717,2328.8005,-4936.4439,-5534.4018,-4504.6525,570.5920,-3196.8981,-4618.4990,-1640.5549,-2564.6377,-5395.7679,4467.2741,-3783.5526,5184.8432,1801.8291,0.0000,4237.2339,147.9425,-5233.8796,4236.8800,4683.6105,-4591.4153,1313.5044,-3906.5218,-5454.2621,-1109.0158,-3888.5024,-137404.3640,-142722.9328,-142394.3756,-136279.9181,-136716.4738,-147330.6135,-148522.3942,-142928.6510,-65747520.2369,-65773117.0728,-65753624.6020,-65735199.2518,-141404.1993,-65743386.1199,
300.000,138.3065,-2197.0578,-2384.6853,4089.0987,2299.3076,6219.6595,195.5102,-4792.7528,-5637.0882,181.2585,-1527.0927,562.7154,3967.0192,6534.0392,18.3721,-5368.8536,-3312.3812,-4545.9946,2306.9623,4479.9600,6603.6393,-4922.0928,-4537.5508,1893.2772,2890.1397,3035.2423,-4887.6285,-2245.6834,-1474.9559,-5916.7269,4153.6469,-5418.5762,6672.1124,-4159.4956,2976.3735,-4028.4129,-1410.3262,3146.6319,4146.6543,-5254.0495,-1233.8578,6597.9948,-570.3487,5532.2994,6745.1410,5794.5333,6679.7497,-3457.1569,5022.3287,-3674.8791,-2021.7776,0.0000,-345.4020,1408.9710,2976.7351,-4800.7195,3956.1161,-6333.8941,6436.6380,-1900.0800,3318.5980,-4999.9527,-2951.1023,5714.2676,3337.7321,3425.5429,-491.8723,1681.4429,2264.2060,-6203.5740,6595.1028,2433.6453,2826.2800,-5272.3423,-5296.7341,839.7487,3895.8310,-4815.9154,3572.6064,5275.3626,2066.5807,-1189.6677,5327.5007,2847.2415,-632.3736,4275.5037,-1017.0234,946.0644,0.0000,5196.8255,2093.4391,3924.0939,-3504.9489,-3992.8535,5645.7705,6384.5865,3251.2936,2130.3593,6676.5818,-583.2605,-152542.0459,-171646.7057,-168750.8924,-164895.1755,-172121.8950,-169513.5297,-164164.9779,-165570.2496,-207222580.9812,-207235642.3433,-207247849.3239,-207234768.1662,-165356.7064,-207229088.4610,6800.0620,-5251.8358,5070.5126,-2279.0548,-6434.3129,-1304.2263,-6204.6050,-4277.6933,2113.6741,-4145.9693,-6223.1137,-6476.2781,-1623.9667,-1750.3514,-6874.1858,-320.7474,3078.0579,-709.2436,3923.3626,5261.8945,1986.8589,184.1693,3846.4995,-4030.1211,4915.1736,-1059.0882,205.0790,4157.7810,5716.3744,-1209.6344,5383.7628,-3929.0655,-1887.9698,-4581.0377,-4120.5388,1993.6724,-3913.0988,3791.0599,-1936.3537,80.9221,5530.7366,1138.1276,5259.9925,-3987.7681,629.9820,2908.2446,-1046.3765,-2812.0110,2379.0122,3740.7236,6010.1776,0.0000,-5073.3052,-5190.3300,6135.6648,1852.1282,4946.1685,1609.4378,-1744.8678,4612.8994,-3407.8537,-12.1281,-6264.7256,-1924.9053,-3642.4913,4233.4606,-4202.8123,-6594.7299,5219.1463,-217.7531,1935.9944,-5812.0886,-5579.6486,4135.0178,1658.9273,3977.3394,-2140.1417,-1597.4098,5713.7108,33.1711,5248.1030,-6146.2626,-2449.0025,-3427.8199,-5029.6261,-1422.0703,4014.1531,6869.1929,0.0000,3135.8171,-6300.4753,3615.3760,-4960.2377,-1670.8818,555.6846,141.4618,4097.2227,4449.4727,-1835.5170,-6313.3123,-324264.7775,-337851.5925,-332108.4409,-331522.4600,-336149.9115,-334573.4425,-341107.1452,-335910.9458,272617914.0335,272596092.0380,272584335.9293,272601922.8097,-337148.3711,272598942.3234,1157.0799,3912.8664,4040.8415,-5096.5713,-1195.3350,-2580.8683,-3084.2400,-2622.5769,3388.3030,5518.3299,-2370.8772,2395.3291,-5435.5658,-709.3883,538.6273,-4207.2811,-5225.0580,5155.8595,-5141.3430,-131.6441,-471.3039,4686.0497,3502.4274,-5293.6327,-3819.9938,-6168.0223,-4747.0636,-4979.7141,-3657.4298,-3176.1057,-1181.7593,1835.6405,-482.0655,-3141.9379,-4539.7872,4966.2957,-5515.1312,4844.9506,-5052.7125,4517.7293,-4020.9814,1791.2776,-4489.6174,1127.3666,740.7652,-2161.6786,1383.8003,5182.8576,4003.5168,-4333.8909,-2596.4197,0.0000,-4707.4827,-4380.7457,1153.7311,-4655.5178,-2593.0505,2325.2605,858.7818,-4617.0414,5002.3539,-4632.1895,-406.8854,3379.8067,4812.4386,-4299.1370,5401.1040,-444.6033,-3931.6696,-2914.6264,514.1870,-2896.3013,2694.0266,1834.1546,4163.9695,-5381.5633,-5298.4213,-4726.9096,-987.4091,-4483.9387,-4041.6458,-2982.8422,-3708.5349,-5061.9044,4724.5252,-5292.6352,5529.2819,296.4534,0.0000,3338.0545,1931.6033,-4384.6367,3336.4874,5384.5413,-3983.5829,2707.7306,-4557.3731,-4849.4701,432.2567,-2813.1849,-137507.6809,-142798.3454,-142399.7988,-136511.9157,-136684.4086,-147232.2543,-148772.4678,-142749.6607,-65741142.5805,-65766871.4396,-65747767.7964,-65729003.1703,-141501.0870,-65737255.7444,
600.000,1355.7711,-3164.0906,-1274.6385,2315.5015,668.6756,5068.0984,-1477.8348,-5273.0139,-5617.4691,-1959.3523,-3130.3785,898.8688,2598.6113,5695.6622,-1181.8172,-5743.7937,-1333.3420,-3921.3059,4219.2432,5187.8262,6734.4275,-3750.1203,-2706.2351,290.7345,4642.0001,3651.2058,-3719.4016,-903.7607,171.8360,-6546.0997,5091.2866,-4392.4988,6025.3327,-4846.0194,1310.0647,-3653.6190,-3419.6709,3851.4508,2463.1388,-4090.6907,-94.4502,6916.7391,1422.2105,4786.3472,6703.4750,5591.7946,5802.0325,-5055.9201,5092.4372,-1728.8613,-447.4367,0.0000,-2089.9388,-447.1556,4052.4775,-3604.6376,5183.3539,-6100.0210,5539.2371,218.8951,1274.1990,-4660.8126,-4122.8820,4225.7980,1285.7912,5107.5545,-2593.7560,107.4443,3211.9522,-6519.3323,6731.4395,1005.5690,944.6550,-5045.4589,-3616.6435,2886.4159,3317.9879,-5300.5860,4571.2707,4152.5507,3928.8033,-2687.6377,3776.5444,1669.9488,-2717.3886,2353.7567,1126.9665,2384.7175,0.0000,6354.2546,632.0961,5486.6379,-5093.2958,-4143.3887,6142.2907,5587.2342,4504.0117,3984.4722,5864.4309,-2242.0728,-145683.1840,-164243.9012,-161483.6577,-157688.0328,-164972.9496,-162397.5870,-156996.9611,-158673.2683,-213124189.9102,-213136935.8886,-213148882.1527,-213136819.2187,-158180.7156,-213130630.6604,6135.2604,-3606.1291,6274.6926,-3463.7121,-6394.3712,-2750.1749,-6537.5396,-2505.5938,3602.8616,-4209.8973,-6001.9019,-5319.0007,-3313.4545,-2794.6620,-6673.9257,1625.7654,3935.2513,1344.9934,3379.8341,4248.9509,776.4748,1928.8934,4641.0598,-5260.2040,4256.5068,-2919.5620,1955.3395,5542.2575,6477.7539,418.3580,4613.7657,-3721.2132,-2353.6287,-2784.9885,-5391.8200,3953.4158,-3193.8666,1816.9244,-3286.9483,1738.8484,4297.8029,-374.3203,5648.8180,-4941.7339,-595.8729,1349.6524,-2165.0508,-1583.6258,284.2438,4668.7091,5519.1131,0.0000,-5593.3572,-5928.1869,5568.4176,3642.1667,4382.9219,3188.5888,-2782.7464,5099.8603,-3991.3587,2131.4383,-5245.3402,-2930.4918,-4061.1581,3201.6863,-4165.8510,-6536.6966,3563.0553,1444.9746,725.7846,-6686.2185,-5574.1687,4770.8407,2040.5126,3173.8662,-4078.4954,482.2357,4425.2927,-1646.8332,4847.4451,-4982.2777,-3743.1608,-5052.5728,-4539.2208,-1957.7637,4312.7317,6400.1108,0.0000,1817.0048,-5923.0757,2865.4885,-4217.0091,499.7631,-1270.2259,-1530.5043,2353.5737,4255.5732,-3162.8722,-6403.4657,-327318.2470,-341150.8903,-335428.9001,-334962.6406,-339562.7588,-337985.2619,-344427.6520,-339093.0299,268029664.4217,268007921.9834,267995612.7432,268013073.9130,-340544.6369,268010620.6895,2844.3846,4967.7688,2599.1680,-5525.9284,-2606.4183,-3715.9198,-1763.6824,-3751.1220,1793.4115,5110.6295,-917.2075,4342.0339,-5494.7026,-2455.4086,-1276.7356,-3315.3719,-5521.3628,5527.6591,-4233.1211,1667.6413,1340.4004,5331.0096,4332.4775,-4482.6246,-2725.1083,-5150.4566,-5367.4642,-3948.2170,-2495.2584,-1876.3359,634.7415,3870.3550,-2548.6513,-4113.7427,-3957.2501,3987.7155,-5081.8461,5440.3365,-5441.1889,5314.4222,-5460.4856,284.4282,-3769.6636,-688.5273,-1084.1845,-3691.9881,3041.2649,4321.1356,4569.8453,-4636.5896,-4037.5219,0.0000,-3515.6730,-3572.7259,-657.3469,-4678.5565,-864.0533,873.9122,2598.5099,-4488.7588,5484.9335,-4493.7274,-1903.9601,4616.1452,5422.8924,-3434.1233,4796.5890,-1948.8725,-4981.9392,-1555.6366,-1300.9737,-1536.1309,3793.2147,-276.8653,5555.2840,-5203.5694,-4492.9378,-4444.7114,-2433.9256,-5290.0842,-3033.9234,-4006.2481,-4456.7542,-4141.5416,4476.4951,-6241.3015,5277.5910,-1240.5923,0.0000,2080.9384,3506.8056,-3061.5531,2078.7431,5504.9520,-2949.7901,3812.6390,-4722.3486,-3723.4786,1927.3085,-1437.3002,-137611.1913,-142871.5528,-142403.4307,-136748.9820,-136655.8951,-147127.9004,-149016.9783,-142472.1595,-65734763.0482,-65760621.6507,-65741908.5665,-65722834.8088,-141597.8945,-65731125.2506,
