sl_100_5400_20260201 Coordinates.csv
2026/02/01 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:50 2024,
Start: 2026/02/01 07:47:00.00, Stop: 2026/02/01 09:17:00.00,
TIME_UNITS,STARLINK-4670 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-3893 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-31081 - X-Coordinate,STARLINK-31976 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-4016 - X-Coordinate,STARLINK-30973 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-30324 - X-Coordinate,STARLINK-30446 - X-Coordinate,STARLINK-30326 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-5321 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-32263 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-4081 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-5360 - X-Coordinate,STARLINK-32125 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-31731 - X-Coordinate,STARLINK-5164 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-31946 - X-Coordinate,STARLINK-6329 - X-Coordinate,STARLINK-3192 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-1667 - X-Coordinate,STARLINK-32015 - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-30588 - X-Coordinate,STARLINK-4385 - X-Coordinate,STARLINK-3687 - X-Coordinate,STARLINK-3554 - X-Coordinate,STARLINK-30914 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-3986 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-3575 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-31471 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-30817 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-3305 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-1716 - X-Coordinate,STARLINK-30989 - X-Coordinate,STARLINK-2113 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-5806 - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-31664 - X-Coordinate,STARLINK-4349 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-31406 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-5542 - X-Coordinate,STARLINK-30708 - X-Coordinate,STARLINK-2431 - X-Coordinate,STARLINK-2416 - X-Coordinate,STARLINK-5824 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-2590 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-2736 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-2301 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-32199 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-3362 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-3893 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-31081 - Y-Coordinate,STARLINK-31976 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-4016 - Y-Coordinate,STARLINK-30973 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-30324 - Y-Coordinate,STARLINK-30446 - Y-Coordinate,STARLINK-30326 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-5321 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-32263 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-4081 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-5360 - Y-Coordinate,STARLINK-32125 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-31731 - Y-Coordinate,STARLINK-5164 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-31946 - Y-Coordinate,STARLINK-6329 - Y-Coordinate,STARLINK-3192 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-1667 - Y-Coordinate,STARLINK-32015 - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-30588 - Y-Coordinate,STARLINK-4385 - Y-Coordinate,STARLINK-3687 - Y-Coordinate,STARLINK-3554 - Y-Coordinate,STARLINK-30914 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-3986 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-3575 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-31471 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-30817 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-3305 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-1716 - Y-Coordinate,STARLINK-30989 - Y-Coordinate,STARLINK-2113 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-5806 - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-31664 - Y-Coordinate,STARLINK-4349 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-31406 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-5542 - Y-Coordinate,STARLINK-30708 - Y-Coordinate,STARLINK-2431 - Y-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-5824 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-2590 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-2736 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-2301 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-32199 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-3362 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-3893 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-31081 - Z-Coordinate,STARLINK-31976 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-4016 - Z-Coordinate,STARLINK-30973 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-30324 - Z-Coordinate,STARLINK-30446 - Z-Coordinate,STARLINK-30326 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-5321 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-32263 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-4081 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-5360 - Z-Coordinate,STARLINK-32125 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-31731 - Z-Coordinate,STARLINK-5164 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-31946 - Z-Coordinate,STARLINK-6329 - Z-Coordinate,STARLINK-3192 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-1667 - Z-Coordinate,STARLINK-32015 - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-30588 - Z-Coordinate,STARLINK-4385 - Z-Coordinate,STARLINK-3687 - Z-Coordinate,STARLINK-3554 - Z-Coordinate,STARLINK-30914 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-3986 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-3575 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-31471 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-30817 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-3305 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-1716 - Z-Coordinate,STARLINK-30989 - Z-Coordinate,STARLINK-2113 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-5806 - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-31664 - Z-Coordinate,STARLINK-4349 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-31406 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-5542 - Z-Coordinate,STARLINK-30708 - Z-Coordinate,STARLINK-2431 - Z-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-5824 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-2590 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-2736 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-2301 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-32199 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-3362 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3774.9201,6317.0891,5183.2810,-4814.3290,4268.4551,-1252.6969,2648.9507,-4047.1637,-3767.6326,-3094.0615,1924.3680,4388.4502,-1972.6452,5102.7883,-3778.2562,-5943.7137,-5833.4533,5182.8784,140.3300,4735.9373,4106.4583,-4756.3413,-6220.2151,5934.1494,1573.8754,-6003.8283,4180.6668,-5023.5491,-3776.0314,-3885.6673,-3672.3961,4177.4794,4092.8732,-2100.8090,4992.2595,244.8479,1013.0290,5898.0418,2025.1892,996.4254,-426.7090,4781.5065,-4858.4661,-4847.9937,-1914.3835,2201.1706,-877.1622,2970.2260,-6266.1805,-2477.6595,3963.9754,4139.0855,-2558.7383,-253.3656,-6549.6417,863.1851,318.7971,-3922.4770,-5726.8105,6436.4791,6101.0383,1162.9750,6683.2749,2970.9544,-4241.6893,-4077.4514,-553.7209,2312.7583,-1274.2778,-6926.0827,2918.0913,-4295.4759,172.5956,-5442.7893,-414.6921,5734.8143,-4423.2214,5007.6001,-6594.3557,-6756.0383,5512.9234,-5021.4908,-4076.7642,5075.5195,2443.4325,5812.3142,-700.6642,-4802.7121,678.1563,-3292.9357,6772.8898,-3844.4206,-6421.4931,4562.9546,-1596.4562,-1520.0691,-8.1723,2766.1296,-3242.4300,2091.9027,182215.7966,161578.8352,174205.9702,178038.6015,169512.3296,172651.4380,173225.8895,175071.1244,-160612085.5204,-160633709.5569,-160642152.2255,-160624283.2983,174518.7199,-160616436.6090,3826.2294,1287.9012,-4483.5144,-4813.8320,-4000.4581,-5098.6480,4763.6923,-3807.5968,-3059.8131,-5343.7069,-6524.2561,2713.4918,-4763.1458,1783.9491,4064.7894,-2200.6513,1875.2660,-2095.8382,6716.0242,644.2887,-5582.1817,4255.5053,-654.8331,-3169.6259,-4226.4487,457.1367,663.6584,775.1889,5229.4987,1804.6381,3632.1531,3986.5354,1769.3365,-4553.4201,-3385.1433,-5228.4889,4708.7406,3568.0096,4931.0784,-4003.2299,6259.3326,-673.1564,2595.9304,3108.2926,3804.1949,6388.2461,6715.1726,-4115.4852,1089.5827,-6204.7284,-1259.9446,-64.2142,6210.6077,-6135.8104,-878.2109,6026.7276,-6189.8778,-3206.9149,-3586.9899,-96.0970,3154.7712,-3975.5395,1549.3322,6172.2381,-807.2475,-4831.9868,-5953.0097,-3850.7042,3739.7983,-171.9448,-5014.6914,2553.3058,-6096.7406,-2919.3656,-4563.7010,2661.7515,-5255.2171,368.2199,1651.1895,145.8903,3661.6908,4788.8265,-1204.9470,4545.7132,4502.8742,-1458.7925,-6274.6474,4694.4289,-4271.2480,3769.9098,1469.1744,-3966.5259,-505.0487,-1867.2119,-4686.4116,5655.8718,-6855.9502,4561.7525,-6107.8282,-4729.4229,-299134.3212,-307562.4392,-288688.9143,-290294.6269,-290113.1208,-290295.3878,-298761.3781,-294716.0020,294371161.7349,294351698.0076,294356992.7242,294348206.6556,-294728.4044,294354338.7421,-4344.8297,-2218.6513,910.0178,-1226.9343,-3518.6631,-4351.2007,-4272.1242,4022.9915,4935.3423,-3144.4146,-1449.1033,4625.1426,4621.2361,4330.5664,4101.0717,2765.4436,-3275.3541,4068.9264,1334.6022,4968.6476,201.6160,2767.8892,2730.8091,1132.0139,5129.1423,-3414.9543,5455.1587,4681.2557,-2553.5507,5207.6407,-4634.5781,-3651.0232,-5286.5894,4666.7734,-3180.8831,4536.9983,4952.3512,780.8464,-4345.7223,5473.4472,2543.2043,4946.6511,4193.5887,3868.9534,5435.2214,-1461.9118,957.9242,-4729.9459,-2670.3695,-1822.9216,-5531.2090,5530.0260,703.4925,2749.5277,1671.4772,-3024.1952,-3122.0425,4721.5326,-1601.9466,2550.8930,947.7748,5534.3861,11.6176,-1217.9612,-5412.8040,2787.6890,-3528.9283,-5266.1827,5688.8188,-247.8332,-3804.2862,-4651.9486,3042.6532,-3171.1877,-5166.3544,2612.4396,864.9530,-4679.1652,-523.0421,894.7527,2008.7255,-49.3585,5278.9870,1184.3828,-4623.8917,3475.6294,-2835.1806,-1204.1714,5399.4708,4686.4706,235.5162,4143.5983,-2383.0993,-4865.8416,-4881.2566,3700.1597,873.7425,-4117.1070,211.6867,4588.8664,140891.4101,139487.2975,137293.5990,143588.7002,142989.4190,132355.5351,131313.2249,136649.3151,-118967330.3404,-118988141.9058,-118957532.6686,-118963400.7906,138368.6920,-118956586.2484,
300.000,5359.2294,6771.7941,4317.0332,-5221.3302,2380.7925,-3066.4481,4328.8030,-5542.1870,-5370.3946,-4145.4577,1082.2645,5526.4544,-3714.4847,5983.9820,-3073.6973,-6746.8281,-4386.5454,3530.2479,1367.3672,5563.8946,2678.1943,-4678.7539,-5365.7775,4781.1956,-64.4125,-4993.2220,4700.7806,-4319.1984,-2586.4679,-3368.3534,-2242.5118,4808.9050,4127.1839,-3970.5590,4266.3582,-1794.4030,2593.7446,5560.1216,3617.9414,-1121.9273,865.4996,3500.3560,-3245.5137,-5891.5385,227.7274,3141.3644,340.3311,1127.7495,-5079.8151,-3359.3693,3288.4547,3905.7574,-1080.6465,-1585.8159,-6064.8812,2276.6785,-1435.8983,-5085.0570,-6551.1245,5469.4249,6315.3008,-961.2224,6618.9544,3541.4036,-4919.3382,-5329.8984,-2249.8026,858.8095,-528.8544,-6679.7613,890.6335,-3039.9148,-1578.4018,-5804.3698,-2368.1852,6591.2788,-5479.8052,4923.0988,-5777.9083,-6579.8002,5521.1766,-3757.3576,-3985.8563,5416.1684,4231.2905,5696.1068,-2061.2131,-3462.7307,-1301.8199,-1235.1995,6813.1098,-5391.4942,-5608.0144,2897.2088,-2022.1169,132.4987,-1220.6837,4445.4499,-4116.4373,76.5356,188703.1737,167942.7913,180496.9958,184212.5968,175650.6217,178764.8353,179438.4996,181295.8380,-166998724.5684,-167020050.9216,-167028911.9054,-167010357.0059,180690.8918,-167003120.6880,3167.0694,-249.2952,-5326.0560,-3486.7342,-4714.4419,-3936.6377,4559.6008,-3119.7163,-2050.6616,-3730.3150,-5961.2609,968.1841,-3491.6368,2.2706,5567.6823,-1095.4395,2207.7838,-3110.8831,5997.9874,-1085.9544,-6158.2608,5100.0252,800.1072,-3954.3522,-5369.6941,2152.8646,-1371.2207,2815.2388,6334.9311,3807.3486,5144.3157,2047.0500,-391.9917,-3497.4125,-4974.5476,-5457.8715,3304.5224,3886.7647,3505.2657,-4421.5187,6668.3682,-2354.4542,3948.4892,3177.9681,4207.4713,5316.0071,6777.8366,-5195.6974,2239.7695,-5004.7864,-3287.5391,-2213.2348,6612.5895,-5053.1801,770.4785,6259.7351,-5412.5819,-1405.0397,-2297.9142,-1402.0331,1563.8625,-4377.4157,298.9217,5917.6362,1145.6780,-4263.0567,-4916.0242,-5241.3456,5353.4036,1324.6895,-5199.3869,4300.0580,-5262.2096,-3662.5590,-4892.3343,1611.6482,-4178.8951,-1782.9936,3006.3227,1658.9602,2138.2045,5641.0640,992.3740,3199.7127,4261.5841,-3236.8366,-6504.9325,5120.8201,-4881.1468,4096.3270,-46.5839,-3337.9955,880.1588,-3133.3614,-2839.0153,6439.9510,-6284.8535,4278.2035,-5190.0401,-4384.5338,-295237.6520,-304148.0357,-284981.1983,-286657.8841,-286421.5300,-286579.2032,-295010.5167,-290538.2057,290796216.6604,290776433.1721,290781312.1378,290772944.0375,-291040.9637,290779323.1236,-3000.6329,-743.5363,-907.2031,-2908.4884,-4326.2377,-4647.5272,-2901.6368,2577.6716,3859.2107,-4114.1500,-3417.3560,4067.7753,4684.3544,3490.8296,2683.2636,1064.3157,-4916.1521,5063.9419,3004.5591,3926.7363,1714.3463,722.3524,4136.9232,2830.7723,4222.4614,-4284.5652,4869.5916,4601.2628,-1134.0091,4432.9993,-4081.9575,-4399.9873,-5535.9492,4351.4985,-1881.7059,3871.4062,5482.7567,-1460.6213,-4682.7427,5116.3695,801.5163,5474.7522,4668.3015,1834.0187,5469.9093,-3112.1822,-867.5365,-4456.8711,-4096.0361,-3412.8865,-5125.6654,5250.6148,-861.7933,4146.6413,3010.8507,-1352.9110,-4100.8082,4487.2904,-82.6355,4003.4778,2390.7117,5263.6989,-1786.5927,906.4246,-4735.6554,1093.4167,-4356.5387,-4438.0655,4365.2510,1288.3204,-4507.3157,-4344.6366,4032.5955,-1038.6002,-4259.4328,886.1002,-681.4090,-4437.4943,-2020.2458,-663.2233,3569.8797,1477.4420,5390.9782,2866.9987,-3398.8565,2257.2935,-1147.8435,-2891.4778,4727.7173,5356.6567,-1300.0391,2738.9808,-3868.0126,-5457.0298,-6016.3315,2554.4461,2596.5992,-2708.5701,1987.0943,5343.1507,140851.3029,139384.7653,137293.6147,143365.9159,143030.9667,132458.6594,131067.7604,136663.6903,-118963014.5044,-118983946.9452,-118953660.0164,-118959419.0140,138278.8689,-118952400.2162,
600.000,6403.5942,6535.5308,3013.5661,-5136.3969,250.3791,-4597.3835,5565.1395,-6466.3889,-6448.4734,-4834.8216,88.8416,6154.9682,-5123.0224,6305.6701,-2091.6668,-6878.0591,-2488.7065,1539.0031,2488.3632,5864.4041,977.2555,-4134.4961,-3976.7828,3120.6702,-1656.9903,-3520.8251,4802.1733,-3235.8005,-1157.0953,-2541.9477,-631.0229,4996.7922,3814.9583,-5456.8224,3121.9744,-3643.5479,3964.4135,4628.2265,4887.1103,-3107.6082,2056.5323,1914.4065,-1338.4331,-6305.7461,2335.5985,3803.8482,1532.7076,-797.0624,-3392.8099,-3946.8494,2344.3806,3343.3423,519.2269,-2793.1352,-4972.8839,3437.2737,-3083.6600,-5787.7972,-6742.7682,3974.0466,5931.1814,-2973.3486,5884.7983,3763.2460,-5155.5826,-6044.3194,-3763.4618,-636.6190,213.9176,-5785.2796,-1233.0779,-1514.0138,-3200.8707,-5526.7877,-4062.7127,6768.1620,-6007.6206,4390.5818,-4369.0936,-5730.4621,5010.1881,-2119.9323,-3537.1967,5242.7395,5582.4746,5044.1324,-3205.1831,-1744.7480,-3125.7728,951.3499,6196.2335,-6393.4307,-4242.1318,973.6436,-2322.6083,1750.0816,-2340.7519,5632.2905,-4601.2449,-1970.4245,195102.8467,174235.6108,186709.6581,190309.1504,181712.4073,184800.2837,185570.8019,187376.6217,-173305832.6408,-173326854.3832,-173336115.0604,-173316873.7994,186785.2358,-173310270.7691,2225.7023,-1753.7985,-5645.3470,-1793.9935,-4992.7277,-2409.1890,3933.0781,-2142.9519,-881.6355,-1758.5925,-4811.5351,-841.3445,-1917.2259,-1753.3210,6508.0227,106.6267,2381.0043,-3873.0171,4669.7404,-2674.3730,-6147.3664,5421.6576,2215.0774,-4359.3247,-5988.2175,3673.5124,-3245.3924,4592.8893,6824.7321,5401.1152,6178.5184,-101.4176,-2517.5778,-2130.3625,-6048.9084,-5191.6939,1610.9138,3765.5545,1761.3636,-4444.8785,6370.9267,-3846.7629,4957.3750,2878.9821,4252.5748,3709.5959,6143.1546,-5808.2362,3211.6727,-3303.9984,-5000.2218,-4142.6026,6322.0089,-3439.3152,2367.5178,5842.7510,-4137.1888,505.5133,-787.6907,-2612.3140,-197.1014,-4401.9781,-1001.7713,5057.0909,2956.5792,-3279.6482,-3429.9440,-6137.6720,6430.3157,2705.2503,-4924.6663,5629.9809,-3913.6661,-4019.4577,-4775.4885,405.9091,-2691.1822,-3752.7671,4074.3893,3008.9936,374.7685,5957.9298,3089.0301,1514.4816,3630.0115,-4687.0988,-6094.1639,5043.8879,-5053.5194,4066.8909,-1570.0477,-2406.6059,2217.0580,-4145.3392,-709.5328,6610.0745,-5089.8778,3562.4347,-3746.1308,-3659.8163,-291197.9011,-300601.1418,-281147.6485,-282894.1088,-282603.4297,-282738.6925,-291127.5201,-286268.1316,287082721.5619,287062629.9020,287067076.8722,287059167.6782,-287224.2390,287065755.1307,-1332.3425,815.2991,-2626.5726,-4277.0852,-4650.0068,-4422.4591,-1219.5932,847.9771,2368.9336,-4643.6689,-5023.7961,3075.1270,4245.1323,2276.9566,974.5535,-751.5777,-6035.6612,5513.6956,4340.8327,2458.3991,3043.3327,-1399.7224,5079.3410,4211.4451,2844.3739,-4694.3704,3758.0323,4025.0418,406.8016,3144.5544,-3094.2789,-4657.9245,-5190.5338,3554.5491,-370.8257,2791.0759,5421.7768,-3546.1731,-4507.6385,4194.5275,-1032.2564,5413.4397,4642.1506,-396.6301,4913.9752,-4426.9518,-2596.3713,-3708.6219,-5077.5839,-4636.9313,-4170.1319,4404.9169,-2327.4031,5058.9871,4011.2123,472.0292,-4642.7758,3772.2501,1445.4654,5026.0724,3577.5836,4426.5537,-3387.6331,2934.6552,-3550.8081,-719.0317,-4720.7247,-3133.4939,2574.3077,2686.3526,-4729.9983,-3551.3916,4568.9917,1204.7628,-2892.0125,-938.9254,-2154.5609,-3707.3623,-3290.2844,-2146.5548,4746.1429,2846.2913,4887.8656,4240.2456,-1805.2536,796.9668,663.0969,-4254.6447,3548.0646,5436.0168,-2696.5898,1038.0422,-4927.9824,-5464.6938,-6515.6435,1134.9228,4038.6713,-984.6120,3548.1940,5522.2599,140809.7312,139282.0548,137295.4073,143137.8830,143068.7825,132567.5762,130827.7098,136800.0065,-118958693.6107,-118979749.1020,-118949786.8262,-118955421.0550,138188.9469,-118948213.9256,
