sl_100_5400_20260902 Coordinates.csv
2026/09/02 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:08 2024,
Start: 2026/09/02 07:47:00.00, Stop: 2026/09/02 09:17:00.00,
TIME_UNITS,STARLINK-3889 - X-Coordinate,STARLINK-5534 - X-Coordinate,STARLINK-4624 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-30268 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-1055 - X-Coordinate,STARLINK-3288 - X-Coordinate,STARLINK-3678 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-30185 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-30336 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-31004 - X-Coordinate,STARLINK-31623 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-1512 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-1393 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-1557 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-1907 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-5646 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-5165 - X-Coordinate,STARLINK-4430 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-31977 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-6211 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-3069 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-4089 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-3795 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-3364 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-5146 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-5611 - X-Coordinate,STARLINK-4769 - X-Coordinate,STARLINK-11243 [DTC] - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-5383 - X-Coordinate,STARLINK-3632 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-11259 [DTC] - X-Coordinate,STARLINK-30792 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-2754 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-31959 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-2567 - X-Coordinate,STARLINK-32161 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-2512 - X-Coordinate,STARLINK-1739 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-4650 - X-Coordinate,STARLINK-5424 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-5838 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-5556 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-32019 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-31207 - X-Coordinate,STARLINK-1956 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-5534 - Y-Coordinate,STARLINK-4624 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-30268 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-1055 - Y-Coordinate,STARLINK-3288 - Y-Coordinate,STARLINK-3678 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-30185 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-30336 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-31004 - Y-Coordinate,STARLINK-31623 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-1512 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-1557 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-1907 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-5646 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-5165 - Y-Coordinate,STARLINK-4430 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-31977 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-3069 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-4089 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-3795 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-3364 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-5146 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-5611 - Y-Coordinate,STARLINK-4769 - Y-Coordinate,STARLINK-11243 [DTC] - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-5383 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-11259 [DTC] - Y-Coordinate,STARLINK-30792 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-2754 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-31959 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-2567 - Y-Coordinate,STARLINK-32161 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-2512 - Y-Coordinate,STARLINK-1739 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-4650 - Y-Coordinate,STARLINK-5424 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-5838 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-5556 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-32019 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-31207 - Y-Coordinate,STARLINK-1956 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-5534 - Z-Coordinate,STARLINK-4624 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-30268 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-1055 - Z-Coordinate,STARLINK-3288 - Z-Coordinate,STARLINK-3678 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-30185 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-30336 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-31004 - Z-Coordinate,STARLINK-31623 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-1512 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-1557 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-1907 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-5646 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-5165 - Z-Coordinate,STARLINK-4430 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-31977 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-3069 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-4089 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-3795 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-3364 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-5146 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-5611 - Z-Coordinate,STARLINK-4769 - Z-Coordinate,STARLINK-11243 [DTC] - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-5383 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-11259 [DTC] - Z-Coordinate,STARLINK-30792 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-2754 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-31959 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-2567 - Z-Coordinate,STARLINK-32161 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-2512 - Z-Coordinate,STARLINK-1739 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-4650 - Z-Coordinate,STARLINK-5424 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-5838 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-5556 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-32019 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-31207 - Z-Coordinate,STARLINK-1956 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6317.5458,-1935.9142,-4628.4465,995.2276,6743.0044,-2049.4733,0.0000,-3179.4878,-2057.1377,-3190.4322,-4982.3854,690.5953,-3880.5929,-6167.2473,-6698.5566,-6348.9512,-4900.7487,-3167.7419,6516.2268,-3708.4365,0.0000,3898.6015,5621.0075,-5307.8716,5087.0653,3929.2881,-2218.0271,-484.0558,-963.6545,2987.0048,-6162.3480,-3012.4351,4883.4553,3963.1465,70.0172,-6145.5622,4988.1613,4624.7579,803.0441,-319.3979,2995.8666,-6656.5356,289.0393,-5313.6687,926.9183,1067.1744,2494.7041,-2917.7695,3989.9950,5640.9179,-488.2397,4949.1939,-5264.9138,2889.2367,1388.4881,-6690.1911,2486.0406,-4089.9509,5542.2101,-253.0001,-3344.4709,6848.7977,5238.6277,25.5576,3031.6320,-2602.0501,2617.9908,6306.9604,6773.6961,4771.8066,-2259.0146,-1488.8630,0.0000,-1369.4118,50.5765,4774.6119,1609.7189,3032.4311,-678.9180,-3307.7391,2264.0609,3342.8511,5660.5713,2599.0629,4591.6885,4097.1455,1382.1540,4798.2246,973.0742,6513.3453,2172.9891,-794.5901,-4227.7133,-626.3503,-135.8730,4272.4391,-1087.9619,4143.7058,4858.1269,-3451.7454,-189406.9257,-171416.4757,-180241.3240,-183252.4959,-175600.2817,-178141.4588,-183038.7345,-181137.1766,-251289487.6235,-251269836.0690,-251309409.5860,-251286945.3950,-182224.6501,-251297191.5207,2073.2088,1401.4094,1785.8992,6394.6931,-781.3328,-1401.0121,0.0000,5452.3607,6600.9947,-4967.6610,-3405.6297,-5024.1334,-2913.7637,-2346.6548,1213.2903,1361.6320,-2132.1827,4081.7798,2130.8467,-4871.7455,0.0000,3545.3646,-3387.0481,-307.9198,831.4780,-3134.6285,5656.9783,6880.4397,5352.9479,-6218.0228,-2146.2159,-4879.5672,-3407.8096,4418.8451,6899.0426,-2729.7124,2304.4491,3440.9547,-5805.3652,-6809.5534,6181.5920,1864.3824,5035.3121,3598.3513,6145.0960,-5071.3722,4795.0102,6112.6295,2064.9630,614.7213,6023.7644,3623.9151,-1032.6546,5971.3078,-6555.6410,-1286.3404,-4157.8192,298.4918,-4173.8415,-5837.7518,3880.3001,868.6226,587.3745,-5299.2790,-3641.3529,-3104.9839,-3791.5064,-2609.3222,826.9754,3680.5872,5415.0502,-226.4460,0.0000,-3999.2341,-4549.3276,-4431.4689,-5459.6526,-4521.8939,-6516.4769,-3878.7743,-6333.4752,-5685.2714,3850.7908,-4940.9410,-5002.6840,4782.6877,4239.9563,-4346.2559,-6236.7619,119.7244,6254.5555,6758.0789,-5089.4797,-5808.9217,-6821.2689,-108.0583,6725.3559,1836.3520,-3322.2197,-2446.4044,-313390.3280,-282007.8967,-304691.1102,-304591.4413,-300641.8332,-301738.0469,-294914.4081,-299761.5242,32180206.7966,32195219.2963,32154589.5798,32169091.7926,-298903.5374,32161799.1442,-1886.8614,6514.6702,4841.7315,2527.1427,1394.0252,6466.8156,0.0000,-2814.8892,45.9307,3567.7134,3395.9091,-4726.9117,-4980.6050,-2140.9898,-504.0753,2366.3883,-4414.8729,-4634.2217,67.4500,-3222.8933,0.0000,-4466.7874,-2135.9418,4441.7493,-4615.0674,-4634.2016,-3344.9808,-490.8379,4014.0996,144.2575,1881.1638,-3911.0911,-3406.0826,-3552.0166,-523.6868,-1297.6352,4189.4567,-3856.8466,-3482.5440,-1113.2305,-940.5898,-497.8617,4782.4765,-2629.2958,-3009.1675,-4574.3066,4237.1646,784.4576,-5252.8015,-3943.7416,3339.8279,3186.3515,4364.4855,-1931.9435,-1793.9024,-1180.7432,4885.6347,-5469.5319,270.8919,3692.7229,4210.7834,-329.9281,-4480.6312,4468.6502,5031.8537,-5649.7844,-4974.2061,-1228.0071,-1212.1178,3430.8502,3567.3627,-6773.7803,0.0000,-5495.3009,5166.4097,2006.2739,3975.1043,-4248.6952,-1678.8769,4641.2782,442.0895,-2069.6878,-1094.7496,-4132.1770,1266.0586,-2441.1315,-5200.5113,2253.3929,2856.6394,2321.7932,-1925.8371,1307.7506,-2023.7252,-3715.9178,-80.6425,5424.8834,425.4039,-5222.1855,-3500.3552,5459.0607,134873.9547,132655.2072,132200.7176,137374.7790,137717.7471,127260.8050,125329.9867,133940.7720,108728266.9335,108703789.3461,108727802.8995,108724562.6057,132747.9801,108723886.4231,
300.000,-6069.3995,-793.7134,-3114.9159,1521.7149,6541.3344,-2649.9970,0.0000,-2228.8456,-817.3700,-4684.0127,-5250.8712,-1448.3538,-3195.3188,-6026.6074,-6199.1669,-6347.5591,-5073.9446,-1554.1936,6576.0128,-5081.5073,0.0000,5389.0918,5146.5861,-5619.6001,4253.1607,3357.5923,-267.6929,748.1128,813.5092,1739.3351,-5798.7749,-4750.7068,4494.8724,5376.8529,-373.1820,-6028.1555,4607.3327,5048.5058,-1108.5933,-1530.4768,4291.2664,-6034.6182,1172.4470,-4581.1957,2318.6917,-422.7286,3400.1854,-1479.4068,5297.3652,4670.0297,855.8366,4919.2304,-6203.9273,4080.7199,-282.1431,-6292.7993,375.0226,-3735.0570,4954.4346,-1721.3654,-1294.0199,6631.3148,4829.1681,-1992.8185,947.8079,-4338.6995,1389.3786,5667.6079,6887.7265,5155.4522,-1139.5873,523.5233,0.0000,-3403.4651,-1919.6945,4046.7092,396.0053,2077.8875,-1865.8854,-5013.7737,949.6927,2046.4470,6045.7087,2314.8954,3685.1968,4487.8227,3387.9434,4118.2618,-619.6882,6704.1535,3408.3963,795.9625,-5494.8059,-2453.6525,-1633.2006,4478.5154,183.8915,5370.7011,3108.1443,-4794.9655,-182639.2398,-165388.4998,-174000.0884,-176927.9221,-169223.7767,-171738.4692,-176683.7396,-174947.8995,-251929560.0165,-251910640.5988,-251949040.0292,-251927374.3570,-175876.6387,-251937207.8726,3300.9355,3245.2867,682.0426,5215.5791,-2289.1108,726.6543,0.0000,6443.5091,6641.2545,-4653.7510,-1451.9415,-5088.7108,-1120.4503,-592.2631,2653.6817,2668.8260,-7.1213,5395.2421,883.9717,-4415.5515,0.0000,2161.4401,-4580.4226,1688.3065,-1036.3891,-4870.9483,5480.2084,6497.5779,4484.0872,-6389.3993,-661.2677,-4184.2773,-4854.6262,3869.8769,6359.0177,-1321.1357,376.0850,1439.8430,-5169.4916,-6696.8115,5410.0848,3240.2256,3381.8691,5059.6601,6362.2949,-6047.7913,3022.1232,6612.3601,543.0466,-1032.3587,6632.2072,1867.5969,416.4502,5570.9575,-6195.9375,36.8939,-4184.0726,2439.7487,-4505.1391,-6339.4698,4079.9270,-667.2803,-1516.8473,-5491.4163,-4067.5170,-3320.2477,-5317.7692,-3981.7359,-682.8786,1742.8064,6469.2019,-1298.7794,0.0000,-3463.3609,-3669.0420,-5483.4637,-4309.5506,-5923.0444,-5603.3823,-3275.7875,-6290.4598,-6574.9593,2277.2434,-6134.8896,-5819.6591,3186.6512,4074.8163,-5460.9065,-6740.1526,-1468.2440,5990.5297,6328.3285,-4168.0827,-5939.5644,-6460.4792,-2181.9574,6457.4848,265.1736,-4309.2087,-822.0061,-317237.0664,-285540.7659,-308462.2208,-308265.8991,-304358.7649,-305449.2054,-298716.0938,-303129.9986,26685797.3120,26701204.3471,26659746.9272,26674993.1420,-302630.7250,26667309.7034,-99.3394,6082.6788,6151.7871,4326.4665,-137.8073,6358.6988,0.0000,-1119.2155,-1748.8449,2005.5732,4273.0064,-4479.4543,-6073.8885,-3385.9333,1050.7736,618.7530,-4723.1848,-4079.2768,-1734.0240,-1591.9260,0.0000,-3741.8406,-369.6156,3686.0246,-5357.9281,-3424.8919,-4243.7888,-2249.6334,4990.4334,1929.9437,3467.2837,-2844.2809,-1808.9600,-1985.8234,-2705.9873,-2973.4059,5133.5433,-4532.6448,-4304.2273,699.8711,604.3438,1045.8169,5955.9350,-1221.3022,-1341.5131,-3318.7953,5143.3347,-773.6810,-4405.6245,-4988.2011,1730.8865,4479.4607,3034.1209,-147.0197,-3108.6314,-2868.2750,5447.8225,-5179.7382,-1840.3539,2159.4587,5062.7601,-1835.4520,-4716.2354,3734.2254,5506.1670,-4299.1153,-3969.9630,310.1705,326.9520,4296.1039,2009.1597,-6796.8481,0.0000,-4947.8303,5498.8215,217.4894,5426.1431,-2877.4261,-3298.7680,3419.0984,2221.5562,-586.1545,-2519.5645,-2289.1926,-543.8777,-3915.8100,-4340.8412,492.9142,1489.4341,868.3863,-143.0828,2703.2189,-535.8654,-2575.4792,1459.4630,4785.0103,2197.3969,-4346.1923,-4320.5863,4904.0870,134939.4663,132733.4391,132393.8818,137324.4416,137928.9132,127562.4297,125283.2965,134337.9875,108726090.7884,108701694.0942,108726397.9370,108722239.6855,132842.5391,108721955.6709,
600.000,-5215.6000,357.9307,-1222.9570,1950.7940,5704.5698,-3060.4205,0.0000,-1067.9851,522.5490,-5696.1445,-5048.8432,-3440.5999,-2256.7033,-5325.7953,-5066.0094,-5716.5307,-4801.8968,177.1804,5970.4211,-5939.8247,0.0000,6365.5834,4158.8796,-5417.1299,3046.1621,2478.9252,1729.5873,1931.0488,2545.2320,297.5773,-4846.7666,-6024.3930,3665.0156,6246.6462,-737.6458,-5312.1188,3818.7726,5028.0963,-2935.2578,-2596.3899,5175.2675,-4823.2662,2011.9070,-3414.7932,3464.9302,-1837.3289,4018.8999,117.1127,6104.3003,3270.0628,2095.6522,4443.8041,-6541.5982,4862.9285,-1951.4161,-5280.2556,-1783.3932,-3055.7129,3847.4030,-2996.8985,913.1215,5768.7857,3993.5062,-3802.1550,-1226.2091,-5615.4765,57.9697,4477.1550,6332.5846,5080.8870,72.6070,2522.7235,0.0000,-5106.2613,-3727.6553,2899.8859,-918.6219,948.2984,-2892.6356,-6211.5729,-491.0762,555.1330,5862.7109,1824.3917,2405.8541,4441.5378,5036.4239,3022.1632,-2138.6688,6243.3724,4299.7416,2333.7917,-6222.6344,-4025.5748,-2978.4469,4290.1133,1461.4975,6091.6258,1050.6770,-5696.2199,-175793.0572,-159288.3439,-167683.5981,-170528.9244,-162773.1802,-165262.9469,-170249.2022,-168764.8705,-252449516.9479,-252431334.9809,-252468528.1930,-252447715.8130,-169452.5400,-252457105.5103,4198.0682,4796.8868,-419.6031,3506.8960,-3575.9868,2755.1204,0.0000,6788.5079,6026.6280,-3892.9620,654.9794,-4703.7270,825.9607,1243.3507,3833.9423,3703.5994,2120.8577,6210.9956,-471.9834,-3535.5322,0.0000,599.5350,-5311.4595,3502.6026,-2838.4581,-6099.4751,4809.1465,5471.9322,3179.3666,-5929.7998,927.2484,-3111.6900,-5795.0349,2956.4232,5121.9993,251.2214,-1618.1704,-705.0114,-4038.7731,-5912.9316,4110.4959,4310.9371,1410.5301,6024.5876,5949.6682,-6439.4079,952.9674,6439.7233,-990.7082,-2620.8542,6584.2103,-99.8526,1793.0999,4614.5677,-5252.4245,1387.0743,-3850.1564,4333.9830,-4396.9412,-6222.0156,3878.8178,-2155.2852,-3486.4416,-5184.3716,-4151.8827,-3252.0272,-6296.6310,-4970.6953,-2129.6090,-373.1108,6867.3805,-2146.4429,0.0000,-2642.0156,-2474.4298,-5963.4363,-2759.6849,-6732.7870,-4098.5832,-2382.9032,-5579.7648,-6819.5934,466.1810,-6697.0647,-6059.2000,1232.6724,3541.5841,-6014.2484,-6594.0994,-2904.9366,5124.9275,5292.9086,-2844.0406,-5510.7021,-5440.8147,-4021.5449,5525.5711,-1291.6954,-4905.2380,841.3687,-320936.0706,-288945.6801,-312094.9077,-311802.8590,-307939.3008,-309021.3541,-302383.4876,-306336.9139,21178771.5544,21194555.4948,21152312.9431,21168249.9736,-306223.1121,21160206.0252,1698.8994,5004.3449,6805.2380,5665.9934,-1654.8915,5571.5208,0.0000,697.5083,-3355.0475,225.7119,4691.7338,-3753.3621,-6525.6261,-4269.5347,2487.6652,-1195.7377,-4526.8926,-3089.6872,-3343.7633,210.5925,0.0000,-2612.4910,1436.8395,2535.5990,-5525.6466,-1833.7043,-4689.7970,-3765.9597,5392.4179,3505.8145,4658.6789,-1474.1070,-11.8972,-205.5107,-4597.2873,-4319.5279,5523.8747,-4724.8560,-4642.5035,2437.0779,2084.4964,2477.2796,6498.7974,317.4088,471.6113,-1705.0710,5484.6778,-2244.8096,-3083.4160,-5495.0419,-65.4332,5289.4034,1377.1640,1653.7950,-4091.5081,-4246.6720,5415.3274,-4313.5901,-3755.6045,393.2136,5297.7991,-3142.7861,-4445.0301,2600.6273,5387.5649,-2492.8879,-2512.2407,1815.1127,1830.9262,4702.4250,229.8626,-6098.4982,0.0000,-3872.0322,5232.1242,-1595.8062,6300.2129,-1194.6110,-4539.3261,1825.4591,3742.1974,960.7346,-3674.8992,-202.5110,-2295.0097,-4938.4486,-3000.6018,-1322.1369,-37.4451,-678.6528,1655.2264,3808.7232,1009.7492,-1158.2903,2835.5544,3628.6015,3722.7582,-3002.0904,-4662.0043,3819.8623,135004.6689,132811.5843,132587.8077,137268.8783,138136.3968,127870.0089,125241.8489,134628.0763,108723912.6116,108699599.4047,108724987.4551,108719916.0424,132937.0054,108720024.7567,
