sl_100_5400_20260321 Coordinates.csv
2026/03/21 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:55 2024,
Start: 2026/03/21 07:47:00.00, Stop: 2026/03/21 09:17:00.00,
TIME_UNITS,STARLINK-1797 - X-Coordinate,STARLINK-30785 - X-Coordinate,STARLINK-3603 - X-Coordinate,STARLINK-31211 - X-Coordinate,STARLINK-3267 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-2575 - X-Coordinate,STARLINK-30617 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-31575 - X-Coordinate,STARLINK-2286 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-2040 - X-Coordinate,STARLINK-31094 - X-Coordinate,STARLINK-2185 - X-Coordinate,STARLINK-2402 - X-Coordinate,STARLINK-5232 - X-Coordinate,STARLINK-30373 - X-Coordinate,STARLINK-3258 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-32223 - X-Coordinate,STARLINK-30140 - X-Coordinate,STARLINK-5862 - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-1642 - X-Coordinate,STARLINK-3815 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-2237 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-31238 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-2392 - X-Coordinate,STARLINK-31946 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-11171 [DTC] - X-Coordinate,STARLINK-5967 - X-Coordinate,STARLINK-4676 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-31281 - X-Coordinate,STARLINK-30760 - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-6152 - X-Coordinate,STARLINK-2746 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-2102 - X-Coordinate,STARLINK-2151 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-30322 - X-Coordinate,STARLINK-3751 - X-Coordinate,STARLINK-5610 - X-Coordinate,STARLINK-4357 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-6322 - X-Coordinate,STARLINK-4024 - X-Coordinate,STARLINK-3045 - X-Coordinate,STARLINK-31026 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-6105 - X-Coordinate,STARLINK-5750 - X-Coordinate,STARLINK-31744 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-1236 - X-Coordinate,STARLINK-5453 - X-Coordinate,STARLINK-30436 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-1598 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-31315 - X-Coordinate,STARLINK-6165 - X-Coordinate,STARLINK-32094 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-31851 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-31622 - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-5086 - X-Coordinate,STARLINK-4134 - X-Coordinate,STARLINK-3794 - X-Coordinate,STARLINK-4360 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-30785 - Y-Coordinate,STARLINK-3603 - Y-Coordinate,STARLINK-31211 - Y-Coordinate,STARLINK-3267 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-2575 - Y-Coordinate,STARLINK-30617 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,STARLINK-2286 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-2040 - Y-Coordinate,STARLINK-31094 - Y-Coordinate,STARLINK-2185 - Y-Coordinate,STARLINK-2402 - Y-Coordinate,STARLINK-5232 - Y-Coordinate,STARLINK-30373 - Y-Coordinate,STARLINK-3258 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-32223 - Y-Coordinate,STARLINK-30140 - Y-Coordinate,STARLINK-5862 - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-1642 - Y-Coordinate,STARLINK-3815 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-2237 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-31238 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-2392 - Y-Coordinate,STARLINK-31946 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-11171 [DTC] - Y-Coordinate,STARLINK-5967 - Y-Coordinate,STARLINK-4676 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-31281 - Y-Coordinate,STARLINK-30760 - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-6152 - Y-Coordinate,STARLINK-2746 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-2102 - Y-Coordinate,STARLINK-2151 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-30322 - Y-Coordinate,STARLINK-3751 - Y-Coordinate,STARLINK-5610 - Y-Coordinate,STARLINK-4357 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-6322 - Y-Coordinate,STARLINK-4024 - Y-Coordinate,STARLINK-3045 - Y-Coordinate,STARLINK-31026 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-6105 - Y-Coordinate,STARLINK-5750 - Y-Coordinate,STARLINK-31744 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-1236 - Y-Coordinate,STARLINK-5453 - Y-Coordinate,STARLINK-30436 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-1598 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-31315 - Y-Coordinate,STARLINK-6165 - Y-Coordinate,STARLINK-32094 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-31851 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-31622 - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-5086 - Y-Coordinate,STARLINK-4134 - Y-Coordinate,STARLINK-3794 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-30785 - Z-Coordinate,STARLINK-3603 - Z-Coordinate,STARLINK-31211 - Z-Coordinate,STARLINK-3267 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-2575 - Z-Coordinate,STARLINK-30617 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,STARLINK-2286 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-2040 - Z-Coordinate,STARLINK-31094 - Z-Coordinate,STARLINK-2185 - Z-Coordinate,STARLINK-2402 - Z-Coordinate,STARLINK-5232 - Z-Coordinate,STARLINK-30373 - Z-Coordinate,STARLINK-3258 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-32223 - Z-Coordinate,STARLINK-30140 - Z-Coordinate,STARLINK-5862 - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-1642 - Z-Coordinate,STARLINK-3815 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-2237 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-31238 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-2392 - Z-Coordinate,STARLINK-31946 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-11171 [DTC] - Z-Coordinate,STARLINK-5967 - Z-Coordinate,STARLINK-4676 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-31281 - Z-Coordinate,STARLINK-30760 - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-6152 - Z-Coordinate,STARLINK-2746 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-2102 - Z-Coordinate,STARLINK-2151 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-30322 - Z-Coordinate,STARLINK-3751 - Z-Coordinate,STARLINK-5610 - Z-Coordinate,STARLINK-4357 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-6322 - Z-Coordinate,STARLINK-4024 - Z-Coordinate,STARLINK-3045 - Z-Coordinate,STARLINK-31026 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-6105 - Z-Coordinate,STARLINK-5750 - Z-Coordinate,STARLINK-31744 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-1236 - Z-Coordinate,STARLINK-5453 - Z-Coordinate,STARLINK-30436 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-1598 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-31315 - Z-Coordinate,STARLINK-6165 - Z-Coordinate,STARLINK-32094 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-31851 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-31622 - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-5086 - Z-Coordinate,STARLINK-4134 - Z-Coordinate,STARLINK-3794 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3311.4158,1620.9348,-6291.9818,5539.7231,-4046.1741,6867.1776,-4349.6459,1704.6919,-2792.3490,-1925.9194,5989.4627,1725.3349,5163.0840,5142.0433,-4478.5897,5733.4097,-5291.1786,5223.6977,-5523.2988,2601.8739,3233.7229,-5486.5897,-2690.7714,6207.3215,1475.5363,-5289.3638,-4885.0485,352.5131,2604.7358,5102.5771,5215.5345,796.3955,4044.6611,-1152.1963,-3474.7586,4448.0520,2415.7217,529.2388,-3113.6898,4081.6823,-6373.7854,-5991.2437,-262.1194,-1156.8702,5574.0362,-2062.7253,-1802.0902,-3685.3810,5509.6164,-1183.1506,2717.7610,-6680.5760,-5727.9977,716.0564,-4747.7131,-4930.1665,1415.9202,5658.6448,329.1442,-2923.5524,-5031.7715,-5841.6520,-5922.2190,-6138.3684,-23.0927,-1311.2151,-5065.2716,3279.8657,241.9143,4346.1683,3671.9003,-1464.2743,4263.0946,4002.4320,4197.7960,-5215.1575,-1722.5320,6069.7628,2820.2492,5290.5158,350.8455,2810.7120,-4724.4174,870.2342,-4013.3061,5016.4484,3066.3986,-2882.5341,-5587.1806,-84.9710,-4407.0502,4094.5343,-6243.1982,-5624.0059,-4903.6906,-3997.5005,5336.7003,1551.4070,-1991.4423,338.2068,15416.9591,3847.4895,4877.1303,8483.0368,2529.3096,4746.6408,11394.6304,10031.1833,-217025725.5576,-217014660.0575,-217022083.7106,-217004256.9844,9326.7221,-217009877.1480,5968.6684,-5019.1251,-2837.7993,-3985.0611,4943.8399,603.0311,4468.4626,5515.9279,2925.7570,4826.5642,-1657.5368,5860.3987,4428.7867,-1418.0435,3346.4620,-1137.0527,-1400.0044,-3153.8002,3571.3595,3765.2710,4301.9230,-2473.4443,-4420.4540,3081.1388,-1951.3364,-4488.0745,-4693.3708,-5681.7477,-5017.1949,114.0424,-1353.9673,-6495.6659,-637.6629,-4892.2818,2315.5145,5181.5479,-3830.5020,-6653.9744,4240.0656,4186.1693,-2396.0736,3109.0621,-6697.3525,3981.8212,2965.6323,6261.8505,-6573.3125,4516.2464,-1018.7998,329.2335,-6284.6903,1285.8977,-2368.5517,-5432.7793,3332.4806,1823.8821,-5987.9837,-3298.1515,-4601.3200,-2980.3712,-4670.6732,2998.8307,2946.2037,511.5161,-6299.4847,-4902.1289,2030.5712,-4632.0108,6532.3600,573.4029,5674.0706,-6774.8887,-4868.4273,5037.4784,5216.7408,-3182.6020,-6423.1720,-2715.2585,-5873.7624,-1913.6907,-6756.5309,-2160.2484,1662.4501,5362.6300,1243.8907,-861.8919,-4886.0764,3001.6643,2321.2149,-6539.1143,107.7840,-4775.3195,979.1845,-2524.7996,2870.4099,-1736.3159,1062.7776,3842.3265,-6022.2813,-6802.8089,353978.3372,334961.0433,358069.7961,359574.5226,353435.0924,355541.1443,350292.8189,352628.5609,265899473.4698,265885467.0396,265905955.2339,265910127.1095,353945.7916,265909401.6363,1112.8971,4477.7149,-418.9948,-772.1764,2640.4874,732.0678,2973.2354,3662.9562,-5394.6579,4466.1518,-2819.1277,3093.1985,1226.2363,4385.4138,-4099.4874,-3710.3534,4326.7978,3326.1768,-2187.8700,-5184.0338,-4377.3511,3247.5775,4357.9713,103.0531,-6464.7985,-366.1117,-1588.7875,3937.0255,-3639.1818,4684.6673,4360.6103,1514.0618,5431.7873,4731.7611,5479.5774,-965.9067,5219.1937,-1893.0436,4501.3422,3500.4713,-1326.6166,906.2077,-774.5856,-5496.6218,2539.0810,-2101.2148,144.6125,3709.1046,3577.8058,6822.6820,-969.1641,-1307.9869,2928.6729,4227.3244,3758.8903,4500.8281,-2693.1926,-2310.5314,-5037.7394,-5521.8779,743.6351,2193.5164,-2022.6625,2920.1346,2850.2483,-4726.9813,4271.3652,-3770.9395,-2333.0931,-5347.6882,1584.3922,77.6885,-2438.5540,-2582.5509,1990.7364,3005.7436,1885.8174,-1926.3776,-2308.3305,4009.1498,-1495.5901,-5984.3829,4455.0390,4298.5296,5367.8697,-4719.0069,-3642.6710,-5492.3858,3153.1467,1532.8638,-5327.4764,-2923.7170,2503.1307,3123.1133,3766.4737,-5373.5166,4271.7780,-5538.4675,2707.2036,1287.8654,100370.1898,98476.6127,97760.7413,103811.2268,103427.3153,92824.0084,91580.5567,99770.7694,-42113457.4051,-42082247.4895,-42088899.5473,-42110931.6709,98721.3650,-42105233.0516,
300.000,-2224.7560,-256.1982,-6567.8408,4242.1231,-3252.9268,6826.8936,-2647.8210,3267.4165,-1082.8308,-75.9920,4707.3417,3166.1952,5936.7389,5333.4500,-2678.9314,6001.2499,-4602.9685,3722.5000,-4016.1633,3680.7563,4408.4112,-5082.4642,-3524.2428,6590.5766,73.5889,-5340.7030,-5418.5283,-1104.6613,1551.1194,5103.3915,4016.8340,-557.5088,3351.1991,-2616.6488,-2375.4337,5306.1587,281.0960,-1090.1749,-1087.2829,4755.3268,-6865.5871,-5167.0034,-1476.8582,892.8375,6518.4879,-576.1122,-3153.7147,-1820.5726,4085.3202,-2945.3780,1575.2136,-6345.5471,-5574.2850,-1172.5313,-4381.6612,-4371.0843,-153.9171,6219.5277,-1652.7534,-4421.3584,-5743.2001,-4475.1475,-4607.0204,-6433.9157,-1348.8614,-3315.7508,-3695.8334,1248.0964,1820.1419,3863.0124,4277.7960,-2853.6753,2669.3270,5394.8470,4966.6161,-5358.7968,-2734.7632,5704.3161,1257.4165,5353.5792,-1173.8574,676.1855,-4763.5739,2708.5699,-3603.7388,4541.9859,1038.3938,-1096.8717,-4097.2003,-1344.3622,-3577.2098,3003.8986,-6182.2134,-6591.4012,-3204.0363,-5123.1146,4981.7070,3472.9899,-2956.2807,733.4236,8176.1049,-3244.3824,-2502.9933,1069.9571,-4947.4098,-2762.8845,3921.6634,2860.6619,-222778835.2529,-222767442.4676,-222775475.3861,-222757408.1754,1875.3658,-222763074.7018,6512.5905,-5805.4577,-1650.0268,-4916.2893,6031.4773,-902.9746,4694.1169,5619.7317,4286.7229,5722.3800,-3056.3993,5900.7979,3494.0362,-3142.8973,4400.7063,-2669.8857,451.0141,-3140.1914,4496.3334,1907.8921,2530.2444,-728.8462,-2551.3593,1607.8724,-3574.8077,-3714.8742,-4329.3115,-6372.3725,-6197.3706,-1996.4590,-3110.9075,-5897.3654,-2716.4121,-3418.9469,4132.4830,4320.2146,-4144.9970,-6066.0126,4948.0065,2281.4831,-960.7532,4391.2093,-6494.6713,4586.0937,1616.9667,5856.2229,-5806.5430,4581.6799,-2304.3230,-983.7686,-6678.3186,2766.3823,-464.6444,-5958.3346,4856.0920,3787.9782,-5317.9928,-3084.6902,-3765.3329,-1454.3914,-3685.0350,3750.4566,3714.7879,1891.9171,-6683.4975,-4168.5040,984.8230,-5002.3601,5690.2143,-1541.3011,5444.0452,-6150.0990,-5036.9179,4192.7936,3666.3172,-1252.5156,-5314.0891,-3917.4043,-5630.8372,-3542.0424,-6827.0159,-2353.1334,3479.5227,4308.0768,3309.8730,-2929.7746,-5115.6461,4240.3931,3590.5751,-5758.1299,2109.6169,-6050.8940,2620.8526,-1470.9127,4043.6649,-19.7747,-1025.3768,2861.9490,-4668.2028,-5995.6842,354400.3694,334964.4344,358243.9329,359618.0348,353492.4656,355593.9329,350443.3658,352625.6184,261098706.9331,261084280.3538,261104595.8172,261110110.1410,354024.3383,261108613.4830,-698.8308,3757.7513,1390.8950,-2240.1855,923.0382,-813.5609,4319.2104,2126.4309,-5089.8467,3770.0617,-3882.6166,1440.7550,-587.9424,3063.7023,-4639.3098,-2185.5765,5222.2044,4953.0220,-3422.5980,-5534.8927,-4721.2539,4514.4495,5179.3056,-1427.2246,-5916.1356,-2441.8973,528.9682,2471.1383,-2090.6615,4240.0658,4714.8022,3162.0978,5259.5852,5394.4785,4975.3126,849.7094,5521.0822,-3188.9054,4718.7407,4313.0216,207.7144,-652.3132,1062.4035,-5057.2416,1109.1852,-3641.9761,1672.1545,4838.0406,4708.4796,6198.9326,847.8964,228.0103,3960.2061,3323.2214,2241.1281,3801.6971,-4101.3117,-103.1984,-5454.2792,-5124.0202,-1069.9316,3716.1263,-3582.1281,1234.8582,1160.5939,-4440.5963,5776.3349,-4456.0327,-3534.7151,-5524.2905,-535.9043,-1451.1635,-3916.1369,-1167.0595,3268.4343,4006.9338,3468.9523,-144.3387,-3808.7124,2558.3095,31.6633,-6511.2436,3187.5364,4699.8560,4748.0398,-4354.1393,-4393.3818,-5319.7450,4104.5952,3181.2315,-5529.0267,-1569.0450,1066.8129,1475.1926,4454.1207,-4649.8326,4688.4081,-5252.8204,4123.4526,3394.1001,100571.5399,98585.9145,97977.7753,103800.2441,103680.1687,93144.9026,91552.9857,99492.5192,-42107193.1015,-42075883.9745,-42082567.9416,-42104058.1616,98846.1479,-42098776.1028,
600.000,-909.5387,-2083.3517,-6195.1757,2511.3268,-2145.2941,6124.9986,-662.4555,4476.1982,700.9125,1755.0678,2956.6823,4269.2680,6122.2734,5020.0821,-632.8893,5689.0794,-3516.5804,1822.6890,-2114.0364,4451.6525,5198.9075,-4195.0684,-4043.3660,6340.9158,-1272.1780,-4870.8695,-5406.9326,-2427.2634,353.6193,4649.6448,2462.8122,-1886.2773,2367.0985,-3871.3664,-1090.5044,5637.8981,-1877.4926,-2632.4146,1033.4744,4986.0635,-6692.7663,-3809.9279,-2545.2290,2828.4005,6793.0420,1002.0176,-4199.1319,245.4230,2221.5720,-4339.2874,266.4607,-5392.4619,-4893.0730,-2925.1775,-3601.8445,-3423.5102,-1747.2148,6105.0355,-3495.5331,-5517.3022,-5888.3473,-2656.7322,-2825.7862,-6066.3173,-2527.8045,-5008.7517,-1887.6580,-917.0823,3254.4141,3057.0329,4453.2084,-3980.1382,787.3378,6258.7451,5294.4288,-4989.4823,-3513.8733,4773.1175,-462.3437,4905.2029,-2584.8004,-1524.0385,-4315.0843,4313.4598,-2875.4274,3671.5585,-1105.6062,761.1726,-2199.2000,-2494.3998,-2449.1215,1637.1088,-5489.9868,-6900.6730,-1190.0440,-5776.3082,4184.3801,5071.8670,-3671.6309,1001.0104,914.0096,-10334.4019,-9880.1059,-6340.2182,-12420.4395,-10267.7161,-3554.1207,-4377.9774,-228425772.0485,-228414034.9529,-228422668.1687,-228404460.2522,-5575.1011,-228410097.9163,6411.6972,-6053.1077,-283.1689,-5376.5217,6514.0936,-2329.2544,4496.7245,5162.1009,5230.4966,6069.8004,-4181.5981,5346.3510,2205.4817,-4532.7922,5072.3572,-3918.5325,2293.9423,-2869.9890,5018.3077,-112.6420,533.7267,1124.6262,-420.9168,-33.5430,-4876.6080,-2540.3197,-3520.6784,-6443.7413,-6704.2400,-3904.6390,-4597.9265,-4669.2765,-4527.2815,-1638.0118,5555.3701,3017.8202,-4109.9361,-4904.5746,5219.7721,141.6171,569.6540,5228.8712,-5591.9774,4781.3180,113.3108,4892.4247,-4442.5968,4241.9649,-3384.7347,-2261.7301,-6409.3338,3979.8863,1508.5808,-5927.8417,5884.3222,5380.9142,-4097.7633,-2534.7872,-2596.1235,169.6599,-2321.7854,4171.5568,4154.0929,3062.4893,-6406.3656,-3073.8893,-95.9229,-4905.9301,4311.9160,-3519.6677,4654.8610,-4926.4359,-4742.8803,2951.2895,1758.4666,822.9012,-3674.3049,-4729.1117,-4856.8524,-4798.6719,-6233.7213,-2394.4855,4897.6631,2870.8301,5031.8553,-4717.2143,-4867.2342,5101.3066,4534.0837,-4356.9240,3929.0869,-6737.4039,3983.5378,-287.1665,4846.8990,1659.9109,-3029.2769,1653.2436,-2847.1918,-4536.1048,354673.8764,334818.7025,358258.3716,359503.2802,353392.0897,355486.5316,350437.0134,352576.2187,256173493.1738,256158652.2066,256178777.4664,256185631.7226,353946.0392,256183374.5556,-2435.2363,2633.8491,3050.5635,-3461.7148,-894.0676,-2272.1246,5198.4741,352.9050,-4195.0133,2656.7621,-4511.1734,-371.6193,-2338.6493,1410.6019,-4683.6300,-425.8165,5570.3602,6054.1148,-4291.2451,-5290.8908,-4561.8888,5278.7110,5406.0372,-2804.6524,-4731.2861,-4258.1754,2590.5849,739.6902,-296.8071,3341.5925,4565.1186,4438.5190,4493.6273,5473.9618,3930.0731,2572.8020,5228.1197,-4144.5937,4430.1233,4640.2844,1719.8006,-2137.2407,2775.8586,-4066.8497,-446.1810,-4791.2424,3011.3382,5444.7314,5269.2603,4914.7898,2573.3748,1739.4918,4553.7105,2062.0774,481.5045,2694.1561,-5028.5719,2115.0963,-5262.7421,-4176.7777,-2767.6608,4839.4237,-4756.0880,-589.3648,-654.2599,-3680.1631,6664.0925,-4640.1034,-4359.7528,-5107.0373,-2599.1299,-2824.6759,-4972.0935,373.4712,4203.7687,4555.9648,4677.4953,1653.2129,-4898.5024,830.9972,1555.4948,-6351.5507,1543.8843,4598.0040,3595.4166,-3525.5804,-4651.8377,-4569.1294,4595.6519,4455.3181,-5136.2309,-46.5548,-490.6072,-332.0847,4641.2636,-3426.4986,4600.9889,-4402.7733,5091.7172,5136.6898,100770.0984,98695.1586,98196.3899,103784.0385,103929.3229,93471.6507,91530.8136,99167.8489,-42100924.9376,-42069522.7123,-42076243.2234,-42097143.2289,98970.8582,-42092319.0996,
