sl_100_5400_20260208 Coordinates.csv
2026/02/08 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:59 2024,
Start: 2026/02/08 07:47:00.00, Stop: 2026/02/08 09:17:00.00,
TIME_UNITS,STARLINK-3798 - X-Coordinate,STARLINK-30424 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-5762 - X-Coordinate,STARLINK-31226 - X-Coordinate,STARLINK-30162 - X-Coordinate,STARLINK-1854 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-30550 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-2702 - X-Coordinate,STARLINK-30094 - X-Coordinate,STARLINK-3647 - X-Coordinate,STARLINK-5210 - X-Coordinate,STARLINK-31368 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-2043 - X-Coordinate,STARLINK-2581 - X-Coordinate,STARLINK-3711 - X-Coordinate,STARLINK-2429 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-31560 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-2046 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-30481 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-3375 - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-2411 - X-Coordinate,STARLINK-5873 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-4371 - X-Coordinate,STARLINK-31544 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-31125 - X-Coordinate,STARLINK-4206 - X-Coordinate,STARLINK-30964 - X-Coordinate,STARLINK-5170 - X-Coordinate,STARLINK-5322 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-3656 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-3820 - X-Coordinate,STARLINK-5701 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-4018 - X-Coordinate,STARLINK-2701 - X-Coordinate,STARLINK-5277 - X-Coordinate,STARLINK-6143 - X-Coordinate,STARLINK-5082 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-3261 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-1948 - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-5598 - X-Coordinate,STARLINK-3324 - X-Coordinate,STARLINK-5571 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-5716 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-32015 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-32158 - X-Coordinate,STARLINK-4477 - X-Coordinate,STARLINK-11166 [DTC] - X-Coordinate,STARLINK-6213 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-32082 - X-Coordinate,STARLINK-1866 - X-Coordinate,STARLINK-5291 - X-Coordinate,STARLINK-30163 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-1972 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-3843 - X-Coordinate,STARLINK-31591 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-30424 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-5762 - Y-Coordinate,STARLINK-31226 - Y-Coordinate,STARLINK-30162 - Y-Coordinate,STARLINK-1854 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-30550 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-2702 - Y-Coordinate,STARLINK-30094 - Y-Coordinate,STARLINK-3647 - Y-Coordinate,STARLINK-5210 - Y-Coordinate,STARLINK-31368 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-2043 - Y-Coordinate,STARLINK-2581 - Y-Coordinate,STARLINK-3711 - Y-Coordinate,STARLINK-2429 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-31560 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-30481 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-3375 - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-2411 - Y-Coordinate,STARLINK-5873 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-4371 - Y-Coordinate,STARLINK-31544 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-31125 - Y-Coordinate,STARLINK-4206 - Y-Coordinate,STARLINK-30964 - Y-Coordinate,STARLINK-5170 - Y-Coordinate,STARLINK-5322 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-3656 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-3820 - Y-Coordinate,STARLINK-5701 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-4018 - Y-Coordinate,STARLINK-2701 - Y-Coordinate,STARLINK-5277 - Y-Coordinate,STARLINK-6143 - Y-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-3261 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-1948 - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-5598 - Y-Coordinate,STARLINK-3324 - Y-Coordinate,STARLINK-5571 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-32015 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-32158 - Y-Coordinate,STARLINK-4477 - Y-Coordinate,STARLINK-11166 [DTC] - Y-Coordinate,STARLINK-6213 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-32082 - Y-Coordinate,STARLINK-1866 - Y-Coordinate,STARLINK-5291 - Y-Coordinate,STARLINK-30163 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-1972 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-3843 - Y-Coordinate,STARLINK-31591 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-30424 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-5762 - Z-Coordinate,STARLINK-31226 - Z-Coordinate,STARLINK-30162 - Z-Coordinate,STARLINK-1854 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-30550 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-2702 - Z-Coordinate,STARLINK-30094 - Z-Coordinate,STARLINK-3647 - Z-Coordinate,STARLINK-5210 - Z-Coordinate,STARLINK-31368 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-2043 - Z-Coordinate,STARLINK-2581 - Z-Coordinate,STARLINK-3711 - Z-Coordinate,STARLINK-2429 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-31560 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-30481 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-3375 - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-2411 - Z-Coordinate,STARLINK-5873 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-4371 - Z-Coordinate,STARLINK-31544 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-31125 - Z-Coordinate,STARLINK-4206 - Z-Coordinate,STARLINK-30964 - Z-Coordinate,STARLINK-5170 - Z-Coordinate,STARLINK-5322 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-3656 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-3820 - Z-Coordinate,STARLINK-5701 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-4018 - Z-Coordinate,STARLINK-2701 - Z-Coordinate,STARLINK-5277 - Z-Coordinate,STARLINK-6143 - Z-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-3261 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-1948 - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-5598 - Z-Coordinate,STARLINK-3324 - Z-Coordinate,STARLINK-5571 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-32015 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-32158 - Z-Coordinate,STARLINK-4477 - Z-Coordinate,STARLINK-11166 [DTC] - Z-Coordinate,STARLINK-6213 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-32082 - Z-Coordinate,STARLINK-1866 - Z-Coordinate,STARLINK-5291 - Z-Coordinate,STARLINK-30163 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-1972 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-3843 - Z-Coordinate,STARLINK-31591 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3287.7232,-948.7753,-5263.5153,3092.1724,-4526.8482,2518.5275,-2087.1686,-1274.2451,-5088.3828,-1445.7181,-1410.4023,2750.0491,4106.2520,6583.3558,-6511.9860,-5319.0516,-6488.8120,5933.5188,139.4705,-4441.3364,2557.4531,473.8528,4286.8859,0.0000,6224.8376,378.7819,-3985.5488,5464.9394,-343.0640,-4955.7464,-5735.4926,-143.1529,-6249.7812,3104.5745,-140.9827,-2724.5283,5209.1998,6174.5374,4484.7061,-1423.7610,-309.0369,4445.3081,-3576.0975,-3739.9365,4255.1116,-4401.1721,1618.4755,4085.9604,-1607.6414,4697.3529,-5255.1200,-183.3067,-2742.2218,6362.6793,2046.2986,2213.2026,6444.0384,-1470.9265,-2642.3762,2442.7896,3736.9195,5077.7833,5103.0698,3899.0794,2823.6096,-4752.5998,-3637.5816,1900.9405,4557.8636,-4066.2601,6617.1000,4207.7885,-1268.6252,-1915.5849,997.5915,1773.9130,-1770.3415,2209.6740,2794.3359,-3221.8805,-2013.3430,-5699.2011,-4193.1142,-6404.9259,-4181.6027,3377.0248,4485.2149,-3018.3396,-6576.2160,-1699.7531,1908.2860,4112.7445,-5001.3076,2786.5516,6780.7765,-6102.6487,6609.5785,434.0359,1719.8639,-5590.0398,-263398.0385,-278900.7679,-281499.5893,-277538.5380,-286030.3530,-282912.0428,-281324.3127,-280966.4640,-168144078.7178,-168150150.1355,-168144265.2588,-168140201.0332,-280516.2952,-168127606.2157,-2611.2078,4191.0556,-2893.2537,-5703.2647,2579.9727,5785.8866,-6053.9049,5860.1190,-991.3870,-4786.4184,5847.9447,6365.1324,-4527.1800,-1910.2506,-593.2546,3306.9702,-2223.8230,1602.9680,5560.8528,-5172.9279,-5630.3696,5914.5575,4799.5055,0.0000,1698.6838,-6719.7339,3415.3708,-4229.9708,6156.1999,-4548.9151,1916.9451,-6575.3696,-2361.1864,2964.3517,5779.5487,-2305.2524,781.4658,316.3145,-1548.0723,6143.9718,-5075.8061,4688.4144,-3073.3948,3435.3421,1671.5299,1498.4228,-5230.3138,1782.2243,-4852.8298,-1616.5405,1655.7910,-6906.8254,-3255.9066,1687.1341,-4340.3377,-4598.8080,-1036.8712,4850.3602,-6388.3818,5519.7484,-2090.0071,-270.3526,2144.8210,-5621.8414,-523.7391,4978.4380,5875.6856,2729.3603,885.4368,4364.1222,511.3514,5207.3930,-4608.4771,-5470.3399,6709.4449,-3796.7576,6323.0001,-6166.0656,3181.0335,2969.7789,-3958.7324,2056.8612,553.3856,-1148.4845,-2892.0900,-3145.7112,-3163.0370,4229.4359,-1066.1887,5278.3485,-3814.8115,-933.8318,-3328.5397,-1515.2428,-795.4320,3244.8757,-1947.6227,-1231.2996,5843.0188,-2359.0266,-255403.9289,-264185.5266,-252889.1724,-254038.3459,-254868.5519,-254677.7435,-263010.8034,-260186.7584,292046716.2016,292023318.1207,292044627.7849,292039824.8378,-258859.5923,292040117.4027,-5499.9349,-5342.0458,3390.2645,-2455.8034,-4433.8815,-2853.7408,2307.4893,-3340.4785,4425.8883,-4792.9711,3400.6170,152.7575,-3235.0721,-818.1862,-2007.5865,2968.4324,-233.5284,3063.6607,4102.1059,-1175.7932,-3094.7865,-3372.4761,-2626.8324,0.0000,2199.9526,1579.7779,4381.8977,533.6173,2921.1113,-1757.0530,3384.8084,-2138.4977,-1671.7184,5407.8777,-3788.9249,5952.2664,4330.6076,3096.1895,5062.8229,2589.5773,-4720.1027,2200.0210,5043.3833,4712.9454,-5191.2479,5155.4475,-4141.5733,-5293.7259,-4678.5862,4804.8334,4227.5200,-565.2204,-5456.2144,-1970.9369,5017.6701,4685.8466,2319.1089,4723.2742,96.9460,3181.4411,-5436.9483,4705.3366,-4146.2106,1101.5459,6322.2392,-889.8432,-180.9684,-6104.2102,5116.9848,-3538.4147,-1926.7125,1800.5801,-4751.6366,3824.7062,1428.4638,5485.9363,-1659.9834,2188.9630,-5305.8244,5340.5524,-5015.7795,3364.1463,-5473.8434,-2433.5078,-4729.8324,5134.7451,4192.3053,-4581.8616,-1477.6468,3977.1170,5285.4531,-5522.5668,3586.2630,-6187.4970,1088.8586,255.5892,156.2881,-6836.4118,3264.7537,-3119.0785,-118467.7670,-121308.9655,-123611.5649,-117354.9795,-117916.6980,-128548.7093,-129623.3804,-121406.9917,-110017046.1355,-109985195.0827,-109992959.4432,-110002971.3011,-122555.0156,-110006922.2481,
300.000,-4249.5898,977.8819,-6383.2655,1772.1839,-2945.2704,4131.3591,-3394.7816,640.8326,-6039.0430,-2832.3537,242.9844,3971.6040,3407.5157,6120.3085,-5785.6650,-6086.9238,-6494.2159,5284.3651,1684.7834,-4958.6429,1137.1019,2249.2735,4077.4902,0.0000,6777.8009,-911.1095,-3417.3119,4188.8913,1409.4232,-5523.3904,-4342.2511,-1407.6262,-5980.7927,4731.0558,1313.2113,-2444.1110,4809.7866,5199.5279,2886.8287,124.4304,-2410.5380,5697.2872,-4045.5450,-2064.9723,5427.0300,-5214.2436,-485.0502,4131.5912,-3481.5324,4729.5626,-4940.2630,-1670.2957,-4473.2093,5887.9105,412.1470,130.2803,6350.4479,627.2616,-3625.9701,3681.9221,2926.6508,4864.2888,6276.7245,2325.1314,3514.0139,-3483.8122,-2414.5002,2314.2345,5451.4049,-2160.4520,6869.5297,4980.6768,-3161.8843,-2918.2570,2500.8597,-124.0772,-337.4890,1095.4668,3918.1748,-2138.3523,-3347.8986,-4274.8150,-3389.1060,-5489.0742,-5255.8076,2462.7822,4100.9616,-2038.2075,-6058.7208,-434.7167,205.8014,5096.8476,-6247.8521,738.3622,6583.3519,-5298.1921,5895.6243,2461.2823,2770.2480,-6539.9814,-257889.7968,-273372.0783,-275824.2552,-271971.4237,-280504.6412,-277414.0386,-275732.6333,-275271.5495,-174478603.0350,-174484639.0231,-174479296.2105,-174474946.4954,-274956.7366,-174462213.5869,-661.7692,4951.6121,-1906.2781,-6627.0680,4048.1183,5354.8650,-5876.8092,5369.6726,502.5752,-3237.0729,5125.3248,5433.0258,-5797.6586,-3028.3592,763.5622,3219.4630,-947.8092,-18.4730,6147.1460,-3888.6816,-6584.6356,6081.8701,3502.8417,0.0000,195.1691,-6052.9810,5072.3410,-5136.8269,5378.5679,-4205.0325,3307.9613,-5687.6584,-919.1954,1672.6463,6389.5905,-178.6274,-1334.2841,-1121.7413,-469.3336,6717.6931,-4633.0032,3691.1368,-994.6355,4785.7108,74.6734,2845.1128,-5048.6952,-378.5068,-3790.4283,-3470.5401,3583.1484,-6654.5299,-2084.8698,235.4054,-3303.5326,-5154.4879,-2631.7945,5270.1040,-5638.3149,3998.0364,-4012.2212,-2381.8091,969.4926,-6017.4905,-2443.9990,5409.5003,6175.0909,602.2764,-858.1961,4942.2228,-724.5275,3678.9389,-4724.5394,-6003.5092,6466.3650,-4755.0622,5914.0461,-6807.8028,1293.6393,4704.6306,-2225.6498,3410.8227,2574.8556,-277.3970,-1054.0324,-4893.3440,-4801.0516,5719.2481,286.2144,6328.6126,-5014.5998,-2323.5681,-2046.6009,-2262.3499,-1989.2129,4170.8148,-2993.1437,-2038.3187,4414.2858,-1268.1814,-260813.7410,-270310.3573,-258718.9904,-259951.4699,-260731.3039,-260519.7513,-268805.8736,-266342.9292,288308183.5301,288284178.3843,288305670.6041,288300744.7394,-264722.5177,288301604.0145,-5420.5820,-4639.8003,1795.1418,-1021.6423,-4663.4211,-1485.3236,546.8282,-4229.0806,3124.8704,-5429.5681,4625.3717,1668.2892,-1606.3185,1000.1362,-3570.1301,812.9305,-2013.5755,4382.3547,2678.3818,-2859.8859,-1776.3483,-2125.4657,-4408.0509,0.0000,723.3314,3208.0501,3061.2027,2020.2837,3951.9359,356.0367,4266.8971,-3676.5018,-3291.6755,4743.8252,-2283.5153,6491.6420,4645.2657,4414.1342,6288.9423,1168.6798,-4567.8954,724.0817,5504.4239,4564.3157,-4287.9493,3596.8742,-4626.7498,-5539.5371,-4640.8371,3657.3826,3316.7548,979.1827,-4851.1757,-3536.8904,6090.0737,4627.8467,866.3133,4453.6494,-1700.6406,4122.7440,-4819.7301,4320.7566,-2735.3688,2525.4387,5469.0398,-2605.1549,-1963.0840,-6527.9194,4160.2806,-4360.8253,-146.0359,3113.5022,-3619.5728,1922.1611,-101.6300,5003.9631,-3285.5359,424.1020,-5390.0453,4585.9938,-5359.1676,4254.1330,-5453.2851,-4251.1543,-4414.5686,4204.1217,2803.2067,-3334.4927,-3129.2946,2520.6712,4578.0397,-4112.1813,2399.1891,-6533.7712,-727.4103,-1548.5936,1938.0903,-6182.8527,4534.8510,-1465.5854,-118578.3873,-121384.0064,-123631.2923,-117598.2238,-117895.5839,-128465.0705,-129888.2429,-121899.9295,-110012506.8287,-109980628.2109,-109988482.2290,-109998611.3453,-122664.7784,-110002236.6516,
600.000,-4844.7208,2774.0773,-6861.3513,290.3052,-1094.8910,5333.2302,-4342.4544,2518.4047,-6378.9434,-3992.2508,1912.3907,4823.3782,2386.3077,5039.9024,-4478.5579,-6195.8469,-5846.9893,4129.7102,3036.9288,-5011.1846,-377.3842,3779.8626,3504.1598,0.0000,6639.3171,-2145.4737,-2531.9548,2495.9350,3050.4385,-5532.5310,-2542.0787,-2572.6546,-5130.0082,5908.9535,2613.4438,-1999.6848,3964.2857,3729.4188,937.3075,1648.5735,-4285.1244,6366.4703,-4173.9594,-220.1890,6088.2792,-5528.1055,-2553.6328,3831.1118,-5039.3514,4328.4468,-4180.1649,-3004.6180,-5781.9173,4836.1838,-1316.8779,-1952.1512,5644.1482,2650.6788,-4266.4495,4586.3576,1880.0525,4220.9549,6831.0810,508.4217,3911.9348,-1853.8245,-932.5734,2578.9363,5834.6311,-41.4651,6436.1365,5298.8758,-4695.0094,-3602.2036,3762.5777,-1976.1659,1165.0462,-123.3399,4684.8789,-891.7095,-4370.1560,-2448.8445,-2307.0535,-4034.4556,-5857.1620,1350.0496,3337.2593,-893.9526,-4926.0354,846.9452,-1478.1022,5598.4379,-6908.3565,-1357.7399,5728.4957,-3958.5272,4582.7739,4259.8375,3595.6429,-6810.0452,-252271.9991,-267712.1886,-270026.5665,-266281.1808,-274854.8150,-271793.0298,-270021.2682,-269421.2278,-180730034.4613,-180736016.7428,-180731217.0368,-180726559.5931,-269274.6879,-180713728.3951,1324.0995,5250.6537,-748.6191,-6908.0892,5144.7674,4413.9096,-5089.3896,4375.4419,1912.1700,-1399.5708,3925.9724,3968.7163,-6484.1796,-3853.7125,2080.5540,2770.4496,446.0620,-1677.3749,6138.1462,-2201.3751,-6897.2703,5643.6120,1820.3583,0.0000,-1321.1034,-4792.3423,6199.9579,-5561.6570,4076.0179,-3429.9449,4417.1796,-4245.0450,646.8811,262.8288,6374.3011,1982.6993,-3328.5771,-2493.2349,581.3906,6608.1385,-3786.9117,2324.7927,1177.7571,5704.4320,-1490.0015,3866.4692,-4406.9969,-2504.5136,-2400.6037,-4960.9259,5155.5400,-5755.4168,-758.1027,-1275.4335,-1991.8417,-5253.5433,-3963.7693,5219.8532,-4319.7949,2077.9983,-5547.2951,-4258.7953,-271.8031,-5846.3508,-4082.8353,5331.2301,5872.0040,-1573.1589,-2481.9397,5084.7420,-1886.4774,1783.1579,-4369.7502,-5938.9915,5596.1706,-5285.0413,4896.1385,-6768.7109,-698.3088,5986.3356,-283.0575,4473.3053,4362.9993,674.8384,858.6235,-6159.8668,-5948.5937,6646.4720,1642.9124,6730.0307,-5723.4728,-3435.8347,-594.8246,-2863.0039,-2992.8713,4697.3723,-3758.8363,-2548.3992,2553.3647,-62.4851,-266105.1083,-276307.8944,-264432.9052,-265747.4160,-266477.2349,-266247.3038,-274479.0407,-272255.8528,284432273.0083,284407655.7115,284429314.1400,284424278.8095,-270466.0440,284425708.9607,-4759.5720,-3425.2873,5.0151,521.7908,-4374.9386,42.7018,-1275.6538,-4652.3683,1472.5654,-5485.3785,5350.8418,3005.2239,195.8014,2709.8573,-4735.5356,-1429.6363,-3571.6863,5219.0139,965.6634,-4236.3371,-266.2013,-639.9492,-5722.1767,0.0000,-834.7016,4489.9045,1399.5271,3290.3171,4539.5069,2431.2593,4692.1926,-4818.7809,-4552.7867,3567.1846,-531.4283,6341.4028,4438.6817,5256.2942,6845.8929,-383.6879,-3928.8946,-833.0677,5370.7727,3927.1704,-2923.3609,1655.5621,-4603.1381,-5191.3999,-4106.8079,2115.5305,2053.2045,2418.5843,-3725.3448,-4714.7171,6515.5789,4074.6098,-679.4594,3707.3228,-3314.8391,4601.7930,-3685.1212,3473.6372,-1029.6140,3678.4457,4035.4233,-4042.7456,-3533.4333,-6262.1044,2754.8048,-4717.9533,1650.4148,4093.0404,-2066.5431,-184.9820,-1620.8640,3981.1681,-4534.6214,-1386.6936,-4862.0532,3336.6151,-5069.6543,4688.7037,-4847.1282,-5617.5947,-3629.9470,2818.9290,1110.9828,-1729.6005,-4430.2515,781.6792,3351.3150,-2265.3629,962.3580,-6190.3626,-2465.2226,-3185.9533,3508.5268,-4878.0302,5315.4214,352.6018,-118689.2481,-121461.6668,-123649.1097,-117846.5467,-117878.0358,-128375.4680,-130147.5287,-122448.5421,-110007962.6414,-109976062.9355,-109984009.5546,-109994257.1327,-122774.4714,-109997550.8185,
