sl_100_5400_20261021 Coordinates.csv
2026/10/21 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:27 2024,
Start: 2026/10/21 07:47:00.00, Stop: 2026/10/21 09:17:00.00,
TIME_UNITS,STARLINK-6316 - X-Coordinate,STARLINK-32209 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-3210 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-4146 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-1849 - X-Coordinate,STARLINK-4427 - X-Coordinate,STARLINK-4150 - X-Coordinate,STARLINK-1091 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-30707 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-5048 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-3258 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-2738 - X-Coordinate,STARLINK-32019 - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-4268 - X-Coordinate,STARLINK-1749 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-4438 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-31651 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-1637 - X-Coordinate,STARLINK-31750 - X-Coordinate,STARLINK-30825 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-30902 - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-5948 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-1696 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-5464 - X-Coordinate,STARLINK-1631 - X-Coordinate,STARLINK-32210 - X-Coordinate,STARLINK-5962 - X-Coordinate,STARLINK-2461 - X-Coordinate,STARLINK-3256 - X-Coordinate,STARLINK-4623 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-3128 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-31364 - X-Coordinate,STARLINK-5856 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-5281 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-30513 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-3302 - X-Coordinate,STARLINK-31435 - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-5946 - X-Coordinate,STARLINK-30091 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-5578 - X-Coordinate,STARLINK-30581 - X-Coordinate,STARLINK-6225 - X-Coordinate,STARLINK-5663 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-5309 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-31329 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-5122 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-1019 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6316 - Y-Coordinate,STARLINK-32209 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-3210 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-4146 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-1849 - Y-Coordinate,STARLINK-4427 - Y-Coordinate,STARLINK-4150 - Y-Coordinate,STARLINK-1091 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-30707 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-5048 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-3258 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-2738 - Y-Coordinate,STARLINK-32019 - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,STARLINK-1749 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-4438 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-31651 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-1637 - Y-Coordinate,STARLINK-31750 - Y-Coordinate,STARLINK-30825 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-30902 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-5948 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-5464 - Y-Coordinate,STARLINK-1631 - Y-Coordinate,STARLINK-32210 - Y-Coordinate,STARLINK-5962 - Y-Coordinate,STARLINK-2461 - Y-Coordinate,STARLINK-3256 - Y-Coordinate,STARLINK-4623 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-3128 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-31364 - Y-Coordinate,STARLINK-5856 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-5281 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-30513 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-3302 - Y-Coordinate,STARLINK-31435 - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-5946 - Y-Coordinate,STARLINK-30091 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-5578 - Y-Coordinate,STARLINK-30581 - Y-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-5663 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-5309 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-31329 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-5122 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6316 - Z-Coordinate,STARLINK-32209 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-3210 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-4146 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-1849 - Z-Coordinate,STARLINK-4427 - Z-Coordinate,STARLINK-4150 - Z-Coordinate,STARLINK-1091 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-30707 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-5048 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-3258 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-2738 - Z-Coordinate,STARLINK-32019 - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,STARLINK-1749 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-4438 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-31651 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-1637 - Z-Coordinate,STARLINK-31750 - Z-Coordinate,STARLINK-30825 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-30902 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-5948 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-5464 - Z-Coordinate,STARLINK-1631 - Z-Coordinate,STARLINK-32210 - Z-Coordinate,STARLINK-5962 - Z-Coordinate,STARLINK-2461 - Z-Coordinate,STARLINK-3256 - Z-Coordinate,STARLINK-4623 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-3128 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-31364 - Z-Coordinate,STARLINK-5856 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-5281 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-30513 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-3302 - Z-Coordinate,STARLINK-31435 - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-5946 - Z-Coordinate,STARLINK-30091 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-5578 - Z-Coordinate,STARLINK-30581 - Z-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-5663 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-5309 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-31329 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-5122 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5423.5088,-2450.8794,-4890.9565,1163.4842,5935.7556,4401.9543,-4032.9369,3827.9195,5339.1989,6091.5474,-4000.8438,282.8204,975.8045,2565.5814,-3358.0754,-3913.7021,-4097.2340,3980.6704,658.2225,2247.6519,-4847.7557,-6050.2775,-5846.2774,4552.4263,4526.0406,4716.6456,-5406.3126,-653.2718,-4121.1323,4068.7011,291.7058,-5579.4646,-5968.3861,193.1456,-860.6093,-5844.9177,144.3010,-4687.9548,-3673.4816,4418.2847,5216.0628,4643.5034,-1520.2739,4744.1865,-1744.0515,5421.7409,2489.0290,-3332.7343,4578.9777,3275.1983,3089.7196,1930.5561,-5818.6953,4360.5887,-609.5819,-2784.9430,83.5490,-5591.0938,3629.7366,6003.7867,-1318.9992,4116.4830,-5129.3072,4698.8573,-3854.0127,5875.3927,3791.0642,-3337.3801,-1365.7990,0.0000,-4057.9381,-2635.1038,-5391.2344,-4712.4973,-709.7869,-1227.4068,-5375.4348,-1035.6706,3532.0489,597.1269,-6609.3224,-6670.2013,-3131.3572,-3077.5400,5757.7787,-1761.4278,-3934.0346,-5745.4524,3192.2528,-4000.6542,-4433.5602,4634.9560,-3550.2084,-2467.1852,-1371.2111,-5336.8118,2026.3494,-6437.0078,720.3647,-4119.4856,386899.0239,379838.8257,388742.9439,386776.8510,388982.3396,388089.7298,379758.9846,381804.8263,-211940774.7046,-211936142.8100,-211930974.3467,-211920715.3002,383235.1696,-211926273.6602,705.8488,-6159.0340,731.9256,4976.5541,2862.0850,1272.0169,1714.7108,-3663.8748,-532.1079,-3285.3343,-1568.0616,-4403.3397,-6575.9643,4001.3349,6035.1218,-1893.8071,4914.1925,1988.1478,-5155.2714,-1566.9187,1380.5659,2271.9807,-3402.1907,4140.5137,-680.5943,-1728.9691,94.8713,6644.6980,4232.1959,5254.7171,5127.2399,2698.3693,3408.2865,4272.2736,6269.4867,3174.6743,5160.3730,-3183.5744,3157.4849,4970.5816,-3434.4150,3965.6406,5734.5682,-4598.2662,-6283.2963,1767.0790,5431.8952,-1146.0221,-920.6820,-4633.0504,3965.9213,5075.2123,1360.5422,3628.0753,-5455.2057,2973.7698,4773.7579,-1154.6012,-3178.7706,3417.4638,3145.7644,-2787.6033,-1099.8793,2556.0254,5693.8894,-1361.9398,5700.9472,3908.7938,-6592.9966,0.0000,-883.7455,-3778.8260,-2624.2010,4749.4677,-6744.4386,-6773.8451,-2145.4777,6682.0930,5960.3913,5322.7140,447.7188,-148.2985,-5675.6964,-5161.8147,3181.6477,-6110.1644,-4924.8955,3660.7037,16.2512,-1450.8494,-5287.9629,-3233.6198,-3863.3287,-3265.0375,-6225.1285,-251.8785,-5507.2861,2234.0017,-5399.7442,-3571.9592,-39237.5255,-1923.4558,-23947.2978,-25855.9375,-17520.4426,-20044.2367,-19212.9430,-21046.3878,-39557169.4833,-39501943.8394,-39540903.5245,-39538497.6716,-21260.6327,-39548865.3054,4252.2672,1510.4001,4764.6784,4639.4898,-1710.7055,-5184.5660,-5352.2970,4465.7849,4198.3680,-572.5800,-5418.8072,4990.6432,-1699.5196,-5009.8220,-636.7016,5288.7044,-2598.5418,-5273.5604,4574.9973,-6401.4629,-4731.2843,-2294.3157,-990.0683,-2958.2922,5166.1995,-4615.3005,-4300.4019,1819.6504,3387.8803,-1068.4957,-4637.6770,-2901.7408,-954.5894,5421.4078,2875.9250,1454.6531,-4264.7993,-3953.9768,-4907.6793,-1533.3654,-2818.7232,-3060.5056,-3588.6979,-2049.4423,-2371.4303,3927.9978,-3304.2204,-5985.6280,5047.4817,-3987.0074,-4740.4395,-4246.2735,3505.3718,3943.3053,-4203.1369,-5368.0961,4524.9833,-3942.6812,4934.4186,80.9985,6042.9581,-4801.9639,-4514.3971,4352.1720,-688.9117,-3185.4155,1154.8122,-4589.0532,-1169.4997,0.0000,5509.9323,5040.9565,-3464.5509,-1271.0449,-1329.4829,-655.8115,3636.4412,-1547.5468,245.5324,4383.6581,1935.9210,-1894.5109,2453.9280,3455.2015,-1982.0770,2751.6566,2822.4742,-1324.4996,6152.6400,-5499.6986,356.1706,3815.9205,-4330.6123,5448.8248,2530.5742,4270.7187,-3658.3238,-1325.9026,-4103.6391,-4269.2114,-81105.1767,-84885.8427,-84739.1059,-79836.7439,-79276.1131,-89679.2027,-91816.1625,-83283.4740,70964314.9696,70945737.7953,70932891.6371,70959115.7482,-84320.3815,70952561.6334,
300.000,-4410.9178,-3621.8788,-5251.6184,2586.6894,6642.6285,4061.4096,-3590.1453,1944.6064,4020.9612,6130.2080,-4154.6333,-1637.7122,-551.0957,4421.7468,-1817.5945,-4115.2250,-3302.9806,5252.9099,-1474.7857,1930.8273,-3306.9087,-4739.7945,-6380.7977,5769.1504,4752.0291,3929.1374,-6019.5059,682.5735,-3463.1322,4995.9195,2003.1236,-4057.6465,-6128.3057,2269.1485,-252.1293,-5092.7260,1788.1314,-4603.5900,-1686.5190,5138.0354,4801.1311,5862.8151,110.5623,3730.4819,-3087.0419,5199.4249,4199.9010,-4668.5355,4753.1098,1933.2839,4837.3978,3032.0727,-5731.4963,4459.9155,-2223.1453,-1207.0038,1869.3521,-5145.9952,2889.0064,6275.9514,674.2546,2222.0957,-4370.1146,5031.5028,-2562.7996,4614.9166,4312.3596,-1403.9818,-2556.8932,0.0000,-4172.7171,-4496.3792,-5038.2419,-3581.3398,-1925.2054,-2323.2299,-4874.2204,473.9243,4616.5583,2518.7880,-5702.7164,-6779.8832,-4623.9094,-4741.7966,5875.9315,-3124.8636,-5209.7233,-4408.6753,4393.3477,-5572.1433,-5189.8619,3834.3868,-4574.0339,-4036.2133,-2999.7272,-6052.1749,868.9806,-6279.3328,-1160.7325,-4311.1702,387727.8278,379861.4228,389071.8944,387095.1805,389368.7161,388485.2516,380195.1559,381947.3470,-211023228.9408,-211019607.0986,-211013723.8537,-211003630.1916,383609.9558,-211008744.0124,2559.6233,-5747.6344,2557.5072,3490.0738,1474.2535,-847.5320,3710.1015,-4681.7115,-2036.3165,-2800.2071,601.0587,-5022.3940,-6835.7223,3505.1895,6352.2625,279.7402,5998.9977,419.2750,-4860.7843,-3610.5645,2762.4894,3508.8578,-2302.1229,3418.4689,-2647.5102,-3705.3993,1685.1411,5980.5163,5587.5672,4441.4480,5678.3407,3489.4423,2982.3209,4441.5148,6897.9632,4520.6040,3939.6722,-1271.1836,3867.1426,3434.8341,-4756.7190,3211.4907,6501.6756,-5796.4773,-5091.3465,-283.0719,4981.7139,-2344.8186,-2864.5991,-5967.5686,3414.6828,3427.1627,3146.0144,1715.5580,-5911.4907,4448.0175,5373.9155,855.8275,-4932.6703,2194.9468,2306.8864,-3659.7075,777.6171,446.8879,5940.8490,-2865.2447,5356.8599,4871.9952,-6301.7258,0.0000,1287.5398,-3147.5383,-850.0373,5784.1206,-6618.1606,-6056.8375,-340.1317,6919.2221,4862.7467,4397.9512,1659.1779,1400.6114,-5063.9653,-4540.5240,1435.0598,-4842.7109,-4393.4162,4621.4863,-1542.1315,-823.3817,-4327.5642,-4939.2955,-1966.4813,-1748.7976,-6070.2362,1311.6461,-6524.8692,2843.4851,-5935.9155,-1604.2432,-31000.4345,6099.6940,-15935.0331,-17718.5145,-9375.6802,-11875.5756,-11137.7458,-13075.6862,-44175796.2553,-44120879.1811,-44160107.5179,-44156837.1490,-13143.1646,-44167570.0723,4688.1386,-308.5624,3614.3903,5362.0280,-184.8777,-5537.8286,-4604.0654,4724.0040,5106.6580,1662.9886,-5496.5881,4060.9264,-178.4469,-3981.0919,-2113.3150,5464.0957,-879.2160,-4454.0667,4705.0751,-5632.6131,-5406.7645,-3502.5700,833.1210,-1278.5537,4250.2935,-4167.8183,-2940.6911,3409.6611,1785.5751,770.6300,-3408.7397,-4266.0984,1288.7706,4776.6514,840.6770,-87.1649,-5111.2674,-4994.7005,-5454.9683,-2897.4547,-1120.2289,-1397.5595,-2404.4692,-564.2285,-3563.8014,4563.0333,-2038.4279,-4575.6030,4063.8075,-2954.7490,-3560.9957,-5155.9501,2296.0163,4986.5332,-2810.6262,-4916.6174,3307.1329,-4574.4666,3869.4006,1869.3624,6508.0454,-5426.7664,-5310.9061,4693.6645,-2430.8354,-4125.6213,-972.2968,-4665.7423,652.1035,0.0000,5342.0934,4065.9216,-4675.4450,279.1583,478.8263,-2400.4611,4777.3267,-24.0057,1755.2691,4712.9140,3510.5378,-396.1045,1019.7811,2230.7558,-3260.4290,3843.4410,1132.7178,-2716.9244,5136.3723,-4077.9139,-1452.3443,2724.7575,-4636.4755,5205.3811,1102.8580,2909.1508,-2116.2145,799.6134,-3151.2960,-5177.2119,-80995.9736,-84773.9176,-84511.4866,-79856.3770,-79035.0409,-89340.9587,-91826.1875,-83584.7248,70961380.6423,70942530.5545,70929879.0493,70955797.1110,-84192.4650,70949552.8219,
600.000,-3005.7063,-4416.0243,-5112.7370,3804.0255,6667.0276,3379.4431,-2843.2545,-109.7025,2315.8318,5492.0269,-3958.6811,-3347.2430,-2021.0885,5831.3417,-84.8662,-3958.5855,-2187.3211,6028.5202,-3473.0128,1493.7103,-1468.4119,-2956.7471,-6260.5446,6382.3670,4547.1543,2782.5211,-6051.5489,1987.2557,-2463.4344,5388.4147,3488.1092,-2116.1931,-5612.0081,4102.8492,370.7568,-3817.8549,3283.9239,-4113.4117,458.0626,5361.0273,3904.0598,6469.8555,1709.6132,2357.0953,-4165.9150,4512.8630,5473.6601,-5463.5380,4489.0850,431.9772,6096.8210,3886.0448,-5105.3073,4168.8490,-3590.8418,455.2067,3409.3503,-4242.9299,1903.5806,5931.8710,2636.4836,121.6937,-3226.8264,4915.1162,-994.8552,2900.5583,4404.6059,648.5170,-3490.8797,0.0000,-3931.0827,-5892.5009,-4229.4193,-2080.4307,-2953.7175,-3215.0512,-3913.9637,1937.4293,5268.3109,4220.9336,-4231.8535,-6233.5257,-5661.9779,-5938.5314,5433.1827,-4221.3451,-5958.0578,-2637.7734,5192.3990,-6585.5991,-5440.8882,2669.5560,-5171.7755,-5224.4180,-4318.9352,-6163.4774,-351.1142,-5476.1288,-2901.5810,-4134.3223,388380.8489,379714.7670,389225.6558,387238.2102,389580.7022,388703.1447,380461.8981,382054.8521,-210005041.2134,-210002419.8667,-209995805.9904,-209985920.2901,383812.7780,-209990568.5970,4194.1812,-4731.5888,4099.0693,1686.4623,-63.2258,-2899.1700,5335.3305,-5288.4523,-3379.2036,-2031.5571,2706.9630,-5121.9555,-6410.6107,2704.0571,6066.8490,2421.5359,6479.5777,-1149.8636,-4139.1869,-5293.2265,3923.2706,4428.7106,-955.5846,2355.7583,-4329.4140,-5311.5209,3080.2691,4734.8359,6353.0307,3140.5740,5692.7153,3971.5317,2247.4371,4219.8326,6826.1850,5403.6609,2324.7129,789.8904,4250.9765,1537.3488,-5583.4233,2140.0746,6648.3527,-6425.8592,-3413.1407,-2322.9731,4042.3504,-3342.7336,-4499.2068,-6730.4963,2562.9740,1452.4435,4612.1875,-385.1136,-5799.3781,5480.3931,5377.9016,2805.2000,-6193.8748,734.8056,1311.0918,-4228.0615,2613.9728,-1705.6839,5613.0827,-4114.4933,4459.4536,5396.1465,-5356.6547,0.0000,3323.2051,-2238.3370,1040.0311,6226.9425,-5829.7100,-4735.0500,1534.8622,6486.1518,3285.6110,3083.6436,2743.8817,2810.1542,-3968.9596,-3499.3288,-475.2031,-3113.7398,-3433.9798,5160.8320,-2893.2591,-165.8935,-2924.7205,-6136.9076,115.5008,-97.8733,-5313.5427,2712.1040,-6895.1790,3172.3703,-5889.0938,533.7558,-22744.5298,14121.9295,-7914.5115,-9574.0661,-1224.9225,-3700.6684,-3053.8856,-5111.0660,-48773211.6992,-48718626.2014,-48758111.6044,-48753997.5502,-5019.3437,-48765063.9158,4622.1073,-2092.5508,2066.8734,5504.5659,1361.8449,-5296.9794,-3360.8224,4476.9652,5440.5943,3721.1346,-4983.8020,2643.7747,1362.3274,-2521.8387,-3364.0990,5034.4052,935.4092,-3151.9605,4330.7237,-4270.8386,-5500.6316,-4324.1393,2563.1781,544.5184,2874.4388,-3253.0608,-1263.0105,4632.6724,-18.2056,2519.5113,-1813.1205,-5156.8145,3394.2864,3615.9107,-1283.8387,-1619.1554,-5353.0953,-5497.0955,-5411.0365,-3936.8533,702.5487,421.8789,-962.9007,981.8348,-4376.1088,4708.7124,-544.2120,-2679.3964,2635.5261,-1606.5173,-1996.9428,-5505.9992,840.5358,5491.3687,-1114.8028,-3894.5950,1675.0362,-4718.7393,2385.3921,3455.2830,6281.4580,-5467.4777,-5537.9461,4525.7705,-3910.2312,-4603.1012,-2995.8750,-4234.9473,2400.7216,0.0000,4596.1151,2636.7096,-5385.4886,1797.7861,2235.2968,-3886.4576,5385.7396,1502.0877,3076.9091,4536.2488,4704.2565,1144.6852,-523.6030,767.5995,-4180.7206,4523.3778,-679.6498,-3819.6153,3571.8716,-2224.2404,-3103.9466,1327.5175,-4418.6171,4377.4518,-446.7583,1223.8458,-345.7734,2839.6956,-1844.9887,-5530.9210,-80886.9384,-84661.9074,-84283.2088,-79881.0789,-78797.4960,-88996.5846,-91830.8650,-83933.7328,70958440.9790,70939323.5637,70926873.9735,70952468.5558,-84064.4975,70946544.0226,
